year,quintil_oecd_hh,sampreg,hlf0261,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,5th Quintile,West,"Yes, Regularly",0.17303,547,2668,0.15867,0.18739
2003,5th Quintile,West,"Yes, Occasionally",0.07198,191,2668,0.06217,0.08179
2003,5th Quintile,West,No,0.75499,1930,2668,0.73867,0.77132
2003,5th Quintile,East,No,0.94532,321,321,0.92041,0.97023
2004,1st Quintile,West,No,0.94532,1293,1293,0.93292,0.95772
2004,1st Quintile,East,No,0.98442,602,602,0.97452,0.99432
2004,2nd Quintile,West,"Yes, Regularly",0.04011,38,1420,0.02990,0.05032
2004,2nd Quintile,West,No,0.93797,1382,1420,0.92542,0.95052
2004,2nd Quintile,East,No,0.97013,696,696,0.95748,0.98279
2004,3rd Quintile,West,"Yes, Regularly",0.02942,32,1578,0.02108,0.03775
2004,3rd Quintile,West,"Yes, Occasionally",0.03194,44,1578,0.02327,0.04062
2004,3rd Quintile,West,No,0.93864,1502,1578,0.92680,0.95049
2004,3rd Quintile,East,No,0.98526,605,605,0.97566,0.99487
2004,4th Quintile,West,"Yes, Regularly",0.04689,70,1773,0.03704,0.05673
2004,4th Quintile,West,"Yes, Occasionally",0.03715,57,1773,0.02834,0.04595
2004,4th Quintile,West,No,0.91596,1646,1773,0.90305,0.92888
2004,4th Quintile,East,No,0.94646,472,472,0.92613,0.96679
2004,5th Quintile,West,"Yes, Regularly",0.13360,423,2610,0.12054,0.14665
2004,5th Quintile,West,"Yes, Occasionally",0.08696,208,2610,0.07614,0.09777
2004,5th Quintile,West,No,0.77945,1979,2610,0.76354,0.79536
2004,5th Quintile,East,No,0.95448,311,311,0.93128,0.97768
2005,1st Quintile,West,No,0.94769,1282,1282,0.93550,0.95988
2005,1st Quintile,East,No,0.98718,626,626,0.97836,0.99600
2005,2nd Quintile,West,"Yes, Regularly",0.04163,45,1384,0.03110,0.05216
2005,2nd Quintile,West,"Yes, Occasionally",0.03221,32,1384,0.02291,0.04152
2005,2nd Quintile,West,No,0.92616,1307,1384,0.91237,0.93994
2005,2nd Quintile,East,No,0.95492,661,661,0.93909,0.97075
2005,3rd Quintile,West,"Yes, Regularly",0.03872,45,1514,0.02900,0.04844
2005,3rd Quintile,West,"Yes, Occasionally",0.02636,32,1514,0.01829,0.03443
2005,3rd Quintile,West,No,0.93492,1437,1514,0.92249,0.94735
2005,3rd Quintile,East,No,0.97369,567,567,0.96050,0.98687
2005,4th Quintile,West,"Yes, Regularly",0.06367,89,1740,0.05219,0.07515
2005,4th Quintile,West,"Yes, Occasionally",0.04765,78,1740,0.03764,0.05766
2005,4th Quintile,West,No,0.88868,1573,1740,0.87389,0.90346
2005,4th Quintile,East,No,0.95939,446,446,0.94105,0.97773
2005,5th Quintile,West,"Yes, Regularly",0.17601,504,2513,0.16112,0.19091
2005,5th Quintile,West,"Yes, Occasionally",0.07987,192,2513,0.06927,0.09048
2005,5th Quintile,West,No,0.74411,1817,2513,0.72705,0.76118
2005,5th Quintile,East,No,0.90956,291,291,0.87655,0.94257
2006,1st Quintile,West,No,0.94444,1372,1372,0.93231,0.95656
2006,1st Quintile,East,No,0.98561,656,656,0.97649,0.99473
2006,2nd Quintile,West,"Yes, Regularly",0.04079,47,1456,0.03063,0.05096
2006,2nd Quintile,West,No,0.93053,1409,1456,0.91746,0.94359
2006,2nd Quintile,East,No,0.95287,707,707,0.93724,0.96850
2006,3rd Quintile,West,"Yes, Regularly",0.04888,68,1712,0.03867,0.05910
2006,3rd Quintile,West,"Yes, Occasionally",0.03303,44,1712,0.02456,0.04150
2006,3rd Quintile,West,No,0.91809,1600,1712,0.90509,0.93108
2006,3rd Quintile,East,No,0.96770,656,656,0.95416,0.98124
2006,4th Quintile,West,"Yes, Regularly",0.05847,100,1977,0.04813,0.06882
2006,4th Quintile,West,"Yes, Occasionally",0.04989,85,1977,0.04029,0.05949
2006,4th Quintile,West,No,0.89164,1792,1977,0.87793,0.90534
2006,4th Quintile,East,No,0.96062,490,490,0.94338,0.97786
2006,5th Quintile,West,"Yes, Regularly",0.15841,486,2702,0.14464,0.17218
2006,5th Quintile,West,"Yes, Occasionally",0.07262,219,2702,0.06284,0.08241
2006,5th Quintile,West,No,0.76896,1997,2702,0.75307,0.78486
2006,5th Quintile,East,No,0.92509,317,317,0.89606,0.95411
2007,1st Quintile,West,No,0.95292,1299,1299,0.94140,0.96444
2007,1st Quintile,East,No,0.98934,606,606,0.98116,0.99753
2007,2nd Quintile,West,"Yes, Regularly",0.04281,43,1436,0.03234,0.05328
2007,2nd Quintile,West,No,0.93234,1393,1436,0.91935,0.94534
2007,2nd Quintile,East,No,0.96841,625,625,0.95469,0.98214
2007,3rd Quintile,West,"Yes, Regularly",0.05247,62,1558,0.04140,0.06355
2007,3rd Quintile,West,"Yes, Occasionally",0.03089,43,1558,0.02229,0.03948
2007,3rd Quintile,West,No,0.91664,1453,1558,0.90291,0.93037
2007,3rd Quintile,East,No,0.95299,625,625,0.93638,0.96959
2007,4th Quintile,West,"Yes, Regularly",0.07347,110,1812,0.06145,0.08548
2007,4th Quintile,West,"Yes, Occasionally",0.04117,68,1812,0.03202,0.05032
2007,4th Quintile,West,No,0.88536,1634,1812,0.87069,0.90004
2007,4th Quintile,East,No,0.95779,493,493,0.94003,0.97556
2007,5th Quintile,West,"Yes, Regularly",0.18743,501,2477,0.17206,0.20280
2007,5th Quintile,West,"Yes, Occasionally",0.08321,210,2477,0.07233,0.09409
2007,5th Quintile,West,No,0.72935,1766,2477,0.71185,0.74685
2007,5th Quintile,East,No,0.92253,305,305,0.89248,0.95258
2008,1st Quintile,West,No,0.95873,1236,1236,0.94764,0.96983
2008,1st Quintile,East,No,0.99074,584,584,0.98296,0.99851
2008,2nd Quintile,West,"Yes, Regularly",0.03265,35,1312,0.02303,0.04227
2008,2nd Quintile,West,No,0.93817,1277,1312,0.92513,0.95121
2008,2nd Quintile,East,No,0.98000,605,605,0.96884,0.99117
2008,3rd Quintile,West,"Yes, Regularly",0.05903,70,1491,0.04706,0.07100
2008,3rd Quintile,West,"Yes, Occasionally",0.02658,32,1491,0.01841,0.03475
2008,3rd Quintile,West,No,0.91439,1389,1491,0.90018,0.92860
2008,3rd Quintile,East,No,0.95655,639,639,0.94073,0.97237
2008,4th Quintile,West,"Yes, Regularly",0.05827,89,1682,0.04708,0.06947
2008,4th Quintile,West,"Yes, Occasionally",0.04686,69,1682,0.03676,0.05696
2008,4th Quintile,West,No,0.89487,1524,1682,0.88020,0.90953
2008,4th Quintile,East,No,0.95327,411,411,0.93284,0.97370
2008,5th Quintile,West,"Yes, Regularly",0.16975,433,2338,0.15453,0.18497
2008,5th Quintile,West,"Yes, Occasionally",0.09307,198,2338,0.08129,0.10485
2008,5th Quintile,West,No,0.73718,1707,2338,0.71933,0.75503
2008,5th Quintile,East,No,0.88630,307,307,0.85074,0.92187
2009,1st Quintile,West,"Yes, Regularly",0.04037,31,1155,0.02901,0.05173
2009,1st Quintile,West,No,0.94433,1124,1155,0.93110,0.95756
2009,1st Quintile,East,No,0.97620,564,564,0.96361,0.98879
2009,2nd Quintile,West,"Yes, Regularly",0.04801,45,1221,0.03602,0.06001
2009,2nd Quintile,West,No,0.92780,1176,1221,0.91327,0.94232
2009,2nd Quintile,East,No,0.96683,600,600,0.95249,0.98117
2009,3rd Quintile,West,"Yes, Regularly",0.05540,62,1316,0.04304,0.06777
2009,3rd Quintile,West,No,0.92185,1254,1316,0.90735,0.93636
2009,3rd Quintile,East,No,0.98225,577,577,0.97146,0.99303
2009,4th Quintile,West,"Yes, Regularly",0.06032,94,1614,0.04870,0.07193
2009,4th Quintile,West,"Yes, Occasionally",0.04154,56,1614,0.03180,0.05127
2009,4th Quintile,West,No,0.89815,1464,1614,0.88339,0.91291
2009,4th Quintile,East,No,0.93813,398,398,0.91443,0.96183
2009,5th Quintile,West,"Yes, Regularly",0.18834,419,2132,0.17174,0.20495
2009,5th Quintile,West,"Yes, Occasionally",0.07813,165,2132,0.06674,0.08953
2009,5th Quintile,West,No,0.73352,1548,2132,0.71475,0.75229
2009,5th Quintile,East,"Yes, Regularly",0.07730,31,318,0.04790,0.10670
2009,5th Quintile,East,No,0.90476,287,318,0.87244,0.93707
2010,1st Quintile,West,No,0.97418,2243,2243,0.96761,0.98074
2010,1st Quintile,East,No,0.97193,851,851,0.96083,0.98304
2010,2nd Quintile,West,"Yes, Regularly",0.04129,43,2028,0.03263,0.04995
2010,2nd Quintile,West,No,0.93960,1985,2028,0.92923,0.94997
2010,2nd Quintile,East,No,0.98091,844,844,0.97168,0.99015
2010,3rd Quintile,West,"Yes, Regularly",0.04915,66,1902,0.03943,0.05887
2010,3rd Quintile,West,"Yes, Occasionally",0.03302,39,1902,0.02499,0.04105
2010,3rd Quintile,West,No,0.91783,1797,1902,0.90548,0.93017
2010,3rd Quintile,East,No,0.97037,633,633,0.95715,0.98359
2010,4th Quintile,West,"Yes, Regularly",0.06046,114,1981,0.04996,0.07096
2010,4th Quintile,West,"Yes, Occasionally",0.03126,47,1981,0.02360,0.03893
2010,4th Quintile,West,No,0.90828,1820,1981,0.89557,0.92099
2010,4th Quintile,East,No,0.96333,443,443,0.94581,0.98085
2010,5th Quintile,West,"Yes, Regularly",0.16197,441,2387,0.14719,0.17676
2010,5th Quintile,West,"Yes, Occasionally",0.06688,153,2387,0.05686,0.07691
2010,5th Quintile,West,No,0.77114,1793,2387,0.75429,0.78800
2010,5th Quintile,East,No,0.90449,279,279,0.86994,0.93904
2011,1st Quintile,West,No,0.97320,2556,2556,0.96694,0.97946
2011,1st Quintile,East,No,0.98632,1088,1088,0.97941,0.99322
2011,2nd Quintile,West,"Yes, Regularly",0.04194,63,2450,0.03400,0.04988
2011,2nd Quintile,West,"Yes, Occasionally",0.01984,31,2450,0.01432,0.02537
2011,2nd Quintile,West,No,0.93822,2356,2450,0.92868,0.94775
2011,2nd Quintile,East,No,0.97219,937,937,0.96165,0.98272
2011,3rd Quintile,West,"Yes, Regularly",0.04582,88,2428,0.03750,0.05414
2011,3rd Quintile,West,"Yes, Occasionally",0.02246,44,2428,0.01657,0.02836
2011,3rd Quintile,West,No,0.93172,2296,2428,0.92169,0.94176
2011,3rd Quintile,East,No,0.95292,760,760,0.93785,0.96799
2011,4th Quintile,West,"Yes, Regularly",0.06487,161,2524,0.05526,0.07448
2011,4th Quintile,West,"Yes, Occasionally",0.03303,74,2524,0.02606,0.04001
2011,4th Quintile,West,No,0.90210,2289,2524,0.89051,0.91370
2011,4th Quintile,East,No,0.96710,505,505,0.95153,0.98267
2011,5th Quintile,West,"Yes, Regularly",0.17859,581,2827,0.16447,0.19271
2011,5th Quintile,West,"Yes, Occasionally",0.06137,162,2827,0.05252,0.07022
2011,5th Quintile,West,No,0.76004,2084,2827,0.74429,0.77579
2011,5th Quintile,East,"Yes, Regularly",0.09971,45,353,0.06841,0.13101
2011,5th Quintile,East,No,0.88177,308,353,0.84804,0.91550
2012,1st Quintile,West,"Yes, Regularly",0.02460,36,2521,0.01855,0.03065
2012,1st Quintile,West,No,0.96113,2485,2521,0.95359,0.96868
2012,1st Quintile,East,No,0.98610,1042,1042,0.97899,0.99321
2012,2nd Quintile,West,"Yes, Regularly",0.03900,64,2473,0.03137,0.04663
2012,2nd Quintile,West,No,0.94465,2409,2473,0.93563,0.95366
2012,2nd Quintile,East,No,0.97294,798,798,0.96167,0.98420
2012,3rd Quintile,West,"Yes, Regularly",0.04107,84,2388,0.03311,0.04903
2012,3rd Quintile,West,"Yes, Occasionally",0.01517,37,2388,0.01027,0.02007
2012,3rd Quintile,West,No,0.94376,2267,2388,0.93452,0.95300
2012,3rd Quintile,East,No,0.97079,788,788,0.95903,0.98256
2012,4th Quintile,West,"Yes, Regularly",0.06737,163,2438,0.05742,0.07732
2012,4th Quintile,West,"Yes, Occasionally",0.03404,70,2438,0.02684,0.04123
2012,4th Quintile,West,No,0.89859,2205,2438,0.88661,0.91058
2012,4th Quintile,East,No,0.96018,558,558,0.94394,0.97642
2012,5th Quintile,West,"Yes, Regularly",0.16437,516,2695,0.15037,0.17836
2012,5th Quintile,West,"Yes, Occasionally",0.05676,154,2695,0.04802,0.06549
2012,5th Quintile,West,No,0.77888,2025,2695,0.76321,0.79455
2012,5th Quintile,East,"Yes, Regularly",0.07939,49,435,0.05396,0.10483
2012,5th Quintile,East,No,0.90109,386,435,0.87300,0.92917
2013,1st Quintile,West,"Yes, Regularly",0.01895,34,3135,0.01417,0.02372
2013,1st Quintile,West,No,0.96779,3101,3135,0.96161,0.97397
2013,1st Quintile,East,No,0.98952,1060,1060,0.98339,0.99566
2013,2nd Quintile,West,"Yes, Regularly",0.04475,64,2874,0.03719,0.05231
2013,2nd Quintile,West,No,0.93729,2810,2874,0.92842,0.94615
2013,2nd Quintile,East,No,0.96641,929,929,0.95482,0.97801
2013,3rd Quintile,West,"Yes, Regularly",0.03798,81,2645,0.03069,0.04526
2013,3rd Quintile,West,"Yes, Occasionally",0.02685,42,2645,0.02069,0.03301
2013,3rd Quintile,West,No,0.93517,2522,2645,0.92579,0.94456
2013,3rd Quintile,East,No,0.94865,708,708,0.93238,0.96492
2013,4th Quintile,West,"Yes, Regularly",0.07130,185,2585,0.06138,0.08122
2013,4th Quintile,West,"Yes, Occasionally",0.03237,72,2585,0.02555,0.03920
2013,4th Quintile,West,No,0.89633,2328,2585,0.88458,0.90808
2013,4th Quintile,East,No,0.94425,491,491,0.92393,0.96456
2013,5th Quintile,West,"Yes, Regularly",0.19891,582,2880,0.18432,0.21349
2013,5th Quintile,West,"Yes, Occasionally",0.04881,151,2880,0.04094,0.05668
2013,5th Quintile,West,No,0.75228,2147,2880,0.73651,0.76805
2013,5th Quintile,East,"Yes, Regularly",0.08292,42,353,0.05411,0.11173
2013,5th Quintile,East,No,0.88777,311,353,0.85480,0.92075
2014,1st Quintile,West,No,0.97039,2510,2510,0.96376,0.97703
2014,1st Quintile,East,No,0.98469,881,881,0.97658,0.99280
2014,2nd Quintile,West,"Yes, Regularly",0.03878,54,2425,0.03109,0.04646
2014,2nd Quintile,West,No,0.94307,2371,2425,0.93384,0.95229
2014,2nd Quintile,East,No,0.96872,836,836,0.95691,0.98053
2014,3rd Quintile,West,"Yes, Regularly",0.04672,92,2375,0.03823,0.05521
2014,3rd Quintile,West,"Yes, Occasionally",0.02173,36,2375,0.01587,0.02760
2014,3rd Quintile,West,No,0.93154,2247,2375,0.92138,0.94170
2014,3rd Quintile,East,No,0.95374,696,696,0.93812,0.96935
2014,4th Quintile,West,"Yes, Regularly",0.07323,185,2391,0.06278,0.08367
2014,4th Quintile,West,"Yes, Occasionally",0.03539,71,2391,0.02798,0.04279
2014,4th Quintile,West,No,0.89139,2135,2391,0.87891,0.90386
2014,4th Quintile,East,No,0.95757,502,502,0.93991,0.97522
2014,5th Quintile,West,"Yes, Regularly",0.18731,527,2645,0.17244,0.20218
2014,5th Quintile,West,"Yes, Occasionally",0.04712,126,2645,0.03904,0.05519
2014,5th Quintile,West,No,0.76557,1992,2645,0.74942,0.78172
2014,5th Quintile,East,"Yes, Regularly",0.08531,37,355,0.05621,0.11441
2014,5th Quintile,East,No,0.89116,318,355,0.85871,0.92360
2015,1st Quintile,West,"Yes, Regularly",0.02164,33,2656,0.01611,0.02718
2015,1st Quintile,West,No,0.96458,2623,2656,0.95755,0.97161
2015,1st Quintile,East,No,0.99190,867,867,0.98593,0.99787
2015,2nd Quintile,West,"Yes, Regularly",0.04775,70,2437,0.03928,0.05622
2015,2nd Quintile,West,No,0.93193,2367,2437,0.92193,0.94193
2015,2nd Quintile,East,No,0.96376,901,901,0.95155,0.97597
2015,3rd Quintile,West,"Yes, Regularly",0.05864,102,2345,0.04913,0.06815
2015,3rd Quintile,West,No,0.92518,2243,2345,0.91453,0.93583
2015,3rd Quintile,East,No,0.96032,618,618,0.94492,0.97572
2015,4th Quintile,West,"Yes, Regularly",0.06309,147,2337,0.05323,0.07295
2015,4th Quintile,West,"Yes, Occasionally",0.03333,57,2337,0.02605,0.04061
2015,4th Quintile,West,No,0.90358,2133,2337,0.89161,0.91555
2015,4th Quintile,East,No,0.93447,457,457,0.91176,0.95718
2015,5th Quintile,West,"Yes, Regularly",0.19365,525,2623,0.17852,0.20877
2015,5th Quintile,West,"Yes, Occasionally",0.04258,116,2623,0.03485,0.05031
2015,5th Quintile,West,No,0.76377,1982,2623,0.74751,0.78003
2015,5th Quintile,East,No,0.89041,310,310,0.85558,0.92524
2016,1st Quintile,West,No,0.97818,2244,2244,0.97214,0.98423
2016,1st Quintile,East,No,0.99460,810,810,0.98955,0.99965
2016,2nd Quintile,West,"Yes, Regularly",0.03439,53,2226,0.02682,0.04196
2016,2nd Quintile,West,No,0.95554,2173,2226,0.94697,0.96410
2016,2nd Quintile,East,No,0.97063,780,780,0.95877,0.98249
2016,3rd Quintile,West,"Yes, Regularly",0.05789,82,2070,0.04783,0.06796
2016,3rd Quintile,West,"Yes, Occasionally",0.01767,33,2070,0.01199,0.02335
2016,3rd Quintile,West,No,0.92444,1955,2070,0.91305,0.93583
2016,3rd Quintile,East,No,0.94075,639,639,0.92243,0.95907
2016,4th Quintile,West,"Yes, Regularly",0.07116,154,2199,0.06041,0.08191
2016,4th Quintile,West,"Yes, Occasionally",0.02628,41,2199,0.01960,0.03297
2016,4th Quintile,West,No,0.90255,2004,2199,0.89016,0.91495
2016,4th Quintile,East,No,0.96663,436,436,0.94975,0.98351
2016,5th Quintile,West,"Yes, Regularly",0.17562,469,2427,0.16047,0.19076
2016,5th Quintile,West,"Yes, Occasionally",0.04107,104,2427,0.03318,0.04897
2016,5th Quintile,West,No,0.78331,1854,2427,0.76692,0.79970
2016,5th Quintile,East,"Yes, Regularly",0.13554,40,316,0.09774,0.17334
2016,5th Quintile,East,No,0.85720,276,316,0.81856,0.89583
2017,1st Quintile,West,No,0.96773,2285,2285,0.96048,0.97497
2017,1st Quintile,East,No,0.99121,870,870,0.98500,0.99741
2017,2nd Quintile,West,"Yes, Regularly",0.04213,54,2310,0.03393,0.05032
2017,2nd Quintile,West,No,0.94271,2256,2310,0.93323,0.95219
2017,2nd Quintile,East,No,0.97712,888,888,0.96728,0.98696
2017,3rd Quintile,West,"Yes, Regularly",0.04163,82,2339,0.03353,0.04972
2017,3rd Quintile,West,No,0.94681,2257,2339,0.93771,0.95591
2017,3rd Quintile,East,No,0.95045,690,690,0.93424,0.96665
2017,4th Quintile,West,"Yes, Regularly",0.07777,180,2516,0.06730,0.08824
2017,4th Quintile,West,"Yes, Occasionally",0.03257,63,2516,0.02563,0.03950
2017,4th Quintile,West,No,0.88966,2273,2516,0.87742,0.90191
2017,4th Quintile,East,No,0.92658,497,497,0.90363,0.94954
2017,5th Quintile,West,"Yes, Regularly",0.16691,477,2711,0.15287,0.18095
2017,5th Quintile,West,"Yes, Occasionally",0.04300,108,2711,0.03536,0.05063
2017,5th Quintile,West,No,0.79010,2126,2711,0.77476,0.80543
2017,5th Quintile,East,"Yes, Regularly",0.10570,39,370,0.07433,0.13707
2017,5th Quintile,East,No,0.86741,331,370,0.83280,0.90201
2018,1st Quintile,West,"Yes, Regularly",0.02322,36,2350,0.01713,0.02931
2018,1st Quintile,West,No,0.96803,2314,2350,0.96092,0.97515
2018,1st Quintile,East,No,0.98346,932,932,0.97527,0.99165
2018,2nd Quintile,West,"Yes, Regularly",0.04114,69,2329,0.03307,0.04921
2018,2nd Quintile,West,No,0.94941,2260,2329,0.94050,0.95831
2018,2nd Quintile,East,No,0.96812,917,917,0.95674,0.97950
2018,3rd Quintile,West,"Yes, Regularly",0.07072,108,2229,0.06008,0.08137
