year,quintil_oecd,ple0008,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,5th Quintile,Good,0.40319,2382,5229,0.38989,0.41649
2008,5th Quintile,Satisfactory,0.28956,1644,5229,0.27726,0.30185
2008,5th Quintile,Poor,0.09046,556,5229,0.08268,0.09823
2008,5th Quintile,Bad,0.01998,99,5229,0.01619,0.02378
2009,1st Quintile,Very good,0.06900,212,2870,0.05973,0.07828
2009,1st Quintile,Good,0.25597,965,2870,0.24000,0.27193
2009,1st Quintile,Satisfactory,0.27615,971,2870,0.25979,0.29251
2009,1st Quintile,Poor,0.15084,520,2870,0.13775,0.16394
2009,1st Quintile,Bad,0.06314,202,2870,0.05424,0.07204
2009,2nd Quintile,Very good,0.05499,191,3160,0.04704,0.06294
2009,2nd Quintile,Good,0.25043,1087,3160,0.23532,0.26553
2009,2nd Quintile,Satisfactory,0.31529,1192,3160,0.29908,0.33149
2009,2nd Quintile,Poor,0.14335,530,3160,0.13113,0.15557
2009,2nd Quintile,Bad,0.04181,160,3160,0.03483,0.04879
2009,3rd Quintile,Very good,0.06002,231,3428,0.05207,0.06798
2009,3rd Quintile,Good,0.32156,1344,3428,0.30592,0.33720
2009,3rd Quintile,Satisfactory,0.30787,1232,3428,0.29242,0.32333
2009,3rd Quintile,Poor,0.12193,511,3428,0.11098,0.13289
2009,3rd Quintile,Bad,0.02712,110,3428,0.02168,0.03256
2009,4th Quintile,Very good,0.06722,303,3726,0.05917,0.07526
2009,4th Quintile,Good,0.33872,1532,3726,0.32353,0.35392
2009,4th Quintile,Satisfactory,0.30323,1304,3726,0.28847,0.31799
2009,4th Quintile,Poor,0.11341,470,3726,0.10323,0.12359
2009,4th Quintile,Bad,0.02815,117,3726,0.02283,0.03346
2009,5th Quintile,Very good,0.09253,513,4787,0.08432,0.10074
2009,5th Quintile,Good,0.39647,2117,4787,0.38261,0.41033
2009,5th Quintile,Satisfactory,0.29150,1537,4787,0.27862,0.30438
2009,5th Quintile,Poor,0.09599,518,4787,0.08765,0.10434
2009,5th Quintile,Bad,0.01751,102,4787,0.01379,0.02122
2010,1st Quintile,Very good,0.08061,209,2646,0.07024,0.09099
2010,1st Quintile,Good,0.25919,847,2646,0.24249,0.27589
2010,1st Quintile,Satisfactory,0.29998,874,2646,0.28251,0.31744
2010,1st Quintile,Poor,0.20298,525,2646,0.18766,0.21831
2010,1st Quintile,Bad,0.08163,191,2646,0.07119,0.09206
2010,2nd Quintile,Very good,0.05754,183,2994,0.04920,0.06588
2010,2nd Quintile,Good,0.27529,1047,2994,0.25929,0.29129
2010,2nd Quintile,Satisfactory,0.33440,1078,2994,0.31749,0.35130
2010,2nd Quintile,Poor,0.17719,539,2994,0.16351,0.19087
2010,2nd Quintile,Bad,0.05597,147,2994,0.04774,0.06421
2010,3rd Quintile,Very good,0.06692,228,3172,0.05822,0.07561
2010,3rd Quintile,Good,0.32480,1228,3172,0.30850,0.34110
2010,3rd Quintile,Satisfactory,0.31372,1115,3172,0.29757,0.32987
2010,3rd Quintile,Poor,0.14189,482,3172,0.12974,0.15404
2010,3rd Quintile,Bad,0.03265,119,3172,0.02646,0.03883
2010,4th Quintile,Very good,0.07358,278,3425,0.06483,0.08232
2010,4th Quintile,Good,0.36709,1435,3425,0.35095,0.38324
2010,4th Quintile,Satisfactory,0.31173,1197,3425,0.29621,0.32724
2010,4th Quintile,Poor,0.10807,406,3425,0.09767,0.11847
2010,4th Quintile,Bad,0.02914,109,3425,0.02351,0.03478
2010,5th Quintile,Very good,0.09465,442,4380,0.08598,0.10332
2010,5th Quintile,Good,0.38983,1942,4380,0.37538,0.40427
2010,5th Quintile,Satisfactory,0.30969,1414,4380,0.29599,0.32338
2010,5th Quintile,Poor,0.10024,493,4380,0.09134,0.10913
2010,5th Quintile,Bad,0.02273,89,4380,0.01831,0.02714
2011,1st Quintile,Very good,0.05951,421,4519,0.05261,0.06640
2011,1st Quintile,Good,0.23641,1616,4519,0.22402,0.24880
2011,1st Quintile,Satisfactory,0.28346,1427,4519,0.27032,0.29660
2011,1st Quintile,Poor,0.17828,817,4519,0.16712,0.18945
2011,1st Quintile,Bad,0.05650,238,4519,0.04976,0.06323
2011,2nd Quintile,Very good,0.06085,399,4432,0.05381,0.06789
2011,2nd Quintile,Good,0.28789,1739,4432,0.27455,0.30122
2011,2nd Quintile,Satisfactory,0.28043,1450,4432,0.26720,0.29366
2011,2nd Quintile,Poor,0.14934,656,4432,0.13885,0.15984
2011,2nd Quintile,Bad,0.04396,188,4432,0.03793,0.05000
2011,3rd Quintile,Very good,0.06287,368,4097,0.05543,0.07030
2011,3rd Quintile,Good,0.30004,1645,4097,0.28600,0.31407
2011,3rd Quintile,Satisfactory,0.30878,1394,4097,0.29463,0.32292
2011,3rd Quintile,Poor,0.13336,559,4097,0.12295,0.14377
2011,3rd Quintile,Bad,0.03473,131,4097,0.02912,0.04034
2011,4th Quintile,Very good,0.07913,421,4027,0.07079,0.08747
2011,4th Quintile,Good,0.34243,1767,4027,0.32778,0.35709
2011,4th Quintile,Satisfactory,0.28871,1277,4027,0.27471,0.30271
2011,4th Quintile,Poor,0.11233,454,4027,0.10257,0.12208
2011,4th Quintile,Bad,0.02704,108,4027,0.02203,0.03205
2011,5th Quintile,Very good,0.08099,508,4793,0.07326,0.08871
2011,5th Quintile,Good,0.39074,2173,4793,0.37692,0.40455
2011,5th Quintile,Satisfactory,0.28291,1456,4793,0.27015,0.29566
2011,5th Quintile,Poor,0.10993,544,4793,0.10108,0.11879
2011,5th Quintile,Bad,0.02437,112,4793,0.02001,0.02874
2012,1st Quintile,Very good,0.08060,576,5387,0.07333,0.08787
2012,1st Quintile,Good,0.22888,1869,5387,0.21766,0.24010
2012,1st Quintile,Satisfactory,0.26320,1686,5387,0.25144,0.27496
2012,1st Quintile,Poor,0.16854,928,5387,0.15854,0.17854
2012,1st Quintile,Bad,0.05908,328,5387,0.05278,0.06537
2012,2nd Quintile,Very good,0.05848,432,4926,0.05192,0.06503
2012,2nd Quintile,Good,0.28806,1936,4926,0.27541,0.30071
2012,2nd Quintile,Satisfactory,0.29314,1667,4926,0.28042,0.30585
2012,2nd Quintile,Poor,0.14220,691,4926,0.13245,0.15196
2012,2nd Quintile,Bad,0.04112,200,4926,0.03558,0.04667
2012,3rd Quintile,Very good,0.06700,428,4828,0.05995,0.07405
2012,3rd Quintile,Good,0.31957,2034,4828,0.30641,0.33272
2012,3rd Quintile,Satisfactory,0.29763,1578,4828,0.28473,0.31053
2012,3rd Quintile,Poor,0.11779,640,4828,0.10869,0.12688
2012,3rd Quintile,Bad,0.02922,148,4828,0.02447,0.03397
2012,4th Quintile,Very good,0.07849,482,4775,0.07087,0.08612
2012,4th Quintile,Good,0.36103,2162,4775,0.34741,0.37466
2012,4th Quintile,Satisfactory,0.29589,1540,4775,0.28294,0.30884
2012,4th Quintile,Poor,0.09324,485,4775,0.08499,0.10149
2012,4th Quintile,Bad,0.02103,106,4775,0.01696,0.02510
2012,5th Quintile,Very good,0.09531,548,5244,0.08737,0.10326
2012,5th Quintile,Good,0.39542,2456,5244,0.38219,0.40866
2012,5th Quintile,Satisfactory,0.29096,1620,5244,0.27866,0.30325
2012,5th Quintile,Poor,0.08981,536,5244,0.08208,0.09755
2012,5th Quintile,Bad,0.01726,84,5244,0.01374,0.02079
2013,1st Quintile,Very good,0.06284,439,5188,0.05624,0.06945
2013,1st Quintile,Good,0.23469,1765,5188,0.22315,0.24622
2013,1st Quintile,Satisfactory,0.27716,1689,5188,0.26498,0.28934
2013,1st Quintile,Poor,0.16652,957,5188,0.15639,0.17666
2013,1st Quintile,Bad,0.07422,338,5188,0.06709,0.08135
2013,2nd Quintile,Very good,0.06146,455,5191,0.05492,0.06799
2013,2nd Quintile,Good,0.28971,1995,5191,0.27737,0.30205
2013,2nd Quintile,Satisfactory,0.28893,1755,5191,0.27660,0.30126
2013,2nd Quintile,Poor,0.15119,785,5191,0.14145,0.16094
2013,2nd Quintile,Bad,0.04163,201,5191,0.03619,0.04706
2013,3rd Quintile,Very good,0.06643,475,4927,0.05947,0.07338
2013,3rd Quintile,Good,0.30333,1946,4927,0.29049,0.31616
2013,3rd Quintile,Satisfactory,0.30541,1638,4927,0.29255,0.31828
2013,3rd Quintile,Poor,0.12937,695,4927,0.11999,0.13874
2013,3rd Quintile,Bad,0.03572,173,4927,0.03053,0.04090
2013,4th Quintile,Very good,0.08253,483,4887,0.07482,0.09025
2013,4th Quintile,Good,0.33920,2093,4887,0.32592,0.35247
2013,4th Quintile,Satisfactory,0.30082,1591,4887,0.28796,0.31368
2013,4th Quintile,Poor,0.11579,598,4887,0.10682,0.12476
2013,4th Quintile,Bad,0.02628,122,4887,0.02179,0.03076
2013,5th Quintile,Very good,0.09624,624,5466,0.08842,0.10406
2013,5th Quintile,Good,0.39260,2464,5466,0.37966,0.40555
2013,5th Quintile,Satisfactory,0.28781,1688,5466,0.27581,0.29982
2013,5th Quintile,Poor,0.10206,589,5466,0.09403,0.11008
2013,5th Quintile,Bad,0.01832,101,5466,0.01476,0.02187
2014,1st Quintile,Very good,0.08378,626,5796,0.07665,0.09092
2014,1st Quintile,Good,0.23301,1966,5796,0.22213,0.24390
2014,1st Quintile,Satisfactory,0.25127,1802,5796,0.24010,0.26243
2014,1st Quintile,Poor,0.16616,1056,5796,0.15658,0.17574
2014,1st Quintile,Bad,0.05643,346,5796,0.05049,0.06237
2014,2nd Quintile,Very good,0.07144,512,5518,0.06464,0.07824
2014,2nd Quintile,Good,0.27898,2112,5518,0.26715,0.29082
2014,2nd Quintile,Satisfactory,0.27912,1833,5518,0.26729,0.29096
2014,2nd Quintile,Poor,0.14696,827,5518,0.13762,0.15631
2014,2nd Quintile,Bad,0.04122,234,5518,0.03598,0.04647
2014,3rd Quintile,Very good,0.07269,481,5176,0.06562,0.07977
2014,3rd Quintile,Good,0.31048,2085,5176,0.29787,0.32308
2014,3rd Quintile,Satisfactory,0.29366,1708,5176,0.28125,0.30606
2014,3rd Quintile,Poor,0.13508,743,5176,0.12577,0.14439
2014,3rd Quintile,Bad,0.03021,159,5176,0.02555,0.03488
2014,4th Quintile,Very good,0.08328,497,5155,0.07574,0.09082
2014,4th Quintile,Good,0.34602,2266,5155,0.33303,0.35900
2014,4th Quintile,Satisfactory,0.29958,1654,5155,0.28707,0.31209
2014,4th Quintile,Poor,0.11037,626,5155,0.10181,0.11892
2014,4th Quintile,Bad,0.02199,112,5155,0.01799,0.02599
2014,5th Quintile,Very good,0.10370,645,5403,0.09557,0.11183
2014,5th Quintile,Good,0.40243,2467,5403,0.38935,0.41551
2014,5th Quintile,Satisfactory,0.27248,1626,5403,0.26061,0.28436
2014,5th Quintile,Poor,0.10108,579,5403,0.09304,0.10912
2014,5th Quintile,Bad,0.01751,86,5403,0.01401,0.02100
2015,1st Quintile,Very good,0.07295,472,5044,0.06577,0.08012
2015,1st Quintile,Good,0.25199,1734,5044,0.24001,0.26397
2015,1st Quintile,Satisfactory,0.24567,1567,5044,0.23379,0.25756
2015,1st Quintile,Poor,0.16370,964,5044,0.15349,0.17392
2015,1st Quintile,Bad,0.06464,307,5044,0.05786,0.07143
2015,2nd Quintile,Very good,0.06719,457,5297,0.06045,0.07393
2015,2nd Quintile,Good,0.28237,1981,5297,0.27025,0.29450
2015,2nd Quintile,Satisfactory,0.28656,1809,5297,0.27438,0.29873
2015,2nd Quintile,Poor,0.14915,839,5297,0.13955,0.15874
2015,2nd Quintile,Bad,0.04395,211,5297,0.03843,0.04947
2015,3rd Quintile,Very good,0.06994,469,4889,0.06279,0.07709
2015,3rd Quintile,Good,0.30818,1945,4889,0.29523,0.32112
2015,3rd Quintile,Satisfactory,0.29285,1644,4889,0.28009,0.30560
2015,3rd Quintile,Poor,0.13543,685,4889,0.12584,0.14502
2015,3rd Quintile,Bad,0.03166,146,4889,0.02675,0.03657
2015,4th Quintile,Very good,0.07614,451,4774,0.06862,0.08367
2015,4th Quintile,Good,0.35563,2073,4774,0.34204,0.36921
2015,4th Quintile,Satisfactory,0.29390,1571,4774,0.28098,0.30682
2015,4th Quintile,Poor,0.11018,567,4774,0.10130,0.11907
2015,4th Quintile,Bad,0.02722,112,4774,0.02260,0.03183
2015,5th Quintile,Very good,0.11338,586,5098,0.10467,0.12208
2015,5th Quintile,Good,0.38264,2289,5098,0.36930,0.39599
2015,5th Quintile,Satisfactory,0.28912,1594,5098,0.27667,0.30157
2015,5th Quintile,Poor,0.09917,553,5098,0.09096,0.10737
2015,5th Quintile,Bad,0.01242,76,5098,0.00938,0.01546
2016,1st Quintile,Very good,0.08278,572,5023,0.07516,0.09040
2016,1st Quintile,Good,0.23877,1731,5023,0.22698,0.25056
2016,1st Quintile,Satisfactory,0.24071,1505,5023,0.22889,0.25253
2016,1st Quintile,Poor,0.16977,901,5023,0.15938,0.18015
2016,1st Quintile,Bad,0.05622,314,5023,0.04985,0.06259
2016,2nd Quintile,Very good,0.06919,478,5161,0.06227,0.07612
2016,2nd Quintile,Good,0.29348,1962,5161,0.28106,0.30590
2016,2nd Quintile,Satisfactory,0.27390,1671,5161,0.26173,0.28607
2016,2nd Quintile,Poor,0.14765,845,5161,0.13797,0.15733
2016,2nd Quintile,Bad,0.03946,205,5161,0.03414,0.04477
2016,3rd Quintile,Very good,0.06679,437,4653,0.05962,0.07397
2016,3rd Quintile,Good,0.31276,1824,4653,0.29943,0.32608
2016,3rd Quintile,Satisfactory,0.28682,1598,4653,0.27383,0.29982
2016,3rd Quintile,Poor,0.13167,635,4653,0.12195,0.14139
2016,3rd Quintile,Bad,0.03502,159,4653,0.02973,0.04030
2016,4th Quintile,Very good,0.07720,477,4593,0.06948,0.08492
2016,4th Quintile,Good,0.36426,1996,4593,0.35034,0.37818
2016,4th Quintile,Satisfactory,0.29132,1470,4593,0.27817,0.30446
2016,4th Quintile,Poor,0.10944,543,4593,0.10041,0.11847
2016,4th Quintile,Bad,0.02410,107,4593,0.01966,0.02854
2016,5th Quintile,Very good,0.09295,544,4828,0.08476,0.10114
2016,5th Quintile,Good,0.39763,2151,4828,0.38382,0.41143
2016,5th Quintile,Satisfactory,0.28977,1521,4828,0.27697,0.30257
2016,5th Quintile,Poor,0.09598,528,4828,0.08767,0.10429
2016,5th Quintile,Bad,0.01636,84,4828,0.01278,0.01994
2017,1st Quintile,Very good,0.07412,1034,6184,0.06759,0.08065
2017,1st Quintile,Good,0.23942,2146,6184,0.22878,0.25006
2017,1st Quintile,Satisfactory,0.24445,1659,6184,0.23373,0.25516
2017,1st Quintile,Poor,0.17498,1041,6184,0.16551,0.18445
2017,1st Quintile,Bad,0.04937,304,6184,0.04397,0.05477
2017,2nd Quintile,Very good,0.06632,479,4946,0.05938,0.07325
2017,2nd Quintile,Good,0.27852,1843,4946,0.26602,0.29101
2017,2nd Quintile,Satisfactory,0.29460,1676,4946,0.28190,0.30731
2017,2nd Quintile,Poor,0.14977,765,4946,0.13982,0.15971
2017,2nd Quintile,Bad,0.04002,183,4946,0.03456,0.04549
2017,3rd Quintile,Very good,0.06559,402,4432,0.05830,0.07288
2017,3rd Quintile,Good,0.31034,1760,4432,0.29671,0.32396
2017,3rd Quintile,Satisfactory,0.29153,1524,4432,0.27815,0.30491
2017,3rd Quintile,Poor,0.13870,610,4432,0.12853,0.14888
2017,3rd Quintile,Bad,0.02978,136,4432,0.02478,0.03479
2017,4th Quintile,Very good,0.08081,471,4333,0.07269,0.08892
2017,4th Quintile,Good,0.34961,1782,4333,0.33541,0.36381
2017,4th Quintile,Satisfactory,0.30921,1447,4333,0.29545,0.32297
2017,4th Quintile,Poor,0.10942,526,4333,0.10012,0.11871
2017,4th Quintile,Bad,0.02496,107,4333,0.02031,0.02960
2017,5th Quintile,Very good,0.09294,491,4547,0.08450,0.10138
2017,5th Quintile,Good,0.38418,2071,4547,0.37004,0.39832
2017,5th Quintile,Satisfactory,0.30018,1464,4547,0.28685,0.31350
2017,5th Quintile,Poor,0.09246,440,4547,0.08404,0.10088
2017,5th Quintile,Bad,0.01912,81,4547,0.01514,0.02311
2018,1st Quintile,Very good,0.09346,1502,7100,0.08669,0.10023
2018,1st Quintile,Good,0.23542,2356,7100,0.22555,0.24529
2018,1st Quintile,Satisfactory,0.24848,1877,7100,0.23843,0.25853
2018,1st Quintile,Poor,0.15620,1027,7100,0.14776,0.16465
2018,1st Quintile,Bad,0.05727,338,7100,0.05186,0.06267
2018,2nd Quintile,Very good,0.07112,599,5447,0.06429,0.07795
2018,2nd Quintile,Good,0.29049,2010,5447,0.27843,0.30255
2018,2nd Quintile,Satisfactory,0.28691,1815,5447,0.27489,0.29892
2018,2nd Quintile,Poor,0.13697,801,5447,0.12784,0.14610
2018,2nd Quintile,Bad,0.03665,222,5447,0.03166,0.04165
2018,3rd Quintile,Very good,0.07546,509,4828,0.06800,0.08291
2018,3rd Quintile,Good,0.32111,1928,4828,0.30794,0.33428
2018,3rd Quintile,Satisfactory,0.29881,1603,4828,0.28590,0.31173
2018,3rd Quintile,Poor,0.12090,656,4828,0.11170,0.13010
2018,3rd Quintile,Bad,0.02743,132,4828,0.02282,0.03204
2018,4th Quintile,Very good,0.08172,506,4638,0.07383,0.08960
2018,4th Quintile,Good,0.35236,1992,4638,0.33861,0.36611
2018,4th Quintile,Satisfactory,0.29794,1512,4638,0.28478,0.31111
2018,4th Quintile,Poor,0.11317,540,4638,0.10405,0.12229
2018,4th Quintile,Bad,0.02006,88,4638,0.01602,0.02409
2018,5th Quintile,Very good,0.10326,628,5088,0.09490,0.11163
2018,5th Quintile,Good,0.39793,2333,5088,0.38447,0.41138
2018,5th Quintile,Satisfactory,0.28094,1533,5088,0.26859,0.29329
2018,5th Quintile,Poor,0.09629,518,5088,0.08819,0.10440
2018,5th Quintile,Bad,0.01469,76,5088,0.01138,0.01799
2019,1st Quintile,Very good,0.08947,1405,7035,0.08280,0.09614
2019,1st Quintile,Good,0.25305,2481,7035,0.24289,0.26321
2019,1st Quintile,Satisfactory,0.23470,1786,7035,0.22480,0.24460
2019,1st Quintile,Poor,0.15387,1009,7035,0.14543,0.16230
2019,1st Quintile,Bad,0.05477,354,7035,0.04945,0.06009
2019,2nd Quintile,Very good,0.06058,483,4926,0.05391,0.06724
2019,2nd Quintile,Good,0.29052,1799,4926,0.27784,0.30320
2019,2nd Quintile,Satisfactory,0.29511,1720,4926,0.28237,0.30784
2019,2nd Quintile,Poor,0.13399,723,4926,0.12447,0.14350
2019,2nd Quintile,Bad,0.03699,201,4926,0.03172,0.04227
2019,3rd Quintile,Very good,0.07563,468,4525,0.06792,0.08333
2019,3rd Quintile,Good,0.31817,1795,4525,0.30460,0.33174
2019,3rd Quintile,Satisfactory,0.28874,1484,4525,0.27554,0.30195
2019,3rd Quintile,Poor,0.12956,663,4525,0.11977,0.13934
2019,3rd Quintile,Bad,0.02610,115,4525,0.02145,0.03074
2019,4th Quintile,Very good,0.07568,437,4274,0.06775,0.08361
2019,4th Quintile,Good,0.36606,1846,4274,0.35162,0.38051
2019,4th Quintile,Satisfactory,0.28404,1398,4274,0.27052,0.29757
2019,4th Quintile,Poor,0.11264,517,4274,0.10316,0.12212
2019,4th Quintile,Bad,0.01830,76,4274,0.01428,0.02232
2019,5th Quintile,Very good,0.11231,584,4783,0.10336,0.12126
2019,5th Quintile,Good,0.40299,2243,4783,0.38909,0.41689
2019,5th Quintile,Satisfactory,0.26955,1413,4783,0.25697,0.28212
2019,5th Quintile,Poor,0.09719,463,4783,0.08880,0.10559
2019,5th Quintile,Bad,0.01554,80,4783,0.01203,0.01905
2020,1st Quintile,Very good,0.09614,1352,6628,0.08904,0.10324
2020,1st Quintile,Good,0.24667,2316,6628,0.23629,0.25705
2020,1st Quintile,Satisfactory,0.25037,1694,6628,0.23994,0.26080
2020,1st Quintile,Poor,0.14892,954,6628,0.14034,0.15749
2020,1st Quintile,Bad,0.05176,312,6628,0.04642,0.05709
2020,2nd Quintile,Very good,0.07454,473,4703,0.06703,0.08204
2020,2nd Quintile,Good,0.28123,1743,4703,0.26838,0.29408
2020,2nd Quintile,Satisfactory,0.27859,1577,4703,0.26577,0.29140
2020,2nd Quintile,Poor,0.14383,740,4703,0.13379,0.15386
2020,2nd Quintile,Bad,0.03192,170,4703,0.02690,0.03695
2020,3rd Quintile,Very good,0.07666,470,4402,0.06880,0.08452
2020,3rd Quintile,Good,0.31293,1779,4402,0.29923,0.32663
2020,3rd Quintile,Satisfactory,0.28998,1426,4402,0.27657,0.30338
2020,3rd Quintile,Poor,0.12913,598,4402,0.11922,0.13904
2020,3rd Quintile,Bad,0.03059,129,4402,0.02550,0.03568
2020,4th Quintile,Very good,0.08783,513,4424,0.07949,0.09618
2020,4th Quintile,Good,0.36424,1986,4424,0.35006,0.37842
2020,4th Quintile,Satisfactory,0.28034,1353,4424,0.26711,0.29358
2020,4th Quintile,Poor,0.10235,483,4424,0.09342,0.11129
2020,4th Quintile,Bad,0.01743,89,4424,0.01357,0.02128
2020,5th Quintile,Very good,0.12024,879,5992,0.11200,0.12847
2020,5th Quintile,Good,0.39452,2857,5992,0.38215,0.40690
2020,5th Quintile,Satisfactory,0.26660,1652,5992,0.25541,0.27780
2020,5th Quintile,Poor,0.08480,528,5992,0.07775,0.09186
2020,5th Quintile,Bad,0.01640,76,5992,0.01319,0.01962
2021,1st Quintile,Very good,0.09907,935,4754,0.09058,0.10757
2021,1st Quintile,Good,0.24478,1633,4754,0.23255,0.25700
2021,1st Quintile,Satisfactory,0.23354,1184,4754,0.22151,0.24557
2021,1st Quintile,Poor,0.16007,733,4754,0.14964,0.17049
2021,1st Quintile,Bad,0.05788,269,4754,0.05124,0.06452
2021,2nd Quintile,Very good,0.08374,465,3610,0.07471,0.09278
2021,2nd Quintile,Good,0.27963,1372,3610,0.26499,0.29428
2021,2nd Quintile,Satisfactory,0.25965,1071,3610,0.24534,0.27395
2021,2nd Quintile,Poor,0.14455,544,3610,0.13308,0.15602
2021,2nd Quintile,Bad,0.04316,158,3610,0.03653,0.04979
2021,3rd Quintile,Very good,0.09745,389,3057,0.08694,0.10797
2021,3rd Quintile,Good,0.31467,1240,3057,0.29820,0.33113
2021,3rd Quintile,Satisfactory,0.26483,930,3057,0.24919,0.28047
2021,3rd Quintile,Poor,0.11859,408,3057,0.10713,0.13005
2021,3rd Quintile,Bad,0.02617,90,3057,0.02051,0.03183
2021,4th Quintile,Very good,0.09971,412,3263,0.08943,0.10999
2021,4th Quintile,Good,0.34247,1395,3263,0.32618,0.35875
2021,4th Quintile,Satisfactory,0.28842,1018,3263,0.27287,0.30396
2021,4th Quintile,Poor,0.11088,370,3263,0.10010,0.12165
2021,4th Quintile,Bad,0.02057,68,3263,0.01570,0.02544
2021,5th Quintile,Very good,0.12911,707,4319,0.11911,0.13911
2021,5th Quintile,Good,0.37337,1960,4319,0.35894,0.38780
2021,5th Quintile,Satisfactory,0.26418,1179,4319,0.25103,0.27733
2021,5th Quintile,Poor,0.09222,407,4319,0.08359,0.10085
2021,5th Quintile,Bad,0.01993,66,4319,0.01576,0.02410
