year,sex,ple0008,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,female,Good,0.28762,2566,6742,0.27682,0.29843
1996,female,Satisfactory,0.29654,2293,6742,0.28564,0.30744
1996,female,Poor,0.14025,1007,6742,0.13196,0.14854
1996,female,Bad,0.03879,250,6742,0.03418,0.04340
1997,male,Very good,0.07513,653,6199,0.06857,0.08169
1997,male,Good,0.33597,2773,6199,0.32421,0.34773
1997,male,Satisfactory,0.27576,1919,6199,0.26464,0.28689
1997,male,Poor,0.09427,663,6199,0.08699,0.10154
1997,male,Bad,0.03032,191,6199,0.02605,0.03458
1997,female,Very good,0.06265,519,6611,0.05681,0.06849
1997,female,Good,0.29571,2657,6611,0.28470,0.30671
1997,female,Satisfactory,0.29921,2241,6611,0.28817,0.31025
1997,female,Poor,0.13597,932,6611,0.12770,0.14423
1997,female,Bad,0.03980,262,6611,0.03509,0.04451
1998,male,Very good,0.08925,797,6877,0.08251,0.09598
1998,male,Good,0.34717,3078,6877,0.33592,0.35842
1998,male,Satisfactory,0.25331,2048,6877,0.24303,0.26359
1998,male,Poor,0.09793,746,6877,0.09091,0.10496
1998,male,Bad,0.02783,208,6877,0.02394,0.03171
1998,female,Very good,0.07381,677,7329,0.06782,0.07979
1998,female,Good,0.31048,3019,7329,0.29989,0.32108
1998,female,Satisfactory,0.27876,2344,7329,0.26849,0.28902
1998,female,Poor,0.12431,983,7329,0.11675,0.13186
1998,female,Bad,0.04399,306,7329,0.03930,0.04869
1999,male,Very good,0.07697,672,6594,0.07054,0.08340
1999,male,Good,0.34418,2882,6594,0.33271,0.35565
1999,male,Satisfactory,0.27034,2113,6594,0.25962,0.28106
1999,male,Poor,0.09568,711,6594,0.08858,0.10278
1999,male,Bad,0.03036,216,6594,0.02622,0.03450
1999,female,Very good,0.07129,625,7050,0.06528,0.07730
1999,female,Good,0.29934,2805,7050,0.28865,0.31003
1999,female,Satisfactory,0.28480,2347,7050,0.27426,0.29534
1999,female,Poor,0.13508,997,7050,0.12710,0.14306
1999,female,Bad,0.04187,276,7050,0.03719,0.04654
2000,male,Very good,0.09746,1368,11559,0.09205,0.10287
2000,male,Good,0.33231,4890,11559,0.32372,0.34090
2000,male,Satisfactory,0.26503,3651,11559,0.25699,0.27308
2000,male,Poor,0.09388,1286,11559,0.08856,0.09920
2000,male,Bad,0.02768,364,11559,0.02469,0.03067
2000,female,Very good,0.08392,1305,12507,0.07906,0.08878
2000,female,Good,0.29965,4862,12507,0.29162,0.30768
2000,female,Satisfactory,0.29021,4156,12507,0.28226,0.29817
2000,female,Poor,0.12359,1702,12507,0.11782,0.12936
2000,female,Bad,0.03809,482,12507,0.03473,0.04144
2001,male,Very good,0.09980,1255,10505,0.09407,0.10553
2001,male,Good,0.32738,4369,10505,0.31841,0.33636
2001,male,Satisfactory,0.26603,3341,10505,0.25758,0.27449
2001,male,Poor,0.09824,1192,10505,0.09255,0.10394
2001,male,Bad,0.02760,348,10505,0.02446,0.03073
2001,female,Very good,0.08061,1164,11385,0.07560,0.08561
2001,female,Good,0.30256,4431,11385,0.29412,0.31100
2001,female,Satisfactory,0.28659,3797,11385,0.27828,0.29490
2001,female,Poor,0.12749,1567,11385,0.12136,0.13361
2001,female,Bad,0.03821,426,11385,0.03469,0.04173
2002,male,Very good,0.08398,1208,11109,0.07882,0.08914
2002,male,Good,0.33167,4755,11109,0.32291,0.34042
2002,male,Satisfactory,0.27507,3559,11109,0.26676,0.28337
2002,male,Poor,0.09994,1236,11109,0.09436,0.10552
2002,male,Bad,0.02994,351,11109,0.02677,0.03311
2002,female,Very good,0.06992,1138,11875,0.06533,0.07451
2002,female,Good,0.30096,4707,11875,0.29271,0.30921
2002,female,Satisfactory,0.29801,3968,11875,0.28979,0.30624
2002,female,Poor,0.13020,1653,11875,0.12415,0.13625
2002,female,Bad,0.03843,409,11875,0.03498,0.04189
2003,male,Very good,0.08713,1195,10655,0.08177,0.09249
2003,male,Good,0.34014,4589,10655,0.33114,0.34913
2003,male,Satisfactory,0.26632,3325,10655,0.25793,0.27471
2003,male,Poor,0.09883,1205,10655,0.09316,0.10450
2003,male,Bad,0.03090,341,10655,0.02761,0.03419
2003,female,Very good,0.06670,1048,11472,0.06213,0.07126
2003,female,Good,0.31517,4682,11472,0.30667,0.32368
2003,female,Satisfactory,0.28082,3694,11472,0.27260,0.28905
2003,female,Poor,0.13476,1626,11472,0.12851,0.14101
2003,female,Bad,0.04059,422,11472,0.03698,0.04420
2004,male,Very good,0.09122,1162,10365,0.08567,0.09676
2004,male,Good,0.33095,4419,10365,0.32189,0.34001
2004,male,Satisfactory,0.26246,3235,10365,0.25399,0.27093
2004,male,Poor,0.10771,1179,10365,0.10174,0.11367
2004,male,Bad,0.03562,370,10365,0.03205,0.03919
2004,female,Very good,0.07227,1035,11206,0.06748,0.07707
2004,female,Good,0.30465,4533,11206,0.29613,0.31318
2004,female,Satisfactory,0.27541,3550,11206,0.26714,0.28368
2004,female,Poor,0.14541,1653,11206,0.13888,0.15193
2004,female,Bad,0.04269,435,11206,0.03895,0.04644
2005,male,Very good,0.07897,982,9865,0.07364,0.08429
2005,male,Good,0.32324,4010,9865,0.31401,0.33247
2005,male,Satisfactory,0.27593,3279,9865,0.26711,0.28475
2005,male,Poor,0.11570,1236,9865,0.10939,0.12201
2005,male,Bad,0.03497,358,9865,0.03134,0.03859
2005,female,Very good,0.06937,963,10763,0.06457,0.07417
2005,female,Good,0.30812,4295,10763,0.29940,0.31684
2005,female,Satisfactory,0.28559,3485,10763,0.27705,0.29412
2005,female,Poor,0.14045,1598,10763,0.13388,0.14701
2005,female,Bad,0.04064,422,10763,0.03691,0.04437
2006,male,Very good,0.08066,1010,10454,0.07544,0.08588
2006,male,Good,0.33159,4371,10454,0.32257,0.34062
2006,male,Satisfactory,0.27300,3429,10454,0.26446,0.28154
2006,male,Poor,0.10176,1247,10454,0.09597,0.10756
2006,male,Bad,0.03707,397,10454,0.03344,0.04069
2006,female,Very good,0.07019,977,11480,0.06551,0.07486
2006,female,Good,0.29875,4468,11480,0.29038,0.30712
2006,female,Satisfactory,0.28931,3839,11480,0.28102,0.29761
2006,female,Poor,0.13834,1701,11480,0.13203,0.14466
2006,female,Bad,0.04378,495,11480,0.04004,0.04753
2007,male,Very good,0.07086,851,9744,0.06576,0.07595
2007,male,Good,0.33366,4097,9744,0.32430,0.34302
2007,male,Satisfactory,0.27369,3174,9744,0.26484,0.28255
2007,male,Poor,0.11243,1265,9744,0.10615,0.11870
2007,male,Bad,0.03269,357,9744,0.02916,0.03622
2007,female,Very good,0.06568,867,10714,0.06099,0.07037
2007,female,Good,0.30169,4192,10714,0.29300,0.31038
2007,female,Satisfactory,0.29658,3661,10714,0.28793,0.30523
2007,female,Poor,0.13845,1574,10714,0.13191,0.14499
2007,female,Bad,0.03926,420,10714,0.03558,0.04294
2008,male,Very good,0.07982,856,9197,0.07428,0.08536
2008,male,Good,0.33314,3782,9197,0.32351,0.34277
2008,male,Satisfactory,0.27280,3030,9197,0.26369,0.28190
2008,male,Poor,0.11297,1182,9197,0.10650,0.11944
2008,male,Bad,0.03218,347,9197,0.02858,0.03579
2008,female,Very good,0.06784,836,10091,0.06293,0.07275
2008,female,Good,0.30620,3927,10091,0.29720,0.31519
2008,female,Satisfactory,0.29322,3357,10091,0.28434,0.30211
2008,female,Poor,0.13986,1591,10091,0.13309,0.14662
2008,female,Bad,0.03792,380,10091,0.03419,0.04164
2009,male,Very good,0.07156,719,8577,0.06611,0.07702
2009,male,Good,0.33086,3474,8577,0.32090,0.34082
2009,male,Satisfactory,0.28795,2973,8577,0.27837,0.29754
2009,male,Poor,0.11221,1098,8577,0.10553,0.11889
2009,male,Bad,0.03041,313,8577,0.02678,0.03405
2009,female,Very good,0.06663,733,9399,0.06159,0.07167
2009,female,Good,0.29490,3572,9399,0.28568,0.30412
2009,female,Satisfactory,0.30892,3264,9399,0.29958,0.31826
2009,female,Poor,0.13751,1452,9399,0.13055,0.14447
2009,female,Bad,0.04045,378,9399,0.03647,0.04443
2010,male,Very good,0.08228,1276,10901,0.07712,0.08743
2010,male,Good,0.32799,4569,10901,0.31918,0.33681
2010,male,Satisfactory,0.27558,3376,10901,0.26719,0.28397
2010,male,Poor,0.11707,1322,10901,0.11103,0.12310
2010,male,Bad,0.03304,358,10901,0.02969,0.03640
2010,female,Very good,0.07592,1523,13044,0.07137,0.08046
2010,female,Good,0.29851,5236,13044,0.29066,0.30637
2010,female,Satisfactory,0.29226,4025,13044,0.28445,0.30006
2010,female,Poor,0.13946,1790,13044,0.13351,0.14540
2010,female,Bad,0.04307,470,13044,0.03959,0.04655
2011,male,Very good,0.09246,1465,12837,0.08745,0.09747
2011,male,Good,0.32099,5298,12837,0.31291,0.32907
2011,male,Satisfactory,0.27337,4060,12837,0.26566,0.28109
2011,male,Poor,0.10928,1563,12837,0.10388,0.11467
2011,male,Bad,0.03237,451,12837,0.02931,0.03543
2011,female,Very good,0.07500,1624,15508,0.07086,0.07915
2011,female,Good,0.31147,6259,15508,0.30418,0.31876
2011,female,Satisfactory,0.27405,4759,15508,0.26703,0.28107
2011,female,Poor,0.14496,2280,15508,0.13941,0.15050
2011,female,Bad,0.03992,586,15508,0.03684,0.04300
2012,male,Very good,0.08871,1356,12539,0.08373,0.09369
2012,male,Good,0.33087,5276,12539,0.32263,0.33910
2012,male,Satisfactory,0.27692,3977,12539,0.26909,0.28476
2012,male,Poor,0.10591,1509,12539,0.10052,0.11130
2012,male,Bad,0.02938,421,12539,0.02642,0.03233
2012,female,Very good,0.07635,1469,15070,0.07211,0.08059
2012,female,Good,0.31042,6143,15070,0.30303,0.31781
2012,female,Satisfactory,0.28704,4817,15070,0.27982,0.29426
2012,female,Poor,0.13562,2108,15070,0.13016,0.14109
2012,female,Bad,0.03640,533,15070,0.03341,0.03940
2013,male,Very good,0.09637,1847,13969,0.09148,0.10126
2013,male,Good,0.32408,5667,13969,0.31632,0.33184
2013,male,Satisfactory,0.26966,4303,13969,0.26230,0.27702
2013,male,Poor,0.10880,1669,13969,0.10364,0.11397
2013,male,Bad,0.03357,483,13969,0.03058,0.03656
2013,female,Very good,0.07818,1879,16633,0.07410,0.08226
2013,female,Good,0.30162,6608,16633,0.29464,0.30859
2013,female,Satisfactory,0.28729,5088,16633,0.28041,0.29416
2013,female,Poor,0.14194,2452,16633,0.13664,0.14725
2013,female,Bad,0.03965,606,16633,0.03669,0.04262
2014,male,Very good,0.09257,1400,12426,0.08747,0.09767
2014,male,Good,0.33009,5173,12426,0.32183,0.33836
2014,male,Satisfactory,0.26899,3887,12426,0.26119,0.27679
2014,male,Poor,0.11497,1555,12426,0.10936,0.12058
2014,male,Bad,0.02989,411,12426,0.02690,0.03288
2014,female,Very good,0.07373,1362,14629,0.06949,0.07796
2014,female,Good,0.29887,5725,14629,0.29145,0.30629
2014,female,Satisfactory,0.28909,4738,14629,0.28174,0.29643
2014,female,Poor,0.14826,2276,14629,0.14250,0.15402
2014,female,Bad,0.03707,528,14629,0.03401,0.04014
2015,male,Very good,0.09112,1482,12294,0.08604,0.09621
2015,male,Good,0.32916,5129,12294,0.32085,0.33746
2015,male,Satisfactory,0.27458,3822,12294,0.26669,0.28247
2015,male,Poor,0.10909,1478,12294,0.10358,0.11460
2015,male,Bad,0.03324,383,12294,0.03007,0.03641
2015,female,Very good,0.07733,1513,14458,0.07298,0.08169
2015,female,Good,0.30498,5636,14458,0.29747,0.31248
2015,female,Satisfactory,0.28023,4583,14458,0.27291,0.28755
2015,female,Poor,0.14858,2226,14458,0.14278,0.15437
2015,female,Bad,0.03710,500,14458,0.03402,0.04018
2016,male,Very good,0.08451,1977,12857,0.07970,0.08932
2016,male,Good,0.33670,5152,12857,0.32853,0.34487
2016,male,Satisfactory,0.27006,3817,12857,0.26239,0.27774
2016,male,Poor,0.11169,1507,12857,0.10624,0.11713
2016,male,Bad,0.02940,404,12857,0.02648,0.03232
2016,female,Very good,0.07360,1682,14379,0.06933,0.07787
2016,female,Good,0.30596,5489,14379,0.29843,0.31349
2016,female,Satisfactory,0.28087,4400,14379,0.27352,0.28821
2016,female,Poor,0.14822,2241,14379,0.14241,0.15403
2016,female,Bad,0.03864,567,14379,0.03549,0.04179
2017,male,Very good,0.08980,2356,14511,0.08515,0.09445
2017,male,Good,0.33136,5822,14511,0.32370,0.33902
2017,male,Satisfactory,0.26982,4247,14511,0.26260,0.27705
2017,male,Poor,0.11013,1662,14511,0.10503,0.11522
2017,male,Bad,0.03006,424,14511,0.02729,0.03284
2017,female,Very good,0.07693,1952,15975,0.07280,0.08106
2017,female,Good,0.30017,6151,15975,0.29306,0.30728
2017,female,Satisfactory,0.28909,4965,15975,0.28206,0.29612
2017,female,Poor,0.14653,2363,15975,0.14104,0.15201
2017,female,Bad,0.03227,544,15975,0.02953,0.03501
2018,male,Very good,0.09761,2361,13870,0.09267,0.10255
2018,male,Good,0.32943,5486,13870,0.32161,0.33725
2018,male,Satisfactory,0.27557,4042,13870,0.26813,0.28300
2018,male,Poor,0.10459,1554,13870,0.09949,0.10968
2018,male,Bad,0.02808,427,13870,0.02533,0.03083
2018,female,Very good,0.07678,1930,15323,0.07256,0.08099
2018,female,Good,0.30821,5805,15323,0.30090,0.31552
2018,female,Satisfactory,0.28705,4821,15323,0.27989,0.29421
2018,female,Poor,0.14241,2229,15323,0.13688,0.14794
2018,female,Bad,0.03491,538,15323,0.03200,0.03781
2019,male,Very good,0.09481,2325,14233,0.09000,0.09963
2019,male,Good,0.33573,5900,14233,0.32797,0.34349
2019,male,Satisfactory,0.26708,4050,14233,0.25981,0.27435
2019,male,Poor,0.10438,1540,14233,0.09936,0.10940
2019,male,Bad,0.02916,418,14233,0.02640,0.03193
2019,female,Very good,0.07583,1852,14820,0.07156,0.08009
2019,female,Good,0.31652,5843,14820,0.30903,0.32401
2019,female,Satisfactory,0.27689,4533,14820,0.26968,0.28409
2019,female,Poor,0.14384,2126,14820,0.13819,0.14949
2019,female,Bad,0.03068,466,14820,0.02791,0.03346
2020,male,Very good,0.10576,2923,14587,0.10077,0.11075
2020,male,Good,0.33195,6078,14587,0.32430,0.33959
2020,male,Satisfactory,0.26315,3786,14587,0.25600,0.27030
2020,male,Poor,0.10022,1423,14587,0.09535,0.10510
2020,male,Bad,0.02741,377,14587,0.02476,0.03006
2020,female,Very good,0.07975,2049,14777,0.07538,0.08412
2020,female,Good,0.30901,5960,14777,0.30156,0.31646
2020,female,Satisfactory,0.28012,4301,14777,0.27288,0.28736
2020,female,Poor,0.14094,2021,14777,0.13533,0.14655
2020,female,Bad,0.03119,446,14777,0.02839,0.03399
2021,male,Very good,0.10790,1665,9483,0.10166,0.11415
2021,male,Good,0.32591,3893,9483,0.31647,0.33534
2021,male,Satisfactory,0.25439,2567,9483,0.24562,0.26315
2021,male,Poor,0.10729,1055,9483,0.10106,0.11351
2021,male,Bad,0.03119,303,9483,0.02769,0.03469
2021,female,Very good,0.09701,1414,10073,0.09123,0.10279
2021,female,Good,0.29604,3908,10073,0.28712,0.30495
2021,female,Satisfactory,0.26751,2897,10073,0.25886,0.27615
2021,female,Poor,0.14158,1476,10073,0.13477,0.14839
2021,female,Bad,0.03550,378,10073,0.03188,0.03911
