year,bula_h,regtyp,pet_other,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,"Rhineland-Palatinate, Saarland",Urban regions,Yes,0.05136,39,527,0.03250,0.07023
2011,"Rhineland-Palatinate, Saarland",Urban regions,No,0.86900,488,527,0.84016,0.89783
2011,"Rhineland-Palatinate, Saarland",Rural regions,No,0.88612,169,169,0.83808,0.93416
2011,Baden-Wuerttemberg,Urban regions,Yes,0.05730,96,1254,0.04443,0.07016
2011,Baden-Wuerttemberg,Urban regions,No,0.86358,1158,1254,0.84457,0.88258
2011,Baden-Wuerttemberg,Rural regions,No,0.84799,136,136,0.78743,0.90856
2011,Bavaria,Urban regions,Yes,0.04854,61,907,0.03455,0.06254
2011,Bavaria,Urban regions,No,0.89029,846,907,0.86994,0.91064
2011,Bavaria,Rural regions,Yes,0.04824,86,932,0.03448,0.06201
2011,Bavaria,Rural regions,No,0.85697,846,932,0.83448,0.87946
2011,Berlin,Urban regions,Yes,0.04691,33,513,0.02860,0.06523
2011,Berlin,Urban regions,No,0.88520,480,513,0.85758,0.91281
2011,Brandenburg,Urban regions,No,0.92068,44,44,0.83991,1.00145
2011,Brandenburg,Rural regions,Yes,0.08103,51,473,0.05641,0.10565
2011,Brandenburg,Rural regions,No,0.84303,422,473,0.81021,0.87585
2011,Mecklenburg-Western Pomerania,Rural regions,Yes,0.08567,31,285,0.05312,0.11822
2011,Mecklenburg-Western Pomerania,Rural regions,No,0.85521,254,285,0.81429,0.89614
2011,Saxony,Urban regions,Yes,0.07916,44,425,0.05346,0.10486
2011,Saxony,Urban regions,No,0.84977,381,425,0.81576,0.88378
2011,Saxony,Rural regions,Yes,0.13443,50,383,0.10022,0.16864
2011,Saxony,Rural regions,No,0.80823,333,383,0.76875,0.84771
2011,Saxony-Anhalt,Urban regions,No,0.91636,114,114,0.86531,0.96741
2011,Saxony-Anhalt,Rural regions,Yes,0.12303,52,379,0.08992,0.15615
2011,Saxony-Anhalt,Rural regions,No,0.79307,327,379,0.75223,0.83391
2011,Thuringa,Urban regions,No,0.77743,147,147,0.70996,0.84491
2011,Thuringa,Rural regions,Yes,0.10166,46,350,0.06996,0.13337
2011,Thuringa,Rural regions,No,0.83774,304,350,0.79905,0.87642
2016,Schleswig-Holstein,Urban regions,No,0.97551,139,139,0.94973,1.00130
2016,Schleswig-Holstein,Rural regions,No,0.97388,357,357,0.95731,0.99045
2016,Hamburg,Urban regions,No,0.99209,261,261,0.98132,1.00286
2016,Lower Saxony,Urban regions,No,0.97030,550,550,0.95610,0.98450
2016,Lower Saxony,Rural regions,Yes,0.02927,34,781,0.01744,0.04109
2016,Lower Saxony,Rural regions,No,0.96618,747,781,0.95350,0.97887
2016,Bremen,Urban regions,No,0.95794,101,101,0.91859,0.99728
2016,North Rhine-Westphalia,Urban regions,Yes,0.01487,63,2855,0.01043,0.01932
2016,North Rhine-Westphalia,Urban regions,No,0.97908,2792,2855,0.97383,0.98433
2016,North Rhine-Westphalia,Rural regions,No,0.95719,51,51,0.90109,1.01330
2016,Hesse,Urban regions,No,0.97956,780,780,0.96963,0.98950
2016,Hesse,Rural regions,No,0.99136,176,176,0.97764,1.00507
2016,"Rhineland-Palatinate, Saarland",Urban regions,No,0.97375,613,613,0.96108,0.98642
2016,"Rhineland-Palatinate, Saarland",Rural regions,No,0.98040,220,220,0.96205,0.99876
2016,Baden-Wuerttemberg,Urban regions,Yes,0.03031,53,1454,0.02150,0.03913
2016,Baden-Wuerttemberg,Urban regions,No,0.96601,1401,1454,0.95669,0.97533
2016,Baden-Wuerttemberg,Rural regions,No,0.96416,167,167,0.93588,0.99244
2016,Bavaria,Urban regions,No,0.98518,1073,1073,0.97794,0.99241
2016,Bavaria,Rural regions,Yes,0.02028,35,1200,0.01230,0.02826
2016,Bavaria,Rural regions,No,0.97540,1165,1200,0.96663,0.98417
2016,Berlin,Urban regions,No,0.98299,600,600,0.97263,0.99334
2016,Brandenburg,Urban regions,No,0.99126,44,44,0.96343,1.01908
2016,Brandenburg,Rural regions,No,0.92809,492,492,0.90524,0.95094
2016,Mecklenburg-Western Pomerania,Urban regions,No,0.98904,45,45,0.95827,1.01981
2016,Mecklenburg-Western Pomerania,Rural regions,No,0.94366,269,269,0.91605,0.97126
2016,Saxony,Urban regions,No,0.95072,446,446,0.93061,0.97083
2016,Saxony,Rural regions,No,0.93263,372,372,0.90713,0.95814
2016,Saxony-Anhalt,Urban regions,No,0.96359,119,119,0.92979,0.99739
2016,Saxony-Anhalt,Rural regions,No,0.94612,364,364,0.92290,0.96935
2016,Thuringa,Urban regions,No,0.98586,175,175,0.96831,1.00340
2016,Thuringa,Rural regions,No,0.93928,341,341,0.91389,0.96466
2021,Schleswig-Holstein,Urban regions,No,0.96406,152,152,0.93436,0.99375
2021,Schleswig-Holstein,Rural regions,No,0.94986,262,262,0.92338,0.97633
2021,Hamburg,Urban regions,No,0.98332,264,264,0.96784,0.99880
2021,Lower Saxony,Urban regions,No,0.97462,458,458,0.96020,0.98904
2021,Lower Saxony,Rural regions,No,0.94741,555,555,0.92882,0.96600
2021,Bremen,Urban regions,No,0.97870,77,77,0.94623,1.01116
2021,North Rhine-Westphalia,Urban regions,Yes,0.01982,52,2234,0.01404,0.02561
2021,North Rhine-Westphalia,Urban regions,No,0.96752,2182,2234,0.96017,0.97487
2021,North Rhine-Westphalia,Rural regions,No,0.97586,47,47,0.93150,1.02021
2021,Hesse,Urban regions,No,0.94349,529,529,0.92380,0.96319
2021,Hesse,Rural regions,No,0.96140,134,134,0.92866,0.99414
2021,"Rhineland-Palatinate, Saarland",Urban regions,No,0.94602,401,401,0.92387,0.96817
2021,"Rhineland-Palatinate, Saarland",Rural regions,No,0.98025,117,117,0.95494,1.00557
2021,Baden-Wuerttemberg,Urban regions,Yes,0.02464,34,1098,0.01547,0.03382
2021,Baden-Wuerttemberg,Urban regions,No,0.96639,1064,1098,0.95572,0.97705
2021,Baden-Wuerttemberg,Rural regions,No,0.97809,112,112,0.95086,1.00532
2021,Bavaria,Urban regions,No,0.97341,850,850,0.96258,0.98423
2021,Bavaria,Rural regions,Yes,0.02836,33,870,0.01733,0.03940
2021,Bavaria,Rural regions,No,0.96564,837,870,0.95353,0.97775
2021,Berlin,Urban regions,No,0.96671,546,546,0.95165,0.98177
2021,Brandenburg,Urban regions,No,0.98167,39,39,0.93901,1.02432
2021,Brandenburg,Rural regions,No,0.96526,387,387,0.94699,0.98353
2021,Mecklenburg-Western Pomerania,Urban regions,No,0.96404,47,47,0.91024,1.01785
2021,Mecklenburg-Western Pomerania,Rural regions,No,0.95982,203,203,0.93274,0.98690
2021,Saxony,Urban regions,No,0.95193,377,377,0.93031,0.97356
2021,Saxony,Rural regions,No,0.94599,317,317,0.92107,0.97092
2021,Saxony-Anhalt,Urban regions,No,0.94657,76,76,0.89568,0.99747
2021,Saxony-Anhalt,Rural regions,No,0.89583,264,264,0.85891,0.93275
2021,Thuringa,Urban regions,No,0.96759,134,134,0.93749,0.99769
2021,Thuringa,Rural regions,No,0.89608,226,226,0.85621,0.93595
