"year","bildungsniveau","sex","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2009","AkademikerIn","männlich","387.11","397.5","1405","300","350","410","500","600","382.3","391.92","0","850","400","400"
"2009","AkademikerIn","weiblich","315.06","345","1259","180","250","400","400","500","309.65","320.47","0","700","320","350"
"2009","Hauptschule","männlich","389.99","397.5","1435","320","360","400","450","600","385.84","394.14","0","800","400","400"
"2009","Hauptschule","weiblich","288.01","295","1010","150","200","385","400","450","281.4","294.62","0","650","300","300"
"2009","Realschule","männlich","399.39","396","1504","350","380","400","500","700","395.63","403.15","0","800","400","400"
"2009","Realschule","weiblich","311.73","312.5","1745","190","250","400","400","500","307.07","316.39","0","800","300","320"
"2010","(Fach-)Abitur","männlich","367.3","395","664","250","350","400","450","600","359.46","375.14","0","999","400","400"
"2010","(Fach-)Abitur","weiblich","296.28","310","774","120","200","390","400","450","288.64","303.92","0","650","300","300"
"2010","(noch) kein Abschluss","männlich","352.66","392.5","59","100","300","450","500","500","315.13","390.19","20","500","350","400"
"2010","(noch) kein Abschluss","weiblich","294.47","295","30","200","200","400","400","400","250.69","338.25","35","400","200","350"
"2010","AkademikerIn","männlich","384.78","399","1524","300","350","400","500","600","379.97","389.59","0","960","400","400"
"2010","AkademikerIn","weiblich","320.78","347.5","1358","200","280","400","400","500","315.67","325.89","0","600","300","350"
"2010","Hauptschule","männlich","385.71","397.5","1469","300","360","400","480","600","381.26","390.16","0","900","400","400"
"2010","Hauptschule","weiblich","277.6","293.5","1027","100","200","380","400","448","271.09","284.11","0","600","300","300"
"2010","Realschule","männlich","390.93","397.5","1561","350","375","400","450","600","387.2","394.66","0","800","400","400"
"2010","Realschule","weiblich","317.96","347.5","1946","200","250","400","400","500","313.58","322.34","0","700","300","300"
"2011","(Fach-)Abitur","männlich","372.63","397.5","756","250","350","400","480","600","364.89","380.37","20","999","400","400"
"2011","(Fach-)Abitur","weiblich","304.93","335","974","150","200","400","400","500","298.26","311.6","0","800","300","300"
"2011","(noch) kein Abschluss","männlich","357.82","392.5","91","80","300","400","500","600","326.4","389.24","20","940","350","400"
"2011","(noch) kein Abschluss","weiblich","292.26","290","66","80","160","400","450","500","257.56","326.96","20","500","200","350"
"2011","AkademikerIn","männlich","389.15","397.5","1806","300","350","410","500","650","384.8","393.5","0","800","400","400"
"2011","AkademikerIn","weiblich","321.41","345","1637","190","250","400","400","500","316.53","326.29","0","800","300","330"
"2011","Hauptschule","männlich","387.29","397.5","1774","300","365","400","460","650","383.35","391.23","0","800","400","400"
"2011","Hauptschule","weiblich","284.69","295","1337","120","200","380","400","500","278.92","290.46","0","650","300","300"
"2011","Realschule","männlich","395.26","397.5","1850","320","375","400","500","600","391.79","398.73","0","990","400","400"
"2011","Realschule","weiblich","322.04","345","2395","200","250","400","400","500","318.11","325.97","20","800","300","300"
"2012","(Fach-)Abitur","männlich","359.52","397.5","784","200","350","400","420","600","352.46","366.58","40","999","400","400"
"2012","(Fach-)Abitur","weiblich","301.21","305","1020","140","200","400","400","500","294.43","307.99","20","800","300","300"
"2012","(noch) kein Abschluss","männlich","332.02","392.5","97","100","200","400","500","550","303.29","360.75","30","600","360","400"
"2012","(noch) kein Abschluss","weiblich","230.78","190","77","60","100","360","400","450","200.77","260.79","20","500","200","330"
"2012","AkademikerIn","männlich","377.91","399","1771","300","350","400","450","650","373.46","382.36","0","900","400","400"
"2012","AkademikerIn","weiblich","321.49","345","1652","200","280","400","400","500","316.74","326.24","0","800","300","320"
"2012","Hauptschule","männlich","387.02","397.5","1715","300","350","400","480","700","382.66","391.38","0","990","400","400"
"2012","Hauptschule","weiblich","272.76","295","1321","100","200","375","400","500","266.81","278.71","0","600","300","300"
"2012","Realschule","männlich","388.91","397.5","1812","300","350","400","450","600","385.4","392.42","0","800","400","400"
"2012","Realschule","weiblich","313.93","315","2354","200","250","400","400","500","309.99","317.87","0","800","300","300"
"2013","(Fach-)Abitur","männlich","360.49","397.5","727","200","350","400","480","600","353.15","367.83","0","999","390","400"
"2013","(Fach-)Abitur","weiblich","301.23","315","941","150","200","400","400","500","294.51","307.95","20","900","300","300"
"2013","(noch) kein Abschluss","männlich","341.85","395","80","140","250","410","450","500","313.43","370.27","20","600","350","400"
"2013","(noch) kein Abschluss","weiblich","230.18","190","77","40","120","380","400","400","200.61","259.75","20","560","200","300"
"2013","AkademikerIn","männlich","376.71","397.5","1651","300","350","400","460","600","372.28","381.14","0","900","400","400"
"2013","AkademikerIn","weiblich","317.45","345","1636","200","260","400","400","500","312.69","322.21","10","800","300","320"
"2013","Hauptschule","männlich","376.43","397.5","1519","300","350","400","440","600","371.89","380.97","0","800","400","400"
"2013","Hauptschule","weiblich","269.86","297.5","1190","100","200","380","400","450","263.61","276.11","0","700","280","300"
"2013","Realschule","männlich","386.09","397.5","1656","300","350","400","450","600","382.29","389.89","0","990","400","400"
"2013","Realschule","weiblich","311.76","317.5","2201","200","250","400","400","500","307.63","315.89","0","660","300","300"
"2014","(Fach-)Abitur","männlich","361.13","387.5","914","240","320","400","450","600","354.52","367.74","40","999","390","400"
"2014","(Fach-)Abitur","weiblich","297.23","316","1196","150","200","385","400","450","291.45","303.01","0","690","300","300"
"2014","(noch) kein Abschluss","männlich","352.45","392.5","87","130","350","400","450","600","322.25","382.65","20","700","350","400"
"2014","(noch) kein Abschluss","weiblich","243.69","190","75","90","140","350","400","600","212.3","275.08","10","600","180","300"
"2014","AkademikerIn","männlich","371","397.5","1859","300","350","400","450","550","367.16","374.84","0","800","400","400"
"2014","AkademikerIn","weiblich","313.41","315","1861","200","250","400","400","500","309.19","317.63","0","600","300","300"
"2014","Hauptschule","männlich","372.81","397.5","1745","300","350","400","450","600","368.6","377.02","0","840","400","400"
"2014","Hauptschule","weiblich","271.82","297.5","1326","100","200","380","400","450","265.85","277.79","0","840","280","300"
"2014","Realschule","männlich","382.3","397.5","1906","300","350","400","450","550","379.04","385.56","0","999","400","400"
"2014","Realschule","weiblich","307.73","297.5","2534","200","250","390","400","500","303.96","311.5","0","800","300","300"
"2015","(Fach-)Abitur","männlich","366.39","397.5","1259","240","350","400","450","600","360.79","371.99","0","999","400","400"
"2015","(Fach-)Abitur","weiblich","299.47","315","1518","150","200","390","400","500","293.87","305.07","0","950","300","300"
"2015","(noch) kein Abschluss","männlich","337.09","395","155","100","300","400","450","500","315.18","359","0","900","400","400"
"2015","(noch) kein Abschluss","weiblich","241.09","245","128","60","100","390","400","500","215.95","266.23","0","770","200","300"
"2015","AkademikerIn","männlich","378.01","398.5","2188","300","350","400","450","600","374.3","381.72","0","900","400","400"
"2015","AkademikerIn","weiblich","315.83","327.5","2180","200","250","400","400","500","311.71","319.95","0","990","300","300"
"2015","Hauptschule","männlich","371.77","397.5","2122","250","350","400","450","600","368.03","375.51","0","800","400","400"
"2015","Hauptschule","weiblich","272.2","297.5","1470","100","200","375","400","500","266.44","277.96","0","900","300","300"
"2015","Realschule","männlich","381.56","397.5","1934","300","360","400","450","550","378.31","384.81","0","750","400","400"
"2015","Realschule","weiblich","309.31","315","2526","180","250","390","400","500","305.44","313.18","0","720","300","300"
"2016","(Fach-)Abitur","männlich","","","","","","","","","","","","","",""
"2016","(Fach-)Abitur","weiblich","","","","","","","","","","","","","",""
"2016","(noch) kein Abschluss","männlich","","","","","","","","","","","","","",""
"2016","(noch) kein Abschluss","weiblich","","","","","","","","","","","","","",""
"2016","AkademikerIn","männlich","","","","","","","","","","","","","",""
"2016","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"2016","Hauptschule","männlich","","","","","","","","","","","","","",""
"2016","Hauptschule","weiblich","","","","","","","","","","","","","",""
"2016","Realschule","männlich","","","","","","","","","","","","","",""
"2016","Realschule","weiblich","","","","","","","","","","","","","",""
"2017","(Fach-)Abitur","männlich","363.92","397.5","1341","200","350","400","450","600","358.78","369.06","0","990","400","400"
"2017","(Fach-)Abitur","weiblich","295.08","295","1620","120","200","385","400","500","289.98","300.18","0","750","300","300"
"2017","(noch) kein Abschluss","männlich","349.82","395","244","140","350","400","450","550","333.93","365.71","20","750","400","400"
"2017","(noch) kein Abschluss","weiblich","229.39","210","151","50","100","350","400","400","207.86","250.92","15","600","200","250"
"2017","AkademikerIn","männlich","364.82","382.5","2341","250","350","400","450","600","361.09","368.55","0","970","390","400"
"2017","AkademikerIn","weiblich","310.27","317.5","2296","200","250","390","400","500","306.39","314.15","0","850","300","300"
"2017","Hauptschule","männlich","369.32","397.5","2041","300","350","400","450","600","365.41","373.23","0","800","400","400"
"2017","Hauptschule","weiblich","271.03","295","1476","100","200","380","400","500","265.33","276.73","0","800","300","300"
"2017","Realschule","männlich","377.05","397.5","2061","300","350","400","450","600","373.86","380.24","0","800","400","400"
"2017","Realschule","weiblich","303.26","295","2720","180","250","380","400","450","299.68","306.84","0","600","300","300"
"2018","(Fach-)Abitur","männlich","347.17","377.5","1362","180","300","400","410","560","341.66","352.68","0","990","390","400"
"2018","(Fach-)Abitur","weiblich","294.79","295","1600","150","200","380","400","470","289.71","299.87","0","800","300","300"
"2018","(noch) kein Abschluss","männlich","361.28","395","309","150","320","400","450","600","349.43","373.13","40","600","400","400"
"2018","(noch) kein Abschluss","weiblich","276.85","294","146","80","200","400","400","500","257.09","296.61","10","500","250","300"
"2018","AkademikerIn","männlich","362.28","387.5","2345","280","340","400","450","600","358.53","366.03","0","800","390","400"
"2018","AkademikerIn","weiblich","309.68","315","2267","200","250","390","400","500","305.81","313.55","0","800","300","300"
"2018","Hauptschule","männlich","357.21","387.5","1969","200","350","400","420","600","353.07","361.35","0","840","400","400"
"2018","Hauptschule","weiblich","269.23","295","1404","100","200","375","400","450","263.48","274.98","0","600","300","300"
"2018","Realschule","männlich","371.38","397.5","1989","300","350","400","450","600","367.8","374.96","0","800","390","400"
"2018","Realschule","weiblich","299.37","297.5","2603","195","250","380","400","480","295.71","303.03","0","600","300","300"
"2019","(Fach-)Abitur","männlich","379.02","395","126","250","400","400","500","700","358.79","399.25","10","750","400","400"
"2019","(Fach-)Abitur","weiblich","319.93","275","32","200","300","400","400","400","285.88","353.98","150","500","250","400"
"2019","(noch) kein Abschluss","männlich","380.57","395","237","250","400","400","500","600","367.72","393.42","50","600","400","400"
"2019","(noch) kein Abschluss","weiblich","312.49","395","50","100","200","400","400","480","276.05","348.93","30","480","250","400"
"2019","AkademikerIn","männlich","364.59","395","186","150","350","400","500","600","349.23","379.95","40","600","400","400"
"2019","AkademikerIn","weiblich","","","","","","","","","","","","","",""
"2019","Hauptschule","männlich","364.04","395","197","150","400","400","400","500","349.42","378.66","40","700","400","400"
"2019","Hauptschule","weiblich","","","","","","","","","","","","","",""
"2019","Realschule","männlich","","","","","","","","","","","","","",""
"2019","Realschule","weiblich","","","","","","","","","","","","","",""
