"year","bildungsniveau","sampreg","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2002","(noch) kein Abschluss","Westdeutschland","286.16","332.5","157","80","150","400","400","500","263.13","309.19","0","700","200","350"
"2002","AkademikerIn","Ostdeutschland","371.1","387.5","873","300","320","400","450","600","365.51","376.69","40","800","385","400"
"2002","AkademikerIn","Westdeutschland","358.69","382.5","2360","200","300","400","500","630","354.1","363.28","0","999","380","385"
"2002","Hauptschule","Ostdeutschland","366.05","395","326","250","350","400","400","500","356.6","375.5","0","700","400","400"
"2002","Hauptschule","Westdeutschland","338.46","374.5","3508","200","300","400","400","600","334.82","342.1","0","980","375","375"
"2002","Realschule","Ostdeutschland","376.54","397.5","1412","300","350","400","420","600","372.56","380.52","0","950","400","400"
"2002","Realschule","Westdeutschland","336.67","372.5","2617","190","300","400","450","600","332.39","340.95","0","990","350","370"
"2003","(Fach-)Abitur","Ostdeutschland","362.19","395","204","150","350","400","500","550","345.88","378.5","35","750","380","400"
"2003","(Fach-)Abitur","Westdeutschland","330.81","367.5","1239","150","288","400","430","600","324.03","337.59","0","999","350","370"
"2003","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2003","(noch) kein Abschluss","Westdeutschland","288.33","335","130","60","125","400","420","550","261.52","315.14","0","550","200","370"
"2003","AkademikerIn","Ostdeutschland","367.03","397.5","850","250","350","400","450","600","361.29","372.77","0","700","390","400"
"2003","AkademikerIn","Westdeutschland","355.43","382.5","2196","200","300","400","480","600","350.8","360.06","0","999","380","385"
"2003","Hauptschule","Ostdeutschland","366.79","395","293","250","350","400","400","600","356.52","377.06","0","840","400","400"
"2003","Hauptschule","Westdeutschland","340.73","372.5","3253","200","300","400","420","600","336.96","344.5","0","900","375","380"
"2003","Realschule","Ostdeutschland","379.32","397.5","1352","300","350","400","430","600","375.19","383.45","0","900","400","400"
"2003","Realschule","Westdeutschland","339.09","372.5","2500","200","300","400","450","600","334.76","343.42","0","900","360","375"
"2004","(Fach-)Abitur","Ostdeutschland","338.94","355","223","200","300","400","400","500","325.7","352.18","0","800","350","380"
"2004","(Fach-)Abitur","Westdeutschland","339.72","373.5","1226","160","300","400","450","600","332.96","346.48","0","999","350","380"
"2004","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2004","(noch) kein Abschluss","Westdeutschland","297.65","325","114","80","160","400","450","600","269.91","325.39","40","600","250","370"
"2004","AkademikerIn","Ostdeutschland","363.84","397.5","819","255","325","400","400","600","358.28","369.4","0","720","385","400"
"2004","AkademikerIn","Westdeutschland","364.08","382.5","2179","200","300","400","500","600","359.41","368.75","0","999","380","385"
"2004","Hauptschule","Ostdeutschland","368.15","395","290","300","350","400","400","600","357.46","378.84","0","720","400","400"
"2004","Hauptschule","Westdeutschland","341.23","379","3033","200","300","400","400","600","337.36","345.1","0","999","375","380"
"2004","Realschule","Ostdeutschland","379.69","397.5","1315","300","350","400","400","600","375.75","383.63","0","800","400","400"
"2004","Realschule","Westdeutschland","340.23","372.5","2425","200","300","400","420","600","335.91","344.55","0","900","350","375"
"2005","(Fach-)Abitur","Ostdeutschland","353.82","395","211","150","300","400","470","600","338.65","368.99","50","630","375","400"
"2005","(Fach-)Abitur","Westdeutschland","338.15","372.5","1169","195","300","400","440","550","331.47","344.83","0","999","350","380"
"2005","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2005","(noch) kein Abschluss","Westdeutschland","286.27","325","106","70","120","400","400","780","253.96","318.58","0","780","200","350"
"2005","AkademikerIn","Ostdeutschland","362.58","395","805","250","300","400","450","660","356.58","368.58","20","800","385","400"
"2005","AkademikerIn","Westdeutschland","363.79","397.5","2050","200","300","400","500","600","359.08","368.5","0","900","385","400"
"2005","Hauptschule","Ostdeutschland","361.33","392.5","223","250","350","400","400","500","349.12","373.54","40","600","400","400"
"2005","Hauptschule","Westdeutschland","345.1","379","2845","200","300","400","425","600","341.07","349.13","0","990","375","380"
"2005","Realschule","Ostdeutschland","379.28","395","1250","300","350","400","440","600","375.23","383.33","0","840","400","400"
"2005","Realschule","Westdeutschland","347.4","379","2324","200","300","400","450","600","343.03","351.77","0","990","370","380"
"2006","(Fach-)Abitur","Ostdeutschland","365.47","397.5","214","200","350","400","450","600","351.39","379.55","50","650","390","400"
"2006","(Fach-)Abitur","Westdeutschland","330.72","367.5","1240","180","280","400","420","600","324.42","337.02","0","999","350","380"
"2006","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2006","(noch) kein Abschluss","Westdeutschland","310.45","372.5","97","60","200","400","500","600","278.87","342.03","0","600","200","380"
"2006","AkademikerIn","Ostdeutschland","368.63","395","833","280","350","400","450","600","363.42","373.84","0","600","400","400"
"2006","AkademikerIn","Westdeutschland","360.67","395","2264","200","300","400","470","600","356.34","365","0","750","385","400"
"2006","Hauptschule","Ostdeutschland","370.81","392.5","244","250","350","400","450","600","358.04","383.58","0","999","400","400"
"2006","Hauptschule","Westdeutschland","344.12","377.5","2979","200","300","400","400","600","340.2","348.04","0","990","375","380"
"2006","Realschule","Ostdeutschland","378.71","395","1331","300","350","400","420","600","374.66","382.76","0","990","400","400"
"2006","Realschule","Westdeutschland","346.38","378.5","2461","200","300","400","420","600","342.1","350.66","0","999","375","380"
"2007","(Fach-)Abitur","Ostdeutschland","361.9","395","232","150","300","400","450","600","348.16","375.64","0","700","400","400"
"2007","(Fach-)Abitur","Westdeutschland","337.42","377.5","1198","160","300","400","420","600","330.61","344.23","0","990","360","380"
"2007","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2007","(noch) kein Abschluss","Westdeutschland","313.51","382.5","83","80","180","400","500","600","280.27","346.75","20","750","300","400"
"2007","AkademikerIn","Ostdeutschland","370.5","397.5","802","270","320","400","450","600","364.62","376.38","60","800","400","400"
"2007","AkademikerIn","Westdeutschland","362.86","397.5","2149","200","300","400","500","600","358.22","367.5","0","800","385","400"
"2007","Hauptschule","Ostdeutschland","376.01","392.5","222","240","350","400","480","570","363.47","388.55","0","800","400","400"
"2007","Hauptschule","Westdeutschland","347.41","379","2728","200","300","400","420","600","343.36","351.46","0","900","375","380"
"2007","Realschule","Ostdeutschland","380.72","395","1273","300","350","400","450","600","376.45","384.99","0","840","400","400"
"2007","Realschule","Westdeutschland","345.81","378","2344","200","300","400","450","600","341.33","350.29","0","900","350","375"
"2008","(Fach-)Abitur","Ostdeutschland","358.41","393.5","215","200","300","400","450","600","345.13","371.69","30","700","375","400"
"2008","(Fach-)Abitur","Westdeutschland","329.21","372.5","1149","150","280","400","420","600","322.45","335.97","0","999","350","375"
"2008","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2008","(noch) kein Abschluss","Westdeutschland","276.16","252.5","89","80","140","400","450","600","242.42","309.9","0","600","180","350"
"2008","AkademikerIn","Ostdeutschland","369.77","397.5","768","300","350","400","450","600","363.77","375.77","0","700","390","400"
"2008","AkademikerIn","Westdeutschland","354.17","382.5","2040","200","300","400","450","600","349.49","358.85","0","700","380","390"
"2008","Hauptschule","Ostdeutschland","357.59","395","211","200","350","400","400","500","344.98","370.2","0","600","400","400"
"2008","Hauptschule","Westdeutschland","342.87","377.5","2578","200","300","400","400","600","338.63","347.11","0","800","375","380"
"2008","Realschule","Ostdeutschland","379.04","395","1258","300","350","400","450","600","374.8","383.28","4","800","400","400"
"2008","Realschule","Westdeutschland","339.05","377.5","2217","200","300","400","405","500","334.66","343.44","0","820","350","375"
"2009","(Fach-)Abitur","Ostdeutschland","361.44","397.5","192","200","300","400","500","500","349.18","373.7","60","600","400","400"
"2009","(Fach-)Abitur","Westdeutschland","336","372.5","1060","180","300","400","425","600","329.12","342.88","0","999","350","380"
"2009","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2009","(noch) kein Abschluss","Westdeutschland","310.3","325","73","50","240","400","480","500","277.69","342.91","20","500","250","380"
"2009","AkademikerIn","Ostdeutschland","362.81","397.5","722","300","300","400","420","600","356.51","369.11","50","800","380","400"
"2009","AkademikerIn","Westdeutschland","352.96","377.5","1942","200","300","400","450","600","348.2","357.72","0","850","380","390"
"2009","Hauptschule","Ostdeutschland","368.9","395","189","300","350","400","450","600","355.59","382.21","50","600","400","400"
"2009","Hauptschule","Westdeutschland","348.34","377.5","2256","200","300","400","420","600","343.96","352.72","0","800","375","380"
"2009","Realschule","Ostdeutschland","375.92","395","1184","300","350","400","450","600","371.56","380.28","0","800","400","400"
"2009","Realschule","Westdeutschland","346","378.5","2065","200","300","400","450","600","341.34","350.66","0","800","350","380"
"2010","(Fach-)Abitur","Ostdeutschland","346.87","397.5","224","140","320","400","420","600","333.31","360.43","25","650","375","400"
"2010","(Fach-)Abitur","Westdeutschland","329.23","355","1214","150","280","400","420","500","322.71","335.75","0","999","350","360"
"2010","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2010","(noch) kein Abschluss","Westdeutschland","328.55","382.5","84","100","200","400","500","500","298.52","358.58","20","500","300","400"
"2010","AkademikerIn","Ostdeutschland","364.74","397.5","735","300","340","400","425","500","358.55","370.93","0","960","380","400"
"2010","AkademikerIn","Westdeutschland","353.3","377.5","2147","200","300","400","450","600","348.73","357.87","0","900","360","380"
"2010","Hauptschule","Ostdeutschland","353.89","392.5","192","150","320","400","400","600","338.47","369.31","0","900","400","400"
"2010","Hauptschule","Westdeutschland","339.99","377.5","2304","200","300","400","420","600","335.48","344.5","0","900","372","380"
"2010","Realschule","Ostdeutschland","370.14","395","1231","300","350","400","400","600","366","374.28","0","800","390","400"
"2010","Realschule","Westdeutschland","347.01","377.5","2276","200","300","400","420","600","342.56","351.46","0","700","350","360"
"2011","(Fach-)Abitur","Ostdeutschland","356.5","395","277","150","300","400","500","700","343.64","369.36","30","810","350","400"
"2011","(Fach-)Abitur","Westdeutschland","335.1","372.5","1453","170","300","400","420","600","329.1","341.1","0","999","350","350"
"2011","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2011","(noch) kein Abschluss","Westdeutschland","336.85","392.5","140","80","300","400","500","600","310.92","362.78","20","940","300","400"
"2011","AkademikerIn","Ostdeutschland","358.43","377.5","843","250","320","400","420","600","352.42","364.44","0","800","350","390"
"2011","AkademikerIn","Westdeutschland","359.26","397.5","2600","200","300","400","480","600","355.08","363.44","0","800","380","385"
"2011","Hauptschule","Ostdeutschland","349.31","395","252","160","300","400","400","600","337.37","361.25","0","700","400","400"
"2011","Hauptschule","Westdeutschland","346.15","379","2859","200","300","400","450","600","342.1","350.2","0","800","375","380"
"2011","Realschule","Ostdeutschland","373","395","1432","300","350","400","450","600","369","377","40","800","400","400"
"2011","Realschule","Westdeutschland","351.03","377.5","2813","200","300","400","450","600","347.09","354.97","0","990","350","370"
"2012","(Fach-)Abitur","Ostdeutschland","352.96","377.5","301","200","320","400","410","600","340.88","365.04","20","800","350","400"
"2012","(Fach-)Abitur","Westdeutschland","325.32","345","1503","150","280","400","400","500","319.59","331.05","30","999","350","350"
"2012","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2012","(noch) kein Abschluss","Westdeutschland","285.65","340","159","80","120","400","500","550","262.93","308.37","20","600","270","370"
"2012","AkademikerIn","Ostdeutschland","354.5","377.5","816","250","300","400","400","550","348.39","360.61","0","700","360","400"
"2012","AkademikerIn","Westdeutschland","352.23","382.5","2607","200","300","400","450","600","348.15","356.31","0","900","350","380"
"2012","Hauptschule","Ostdeutschland","360.06","395","276","160","300","400","400","700","346.53","373.59","0","800","400","400"
"2012","Hauptschule","Westdeutschland","339.13","377.5","2760","180","300","400","440","600","334.83","343.43","0","990","360","380"
"2012","Realschule","Ostdeutschland","367.87","395","1398","300","350","400","400","600","363.72","372.02","0","800","390","400"
"2012","Realschule","Westdeutschland","344.11","377.5","2768","200","300","400","410","600","340.17","348.05","0","800","350","350"
"2013","(Fach-)Abitur","Ostdeutschland","346.18","377.5","273","200","300","400","420","600","335.62","356.74","40","650","350","380"
"2013","(Fach-)Abitur","Westdeutschland","328.23","372.5","1395","150","250","400","410","500","322.3","334.16","0","999","350","350"
"2013","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2013","(noch) kein Abschluss","Westdeutschland","277.1","280","139","60","150","400","430","500","253.36","300.84","20","600","200","350"
"2013","AkademikerIn","Ostdeutschland","346.59","377.5","788","200","300","400","400","500","340.48","352.7","30","800","350","380"
"2013","AkademikerIn","Westdeutschland","350.29","377.5","2499","200","300","400","450","600","346.18","354.4","0","900","350","380"
"2013","Hauptschule","Ostdeutschland","361.22","397.5","244","200","350","400","400","800","348.55","373.89","40","800","400","400"
"2013","Hauptschule","Westdeutschland","330.7","372.5","2465","150","300","400","400","600","326.2","335.2","0","800","350","375"
"2013","Realschule","Ostdeutschland","364.86","395","1288","300","350","400","400","500","360.64","369.08","0","600","380","400"
"2013","Realschule","Westdeutschland","340.23","367.5","2569","200","300","400","420","600","336.08","344.38","0","990","350","350"
"2014","(Fach-)Abitur","Ostdeutschland","349.27","355","328","270","300","400","400","500","339.99","358.55","50","600","350","380"
"2014","(Fach-)Abitur","Westdeutschland","325.31","345","1782","150","280","400","400","550","320.04","330.58","0","999","350","350"
"2014","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2014","(noch) kein Abschluss","Westdeutschland","291.09","285","147","100","180","400","450","600","266.85","315.33","10","700","250","350"
"2014","AkademikerIn","Ostdeutschland","354.01","377.5","824","270","300","400","400","500","348.38","359.64","0","600","350","375"
"2014","AkademikerIn","Westdeutschland","342.01","345","2896","200","300","400","420","500","338.42","345.6","0","800","350","350"
"2014","Hauptschule","Ostdeutschland","349.65","395","276","150","300","400","400","650","337.4","361.9","0","650","400","400"
"2014","Hauptschule","Westdeutschland","330.46","367.5","2795","150","300","400","400","600","326.26","334.66","0","840","350","375"
"2014","Realschule","Ostdeutschland","362.49","387.5","1432","300","350","400","400","500","358.67","366.31","0","680","380","390"
"2014","Realschule","Westdeutschland","336.32","355","3008","200","300","400","410","500","332.59","340.05","0","999","350","350"
"2015","(Fach-)Abitur","Ostdeutschland","350.95","377.5","354","250","300","400","400","500","340.95","360.95","20","900","350","400"
"2015","(Fach-)Abitur","Westdeutschland","329.93","367.5","2423","150","300","400","400","600","325.25","334.61","0","999","350","360"
"2015","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2015","(noch) kein Abschluss","Westdeutschland","290.32","372.5","262","80","120","400","420","500","271.95","308.69","0","900","300","400"
"2015","AkademikerIn","Ostdeutschland","344.83","355","863","220","300","400","400","600","338.69","350.97","0","600","350","360"
"2015","AkademikerIn","Westdeutschland","349.89","377.5","3505","200","300","400","450","600","346.51","353.27","0","990","360","380"
"2015","Hauptschule","Ostdeutschland","345.31","395","320","150","300","400","420","500","334.68","355.94","20","600","400","400"
"2015","Hauptschule","Westdeutschland","331.35","372.5","3272","150","290","400","400","600","327.5","335.2","0","900","380","385"
"2015","Realschule","Ostdeutschland","364.76","397.5","1362","300","350","400","400","500","360.65","368.87","0","700","380","400"
"2015","Realschule","Westdeutschland","336.73","372.5","3098","200","300","400","400","540","333.06","340.4","0","750","350","350"
"2016","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"2016","(Fach-)Abitur","Westdeutschland","","","","","","","","","","","","","",""
"2016","(noch) kein Abschluss","Ostdeutschland","","","","","","","","","","","","","",""
"2016","(noch) kein Abschluss","Westdeutschland","","","","","","","","","","","","","",""
"2016","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"2016","AkademikerIn","Westdeutschland","","","","","","","","","","","","","",""
"2016","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"2016","Hauptschule","Westdeutschland","","","","","","","","","","","","","",""
"2016","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"2016","Realschule","Westdeutschland","","","","","","","","","","","","","",""
"2017","(Fach-)Abitur","Ostdeutschland","345.59","355","423","250","300","400","400","500","337.49","353.69","0","730","350","380"
"2017","(Fach-)Abitur","Westdeutschland","326.2","345","2538","150","250","400","410","600","321.85","330.55","0","990","350","350"
"2017","(noch) kein Abschluss","Ostdeutschland","335.12","395","44","200","320","400","400","400","297.03","373.21","30","600","350","400"
"2017","(noch) kein Abschluss","Westdeutschland","293.33","340","351","80","200","400","400","500","278.43","308.23","15","750","350","400"
"2017","AkademikerIn","Ostdeutschland","345.99","355","920","250","300","400","400","550","340.3","351.68","0","700","350","360"
"2017","AkademikerIn","Westdeutschland","338.31","345","3717","200","300","400","410","600","335.05","341.57","0","970","350","350"
"2017","Hauptschule","Ostdeutschland","354.69","395","344","200","305","400","400","600","344.79","364.59","0","800","400","400"
"2017","Hauptschule","Westdeutschland","326.91","367.5","3173","150","250","400","400","560","322.95","330.87","0","800","370","380"
"2017","Realschule","Ostdeutschland","352.35","377.5","1503","250","300","400","400","500","348.37","356.33","30","800","360","380"
"2017","Realschule","Westdeutschland","334.6","347.5","3278","200","300","400","400","600","331.13","338.07","0","720","350","350"
"2018","(Fach-)Abitur","Ostdeutschland","330.78","345","437","200","300","400","400","500","321.54","340.02","0","700","350","350"
"2018","(Fach-)Abitur","Westdeutschland","319.18","345","2525","150","250","400","400","500","314.87","323.49","0","990","350","350"
"2018","(noch) kein Abschluss","Ostdeutschland","309.13","395","52","45","200","400","400","400","277.81","340.45","45","500","390","400"
"2018","(noch) kein Abschluss","Westdeutschland","322.74","377.5","403","125","250","400","400","500","311.2","334.28","10","600","385","400"
"2018","AkademikerIn","Ostdeutschland","340.57","345","896","200","300","400","400","600","334.74","346.4","0","700","350","350"
"2018","AkademikerIn","Westdeutschland","337.63","345","3716","200","300","400","410","550","334.39","340.87","0","800","350","350"
"2018","Hauptschule","Ostdeutschland","336.7","377.5","352","150","300","400","400","600","326.83","346.57","0","800","400","400"
"2018","Hauptschule","Westdeutschland","320.57","345","3021","150","250","400","400","500","316.55","324.59","0","840","350","370"
"2018","Realschule","Ostdeutschland","341.49","345","1479","250","300","400","400","500","337.34","345.64","0","750","350","350"
"2018","Realschule","Westdeutschland","332.19","347.5","3113","200","300","400","400","600","328.56","335.82","0","800","350","350"
"2019","(Fach-)Abitur","Ostdeutschland","","","","","","","","","","","","","",""
"2019","(Fach-)Abitur","Westdeutschland","371.85","395","137","250","350","400","500","600","354.08","389.62","10","700","400","400"
"2019","(noch) kein Abschluss","Ostdeutschland","350.69","380","31","100","400","400","400","400","320.06","381.32","50","400","400","400"
"2019","(noch) kein Abschluss","Westdeutschland","372.7","395","256","200","380","400","500","600","358.82","386.58","30","600","400","400"
"2019","AkademikerIn","Ostdeutschland","","","","","","","","","","","","","",""
"2019","AkademikerIn","Westdeutschland","361.8","395","190","150","350","400","450","600","345.07","378.53","40","1000","400","400"
"2019","Hauptschule","Ostdeutschland","","","","","","","","","","","","","",""
"2019","Hauptschule","Westdeutschland","364.43","395","198","150","400","400","400","500","348.83","380.03","20","700","400","400"
"2019","Realschule","Ostdeutschland","","","","","","","","","","","","","",""
"2019","Realschule","Westdeutschland","","","","","","","","","","","","","",""
