"year","bildungsniveau","bula_h","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2000","Hauptschule","Nordrhein-Westfalen","345.33","372.5","1113","200","300","400","450","600","338.79","351.87","0","800","370","380"
"2000","Hauptschule","Rheinland-Pfalz,Saarland","356.02","377.5","373","200","325","400","450","600","345.58","366.46","50","990","375","385"
"2000","Hauptschule","Saarland","","","","","","","","","","","","","",""
"2000","Hauptschule","Sachsen","","","","","","","","","","","","","",""
"2000","Hauptschule","Sachsen-Anhalt","","","","","","","","","","","","","",""
"2000","Hauptschule","Schleswig-Holstein","344.5","379","155","190","300","400","450","500","327.1","361.9","0","700","370","385"
"2000","Hauptschule","Thüringen","","","","","","","","","","","","","",""
"2000","Realschule","Baden-Württemberg","334.33","372.5","388","175","300","400","400","550","323.47","345.19","0","600","350","375"
"2000","Realschule","Bayern","334.37","357.5","519","200","300","400","420","600","325.08","343.66","0","650","350","370"
"2000","Realschule","Berlin","","","","","","","","","","","","","",""
"2000","Realschule","Brandenburg","","","","","","","","","","","","","",""
"2000","Realschule","Bremen","","","","","","","","","","","","","",""
"2000","Realschule","Hamburg","339.93","360","40","200","300","385","400","800","302.36","377.5","80","800","350","385"
"2000","Realschule","Hessen","333.58","355","261","200","256","400","400","600","320.12","347.04","0","800","350","380"
"2000","Realschule","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"2000","Realschule","Niedersachsen","353.56","372.5","361","200","300","400","450","700","342.44","364.68","0","990","360","380"
"2000","Realschule","Nordrhein-Westfalen","331.74","357.5","683","160","300","400","400","600","323.5","339.98","0","800","350","370"
"2000","Realschule","Rheinland-Pfalz,Saarland","339.42","372.5","192","200","300","400","400","600","324.9","353.94","0","600","350","380"
"2000","Realschule","Saarland","","","","","","","","","","","","","",""
"2000","Realschule","Sachsen","","","","","","","","","","","","","",""
"2000","Realschule","Sachsen-Anhalt","","","","","","","","","","","","","",""
"2000","Realschule","Schleswig-Holstein","350.47","355","122","200","300","400","450","600","332.68","368.26","40","600","350","385"
"2000","Realschule","Thüringen","","","","","","","","","","","","","",""
"2001","(Fach-)Abitur","Baden-Württemberg","352.07","377.5","165","160","300","400","460","750","334.51","369.63","50","750","350","390"
"2001","(Fach-)Abitur","Bayern","317.18","367.5","148","100","250","400","400","450","296.49","337.87","0","990","350","380"
"2001","(Fach-)Abitur","Berlin","","","","","","","","","","","","","",""
"2001","(Fach-)Abitur","Brandenburg","","","","","","","","","","","","","",""
"2001","(Fach-)Abitur","Bremen","","","","","","","","","","","","","",""
"2001","(Fach-)Abitur","Hamburg","300.76","300.5","31","160","250","380","400","400","264.46","337.06","0","400","300","380"
"2001","(Fach-)Abitur","Hessen","333.49","372.5","119","200","300","400","450","600","312.62","354.36","0","600","350","385"
"2001","(Fach-)Abitur","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"2001","(Fach-)Abitur","Niedersachsen","350.49","382.5","107","200","300","400","420","600","330.13","370.85","40","800","350","390"
"2001","(Fach-)Abitur","Nordrhein-Westfalen","336.8","372.5","410","180","300","400","420","600","325.69","347.91","0","900","360","380"
"2001","(Fach-)Abitur","Rheinland-Pfalz,Saarland","363.6","382.5","76","200","300","400","400","800","335.8","391.4","0","800","350","385"
"2001","(Fach-)Abitur","Saarland","","","","","","","","","","","","","",""
"2001","(Fach-)Abitur","Sachsen","","","","","","","","","","","","","",""
"2001","(Fach-)Abitur","Sachsen-Anhalt","","","","","","","","","","","","","",""
"2001","(Fach-)Abitur","Schleswig-Holstein","279.71","325","36","70","200","400","400","600","235.16","324.26","60","600","200","400"
"2001","(Fach-)Abitur","Thüringen","","","","","","","","","","","","","",""
"2001","(noch) kein Abschluss","Baden-Württemberg","262.88","325","33","80","110","385","400","450","213.06","312.7","0","450","180","380"
"2001","(noch) kein Abschluss","Bayern","","","","","","","","","","","","","",""
"2001","(noch) kein Abschluss","Berlin","","","","","","","","","","","","","",""
"2001","(noch) kein Abschluss","Brandenburg","","","","","","","","","","","","","",""
"2001","(noch) kein Abschluss","Bremen","","","","","","","","","","","","","",""
"2001","(noch) kein Abschluss","Hamburg","","","","","","","","","","","","","",""
"2001","(noch) kein Abschluss","Hessen","","","","","","","","","","","","","",""
"2001","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"2001","(noch) kein Abschluss","Niedersachsen","","","","","","","","","","","","","",""
"2001","(noch) kein Abschluss","Nordrhein-Westfalen","284.75","285","57","90","125","400","480","600","244.63","324.87","40","600","200","380"
"2001","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","","","","","","","","","","","",""
"2001","(noch) kein Abschluss","Saarland","","","","","","","","","","","","","",""
"2001","(noch) kein Abschluss","Sachsen","","","","","","","","","","","","","",""
"2001","(noch) kein Abschluss","Sachsen-Anhalt","","","","","","","","","","","","","",""
"2001","(noch) kein Abschluss","Schleswig-Holstein","","","","","","","","","","","","","",""
"2001","(noch) kein Abschluss","Thüringen","","","","","","","","","","","","","",""
"2001","AkademikerIn","Baden-Württemberg","358.35","395","252","200","300","400","480","650","344.97","371.73","0","720","380","400"
"2001","AkademikerIn","Bayern","369.98","382.5","308","250","320","400","500","700","359.15","380.81","0","700","375","390"
"2001","AkademikerIn","Berlin","","","","","","","","","","","","","",""
"2001","AkademikerIn","Brandenburg","","","","","","","","","","","","","",""
"2001","AkademikerIn","Bremen","","","","","","","","","","","","","",""
"2001","AkademikerIn","Hamburg","348.16","392.5","51","200","300","400","420","500","314.7","381.62","0","500","375","400"
"2001","AkademikerIn","Hessen","363.54","382.5","168","200","300","400","500","600","348.52","378.56","100","600","360","400"
"2001","AkademikerIn","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"2001","AkademikerIn","Niedersachsen","369.22","382.5","172","210","340","400","500","600","354.55","383.89","60","750","380","400"
"2001","AkademikerIn","Nordrhein-Westfalen","348.11","377.5","473","200","300","400","500","600","338.35","357.87","0","700","360","385"
"2001","AkademikerIn","Rheinland-Pfalz,Saarland","346.19","382.5","101","200","300","400","420","600","324.2","368.18","20","600","375","400"
"2001","AkademikerIn","Saarland","","","","","","","","","","","","","",""
"2001","AkademikerIn","Sachsen","","","","","","","","","","","","","",""
"2001","AkademikerIn","Sachsen-Anhalt","","","","","","","","","","","","","",""
"2001","AkademikerIn","Schleswig-Holstein","358.18","355","58","240","300","400","450","650","331.27","385.09","60","650","350","400"
"2001","AkademikerIn","Thüringen","","","","","","","","","","","","","",""
"2001","Hauptschule","Baden-Württemberg","348.53","372.5","675","200","300","400","420","600","340.61","356.45","0","750","365","380"
"2001","Hauptschule","Bayern","346.33","377.5","851","200","300","400","400","600","338.73","353.93","0","999","370","380"
"2001","Hauptschule","Berlin","","","","","","","","","","","","","",""
"2001","Hauptschule","Brandenburg","","","","","","","","","","","","","",""
"2001","Hauptschule","Bremen","","","","","","","","","","","","","",""
"2001","Hauptschule","Hamburg","314.92","335","35","80","300","400","450","600","270.01","359.83","0","600","300","400"
"2001","Hauptschule","Hessen","340.73","377.5","304","160","300","400","450","600","328.08","353.38","0","800","375","385"
"2001","Hauptschule","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"2001","Hauptschule","Niedersachsen","348.57","384","388","200","300","400","450","600","337.21","359.93","0","700","375","385"
"2001","Hauptschule","Nordrhein-Westfalen","344.42","372.5","984","200","300","400","420","600","337.7","351.14","0","700","375","380"
"2001","Hauptschule","Rheinland-Pfalz,Saarland","357.72","382.5","347","200","350","400","450","700","346.44","369","0","800","380","395"
"2001","Hauptschule","Saarland","","","","","","","","","","","","","",""
"2001","Hauptschule","Sachsen","","","","","","","","","","","","","",""
"2001","Hauptschule","Sachsen-Anhalt","","","","","","","","","","","","","",""
"2001","Hauptschule","Schleswig-Holstein","353.42","377.5","139","200","305","400","450","600","336.78","370.06","60","600","370","385"
"2001","Hauptschule","Thüringen","","","","","","","","","","","","","",""
"2001","Realschule","Baden-Württemberg","329.31","372.5","388","180","250","400","420","500","318.14","340.48","0","600","350","380"
"2001","Realschule","Bayern","332.18","372.5","471","150","280","400","450","600","321.36","343","0","650","350","380"
"2001","Realschule","Berlin","","","","","","","","","","","","","",""
"2001","Realschule","Brandenburg","","","","","","","","","","","","","",""
"2001","Realschule","Bremen","","","","","","","","","","","","","",""
"2001","Realschule","Hamburg","318.67","365","40","0","300","400","400","500","277.93","359.41","0","500","350","400"
"2001","Realschule","Hessen","346.3","367.5","229","200","300","400","400","650","333.14","359.46","80","700","350","385"
"2001","Realschule","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"2001","Realschule","Niedersachsen","352.09","382.5","333","200","300","400","450","600","339.88","364.3","0","900","375","385"
"2001","Realschule","Nordrhein-Westfalen","343.82","372.5","638","200","300","400","420","630","335.8","351.84","0","800","350","375"
"2001","Realschule","Rheinland-Pfalz,Saarland","331.13","367.5","166","200","285","400","400","550","314.18","348.08","0","600","350","380"
"2001","Realschule","Saarland","","","","","","","","","","","","","",""
"2001","Realschule","Sachsen","","","","","","","","","","","","","",""
"2001","Realschule","Sachsen-Anhalt","","","","","","","","","","","","","",""
"2001","Realschule","Schleswig-Holstein","352.96","365","114","200","300","400","450","600","334.61","371.31","80","600","350","380"
"2001","Realschule","Thüringen","","","","","","","","","","","","","",""
"2002","(Fach-)Abitur","Baden-Württemberg","329.23","345","198","150","250","400","450","500","313.21","345.25","0","600","350","380"
"2002","(Fach-)Abitur","Bayern","326.75","372.5","164","120","289","400","400","600","306.1","347.4","0","800","350","385"
"2002","(Fach-)Abitur","Berlin","","","","","","","","","","","","","",""
"2002","(Fach-)Abitur","Brandenburg","","","","","","","","","","","","","",""
"2002","(Fach-)Abitur","Bremen","","","","","","","","","","","","","",""
"2002","(Fach-)Abitur","Hamburg","308.33","311","34","190","240","400","400","450","271.39","345.27","50","600","300","400"
"2002","(Fach-)Abitur","Hessen","345.74","377.5","132","180","300","400","450","600","325.25","366.23","0","600","350","385"
"2002","(Fach-)Abitur","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"2002","(Fach-)Abitur","Niedersachsen","356.43","377.5","116","200","300","400","450","600","334.53","378.33","50","999","350","385"
"2002","(Fach-)Abitur","Nordrhein-Westfalen","340.04","372.5","438","200","300","400","450","600","329.36","350.72","30","800","350","380"
"2002","(Fach-)Abitur","Rheinland-Pfalz,Saarland","345.87","325","82","130","250","400","450","800","313.71","378.03","40","800","300","380"
"2002","(Fach-)Abitur","Saarland","","","","","","","","","","","","","",""
"2002","(Fach-)Abitur","Sachsen","","","","","","","","","","","","","",""
"2002","(Fach-)Abitur","Sachsen-Anhalt","","","","","","","","","","","","","",""
"2002","(Fach-)Abitur","Schleswig-Holstein","252.31","225","46","60","120","400","400","500","209.82","294.8","0","600","200","380"
"2002","(Fach-)Abitur","Thüringen","","","","","","","","","","","","","",""
"2002","(noch) kein Abschluss","Baden-Württemberg","277.7","325","37","70","200","400","400","500","231.45","323.95","40","500","200","350"
"2002","(noch) kein Abschluss","Bayern","","","","","","","","","","","","","",""
"2002","(noch) kein Abschluss","Berlin","","","","","","","","","","","","","",""
"2002","(noch) kein Abschluss","Brandenburg","","","","","","","","","","","","","",""
"2002","(noch) kein Abschluss","Bremen","","","","","","","","","","","","","",""
"2002","(noch) kein Abschluss","Hamburg","","","","","","","","","","","","","",""
"2002","(noch) kein Abschluss","Hessen","","","","","","","","","","","","","",""
"2002","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"2002","(noch) kein Abschluss","Niedersachsen","","","","","","","","","","","","","",""
"2002","(noch) kein Abschluss","Nordrhein-Westfalen","268.23","275","47","100","150","375","400","500","227.35","309.11","0","500","150","350"
"2002","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","","","","","","","","","","","",""
"2002","(noch) kein Abschluss","Saarland","","","","","","","","","","","","","",""
"2002","(noch) kein Abschluss","Sachsen","","","","","","","","","","","","","",""
"2002","(noch) kein Abschluss","Sachsen-Anhalt","","","","","","","","","","","","","",""
"2002","(noch) kein Abschluss","Schleswig-Holstein","","","","","","","","","","","","","",""
"2002","(noch) kein Abschluss","Thüringen","","","","","","","","","","","","","",""
"2002","AkademikerIn","Baden-Württemberg","358.61","382.5","349","200","300","400","500","600","346.21","371.01","0","900","375","400"
"2002","AkademikerIn","Bayern","365.57","387.5","448","200","300","400","500","650","354.97","376.17","0","800","380","400"
"2002","AkademikerIn","Berlin","","","","","","","","","","","","","",""
"2002","AkademikerIn","Brandenburg","","","","","","","","","","","","","",""
"2002","AkademikerIn","Bremen","319.99","325","32","200","300","385","450","700","270.3","369.68","0","700","300","400"
"2002","AkademikerIn","Hamburg","344.6","377.5","70","200","300","400","400","600","313.13","376.07","0","900","380","400"
"2002","AkademikerIn","Hessen","362.74","377.5","275","240","300","400","500","600","349.4","376.08","60","999","370","400"
"2002","AkademikerIn","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"2002","AkademikerIn","Niedersachsen","373.26","382.5","218","240","320","400","480","700","358.68","387.84","20","900","380","400"
"2002","AkademikerIn","Nordrhein-Westfalen","357.08","377.5","654","200","300","400","500","660","348.51","365.65","0","750","380","385"
"2002","AkademikerIn","Rheinland-Pfalz,Saarland","342.94","325","134","200","300","400","420","600","323.91","361.97","0","700","350","390"
"2002","AkademikerIn","Saarland","","","","","","","","","","","","","",""
"2002","AkademikerIn","Sachsen","","","","","","","","","","","","","",""
"2002","AkademikerIn","Sachsen-Anhalt","","","","","","","","","","","","","",""
"2002","AkademikerIn","Schleswig-Holstein","337.64","345","85","200","250","400","460","600","314.04","361.24","60","600","350","400"
"2002","AkademikerIn","Thüringen","","","","","","","","","","","","","",""
"2002","Hauptschule","Baden-Württemberg","334.46","365","635","200","300","400","400","550","326.74","342.18","0","600","350","375"
"2002","Hauptschule","Bayern","340.05","374.5","767","200","300","400","400","600","331.83","348.27","0","980","360","380"
"2002","Hauptschule","Berlin","","","","","","","","","","","","","",""
"2002","Hauptschule","Brandenburg","","","","","","","","","","","","","",""
"2002","Hauptschule","Bremen","","","","","","","","","","","","","",""
"2002","Hauptschule","Hamburg","292.16","325","44","100","200","385","450","500","251.81","332.51","0","600","300","385"
"2002","Hauptschule","Hessen","335.04","377.5","284","160","300","400","400","600","321.58","348.5","30","700","365","385"
"2002","Hauptschule","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"2002","Hauptschule","Niedersachsen","346.41","382.5","373","200","300","400","420","600","335.46","357.36","0","700","370","385"
"2002","Hauptschule","Nordrhein-Westfalen","336.04","372.5","887","150","300","400","400","600","328.68","343.4","0","700","370","375"
"2002","Hauptschule","Rheinland-Pfalz,Saarland","344.09","377.5","325","200","300","400","430","600","332.23","355.95","0","840","380","385"
"2002","Hauptschule","Saarland","","","","","","","","","","","","","",""
"2002","Hauptschule","Sachsen","","","","","","","","","","","","","",""
"2002","Hauptschule","Sachsen-Anhalt","","","","","","","","","","","","","",""
"2002","Hauptschule","Schleswig-Holstein","345.98","377.5","130","200","300","400","400","500","328.31","363.65","80","600","350","385"
"2002","Hauptschule","Thüringen","","","","","","","","","","","","","",""
"2002","Realschule","Baden-Württemberg","329.25","365","413","150","250","400","450","600","318.42","340.08","0","600","350","375"
"2002","Realschule","Bayern","335.26","355","505","150","250","400","450","700","324.84","345.68","0","800","350","370"
"2002","Realschule","Berlin","","","","","","","","","","","","","",""
"2002","Realschule","Brandenburg","","","","","","","","","","","","","",""
"2002","Realschule","Bremen","","","","","","","","","","","","","",""
"2002","Realschule","Hamburg","333.66","380","46","160","300","400","450","500","299.99","367.33","0","500","350","400"
"2002","Realschule","Hessen","338.47","372.5","262","195","290","400","440","600","326.09","350.85","80","700","350","380"
"2002","Realschule","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"2002","Realschule","Niedersachsen","348.09","377.5","344","195","300","400","450","600","336.17","360.01","0","770","360","385"
"2002","Realschule","Nordrhein-Westfalen","336.88","365","651","200","300","400","425","600","328.42","345.34","0","990","350","375"
"2002","Realschule","Rheinland-Pfalz,Saarland","332.73","355","175","200","250","400","400","600","315.66","349.8","60","800","350","380"
"2002","Realschule","Saarland","","","","","","","","","","","","","",""
"2002","Realschule","Sachsen","","","","","","","","","","","","","",""
"2002","Realschule","Sachsen-Anhalt","","","","","","","","","","","","","",""
"2002","Realschule","Schleswig-Holstein","341.4","370","123","200","300","400","450","600","322.12","360.68","0","600","350","380"
"2002","Realschule","Thüringen","","","","","","","","","","","","","",""
"2003","(Fach-)Abitur","Baden-Württemberg","343.76","367.5","189","200","300","400","450","600","328.17","359.35","45","600","350","380"
"2003","(Fach-)Abitur","Bayern","321.45","325","169","130","205","400","400","550","300.54","342.36","0","990","350","380"
"2003","(Fach-)Abitur","Berlin","","","","","","","","","","","","","",""
"2003","(Fach-)Abitur","Brandenburg","","","","","","","","","","","","","",""
"2003","(Fach-)Abitur","Bremen","","","","","","","","","","","","","",""
"2003","(Fach-)Abitur","Hamburg","316.53","311","30","200","300","385","400","400","275.68","357.38","50","600","300","385"
"2003","(Fach-)Abitur","Hessen","331.55","355","128","200","250","400","450","600","312.29","350.81","50","600","350","380"
"2003","(Fach-)Abitur","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"2003","(Fach-)Abitur","Niedersachsen","337.51","372.5","115","150","300","400","450","600","316.01","359.01","0","600","350","385"
"2003","(Fach-)Abitur","Nordrhein-Westfalen","332.89","373","432","150","300","400","420","530","321.33","344.45","0","999","350","380"
"2003","(Fach-)Abitur","Rheinland-Pfalz,Saarland","333.44","335","79","150","250","400","450","720","303.76","363.12","80","840","320","385"
"2003","(Fach-)Abitur","Saarland","","","","","","","","","","","","","",""
"2003","(Fach-)Abitur","Sachsen","","","","","","","","","","","","","",""
"2003","(Fach-)Abitur","Sachsen-Anhalt","","","","","","","","","","","","","",""
"2003","(Fach-)Abitur","Schleswig-Holstein","281.69","325","43","60","150","400","450","500","240.96","322.42","50","500","200","385"
"2003","(Fach-)Abitur","Thüringen","","","","","","","","","","","","","",""
"2003","(noch) kein Abschluss","Baden-Württemberg","246.77","175","30","70","100","375","400","500","192.29","301.25","10","500","200","400"
"2003","(noch) kein Abschluss","Bayern","","","","","","","","","","","","","",""
"2003","(noch) kein Abschluss","Berlin","","","","","","","","","","","","","",""
"2003","(noch) kein Abschluss","Brandenburg","","","","","","","","","","","","","",""
"2003","(noch) kein Abschluss","Bremen","","","","","","","","","","","","","",""
"2003","(noch) kein Abschluss","Hamburg","","","","","","","","","","","","","",""
"2003","(noch) kein Abschluss","Hessen","","","","","","","","","","","","","",""
"2003","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"2003","(noch) kein Abschluss","Niedersachsen","","","","","","","","","","","","","",""
"2003","(noch) kein Abschluss","Nordrhein-Westfalen","307.69","355","42","80","200","400","480","550","257.46","357.92","0","550","125","380"
"2003","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","","","","","","","","","","","",""
"2003","(noch) kein Abschluss","Saarland","","","","","","","","","","","","","",""
"2003","(noch) kein Abschluss","Sachsen","","","","","","","","","","","","","",""
"2003","(noch) kein Abschluss","Sachsen-Anhalt","","","","","","","","","","","","","",""
"2003","(noch) kein Abschluss","Schleswig-Holstein","","","","","","","","","","","","","",""
"2003","(noch) kein Abschluss","Thüringen","","","","","","","","","","","","","",""
"2003","AkademikerIn","Baden-Württemberg","351.83","395","336","200","290","400","500","600","338.62","365.04","0","800","380","400"
"2003","AkademikerIn","Bayern","348.59","377.5","423","200","300","400","450","600","338.34","358.84","0","700","375","385"
"2003","AkademikerIn","Berlin","","","","","","","","","","","","","",""
"2003","AkademikerIn","Brandenburg","","","","","","","","","","","","","",""
"2003","AkademikerIn","Bremen","","","","","","","","","","","","","",""
"2003","AkademikerIn","Hamburg","345.62","380","54","160","300","400","500","590","316.63","374.61","0","590","400","400"
"2003","AkademikerIn","Hessen","361.41","377.5","236","250","300","400","450","600","348.53","374.29","100","999","370","400"
"2003","AkademikerIn","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"2003","AkademikerIn","Niedersachsen","361.57","382.5","218","200","300","400","500","600","345.6","377.54","30","900","380","400"
"2003","AkademikerIn","Nordrhein-Westfalen","360.21","382.5","614","200","300","400","500","600","351.22","369.2","0","910","375","385"
"2003","AkademikerIn","Rheinland-Pfalz,Saarland","355.03","382.5","127","200","300","400","420","500","338.1","371.96","140","600","370","400"
"2003","AkademikerIn","Saarland","","","","","","","","","","","","","",""
"2003","AkademikerIn","Sachsen","","","","","","","","","","","","","",""
"2003","AkademikerIn","Sachsen-Anhalt","","","","","","","","","","","","","",""
"2003","AkademikerIn","Schleswig-Holstein","355.1","370","71","250","300","400","450","600","332.29","377.91","60","600","360","400"
"2003","AkademikerIn","Thüringen","","","","","","","","","","","","","",""
"2003","Hauptschule","Baden-Württemberg","347.18","365","579","200","300","400","420","600","339.16","355.2","0","700","355","380"
"2003","Hauptschule","Bayern","338.42","372.5","739","180","300","400","400","600","330.15","346.69","0","850","360","380"
"2003","Hauptschule","Berlin","","","","","","","","","","","","","",""
"2003","Hauptschule","Brandenburg","","","","","","","","","","","","","",""
"2003","Hauptschule","Bremen","","","","","","","","","","","","","",""
"2003","Hauptschule","Hamburg","304.72","325","34","0","200","400","420","600","256.52","352.92","0","600","300","400"
"2003","Hauptschule","Hessen","351.7","377.5","266","200","300","400","450","620","338.22","365.18","0","700","375","400"
"2003","Hauptschule","Mecklenburg-Vorpommern","","","","","","","","","","","","","",""
"2003","Hauptschule","Niedersachsen","334.83","372.5","339","190","300","400","400","600","323.33","346.33","0","700","360","380"
"2003","Hauptschule","Nordrhein-Westfalen","336.3","372.5","807","160","300","400","425","600","328.57","344.03","0","900","360","375"
"2003","Hauptschule","Rheinland-Pfalz,Saarland","343.89","382.5","313","150","300","400","450","600","331.59","356.19","0","760","380","390"
"2003","Hauptschule","Saarland","","","","","","","","","","","","","",""
"2003","Hauptschule","Sachsen","","","","","","","","","","","","","",""
"2003","Hauptschule","Sachsen-Anhalt","","","","","","","","","","","","","",""
"2003","Hauptschule","Schleswig-Holstein","343.01","372.5","121","200","300","400","450","600","324.67","361.35","30","600","350","385"
