"year","regtyp","sampreg","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2003","Städtischer Raum","Westdeutschland","341.46","373","7202","200","300","400","450","600","338.86","344.06","0","999","375","375"
"2004","Ländlicher Raum","Ostdeutschland","371.6","397.5","1743","300","350","400","400","600","367.81","375.39","0","720","400","400"
"2004","Ländlicher Raum","Westdeutschland","348.14","378","2163","200","300","400","450","600","343.31","352.97","0","990","375","380"
"2004","Städtischer Raum","Ostdeutschland","367.03","395","951","300","350","400","400","600","361.58","372.48","0","800","385","400"
"2004","Städtischer Raum","Westdeutschland","343.81","379","6945","200","300","400","450","600","341.2","346.42","0","999","375","380"
"2005","Ländlicher Raum","Ostdeutschland","369.77","395","1654","300","350","400","425","600","365.74","373.8","0","840","400","400"
"2005","Ländlicher Raum","Westdeutschland","349.29","379","2034","200","300","400","450","600","344.42","354.16","0","990","380","385"
"2005","Städtischer Raum","Ostdeutschland","370.92","395","887","300","350","400","450","600","365.25","376.59","40","700","400","400"
"2005","Städtischer Raum","Westdeutschland","347.38","379","6612","200","300","400","450","600","344.71","350.05","0","999","380","380"
"2006","Ländlicher Raum","Ostdeutschland","374.99","395","1759","300","350","400","450","600","371.08","378.9","0","999","400","400"
"2006","Ländlicher Raum","Westdeutschland","349.23","382.5","2252","200","300","400","450","600","344.62","353.84","0","999","380","385"
"2006","Städtischer Raum","Ostdeutschland","371.85","397.5","919","300","350","400","420","600","366.59","377.11","80","990","400","400"
"2006","Städtischer Raum","Westdeutschland","345.41","378.5","6959","200","300","400","425","600","342.86","347.96","0","999","380","380"
"2007","Ländlicher Raum","Ostdeutschland","378.06","395","1721","300","350","400","450","600","374.08","382.04","0","840","400","400"
"2007","Ländlicher Raum","Westdeutschland","350.6","382.5","2144","200","300","400","450","600","345.77","355.43","0","800","380","385"
"2007","Städtischer Raum","Ostdeutschland","367.57","397.5","877","280","350","400","450","600","361.8","373.34","0","800","400","400"
"2007","Städtischer Raum","Westdeutschland","348.08","379","6535","200","300","400","450","600","345.39","350.77","0","990","375","380"
"2008","Ländlicher Raum","Ostdeutschland","373.48","395","1652","300","350","400","450","600","369.45","377.51","0","800","400","400"
"2008","Ländlicher Raum","Westdeutschland","340.02","377.5","2023","200","300","400","425","600","334.97","345.07","0","820","375","380"
"2008","Städtischer Raum","Ostdeutschland","367.81","397.5","867","300","350","400","425","600","362.22","373.4","30","800","400","400"
"2008","Städtischer Raum","Westdeutschland","342.07","377.5","6252","200","300","400","420","600","339.38","344.76","0","999","375","380"
"2009","Ländlicher Raum","Ostdeutschland","372.7","397.5","1564","300","350","400","450","600","368.51","376.89","0","800","400","400"
"2009","Ländlicher Raum","Westdeutschland","347.2","377.5","1896","200","300","400","450","600","342.1","352.3","0","850","380","385"
"2009","Städtischer Raum","Ostdeutschland","366.49","397.5","797","300","350","400","450","505","361.15","371.83","50","640","400","400"
"2009","Städtischer Raum","Westdeutschland","346.51","378.5","5680","200","300","400","450","600","343.72","349.3","0","999","375","380"
"2010","Ländlicher Raum","Ostdeutschland","369.53","397.5","1619","300","350","400","400","600","365.54","373.52","0","960","400","400"
"2010","Ländlicher Raum","Westdeutschland","340.79","377.5","2103","200","300","400","448","600","335.91","345.67","0","800","350","380"
"2010","Städtischer Raum","Ostdeutschland","355.88","395","823","250","340","400","420","500","349.88","361.88","0","800","380","400"
"2010","Städtischer Raum","Westdeutschland","343.49","373.5","6109","200","300","400","440","600","340.74","346.24","0","999","360","375"
"2011","Ländlicher Raum","Ostdeutschland","368.05","399","1903","300","350","400","400","600","364.23","371.87","0","820","400","400"
"2011","Ländlicher Raum","Westdeutschland","344.17","377.5","2818","200","300","400","450","600","340.05","348.29","0","800","350","380"
"2011","Städtischer Raum","Ostdeutschland","361.24","382.5","987","250","320","400","450","600","355.52","366.96","30","810","375","390"
"2011","Städtischer Raum","Westdeutschland","349.59","379","7321","200","300","400","450","600","347.05","352.13","0","999","370","380"
"2012","Ländlicher Raum","Ostdeutschland","364.63","395","1876","300","320","400","400","600","360.72","368.54","0","800","400","400"
"2012","Ländlicher Raum","Westdeutschland","341.76","377.5","2736","200","300","400","435","600","337.6","345.92","0","900","350","370"
"2012","Städtischer Raum","Ostdeutschland","355.66","377.5","982","260","300","400","420","600","349.79","361.53","0","800","380","400"
"2012","Städtischer Raum","Westdeutschland","340.57","377.5","7292","200","300","400","420","600","338.02","343.12","0","999","350","360"
"2013","Ländlicher Raum","Ostdeutschland","360.39","397.5","1746","270","320","400","400","520","356.47","364.31","0","800","380","400"
"2013","Ländlicher Raum","Westdeutschland","336.76","367.5","2554","200","300","400","410","600","332.47","341.05","0","990","350","360"
"2013","Städtischer Raum","Ostdeutschland","354.97","377.5","920","260","300","400","400","500","349.46","360.48","30","650","380","390"
"2013","Städtischer Raum","Westdeutschland","337.25","372.5","6746","200","300","400","420","550","334.62","339.88","0","999","350","350"
"2014","Ländlicher Raum","Ostdeutschland","361.03","395","1938","300","320","400","400","500","357.48","364.58","0","650","380","400"
"2014","Ländlicher Raum","Westdeutschland","332.63","367.5","3140","200","300","400","400","600","328.81","336.45","0","840","350","350"
"2014","Städtischer Raum","Ostdeutschland","351.58","355","1029","300","300","400","400","500","346.39","356.77","0","680","350","380"
"2014","Städtischer Raum","Westdeutschland","334.33","357.5","7816","200","300","400","410","550","331.95","336.71","0","999","350","350"
"2015","Ländlicher Raum","Ostdeutschland","357.02","395","1903","250","320","400","400","500","353.18","360.86","0","900","380","400"
"2015","Ländlicher Raum","Westdeutschland","334.22","372.5","3634","192","300","400","400","540","330.65","337.79","0","900","350","375"
"2015","Städtischer Raum","Ostdeutschland","354.71","387.5","1099","280","300","400","400","500","349.4","360.02","0","800","360","380"
"2015","Städtischer Raum","Westdeutschland","337.69","372.5","9336","200","300","400","410","600","335.46","339.92","0","999","360","375"
"2016","Ländlicher Raum","Ostdeutschland","","","","","","","","","","","","","",""
"2016","Ländlicher Raum","Westdeutschland","","","","","","","","","","","","","",""
"2016","Städtischer Raum","Ostdeutschland","","","","","","","","","","","","","",""
"2016","Städtischer Raum","Westdeutschland","","","","","","","","","","","","","",""
"2017","Ländlicher Raum","Ostdeutschland","352.81","377.5","2134","250","300","400","400","500","349.24","356.38","0","800","370","380"
"2017","Ländlicher Raum","Westdeutschland","326.66","347.5","3814","180","250","400","400","600","323.21","330.11","0","800","350","360"
"2017","Städtischer Raum","Ostdeutschland","344.18","355","1189","200","300","400","400","500","339.22","349.14","35","730","350","370"
"2017","Städtischer Raum","Westdeutschland","333.5","347.5","9654","200","300","400","410","600","331.34","335.66","0","990","350","350"
"2018","Ländlicher Raum","Ostdeutschland","340.88","345","2104","200","300","400","400","550","337.13","344.63","0","800","350","370"
"2018","Ländlicher Raum","Westdeutschland","326.54","345","3630","200","270","400","400","550","323.12","329.96","0","800","350","350"
"2018","Städtischer Raum","Ostdeutschland","335.79","345","1207","200","300","400","400","500","330.82","340.76","0","700","350","350"
"2018","Städtischer Raum","Westdeutschland","328.84","347.5","9618","185","300","400","400","550","326.69","330.99","0","990","350","350"
"2019","Ländlicher Raum","Ostdeutschland","358.47","395","56","150","350","400","400","520","324.81","392.13","30","750","400","400"
"2019","Ländlicher Raum","Westdeutschland","390.71","395","240","300","400","400","500","600","376.76","404.66","50","1000","400","400"
"2019","Städtischer Raum","Ostdeutschland","328.29","375","59","80","300","400","400","400","296.44","360.14","50","480","400","400"
"2019","Städtischer Raum","Westdeutschland","359.86","395","599","160","370","400","400","500","350.81","368.91","10","800","400","400"
