"year","quintil_oecd","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2008","3","343.98","377.5","2126","200","300","400","405","600","339.43","348.53","0","820","375","380"
"2008","4","352.85","382.5","2639","200","300","400","420","600","349.02","356.68","0","800","380","385"
"2008","5 Einkommensstärkstes Quintil","355.45","382.5","2800","200","300","400","450","600","351.51","359.39","0","999","380","385"
"2009","1 Einkommensschwächstes Quintil","343.17","377.5","1076","180","300","400","400","700","336.62","349.72","0","800","375","385"
"2009","2","346.13","377.5","1737","200","300","400","420","600","341.35","350.91","0","800","380","385"
"2009","3","346.86","377.5","1885","200","300","400","425","600","342.04","351.68","0","800","380","385"
"2009","4","354.76","377.5","2480","200","300","400","450","600","350.94","358.58","0","700","380","385"
"2009","5 Einkommensstärkstes Quintil","357.45","382.5","2759","200","300","400","450","600","353.48","361.42","0","999","380","390"
"2010","1 Einkommensschwächstes Quintil","324.64","357.5","1238","150","250","400","400","500","318.71","330.57","20","960","360","380"
"2010","2","339.76","377.5","2028","160","300","400","400","600","334.78","344.74","0","900","365","380"
"2010","3","343.48","377.5","1875","200","300","400","420","600","338.82","348.14","0","800","365","380"
"2010","4","352.34","377.5","2628","200","300","400","410","600","348.54","356.14","0","900","370","380"
"2010","5 Einkommensstärkstes Quintil","355.44","377.5","2885","200","300","400","450","600","351.5","359.38","0","999","370","380"
"2011","1 Einkommensschwächstes Quintil","332.38","377.5","1505","150","300","400","400","600","326.68","338.08","0","810","350","380"
"2011","2","340.26","377.5","2347","160","300","400","410","600","335.81","344.71","0","820","375","380"
"2011","3","349.28","382.5","2307","200","300","400","450","600","345.01","353.55","0","940","360","380"
"2011","4","354.21","382.5","3194","200","300","400","450","600","350.65","357.77","0","800","370","380"
"2011","5 Einkommensstärkstes Quintil","363.02","382.5","3676","210","300","400","450","600","359.59","366.45","0","999","380","385"
"2012","1 Einkommensschwächstes Quintil","330.45","377.5","1296","150","300","400","400","600","324","336.9","10","800","350","380"
"2012","2","334.56","377.5","2098","150","300","400","400","600","329.75","339.37","0","800","350","380"
"2012","3","341.32","377.5","2355","200","300","400","400","600","337.08","345.56","0","800","350","375"
"2012","4","346.9","377.5","3271","200","300","400","420","600","343.33","350.47","0","990","350","375"
"2012","5 Einkommensstärkstes Quintil","352.74","377.5","3866","200","300","400","450","600","349.47","356.01","0","999","355","380"
"2013","1 Einkommensschwächstes Quintil","314.44","345","1113","100","250","400","400","600","307.21","321.67","0","990","350","375"
"2013","2","324.93","357.5","1875","150","250","400","400","500","319.98","329.88","0","800","350","365"
"2013","3","336","377.5","2047","180","300","400","400","520","331.41","340.59","0","750","350","375"
"2013","4","346.7","377.5","3026","200","300","400","405","600","343.07","350.33","0","900","350","375"
"2013","5 Einkommensstärkstes Quintil","352.41","377.5","3905","200","300","400","450","550","349.25","355.57","10","999","360","375"
"2014","1 Einkommensschwächstes Quintil","311.04","345","1230","100","200","400","400","600","304.58","317.5","0","999","350","350"
"2014","2","330.17","355","2211","160","300","400","400","550","325.57","334.77","0","999","350","360"
"2014","3","329.37","367.5","2448","160","290","400","400","600","325.18","333.56","0","900","350","360"
"2014","4","345.11","377.5","3543","200","300","400","400","550","341.91","348.31","0","800","350","350"
"2014","5 Einkommensstärkstes Quintil","346.11","367.5","4491","200","300","400","420","500","343.21","349.01","0","999","350","360"
"2015","1 Einkommensschwächstes Quintil","319.69","365","1598","120","250","400","400","600","313.8","325.58","0","900","350","380"
"2015","2","326.62","377.5","2464","150","260","400","400","600","322.13","331.11","0","900","370","380"
"2015","3","333.25","372.5","2895","180","300","400","400","600","329.35","337.15","0","990","350","375"
"2015","4","343.46","377.5","3964","200","300","400","400","550","340.26","346.66","0","990","350","375"
"2015","5 Einkommensstärkstes Quintil","350.24","377.5","5051","200","300","400","420","550","347.49","352.99","0","999","370","380"
"2016","1 Einkommensschwächstes Quintil","","","","","","","","","","","","","",""
"2016","2","","","","","","","","","","","","","",""
"2016","3","","","","","","","","","","","","","",""
"2016","4","","","","","","","","","","","","","",""
"2016","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
"2017","1 Einkommensschwächstes Quintil","305.51","345","1393","120","200","400","400","600","299.06","311.96","0","840","350","370"
"2017","2","320.02","355","2191","120","250","400","400","600","315.25","324.79","0","800","350","375"
"2017","3","330.85","357.5","2768","180","300","400","400","600","326.93","334.77","0","850","350","360"
"2017","4","331.69","347.5","4314","200","300","400","400","550","328.69","334.69","0","750","350","350"
"2017","5 Einkommensstärkstes Quintil","346.93","357.5","6125","200","300","400","420","600","344.49","349.37","0","990","350","360"
"2018","1 Einkommensschwächstes Quintil","295.75","290","1451","100","200","400","400","600","289.34","302.16","0","800","350","385"
"2018","2","305.89","345","1860","110","200","400","400","500","300.73","311.05","0","840","350","370"
"2018","3","322.96","345","2576","150","300","400","400","500","318.92","327","0","700","350","350"
"2018","4","329.82","345","4377","200","300","400","400","500","326.85","332.79","0","800","350","350"
"2018","5 Einkommensstärkstes Quintil","341.33","347.5","6295","200","300","400","400","550","338.95","343.71","0","990","350","350"
"2019","1 Einkommensschwächstes Quintil","344.16","395","482","120","300","400","400","600","332.81","355.51","10","800","400","400"
"2019","2","360.09","395","255","150","380","400","400","500","348.84","371.34","40","600","400","400"
"2019","3","405.43","395","139","350","400","400","500","700","388.3","422.56","80","1000","400","400"
"2019","4","409.39","395","65","300","400","450","500","600","389","429.78","100","700","400","400"
"2019","5 Einkommensstärkstes Quintil","","","","","","","","","","","","","",""
