"year","bula_h","sex","mean","median","n","percentile_10","percentile_25","percentile_75","percentile_90","percentile_99","lower_confidence_mean","upper_confidence_mean","minimum","maximum","lower_confidence_median","upper_confidence_median"
"2005","Mecklenburg-Vorpommern","männlich","","","","","","","","","","","","","",""
"2005","Mecklenburg-Vorpommern","weiblich","","","","","","","","","","","","","",""
"2005","Niedersachsen","männlich","395.53","395","514","300","380","400","500","600","387.8","403.26","45","990","400","400"
"2005","Niedersachsen","weiblich","296.63","295","455","135","200","385","400","500","286.3","306.96","0","600","300","310"
"2005","Nordrhein-Westfalen","männlich","391.76","397.5","1270","300","360","400","500","700","386.8","396.72","0","990","400","400"
"2005","Nordrhein-Westfalen","weiblich","291.48","294","1075","150","200","385","400","500","284.95","298.01","0","700","300","300"
"2005","Rheinland-Pfalz,Saarland","männlich","397.32","395","351","350","385","400","480","700","389.28","405.36","30","700","400","400"
"2005","Rheinland-Pfalz,Saarland","weiblich","290.63","294.5","322","150","200","385","400","500","278.72","302.54","0","730","250","300"
"2005","Saarland","männlich","","","","","","","","","","","","","",""
"2005","Saarland","weiblich","","","","","","","","","","","","","",""
"2005","Sachsen","männlich","","","","","","","","","","","","","",""
"2005","Sachsen","weiblich","","","","","","","","","","","","","",""
"2005","Sachsen-Anhalt","männlich","","","","","","","","","","","","","",""
"2005","Sachsen-Anhalt","weiblich","","","","","","","","","","","","","",""
"2005","Schleswig-Holstein","männlich","387.95","397.5","148","350","360","400","450","600","373.28","402.62","50","600","395","400"
"2005","Schleswig-Holstein","weiblich","314.38","325","147","180","200","400","400","800","295.35","333.41","10","800","300","360"
"2005","Thüringen","männlich","","","","","","","","","","","","","",""
"2005","Thüringen","weiblich","","","","","","","","","","","","","",""
"2006","Baden-Württemberg","männlich","381.57","395","853","300","360","400","450","600","375.85","387.29","0","700","400","400"
"2006","Baden-Württemberg","weiblich","294.88","295","677","150","200","385","400","500","286.55","303.21","0","700","300","300"
"2006","Bayern","männlich","386.93","397.5","927","300","370","400","450","600","381.35","392.51","0","999","400","400"
"2006","Bayern","weiblich","296.04","297.5","878","150","200","385","400","500","288.87","303.21","0","550","300","300"
"2006","Berlin","männlich","","","","","","","","","","","","","",""
"2006","Berlin","weiblich","","","","","","","","","","","","","",""
"2006","Brandenburg","männlich","","","","","","","","","","","","","",""
"2006","Brandenburg","weiblich","","","","","","","","","","","","","",""
"2006","Bremen","männlich","378.99","392.5","36","350","350","400","400","500","344.71","413.27","0","600","380","400"
"2006","Bremen","weiblich","328.58","335","39","200","300","400","405","520","297.45","359.71","50","520","300","385"
"2006","Hamburg","männlich","369.93","392.5","80","200","350","400","450","700","346.07","393.79","0","700","385","400"
"2006","Hamburg","weiblich","309.53","297.5","69","150","275","400","400","450","285.45","333.61","80","450","300","380"
"2006","Hessen","männlich","379.62","397.5","451","300","365","400","450","600","371.6","387.64","0","800","400","400"
"2006","Hessen","weiblich","295","295","410","160","200","385","400","500","285.14","304.86","0","600","300","300"
"2006","Mecklenburg-Vorpommern","männlich","","","","","","","","","","","","","",""
"2006","Mecklenburg-Vorpommern","weiblich","","","","","","","","","","","","","",""
"2006","Niedersachsen","männlich","396.71","397.5","569","350","380","400","500","605","389.48","403.94","40","999","400","400"
"2006","Niedersachsen","weiblich","300.75","315","478","150","200","385","400","600","290.94","310.56","0","600","300","310"
"2006","Nordrhein-Westfalen","männlich","389.34","397.5","1301","350","375","400","500","600","384.76","393.92","0","800","400","400"
"2006","Nordrhein-Westfalen","weiblich","289.94","297.5","1131","145","200","385","400","500","283.59","296.29","0","630","300","300"
"2006","Rheinland-Pfalz,Saarland","männlich","394.89","395","372","350","385","400","500","600","387.23","402.55","0","600","400","400"
"2006","Rheinland-Pfalz,Saarland","weiblich","294.16","290","342","150","200","400","400","500","282.24","306.08","0","600","250","300"
"2006","Saarland","männlich","","","","","","","","","","","","","",""
"2006","Saarland","weiblich","","","","","","","","","","","","","",""
"2006","Sachsen","männlich","","","","","","","","","","","","","",""
"2006","Sachsen","weiblich","","","","","","","","","","","","","",""
"2006","Sachsen-Anhalt","männlich","","","","","","","","","","","","","",""
"2006","Sachsen-Anhalt","weiblich","","","","","","","","","","","","","",""
"2006","Schleswig-Holstein","männlich","392.35","397.5","194","320","380","400","500","600","378.2","406.5","0","720","390","400"
"2006","Schleswig-Holstein","weiblich","298.03","290","167","150","200","385","400","500","281.52","314.54","0","500","270","300"
"2006","Thüringen","männlich","","","","","","","","","","","","","",""
"2006","Thüringen","weiblich","","","","","","","","","","","","","",""
"2007","Baden-Württemberg","männlich","387.62","395","788","300","350","400","500","600","381.82","393.42","0","900","400","400"
"2007","Baden-Württemberg","weiblich","288.24","297.5","626","150","200","380","400","500","279.87","296.61","30","700","290","300"
"2007","Bayern","männlich","394.27","395","894","300","350","400","500","700","388.19","400.35","0","990","400","400"
"2007","Bayern","weiblich","297.9","295","841","150","200","400","400","600","290.34","305.46","0","900","300","300"
"2007","Berlin","männlich","","","","","","","","","","","","","",""
"2007","Berlin","weiblich","","","","","","","","","","","","","",""
"2007","Brandenburg","männlich","","","","","","","","","","","","","",""
"2007","Brandenburg","weiblich","","","","","","","","","","","","","",""
"2007","Bremen","männlich","368.09","392.5","36","200","350","400","500","600","329.25","406.93","0","600","350","400"
"2007","Bremen","weiblich","334.15","377.5","43","175","300","400","400","400","304.23","364.07","40","400","300","392"
"2007","Hamburg","männlich","381.63","392.5","79","350","385","400","420","550","361.17","402.09","0","550","400","400"
"2007","Hamburg","weiblich","330.12","342.5","78","200","300","400","400","550","307.48","352.76","80","550","300","375"
"2007","Hessen","männlich","390.27","397.5","425","300","375","400","500","600","381.05","399.49","0","900","400","400"
"2007","Hessen","weiblich","289.6","295","374","150","200","380","400","500","279.08","300.12","0","500","300","300"
"2007","Mecklenburg-Vorpommern","männlich","","","","","","","","","","","","","",""
"2007","Mecklenburg-Vorpommern","weiblich","","","","","","","","","","","","","",""
"2007","Niedersachsen","männlich","397.93","397.5","546","300","380","410","500","700","390.03","405.83","0","900","400","400"
"2007","Niedersachsen","weiblich","294.36","295","468","150","200","400","400","500","284.08","304.64","0","800","300","300"
"2007","Nordrhein-Westfalen","männlich","389.21","397.5","1220","300","370","400","500","600","384.12","394.3","0","750","400","400"
"2007","Nordrhein-Westfalen","weiblich","296.48","297.5","1066","150","200","385","400","500","290.04","302.92","0","600","300","300"
"2007","Rheinland-Pfalz,Saarland","männlich","389.18","397.5","336","300","380","400","450","600","380.27","398.09","0","700","400","400"
"2007","Rheinland-Pfalz,Saarland","weiblich","295.93","295","320","150","200","385","400","480","284.2","307.66","0","600","250","300"
"2007","Saarland","männlich","","","","","","","","","","","","","",""
"2007","Saarland","weiblich","","","","","","","","","","","","","",""
"2007","Sachsen","männlich","","","","","","","","","","","","","",""
"2007","Sachsen","weiblich","","","","","","","","","","","","","",""
"2007","Sachsen-Anhalt","männlich","","","","","","","","","","","","","",""
"2007","Sachsen-Anhalt","weiblich","","","","","","","","","","","","","",""
"2007","Schleswig-Holstein","männlich","401.94","395","168","300","380","450","500","600","386.62","417.26","40","600","400","400"
"2007","Schleswig-Holstein","weiblich","313.05","339","140","150","200","400","400","750","293.42","332.68","60","750","250","350"
"2007","Thüringen","männlich","","","","","","","","","","","","","",""
"2007","Thüringen","weiblich","","","","","","","","","","","","","",""
"2008","Baden-Württemberg","männlich","381.1","397.5","764","300","350","400","450","600","375.06","387.14","0","750","400","400"
"2008","Baden-Württemberg","weiblich","284.97","290","619","140","200","380","400","500","276.11","293.83","0","800","300","300"
"2008","Bayern","männlich","383.24","397.5","838","300","350","400","450","600","376.82","389.66","0","999","400","400"
"2008","Bayern","weiblich","292.98","295","784","120","200","390","400","500","285.13","300.83","0","800","300","300"
"2008","Berlin","männlich","","","","","","","","","","","","","",""
"2008","Berlin","weiblich","","","","","","","","","","","","","",""
"2008","Brandenburg","männlich","","","","","","","","","","","","","",""
"2008","Brandenburg","weiblich","","","","","","","","","","","","","",""
"2008","Bremen","männlich","380.17","392.5","33","350","385","400","400","500","350.15","410.19","150","500","400","400"
"2008","Bremen","weiblich","317.77","335","41","150","250","385","400","450","288.09","347.45","100","450","290","350"
"2008","Hamburg","männlich","375.85","382.5","81","350","350","400","400","500","354.04","397.66","0","500","380","400"
"2008","Hamburg","weiblich","321.27","335","69","160","300","400","400","450","296.8","345.74","0","500","300","380"
"2008","Hessen","männlich","386.68","397.5","393","300","375","400","500","600","377.62","395.74","10","700","400","400"
"2008","Hessen","weiblich","282.81","295","382","150","200","385","400","425","272.33","293.29","40","600","300","300"
"2008","Mecklenburg-Vorpommern","männlich","","","","","","","","","","","","","",""
"2008","Mecklenburg-Vorpommern","weiblich","","","","","","","","","","","","","",""
"2008","Niedersachsen","männlich","383.45","395","520","300","360","400","500","600","375.3","391.6","0","820","400","400"
"2008","Niedersachsen","weiblich","298.31","295","444","150","200","400","400","500","287.85","308.77","0","800","300","300"
"2008","Nordrhein-Westfalen","männlich","386.17","397.5","1164","300","370","400","480","600","381.13","391.21","0","800","400","400"
"2008","Nordrhein-Westfalen","weiblich","286.26","295","1040","145","200","380","400","480","279.76","292.76","0","650","300","300"
"2008","Rheinland-Pfalz,Saarland","männlich","384.24","397.5","300","300","375","400","450","600","376.32","392.16","30","600","400","400"
"2008","Rheinland-Pfalz,Saarland","weiblich","295.99","295","295","150","200","385","400","480","284.74","307.24","60","500","300","300"
"2008","Saarland","männlich","","","","","","","","","","","","","",""
"2008","Saarland","weiblich","","","","","","","","","","","","","",""
"2008","Sachsen","männlich","","","","","","","","","","","","","",""
"2008","Sachsen","weiblich","","","","","","","","","","","","","",""
"2008","Sachsen-Anhalt","männlich","","","","","","","","","","","","","",""
"2008","Sachsen-Anhalt","weiblich","","","","","","","","","","","","","",""
"2008","Schleswig-Holstein","männlich","384.9","397.5","147","300","375","410","500","600","368.02","401.78","40","800","395","400"
"2008","Schleswig-Holstein","weiblich","292.39","290","144","120","200","385","400","700","273.61","311.17","20","700","250","300"
"2008","Thüringen","männlich","","","","","","","","","","","","","",""
"2008","Thüringen","weiblich","","","","","","","","","","","","","",""
"2009","Baden-Württemberg","männlich","385.69","395","657","304","350","400","500","600","379.28","392.1","0","800","400","400"
"2009","Baden-Württemberg","weiblich","294.65","295","561","150","200","380","400","500","285.59","303.71","0","700","300","350"
"2009","Bayern","männlich","389.5","395","756","300","350","400","500","700","382.92","396.08","0","999","400","400"
"2009","Bayern","weiblich","296.52","295","753","150","200","385","400","500","288.7","304.34","0","600","300","300"
"2009","Berlin","männlich","","","","","","","","","","","","","",""
"2009","Berlin","weiblich","","","","","","","","","","","","","",""
"2009","Brandenburg","männlich","","","","","","","","","","","","","",""
"2009","Brandenburg","weiblich","","","","","","","","","","","","","",""
"2009","Bremen","männlich","","","","","","","","","","","","","",""
"2009","Bremen","weiblich","305.44","325","33","150","200","385","400","400","271.53","339.35","80","400","300","350"
"2009","Hamburg","männlich","376.82","395","73","300","375","400","425","500","359.35","394.29","100","500","400","400"
"2009","Hamburg","weiblich","321.56","337.5","73","100","300","400","450","500","296.73","346.39","50","500","300","385"
"2009","Hessen","männlich","390.1","397.5","363","300","375","400","450","600","380.69","399.51","0","650","400","400"
"2009","Hessen","weiblich","291.89","295","350","150","200","385","400","440","281.19","302.59","0","550","300","300"
"2009","Mecklenburg-Vorpommern","männlich","","","","","","","","","","","","","",""
"2009","Mecklenburg-Vorpommern","weiblich","","","","","","","","","","","","","",""
"2009","Niedersachsen","männlich","394.06","397.5","471","300","350","400","500","800","385.53","402.59","0","800","400","400"
"2009","Niedersachsen","weiblich","299.58","295","423","150","200","400","400","500","289.13","310.03","0","600","300","300"
"2009","Nordrhein-Westfalen","männlich","388.37","397.5","1055","300","360","400","480","600","383.35","393.39","0","800","400","400"
"2009","Nordrhein-Westfalen","weiblich","292.63","297.5","956","150","200","380","400","500","285.87","299.39","0","800","300","300"
"2009","Rheinland-Pfalz,Saarland","männlich","383.79","397.5","285","320","375","400","450","600","375.33","392.25","25","650","400","400"
"2009","Rheinland-Pfalz,Saarland","weiblich","299.79","312.5","275","150","200","390","400","500","288","311.58","0","500","300","305"
"2009","Saarland","männlich","","","","","","","","","","","","","",""
"2009","Saarland","weiblich","","","","","","","","","","","","","",""
"2009","Sachsen","männlich","","","","","","","","","","","","","",""
"2009","Sachsen","weiblich","","","","","","","","","","","","","",""
"2009","Sachsen-Anhalt","männlich","","","","","","","","","","","","","",""
