"erwst","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"nicht erwerbstätig","2016","Bremen","Westdeutschland","130","0.585693441236316","0.522577909279019","0.648808973193613"
"nicht erwerbstätig","2016","Bremen","Ostdeutschland","","","",""
"nicht erwerbstätig","2016","Nordrhein-Westfalen","Westdeutschland","2630","0.408744991982046","0.396155038731328","0.421334945232763"
"nicht erwerbstätig","2016","Nordrhein-Westfalen","Ostdeutschland","","","",""
"nicht erwerbstätig","2016","Hessen","Westdeutschland","814","0.407872543641784","0.385693282103524","0.430051805180045"
"nicht erwerbstätig","2016","Hessen","Ostdeutschland","","","",""
"nicht erwerbstätig","2016","Rheinland-Pfalz,Saarland","Westdeutschland","832","0.42483464864838","0.401825526696089","0.447843770600671"
"nicht erwerbstätig","2016","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"nicht erwerbstätig","2016","Baden-Wuerttemberg","Westdeutschland","1278","0.393890066711924","0.377099348449106","0.410680784974743"
"nicht erwerbstätig","2016","Baden-Wuerttemberg","Ostdeutschland","","","",""
"nicht erwerbstätig","2016","Bayern","Westdeutschland","1651","0.365710285088627","0.351318147246103","0.380102422931151"
"nicht erwerbstätig","2016","Bayern","Ostdeutschland","","","",""
"nicht erwerbstätig","2016","Berlin","Westdeutschland","285","0.440972164136521","0.400942987673622","0.48100134059942"
"nicht erwerbstätig","2016","Berlin","Ostdeutschland","183","0.43052056196387","0.38372013271708","0.47732099121066"
"nicht erwerbstätig","2016","Brandenburg","Westdeutschland","","","",""
"nicht erwerbstätig","2016","Brandenburg","Ostdeutschland","546","0.470696529665493","0.440747086637077","0.500645972693909"
"nicht erwerbstätig","2016","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"nicht erwerbstätig","2016","Mecklenburg-Vorpommern","Ostdeutschland","298","0.407396496331394","0.368146411686979","0.446646580975809"
"nicht erwerbstätig","2016","Sachsen","Westdeutschland","","","",""
"nicht erwerbstätig","2016","Sachsen","Ostdeutschland","728","0.386759151455648","0.363014639358455","0.410503663552841"
"nicht erwerbstätig","2016","Sachsen-Anhalt","Westdeutschland","","","",""
"nicht erwerbstätig","2016","Sachsen-Anhalt","Ostdeutschland","461","0.505432077121887","0.473350800491095","0.537513353752679"
"nicht erwerbstätig","2016","Thueringen","Westdeutschland","","","",""
"nicht erwerbstätig","2016","Thueringen","Ostdeutschland","441","0.412909125372264","0.382254841892813","0.443563408851714"
"Andere","2016","Schleswig-Holstein","Westdeutschland","93","0.0784745409273248","0.061938966061124","0.0950101157935256"
"Andere","2016","Schleswig-Holstein","Ostdeutschland","","","",""
"Andere","2016","Hamburg","Westdeutschland","39","0.0593392960392887","0.0379344129412935","0.080744179137284"
"Andere","2016","Hamburg","Ostdeutschland","","","",""
"Andere","2016","Niedersachsen","Westdeutschland","301","0.100594331242946","0.0894090596330556","0.111779602852835"
"Andere","2016","Niedersachsen","Ostdeutschland","","","",""
"Andere","2016","Bremen","Westdeutschland","","","",""
"Andere","2016","Bremen","Ostdeutschland","","","",""
"Andere","2016","Nordrhein-Westfalen","Westdeutschland","558","0.0971209480391363","0.0895372379218603","0.104704658156412"
"Andere","2016","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Andere","2016","Hessen","Westdeutschland","174","0.0868293269643862","0.0741210567121579","0.0995375972166146"
"Andere","2016","Hessen","Ostdeutschland","","","",""
"Andere","2016","Rheinland-Pfalz,Saarland","Westdeutschland","166","0.0870735662217377","0.0739499119657457","0.10019722047773"
"Andere","2016","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Andere","2016","Baden-Wuerttemberg","Westdeutschland","329","0.0769646719081973","0.0678054004149043","0.0861239434014903"
"Andere","2016","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Andere","2016","Bayern","Westdeutschland","400","0.0873470710125533","0.078910035304135","0.0957841067209717"
"Andere","2016","Bayern","Ostdeutschland","","","",""
"Andere","2016","Berlin","Westdeutschland","37","0.0608494831952912","0.0415764353953825","0.0801225309951998"
"Andere","2016","Berlin","Ostdeutschland","31","0.0654175887723366","0.0420469850685549","0.0887881924761182"
"Andere","2016","Brandenburg","Westdeutschland","","","",""
"Andere","2016","Brandenburg","Ostdeutschland","68","0.0522274497152661","0.038877877338417","0.0655770220921153"
"Andere","2016","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Andere","2016","Mecklenburg-Vorpommern","Ostdeutschland","43","0.0824393462255237","0.0604691211564404","0.104409571294607"
"Andere","2016","Sachsen","Westdeutschland","","","",""
"Andere","2016","Sachsen","Ostdeutschland","97","0.0645670265049274","0.0525847553522535","0.0765492976576014"
"Andere","2016","Sachsen-Anhalt","Westdeutschland","","","",""
"Andere","2016","Sachsen-Anhalt","Ostdeutschland","57","0.0707990815044773","0.0543411255348839","0.0872570374740708"
"Andere","2016","Thueringen","Westdeutschland","","","",""
"Andere","2016","Thueringen","Ostdeutschland","78","0.0685411695377086","0.0528097160254962","0.0842726230499209"
"voll erwerbstätig","2017","Schleswig-Holstein","Westdeutschland","361","0.366361748995832","0.339214166535786","0.393509331455879"
"voll erwerbstätig","2017","Schleswig-Holstein","Ostdeutschland","","","",""
"voll erwerbstätig","2017","Hamburg","Westdeutschland","201","0.417597298190887","0.376193482135269","0.459001114246506"
"voll erwerbstätig","2017","Hamburg","Ostdeutschland","","","",""
"voll erwerbstätig","2017","Niedersachsen","Westdeutschland","1047","0.369124214443303","0.352617111990689","0.385631316895916"
"voll erwerbstätig","2017","Niedersachsen","Ostdeutschland","","","",""
"voll erwerbstätig","2017","Bremen","Westdeutschland","73","0.309807970056973","0.256495300141514","0.363120639972432"
"voll erwerbstätig","2017","Bremen","Ostdeutschland","","","",""
"voll erwerbstätig","2017","Nordrhein-Westfalen","Westdeutschland","2089","0.366780833600355","0.355194440341142","0.378367226859569"
"voll erwerbstätig","2017","Nordrhein-Westfalen","Ostdeutschland","","","",""
"voll erwerbstätig","2017","Hessen","Westdeutschland","727","0.375727683071515","0.355549548241599","0.395905817901431"
"voll erwerbstätig","2017","Hessen","Ostdeutschland","","","",""
"voll erwerbstätig","2017","Rheinland-Pfalz,Saarland","Westdeutschland","613","0.390387033360441","0.367943844378346","0.412830222342535"
"voll erwerbstätig","2017","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"voll erwerbstätig","2017","Baden-Wuerttemberg","Westdeutschland","1273","0.400380100837977","0.384246296874125","0.416513904801829"
"voll erwerbstätig","2017","Baden-Wuerttemberg","Ostdeutschland","","","",""
"voll erwerbstätig","2017","Bayern","Westdeutschland","1763","0.412661844507204","0.398605036434215","0.426718652580194"
"voll erwerbstätig","2017","Bayern","Ostdeutschland","","","",""
"voll erwerbstätig","2017","Berlin","Westdeutschland","194","0.346625215390307","0.309105017984915","0.384145412795698"
"voll erwerbstätig","2017","Berlin","Ostdeutschland","188","0.415789309366049","0.371926279143865","0.459652339588233"
"voll erwerbstätig","2017","Brandenburg","Westdeutschland","","","",""
"voll erwerbstätig","2017","Brandenburg","Ostdeutschland","415","0.413141200228887","0.38509407821658","0.441188322241193"
"voll erwerbstätig","2017","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"voll erwerbstätig","2017","Mecklenburg-Vorpommern","Ostdeutschland","212","0.371530208032058","0.33379757729057","0.409262838773545"
"voll erwerbstätig","2017","Sachsen","Westdeutschland","","","",""
"voll erwerbstätig","2017","Sachsen","Ostdeutschland","682","0.426227459442687","0.403594621274052","0.448860297611322"
"voll erwerbstätig","2017","Sachsen-Anhalt","Westdeutschland","","","",""
"voll erwerbstätig","2017","Sachsen-Anhalt","Ostdeutschland","366","0.367985422604895","0.338717978883159","0.397252866326631"
"voll erwerbstätig","2017","Thueringen","Westdeutschland","","","",""
"voll erwerbstätig","2017","Thueringen","Ostdeutschland","424","0.408470983148301","0.379316496159288","0.437625470137315"
"Teilzeit","2017","Schleswig-Holstein","Westdeutschland","162","0.111054759141766","0.0933511628402345","0.128758355443298"
"Teilzeit","2017","Schleswig-Holstein","Ostdeutschland","","","",""
"Teilzeit","2017","Hamburg","Westdeutschland","63","0.102228438664017","0.0767942068117874","0.127662670516247"
"Teilzeit","2017","Hamburg","Ostdeutschland","","","",""
"Teilzeit","2017","Niedersachsen","Westdeutschland","446","0.114883043027679","0.103975148109627","0.12579093794573"
"Teilzeit","2017","Niedersachsen","Ostdeutschland","","","",""
"Teilzeit","2017","Bremen","Westdeutschland","37","0.108594807294003","0.072723989418288","0.144465625169719"
"Teilzeit","2017","Bremen","Ostdeutschland","","","",""
"Teilzeit","2017","Nordrhein-Westfalen","Westdeutschland","909","0.126661313162506","0.118665157038384","0.134657469286628"
"Teilzeit","2017","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Teilzeit","2017","Hessen","Westdeutschland","319","0.125242672023377","0.111452256856028","0.139033087190725"
"Teilzeit","2017","Hessen","Ostdeutschland","","","",""
"Teilzeit","2017","Rheinland-Pfalz,Saarland","Westdeutschland","253","0.118100928842359","0.103253683824596","0.132948173860122"
"Teilzeit","2017","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Teilzeit","2017","Baden-Wuerttemberg","Westdeutschland","579","0.133085055677511","0.121900585779966","0.144269525575055"
"Teilzeit","2017","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Teilzeit","2017","Bayern","Westdeutschland","736","0.126849334085288","0.117346915863283","0.136351752307294"
"Teilzeit","2017","Bayern","Ostdeutschland","","","",""
"Teilzeit","2017","Berlin","Westdeutschland","109","0.153095669678377","0.124706513525891","0.181484825830862"
"Teilzeit","2017","Berlin","Ostdeutschland","67","0.132735259151948","0.102539481561157","0.162931036742739"
"Teilzeit","2017","Brandenburg","Westdeutschland","","","",""
"Teilzeit","2017","Brandenburg","Ostdeutschland","109","0.0894367373201806","0.073181800873115","0.105691673767246"
"Teilzeit","2017","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Teilzeit","2017","Mecklenburg-Vorpommern","Ostdeutschland","78","0.14923608256877","0.121412101598515","0.177060063539025"
"Teilzeit","2017","Sachsen","Westdeutschland","","","",""
"Teilzeit","2017","Sachsen","Ostdeutschland","233","0.120074187645735","0.10519784123434","0.134950534057131"
"Teilzeit","2017","Sachsen-Anhalt","Westdeutschland","","","",""
"Teilzeit","2017","Sachsen-Anhalt","Ostdeutschland","115","0.0964420566205342","0.0785270417712865","0.114357071469782"
"Teilzeit","2017","Thueringen","Westdeutschland","","","",""
"Teilzeit","2017","Thueringen","Ostdeutschland","118","0.117369912817094","0.0982799744326216","0.136459851201567"
"nicht erwerbstätig","2017","Schleswig-Holstein","Westdeutschland","565","0.431202181188447","0.403297642867757","0.459106719509137"
"nicht erwerbstätig","2017","Schleswig-Holstein","Ostdeutschland","","","",""
"nicht erwerbstätig","2017","Hamburg","Westdeutschland","237","0.423027130920148","0.381549719288527","0.464504542551769"
"nicht erwerbstätig","2017","Hamburg","Ostdeutschland","","","",""
"nicht erwerbstätig","2017","Niedersachsen","Westdeutschland","1454","0.405062770659357","0.388270501476462","0.421855039842252"
"nicht erwerbstätig","2017","Niedersachsen","Ostdeutschland","","","",""
"nicht erwerbstätig","2017","Bremen","Westdeutschland","150","0.50672507359765","0.449084288555042","0.564365858640257"
"nicht erwerbstätig","2017","Bremen","Ostdeutschland","","","",""
"nicht erwerbstätig","2017","Nordrhein-Westfalen","Westdeutschland","3038","0.416094085844389","0.404243627962583","0.427944543726195"
"nicht erwerbstätig","2017","Nordrhein-Westfalen","Ostdeutschland","","","",""
"nicht erwerbstätig","2017","Hessen","Westdeutschland","961","0.39680593469367","0.376422611365055","0.417189258022285"
"nicht erwerbstätig","2017","Hessen","Ostdeutschland","","","",""
"nicht erwerbstätig","2017","Rheinland-Pfalz,Saarland","Westdeutschland","803","0.409502041495491","0.386879207318999","0.432124875671984"
"nicht erwerbstätig","2017","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"nicht erwerbstätig","2017","Baden-Wuerttemberg","Westdeutschland","1362","0.385151827556223","0.369128141053289","0.401175514059156"
"nicht erwerbstätig","2017","Baden-Wuerttemberg","Ostdeutschland","","","",""
"nicht erwerbstätig","2017","Bayern","Westdeutschland","1736","0.357111220164325","0.34343030590714","0.37079213442151"
"nicht erwerbstätig","2017","Bayern","Ostdeutschland","","","",""
"nicht erwerbstätig","2017","Berlin","Westdeutschland","270","0.42461489280369","0.385644859848008","0.463584925759371"
"nicht erwerbstätig","2017","Berlin","Ostdeutschland","194","0.391464510994601","0.348026855630306","0.434902166358897"
"nicht erwerbstätig","2017","Brandenburg","Westdeutschland","","","",""
"nicht erwerbstätig","2017","Brandenburg","Ostdeutschland","594","0.456631202469985","0.428258390502823","0.485004014437146"
"nicht erwerbstätig","2017","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"nicht erwerbstätig","2017","Mecklenburg-Vorpommern","Ostdeutschland","298","0.420012260397903","0.381471683887321","0.458552836908484"
"nicht erwerbstätig","2017","Sachsen","Westdeutschland","","","",""
"nicht erwerbstätig","2017","Sachsen","Ostdeutschland","804","0.39513952156206","0.372765128436536","0.417513914687585"
"nicht erwerbstätig","2017","Sachsen-Anhalt","Westdeutschland","","","",""
"nicht erwerbstätig","2017","Sachsen-Anhalt","Ostdeutschland","494","0.47139201076767","0.441097502536947","0.501686518998392"
"nicht erwerbstätig","2017","Thueringen","Westdeutschland","","","",""
"nicht erwerbstätig","2017","Thueringen","Ostdeutschland","472","0.404212305273631","0.375105985147682","0.433318625399579"
"Andere","2017","Schleswig-Holstein","Westdeutschland","122","0.0913813106739544","0.07514546442196","0.107617156925949"
"Andere","2017","Schleswig-Holstein","Ostdeutschland","","","",""
"Andere","2017","Hamburg","Westdeutschland","44","0.0571471322249478","0.0376590535719866","0.0766352108779089"
"Andere","2017","Hamburg","Ostdeutschland","","","",""
"Andere","2017","Niedersachsen","Westdeutschland","336","0.110929971869661","0.100187478706089","0.121672465033234"
"Andere","2017","Niedersachsen","Ostdeutschland","","","",""
"Andere","2017","Bremen","Westdeutschland","","","",""
"Andere","2017","Bremen","Ostdeutschland","","","",""
"Andere","2017","Nordrhein-Westfalen","Westdeutschland","610","0.0904637673927499","0.0835674814600937","0.0973600533254062"
"Andere","2017","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Andere","2017","Hessen","Westdeutschland","206","0.102223710211438","0.0896020271769048","0.114845393245971"
"Andere","2017","Hessen","Ostdeutschland","","","",""
"Andere","2017","Rheinland-Pfalz,Saarland","Westdeutschland","146","0.082009996301709","0.0693870089074482","0.0946329836959699"
"Andere","2017","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Andere","2017","Baden-Wuerttemberg","Westdeutschland","329","0.0813830159282895","0.072379821267496","0.090386210589083"
"Andere","2017","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Andere","2017","Bayern","Westdeutschland","477","0.103377601243182","0.0946847255884971","0.112070476897867"
"Andere","2017","Bayern","Ostdeutschland","","","",""
"Andere","2017","Berlin","Westdeutschland","45","0.0756642221276267","0.0548138398921886","0.0965146043630648"
"Andere","2017","Berlin","Ostdeutschland","36","0.0600109204874015","0.0388734132189353","0.0811484277558677"
"Andere","2017","Brandenburg","Westdeutschland","","","",""
"Andere","2017","Brandenburg","Ostdeutschland","66","0.0407908599809479","0.0295238073043849","0.0520579126575109"
"Andere","2017","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Andere","2017","Mecklenburg-Vorpommern","Ostdeutschland","42","0.0592214490012694","0.0407899339781604","0.0776529640243784"
"Andere","2017","Sachsen","Westdeutschland","","","",""
"Andere","2017","Sachsen","Ostdeutschland","115","0.058558831349517","0.0478129703451473","0.0693046923538866"
"Andere","2017","Sachsen-Anhalt","Westdeutschland","","","",""
"Andere","2017","Sachsen-Anhalt","Ostdeutschland","68","0.0641805100069013","0.0493073393313886","0.0790536806824139"
"Andere","2017","Thueringen","Westdeutschland","","","",""
"Andere","2017","Thueringen","Ostdeutschland","78","0.069946798760974","0.0548190400340523","0.0850745574878957"
"voll erwerbstätig","2018","Schleswig-Holstein","Westdeutschland","349","0.353285049369592","0.325216202218138","0.381353896521046"
"voll erwerbstätig","2018","Schleswig-Holstein","Ostdeutschland","","","",""
"voll erwerbstätig","2018","Hamburg","Westdeutschland","211","0.440490498559637","0.398811061418719","0.482169935700555"
"voll erwerbstätig","2018","Hamburg","Ostdeutschland","","","",""
"voll erwerbstätig","2018","Niedersachsen","Westdeutschland","990","0.375753552686488","0.358729328982629","0.392777776390346"
"voll erwerbstätig","2018","Niedersachsen","Ostdeutschland","","","",""
"voll erwerbstätig","2018","Bremen","Westdeutschland","81","0.378241744230334","0.323994908260401","0.432488580200266"
"voll erwerbstätig","2018","Bremen","Ostdeutschland","","","",""
"voll erwerbstätig","2018","Nordrhein-Westfalen","Westdeutschland","2034","0.36642971931491","0.354586205448889","0.378273233180931"
"voll erwerbstätig","2018","Nordrhein-Westfalen","Ostdeutschland","","","",""
"voll erwerbstätig","2018","Hessen","Westdeutschland","712","0.39221237211886","0.371506952372489","0.412917791865232"
"voll erwerbstätig","2018","Hessen","Ostdeutschland","","","",""
"voll erwerbstätig","2018","Rheinland-Pfalz,Saarland","Westdeutschland","602","0.388396646952826","0.365600654733083","0.411192639172568"
"voll erwerbstätig","2018","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"voll erwerbstätig","2018","Baden-Wuerttemberg","Westdeutschland","1178","0.407612532252431","0.390653153993248","0.424571910511613"
"voll erwerbstätig","2018","Baden-Wuerttemberg","Ostdeutschland","","","",""
"voll erwerbstätig","2018","Bayern","Westdeutschland","1647","0.411474705407228","0.396935972942739","0.426013437871716"
"voll erwerbstätig","2018","Bayern","Ostdeutschland","","","",""
"voll erwerbstätig","2018","Berlin","Westdeutschland","229","0.392635395021429","0.356329666816279","0.42894112322658"
"voll erwerbstätig","2018","Berlin","Ostdeutschland","174","0.434116902748173","0.388424333102118","0.479809472394228"
"voll erwerbstätig","2018","Brandenburg","Westdeutschland","","","",""
"voll erwerbstätig","2018","Brandenburg","Ostdeutschland","405","0.416414925651485","0.387948228355329","0.444881622947641"
"voll erwerbstätig","2018","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"voll erwerbstätig","2018","Mecklenburg-Vorpommern","Ostdeutschland","214","0.337068366626645","0.30103202204627","0.37310471120702"
"voll erwerbstätig","2018","Sachsen","Westdeutschland","","","",""
"voll erwerbstätig","2018","Sachsen","Ostdeutschland","663","0.42454994035228","0.401523348154806","0.447576532549754"
"voll erwerbstätig","2018","Sachsen-Anhalt","Westdeutschland","","","",""
"voll erwerbstätig","2018","Sachsen-Anhalt","Ostdeutschland","363","0.366846720768688","0.337342584228219","0.396350857309156"
"voll erwerbstätig","2018","Thueringen","Westdeutschland","","","",""
"voll erwerbstätig","2018","Thueringen","Ostdeutschland","400","0.404209654230205","0.374736721084822","0.433682587375589"
"Teilzeit","2018","Schleswig-Holstein","Westdeutschland","187","0.149100115086817","0.128183870223984","0.170016359949649"
"Teilzeit","2018","Schleswig-Holstein","Ostdeutschland","","","",""
"Teilzeit","2018","Hamburg","Westdeutschland","70","0.0816117083288308","0.0586269869574548","0.104596429700207"
"Teilzeit","2018","Hamburg","Ostdeutschland","","","",""
"Teilzeit","2018","Niedersachsen","Westdeutschland","452","0.134174589924301","0.12219372885918","0.146155450989421"
"Teilzeit","2018","Niedersachsen","Ostdeutschland","","","",""
"Teilzeit","2018","Bremen","Westdeutschland","40","0.0806695963726555","0.0502068077605137","0.111132384984797"
"Teilzeit","2018","Bremen","Ostdeutschland","","","",""
"Teilzeit","2018","Nordrhein-Westfalen","Westdeutschland","934","0.132423191798958","0.124091679840594","0.140754703757321"
"Teilzeit","2018","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Teilzeit","2018","Hessen","Westdeutschland","320","0.136311032100643","0.121760071792469","0.150861992408817"
"Teilzeit","2018","Hessen","Ostdeutschland","","","",""
"Teilzeit","2018","Rheinland-Pfalz,Saarland","Westdeutschland","255","0.120815827821501","0.105572222957702","0.1360594326853"
"Teilzeit","2018","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Teilzeit","2018","Baden-Wuerttemberg","Westdeutschland","515","0.137609010221587","0.125719642146911","0.149498378296263"
"Teilzeit","2018","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Teilzeit","2018","Bayern","Westdeutschland","721","0.136748784746315","0.126597926951296","0.146899642541333"
"Teilzeit","2018","Bayern","Ostdeutschland","","","",""
"Teilzeit","2018","Berlin","Westdeutschland","117","0.140154261417611","0.114345384059327","0.165963138775895"
"Teilzeit","2018","Berlin","Ostdeutschland","59","0.106141963711106","0.0777459938061988","0.134537933616013"
"Teilzeit","2018","Brandenburg","Westdeutschland","","","",""
"Teilzeit","2018","Brandenburg","Ostdeutschland","129","0.104091174876749","0.0864567738062337","0.121725575947264"
"Teilzeit","2018","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Teilzeit","2018","Mecklenburg-Vorpommern","Ostdeutschland","85","0.159112192649169","0.1312273550664","0.186997030231938"
"Teilzeit","2018","Sachsen","Westdeutschland","","","",""
"Teilzeit","2018","Sachsen","Ostdeutschland","246","0.124678266637368","0.109288193221004","0.140068340053733"
"Teilzeit","2018","Sachsen-Anhalt","Westdeutschland","","","",""
"Teilzeit","2018","Sachsen-Anhalt","Ostdeutschland","110","0.0831071491748179","0.066208007611303","0.100006290738333"
"Teilzeit","2018","Thueringen","Westdeutschland","","","",""
"Teilzeit","2018","Thueringen","Ostdeutschland","122","0.115086977297792","0.095920748327317","0.134253206268266"
"nicht erwerbstätig","2018","Schleswig-Holstein","Westdeutschland","470","0.413859810172895","0.384937507079349","0.442782113266441"
"nicht erwerbstätig","2018","Schleswig-Holstein","Ostdeutschland","","","",""
"nicht erwerbstätig","2018","Hamburg","Westdeutschland","215","0.426990798601191","0.385462905683258","0.468518691519124"
"nicht erwerbstätig","2018","Hamburg","Ostdeutschland","","","",""
"nicht erwerbstätig","2018","Niedersachsen","Westdeutschland","1351","0.390545344650902","0.373396132931867","0.407694556369937"
"nicht erwerbstätig","2018","Niedersachsen","Ostdeutschland","","","",""
"nicht erwerbstätig","2018","Bremen","Westdeutschland","159","0.43184096889163","0.376432546970516","0.487249390812744"
"nicht erwerbstätig","2018","Bremen","Ostdeutschland","","","",""
"nicht erwerbstätig","2018","Nordrhein-Westfalen","Westdeutschland","2783","0.406658457317691","0.394584347770431","0.41873256686495"
"nicht erwerbstätig","2018","Nordrhein-Westfalen","Ostdeutschland","","","",""
"nicht erwerbstätig","2018","Hessen","Westdeutschland","900","0.382081877020693","0.36147599767327","0.402687756368116"
"nicht erwerbstätig","2018","Hessen","Ostdeutschland","","","",""
"nicht erwerbstätig","2018","Rheinland-Pfalz,Saarland","Westdeutschland","718","0.401326352455873","0.378400275541673","0.424252429370074"
"nicht erwerbstätig","2018","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"nicht erwerbstätig","2018","Baden-Wuerttemberg","Westdeutschland","1228","0.376689747493734","0.359966243941796","0.393413251045671"
"nicht erwerbstätig","2018","Baden-Wuerttemberg","Ostdeutschland","","","",""
"nicht erwerbstätig","2018","Bayern","Westdeutschland","1605","0.363236309564806","0.349027549533823","0.377445069595788"
"nicht erwerbstätig","2018","Bayern","Ostdeutschland","","","",""
"nicht erwerbstätig","2018","Berlin","Westdeutschland","303","0.402080629670658","0.365627604456365","0.438533654884952"
"nicht erwerbstätig","2018","Berlin","Ostdeutschland","183","0.371641388287937","0.327091697272384","0.416191079303491"
"nicht erwerbstätig","2018","Brandenburg","Westdeutschland","","","",""
"nicht erwerbstätig","2018","Brandenburg","Ostdeutschland","544","0.43518935659488","0.406559945140776","0.463818768048985"
"nicht erwerbstätig","2018","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"nicht erwerbstätig","2018","Mecklenburg-Vorpommern","Ostdeutschland","316","0.446201932701707","0.408306331386723","0.484097534016691"
"nicht erwerbstätig","2018","Sachsen","Westdeutschland","","","",""
"nicht erwerbstätig","2018","Sachsen","Ostdeutschland","742","0.378339827139536","0.355746561382893","0.400933092896178"
"nicht erwerbstätig","2018","Sachsen-Anhalt","Westdeutschland","","","",""
"nicht erwerbstätig","2018","Sachsen-Anhalt","Ostdeutschland","477","0.490546045119862","0.459942022331542","0.521150067908181"
"nicht erwerbstätig","2018","Thueringen","Westdeutschland","","","",""
"nicht erwerbstätig","2018","Thueringen","Ostdeutschland","460","0.412890802128752","0.383320869611169","0.442460734646336"
"Andere","2018","Schleswig-Holstein","Westdeutschland","108","0.0837550253706965","0.0674876781851003","0.100022372556293"
"Andere","2018","Schleswig-Holstein","Ostdeutschland","","","",""
"Andere","2018","Hamburg","Westdeutschland","49","0.0509069945103413","0.0324528908815326","0.06936109813915"
"Andere","2018","Hamburg","Ostdeutschland","","","",""
"Andere","2018","Niedersachsen","Westdeutschland","316","0.0995265127383095","0.089003439601127","0.110049585875492"
"Andere","2018","Niedersachsen","Ostdeutschland","","","",""
"Andere","2018","Bremen","Westdeutschland","","","",""
"Andere","2018","Bremen","Ostdeutschland","","","",""
"Andere","2018","Nordrhein-Westfalen","Westdeutschland","607","0.0944886315684417","0.087298703219123","0.10167855991776"
"Andere","2018","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Andere","2018","Hessen","Westdeutschland","204","0.0893947187598037","0.077295189324661","0.101494248194946"
"Andere","2018","Hessen","Ostdeutschland","","","",""
"Andere","2018","Rheinland-Pfalz,Saarland","Westdeutschland","181","0.0894611727697996","0.0761120611743615","0.102810284365238"
"Andere","2018","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Andere","2018","Baden-Wuerttemberg","Westdeutschland","304","0.0780887100322483","0.0688284768540657","0.0873489432104309"
"Andere","2018","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Andere","2018","Bayern","Westdeutschland","428","0.088540200281652","0.0801473125048614","0.0969330880584426"
"Andere","2018","Bayern","Ostdeutschland","","","",""
"Andere","2018","Berlin","Westdeutschland","46","0.0651297138903012","0.0467845771977436","0.0834748505828588"
"Andere","2018","Berlin","Ostdeutschland","36","0.0880997452527834","0.0619697176536359","0.114229772851931"
"Andere","2018","Brandenburg","Westdeutschland","","","",""
"Andere","2018","Brandenburg","Ostdeutschland","74","0.0443045428768856","0.0324220998056865","0.0561869859480847"
"Andere","2018","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Andere","2018","Mecklenburg-Vorpommern","Ostdeutschland","46","0.0576175080224795","0.0398536128670013","0.0753814031779577"
"Andere","2018","Sachsen","Westdeutschland","","","",""
"Andere","2018","Sachsen","Ostdeutschland","119","0.0724319658708162","0.0603566227277121","0.0845073090139203"
"Andere","2018","Sachsen-Anhalt","Westdeutschland","","","",""
"Andere","2018","Sachsen-Anhalt","Ostdeutschland","75","0.059500084936633","0.0450182253776083","0.0739819444956578"
"Andere","2018","Thueringen","Westdeutschland","","","",""
"Andere","2018","Thueringen","Ostdeutschland","83","0.0678125663432509","0.0527124602238517","0.0829126724626501"
"voll erwerbstätig","2019","Schleswig-Holstein","Westdeutschland","409","0.388512187063363","0.360654782177994","0.416369591948733"
"voll erwerbstätig","2019","Schleswig-Holstein","Ostdeutschland","","","",""
"voll erwerbstätig","2019","Hamburg","Westdeutschland","243","0.44045617395761","0.400533164321582","0.480379183593639"
"voll erwerbstätig","2019","Hamburg","Ostdeutschland","","","",""
"voll erwerbstätig","2019","Niedersachsen","Westdeutschland","1034","0.376830741351172","0.35946699354822","0.394194489154123"
"voll erwerbstätig","2019","Niedersachsen","Ostdeutschland","","","",""
"voll erwerbstätig","2019","Bremen","Westdeutschland","81","0.390943145532102","0.335260122880899","0.446626168183304"
