"erwst","year","bula_h","sampreg","n","percent","lower_confidence","upper_confidence"
"Andere","1984","Baden-Wuerttemberg","Westdeutschland","133","0.0602974075814699","0.0504661645826906","0.0701286505802492"
"Andere","1984","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Andere","1984","Bayern","Westdeutschland","153","0.0724680316442669","0.0613556090010786","0.0835804542874552"
"Andere","1984","Bayern","Ostdeutschland","","","",""
"Andere","1984","Berlin","Westdeutschland","","","",""
"Andere","1984","Berlin","Ostdeutschland","","","",""
"Andere","1984","Brandenburg","Westdeutschland","","","",""
"Andere","1984","Brandenburg","Ostdeutschland","","","",""
"Andere","1984","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Andere","1984","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Andere","1984","Sachsen","Westdeutschland","","","",""
"Andere","1984","Sachsen","Ostdeutschland","","","",""
"Andere","1984","Sachsen-Anhalt","Westdeutschland","","","",""
"Andere","1984","Sachsen-Anhalt","Ostdeutschland","","","",""
"Andere","1984","Thueringen","Westdeutschland","","","",""
"Andere","1984","Thueringen","Ostdeutschland","","","",""
"voll erwerbstätig","1985","Schleswig-Holstein","Westdeutschland","159","0.415446027515161","0.36403806971062","0.466853985319702"
"voll erwerbstätig","1985","Schleswig-Holstein","Ostdeutschland","","","",""
"voll erwerbstätig","1985","Hamburg","Westdeutschland","128","0.395479097141246","0.338207868056773","0.452750326225719"
"voll erwerbstätig","1985","Hamburg","Ostdeutschland","","","",""
"voll erwerbstätig","1985","Niedersachsen","Westdeutschland","451","0.36986456712608","0.341425680160097","0.398303454092063"
"voll erwerbstätig","1985","Niedersachsen","Ostdeutschland","","","",""
"voll erwerbstätig","1985","Bremen","Westdeutschland","31","0.198686417885326","0.126075080074836","0.271297755695817"
"voll erwerbstätig","1985","Bremen","Ostdeutschland","","","",""
"voll erwerbstätig","1985","Nordrhein-Westfalen","Westdeutschland","1358","0.41423294192563","0.396490488404543","0.431975395446717"
"voll erwerbstätig","1985","Nordrhein-Westfalen","Ostdeutschland","","","",""
"voll erwerbstätig","1985","Hessen","Westdeutschland","551","0.416619684235133","0.38792593212454","0.445313436345726"
"voll erwerbstätig","1985","Hessen","Ostdeutschland","","","",""
"voll erwerbstätig","1985","Rheinland-Pfalz,Saarland","Westdeutschland","345","0.405099469761027","0.370470269953693","0.439728669568362"
"voll erwerbstätig","1985","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"voll erwerbstätig","1985","Baden-Wuerttemberg","Westdeutschland","1074","0.459923419200432","0.43830136142042","0.481545476980444"
"voll erwerbstätig","1985","Baden-Wuerttemberg","Ostdeutschland","","","",""
"voll erwerbstätig","1985","Bayern","Westdeutschland","940","0.43538917145215","0.413077719227064","0.457700623677236"
"voll erwerbstätig","1985","Bayern","Ostdeutschland","","","",""
"voll erwerbstätig","1985","Berlin","Westdeutschland","180","0.448971916286519","0.39794514212345","0.499998690449588"
"voll erwerbstätig","1985","Berlin","Ostdeutschland","","","",""
"voll erwerbstätig","1985","Brandenburg","Westdeutschland","","","",""
"voll erwerbstätig","1985","Brandenburg","Ostdeutschland","","","",""
"voll erwerbstätig","1985","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"voll erwerbstätig","1985","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"voll erwerbstätig","1985","Sachsen","Westdeutschland","","","",""
"voll erwerbstätig","1985","Sachsen","Ostdeutschland","","","",""
"voll erwerbstätig","1985","Sachsen-Anhalt","Westdeutschland","","","",""
"voll erwerbstätig","1985","Sachsen-Anhalt","Ostdeutschland","","","",""
"voll erwerbstätig","1985","Thueringen","Westdeutschland","","","",""
"voll erwerbstätig","1985","Thueringen","Ostdeutschland","","","",""
"Teilzeit","1985","Schleswig-Holstein","Westdeutschland","30","0.077722575603979","0.0497929496574534","0.105652201550505"
"Teilzeit","1985","Schleswig-Holstein","Ostdeutschland","","","",""
"Teilzeit","1985","Hamburg","Westdeutschland","","","",""
"Teilzeit","1985","Hamburg","Ostdeutschland","","","",""
"Teilzeit","1985","Niedersachsen","Westdeutschland","83","0.0741768110759293","0.0587394740020008","0.0896141481498577"
"Teilzeit","1985","Niedersachsen","Ostdeutschland","","","",""
"Teilzeit","1985","Bremen","Westdeutschland","","","",""
"Teilzeit","1985","Bremen","Ostdeutschland","","","",""
"Teilzeit","1985","Nordrhein-Westfalen","Westdeutschland","185","0.0604590325084542","0.0518744862589553","0.0690435787579531"
"Teilzeit","1985","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Teilzeit","1985","Hessen","Westdeutschland","70","0.0682217275086114","0.053547366146506","0.0828960888707167"
"Teilzeit","1985","Hessen","Ostdeutschland","","","",""
"Teilzeit","1985","Rheinland-Pfalz,Saarland","Westdeutschland","38","0.0498644747805438","0.0345102517900349","0.0652186977710527"
"Teilzeit","1985","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Teilzeit","1985","Baden-Wuerttemberg","Westdeutschland","142","0.0755727938885211","0.0641059028185222","0.08703968495852"
"Teilzeit","1985","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Teilzeit","1985","Bayern","Westdeutschland","147","0.0757932057476124","0.063883140459149","0.0877032710360758"
"Teilzeit","1985","Bayern","Ostdeutschland","","","",""
"Teilzeit","1985","Berlin","Westdeutschland","31","0.079841833484018","0.0520352166815381","0.107648450286498"
"Teilzeit","1985","Berlin","Ostdeutschland","","","",""
"Teilzeit","1985","Brandenburg","Westdeutschland","","","",""
"Teilzeit","1985","Brandenburg","Ostdeutschland","","","",""
"Teilzeit","1985","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Teilzeit","1985","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Teilzeit","1985","Sachsen","Westdeutschland","","","",""
"Teilzeit","1985","Sachsen","Ostdeutschland","","","",""
"Teilzeit","1985","Sachsen-Anhalt","Westdeutschland","","","",""
"Teilzeit","1985","Sachsen-Anhalt","Ostdeutschland","","","",""
"Teilzeit","1985","Thueringen","Westdeutschland","","","",""
"Teilzeit","1985","Thueringen","Ostdeutschland","","","",""
"nicht erwerbstätig","1985","Schleswig-Holstein","Westdeutschland","149","0.465962959444245","0.413924776203285","0.518001142685206"
"nicht erwerbstätig","1985","Schleswig-Holstein","Ostdeutschland","","","",""
"nicht erwerbstätig","1985","Hamburg","Westdeutschland","114","0.475918723723951","0.417421562224368","0.534415885223534"
"nicht erwerbstätig","1985","Hamburg","Ostdeutschland","","","",""
"nicht erwerbstätig","1985","Niedersachsen","Westdeutschland","522","0.511982958778983","0.482537418505311","0.541428499052655"
"nicht erwerbstätig","1985","Niedersachsen","Ostdeutschland","","","",""
"nicht erwerbstätig","1985","Bremen","Westdeutschland","74","0.706416358017656","0.623542912185849","0.789289803849464"
"nicht erwerbstätig","1985","Bremen","Ostdeutschland","","","",""
"nicht erwerbstätig","1985","Nordrhein-Westfalen","Westdeutschland","1278","0.478897841041089","0.460904502004809","0.496891180077368"
"nicht erwerbstätig","1985","Nordrhein-Westfalen","Ostdeutschland","","","",""
"nicht erwerbstätig","1985","Hessen","Westdeutschland","461","0.468031663297039","0.438989960750729","0.497073365843348"
"nicht erwerbstätig","1985","Hessen","Ostdeutschland","","","",""
"nicht erwerbstätig","1985","Rheinland-Pfalz,Saarland","Westdeutschland","354","0.502308059985101","0.467038112092767","0.537578007877434"
"nicht erwerbstätig","1985","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"nicht erwerbstätig","1985","Baden-Wuerttemberg","Westdeutschland","728","0.415238528431403","0.393860641020921","0.436616415841885"
"nicht erwerbstätig","1985","Baden-Wuerttemberg","Ostdeutschland","","","",""
"nicht erwerbstätig","1985","Bayern","Westdeutschland","721","0.440213219741544","0.4178745511658","0.462551888317287"
"nicht erwerbstätig","1985","Bayern","Ostdeutschland","","","",""
"nicht erwerbstätig","1985","Berlin","Westdeutschland","138","0.436641651624154","0.385760538173768","0.487522765074539"
"nicht erwerbstätig","1985","Berlin","Ostdeutschland","","","",""
"nicht erwerbstätig","1985","Brandenburg","Westdeutschland","","","",""
"nicht erwerbstätig","1985","Brandenburg","Ostdeutschland","","","",""
"nicht erwerbstätig","1985","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"nicht erwerbstätig","1985","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"nicht erwerbstätig","1985","Sachsen","Westdeutschland","","","",""
"nicht erwerbstätig","1985","Sachsen","Ostdeutschland","","","",""
"nicht erwerbstätig","1985","Sachsen-Anhalt","Westdeutschland","","","",""
"nicht erwerbstätig","1985","Sachsen-Anhalt","Ostdeutschland","","","",""
"nicht erwerbstätig","1985","Thueringen","Westdeutschland","","","",""
"nicht erwerbstätig","1985","Thueringen","Ostdeutschland","","","",""
"Andere","1985","Schleswig-Holstein","Westdeutschland","","","",""
"Andere","1985","Schleswig-Holstein","Ostdeutschland","","","",""
"Andere","1985","Hamburg","Westdeutschland","","","",""
"Andere","1985","Hamburg","Ostdeutschland","","","",""
"Andere","1985","Niedersachsen","Westdeutschland","51","0.0439756630190085","0.0318971088150624","0.0560542172229545"
"Andere","1985","Niedersachsen","Ostdeutschland","","","",""
"Andere","1985","Bremen","Westdeutschland","","","",""
"Andere","1985","Bremen","Ostdeutschland","","","",""
"Andere","1985","Nordrhein-Westfalen","Westdeutschland","140","0.0464101845248266","0.0388328521635413","0.053987516886112"
"Andere","1985","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Andere","1985","Hessen","Westdeutschland","52","0.0471269249592172","0.0347932175103732","0.0594606324080611"
"Andere","1985","Hessen","Ostdeutschland","","","",""
"Andere","1985","Rheinland-Pfalz,Saarland","Westdeutschland","35","0.0427279954733282","0.0284616288869053","0.056994362059751"
"Andere","1985","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Andere","1985","Baden-Wuerttemberg","Westdeutschland","97","0.0492652584796439","0.039876100346015","0.0586544166132729"
"Andere","1985","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Andere","1985","Bayern","Westdeutschland","89","0.048604403058694","0.0389275799784139","0.0582812261389741"
"Andere","1985","Bayern","Ostdeutschland","","","",""
"Andere","1985","Berlin","Westdeutschland","","","",""
"Andere","1985","Berlin","Ostdeutschland","","","",""
"Andere","1985","Brandenburg","Westdeutschland","","","",""
"Andere","1985","Brandenburg","Ostdeutschland","","","",""
"Andere","1985","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Andere","1985","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Andere","1985","Sachsen","Westdeutschland","","","",""
"Andere","1985","Sachsen","Ostdeutschland","","","",""
"Andere","1985","Sachsen-Anhalt","Westdeutschland","","","",""
"Andere","1985","Sachsen-Anhalt","Ostdeutschland","","","",""
"Andere","1985","Thueringen","Westdeutschland","","","",""
"Andere","1985","Thueringen","Ostdeutschland","","","",""
"voll erwerbstätig","1986","Schleswig-Holstein","Westdeutschland","151","0.4554131126129","0.401102689600676","0.509723535625123"
"voll erwerbstätig","1986","Schleswig-Holstein","Ostdeutschland","","","",""
"voll erwerbstätig","1986","Hamburg","Westdeutschland","117","0.415771175483857","0.355397615225376","0.476144735742337"
"voll erwerbstätig","1986","Hamburg","Ostdeutschland","","","",""
"voll erwerbstätig","1986","Niedersachsen","Westdeutschland","463","0.378685438978216","0.350124447489872","0.407246430466561"
"voll erwerbstätig","1986","Niedersachsen","Ostdeutschland","","","",""
"voll erwerbstätig","1986","Bremen","Westdeutschland","32","0.212259371089065","0.135494963744184","0.289023778433947"
"voll erwerbstätig","1986","Bremen","Ostdeutschland","","","",""
"voll erwerbstätig","1986","Nordrhein-Westfalen","Westdeutschland","1287","0.402697529692564","0.384713806508962","0.420681252876166"
"voll erwerbstätig","1986","Nordrhein-Westfalen","Ostdeutschland","","","",""
"voll erwerbstätig","1986","Hessen","Westdeutschland","497","0.409811971409837","0.380050947734619","0.439572995085056"
"voll erwerbstätig","1986","Hessen","Ostdeutschland","","","",""
"voll erwerbstätig","1986","Rheinland-Pfalz,Saarland","Westdeutschland","355","0.413037029015702","0.37823658642254","0.447837471608864"
"voll erwerbstätig","1986","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"voll erwerbstätig","1986","Baden-Wuerttemberg","Westdeutschland","1047","0.463749560980592","0.441822786816916","0.485676335144268"
"voll erwerbstätig","1986","Baden-Wuerttemberg","Ostdeutschland","","","",""
"voll erwerbstätig","1986","Bayern","Westdeutschland","865","0.433934274054254","0.410864723676867","0.457003824431641"
"voll erwerbstätig","1986","Bayern","Ostdeutschland","","","",""
"voll erwerbstätig","1986","Berlin","Westdeutschland","183","0.47889663085589","0.426709960256115","0.531083301455665"
"voll erwerbstätig","1986","Berlin","Ostdeutschland","","","",""
"voll erwerbstätig","1986","Brandenburg","Westdeutschland","","","",""
"voll erwerbstätig","1986","Brandenburg","Ostdeutschland","","","",""
"voll erwerbstätig","1986","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"voll erwerbstätig","1986","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"voll erwerbstätig","1986","Sachsen","Westdeutschland","","","",""
"voll erwerbstätig","1986","Sachsen","Ostdeutschland","","","",""
"voll erwerbstätig","1986","Sachsen-Anhalt","Westdeutschland","","","",""
"voll erwerbstätig","1986","Sachsen-Anhalt","Ostdeutschland","","","",""
"voll erwerbstätig","1986","Thueringen","Westdeutschland","","","",""
"voll erwerbstätig","1986","Thueringen","Ostdeutschland","","","",""
"Teilzeit","1986","Schleswig-Holstein","Westdeutschland","","","",""
"Teilzeit","1986","Schleswig-Holstein","Ostdeutschland","","","",""
"Teilzeit","1986","Hamburg","Westdeutschland","","","",""
"Teilzeit","1986","Hamburg","Ostdeutschland","","","",""
"Teilzeit","1986","Niedersachsen","Westdeutschland","75","0.0635766890051272","0.0492097822755783","0.0779435957346761"
"Teilzeit","1986","Niedersachsen","Ostdeutschland","","","",""
"Teilzeit","1986","Bremen","Westdeutschland","","","",""
"Teilzeit","1986","Bremen","Ostdeutschland","","","",""
"Teilzeit","1986","Nordrhein-Westfalen","Westdeutschland","149","0.0513149895303433","0.0432244755539847","0.059405503506702"
"Teilzeit","1986","Nordrhein-Westfalen","Ostdeutschland","","","",""
"Teilzeit","1986","Hessen","Westdeutschland","61","0.0664248774464032","0.0513553246986741","0.0814944301941323"
"Teilzeit","1986","Hessen","Ostdeutschland","","","",""
"Teilzeit","1986","Rheinland-Pfalz,Saarland","Westdeutschland","33","0.0450372655837118","0.0303796225567945","0.0596949086106291"
"Teilzeit","1986","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"Teilzeit","1986","Baden-Wuerttemberg","Westdeutschland","126","0.0693979478736011","0.0582240557404178","0.0805718400067843"
"Teilzeit","1986","Baden-Wuerttemberg","Ostdeutschland","","","",""
"Teilzeit","1986","Bayern","Westdeutschland","119","0.0644471680671323","0.0530176004497255","0.0758767356845392"
"Teilzeit","1986","Bayern","Ostdeutschland","","","",""
"Teilzeit","1986","Berlin","Westdeutschland","30","0.068024394791487","0.0417210259512653","0.0943277636317086"
"Teilzeit","1986","Berlin","Ostdeutschland","","","",""
"Teilzeit","1986","Brandenburg","Westdeutschland","","","",""
"Teilzeit","1986","Brandenburg","Ostdeutschland","","","",""
"Teilzeit","1986","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"Teilzeit","1986","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"Teilzeit","1986","Sachsen","Westdeutschland","","","",""
"Teilzeit","1986","Sachsen","Ostdeutschland","","","",""
"Teilzeit","1986","Sachsen-Anhalt","Westdeutschland","","","",""
"Teilzeit","1986","Sachsen-Anhalt","Ostdeutschland","","","",""
"Teilzeit","1986","Thueringen","Westdeutschland","","","",""
"Teilzeit","1986","Thueringen","Ostdeutschland","","","",""
"nicht erwerbstätig","1986","Schleswig-Holstein","Westdeutschland","128","0.419841950340494","0.366019569306304","0.473664331374685"
"nicht erwerbstätig","1986","Schleswig-Holstein","Ostdeutschland","","","",""
"nicht erwerbstätig","1986","Hamburg","Westdeutschland","113","0.499797490471271","0.43854862097804","0.561046359964501"
"nicht erwerbstätig","1986","Hamburg","Ostdeutschland","","","",""
"nicht erwerbstätig","1986","Niedersachsen","Westdeutschland","496","0.493405847799393","0.463967702593547","0.522843993005239"
"nicht erwerbstätig","1986","Niedersachsen","Ostdeutschland","","","",""
"nicht erwerbstätig","1986","Bremen","Westdeutschland","60","0.646343068170629","0.556588310804644","0.736097825536613"
"nicht erwerbstätig","1986","Bremen","Ostdeutschland","","","",""
"nicht erwerbstätig","1986","Nordrhein-Westfalen","Westdeutschland","1258","0.488916790298931","0.470587052455584","0.507246528142278"
"nicht erwerbstätig","1986","Nordrhein-Westfalen","Ostdeutschland","","","",""
"nicht erwerbstätig","1986","Hessen","Westdeutschland","417","0.457446302746688","0.427298770282331","0.487593835211046"
"nicht erwerbstätig","1986","Hessen","Ostdeutschland","","","",""
"nicht erwerbstätig","1986","Rheinland-Pfalz,Saarland","Westdeutschland","346","0.501883735584097","0.466544931906007","0.537222539262187"
"nicht erwerbstätig","1986","Rheinland-Pfalz,Saarland","Ostdeutschland","","","",""
"nicht erwerbstätig","1986","Baden-Wuerttemberg","Westdeutschland","694","0.409721274840374","0.388097974504881","0.431344575175866"
"nicht erwerbstätig","1986","Baden-Wuerttemberg","Ostdeutschland","","","",""
"nicht erwerbstätig","1986","Bayern","Westdeutschland","676","0.441942981947059","0.418826798562701","0.465059165331416"
"nicht erwerbstätig","1986","Bayern","Ostdeutschland","","","",""
"nicht erwerbstätig","1986","Berlin","Westdeutschland","127","0.423907206570092","0.37228240677677","0.475532006363414"
"nicht erwerbstätig","1986","Berlin","Ostdeutschland","","","",""
"nicht erwerbstätig","1986","Brandenburg","Westdeutschland","","","",""
"nicht erwerbstätig","1986","Brandenburg","Ostdeutschland","","","",""
"nicht erwerbstätig","1986","Mecklenburg-Vorpommern","Westdeutschland","","","",""
"nicht erwerbstätig","1986","Mecklenburg-Vorpommern","Ostdeutschland","","","",""
"nicht erwerbstätig","1986","Sachsen","Westdeutschland","","","",""
"nicht erwerbstätig","1986","Sachsen","Ostdeutschland","","","",""
"nicht erwerbstätig","1986","Sachsen-Anhalt","Westdeutschland","","","",""
"nicht erwerbstätig","1986","Sachsen-Anhalt","Ostdeutschland","","","",""
"nicht erwerbstätig","1986","Thueringen","Westdeutschland","","","",""
"nicht erwerbstätig","1986","Thueringen","Ostdeutschland","","","",""
"Andere","1986","Schleswig-Holstein","Westdeutschland","","","",""
"Andere","1986","Schleswig-Holstein","Ostdeutschland","","","",""
"Andere","1986","Hamburg","Westdeutschland","","","",""
"Andere","1986","Hamburg","Ostdeutschland","","","",""
"Andere","1986","Niedersachsen","Westdeutschland","74","0.0643320242172638","0.0498858548585326","0.0787781935759949"
"Andere","1986","Niedersachsen","Ostdeutschland","","","",""
"Andere","1986","Bremen","Westdeutschland","","","",""
"Andere","1986","Bremen","Ostdeutschland","","","",""
