"erwst","year","regtyp","n","percent","lower_confidence","upper_confidence"
"voll erwerbstätig","1988","Staedtischer Raum","3701","0.431139327287976","0.42020488196096","0.442073772614992"
"Andere","1989","Laendlicher Raum","118","0.0481821482546973","0.038756597493122","0.0576076990162726"
"Andere","1989","Staedtischer Raum","452","0.0529174996134061","0.0479103643815967","0.0579246348452154"
"nicht erwerbstätig","1989","Laendlicher Raum","791","0.4637721662915","0.441823216217483","0.485721116365518"
"nicht erwerbstätig","1989","Staedtischer Raum","3014","0.440846785872502","0.429742132431344","0.45195143931366"
"Teilzeit","1989","Laendlicher Raum","152","0.0766529425669326","0.0649435697364376","0.0883623153974275"
"Teilzeit","1989","Staedtischer Raum","521","0.0679768798083201","0.0623471219830848","0.0736066376335554"
"voll erwerbstätig","1989","Laendlicher Raum","922","0.41139274288687","0.389734268929504","0.433051216844236"
"voll erwerbstätig","1989","Staedtischer Raum","3692","0.438258834705772","0.427161230736265","0.449356438675279"
"Andere","1990","Laendlicher Raum","215","0.043617093715548","0.0378702159522877","0.0493639714788083"
"Andere","1990","Staedtischer Raum","443","0.0462796349895049","0.0419263724166258","0.0506328975623839"
"nicht erwerbstätig","1990","Laendlicher Raum","1434","0.381667799795133","0.367998653636496","0.395336945953769"
"nicht erwerbstätig","1990","Staedtischer Raum","3259","0.417013497280274","0.406796725829843","0.427230268730704"
"Teilzeit","1990","Laendlicher Raum","433","0.084921268351303","0.0770774927312121","0.0927650439713938"
"Teilzeit","1990","Staedtischer Raum","693","0.0766837863115493","0.0711701720707833","0.0821974005523153"
"voll erwerbstätig","1990","Laendlicher Raum","2770","0.489793838138016","0.475727948577494","0.503859727698539"
"voll erwerbstätig","1990","Staedtischer Raum","4552","0.460023081418672","0.449695781687347","0.470350381149997"
"Andere","1991","Laendlicher Raum","246","0.0499554595396347","0.0437581678506024","0.0561527512286669"
"Andere","1991","Staedtischer Raum","507","0.0530857094492887","0.0483877092480159","0.0577837096505614"
"nicht erwerbstätig","1991","Laendlicher Raum","1674","0.421212622788551","0.407166751336482","0.43525849424062"
"nicht erwerbstätig","1991","Staedtischer Raum","3188","0.41618250181808","0.40585371426406","0.4265112893721"
"Teilzeit","1991","Laendlicher Raum","323","0.0710633826585478","0.0637544416851788","0.0783723236319169"
"Teilzeit","1991","Staedtischer Raum","656","0.0752550988404791","0.0697273561280679","0.0807828415528903"
"voll erwerbstätig","1991","Laendlicher Raum","2504","0.457768535013266","0.443595795606255","0.471941274420278"
"voll erwerbstätig","1991","Staedtischer Raum","4398","0.455476689892153","0.445041263510877","0.465912116273428"
"Andere","1992","Laendlicher Raum","228","0.047872085551095","0.0416727512523776","0.0540714198498125"
"Andere","1992","Staedtischer Raum","433","0.0431421355381966","0.0388582227266734","0.0474260483497199"
"nicht erwerbstätig","1992","Laendlicher Raum","1808","0.455289243940455","0.440828757450517","0.469749730430393"
"nicht erwerbstätig","1992","Staedtischer Raum","3353","0.435854692956245","0.425399490630391","0.446309895282099"
"Teilzeit","1992","Laendlicher Raum","283","0.0674023921566466","0.060122230264933","0.0746825540483603"
"Teilzeit","1992","Staedtischer Raum","657","0.0763987399477104","0.0707979221498991","0.0819995577455218"
"voll erwerbstätig","1992","Laendlicher Raum","2237","0.429436278351803","0.415062939120216","0.443809617583391"
"voll erwerbstätig","1992","Staedtischer Raum","4198","0.444604431557848","0.434127015571335","0.455081847544361"
"Andere","1993","Laendlicher Raum","259","0.0521298092519635","0.0456530716878195","0.0586065468161075"
"Andere","1993","Staedtischer Raum","448","0.0476043191113403","0.0430978376133712","0.0521108006093094"
"nicht erwerbstätig","1993","Laendlicher Raum","1851","0.465231859792656","0.450698825909287","0.479764893676025"
"nicht erwerbstätig","1993","Staedtischer Raum","3364","0.43445686222476","0.423965982595631","0.444947741853889"
"Teilzeit","1993","Laendlicher Raum","280","0.0677052073397749","0.0603849480452724","0.0750254666342775"
"Teilzeit","1993","Staedtischer Raum","638","0.0751938366624383","0.0696127060669613","0.0807749672579154"
"voll erwerbstätig","1993","Laendlicher Raum","2135","0.414933123615606","0.400577217563778","0.429289029667433"
"voll erwerbstätig","1993","Staedtischer Raum","4126","0.442744982001461","0.43223239694543","0.453257567057492"
"Andere","1994","Laendlicher Raum","265","0.0545398575167938","0.047847667967329","0.0612320470662586"
"Andere","1994","Staedtischer Raum","425","0.0438650055546734","0.0394984555525997","0.048231555556747"
"nicht erwerbstätig","1994","Laendlicher Raum","1834","0.474960125712979","0.460243293435641","0.489676957990316"
"nicht erwerbstätig","1994","Staedtischer Raum","3483","0.453081837385923","0.442468078044589","0.463695596727257"
"Teilzeit","1994","Laendlicher Raum","278","0.0667934995556284","0.0594357398857252","0.0741512592255316"
"Teilzeit","1994","Staedtischer Raum","605","0.072113973711384","0.0665985768533789","0.0776293705693891"
"voll erwerbstätig","1994","Laendlicher Raum","2046","0.403706517214599","0.389247041940902","0.418165992488296"
"voll erwerbstätig","1994","Staedtischer Raum","3937","0.43093918334802","0.420380565536175","0.441497801159864"
"Andere","1995","Laendlicher Raum","284","0.0546067567124919","0.0480257519087589","0.061187761516225"
"Andere","1995","Staedtischer Raum","461","0.0473137521210859","0.0428535217249298","0.051773982517242"
"nicht erwerbstätig","1995","Laendlicher Raum","1839","0.465272910849944","0.450825742083356","0.479720079616532"
"nicht erwerbstätig","1995","Staedtischer Raum","3591","0.458691101151991","0.44822291611824","0.469159286185742"
"Teilzeit","1995","Laendlicher Raum","313","0.0700657566514529","0.0626723976043363","0.0774591156985695"
"Teilzeit","1995","Staedtischer Raum","663","0.074759714681531","0.0692344926560884","0.0802849367069736"
"voll erwerbstätig","1995","Laendlicher Raum","2143","0.410054575786111","0.395808688003473","0.424300463568749"
"voll erwerbstätig","1995","Staedtischer Raum","3989","0.419235432045392","0.408869277095583","0.429601586995201"
"Andere","1996","Laendlicher Raum","255","0.0465145984539303","0.0403866463310649","0.0526425505767957"
"Andere","1996","Staedtischer Raum","450","0.0476727226824121","0.0431457132336165","0.0521997321312077"
"nicht erwerbstätig","1996","Laendlicher Raum","1876","0.474352905336559","0.459823039037921","0.488882771635197"
"nicht erwerbstätig","1996","Staedtischer Raum","3517","0.457698063513161","0.447113001027621","0.468283125998701"
"Teilzeit","1996","Laendlicher Raum","333","0.0795803501775673","0.0717051869308478","0.0874555134242867"
"Teilzeit","1996","Staedtischer Raum","721","0.0819624657979769","0.0761344457424527","0.0877904858535012"
"voll erwerbstätig","1996","Laendlicher Raum","2073","0.399552146031944","0.385299743367948","0.413804548695939"
"voll erwerbstätig","1996","Staedtischer Raum","3822","0.41266674800645","0.402206900732532","0.423126595280368"
"Andere","1997","Laendlicher Raum","243","0.0437427516399446","0.0377457809217583","0.0497397223581309"
"Andere","1997","Staedtischer Raum","439","0.0440099989717007","0.0396128287058783","0.0484071692375231"
"nicht erwerbstätig","1997","Laendlicher Raum","1883","0.488321479767585","0.473664549695699","0.50297840983947"
"nicht erwerbstätig","1997","Staedtischer Raum","3547","0.466999266012445","0.456303966996802","0.477694565028088"
"Teilzeit","1997","Laendlicher Raum","301","0.0698855046989038","0.0624097805437927","0.0773612288540149"
"Teilzeit","1997","Staedtischer Raum","691","0.0839343194177266","0.0779899742210752","0.0898786646143779"
"voll erwerbstätig","1997","Laendlicher Raum","2041","0.398050263893567","0.383697333420811","0.412403194366323"
"voll erwerbstätig","1997","Staedtischer Raum","3682","0.405056415598128","0.39453276115999","0.415580070036265"
"Andere","1998","Laendlicher Raum","313","0.0527303499261977","0.046521834235031","0.0589388656173645"
"Andere","1998","Staedtischer Raum","483","0.0444623309127137","0.0402641358146895","0.0486605260107379"
"nicht erwerbstätig","1998","Laendlicher Raum","2152","0.491395917826122","0.477508345368662","0.505283490283582"
"nicht erwerbstätig","1998","Staedtischer Raum","3957","0.463537210911708","0.453380462358483","0.473693959464933"
"Teilzeit","1998","Laendlicher Raum","341","0.0708804385157424","0.0637515857596309","0.078009291271854"
"Teilzeit","1998","Staedtischer Raum","769","0.0846174953521979","0.0789489192096727","0.0902860714947231"
"voll erwerbstätig","1998","Laendlicher Raum","2172","0.384993293731938","0.371476080869595","0.398510506594281"
"voll erwerbstätig","1998","Staedtischer Raum","4051","0.407382962823381","0.397375336165136","0.417390589481626"
"Andere","1999","Laendlicher Raum","332","0.0599147664116804","0.0532078004295266","0.0666217323938342"
"Andere","1999","Staedtischer Raum","567","0.0604965177706841","0.0555334797423733","0.0654595557989949"
"nicht erwerbstätig","1999","Laendlicher Raum","1981","0.469582988602402","0.45547904857192","0.483686928632883"
"nicht erwerbstätig","1999","Staedtischer Raum","3635","0.447395844501088","0.437044750238455","0.45774693876372"
"Teilzeit","1999","Laendlicher Raum","377","0.0768976639358456","0.0693683214691931","0.084427006402498"
"Teilzeit","1999","Staedtischer Raum","739","0.0809901951510231","0.0753107028851349","0.0866696874169112"
"voll erwerbstätig","1999","Laendlicher Raum","2120","0.393604581050073","0.379798081569156","0.407411080530989"
"voll erwerbstätig","1999","Staedtischer Raum","3923","0.411117442577205","0.400874363765093","0.421360521389316"
"Andere","2000","Laendlicher Raum","571","0.0612208208679117","0.0561041398928458","0.0663375018429776"
"Andere","2000","Staedtischer Raum","920","0.0565550484988347","0.052939081688231","0.0601710153094384"
"nicht erwerbstätig","2000","Laendlicher Raum","3645","0.461309093364878","0.450669552894092","0.471948633835665"
"nicht erwerbstätig","2000","Staedtischer Raum","6679","0.443327527327815","0.435550874952801","0.451104179702828"
"Teilzeit","2000","Laendlicher Raum","700","0.0800910236605726","0.074297785384099","0.0858842619370462"
"Teilzeit","2000","Staedtischer Raum","1532","0.0937530748443176","0.0891901165765232","0.098316033112112"
"voll erwerbstätig","2000","Laendlicher Raum","3517","0.397379062106638","0.386934706754068","0.407823417459207"
"voll erwerbstätig","2000","Staedtischer Raum","6545","0.406364349329033","0.398675731916371","0.414052966741696"
"Andere","2001","Laendlicher Raum","536","0.0613442070821104","0.0559666414252873","0.0667217727389336"
"Andere","2001","Staedtischer Raum","922","0.062057960253417","0.0580998086721201","0.0660161118347139"
"nicht erwerbstätig","2001","Laendlicher Raum","3345","0.467715447038861","0.456533728691259","0.478897165386463"
"nicht erwerbstätig","2001","Staedtischer Raum","6002","0.440585964603178","0.432441028516886","0.448730900689469"
"Teilzeit","2001","Laendlicher Raum","645","0.0815558783716369","0.0754224998961227","0.0876892568471511"
"Teilzeit","2001","Staedtischer Raum","1412","0.0937048069413753","0.0889237771938318","0.0984858366889188"
"voll erwerbstätig","2001","Laendlicher Raum","3123","0.389384467507391","0.378457013278353","0.40031192173643"
"voll erwerbstätig","2001","Staedtischer Raum","5936","0.40365126820203","0.395601952092588","0.411700584311472"
"Andere","2002","Laendlicher Raum","549","0.0666473488081543","0.0611081182588718","0.0721865793574367"
"Andere","2002","Staedtischer Raum","987","0.0630446623997332","0.0591857251822135","0.0669035996172529"
"nicht erwerbstätig","2002","Laendlicher Raum","3387","0.475032574229902","0.46394177117401","0.486123377285794"
"nicht erwerbstätig","2002","Staedtischer Raum","6268","0.456149137536569","0.448240941141088","0.46405733393205"
"Teilzeit","2002","Laendlicher Raum","692","0.0842669783970777","0.0780975025553674","0.0904364542387879"
"Teilzeit","2002","Staedtischer Raum","1591","0.0935002935046655","0.0888778200333928","0.0981227669759383"
"voll erwerbstätig","2002","Laendlicher Raum","3160","0.374053098564866","0.363306513148772","0.38479968398096"
"voll erwerbstätig","2002","Staedtischer Raum","6392","0.387305906559032","0.379571392854508","0.395040420263556"
"Andere","2003","Laendlicher Raum","535","0.0663029035431296","0.0606590806596904","0.0719467264265689"
"Andere","2003","Staedtischer Raum","960","0.0622969494045414","0.0583898408454067","0.0662040579636761"
"nicht erwerbstätig","2003","Laendlicher Raum","3293","0.479510170469199","0.46817810346858","0.490842237469819"
"nicht erwerbstätig","2003","Staedtischer Raum","6252","0.465321726792616","0.457258435346415","0.473385018238816"
"Teilzeit","2003","Laendlicher Raum","704","0.0900580810681366","0.083564679240745","0.0965514828955282"
"Teilzeit","2003","Staedtischer Raum","1565","0.0934687413121438","0.0887631520865677","0.09817433053772"
"voll erwerbstätig","2003","Laendlicher Raum","2934","0.364128844919535","0.353214034362842","0.375043655476227"
"voll erwerbstätig","2003","Staedtischer Raum","5923","0.378912582490699","0.371070429642543","0.386754735338856"
"Andere","2004","Laendlicher Raum","539","0.0665733150238405","0.0608513560485358","0.0722952739991453"
"Andere","2004","Staedtischer Raum","987","0.0677746233753064","0.0636578644517975","0.0718913822988153"
"nicht erwerbstätig","2004","Laendlicher Raum","3257","0.492802202517163","0.481326493132583","0.504277911901744"
"nicht erwerbstätig","2004","Staedtischer Raum","6125","0.46398032713012","0.455812593484714","0.472148060775526"
"Teilzeit","2004","Laendlicher Raum","683","0.0856407584775887","0.0792175321686473","0.0920639847865301"
"Teilzeit","2004","Staedtischer Raum","1503","0.0929086399215125","0.0881540289837388","0.0976632508592862"
"voll erwerbstätig","2004","Laendlicher Raum","2812","0.354983723981407","0.344000139388215","0.3659673085746"
"voll erwerbstätig","2004","Staedtischer Raum","5706","0.375336409573061","0.367406013779135","0.383266805366987"
"Andere","2005","Laendlicher Raum","502","0.0703641521300648","0.0643611234394601","0.0763671808206696"
"Andere","2005","Staedtischer Raum","995","0.0724752310881864","0.0681376313218698","0.0768128308545031"
"nicht erwerbstätig","2005","Laendlicher Raum","3169","0.483727987220419","0.471998523473768","0.495457450967069"
"nicht erwerbstätig","2005","Staedtischer Raum","5956","0.459283844577314","0.450946703089696","0.467620986064933"
"Teilzeit","2005","Laendlicher Raum","657","0.0867570493897483","0.0801503612146364","0.0933637375648601"
"Teilzeit","2005","Staedtischer Raum","1435","0.0964891631944412","0.0915494939789869","0.101428832409895"
"voll erwerbstätig","2005","Laendlicher Raum","2645","0.359150811259768","0.347890390889955","0.370411231629581"
"voll erwerbstätig","2005","Staedtischer Raum","5339","0.371751761140058","0.363666685790843","0.379836836489274"
"Andere","2006","Laendlicher Raum","620","0.0784130312495395","0.0723977480604206","0.0844283144386585"
"Andere","2006","Staedtischer Raum","1073","0.0746514486440736","0.0703875884310114","0.0789153088571358"
"nicht erwerbstätig","2006","Laendlicher Raum","3512","0.478058949998467","0.466881435341511","0.489236464655424"
"nicht erwerbstätig","2006","Staedtischer Raum","6438","0.460725938485132","0.452639500483022","0.468812376487243"
"Teilzeit","2006","Laendlicher Raum","744","0.0833703116193037","0.0771845031905036","0.0895561200481037"
"Teilzeit","2006","Staedtischer Raum","1565","0.0969505392753599","0.0921503092728757","0.101750769277844"
"voll erwerbstätig","2006","Laendlicher Raum","2796","0.360157707132689","0.349415918019535","0.370899496245844"
"voll erwerbstätig","2006","Staedtischer Raum","5520","0.367672073595434","0.359849806029698","0.37549434116117"
"Andere","2007","Laendlicher Raum","554","0.0794389393275865","0.0732047205671618","0.0856731580880111"
"Andere","2007","Staedtischer Raum","995","0.0735284441192444","0.0691452840816579","0.0779116041568309"
"nicht erwerbstätig","2007","Laendlicher Raum","3217","0.457017244813791","0.445533108696132","0.468501380931449"
"nicht erwerbstätig","2007","Staedtischer Raum","5920","0.452736721939663","0.444377523996592","0.461095919882734"
"Teilzeit","2007","Laendlicher Raum","736","0.0917532504074071","0.0850981950186135","0.0984083057962006"
"Teilzeit","2007","Staedtischer Raum","1554","0.103305393270277","0.0981941403575186","0.108416646183036"
"voll erwerbstätig","2007","Laendlicher Raum","2721","0.371790565451216","0.36064914846464","0.382931982437791"
"voll erwerbstätig","2007","Staedtischer Raum","5152","0.370429440670816","0.362319483738294","0.378539397603337"
"Andere","2008","Laendlicher Raum","528","0.080765310369373","0.0742733533101489","0.087257267428597"
"Andere","2008","Staedtischer Raum","988","0.0820881144010174","0.0773334935029615","0.0868427352990734"
"nicht erwerbstätig","2008","Laendlicher Raum","2970","0.446831228998376","0.43498580558876","0.458676652407992"
"nicht erwerbstätig","2008","Staedtischer Raum","5445","0.433393657156453","0.424810298701707","0.441977015611198"
"Teilzeit","2008","Laendlicher Raum","691","0.0952684818483358","0.0882735339321821","0.10226342976449"
"Teilzeit","2008","Staedtischer Raum","1437","0.099929882755073","0.0947351750138432","0.105124590496303"
"voll erwerbstätig","2008","Laendlicher Raum","2578","0.377134978783915","0.365587281747078","0.388682675820752"
"voll erwerbstätig","2008","Staedtischer Raum","4934","0.384588345687457","0.376161672009249","0.393015019365665"
"Andere","2009","Laendlicher Raum","477","0.0804554629894586","0.0738087723015011","0.0871021536774162"
"Andere","2009","Staedtischer Raum","944","0.0844025718038093","0.0793908397167508","0.0894143038908678"
"nicht erwerbstätig","2009","Laendlicher Raum","2818","0.441484447661492","0.429350093809119","0.453618801513865"
"nicht erwerbstätig","2009","Staedtischer Raum","5047","0.432652622648128","0.423720556702186","0.441584688594069"
"Teilzeit","2009","Laendlicher Raum","667","0.0944225599299799","0.0872769056896558","0.101568214170304"
"Teilzeit","2009","Staedtischer Raum","1322","0.100147041150562","0.0947349816765062","0.105559100624619"
"voll erwerbstätig","2009","Laendlicher Raum","2471","0.38363752941907","0.371754697565927","0.395520361272213"
"voll erwerbstätig","2009","Staedtischer Raum","4506","0.382797764397501","0.374034696709202","0.391560832085799"
"Andere","2010","Laendlicher Raum","751","0.0883746626089926","0.0823412973428187","0.0944080278751665"
"Andere","2010","Staedtischer Raum","1315","0.0825920513272662","0.0783032065386264","0.0868808961159061"
"nicht erwerbstätig","2010","Laendlicher Raum","3536","0.430396997567963","0.419872332301097","0.440921662834829"
"nicht erwerbstätig","2010","Staedtischer Raum","6659","0.436478746669152","0.428751466571574","0.444206026766731"
"Teilzeit","2010","Laendlicher Raum","1019","0.0979616411658436","0.091642936312709","0.104280346018978"
"Teilzeit","2010","Staedtischer Raum","2033","0.103792124348462","0.0990401232498934","0.108544125447031"
"voll erwerbstätig","2010","Laendlicher Raum","3196","0.383266698657201","0.372932262579984","0.393601134734418"
"voll erwerbstätig","2010","Staedtischer Raum","5817","0.377137077655119","0.369585532751599","0.384688622558639"
"Andere","2011","Laendlicher Raum","893","0.0849733069215584","0.0796239991394191","0.0903226147036977"
"Andere","2011","Staedtischer Raum","1409","0.072308043054521","0.0685715624303284","0.0760445236787136"
"nicht erwerbstätig","2011","Laendlicher Raum","4247","0.423695494869044","0.414215843293249","0.433175146444839"
"nicht erwerbstätig","2011","Staedtischer Raum","7595","0.435378727761163","0.428225867247896","0.442531588274431"
"Teilzeit","2011","Laendlicher Raum","1339","0.0997389270923719","0.0939904073567771","0.105487446827967"
"Teilzeit","2011","Staedtischer Raum","2599","0.102561637581288","0.0981847809276882","0.106938494234889"
"voll erwerbstätig","2011","Laendlicher Raum","3959","0.391592271117026","0.382228433759274","0.400956108474778"
"voll erwerbstätig","2011","Staedtischer Raum","6854","0.389751591603027","0.382715770127463","0.396787413078591"
"Andere","2012","Laendlicher Raum","899","0.0782893400541881","0.0731116453069385","0.0834670348014376"
"Andere","2012","Staedtischer Raum","1491","0.0787651749845752","0.0748107292854202","0.0827196206837301"
"nicht erwerbstätig","2012","Laendlicher Raum","4203","0.433423051644987","0.423871514369278","0.442974588920697"
"nicht erwerbstätig","2012","Staedtischer Raum","7138","0.423530337372057","0.416276566848583","0.430784107895531"
"Teilzeit","2012","Laendlicher Raum","1389","0.106760092457325","0.100807908414538","0.112712276500113"
"Teilzeit","2012","Staedtischer Raum","2558","0.104616406386131","0.10012339223083","0.109109420541433"
"voll erwerbstätig","2012","Laendlicher Raum","3849","0.381527515843499","0.372164603761412","0.390890427925587"
"voll erwerbstätig","2012","Staedtischer Raum","6638","0.393088081257236","0.385917719074752","0.40025844343972"
"Andere","2013","Laendlicher Raum","1003","0.0807234398066274","0.0755708029261575","0.0858760766870973"
"Andere","2013","Staedtischer Raum","2025","0.0863337326210521","0.0824833638730525","0.0901841013690518"
"nicht erwerbstätig","2013","Laendlicher Raum","4230","0.435729784349074","0.426350735417444","0.445108833280703"
"nicht erwerbstätig","2013","Staedtischer Raum","7799","0.419592920733488","0.412827439467592","0.426358401999385"
"Teilzeit","2013","Laendlicher Raum","1516","0.111671247008489","0.105713745553739","0.117628748463239"
"Teilzeit","2013","Staedtischer Raum","2940","0.108772156942435","0.10450369402826","0.113040619856609"
"voll erwerbstätig","2013","Laendlicher Raum","3988","0.37187552883581","0.362733801335925","0.381017256335695"
"voll erwerbstätig","2013","Staedtischer Raum","7675","0.385301189703025","0.378629288134406","0.391973091271644"
"Andere","2014","Laendlicher Raum","967","0.0910924477375116","0.0853571185092707","0.0968277769657525"
"Andere","2014","Staedtischer Raum","1813","0.0888186335970251","0.084660295629617","0.0929769715644331"
"nicht erwerbstätig","2014","Laendlicher Raum","3799","0.424126659659626","0.414275925845048","0.433977393474203"
"nicht erwerbstätig","2014","Staedtischer Raum","6940","0.41627907858817","0.40907364289121","0.42348451428513"
"Teilzeit","2014","Laendlicher Raum","1335","0.114419005050827","0.108074167045632","0.120763843056022"
"Teilzeit","2014","Staedtischer Raum","2568","0.112838236267349","0.108213415811751","0.117463056722947"
"voll erwerbstätig","2014","Laendlicher Raum","3568","0.370361887552036","0.36073655020623","0.379987224897842"
"voll erwerbstätig","2014","Staedtischer Raum","6658","0.382064051547456","0.374961651284948","0.389166451809963"
"Andere","2015","Laendlicher Raum","936","0.0901468790652636","0.0843969480647782","0.0958968100657491"
"Andere","2015","Staedtischer Raum","1713","0.0873974053328722","0.0832499485710109","0.0915448620947335"
"nicht erwerbstätig","2015","Laendlicher Raum","3737","0.414289002491471","0.404399031165962","0.424178973816981"
"nicht erwerbstätig","2015","Staedtischer Raum","6909","0.413362408652788","0.406130679008965","0.420594138296612"
"Teilzeit","2015","Laendlicher Raum","1344","0.120554711574847","0.114017415598039","0.127092007551655"
"Teilzeit","2015","Staedtischer Raum","2607","0.117669064454428","0.112937130751973","0.122400998156883"
"voll erwerbstätig","2015","Laendlicher Raum","3513","0.375009406868418","0.365289559124431","0.384729254612405"
"voll erwerbstätig","2015","Staedtischer Raum","6583","0.381571121559911","0.374437264917471","0.388704978202352"
"Andere","2016","Laendlicher Raum","871","0.0838354295116627","0.0782981889515935","0.0893726700717318"
"Andere","2016","Staedtischer Raum","1622","0.0837955945103438","0.0797672221242321","0.0878239668964556"
"nicht erwerbstätig","2016","Laendlicher Raum","4188","0.410499283334136","0.400670693342801","0.42032787332547"
"nicht erwerbstätig","2016","Staedtischer Raum","8048","0.409562240951836","0.402412836834534","0.416711645069139"
"Teilzeit","2016","Laendlicher Raum","1326","0.130983031585985","0.124242184190537","0.137723878981433"
"Teilzeit","2016","Staedtischer Raum","2491","0.118162653153575","0.113469581447109","0.122855724860041"
"voll erwerbstätig","2016","Laendlicher Raum","3238","0.374682255568217","0.36501117976275","0.384353331373683"
"voll erwerbstätig","2016","Staedtischer Raum","6013","0.388479511384245","0.381393327878301","0.395565694890188"
"Andere","2017","Laendlicher Raum","994","0.0878538451400192","0.0825272973867139","0.0931803928933244"
"Andere","2017","Staedtischer Raum","1755","0.0863483275093415","0.0824837416893681","0.0902129133293148"
"nicht erwerbstätig","2017","Laendlicher Raum","4594","0.396969568778702","0.387763346761634","0.406175790795771"
"nicht erwerbstätig","2017","Staedtischer Raum","8838","0.405538586395223","0.398782991627888","0.412294181162557"
"Teilzeit","2017","Laendlicher Raum","1450","0.124142904988873","0.117938347684017","0.130347462293728"
"Teilzeit","2017","Staedtischer Raum","2883","0.122696097486263","0.118181946617892","0.127210248354634"
"voll erwerbstätig","2017","Laendlicher Raum","3812","0.391033681092406","0.381851688424955","0.400215673759856"
"voll erwerbstätig","2017","Staedtischer Raum","6816","0.385416988609173","0.378720588934209","0.392113388284136"
"Andere","2018","Laendlicher Raum","897","0.0780347097705779","0.0728324278543188","0.0832369916868369"
"Andere","2018","Staedtischer Raum","1806","0.0869463879989774","0.0829977376439225","0.0908950383540323"
"nicht erwerbstätig","2018","Laendlicher Raum","4222","0.398251708136921","0.388757058473551","0.407746357800291"
"nicht erwerbstätig","2018","Staedtischer Raum","8232","0.393699766198938","0.386852752228808","0.400546780169069"
"Teilzeit","2018","Laendlicher Raum","1481","0.134098103661679","0.127489064100835","0.140707143222523"
"Teilzeit","2018","Staedtischer Raum","2881","0.127773618327576","0.123095082349375","0.132452154305778"
"voll erwerbstätig","2018","Laendlicher Raum","3612","0.389615478430822","0.380157190190644","0.399073766671"
"voll erwerbstätig","2018","Staedtischer Raum","6640","0.391580227474508","0.384739743897828","0.398420711051188"
"Andere","2019","Laendlicher Raum","856","0.0761609653331932","0.070952408586851","0.0813695220795354"
"Andere","2019","Staedtischer Raum","1651","0.0765127596385719","0.0727473335179154","0.0802781857592283"
