"erwst","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"Teilzeit","2009","35-65 J.","weiblich","1498","0.268912856872446","0.256827730985782","0.28099798275911"
"Teilzeit","2009","66 und älter","männlich","33","0.0131796202536456","0.00815635629912644","0.0182028842081648"
"Teilzeit","2009","66 und älter","weiblich","","","",""
"Vollzeit","2009","16-34 J.","männlich","903","0.473653893037505","0.451949598976353","0.495358187098657"
"Vollzeit","2009","16-34 J.","weiblich","688","0.336609662112119","0.316736542776621","0.356482781447617"
"Vollzeit","2009","35-65 J.","männlich","3651","0.759059185510082","0.746849840159524","0.771268530860639"
"Vollzeit","2009","35-65 J.","weiblich","1675","0.320775770704042","0.308053395909515","0.333498145498569"
"Vollzeit","2009","66 und älter","männlich","53","0.022684160932105","0.0161258149426673","0.0292425069215427"
"Vollzeit","2009","66 und älter","weiblich","","","",""
"Nicht erwerbstätig","2010","16-34 J.","männlich","908","0.328680344047027","0.31169502365186","0.345665664442194"
"Nicht erwerbstätig","2010","16-34 J.","weiblich","2118","0.362144710295481","0.347199880880416","0.377089539710545"
"Nicht erwerbstätig","2010","35-65 J.","männlich","1003","0.184369009171963","0.174738159380362","0.193999858963564"
"Nicht erwerbstätig","2010","35-65 J.","weiblich","2352","0.295555181987581","0.28498764659123","0.306122717383932"
"Nicht erwerbstätig","2010","66 und älter","männlich","1780","0.933137215665799","0.921964404447467","0.944310026884132"
"Nicht erwerbstätig","2010","66 und älter","weiblich","2034","0.967554392812336","0.959985407047879","0.975123378576793"
"Sonstiges","2010","16-34 J.","männlich","459","0.176924644515645","0.16312600845559","0.190723280575699"
"Sonstiges","2010","16-34 J.","weiblich","622","0.197900303449563","0.185511589808045","0.210289017091082"
"Sonstiges","2010","35-65 J.","männlich","148","0.026412663802915","0.0224300577551782","0.0303952698506519"
"Sonstiges","2010","35-65 J.","weiblich","737","0.100703954858487","0.0937343920261762","0.107673517690797"
"Sonstiges","2010","66 und älter","männlich","60","0.0316936028903902","0.023857688488124","0.0395295172926565"
"Sonstiges","2010","66 und älter","weiblich","40","0.0168851065393865","0.0113811362455831","0.0223890768331899"
"Teilzeit","2010","16-34 J.","männlich","96","0.0367701183895077","0.02996501570429","0.0435752210747253"
"Teilzeit","2010","16-34 J.","weiblich","471","0.106235208132553","0.0966536824887852","0.115816733776322"
"Teilzeit","2010","35-65 J.","männlich","223","0.0324269016971464","0.0280277553588381","0.0368260480354546"
"Teilzeit","2010","35-65 J.","weiblich","2208","0.284195406676133","0.273749727082993","0.294641086269273"
"Teilzeit","2010","66 und älter","männlich","34","0.013790344522987","0.00857395925299741","0.0190067297929767"
"Teilzeit","2010","66 und älter","weiblich","","","",""
"Vollzeit","2010","16-34 J.","männlich","1475","0.457624893047821","0.439610199033747","0.475639587061895"
"Vollzeit","2010","16-34 J.","weiblich","762","0.333719778122402","0.319057270786059","0.348382285458746"
"Vollzeit","2010","35-65 J.","männlich","4854","0.756791425327975","0.746136477397261","0.767446373258689"
"Vollzeit","2010","35-65 J.","weiblich","1865","0.319545456477799","0.308746126404952","0.330344786550647"
"Vollzeit","2010","66 und älter","männlich","46","0.0213788369208234","0.0149089481330019","0.0278487257086449"
"Vollzeit","2010","66 und älter","weiblich","","","",""
"Nicht erwerbstätig","2011","16-34 J.","männlich","1075","0.307041038093323","0.2909838153948","0.323098260791846"
"Nicht erwerbstätig","2011","16-34 J.","weiblich","1905","0.366175378718017","0.351505728898949","0.380845028537085"
"Nicht erwerbstätig","2011","35-65 J.","männlich","1191","0.173869683953288","0.16528258573151","0.182456782175066"
"Nicht erwerbstätig","2011","35-65 J.","weiblich","2753","0.293398077996011","0.283968177979162","0.30282797801286"
"Nicht erwerbstätig","2011","66 und älter","männlich","2329","0.944649072790467","0.935636812336456","0.953661333244478"
"Nicht erwerbstätig","2011","66 und älter","weiblich","2589","0.967300253716865","0.960554269780979","0.974046237652751"
"Sonstiges","2011","16-34 J.","männlich","488","0.157853642592379","0.145161365315611","0.170545919869147"
"Sonstiges","2011","16-34 J.","weiblich","703","0.179362752420554","0.167680344495508","0.191045160345599"
"Sonstiges","2011","35-65 J.","männlich","176","0.0269724945790964","0.0233019260715365","0.0306430630866564"
"Sonstiges","2011","35-65 J.","weiblich","835","0.0895793670027444","0.0836648935197429","0.095493840485746"
"Sonstiges","2011","66 und älter","männlich","56","0.0255823559932367","0.0193596558842509","0.0318050561022226"
"Sonstiges","2011","66 und älter","weiblich","44","0.0176680256987653","0.0126709536454406","0.0226650977520899"
"Teilzeit","2011","16-34 J.","männlich","108","0.0414638765044424","0.0345239055428151","0.0484038474660697"
"Teilzeit","2011","16-34 J.","weiblich","636","0.109656805428162","0.100142279785111","0.119171331071212"
"Teilzeit","2011","35-65 J.","männlich","238","0.0318160727520396","0.0278394678982363","0.0357926776058429"
"Teilzeit","2011","35-65 J.","weiblich","2887","0.278838261611125","0.269551087869108","0.288125435353143"
"Teilzeit","2011","66 und älter","männlich","41","0.0121783638257576","0.00785551774679257","0.0165012099047227"
"Teilzeit","2011","66 und älter","weiblich","","","",""
"Vollzeit","2011","16-34 J.","männlich","1499","0.493641442809855","0.476237271746343","0.511045613873368"
"Vollzeit","2011","16-34 J.","weiblich","899","0.344805063433267","0.330331925269451","0.359278201597084"
"Vollzeit","2011","35-65 J.","männlich","5878","0.767341748715576","0.75776840036956","0.776915097061591"
"Vollzeit","2011","35-65 J.","weiblich","2481","0.338184293390119","0.328386318994682","0.347982267785557"
"Vollzeit","2011","66 und älter","männlich","47","0.0175902073905388","0.0124091565470283","0.0227712582340492"
"Vollzeit","2011","66 und älter","weiblich","","","",""
"Nicht erwerbstätig","2012","16-34 J.","männlich","962","0.285184223628653","0.269081311152667","0.301287136104639"
"Nicht erwerbstätig","2012","16-34 J.","weiblich","1735","0.353623626143824","0.338498152633025","0.368749099654622"
"Nicht erwerbstätig","2012","35-65 J.","männlich","1193","0.183224375287636","0.17432820305658","0.192120547518693"
"Nicht erwerbstätig","2012","35-65 J.","weiblich","2530","0.290209207644587","0.280747013235896","0.299671402053278"
"Nicht erwerbstätig","2012","66 und älter","männlich","2350","0.93447585096218","0.924831824076804","0.944119877847557"
"Nicht erwerbstätig","2012","66 und älter","weiblich","2571","0.959218966587228","0.951725323081308","0.966712610093147"
"Sonstiges","2012","16-34 J.","männlich","565","0.176871696774208","0.163263281360646","0.19048011218777"
"Sonstiges","2012","16-34 J.","weiblich","692","0.186914108651109","0.174580650615715","0.199247566686502"
"Sonstiges","2012","35-65 J.","männlich","157","0.0209926149103947","0.0176958617835417","0.0242893680372478"
"Sonstiges","2012","35-65 J.","weiblich","830","0.0858132851607412","0.0799739176472442","0.0916526526742382"
"Sonstiges","2012","66 und älter","männlich","85","0.0341154085713731","0.0270406506562329","0.0411901664865134"
"Sonstiges","2012","66 und älter","weiblich","61","0.0230436467070712","0.0173588070292709","0.0287284863848715"
"Teilzeit","2012","16-34 J.","männlich","110","0.0387709249078727","0.0318858106821192","0.0456560391336263"
"Teilzeit","2012","16-34 J.","weiblich","557","0.118841904750087","0.108604088617958","0.129079720882216"
"Teilzeit","2012","35-65 J.","männlich","261","0.0336298184979084","0.0294841535898976","0.0377754834059193"
"Teilzeit","2012","35-65 J.","weiblich","2937","0.287545258549687","0.278108934676356","0.296981582423018"
"Teilzeit","2012","66 und älter","männlich","49","0.01390576806848","0.00934192842643334","0.0184696077105268"
"Teilzeit","2012","66 und älter","weiblich","33","0.0122979941773109","0.00812223786893319","0.0164737504856886"
"Vollzeit","2012","16-34 J.","männlich","1383","0.499173154689266","0.481340580888271","0.517005728490262"
"Vollzeit","2012","16-34 J.","weiblich","854","0.340620360454981","0.325627010621905","0.355613710288057"
"Vollzeit","2012","35-65 J.","männlich","5653","0.762153191304061","0.752362125400216","0.771944257207906"
"Vollzeit","2012","35-65 J.","weiblich","2541","0.336432248644985","0.326581651974326","0.346282845315644"
"Vollzeit","2012","66 und älter","männlich","45","0.0175029723979664","0.0123920980614685","0.0226138467344643"
"Vollzeit","2012","66 und älter","weiblich","","","",""
"Nicht erwerbstätig","2013","16-34 J.","männlich","1191","0.292478220684627","0.277893328782536","0.307063112586718"
"Nicht erwerbstätig","2013","16-34 J.","weiblich","2023","0.347692096335402","0.33400539939772","0.361378793273085"
"Nicht erwerbstätig","2013","35-65 J.","männlich","1331","0.181650755718477","0.17323353883837","0.190067972598584"
"Nicht erwerbstätig","2013","35-65 J.","weiblich","2734","0.282935385558777","0.273963404856784","0.291907366260769"
"Nicht erwerbstätig","2013","66 und älter","männlich","2276","0.936306777998186","0.926646757770262","0.945966798226109"
"Nicht erwerbstätig","2013","66 und älter","weiblich","2474","0.955302209010961","0.947345603876116","0.963258814145805"
"Sonstiges","2013","16-34 J.","männlich","750","0.185880884927006","0.17340854658237","0.198353223271642"
"Sonstiges","2013","16-34 J.","weiblich","948","0.200473034238113","0.188967164285766","0.211978904190459"
"Sonstiges","2013","35-65 J.","männlich","209","0.0255299679058094","0.0220865482956192","0.0289733875159997"
"Sonstiges","2013","35-65 J.","weiblich","960","0.0906977681799282","0.0849774790501773","0.096418057309679"
"Sonstiges","2013","66 und älter","männlich","84","0.0329619970649428","0.0258996204782872","0.0400243736515984"
"Sonstiges","2013","66 und älter","weiblich","77","0.0296463639790349","0.0231155829660816","0.0361771449919882"
"Teilzeit","2013","16-34 J.","männlich","154","0.0487055670460307","0.0418042286689872","0.0556069054230742"
"Teilzeit","2013","16-34 J.","weiblich","651","0.121613640302131","0.112220542223365","0.131006738380896"
"Teilzeit","2013","35-65 J.","männlich","308","0.0318151837850375","0.0279836123928721","0.0356467551772028"
"Teilzeit","2013","35-65 J.","weiblich","3270","0.301374375138281","0.292234485140344","0.310514265136217"
"Teilzeit","2013","66 und älter","männlich","44","0.014013435596379","0.00936367971668605","0.018663191476072"
"Teilzeit","2013","66 und älter","weiblich","","","",""
"Vollzeit","2013","16-34 J.","männlich","1642","0.472935327342336","0.456927979802011","0.488942674882661"
"Vollzeit","2013","16-34 J.","weiblich","1029","0.330221229124354","0.31670538715912","0.343737071089588"
"Vollzeit","2013","35-65 J.","männlich","6212","0.761004092590676","0.751693672042275","0.770314513139077"
"Vollzeit","2013","35-65 J.","weiblich","2718","0.324992471123015","0.315663011051061","0.334321931194968"
"Vollzeit","2013","66 und älter","männlich","51","0.0167177893404925","0.0116461208513741","0.021789457829611"
"Vollzeit","2013","66 und älter","weiblich","","","",""
"Nicht erwerbstätig","2014","16-34 J.","männlich","1047","0.284203655089272","0.268701845779235","0.29970546439931"
"Nicht erwerbstätig","2014","16-34 J.","weiblich","1639","0.338922233514635","0.323972355907733","0.353872111121538"
"Nicht erwerbstätig","2014","35-65 J.","männlich","1113","0.171639607809699","0.162832175011498","0.180447040607901"
"Nicht erwerbstätig","2014","35-65 J.","weiblich","2316","0.276836828828924","0.267353305411192","0.286320352246656"
"Nicht erwerbstätig","2014","66 und älter","männlich","2222","0.927948423503699","0.917656989757145","0.938239857250252"
"Nicht erwerbstätig","2014","66 und älter","weiblich","2402","0.951069127126901","0.94265988068973","0.959478373564072"
"Sonstiges","2014","16-34 J.","männlich","676","0.193168464187403","0.179599947648149","0.206736980726656"
"Sonstiges","2014","16-34 J.","weiblich","852","0.216551479190265","0.203542382503939","0.229560575876592"
"Sonstiges","2014","35-65 J.","männlich","203","0.0307951003348097","0.0267597659217371","0.0348304347478824"
"Sonstiges","2014","35-65 J.","weiblich","862","0.090125563894115","0.0840560436131946","0.0961950841750354"
"Sonstiges","2014","66 und älter","männlich","107","0.0406750310636921","0.0328129224301916","0.0485371396971925"
"Sonstiges","2014","66 und älter","weiblich","80","0.0310123374411214","0.0242548393702877","0.0377698355119551"
"Teilzeit","2014","16-34 J.","männlich","130","0.0572244721635892","0.0492414401539782","0.0652075041732003"
"Teilzeit","2014","16-34 J.","weiblich","504","0.12016977183605","0.109900056883409","0.130439486788691"
"Teilzeit","2014","35-65 J.","männlich","282","0.0379999052740672","0.0335339976737765","0.0424658128743579"
"Teilzeit","2014","35-65 J.","weiblich","2907","0.306732905421618","0.296958955363626","0.31650685547961"
"Teilzeit","2014","66 und älter","männlich","47","0.0139534261521801","0.00928488315633809","0.018621969148022"
"Teilzeit","2014","66 und älter","weiblich","33","0.0127912511380125","0.00841078258559519","0.0171717196904298"
"Vollzeit","2014","16-34 J.","männlich","1399","0.465403408559736","0.448259861059164","0.482546956060308"
"Vollzeit","2014","16-34 J.","weiblich","856","0.324356515459049","0.309571171188941","0.339141859729158"
"Vollzeit","2014","35-65 J.","männlich","5443","0.759565386581424","0.749583514580229","0.769547258582618"
"Vollzeit","2014","35-65 J.","weiblich","2466","0.326304701855343","0.31636706638913","0.336242337321556"
"Vollzeit","2014","66 und älter","männlich","49","0.017423119280429","0.0122155093662759","0.0226307291945821"
"Vollzeit","2014","66 und älter","weiblich","","","",""
"Nicht erwerbstätig","2015","16-34 J.","männlich","1040","0.275758856741376","0.260539045777257","0.290978667705495"
"Nicht erwerbstätig","2015","16-34 J.","weiblich","1688","0.33463014687816","0.319822903736103","0.349437390020216"
"Nicht erwerbstätig","2015","35-65 J.","männlich","1108","0.176089784136636","0.167089403091869","0.185090165181403"
"Nicht erwerbstätig","2015","35-65 J.","weiblich","2240","0.259307603522178","0.249905837188833","0.268709369855522"
"Nicht erwerbstätig","2015","66 und älter","männlich","2180","0.915581424271616","0.904444801355556","0.926718047187675"
"Nicht erwerbstätig","2015","66 und älter","weiblich","2390","0.950634209398446","0.942156000900146","0.959112417896747"
"Sonstiges","2015","16-34 J.","männlich","663","0.193963387732838","0.180497338687712","0.207429436777963"
"Sonstiges","2015","16-34 J.","weiblich","808","0.203797566366085","0.191156859420893","0.216438273311278"
"Sonstiges","2015","35-65 J.","männlich","187","0.0326183721688208","0.0284209376349834","0.0368158067026582"
"Sonstiges","2015","35-65 J.","weiblich","802","0.0866498940929655","0.0806147791754325","0.0926850090104985"
"Sonstiges","2015","66 und älter","männlich","111","0.0452397595067482","0.036914585408351","0.0535649336051454"
"Sonstiges","2015","66 und älter","weiblich","78","0.0343915089985887","0.027259523049896","0.0415234949472815"
"Teilzeit","2015","16-34 J.","männlich","151","0.0523872631361063","0.0447991949148901","0.0599753313573224"
"Teilzeit","2015","16-34 J.","weiblich","504","0.12354789915272","0.113221666834813","0.133874131470628"
"Teilzeit","2015","35-65 J.","männlich","290","0.0389476531822951","0.034376055111987","0.0435192512526033"
"Teilzeit","2015","35-65 J.","weiblich","2923","0.326462511822364","0.316402918367244","0.336522105277485"
"Teilzeit","2015","66 und älter","männlich","52","0.0159636940796118","0.0109430633807931","0.0209843247784305"
"Teilzeit","2015","66 und älter","weiblich","31","0.0113784684661354","0.00722757810359569","0.0155293588286751"
"Vollzeit","2015","16-34 J.","männlich","1458","0.47789049238968","0.460878784255332","0.494902200524028"
"Vollzeit","2015","16-34 J.","weiblich","901","0.338024387603035","0.323180244644939","0.352868530561131"
"Vollzeit","2015","35-65 J.","männlich","5295","0.752344190512248","0.742144513537175","0.762543867487321"
"Vollzeit","2015","35-65 J.","weiblich","2382","0.327579990562493","0.317511557629927","0.337648423495059"
"Vollzeit","2015","66 und älter","männlich","51","0.0232151221420242","0.0171829883136356","0.0292472559704128"
"Vollzeit","2015","66 und älter","weiblich","","","",""
"Nicht erwerbstätig","2016","16-34 J.","männlich","1667","0.302176554244132","0.287463617757137","0.316889490731128"
"Nicht erwerbstätig","2016","16-34 J.","weiblich","2075","0.374240285888144","0.359249156099112","0.389231415677177"
"Nicht erwerbstätig","2016","35-65 J.","männlich","1694","0.170946521093973","0.162175606144605","0.179717436043342"
"Nicht erwerbstätig","2016","35-65 J.","weiblich","2401","0.236417275106068","0.227241187039727","0.24559336317241"
"Nicht erwerbstätig","2016","66 und älter","männlich","2112","0.913181940366096","0.901724495048089","0.924639385684103"
"Nicht erwerbstätig","2016","66 und älter","weiblich","2287","0.948171414498407","0.939337396820115","0.957005432176699"
"Sonstiges","2016","16-34 J.","männlich","661","0.181150350752539","0.168810273664125","0.193490427840953"
"Sonstiges","2016","16-34 J.","weiblich","705","0.18144440075709","0.169505862014218","0.193382939499963"
"Sonstiges","2016","35-65 J.","männlich","223","0.0327495781693937","0.0286029431381804","0.0368962132006069"
"Sonstiges","2016","35-65 J.","weiblich","723","0.0841628698080003","0.0781669017117776","0.0901588379042229"
"Sonstiges","2016","66 und älter","männlich","100","0.0437099034719953","0.0353905638993549","0.0520292430446357"
"Sonstiges","2016","66 und älter","weiblich","81","0.031928208824878","0.0249221913354299","0.0389342263143261"
"Teilzeit","2016","16-34 J.","männlich","169","0.060117865458312","0.0525017297702511","0.0677340011463729"
"Teilzeit","2016","16-34 J.","weiblich","419","0.108177144217685","0.0985552107127892","0.117799077722582"
"Teilzeit","2016","35-65 J.","männlich","326","0.0456250916873069","0.0407634284245672","0.0504867549500466"
"Teilzeit","2016","35-65 J.","weiblich","2814","0.333628810427772","0.323445715282041","0.343811905573502"
"Teilzeit","2016","66 und älter","männlich","53","0.016802571318244","0.0115724430582102","0.0220326995782778"
"Teilzeit","2016","66 und älter","weiblich","36","0.0165858462926853","0.0114964390646709","0.0216752535206997"
"Vollzeit","2016","16-34 J.","männlich","1245","0.456555229545016","0.440595682280849","0.472514776809184"
"Vollzeit","2016","16-34 J.","weiblich","804","0.33613816913708","0.321504505754416","0.350771832519744"
"Vollzeit","2016","35-65 J.","männlich","4834","0.750678809049326","0.740599513783178","0.760758104315473"
"Vollzeit","2016","35-65 J.","weiblich","2298","0.34579104465816","0.335519044077299","0.35606304523902"
"Vollzeit","2016","66 und älter","männlich","55","0.026305584843665","0.019793209565817","0.0328179601215131"
"Vollzeit","2016","66 und älter","weiblich","","","",""
"Nicht erwerbstätig","2017","16-34 J.","männlich","1929","0.295945283551985","0.282450138126683","0.309440428977288"
"Nicht erwerbstätig","2017","16-34 J.","weiblich","2391","0.34159452378122","0.327816185590461","0.35537286197198"
"Nicht erwerbstätig","2017","35-65 J.","männlich","1845","0.165270093155593","0.157111653093845","0.173428533217341"
"Nicht erwerbstätig","2017","35-65 J.","weiblich","2683","0.237424676979281","0.228748270119214","0.246101083839348"
"Nicht erwerbstätig","2017","66 und älter","männlich","2215","0.903345353323137","0.891680536978414","0.91501016966786"
"Nicht erwerbstätig","2017","66 und älter","weiblich","2369","0.937924287942402","0.928522021014546","0.947326554870259"
"Sonstiges","2017","16-34 J.","männlich","763","0.17581674494146","0.164562647727291","0.187070842155629"
"Sonstiges","2017","16-34 J.","weiblich","743","0.191286959654341","0.179859897791218","0.202714021517464"
"Sonstiges","2017","35-65 J.","männlich","245","0.0321310440468485","0.0282575070953725","0.0360045809983246"
"Sonstiges","2017","35-65 J.","weiblich","771","0.0857845082215255","0.0800741371751561","0.0914948792678949"
"Sonstiges","2017","66 und älter","männlich","127","0.0503290226916524","0.0416985325518497","0.0589595128314552"
"Sonstiges","2017","66 und älter","weiblich","100","0.0443048090910507","0.0362866814503489","0.0523229367317525"
"Teilzeit","2017","16-34 J.","männlich","207","0.0542101605499509","0.0475158428377419","0.0609044782621599"
"Teilzeit","2017","16-34 J.","weiblich","475","0.123953767240665","0.114379885652914","0.133527648828416"
"Teilzeit","2017","35-65 J.","männlich","369","0.0445599473291655","0.040027726520506","0.049092168137825"
"Teilzeit","2017","35-65 J.","weiblich","3179","0.336830432661912","0.327193172941385","0.346467692382439"
"Teilzeit","2017","66 und älter","männlich","60","0.0184178043423236","0.0131099146003453","0.0237256940843018"
"Teilzeit","2017","66 und älter","weiblich","43","0.0132066954442147","0.00875835508957729","0.0176550357988521"
"Vollzeit","2017","16-34 J.","männlich","1496","0.474027810956604","0.459265581446021","0.488790040467186"
"Vollzeit","2017","16-34 J.","weiblich","942","0.343164749323774","0.329371257104298","0.356958241543249"
"Vollzeit","2017","35-65 J.","männlich","5503","0.758038915468393","0.748631820759954","0.767446010176832"
"Vollzeit","2017","35-65 J.","weiblich","2606","0.339960382137282","0.330301324358943","0.349619439915621"
"Vollzeit","2017","66 und älter","männlich","63","0.027907819642887","0.0214056797682248","0.0344099595175493"
"Vollzeit","2017","66 und älter","weiblich","","","",""
"Nicht erwerbstätig","2018","16-34 J.","männlich","1541","0.257800658280257","0.244481005068428","0.271120311492085"
"Nicht erwerbstätig","2018","16-34 J.","weiblich","2140","0.354175132678396","0.339757353107498","0.368592912249293"
"Nicht erwerbstätig","2018","35-65 J.","männlich","1717","0.159839283603258","0.151587983265473","0.168090583941043"
"Nicht erwerbstätig","2018","35-65 J.","weiblich","2472","0.224446720273491","0.215731657386289","0.233161783160694"
"Nicht erwerbstätig","2018","66 und älter","männlich","2196","0.884198601546942","0.871551219418568","0.896845983675316"
"Nicht erwerbstätig","2018","66 und älter","weiblich","2388","0.931273245449076","0.921475079676616","0.941071411221535"
"Sonstiges","2018","16-34 J.","männlich","821","0.178455125725027","0.166795871208601","0.190114380241452"
"Sonstiges","2018","16-34 J.","weiblich","697","0.184912042376207","0.173208514248798","0.196615570503615"
"Sonstiges","2018","35-65 J.","männlich","225","0.0292990462947269","0.0255017986837475","0.0330962939057063"
"Sonstiges","2018","35-65 J.","weiblich","715","0.0770823206582794","0.0715108872076848","0.082653754108874"
"Sonstiges","2018","66 und älter","männlich","133","0.0607020530294218","0.0512642218822075","0.0701398841766362"
"Sonstiges","2018","66 und älter","weiblich","112","0.0463494733282972","0.0382069252782328","0.0544920213783616"
"Teilzeit","2018","16-34 J.","männlich","249","0.0742908939419933","0.0663055121641647","0.0822762757198219"
"Teilzeit","2018","16-34 J.","weiblich","490","0.126672797621812","0.116646002475989","0.136699592767636"
"Teilzeit","2018","35-65 J.","männlich","440","0.0467093329029563","0.0419580165199477","0.0514606492859649"
"Teilzeit","2018","35-65 J.","weiblich","3065","0.344809552767805","0.334881101761374","0.354738003774236"
"Teilzeit","2018","66 und älter","männlich","76","0.0281762395613761","0.0216358427408517","0.0347166363819005"
"Teilzeit","2018","66 und älter","weiblich","42","0.0160161740594204","0.0111541548352407","0.0208781932836001"
"Vollzeit","2018","16-34 J.","männlich","1532","0.489453322052723","0.474231592833857","0.50467505127159"
"Vollzeit","2018","16-34 J.","weiblich","900","0.334240027323586","0.320019358042747","0.348460696604424"
"Vollzeit","2018","35-65 J.","männlich","5195","0.764152337199059","0.754593496837281","0.773711177560837"
"Vollzeit","2018","35-65 J.","weiblich","2552","0.353661406300424","0.343674477508123","0.363648335092725"
"Vollzeit","2018","66 und älter","männlich","54","0.0269231058622603","0.0205256840577288","0.0333205276667918"
"Vollzeit","2018","66 und älter","weiblich","","","",""
"Nicht erwerbstätig","2019","16-34 J.","männlich","1233","0.256390474726694","0.242364760424154","0.270416189029235"
"Nicht erwerbstätig","2019","16-34 J.","weiblich","1796","0.335540974281309","0.320470507363793","0.350611441198825"
"Nicht erwerbstätig","2019","35-65 J.","männlich","1553","0.155556497122445","0.147688358165915","0.163424636078976"
"Nicht erwerbstätig","2019","35-65 J.","weiblich","2263","0.223305684864031","0.214578112053048","0.232033257675015"
"Nicht erwerbstätig","2019","66 und älter","männlich","2235","0.893458119005716","0.881737748380751","0.905178489630681"
"Nicht erwerbstätig","2019","66 und älter","weiblich","2365","0.936404435013133","0.927029761473929","0.945779108552336"
"Sonstiges","2019","16-34 J.","männlich","758","0.169806512495859","0.157745926622699","0.181867098369019"
"Sonstiges","2019","16-34 J.","weiblich","647","0.160173043865194","0.148467018945078","0.17187906878531"
"Sonstiges","2019","35-65 J.","männlich","223","0.0304249907921993","0.026696366894947","0.0341536146894516"
"Sonstiges","2019","35-65 J.","weiblich","673","0.0743201421121733","0.06882344001342","0.0798168442109267"
"Sonstiges","2019","66 und älter","männlich","143","0.0453305040915867","0.0374279793769425","0.0532330288062308"
"Sonstiges","2019","66 und älter","weiblich","121","0.0415982529681674","0.0339277763373524","0.0492687295989824"
"Teilzeit","2019","16-34 J.","männlich","252","0.0751321879447852","0.0666647031867984","0.083599672702772"
"Teilzeit","2019","16-34 J.","weiblich","471","0.162257091544279","0.150489785508913","0.174024397579644"
"Teilzeit","2019","35-65 J.","männlich","456","0.0531753636087844","0.0483042007077508","0.0580465265098181"
"Teilzeit","2019","35-65 J.","weiblich","3084","0.350881999968764","0.340880597624466","0.360883402313062"
"Teilzeit","2019","66 und älter","männlich","118","0.0330850717565003","0.0262906228273893","0.0398795206856112"
"Teilzeit","2019","66 und älter","weiblich","65","0.013962217441313","0.00945472524242033","0.0184697096402057"
"Vollzeit","2019","16-34 J.","männlich","1480","0.498670824832661","0.482609918743972","0.51473173092135"
"Vollzeit","2019","16-34 J.","weiblich","857","0.342028890309218","0.326887887746099","0.357169892872337"
"Vollzeit","2019","35-65 J.","männlich","5919","0.760843148476571","0.751582708413788","0.770103588539354"
"Vollzeit","2019","35-65 J.","weiblich","2727","0.351492173055032","0.341486784288645","0.361497561821419"
"Vollzeit","2019","66 und älter","männlich","166","0.028126305146197","0.0218456446034817","0.0344069656889124"
"Vollzeit","2019","66 und älter","weiblich","52","0.00803509457738714","0.00460540623500439","0.0114647829197699"
"Nicht erwerbstätig","2020","16-34 J.","männlich","1353","0.268778410798058","0.255758899636697","0.281797921959418"
"Nicht erwerbstätig","2020","16-34 J.","weiblich","1881","0.326469966755447","0.3121007382294","0.340839195281493"
"Nicht erwerbstätig","2020","35-65 J.","männlich","1553","0.158850709380554","0.150826120212048","0.166875298549061"
"Nicht erwerbstätig","2020","35-65 J.","weiblich","2274","0.223600898519261","0.214738567757441","0.232463229281081"
"Nicht erwerbstätig","2020","66 und älter","männlich","2123","0.886322957807992","0.873822743189347","0.898823172426638"
"Nicht erwerbstätig","2020","66 und älter","weiblich","2290","0.934304837753953","0.924610709661571","0.943998965846336"
"Sonstiges","2020","16-34 J.","männlich","769","0.15898055464323","0.148241946199242","0.169719163087219"
"Sonstiges","2020","16-34 J.","weiblich","676","0.172837665541458","0.161251281425362","0.184424049657555"
"Sonstiges","2020","35-65 J.","männlich","226","0.0283322968034516","0.0246898647287202","0.0319747288781829"
"Sonstiges","2020","35-65 J.","weiblich","562","0.0649360457334449","0.0596948274438262","0.0701772640230636"
"Sonstiges","2020","66 und älter","männlich","144","0.0617999644974241","0.0523173755950124","0.0712825533998359"
"Sonstiges","2020","66 und älter","weiblich","117","0.0401977076048917","0.0325119037794615","0.0478835114303219"
"Teilzeit","2020","16-34 J.","männlich","284","0.0710615639953248","0.0635161368200713","0.0786069911705784"
"Teilzeit","2020","16-34 J.","weiblich","459","0.15776514611792","0.146595086575936","0.168935205659904"
"Teilzeit","2020","35-65 J.","männlich","461","0.054727383016643","0.0497342565537197","0.0597205094795662"
"Teilzeit","2020","35-65 J.","weiblich","2983","0.361555695819581","0.35133647501877","0.371774916620391"
"Teilzeit","2020","66 und älter","männlich","100","0.0263827314752724","0.0200711368102614","0.0326943261402834"
"Teilzeit","2020","66 und älter","weiblich","64","0.0176380297943316","0.0124874209764077","0.0227886386122554"
"Vollzeit","2020","16-34 J.","männlich","2048","0.501179470563387","0.48649555830871","0.515863382818064"
"Vollzeit","2020","16-34 J.","weiblich","1075","0.342927221585175","0.328381305783281","0.35747313738707"
"Vollzeit","2020","35-65 J.","männlich","5731","0.758089610799351","0.748688498965395","0.767490722633307"
"Vollzeit","2020","35-65 J.","weiblich","2672","0.349907359927713","0.339762808831127","0.360051911024299"
"Vollzeit","2020","66 und älter","männlich","110","0.0254943462193112","0.0192870966225281","0.0317015958160943"
"Vollzeit","2020","66 und älter","weiblich","38","0.00785942484682336","0.00440417267444542","0.0113146770192013"
