"erwst","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"Nicht erwerbstätig","1988","16-34 J.","männlich","496","0.253514519691022","0.234304532320658","0.272724507061385"
"Nicht erwerbstätig","1988","16-34 J.","weiblich","794","0.378493663431398","0.356546228961574","0.400441097901222"
"Nicht erwerbstätig","1988","35-65 J.","männlich","426","0.183190746952897","0.168159270919754","0.198222222986039"
"Nicht erwerbstätig","1988","35-65 J.","weiblich","1290","0.518255254634911","0.498834984745248","0.537675524524573"
"Nicht erwerbstätig","1988","66 und älter","männlich","394","0.953996400490309","0.933840912488341","0.974151888492276"
"Nicht erwerbstätig","1988","66 und älter","weiblich","606","0.980303227039556","0.969365426436642","0.991241027642469"
"Sonstiges","1988","16-34 J.","männlich","274","0.124719357070368","0.110129347671937","0.1393093664688"
"Sonstiges","1988","16-34 J.","weiblich","253","0.12993396422348","0.114719063384956","0.145148865062004"
"Sonstiges","1988","35-65 J.","männlich","","","",""
"Sonstiges","1988","35-65 J.","weiblich","89","0.038212059919994","0.0307610558686179","0.04566306397137"
"Sonstiges","1988","66 und älter","männlich","","","",""
"Sonstiges","1988","66 und älter","weiblich","","","",""
"Teilzeit","1988","16-34 J.","männlich","","","",""
"Teilzeit","1988","16-34 J.","weiblich","156","0.0897939252553083","0.0768571802707799","0.102730670239837"
"Teilzeit","1988","35-65 J.","männlich","","","",""
"Teilzeit","1988","35-65 J.","weiblich","472","0.194983520633583","0.179585097471967","0.2103819437952"
"Teilzeit","1988","66 und älter","männlich","","","",""
"Teilzeit","1988","66 und älter","weiblich","","","",""
"Vollzeit","1988","16-34 J.","männlich","1171","0.606487529757253","0.584914796899646","0.628060262614859"
"Vollzeit","1988","16-34 J.","weiblich","673","0.401778447089814","0.37959362144489","0.423963272734737"
"Vollzeit","1988","35-65 J.","männlich","2096","0.806858904018935","0.791518892657645","0.822198915380225"
"Vollzeit","1988","35-65 J.","weiblich","692","0.248549164811512","0.231752179178878","0.265346150444146"
"Vollzeit","1988","66 und älter","männlich","","","",""
"Vollzeit","1988","66 und älter","weiblich","","","",""
"Nicht erwerbstätig","1989","16-34 J.","männlich","449","0.241680621565916","0.22257641660025","0.260784826531582"
"Nicht erwerbstätig","1989","16-34 J.","weiblich","739","0.35219619761495","0.330335576195372","0.374056819034529"
"Nicht erwerbstätig","1989","35-65 J.","männlich","417","0.189777609375426","0.174212368475576","0.205342850275276"
"Nicht erwerbstätig","1989","35-65 J.","weiblich","1225","0.516731008435244","0.496943469803512","0.536518547066976"
"Nicht erwerbstätig","1989","66 und älter","männlich","371","0.948053225443206","0.926140538531953","0.969965912354459"
"Nicht erwerbstätig","1989","66 und älter","weiblich","604","0.982172971957886","0.971732047051872","0.992613896863901"
"Sonstiges","1989","16-34 J.","männlich","245","0.121959109768555","0.107355962307119","0.136562257229991"
"Sonstiges","1989","16-34 J.","weiblich","209","0.114874957150847","0.100281324139903","0.129468590161791"
"Sonstiges","1989","35-65 J.","männlich","","","",""
"Sonstiges","1989","35-65 J.","weiblich","94","0.0379235244854059","0.0303600004245894","0.0454870485462225"
"Sonstiges","1989","66 und älter","männlich","","","",""
"Sonstiges","1989","66 und älter","weiblich","","","",""
"Teilzeit","1989","16-34 J.","männlich","","","",""
"Teilzeit","1989","16-34 J.","weiblich","176","0.105350578876642","0.0913000286704895","0.119401129082795"
"Teilzeit","1989","35-65 J.","männlich","","","",""
"Teilzeit","1989","35-65 J.","weiblich","447","0.191852026705279","0.176260318854562","0.207443734555997"
"Teilzeit","1989","66 und älter","männlich","","","",""
"Teilzeit","1989","66 und älter","weiblich","","","",""
"Vollzeit","1989","16-34 J.","männlich","1207","0.61878564120656","0.597111758632027","0.640459523781092"
"Vollzeit","1989","16-34 J.","weiblich","710","0.42757826635756","0.404936292026143","0.450220240688977"
"Vollzeit","1989","35-65 J.","männlich","1999","0.798698582796199","0.782782136306989","0.814615029285409"
"Vollzeit","1989","35-65 J.","weiblich","684","0.253493440374071","0.236268202590649","0.270718678157493"
"Vollzeit","1989","66 und älter","männlich","","","",""
"Vollzeit","1989","66 und älter","weiblich","","","",""
"Nicht erwerbstätig","1990","16-34 J.","männlich","529","0.216588171120003","0.201019013358793","0.232157328881212"
"Nicht erwerbstätig","1990","16-34 J.","weiblich","894","0.326425752047409","0.308579530699232","0.344271973395585"
"Nicht erwerbstätig","1990","35-65 J.","männlich","494","0.164586661067706","0.152350876471302","0.17682244566411"
"Nicht erwerbstätig","1990","35-65 J.","weiblich","1381","0.436398885778492","0.420096317547423","0.452701454009561"
"Nicht erwerbstätig","1990","66 und älter","männlich","522","0.95339234819982","0.935807323019336","0.970977373380304"
"Nicht erwerbstätig","1990","66 und älter","weiblich","891","0.985516867309656","0.97775456271589","0.993279171903422"
"Sonstiges","1990","16-34 J.","männlich","303","0.117761010999046","0.105578226107825","0.129943795890267"
"Sonstiges","1990","16-34 J.","weiblich","241","0.0921450788097204","0.0811371495471007","0.10315300807234"
"Sonstiges","1990","35-65 J.","männlich","","","",""
"Sonstiges","1990","35-65 J.","weiblich","100","0.0345663297298129","0.0285612864303652","0.0405713730292606"
"Sonstiges","1990","66 und älter","männlich","","","",""
"Sonstiges","1990","66 und älter","weiblich","","","",""
"Teilzeit","1990","16-34 J.","männlich","35","0.0172968122309421","0.0123690821877268","0.0222245422741574"
"Teilzeit","1990","16-34 J.","weiblich","326","0.125257447576724","0.112659400213679","0.137855494939769"
"Teilzeit","1990","35-65 J.","männlich","33","0.00879460055545927","0.00571372829579809","0.0118754728151204"
"Teilzeit","1990","35-65 J.","weiblich","715","0.208375494625768","0.195024573653877","0.22172641559766"
"Teilzeit","1990","66 und älter","männlich","","","",""
"Teilzeit","1990","66 und älter","weiblich","","","",""
"Vollzeit","1990","16-34 J.","männlich","1822","0.64835400565001","0.630306731050873","0.666401280249146"
"Vollzeit","1990","16-34 J.","weiblich","1191","0.456171721566147","0.437215297993878","0.475128145138416"
"Vollzeit","1990","35-65 J.","männlich","2990","0.821837347195682","0.809210786383478","0.834463908007885"
"Vollzeit","1990","35-65 J.","weiblich","1359","0.320659289865927","0.305316864399817","0.336001715332037"
"Vollzeit","1990","66 und älter","männlich","","","",""
"Vollzeit","1990","66 und älter","weiblich","","","",""
"Nicht erwerbstätig","1991","16-34 J.","männlich","530","0.210543289757928","0.194866274530561","0.226220304985294"
"Nicht erwerbstätig","1991","16-34 J.","weiblich","937","0.347737608080687","0.329285331794098","0.366189884367275"
"Nicht erwerbstätig","1991","35-65 J.","männlich","590","0.185513671638939","0.172604415626801","0.198422927651077"
"Nicht erwerbstätig","1991","35-65 J.","weiblich","1428","0.436656752300285","0.420230191068725","0.453083313531846"
"Nicht erwerbstätig","1991","66 und älter","männlich","527","0.959502243808613","0.943042966223092","0.975961521394133"
"Nicht erwerbstätig","1991","66 und älter","weiblich","878","0.985091532891402","0.977143179821702","0.993039885961102"
"Sonstiges","1991","16-34 J.","männlich","323","0.122954830615358","0.110327478353973","0.135582182876744"
"Sonstiges","1991","16-34 J.","weiblich","280","0.113750904988261","0.101449115791138","0.126052694185384"
"Sonstiges","1991","35-65 J.","männlich","","","",""
"Sonstiges","1991","35-65 J.","weiblich","123","0.0415475066925134","0.0349383233575258","0.0481566900275009"
"Sonstiges","1991","66 und älter","männlich","","","",""
"Sonstiges","1991","66 und älter","weiblich","","","",""
"Teilzeit","1991","16-34 J.","männlich","39","0.018147127173376","0.0130143115214026","0.0232799428253494"
"Teilzeit","1991","16-34 J.","weiblich","288","0.117172394644324","0.104711088856741","0.129633700431906"
"Teilzeit","1991","35-65 J.","männlich","30","0.0103985547423084","0.00702965562989701","0.0137674538547197"
"Teilzeit","1991","35-65 J.","weiblich","613","0.193856859110185","0.180763933881979","0.20694978433839"
"Teilzeit","1991","66 und älter","männlich","","","",""
"Teilzeit","1991","66 und älter","weiblich","","","",""
"Vollzeit","1991","16-34 J.","männlich","1706","0.648354752453338","0.629994136648232","0.666715368258444"
"Vollzeit","1991","16-34 J.","weiblich","1054","0.421339092286729","0.402207950178673","0.440470234394784"
"Vollzeit","1991","35-65 J.","männlich","2848","0.798428162613442","0.785105095835194","0.811751229391689"
"Vollzeit","1991","35-65 J.","weiblich","1338","0.327938881897017","0.312390297295692","0.343487466498342"
"Vollzeit","1991","66 und älter","männlich","","","",""
"Vollzeit","1991","66 und älter","weiblich","","","",""
"Nicht erwerbstätig","1992","16-34 J.","männlich","560","0.228519458652164","0.212030800703494","0.245008116600834"
"Nicht erwerbstätig","1992","16-34 J.","weiblich","1009","0.383947205644749","0.364836900377897","0.4030575109116"
"Nicht erwerbstätig","1992","35-65 J.","männlich","683","0.213570615808689","0.199839409119077","0.227301822498301"
"Nicht erwerbstätig","1992","35-65 J.","weiblich","1524","0.459096143088007","0.442506170323897","0.475686115852116"
"Nicht erwerbstätig","1992","66 und älter","männlich","532","0.96831689975175","0.953678643759433","0.982955155744067"
"Nicht erwerbstätig","1992","66 und älter","weiblich","891","0.993568601731167","0.988343197691267","0.998794005771066"
"Sonstiges","1992","16-34 J.","männlich","293","0.115481683421389","0.102930889587863","0.128032477254914"
"Sonstiges","1992","16-34 J.","weiblich","263","0.107569877341341","0.0953952591512358","0.119744495531446"
"Sonstiges","1992","35-65 J.","männlich","","","",""
"Sonstiges","1992","35-65 J.","weiblich","79","0.0250467074740038","0.0198443398439275","0.0302490751040801"
"Sonstiges","1992","66 und älter","männlich","","","",""
"Sonstiges","1992","66 und älter","weiblich","","","",""
"Teilzeit","1992","16-34 J.","männlich","36","0.0174024356958993","0.0122672744196916","0.0225375969721071"
"Teilzeit","1992","16-34 J.","weiblich","268","0.114130387837008","0.101636187890095","0.126624587783922"
"Teilzeit","1992","35-65 J.","männlich","30","0.0116230030207814","0.00803189409484816","0.0152141119467146"
"Teilzeit","1992","35-65 J.","weiblich","601","0.194315018951547","0.181142475784697","0.207487562118397"
"Teilzeit","1992","66 und älter","männlich","","","",""
"Teilzeit","1992","66 und älter","weiblich","","","",""
"Vollzeit","1992","16-34 J.","männlich","1602","0.638596422230548","0.61973081920886","0.657462025252237"
"Vollzeit","1992","16-34 J.","weiblich","948","0.394352529176902","0.375149259881718","0.413555798472086"
"Vollzeit","1992","35-65 J.","männlich","2682","0.765882637788614","0.751695133306031","0.780070142271197"
"Vollzeit","1992","35-65 J.","weiblich","1262","0.321542130486443","0.305992710408789","0.337091550564097"
"Vollzeit","1992","66 und älter","männlich","","","",""
"Vollzeit","1992","66 und älter","weiblich","","","",""
"Nicht erwerbstätig","1993","16-34 J.","männlich","581","0.242051165090009","0.225118290755838","0.25898403942418"
"Nicht erwerbstätig","1993","16-34 J.","weiblich","969","0.37663828918025","0.357388760530682","0.395887817829819"
"Nicht erwerbstätig","1993","35-65 J.","männlich","728","0.225397938417639","0.211252696476933","0.239543180358346"
"Nicht erwerbstätig","1993","35-65 J.","weiblich","1493","0.451963604691171","0.435200245663915","0.468726963718427"
"Nicht erwerbstätig","1993","66 und älter","männlich","538","0.971238670446439","0.957333732293661","0.985143608599217"
"Nicht erwerbstätig","1993","66 und älter","weiblich","906","0.989133833898825","0.98242007018337","0.995847597614279"
"Sonstiges","1993","16-34 J.","männlich","299","0.122661399020146","0.109692750277069","0.135630047763223"
"Sonstiges","1993","16-34 J.","weiblich","284","0.115445119724449","0.102749965394858","0.128140274054041"
"Sonstiges","1993","35-65 J.","männlich","","","",""
"Sonstiges","1993","35-65 J.","weiblich","96","0.0347615987724672","0.0285917888986232","0.0409314086463112"
"Sonstiges","1993","66 und älter","männlich","","","",""
"Sonstiges","1993","66 und älter","weiblich","","","",""
"Teilzeit","1993","16-34 J.","männlich","35","0.0183106927274014","0.0130104401067494","0.0236109453480535"
"Teilzeit","1993","16-34 J.","weiblich","255","0.115757260820393","0.103047198617672","0.128467323023113"
"Teilzeit","1993","35-65 J.","männlich","","","",""
"Teilzeit","1993","35-65 J.","weiblich","599","0.195951481683008","0.18258183230376","0.209321131062256"
"Teilzeit","1993","66 und älter","männlich","","","",""
"Teilzeit","1993","66 und älter","weiblich","","","",""
"Vollzeit","1993","16-34 J.","männlich","1543","0.616976743162443","0.597758923178802","0.636194563146084"
"Vollzeit","1993","16-34 J.","weiblich","926","0.392159330274908","0.372763250684351","0.411555409865465"
"Vollzeit","1993","35-65 J.","männlich","2586","0.760391228799918","0.745941290546254","0.774841167053582"
"Vollzeit","1993","35-65 J.","weiblich","1198","0.317323314853354","0.301646308265188","0.333000321441521"
"Vollzeit","1993","66 und älter","männlich","","","",""
"Vollzeit","1993","66 und älter","weiblich","","","",""
"Nicht erwerbstätig","1994","16-34 J.","männlich","602","0.255756581745552","0.238199122887727","0.273314040603378"
"Nicht erwerbstätig","1994","16-34 J.","weiblich","1011","0.399993757606519","0.38049545928439","0.419492055928648"
"Nicht erwerbstätig","1994","35-65 J.","männlich","747","0.235659526998666","0.221126299440978","0.250192754556355"
"Nicht erwerbstätig","1994","35-65 J.","weiblich","1490","0.466504027886671","0.449503648555263","0.483504407218078"
"Nicht erwerbstätig","1994","66 und älter","männlich","550","0.969850157227968","0.955775059866069","0.983925254589867"
"Nicht erwerbstätig","1994","66 und älter","weiblich","917","0.993041929410082","0.987685129398347","0.998398729421817"
"Sonstiges","1994","16-34 J.","männlich","251","0.108678931410335","0.0961538512338595","0.121204011586811"
"Sonstiges","1994","16-34 J.","weiblich","290","0.109676681106898","0.0972394631939074","0.122113899019888"
"Sonstiges","1994","35-65 J.","männlich","","","",""
"Sonstiges","1994","35-65 J.","weiblich","115","0.0398840680647379","0.0332155872949654","0.0465525488345104"
"Sonstiges","1994","66 und älter","männlich","","","",""
"Sonstiges","1994","66 und älter","weiblich","","","",""
"Teilzeit","1994","16-34 J.","männlich","","","",""
"Teilzeit","1994","16-34 J.","weiblich","253","0.1146008538654","0.101922709414098","0.127278998316702"
"Teilzeit","1994","35-65 J.","männlich","","","",""
"Teilzeit","1994","35-65 J.","weiblich","568","0.186775872301866","0.173494869909527","0.200056874694205"
"Teilzeit","1994","66 und älter","männlich","","","",""
"Teilzeit","1994","66 und älter","weiblich","","","",""
"Vollzeit","1994","16-34 J.","männlich","1492","0.619609469387446","0.600072166005206","0.639146772769685"
"Vollzeit","1994","16-34 J.","weiblich","871","0.375728707421183","0.356452744117483","0.395004670724883"
"Vollzeit","1994","35-65 J.","männlich","2473","0.74224758585564","0.727269651868791","0.757225519842488"
"Vollzeit","1994","35-65 J.","weiblich","1135","0.306836031746725","0.291120231180463","0.322551832312986"
"Vollzeit","1994","66 und älter","männlich","","","",""
"Vollzeit","1994","66 und älter","weiblich","","","",""
"Nicht erwerbstätig","1995","16-34 J.","männlich","592","0.248970335018849","0.231798694161935","0.266141975875763"
"Nicht erwerbstätig","1995","16-34 J.","weiblich","1057","0.408708105394928","0.38941863054696","0.427997580242897"
"Nicht erwerbstätig","1995","35-65 J.","männlich","771","0.236709802693728","0.2223926196204","0.251026985767056"
"Nicht erwerbstätig","1995","35-65 J.","weiblich","1520","0.466408842506573","0.449747721470591","0.483069963542555"
"Nicht erwerbstätig","1995","66 und älter","männlich","568","0.965179324520343","0.950361582516356","0.979997066524329"
"Nicht erwerbstätig","1995","66 und älter","weiblich","922","0.985902652639813","0.978341981106512","0.993463324173114"
"Sonstiges","1995","16-34 J.","männlich","279","0.116655949964695","0.103908367198361","0.12940353273103"
"Sonstiges","1995","16-34 J.","weiblich","284","0.107773133135906","0.0956055108765538","0.119940755395258"
"Sonstiges","1995","35-65 J.","männlich","33","0.0109266729569928","0.00742510280622877","0.0144282431077568"
"Sonstiges","1995","35-65 J.","weiblich","138","0.0458933720811591","0.0389047756731205","0.0528819684891976"
"Sonstiges","1995","66 und älter","männlich","","","",""
"Sonstiges","1995","66 und älter","weiblich","","","",""
"Teilzeit","1995","16-34 J.","männlich","","","",""
"Teilzeit","1995","16-34 J.","weiblich","266","0.111195695788472","0.0988601071316072","0.123531284445337"
"Teilzeit","1995","35-65 J.","männlich","39","0.0160763052664065","0.0118400858551791","0.0203125246776339"
"Teilzeit","1995","35-65 J.","weiblich","634","0.190714775079431","0.177593999857705","0.203835550301158"
"Teilzeit","1995","66 und älter","männlich","","","",""
"Teilzeit","1995","66 und älter","weiblich","","","",""
"Vollzeit","1995","16-34 J.","männlich","1537","0.618027456427388","0.598733139537649","0.637321773317128"
"Vollzeit","1995","16-34 J.","weiblich","888","0.372323065680693","0.353354221379307","0.39129190998208"
"Vollzeit","1995","35-65 J.","männlich","2543","0.736287219082873","0.7214451709974","0.751129267168346"
"Vollzeit","1995","35-65 J.","weiblich","1152","0.296983010332837","0.281722634396467","0.312243386269206"
"Vollzeit","1995","66 und älter","männlich","","","",""
"Vollzeit","1995","66 und älter","weiblich","","","",""
"Nicht erwerbstätig","1996","16-34 J.","männlich","587","0.247095385112556","0.229664006776088","0.264526763449024"
"Nicht erwerbstätig","1996","16-34 J.","weiblich","1040","0.423027349393495","0.403286669043119","0.442768029743871"
"Nicht erwerbstätig","1996","35-65 J.","männlich","787","0.243794497122972","0.229230796344068","0.258358197901877"
"Nicht erwerbstätig","1996","35-65 J.","weiblich","1470","0.454377148337492","0.43764808471641","0.471106211958574"
"Nicht erwerbstätig","1996","66 und älter","männlich","575","0.957279858968894","0.941125651917047","0.973434066020741"
"Nicht erwerbstätig","1996","66 und älter","weiblich","934","0.988566331717892","0.981787920868945","0.995344742566839"
"Sonstiges","1996","16-34 J.","männlich","271","0.119182432959063","0.106088245939318","0.132276619978809"
"Sonstiges","1996","16-34 J.","weiblich","259","0.0998406584190797","0.0878618479323018","0.111819468905858"
"Sonstiges","1996","35-65 J.","männlich","","","",""
"Sonstiges","1996","35-65 J.","weiblich","140","0.0460229330589754","0.0389829238007787","0.0530629423171721"
"Sonstiges","1996","66 und älter","männlich","","","",""
"Sonstiges","1996","66 und älter","weiblich","","","",""
"Teilzeit","1996","16-34 J.","männlich","45","0.0222213352667948","0.016264236692431","0.0281784338411586"
"Teilzeit","1996","16-34 J.","weiblich","254","0.118553468729633","0.105636654940854","0.131470282518412"
"Teilzeit","1996","35-65 J.","männlich","49","0.0206186858340585","0.0157986942598744","0.0254386774082426"
"Teilzeit","1996","35-65 J.","weiblich","695","0.209788665257412","0.196108865073619","0.223468465441205"
"Teilzeit","1996","66 und älter","männlich","","","",""
"Teilzeit","1996","66 und älter","weiblich","","","",""
"Vollzeit","1996","16-34 J.","männlich","1449","0.611500846661586","0.591802807252231","0.63119888607094"
"Vollzeit","1996","16-34 J.","weiblich","853","0.358578523457793","0.339415494079639","0.377741552835947"
"Vollzeit","1996","35-65 J.","männlich","2482","0.729037931326162","0.713962519198292","0.744113343454032"
"Vollzeit","1996","35-65 J.","weiblich","1098","0.28981125334612","0.27456856281981","0.305053943872431"
"Vollzeit","1996","66 und älter","männlich","","","",""
"Vollzeit","1996","66 und älter","weiblich","","","",""
"Nicht erwerbstätig","1997","16-34 J.","männlich","593","0.244990281160226","0.227398377084221","0.262582185236231"
"Nicht erwerbstätig","1997","16-34 J.","weiblich","1007","0.434442718333294","0.41423335282307","0.454652083843519"
"Nicht erwerbstätig","1997","35-65 J.","männlich","805","0.26311094897005","0.248030545843205","0.278191352096896"
"Nicht erwerbstätig","1997","35-65 J.","weiblich","1481","0.461531409425658","0.444685249614277","0.478377569237039"
"Nicht erwerbstätig","1997","66 und älter","männlich","613","0.968370441562464","0.954779620277693","0.981961262847235"
"Nicht erwerbstätig","1997","66 und älter","weiblich","932","0.984642670832204","0.976802430789756","0.992482910874652"
