"erwst","year","age_gr","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"nicht erwerbstätig","1995","46-65","4","111","0.234428769470767","0.197183754518756","0.271673784422779"
"nicht erwerbstätig","1995","46-65","5 Einkommensstärkstes Quintil","48","0.200573805598012","0.152543123423677","0.248604487772347"
"nicht erwerbstätig","1995","66","1 Einkommensschwächstes Quintil","","","",""
"nicht erwerbstätig","1995","66","2","","","",""
"nicht erwerbstätig","1995","66","3","","","",""
"nicht erwerbstätig","1995","66","4","","","",""
"nicht erwerbstätig","1995","66","5 Einkommensstärkstes Quintil","","","",""
"Andere","1995","17-29","1 Einkommensschwächstes Quintil","269","0.202444689488518","0.181403871314974","0.223485507662062"
"Andere","1995","17-29","2","146","0.148488736280086","0.125647731499752","0.171329741060421"
"Andere","1995","17-29","3","66","0.114941262521803","0.087939648512972","0.141942876530634"
"Andere","1995","17-29","4","29","","",""
"Andere","1995","17-29","5 Einkommensstärkstes Quintil","7","","",""
"Andere","1995","30-45","1 Einkommensschwächstes Quintil","56","0.0407892453808893","0.0315403031817507","0.0500381875800278"
"Andere","1995","30-45","2","39","0.0337109728539236","0.0236450457936689","0.0437768999141783"
"Andere","1995","30-45","3","19","","",""
"Andere","1995","30-45","4","5","","",""
"Andere","1995","30-45","5 Einkommensstärkstes Quintil","2","","",""
"Andere","1995","46-65","1 Einkommensschwächstes Quintil","48","0.0439530070271708","0.0328987235267237","0.0550072905276178"
"Andere","1995","46-65","2","15","","",""
"Andere","1995","46-65","3","17","","",""
"Andere","1995","46-65","4","9","","",""
"Andere","1995","46-65","5 Einkommensstärkstes Quintil","7","","",""
"Andere","1995","66","1 Einkommensschwächstes Quintil","","","",""
"Andere","1995","66","2","","","",""
"Andere","1995","66","3","","","",""
"Andere","1995","66","4","","","",""
"Andere","1995","66","5 Einkommensstärkstes Quintil","","","",""
"voll erwerbstätig","1996","17-29","1 Einkommensschwächstes Quintil","323","0.238000232058359","0.214588075180054","0.261412388936664"
"voll erwerbstätig","1996","17-29","2","347","0.412308191239115","0.379692253850109","0.444924128628122"
"voll erwerbstätig","1996","17-29","3","315","0.539128327592428","0.49735582341084","0.580900831774015"
"voll erwerbstätig","1996","17-29","4","239","0.701894520523582","0.653201227341201","0.750587813705963"
"voll erwerbstätig","1996","17-29","5 Einkommensstärkstes Quintil","74","0.562189589138122","0.477233035790452","0.647146142485792"
"voll erwerbstätig","1996","30-45","1 Einkommensschwächstes Quintil","743","0.453603227161921","0.428690140320785","0.478516314003057"
"voll erwerbstätig","1996","30-45","2","860","0.642624853077665","0.616634185489436","0.668615520665894"
"voll erwerbstätig","1996","30-45","3","562","0.693713539695459","0.661385709297406","0.726041370093513"
"voll erwerbstätig","1996","30-45","4","415","0.77679504553067","0.741311631914652","0.812278459146688"
"voll erwerbstätig","1996","30-45","5 Einkommensstärkstes Quintil","222","0.782273193758068","0.734359369421819","0.830187018094317"
"voll erwerbstätig","1996","46-65","1 Einkommensschwächstes Quintil","315","0.225290196172788","0.201503748492268","0.249076643853308"
"voll erwerbstätig","1996","46-65","2","494","0.396086681449135","0.367695851477046","0.424477511421224"
"voll erwerbstätig","1996","46-65","3","420","0.52714190052728","0.491363042299494","0.562920758755065"
"voll erwerbstätig","1996","46-65","4","326","0.624571974079038","0.5822124742271","0.666931473930975"
"voll erwerbstätig","1996","46-65","5 Einkommensstärkstes Quintil","227","0.6843406856196","0.633965147379748","0.734716223859452"
"voll erwerbstätig","1996","66","1 Einkommensschwächstes Quintil","","","",""
"voll erwerbstätig","1996","66","2","","","",""
"voll erwerbstätig","1996","66","3","","","",""
"voll erwerbstätig","1996","66","4","","","",""
"voll erwerbstätig","1996","66","5 Einkommensstärkstes Quintil","","","",""
"Teilzeit","1996","17-29","1 Einkommensschwächstes Quintil","60","0.0549139959638113","0.0423897235507717","0.0674382683768509"
"Teilzeit","1996","17-29","2","49","0.0583167698293258","0.0427895674739799","0.0738439721846717"
"Teilzeit","1996","17-29","3","33","0.0650066102285504","0.0443462705141805","0.0856669499429203"
"Teilzeit","1996","17-29","4","6","","",""
"Teilzeit","1996","17-29","5 Einkommensstärkstes Quintil","4","","",""
"Teilzeit","1996","30-45","1 Einkommensschwächstes Quintil","169","0.139588991878307","0.122246401131898","0.156931582624716"
"Teilzeit","1996","30-45","2","186","0.138462260820572","0.119730467171014","0.157194054470131"
"Teilzeit","1996","30-45","3","109","0.154127574787345","0.128804573314859","0.179450576259831"
"Teilzeit","1996","30-45","4","61","0.122457115173946","0.0945222588681503","0.150391971479742"
"Teilzeit","1996","30-45","5 Einkommensstärkstes Quintil","31","0.107871689934557","0.0718558901947539","0.14388748967436"
"Teilzeit","1996","46-65","1 Einkommensschwächstes Quintil","82","0.0754600832179477","0.0604213799941515","0.0904987864417438"
"Teilzeit","1996","46-65","2","92","0.0820318024918449","0.0661023587531885","0.0979612462305012"
"Teilzeit","1996","46-65","3","82","0.109017742191253","0.0866830273618728","0.131352457020633"
"Teilzeit","1996","46-65","4","50","0.105090813165863","0.0782640613220643","0.131917565009662"
"Teilzeit","1996","46-65","5 Einkommensstärkstes Quintil","29","","",""
"Teilzeit","1996","66","1 Einkommensschwächstes Quintil","","","",""
"Teilzeit","1996","66","2","","","",""
"Teilzeit","1996","66","3","","","",""
"Teilzeit","1996","66","4","","","",""
"Teilzeit","1996","66","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","1996","17-29","1 Einkommensschwächstes Quintil","636","0.500876189758668","0.473388094115511","0.528364285401824"
"nicht erwerbstätig","1996","17-29","2","350","0.388876930019617","0.35657603965938","0.421177820379855"
"nicht erwerbstätig","1996","17-29","3","137","0.280470262158454","0.242823969680513","0.318116554636396"
"nicht erwerbstätig","1996","17-29","4","68","0.213815616412166","0.170171052431515","0.257460180392817"
"nicht erwerbstätig","1996","17-29","5 Einkommensstärkstes Quintil","41","0.308721055076252","0.229612722124572","0.387829388027932"
"nicht erwerbstätig","1996","30-45","1 Einkommensschwächstes Quintil","566","0.369512381726902","0.345358430221516","0.393666333232288"
"nicht erwerbstätig","1996","30-45","2","216","0.182413551248779","0.161468959767181","0.203358142730378"
"nicht erwerbstätig","1996","30-45","3","90","0.111883419893551","0.0897758793863524","0.13399096040075"
"nicht erwerbstätig","1996","30-45","4","47","0.0863891848650788","0.0624488313509493","0.110329538379208"
"nicht erwerbstätig","1996","30-45","5 Einkommensstärkstes Quintil","26","","",""
"nicht erwerbstätig","1996","46-65","1 Einkommensschwächstes Quintil","762","0.674725444482812","0.648052098030123","0.701398790935501"
"nicht erwerbstätig","1996","46-65","2","530","0.500361400155084","0.471336846069622","0.529385954240547"
"nicht erwerbstätig","1996","46-65","3","232","0.342265902271269","0.308263915961785","0.376267888580753"
"nicht erwerbstätig","1996","46-65","4","117","0.249168889966882","0.211332101182392","0.287005678751372"
"nicht erwerbstätig","1996","46-65","5 Einkommensstärkstes Quintil","66","0.210291016602479","0.16612196093707","0.254460072267889"
"nicht erwerbstätig","1996","66","1 Einkommensschwächstes Quintil","","","",""
"nicht erwerbstätig","1996","66","2","","","",""
"nicht erwerbstätig","1996","66","3","","","",""
"nicht erwerbstätig","1996","66","4","","","",""
"nicht erwerbstätig","1996","66","5 Einkommensstärkstes Quintil","","","",""
"Andere","1996","17-29","1 Einkommensschwächstes Quintil","252","0.206209582219162","0.183967130171968","0.228452034266356"
"Andere","1996","17-29","2","129","0.140498108911942","0.1174729454447","0.163523272379183"
"Andere","1996","17-29","3","62","0.115394800020568","0.0886202431843376","0.142169356856798"
"Andere","1996","17-29","4","26","","",""
"Andere","1996","17-29","5 Einkommensstärkstes Quintil","12","","",""
"Andere","1996","30-45","1 Einkommensschwächstes Quintil","56","0.0372953992328706","0.0278131893243511","0.0467776091413901"
"Andere","1996","30-45","2","44","0.0364993348529836","0.0263287720238346","0.0466698976821327"
"Andere","1996","30-45","3","20","","",""
"Andere","1996","30-45","4","6","","",""
"Andere","1996","30-45","5 Einkommensstärkstes Quintil","6","","",""
"Andere","1996","46-65","1 Einkommensschwächstes Quintil","26","","",""
"Andere","1996","46-65","2","24","","",""
"Andere","1996","46-65","3","14","","",""
"Andere","1996","46-65","4","9","","",""
"Andere","1996","46-65","5 Einkommensstärkstes Quintil","5","","",""
"Andere","1996","66","1 Einkommensschwächstes Quintil","","","",""
"Andere","1996","66","2","","","",""
"Andere","1996","66","3","","","",""
"Andere","1996","66","4","","","",""
"Andere","1996","66","5 Einkommensstärkstes Quintil","","","",""
"voll erwerbstätig","1997","17-29","1 Einkommensschwächstes Quintil","278","0.206683422364438","0.183510800654303","0.229856044074573"
"voll erwerbstätig","1997","17-29","2","336","0.431672198831587","0.397914578331526","0.465429819331648"
"voll erwerbstätig","1997","17-29","3","324","0.546716565511277","0.506027266385707","0.587405864636846"
"voll erwerbstätig","1997","17-29","4","234","0.647563968698946","0.596932966139049","0.698194971258843"
"voll erwerbstätig","1997","17-29","5 Einkommensstärkstes Quintil","60","0.544160759764371","0.451508489330274","0.636813030198469"
"voll erwerbstätig","1997","30-45","1 Einkommensschwächstes Quintil","702","0.451218190199882","0.425561104731408","0.476875275668355"
"voll erwerbstätig","1997","30-45","2","828","0.618557435544573","0.59220338176466","0.644911489324485"
"voll erwerbstätig","1997","30-45","3","542","0.688909738655313","0.656232505870174","0.721586971440451"
"voll erwerbstätig","1997","30-45","4","425","0.787590542789258","0.753060995908332","0.822120089670184"
"voll erwerbstätig","1997","30-45","5 Einkommensstärkstes Quintil","253","0.844999620642846","0.804384026667277","0.885615214618415"
"voll erwerbstätig","1997","46-65","1 Einkommensschwächstes Quintil","330","0.248103856999568","0.223407957782186","0.27279975621695"
"voll erwerbstätig","1997","46-65","2","449","0.371235107767652","0.342354088152597","0.400116127382707"
"voll erwerbstätig","1997","46-65","3","414","0.513647271886395","0.478182759488395","0.549111784284395"
"voll erwerbstätig","1997","46-65","4","315","0.595149193633384","0.552999962344548","0.63729842492222"
"voll erwerbstätig","1997","46-65","5 Einkommensstärkstes Quintil","219","0.682932534224037","0.631868221453178","0.733996846994895"
"voll erwerbstätig","1997","66","1 Einkommensschwächstes Quintil","","","",""
"voll erwerbstätig","1997","66","2","","","",""
"voll erwerbstätig","1997","66","3","","","",""
"voll erwerbstätig","1997","66","4","","","",""
"voll erwerbstätig","1997","66","5 Einkommensstärkstes Quintil","","","",""
"Teilzeit","1997","17-29","1 Einkommensschwächstes Quintil","43","0.0562259102948686","0.0430433016978952","0.069408518891842"
"Teilzeit","1997","17-29","2","39","0.0539295290985461","0.038534858737939","0.0693241994591531"
"Teilzeit","1997","17-29","3","21","","",""
"Teilzeit","1997","17-29","4","11","","",""
"Teilzeit","1997","17-29","5 Einkommensstärkstes Quintil","7","","",""
"Teilzeit","1997","30-45","1 Einkommensschwächstes Quintil","146","0.121163180061958","0.104338236305427","0.137988123818489"
"Teilzeit","1997","30-45","2","179","0.147917107190538","0.128655480541524","0.167178733839552"
"Teilzeit","1997","30-45","3","106","0.134191047764891","0.110131153749319","0.158250941780464"
"Teilzeit","1997","30-45","4","58","0.108034784839811","0.0818282576630346","0.134241312016588"
"Teilzeit","1997","30-45","5 Einkommensstärkstes Quintil","30","0.0987068961456761","0.0652331018285337","0.132180690462818"
"Teilzeit","1997","46-65","1 Einkommensschwächstes Quintil","75","0.0759986917604189","0.0608467424425922","0.0911506410782457"
"Teilzeit","1997","46-65","2","95","0.0857109104897844","0.0689767595561795","0.102445061423389"
"Teilzeit","1997","46-65","3","79","0.104734192736051","0.0830068774839845","0.126461507988118"
"Teilzeit","1997","46-65","4","61","0.115233555268101","0.0878157282746436","0.142651382261558"
"Teilzeit","1997","46-65","5 Einkommensstärkstes Quintil","32","0.10798430579394","0.0739262919603817","0.142042319627498"
"Teilzeit","1997","66","1 Einkommensschwächstes Quintil","","","",""
"Teilzeit","1997","66","2","","","",""
"Teilzeit","1997","66","3","","","",""
"Teilzeit","1997","66","4","","","",""
"Teilzeit","1997","66","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","1997","17-29","1 Einkommensschwächstes Quintil","638","0.559906593526295","0.531499336100174","0.588313850952415"
"nicht erwerbstätig","1997","17-29","2","325","0.371685831630728","0.338749762464708","0.404621900796749"
"nicht erwerbstätig","1997","17-29","3","150","0.272994217215045","0.236580935162246","0.309407499267843"
"nicht erwerbstätig","1997","17-29","4","63","0.204335917939358","0.161602043332619","0.247069792546097"
"nicht erwerbstätig","1997","17-29","5 Einkommensstärkstes Quintil","31","0.251775804136751","0.171031950765815","0.332519657507687"
"nicht erwerbstätig","1997","30-45","1 Einkommensschwächstes Quintil","541","0.38500634372243","0.359917339292879","0.410095348151981"
"nicht erwerbstätig","1997","30-45","2","258","0.202384716179853","0.18058612508278","0.224183307276926"
"nicht erwerbstätig","1997","30-45","3","100","0.147554526405461","0.122520513327244","0.172588539483679"
"nicht erwerbstätig","1997","30-45","4","46","0.0840836485357623","0.0606555312934941","0.107511765778031"
"nicht erwerbstätig","1997","30-45","5 Einkommensstärkstes Quintil","20","","",""
"nicht erwerbstätig","1997","46-65","1 Einkommensschwächstes Quintil","746","0.655904391020087","0.628740686843117","0.683068095197056"
"nicht erwerbstätig","1997","46-65","2","517","0.529834450866659","0.499998536127219","0.5596703656061"
"nicht erwerbstätig","1997","46-65","3","257","0.368194869214134","0.333972012227492","0.402417726200777"
"nicht erwerbstätig","1997","46-65","4","130","0.260674614125347","0.222978515212011","0.298370713038684"
"nicht erwerbstätig","1997","46-65","5 Einkommensstärkstes Quintil","64","0.200796522930012","0.156836336464105","0.244756709395919"
"nicht erwerbstätig","1997","66","1 Einkommensschwächstes Quintil","","","",""
"nicht erwerbstätig","1997","66","2","","","",""
"nicht erwerbstätig","1997","66","3","","","",""
"nicht erwerbstätig","1997","66","4","","","",""
"nicht erwerbstätig","1997","66","5 Einkommensstärkstes Quintil","","","",""
"Andere","1997","17-29","1 Einkommensschwächstes Quintil","214","0.177184073814399","0.155333503796682","0.199034643832116"
"Andere","1997","17-29","2","127","0.142712440439139","0.118873359211365","0.166551521666912"
"Andere","1997","17-29","3","80","0.145054552693833","0.116270691429712","0.173838413957954"
"Andere","1997","17-29","4","34","0.109177150789997","0.0761252386128159","0.142229062967177"
"Andere","1997","17-29","5 Einkommensstärkstes Quintil","13","","",""
"Andere","1997","30-45","1 Einkommensschwächstes Quintil","56","0.0426122860157306","0.0321980957207523","0.053026476310709"
"Andere","1997","30-45","2","40","0.0311407410850361","0.0217166895147823","0.04056479265529"
"Andere","1997","30-45","3","23","","",""
"Andere","1997","30-45","4","10","","",""
"Andere","1997","30-45","5 Einkommensstärkstes Quintil","2","","",""
"Andere","1997","46-65","1 Einkommensschwächstes Quintil","24","","",""
"Andere","1997","46-65","2","14","","",""
"Andere","1997","46-65","3","13","","",""
"Andere","1997","46-65","4","15","","",""
"Andere","1997","46-65","5 Einkommensstärkstes Quintil","4","","",""
"Andere","1997","66","1 Einkommensschwächstes Quintil","","","",""
"Andere","1997","66","2","","","",""
"Andere","1997","66","3","","","",""
"Andere","1997","66","4","","","",""
"Andere","1997","66","5 Einkommensstärkstes Quintil","","","",""
"voll erwerbstätig","1998","17-29","1 Einkommensschwächstes Quintil","269","0.22386081445285","0.200716308489629","0.247005320416071"
"voll erwerbstätig","1998","17-29","2","344","0.413696083391084","0.380509311377754","0.446882855404415"
"voll erwerbstätig","1998","17-29","3","307","0.511097353515688","0.469472164479821","0.552722542551556"
"voll erwerbstätig","1998","17-29","4","245","0.611878643515922","0.562881280138905","0.660876006892938"
"voll erwerbstätig","1998","17-29","5 Einkommensstärkstes Quintil","74","0.518313699900485","0.434644368464746","0.601983031336224"
"voll erwerbstätig","1998","30-45","1 Einkommensschwächstes Quintil","717","0.426007385710495","0.401445285373532","0.450569486047458"
"voll erwerbstätig","1998","30-45","2","873","0.607663204718509","0.58195762125542","0.633368788181597"
"voll erwerbstätig","1998","30-45","3","614","0.699292031051278","0.668907969809431","0.729676092293125"
"voll erwerbstätig","1998","30-45","4","521","0.782835540987311","0.751307640672119","0.814363441302503"
"voll erwerbstätig","1998","30-45","5 Einkommensstärkstes Quintil","307","0.854533269403038","0.817701457320812","0.891365081485263"
"voll erwerbstätig","1998","46-65","1 Einkommensschwächstes Quintil","379","0.277445857890131","0.253022279740627","0.301869436039634"
"voll erwerbstätig","1998","46-65","2","480","0.369895770551547","0.342637365061879","0.397154176041215"
"voll erwerbstätig","1998","46-65","3","417","0.501760744978065","0.467263958930993","0.536257531025137"
"voll erwerbstätig","1998","46-65","4","395","0.580520563593701","0.543210361922435","0.617830765264967"
"voll erwerbstätig","1998","46-65","5 Einkommensstärkstes Quintil","270","0.65575002897583","0.610202369454317","0.701297688497343"
"voll erwerbstätig","1998","66","1 Einkommensschwächstes Quintil","","","",""
"voll erwerbstätig","1998","66","2","","","",""
"voll erwerbstätig","1998","66","3","","","",""
"voll erwerbstätig","1998","66","4","","","",""
"voll erwerbstätig","1998","66","5 Einkommensstärkstes Quintil","","","",""
"Teilzeit","1998","17-29","1 Einkommensschwächstes Quintil","46","0.0473212976735128","0.0355319270498103","0.0591106682972153"
"Teilzeit","1998","17-29","2","36","0.0510095654827067","0.036183714214581","0.0658354167508323"
"Teilzeit","1998","17-29","3","18","","",""
"Teilzeit","1998","17-29","4","12","","",""
"Teilzeit","1998","17-29","5 Einkommensstärkstes Quintil","3","","",""
"Teilzeit","1998","30-45","1 Einkommensschwächstes Quintil","181","0.138669743727025","0.121503333259649","0.155836154194402"
"Teilzeit","1998","30-45","2","175","0.141959815764113","0.123585845756239","0.160333785771986"
"Teilzeit","1998","30-45","3","118","0.141649049071804","0.118545253004117","0.16475284513949"
"Teilzeit","1998","30-45","4","74","0.130471122217455","0.104715940992697","0.156226303442214"
"Teilzeit","1998","30-45","5 Einkommensstärkstes Quintil","25","","",""
"Teilzeit","1998","46-65","1 Einkommensschwächstes Quintil","88","0.0702341621212548","0.0562947016309984","0.0841736226115111"
"Teilzeit","1998","46-65","2","104","0.0864567257411972","0.0705888598301256","0.102324591652269"
"Teilzeit","1998","46-65","3","81","0.0963983157589754","0.0760356532844036","0.116760978233547"
"Teilzeit","1998","46-65","4","77","0.122152520876004","0.0973940279822282","0.14691101376978"
"Teilzeit","1998","46-65","5 Einkommensstärkstes Quintil","58","0.120798206519277","0.0895565195934884","0.152039893445065"
"Teilzeit","1998","66","1 Einkommensschwächstes Quintil","","","",""
"Teilzeit","1998","66","2","","","",""
"Teilzeit","1998","66","3","","","",""
"Teilzeit","1998","66","4","","","",""
"Teilzeit","1998","66","5 Einkommensstärkstes Quintil","","","",""
"nicht erwerbstätig","1998","17-29","1 Einkommensschwächstes Quintil","673","0.530510252093195","0.502799455086654","0.558221049099736"
"nicht erwerbstätig","1998","17-29","2","310","0.349407636168124","0.317279643921622","0.381535628414627"
"nicht erwerbstätig","1998","17-29","3","158","0.323563417213638","0.284606331685057","0.36252050274222"
"nicht erwerbstätig","1998","17-29","4","93","0.275006473720715","0.230111800403632","0.319901147037798"
"nicht erwerbstätig","1998","17-29","5 Einkommensstärkstes Quintil","49","0.37593004881977","0.294823118664401","0.457036978975139"
"nicht erwerbstätig","1998","30-45","1 Einkommensschwächstes Quintil","597","0.396680583287548","0.372381051386158","0.420980115188939"
"nicht erwerbstätig","1998","30-45","2","285","0.214384281739744","0.192778597328985","0.235989966150503"
"nicht erwerbstätig","1998","30-45","3","110","0.121867983521328","0.100192500560893","0.143543466481764"
"nicht erwerbstätig","1998","30-45","4","51","0.0726763961382085","0.0528256079607043","0.0925271843157127"
"nicht erwerbstätig","1998","30-45","5 Einkommensstärkstes Quintil","16","","",""
"nicht erwerbstätig","1998","46-65","1 Einkommensschwächstes Quintil","802","0.637380798880764","0.611156139481202","0.663605458280327"
"nicht erwerbstätig","1998","46-65","2","598","0.52570642883462","0.497512874489029","0.553899983180212"
"nicht erwerbstätig","1998","46-65","3","284","0.369291988656921","0.335994579668556","0.402589397645286"
"nicht erwerbstätig","1998","46-65","4","186","0.278063456460774","0.244188017941931","0.311938894979617"
"nicht erwerbstätig","1998","46-65","5 Einkommensstärkstes Quintil","83","0.205998396913781","0.167227793515677","0.244769000311886"
"nicht erwerbstätig","1998","66","1 Einkommensschwächstes Quintil","","","",""
"nicht erwerbstätig","1998","66","2","","","",""
"nicht erwerbstätig","1998","66","3","","","",""
"nicht erwerbstätig","1998","66","4","","","",""
"nicht erwerbstätig","1998","66","5 Einkommensstärkstes Quintil","","","",""
"Andere","1998","17-29","1 Einkommensschwächstes Quintil","258","0.198307635780442","0.176168398144087","0.220446873416798"
"Andere","1998","17-29","2","156","0.185886714958085","0.159672943626983","0.212100486289188"
"Andere","1998","17-29","3","71","0.131335306508768","0.103209172625244","0.159461440392293"
"Andere","1998","17-29","4","30","0.080042219518511","0.052758737077045","0.107325701959977"
"Andere","1998","17-29","5 Einkommensstärkstes Quintil","11","","",""
"Andere","1998","30-45","1 Einkommensschwächstes Quintil","62","0.0386422872749309","0.0290686337834383","0.0482159407664235"
"Andere","1998","30-45","2","53","0.0359926977776344","0.0261862021829009","0.0457991933723679"
"Andere","1998","30-45","3","33","0.0371909363555899","0.0246528081629249","0.0497290645482549"
"Andere","1998","30-45","4","11","","",""
"Andere","1998","30-45","5 Einkommensstärkstes Quintil","4","","",""
"Andere","1998","46-65","1 Einkommensschwächstes Quintil","22","","",""
"Andere","1998","46-65","2","23","","",""
"Andere","1998","46-65","3","25","","",""
"Andere","1998","46-65","4","14","","",""
"Andere","1998","46-65","5 Einkommensstärkstes Quintil","7","","",""
"Andere","1998","66","1 Einkommensschwächstes Quintil","","","",""
"Andere","1998","66","2","","","",""
"Andere","1998","66","3","","","",""
"Andere","1998","66","4","","","",""
"Andere","1998","66","5 Einkommensstärkstes Quintil","","","",""
"voll erwerbstätig","1999","17-29","1 Einkommensschwächstes Quintil","227","0.199851181479049","0.175823270114713","0.223879092843385"
"voll erwerbstätig","1999","17-29","2","335","0.405768192217101","0.372854092457293","0.43868229197691"
"voll erwerbstätig","1999","17-29","3","293","0.570176374901607","0.527211578954807","0.613141170848408"
"voll erwerbstätig","1999","17-29","4","245","0.600144630014424","0.55165102327815","0.648638236750698"
"voll erwerbstätig","1999","17-29","5 Einkommensstärkstes Quintil","69","0.39957503863257","0.321707787860294","0.477442289404847"
"voll erwerbstätig","1999","30-45","1 Einkommensschwächstes Quintil","593","0.440778039044654","0.413820641305492","0.467735436783816"
"voll erwerbstätig","1999","30-45","2","927","0.621612326496121","0.596743729637306","0.646480923354936"
"voll erwerbstätig","1999","30-45","3","595","0.672158653443744","0.640711671725616","0.703605635161871"
"voll erwerbstätig","1999","30-45","4","547","0.802223164456643","0.772459309264299","0.831987019648986"
"voll erwerbstätig","1999","30-45","5 Einkommensstärkstes Quintil","340","0.807446214487098","0.769044252681222","0.845848176292973"
