"erwst","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Teilzeit","2006","Realschule","Laendlicher Raum","320","0.110605030262578","0.0980882043162685","0.123121856208887"
"Teilzeit","2006","Realschule","Staedtischer Raum","484","0.126753691412229","0.115521051732477","0.137986331091981"
"voll erwerbstätig","2006","(Fach-)Abitur","Laendlicher Raum","214","","",""
"voll erwerbstätig","2006","(Fach-)Abitur","Staedtischer Raum","687","0.372875190111067","0.350869506268062","0.394880873954072"
"voll erwerbstätig","2006","(noch) kein Abschluss","Laendlicher Raum","11","","",""
"voll erwerbstätig","2006","(noch) kein Abschluss","Staedtischer Raum","33","0.0774050864940692","0.0563870293233176","0.0984231436648208"
"voll erwerbstätig","2006","AkademikerIn","Laendlicher Raum","696","0.480825968049885","0.45411443003265","0.50753750606712"
"voll erwerbstätig","2006","AkademikerIn","Staedtischer Raum","1778","","",""
"voll erwerbstätig","2006","Hauptschule","Laendlicher Raum","723","0.256509679350057","0.24064553961266","0.272373819087455"
"voll erwerbstätig","2006","Hauptschule","Staedtischer Raum","1502","","",""
"voll erwerbstätig","2006","Realschule","Laendlicher Raum","1132","","",""
"voll erwerbstätig","2006","Realschule","Staedtischer Raum","1449","","",""
"Andere","2007","(Fach-)Abitur","Laendlicher Raum","83","0.139667903741956","0.111649667157885","0.167686140326026"
"Andere","2007","(Fach-)Abitur","Staedtischer Raum","213","","",""
"Andere","2007","(noch) kein Abschluss","Laendlicher Raum","32","0.11734549439293","0.0789575559522503","0.15573343283361"
"Andere","2007","(noch) kein Abschluss","Staedtischer Raum","79","0.122437978284993","0.0955754391291414","0.149300517440845"
"Andere","2007","AkademikerIn","Laendlicher Raum","40","0.043988989381871","0.032798304279311","0.0551796744844311"
"Andere","2007","AkademikerIn","Staedtischer Raum","114","","",""
"Andere","2007","Hauptschule","Laendlicher Raum","169","","",""
"Andere","2007","Hauptschule","Staedtischer Raum","263","","",""
"Andere","2007","Realschule","Laendlicher Raum","175","","",""
"Andere","2007","Realschule","Staedtischer Raum","251","","",""
"nicht erwerbstätig","2007","(Fach-)Abitur","Laendlicher Raum","220","","",""
"nicht erwerbstätig","2007","(Fach-)Abitur","Staedtischer Raum","672","0.377321924249667","0.35476607980251","0.399877768696823"
"nicht erwerbstätig","2007","(noch) kein Abschluss","Laendlicher Raum","226","","",""
"nicht erwerbstätig","2007","(noch) kein Abschluss","Staedtischer Raum","449","0.765243741705056","0.730509441038061","0.799978042372051"
"nicht erwerbstätig","2007","AkademikerIn","Laendlicher Raum","416","0.347008889628099","0.321032596844082","0.372985182412116"
"nicht erwerbstätig","2007","AkademikerIn","Staedtischer Raum","917","0.308948838079159","0.292680781028296","0.325216895130021"
"nicht erwerbstätig","2007","Hauptschule","Laendlicher Raum","1613","","",""
"nicht erwerbstätig","2007","Hauptschule","Staedtischer Raum","2679","","",""
"nicht erwerbstätig","2007","Realschule","Laendlicher Raum","679","0.311858705222835","0.292784964090563","0.330932446355108"
"nicht erwerbstätig","2007","Realschule","Staedtischer Raum","1053","","",""
"Teilzeit","2007","(Fach-)Abitur","Laendlicher Raum","62","0.0982218695587079","0.0741664256557778","0.122277313461638"
"Teilzeit","2007","(Fach-)Abitur","Staedtischer Raum","240","","",""
"Teilzeit","2007","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"Teilzeit","2007","(noch) kein Abschluss","Staedtischer Raum","16","","",""
"Teilzeit","2007","AkademikerIn","Laendlicher Raum","163","","",""
"Teilzeit","2007","AkademikerIn","Staedtischer Raum","389","0.112440010055391","0.101317658988393","0.123562361122388"
"Teilzeit","2007","Hauptschule","Laendlicher Raum","189","","",""
"Teilzeit","2007","Hauptschule","Staedtischer Raum","390","0.0779220797559291","0.0702547459391596","0.0855894135726986"
"Teilzeit","2007","Realschule","Laendlicher Raum","316","0.124719464124331","0.111115706305261","0.138323221943401"
"Teilzeit","2007","Realschule","Staedtischer Raum","506","0.138097606700233","0.126085779087787","0.150109434312678"
"voll erwerbstätig","2007","(Fach-)Abitur","Laendlicher Raum","223","","",""
"voll erwerbstätig","2007","(Fach-)Abitur","Staedtischer Raum","649","0.36375562719722","0.341369028165522","0.386142226228918"
"voll erwerbstätig","2007","(noch) kein Abschluss","Laendlicher Raum","11","","",""
"voll erwerbstätig","2007","(noch) kein Abschluss","Staedtischer Raum","28","","",""
"voll erwerbstätig","2007","AkademikerIn","Laendlicher Raum","671","0.496354673183048","0.469070443443455","0.523638902922641"
"voll erwerbstätig","2007","AkademikerIn","Staedtischer Raum","1679","","",""
"voll erwerbstätig","2007","Hauptschule","Laendlicher Raum","695","0.274273389622728","0.257337953728288","0.291208825517167"
"voll erwerbstätig","2007","Hauptschule","Staedtischer Raum","1363","","",""
"voll erwerbstätig","2007","Realschule","Laendlicher Raum","1096","","",""
"voll erwerbstätig","2007","Realschule","Staedtischer Raum","1359","","",""
"Andere","2008","(Fach-)Abitur","Laendlicher Raum","68","0.11481883476407","0.0879049518802594","0.14173271764788"
"Andere","2008","(Fach-)Abitur","Staedtischer Raum","205","","",""
"Andere","2008","(noch) kein Abschluss","Laendlicher Raum","31","0.11636275687658","0.0751896027940476","0.157535910959113"
"Andere","2008","(noch) kein Abschluss","Staedtischer Raum","78","0.154644181690687","0.12335631345869","0.185932049922683"
"Andere","2008","AkademikerIn","Laendlicher Raum","39","0.0451767133531343","0.0335509447861195","0.0568024819201491"
"Andere","2008","AkademikerIn","Staedtischer Raum","109","","",""
"Andere","2008","Hauptschule","Laendlicher Raum","144","","",""
"Andere","2008","Hauptschule","Staedtischer Raum","259","","",""
"Andere","2008","Realschule","Laendlicher Raum","189","","",""
"Andere","2008","Realschule","Staedtischer Raum","250","","",""
"nicht erwerbstätig","2008","(Fach-)Abitur","Laendlicher Raum","194","","",""
"nicht erwerbstätig","2008","(Fach-)Abitur","Staedtischer Raum","586","0.353342644951847","0.330172734723125","0.376512555180568"
"nicht erwerbstätig","2008","(noch) kein Abschluss","Laendlicher Raum","192","","",""
"nicht erwerbstätig","2008","(noch) kein Abschluss","Staedtischer Raum","389","0.725257687252766","0.686630031378317","0.763885343127214"
"nicht erwerbstätig","2008","AkademikerIn","Laendlicher Raum","406","0.351219996918155","0.324499704843531","0.377940288992779"
"nicht erwerbstätig","2008","AkademikerIn","Staedtischer Raum","893","0.299899405856371","0.283409030415288","0.316389781297454"
"nicht erwerbstätig","2008","Hauptschule","Laendlicher Raum","1495","","",""
"nicht erwerbstätig","2008","Hauptschule","Staedtischer Raum","2463","","",""
"nicht erwerbstätig","2008","Realschule","Laendlicher Raum","616","0.299686229615604","0.280253720581163","0.319118738650044"
"nicht erwerbstätig","2008","Realschule","Staedtischer Raum","978","0.336571970539353","0.31969367472835","0.353450266350356"
"Teilzeit","2008","(Fach-)Abitur","Laendlicher Raum","56","0.0999494500066369","0.0746286534665398","0.125270246546734"
"Teilzeit","2008","(Fach-)Abitur","Staedtischer Raum","228","","",""
"Teilzeit","2008","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"Teilzeit","2008","(noch) kein Abschluss","Staedtischer Raum","16","","",""
"Teilzeit","2008","AkademikerIn","Laendlicher Raum","152","","",""
"Teilzeit","2008","AkademikerIn","Staedtischer Raum","363","0.108517597844383","0.0973240182747151","0.119711177414051"
"Teilzeit","2008","Hauptschule","Laendlicher Raum","194","","",""
"Teilzeit","2008","Hauptschule","Staedtischer Raum","352","0.0756040517710776","0.0677552017571931","0.083452901784962"
"Teilzeit","2008","Realschule","Laendlicher Raum","285","","",""
"Teilzeit","2008","Realschule","Staedtischer Raum","460","0.127603506472024","0.115686121375814","0.139520891568235"
"voll erwerbstätig","2008","(Fach-)Abitur","Laendlicher Raum","221","","",""
"voll erwerbstätig","2008","(Fach-)Abitur","Staedtischer Raum","616","0.370074762728521","0.346671389894711","0.393478135562331"
"voll erwerbstätig","2008","(noch) kein Abschluss","Laendlicher Raum","9","0.0776596770070598","0.0432949009368912","0.112024453077228"
"voll erwerbstätig","2008","(noch) kein Abschluss","Staedtischer Raum","30","0.082492473708446","0.0586856536328977","0.106299293783994"
"voll erwerbstätig","2008","AkademikerIn","Laendlicher Raum","629","0.494765254566563","0.466778724373594","0.522751784759532"
"voll erwerbstätig","2008","AkademikerIn","Staedtischer Raum","1601","","",""
"voll erwerbstätig","2008","Hauptschule","Laendlicher Raum","647","0.278646364523759","0.26100130800983","0.296291421037689"
"voll erwerbstätig","2008","Hauptschule","Staedtischer Raum","1284","","",""
"voll erwerbstätig","2008","Realschule","Laendlicher Raum","1045","","",""
"voll erwerbstätig","2008","Realschule","Staedtischer Raum","1323","","",""
"Andere","2009","(Fach-)Abitur","Laendlicher Raum","71","0.162447293938579","0.130774123116932","0.194120464760227"
"Andere","2009","(Fach-)Abitur","Staedtischer Raum","203","","",""
"Andere","2009","(noch) kein Abschluss","Laendlicher Raum","26","","",""
"Andere","2009","(noch) kein Abschluss","Staedtischer Raum","70","0.142264186155927","0.111111242508114","0.173417129803739"
"Andere","2009","AkademikerIn","Laendlicher Raum","34","0.0452711131928839","0.0336051985612731","0.0569370278244948"
"Andere","2009","AkademikerIn","Staedtischer Raum","105","","",""
"Andere","2009","Hauptschule","Laendlicher Raum","132","","",""
"Andere","2009","Hauptschule","Staedtischer Raum","239","","",""
"Andere","2009","Realschule","Laendlicher Raum","168","","",""
"Andere","2009","Realschule","Staedtischer Raum","236","","",""
"nicht erwerbstätig","2009","(Fach-)Abitur","Laendlicher Raum","196","","",""
"nicht erwerbstätig","2009","(Fach-)Abitur","Staedtischer Raum","517","0.337444188350333","0.313387084062253","0.361501292638412"
"nicht erwerbstätig","2009","(noch) kein Abschluss","Laendlicher Raum","157","","",""
"nicht erwerbstätig","2009","(noch) kein Abschluss","Staedtischer Raum","375","0.747957307010619","0.709236001986171","0.786678612035068"
"nicht erwerbstätig","2009","AkademikerIn","Laendlicher Raum","405","0.334316277893138","0.307844634370155","0.36078792141612"
"nicht erwerbstätig","2009","AkademikerIn","Staedtischer Raum","859","0.288188251306142","0.271456954508352","0.304919548103931"
"nicht erwerbstätig","2009","Hauptschule","Laendlicher Raum","1405","","",""
"nicht erwerbstätig","2009","Hauptschule","Staedtischer Raum","2258","","",""
"nicht erwerbstätig","2009","Realschule","Laendlicher Raum","577","0.290889690095648","0.27120527570087","0.310574104490426"
"nicht erwerbstätig","2009","Realschule","Staedtischer Raum","908","0.340840147806915","0.323236355436592","0.358443940177238"
"Teilzeit","2009","(Fach-)Abitur","Laendlicher Raum","51","0.0733036199988459","0.0509235895155766","0.0956836504821151"
"Teilzeit","2009","(Fach-)Abitur","Staedtischer Raum","199","","",""
"Teilzeit","2009","(noch) kein Abschluss","Laendlicher Raum","1","","",""
"Teilzeit","2009","(noch) kein Abschluss","Staedtischer Raum","15","","",""
"Teilzeit","2009","AkademikerIn","Laendlicher Raum","149","","",""
"Teilzeit","2009","AkademikerIn","Staedtischer Raum","351","0.112199626750487","0.100540601062995","0.12385865243798"
"Teilzeit","2009","Hauptschule","Laendlicher Raum","172","","",""
"Teilzeit","2009","Hauptschule","Staedtischer Raum","316","0.0758585029038854","0.0675952507095614","0.0841217550982095"
"Teilzeit","2009","Realschule","Laendlicher Raum","288","","",""
"Teilzeit","2009","Realschule","Staedtischer Raum","424","0.128184460416326","0.115768924118384","0.140599996714268"
"voll erwerbstätig","2009","(Fach-)Abitur","Laendlicher Raum","203","","",""
"voll erwerbstätig","2009","(Fach-)Abitur","Staedtischer Raum","565","0.384971875460369","0.360215154025567","0.40972859689517"
"voll erwerbstätig","2009","(noch) kein Abschluss","Laendlicher Raum","9","0.0916434629054561","0.0509384070324337","0.132348518778478"
"voll erwerbstätig","2009","(noch) kein Abschluss","Staedtischer Raum","23","","",""
"voll erwerbstätig","2009","AkademikerIn","Laendlicher Raum","632","0.509394387917222","0.481342537812365","0.537446238022079"
"voll erwerbstätig","2009","AkademikerIn","Staedtischer Raum","1500","","",""
"voll erwerbstätig","2009","Hauptschule","Laendlicher Raum","582","0.275572471564848","0.257276691340041","0.293868251789655"
"voll erwerbstätig","2009","Hauptschule","Staedtischer Raum","1131","","",""
"voll erwerbstätig","2009","Realschule","Laendlicher Raum","1012","","",""
"voll erwerbstätig","2009","Realschule","Staedtischer Raum","1217","","",""
"Andere","2010","(Fach-)Abitur","Laendlicher Raum","97","0.161764080315704","0.136294927546691","0.187233233084717"
"Andere","2010","(Fach-)Abitur","Staedtischer Raum","280","","",""
"Andere","2010","(noch) kein Abschluss","Laendlicher Raum","62","0.13541278177714","0.0988812926282341","0.171944270926046"
"Andere","2010","(noch) kein Abschluss","Staedtischer Raum","104","","",""
"Andere","2010","AkademikerIn","Laendlicher Raum","51","0.0438145555893434","0.0333971928899021","0.0542319182887848"
"Andere","2010","AkademikerIn","Staedtischer Raum","147","","",""
"Andere","2010","Hauptschule","Laendlicher Raum","198","","",""
"Andere","2010","Hauptschule","Staedtischer Raum","340","0.0607571557164642","0.0539680146464839","0.0675462967864445"
"Andere","2010","Realschule","Laendlicher Raum","295","","",""
"Andere","2010","Realschule","Staedtischer Raum","366","0.0919112773098447","0.0828162344748404","0.101006320144849"
"nicht erwerbstätig","2010","(Fach-)Abitur","Laendlicher Raum","298","","",""
"nicht erwerbstätig","2010","(Fach-)Abitur","Staedtischer Raum","837","0.338014304001931","0.318507693252878","0.357520914750985"
"nicht erwerbstätig","2010","(noch) kein Abschluss","Laendlicher Raum","247","","",""
"nicht erwerbstätig","2010","(noch) kein Abschluss","Staedtischer Raum","566","0.791674448750387","0.762194351567218","0.821154545933556"
"nicht erwerbstätig","2010","AkademikerIn","Laendlicher Raum","492","0.356395962069119","0.332020476092506","0.380771448045731"
"nicht erwerbstätig","2010","AkademikerIn","Staedtischer Raum","1179","","",""
"nicht erwerbstätig","2010","Hauptschule","Laendlicher Raum","1553","","",""
"nicht erwerbstätig","2010","Hauptschule","Staedtischer Raum","2601","","",""
"nicht erwerbstätig","2010","Realschule","Laendlicher Raum","882","0.258630369643333","0.242829017960938","0.274431721325728"
"nicht erwerbstätig","2010","Realschule","Staedtischer Raum","1340","","",""
"Teilzeit","2010","(Fach-)Abitur","Laendlicher Raum","115","","",""
"Teilzeit","2010","(Fach-)Abitur","Staedtischer Raum","362","0.13371058454025","0.119675844482729","0.147745324597771"
"Teilzeit","2010","(noch) kein Abschluss","Laendlicher Raum","4","0.00600853218987197","-0.00224250728611171","0.0142595716658557"
"Teilzeit","2010","(noch) kein Abschluss","Staedtischer Raum","18","","",""
"Teilzeit","2010","AkademikerIn","Laendlicher Raum","192","","",""
"Teilzeit","2010","AkademikerIn","Staedtischer Raum","608","0.120872266052287","0.110632377929503","0.13111215417507"
"Teilzeit","2010","Hauptschule","Laendlicher Raum","214","","",""
"Teilzeit","2010","Hauptschule","Staedtischer Raum","411","0.0845223807957272","0.0766167433321133","0.0924280182593411"
"Teilzeit","2010","Realschule","Laendlicher Raum","489","0.136140675876669","0.123765466748177","0.148515885005162"
"Teilzeit","2010","Realschule","Staedtischer Raum","616","0.121139600416108","0.110867500779529","0.131411700052687"
"voll erwerbstätig","2010","(Fach-)Abitur","Laendlicher Raum","293","","",""
"voll erwerbstätig","2010","(Fach-)Abitur","Staedtischer Raum","780","0.386275428739574","0.36619720577078","0.406353651708369"
"voll erwerbstätig","2010","(noch) kein Abschluss","Laendlicher Raum","24","","",""
"voll erwerbstätig","2010","(noch) kein Abschluss","Staedtischer Raum","41","0.0624811400338589","0.0449120687071902","0.0800502113605276"
"voll erwerbstätig","2010","AkademikerIn","Laendlicher Raum","748","0.490781372267682","0.465338057432656","0.516224687102709"
"voll erwerbstätig","2010","AkademikerIn","Staedtischer Raum","1959","","",""
"voll erwerbstätig","2010","Hauptschule","Laendlicher Raum","809","0.272745015612703","0.256171424231098","0.289318606994307"
"voll erwerbstätig","2010","Hauptschule","Staedtischer Raum","1404","","",""
"voll erwerbstätig","2010","Realschule","Laendlicher Raum","1284","","",""
"voll erwerbstätig","2010","Realschule","Staedtischer Raum","1554","","",""
"Andere","2011","(Fach-)Abitur","Laendlicher Raum","117","","",""
"Andere","2011","(Fach-)Abitur","Staedtischer Raum","278","","",""
"Andere","2011","(noch) kein Abschluss","Laendlicher Raum","61","0.129083960371133","0.0973188410023583","0.160849079739907"
"Andere","2011","(noch) kein Abschluss","Staedtischer Raum","136","","",""
"Andere","2011","AkademikerIn","Laendlicher Raum","59","0.0469046981514687","0.0370351272343525","0.056774269068585"
"Andere","2011","AkademikerIn","Staedtischer Raum","174","","",""
"Andere","2011","Hauptschule","Laendlicher Raum","247","","",""
"Andere","2011","Hauptschule","Staedtischer Raum","357","0.0545162511921619","0.0485411098276192","0.0604913925567046"
"Andere","2011","Realschule","Laendlicher Raum","340","0.0891314678224786","0.0797239831412346","0.0985389525037227"
"Andere","2011","Realschule","Staedtischer Raum","370","0.0783011614904347","0.0703991941894457","0.0862031287914237"
"nicht erwerbstätig","2011","(Fach-)Abitur","Laendlicher Raum","334","0.328077003930334","0.29893307096161","0.357220936899057"
"nicht erwerbstätig","2011","(Fach-)Abitur","Staedtischer Raum","987","0.365106083514543","0.346733475346468","0.383478691682618"
"nicht erwerbstätig","2011","(noch) kein Abschluss","Laendlicher Raum","322","0.729997525272065","0.687937379570489","0.772057670973642"
"nicht erwerbstätig","2011","(noch) kein Abschluss","Staedtischer Raum","666","0.736878103440734","0.707981820238985","0.765774386642482"
"nicht erwerbstätig","2011","AkademikerIn","Laendlicher Raum","542","0.340486108316344","0.3183661854848","0.362606031147889"
"nicht erwerbstätig","2011","AkademikerIn","Staedtischer Raum","1256","","",""
"nicht erwerbstätig","2011","Hauptschule","Laendlicher Raum","1940","","",""
"nicht erwerbstätig","2011","Hauptschule","Staedtischer Raum","3071","0.583668785924494","0.570695174712968","0.59664239713602"
"nicht erwerbstätig","2011","Realschule","Laendlicher Raum","1017","","",""
"nicht erwerbstätig","2011","Realschule","Staedtischer Raum","1411","","",""
"Teilzeit","2011","(Fach-)Abitur","Laendlicher Raum","162","","",""
"Teilzeit","2011","(Fach-)Abitur","Staedtischer Raum","462","0.132444938365286","0.119509626549728","0.145380250180844"
"Teilzeit","2011","(noch) kein Abschluss","Laendlicher Raum","14","","",""
"Teilzeit","2011","(noch) kein Abschluss","Staedtischer Raum","26","","",""
"Teilzeit","2011","AkademikerIn","Laendlicher Raum","249","","",""
"Teilzeit","2011","AkademikerIn","Staedtischer Raum","756","0.118364090364193","0.108871789257779","0.127856391470606"
"Teilzeit","2011","Hauptschule","Laendlicher Raum","294","","",""
"Teilzeit","2011","Hauptschule","Staedtischer Raum","486","0.073591726212543","0.0667198731279413","0.0804635792971447"
"Teilzeit","2011","Realschule","Laendlicher Raum","595","0.127115471891254","0.116117623056703","0.138113320725805"
"Teilzeit","2011","Realschule","Staedtischer Raum","840","0.131594682368069","0.121651234225664","0.141538130510474"
"voll erwerbstätig","2011","(Fach-)Abitur","Laendlicher Raum","384","0.40298307230356","0.372536582044605","0.433429562562516"
"voll erwerbstätig","2011","(Fach-)Abitur","Staedtischer Raum","911","0.391850092597065","0.373221673725282","0.410478511468848"
"voll erwerbstätig","2011","(noch) kein Abschluss","Laendlicher Raum","31","0.112833880830551","0.0828596226873236","0.142808138973779"
"voll erwerbstätig","2011","(noch) kein Abschluss","Staedtischer Raum","64","0.100914273361254","0.0811471936267392","0.120681353095768"
"voll erwerbstätig","2011","AkademikerIn","Laendlicher Raum","913","0.503205609441989","0.479866568091385","0.526544650792594"
"voll erwerbstätig","2011","AkademikerIn","Staedtischer Raum","2263","","",""
"voll erwerbstätig","2011","Hauptschule","Laendlicher Raum","960","0.270077996788051","0.255242961479314","0.284913032096787"
"voll erwerbstätig","2011","Hauptschule","Staedtischer Raum","1632","","",""
"voll erwerbstätig","2011","Realschule","Laendlicher Raum","1572","","",""
"voll erwerbstätig","2011","Realschule","Staedtischer Raum","1819","","",""
"Andere","2012","(Fach-)Abitur","Laendlicher Raum","121","","",""
"Andere","2012","(Fach-)Abitur","Staedtischer Raum","306","0.129876845930707","0.116839359366395","0.142914332495018"
"Andere","2012","(noch) kein Abschluss","Laendlicher Raum","82","0.156342086692981","0.122368846062764","0.190315327323197"
"Andere","2012","(noch) kein Abschluss","Staedtischer Raum","159","","",""
"Andere","2012","AkademikerIn","Laendlicher Raum","54","0.0334824505853914","0.0251113073392888","0.0418535938314941"
"Andere","2012","AkademikerIn","Staedtischer Raum","180","","",""
"Andere","2012","Hauptschule","Laendlicher Raum","260","","",""
"Andere","2012","Hauptschule","Staedtischer Raum","353","0.0587286495877247","0.0523904349934329","0.0650668641820164"
"Andere","2012","Realschule","Laendlicher Raum","322","0.0831570788636071","0.0739725832011003","0.0923415745261138"
"Andere","2012","Realschule","Staedtischer Raum","400","0.081214788872144","0.0730812732644694","0.0893483044798187"
"nicht erwerbstätig","2012","(Fach-)Abitur","Laendlicher Raum","301","0.31522880879944","0.286475798796766","0.343981818802114"
"nicht erwerbstätig","2012","(Fach-)Abitur","Staedtischer Raum","860","0.333575612761149","0.31528996997596","0.351861255546338"
"nicht erwerbstätig","2012","(noch) kein Abschluss","Laendlicher Raum","311","0.709121388734137","0.666636741411573","0.7516060360567"
"nicht erwerbstätig","2012","(noch) kein Abschluss","Staedtischer Raum","638","0.719422951072333","0.689922581629403","0.748923320515262"
"nicht erwerbstätig","2012","AkademikerIn","Laendlicher Raum","576","0.367390294753959","0.344956484192984","0.389824105314933"
"nicht erwerbstätig","2012","AkademikerIn","Staedtischer Raum","1246","","",""
"nicht erwerbstätig","2012","Hauptschule","Laendlicher Raum","1905","","",""
"nicht erwerbstätig","2012","Hauptschule","Staedtischer Raum","2867","","",""
"nicht erwerbstätig","2012","Realschule","Laendlicher Raum","1015","","",""
"nicht erwerbstätig","2012","Realschule","Staedtischer Raum","1359","","",""
"Teilzeit","2012","(Fach-)Abitur","Laendlicher Raum","172","","",""
"Teilzeit","2012","(Fach-)Abitur","Staedtischer Raum","471","0.129202507731531","0.116193873550865","0.142211141912197"
"Teilzeit","2012","(noch) kein Abschluss","Laendlicher Raum","17","","",""
"Teilzeit","2012","(noch) kein Abschluss","Staedtischer Raum","27","","",""
"Teilzeit","2012","AkademikerIn","Laendlicher Raum","251","","",""
"Teilzeit","2012","AkademikerIn","Staedtischer Raum","717","0.118457453480064","0.10887865912921","0.128036247830918"
"Teilzeit","2012","Hauptschule","Laendlicher Raum","313","0.0803400667054094","0.0712288103192562","0.0894513230915625"
"Teilzeit","2012","Hauptschule","Staedtischer Raum","488","0.0782700864901324","0.0710293247088644","0.0855108482714005"
"Teilzeit","2012","Realschule","Laendlicher Raum","622","0.140314970075505","0.128762365223695","0.151867574927315"
"Teilzeit","2012","Realschule","Staedtischer Raum","834","0.133114659342415","0.123000087149808","0.143229231535021"
"voll erwerbstätig","2012","(Fach-)Abitur","Laendlicher Raum","409","0.433854870882851","0.403183460215108","0.464526281550595"
"voll erwerbstätig","2012","(Fach-)Abitur","Staedtischer Raum","917","0.407345033576613","0.388289556713515","0.426400510439711"
"voll erwerbstätig","2012","(noch) kein Abschluss","Laendlicher Raum","29","","",""
"voll erwerbstätig","2012","(noch) kein Abschluss","Staedtischer Raum","67","0.0965953797223958","0.0771986475254496","0.115992111919342"
"voll erwerbstätig","2012","AkademikerIn","Laendlicher Raum","893","0.491320069968728","0.46805652806972","0.514583611867735"
"voll erwerbstätig","2012","AkademikerIn","Staedtischer Raum","2229","","",""
"voll erwerbstätig","2012","Hauptschule","Laendlicher Raum","941","0.269457449675415","0.254585551736978","0.284329347613852"
"voll erwerbstätig","2012","Hauptschule","Staedtischer Raum","1578","","",""
"voll erwerbstätig","2012","Realschule","Laendlicher Raum","1513","","",""
"voll erwerbstätig","2012","Realschule","Staedtischer Raum","1740","","",""
"Andere","2013","(Fach-)Abitur","Laendlicher Raum","143","","",""
"Andere","2013","(Fach-)Abitur","Staedtischer Raum","423","0.133469053996257","0.121880008434936","0.145058099557579"
"Andere","2013","(noch) kein Abschluss","Laendlicher Raum","98","0.208560941852465","0.17500116048007","0.242120723224859"
"Andere","2013","(noch) kein Abschluss","Staedtischer Raum","202","","",""
"Andere","2013","AkademikerIn","Laendlicher Raum","68","0.0319940531912043","0.0240092187610709","0.0399788876213377"
"Andere","2013","AkademikerIn","Staedtischer Raum","257","","",""
"Andere","2013","Hauptschule","Laendlicher Raum","298","","",""
"Andere","2013","Hauptschule","Staedtischer Raum","515","0.0694897998542753","0.0630297223379567","0.075949877370594"
"Andere","2013","Realschule","Laendlicher Raum","331","0.0845892140885795","0.0752011356387643","0.0939772925383946"
"Andere","2013","Realschule","Staedtischer Raum","512","0.0875462011316532","0.0792671867225867","0.0958252155407197"
"nicht erwerbstätig","2013","(Fach-)Abitur","Laendlicher Raum","362","0.3353648907714","0.30816094826396","0.36256883327884"
"nicht erwerbstätig","2013","(Fach-)Abitur","Staedtischer Raum","1045","","",""
"nicht erwerbstätig","2013","(noch) kein Abschluss","Laendlicher Raum","390","0.667392715548543","0.628474716519359","0.706310714577726"
"nicht erwerbstätig","2013","(noch) kein Abschluss","Staedtischer Raum","846","0.726037836013499","0.700761889829264","0.751313782197734"
"nicht erwerbstätig","2013","AkademikerIn","Laendlicher Raum","557","0.343830307834549","0.322279059425939","0.36538155624316"
"nicht erwerbstätig","2013","AkademikerIn","Staedtischer Raum","1361","","",""
"nicht erwerbstätig","2013","Hauptschule","Laendlicher Raum","1856","","",""
"nicht erwerbstätig","2013","Hauptschule","Staedtischer Raum","2966","","",""
"nicht erwerbstätig","2013","Realschule","Laendlicher Raum","952","0.292510525783938","0.277162873786791","0.307858177781084"
"nicht erwerbstätig","2013","Realschule","Staedtischer Raum","1357","","",""
"Teilzeit","2013","(Fach-)Abitur","Laendlicher Raum","211","","",""
"Teilzeit","2013","(Fach-)Abitur","Staedtischer Raum","596","0.136635230892201","0.124930973891395","0.148339487893007"
"Teilzeit","2013","(noch) kein Abschluss","Laendlicher Raum","26","","",""
"Teilzeit","2013","(noch) kein Abschluss","Staedtischer Raum","51","0.0399517950936426","0.0288524547143709","0.0510511354729142"
"Teilzeit","2013","AkademikerIn","Laendlicher Raum","308","0.12796016658573","0.112803704712606","0.143116628458855"
"Teilzeit","2013","AkademikerIn","Staedtischer Raum","833","0.124825618288118","0.115660542991151","0.133990693585085"
"Teilzeit","2013","Hauptschule","Laendlicher Raum","333","0.0783742435058198","0.069488143530171","0.0872603434814685"
"Teilzeit","2013","Hauptschule","Staedtischer Raum","586","0.072791016667583","0.0661910105562725","0.0793910227788936"
"Teilzeit","2013","Realschule","Laendlicher Raum","623","0.143413162221475","0.131588427490286","0.155237896952663"
"Teilzeit","2013","Realschule","Staedtischer Raum","835","0.14338569234113","0.133119719413726","0.153651665268534"
"voll erwerbstätig","2013","(Fach-)Abitur","Laendlicher Raum","441","0.401221165077341","0.372978443196711","0.429463886957971"
"voll erwerbstätig","2013","(Fach-)Abitur","Staedtischer Raum","1244","","",""
"voll erwerbstätig","2013","(noch) kein Abschluss","Laendlicher Raum","49","0.0750198390943775","0.0532603764184054","0.0967793017703496"
"voll erwerbstätig","2013","(noch) kein Abschluss","Staedtischer Raum","97","0.0919402726263753","0.0755648467951356","0.108315698457615"
"voll erwerbstätig","2013","AkademikerIn","Laendlicher Raum","933","0.496215472388516","0.473529895131346","0.518901049645686"
"voll erwerbstätig","2013","AkademikerIn","Staedtischer Raum","2545","","",""
"voll erwerbstätig","2013","Hauptschule","Laendlicher Raum","1027","","",""
"voll erwerbstätig","2013","Hauptschule","Staedtischer Raum","1885","","",""
"voll erwerbstätig","2013","Realschule","Laendlicher Raum","1469","","",""
"voll erwerbstätig","2013","Realschule","Staedtischer Raum","1773","","",""
"Andere","2014","(Fach-)Abitur","Laendlicher Raum","137","","",""
