year,pgisced97,quintil_oecd,plb0419_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1989,Primary Level,1st Quintile,Almost impossible,0.29036,70,117,0.20775,0.37296
1989,Primary Level,2nd Quintile,Almost impossible,0.22646,44,44,0.10136,0.35156
1989,Lower Secondary Level,1st Quintile,Easy,0.02995,36,276,0.00981,0.05010
1989,Lower Secondary Level,1st Quintile,Difficult,0.12026,141,276,0.08181,0.15870
1989,Lower Secondary Level,1st Quintile,Almost impossible,0.11769,99,276,0.07961,0.15578
1989,Lower Secondary Level,2nd Quintile,Difficult,0.09276,81,148,0.04587,0.13966
1989,Lower Secondary Level,2nd Quintile,Almost impossible,0.10181,67,148,0.05293,0.15070
1989,Lower Secondary Level,3rd Quintile,Difficult,0.09023,51,100,0.03379,0.14667
1989,Lower Secondary Level,3rd Quintile,Almost impossible,0.11976,49,100,0.05581,0.18372
1989,Lower Secondary Level,4th Quintile,Difficult,0.08236,38,38,-0.00622,0.17095
1989,Upper Secondary Level,1st Quintile,Easy,0.03651,34,216,0.01144,0.06158
1989,Upper Secondary Level,1st Quintile,Difficult,0.14120,115,216,0.09465,0.18775
1989,Upper Secondary Level,1st Quintile,Almost impossible,0.08282,67,216,0.04598,0.11966
1989,Upper Secondary Level,2nd Quintile,Easy,0.04550,46,210,0.01725,0.07375
1989,Upper Secondary Level,2nd Quintile,Difficult,0.10769,115,210,0.06566,0.14971
1989,Upper Secondary Level,2nd Quintile,Almost impossible,0.04910,49,210,0.01981,0.07840
1989,Upper Secondary Level,3rd Quintile,Easy,0.03389,40,189,0.00802,0.05975
1989,Upper Secondary Level,3rd Quintile,Difficult,0.09501,103,189,0.05309,0.13692
1989,Upper Secondary Level,3rd Quintile,Almost impossible,0.03977,46,189,0.01184,0.06771
1989,Upper Secondary Level,4th Quintile,Easy,0.02865,32,166,0.00320,0.05410
1989,Upper Secondary Level,4th Quintile,Difficult,0.07495,91,166,0.03477,0.11512
1989,Upper Secondary Level,4th Quintile,Almost impossible,0.03538,43,166,0.00719,0.06356
1989,Upper Secondary Level,5th Quintile,Difficult,0.07612,75,113,0.02700,0.12523
1989,Upper Secondary Level,5th Quintile,Almost impossible,0.03993,38,113,0.00367,0.07619
1990,Primary Level,1st Quintile,Difficult,0.24053,56,124,0.16500,0.31607
1990,Primary Level,1st Quintile,Almost impossible,0.25224,68,124,0.17549,0.32899
1990,Lower Secondary Level,1st Quintile,Difficult,0.13620,131,230,0.09178,0.18063
1990,Lower Secondary Level,1st Quintile,Almost impossible,0.12428,99,230,0.08155,0.16701
1990,Lower Secondary Level,2nd Quintile,Difficult,0.10102,74,125,0.04798,0.15407
1990,Lower Secondary Level,2nd Quintile,Almost impossible,0.08744,51,125,0.03772,0.13716
1990,Lower Secondary Level,3rd Quintile,Difficult,0.07732,51,89,0.02151,0.13312
1990,Lower Secondary Level,3rd Quintile,Almost impossible,0.08283,38,89,0.02524,0.14042
1990,Lower Secondary Level,4th Quintile,Almost impossible,0.08117,32,32,-0.01497,0.17730
1990,Upper Secondary Level,1st Quintile,Easy,0.05079,46,210,0.02102,0.08055
1990,Upper Secondary Level,1st Quintile,Difficult,0.11902,98,210,0.07512,0.16292
1990,Upper Secondary Level,1st Quintile,Almost impossible,0.07749,66,210,0.04124,0.11374
1990,Upper Secondary Level,2nd Quintile,Easy,0.04538,44,202,0.01661,0.07415
1990,Upper Secondary Level,2nd Quintile,Difficult,0.10076,110,202,0.05915,0.14238
1990,Upper Secondary Level,2nd Quintile,Almost impossible,0.05461,48,202,0.02320,0.08602
1990,Upper Secondary Level,3rd Quintile,Easy,0.04317,44,171,0.01262,0.07372
1990,Upper Secondary Level,3rd Quintile,Difficult,0.08077,83,171,0.03981,0.12173
1990,Upper Secondary Level,3rd Quintile,Almost impossible,0.03596,44,171,0.00797,0.06395
1990,Upper Secondary Level,4th Quintile,Easy,0.02962,39,158,0.00310,0.05614
1990,Upper Secondary Level,4th Quintile,Difficult,0.05652,70,158,0.02040,0.09265
1990,Upper Secondary Level,4th Quintile,Almost impossible,0.04654,49,158,0.01359,0.07949
1990,Upper Secondary Level,5th Quintile,Difficult,0.06025,58,90,0.01082,0.10969
1990,Upper Secondary Level,5th Quintile,Almost impossible,0.03702,32,90,-0.00221,0.07625
1991,Primary Level,1st Quintile,Difficult,0.14524,48,111,0.07940,0.21109
1991,Primary Level,1st Quintile,Almost impossible,0.30128,63,111,0.21554,0.38703
1991,Lower Secondary Level,1st Quintile,Easy,0.03216,34,235,0.00955,0.05476
1991,Lower Secondary Level,1st Quintile,Difficult,0.11020,106,235,0.07007,0.15032
1991,Lower Secondary Level,1st Quintile,Almost impossible,0.10599,95,235,0.06655,0.14544
1991,Lower Secondary Level,2nd Quintile,Easy,0.04334,32,149,0.01053,0.07614
1991,Lower Secondary Level,2nd Quintile,Difficult,0.10127,70,149,0.05266,0.14987
1991,Lower Secondary Level,2nd Quintile,Almost impossible,0.08276,47,149,0.03837,0.12715
1991,Lower Secondary Level,3rd Quintile,Difficult,0.08627,43,83,0.02550,0.14704
1991,Lower Secondary Level,3rd Quintile,Almost impossible,0.09713,40,83,0.03303,0.16123
1991,Upper Secondary Level,1st Quintile,Easy,0.04711,46,186,0.01658,0.07764
1991,Upper Secondary Level,1st Quintile,Difficult,0.10974,85,186,0.06470,0.15479
1991,Upper Secondary Level,1st Quintile,Almost impossible,0.07828,55,186,0.03957,0.11699
1991,Upper Secondary Level,2nd Quintile,Easy,0.04513,54,193,0.01577,0.07449
1991,Upper Secondary Level,2nd Quintile,Difficult,0.10052,97,193,0.05798,0.14305
1991,Upper Secondary Level,2nd Quintile,Almost impossible,0.04198,42,193,0.01361,0.07034
1991,Upper Secondary Level,3rd Quintile,Easy,0.04636,50,200,0.01715,0.07558
1991,Upper Secondary Level,3rd Quintile,Difficult,0.09557,105,200,0.05472,0.13642
1991,Upper Secondary Level,3rd Quintile,Almost impossible,0.03915,45,200,0.01220,0.06610
1991,Upper Secondary Level,4th Quintile,Easy,0.03751,45,148,0.00680,0.06823
1991,Upper Secondary Level,4th Quintile,Difficult,0.05552,69,148,0.01850,0.09254
1991,Upper Secondary Level,4th Quintile,Almost impossible,0.03170,34,148,0.00338,0.06003
1991,Upper Secondary Level,5th Quintile,Difficult,0.06045,57,90,0.01094,0.10996
1991,Upper Secondary Level,5th Quintile,Almost impossible,0.03581,33,90,-0.00280,0.07441
1992,Primary Level,1st Quintile,Difficult,0.22517,36,84,0.13531,0.31503
1992,Primary Level,1st Quintile,Almost impossible,0.27050,48,84,0.17493,0.36607
1992,Primary Level,2nd Quintile,Difficult,0.18399,31,65,0.08906,0.27893
1992,Primary Level,2nd Quintile,Almost impossible,0.23060,34,65,0.12741,0.33380
1992,Lower Secondary Level,1st Quintile,Difficult,0.09124,96,177,0.04870,0.13379
1992,Lower Secondary Level,1st Quintile,Almost impossible,0.09045,81,177,0.04807,0.13282
1992,Lower Secondary Level,2nd Quintile,Difficult,0.11236,93,147,0.06113,0.16359
1992,Lower Secondary Level,2nd Quintile,Almost impossible,0.07887,54,147,0.03515,0.12259
1992,Lower Secondary Level,3rd Quintile,Easy,0.05426,38,138,0.01632,0.09219
1992,Lower Secondary Level,3rd Quintile,Difficult,0.09071,57,138,0.04261,0.13880
1992,Lower Secondary Level,3rd Quintile,Almost impossible,0.07250,43,138,0.02907,0.11592
1992,Lower Secondary Level,4th Quintile,Difficult,0.08137,48,48,0.00320,0.15953
1992,Upper Secondary Level,1st Quintile,Easy,0.03036,37,361,0.01263,0.04808
1992,Upper Secondary Level,1st Quintile,Difficult,0.13281,209,361,0.09775,0.16786
1992,Upper Secondary Level,1st Quintile,Almost impossible,0.08385,115,361,0.05522,0.11248
1992,Upper Secondary Level,2nd Quintile,Easy,0.03949,62,301,0.01745,0.06153
1992,Upper Secondary Level,2nd Quintile,Difficult,0.09542,151,301,0.06217,0.12866
1992,Upper Secondary Level,2nd Quintile,Almost impossible,0.05616,88,301,0.03011,0.08221
1992,Upper Secondary Level,3rd Quintile,Easy,0.04630,64,258,0.02061,0.07200
1992,Upper Secondary Level,3rd Quintile,Difficult,0.09339,132,258,0.05782,0.12897
1992,Upper Secondary Level,3rd Quintile,Almost impossible,0.04147,62,258,0.01709,0.06585
1992,Upper Secondary Level,4th Quintile,Easy,0.03555,53,202,0.00995,0.06115
1992,Upper Secondary Level,4th Quintile,Difficult,0.07110,108,202,0.03557,0.10663
1992,Upper Secondary Level,4th Quintile,Almost impossible,0.02534,41,202,0.00361,0.04706
1992,Upper Secondary Level,5th Quintile,Easy,0.02291,31,141,-0.00187,0.04770
1992,Upper Secondary Level,5th Quintile,Difficult,0.06533,78,141,0.02440,0.10626
1992,Upper Secondary Level,5th Quintile,Almost impossible,0.03004,32,141,0.00176,0.05831
1992,Second Stage of Tertiary Education,3rd Quintile,Difficult,0.08685,33,33,-0.01072,0.18443
1993,Primary Level,1st Quintile,Difficult,0.19974,36,119,0.12760,0.27187
1993,Primary Level,1st Quintile,Almost impossible,0.39744,83,119,0.30914,0.48574
1993,Primary Level,2nd Quintile,Almost impossible,0.19903,32,32,0.05848,0.33958
1993,Lower Secondary Level,1st Quintile,Difficult,0.11334,114,220,0.07135,0.15532
1993,Lower Secondary Level,1st Quintile,Almost impossible,0.12643,106,220,0.08241,0.17044
1993,Lower Secondary Level,2nd Quintile,Difficult,0.09251,86,140,0.04434,0.14068
1993,Lower Secondary Level,2nd Quintile,Almost impossible,0.08331,54,140,0.03736,0.12925
1993,Lower Secondary Level,3rd Quintile,Difficult,0.10447,63,103,0.04511,0.16383
1993,Lower Secondary Level,3rd Quintile,Almost impossible,0.07321,40,103,0.02266,0.12377
1993,Lower Secondary Level,4th Quintile,Difficult,0.06432,42,42,-0.01077,0.13941
1993,Upper Secondary Level,1st Quintile,Easy,0.03535,36,418,0.01762,0.05307
1993,Upper Secondary Level,1st Quintile,Difficult,0.14044,208,418,0.10710,0.17379
1993,Upper Secondary Level,1st Quintile,Almost impossible,0.12740,174,418,0.09540,0.15941
1993,Upper Secondary Level,2nd Quintile,Easy,0.03689,51,325,0.01636,0.05741
1993,Upper Secondary Level,2nd Quintile,Difficult,0.10979,174,325,0.07575,0.14383
1993,Upper Secondary Level,2nd Quintile,Almost impossible,0.05750,100,325,0.03215,0.08285
1993,Upper Secondary Level,3rd Quintile,Easy,0.03482,55,258,0.01241,0.05724
1993,Upper Secondary Level,3rd Quintile,Difficult,0.10195,147,258,0.06496,0.13895
1993,Upper Secondary Level,3rd Quintile,Almost impossible,0.03464,56,258,0.01228,0.05699
1993,Upper Secondary Level,4th Quintile,Easy,0.03564,50,223,0.01125,0.06002
1993,Upper Secondary Level,4th Quintile,Difficult,0.08031,123,223,0.04456,0.11606
1993,Upper Secondary Level,4th Quintile,Almost impossible,0.03679,50,223,0.01203,0.06155
1993,Upper Secondary Level,5th Quintile,Easy,0.02095,33,161,-0.00124,0.04315
1993,Upper Secondary Level,5th Quintile,Difficult,0.06665,87,161,0.02800,0.10529
1993,Upper Secondary Level,5th Quintile,Almost impossible,0.03390,41,161,0.00586,0.06194
1994,Pre-primary Level,3rd Quintile,Difficult,0.55267,39,39,0.39458,0.71076
1994,Primary Level,1st Quintile,Difficult,0.26564,44,108,0.18195,0.34933
1994,Primary Level,1st Quintile,Almost impossible,0.25712,64,108,0.17431,0.33993
1994,Lower Secondary Level,1st Quintile,Difficult,0.12388,127,227,0.08093,0.16683
1994,Lower Secondary Level,1st Quintile,Almost impossible,0.12387,100,227,0.08092,0.16682
1994,Lower Secondary Level,2nd Quintile,Difficult,0.11994,94,148,0.06742,0.17246
1994,Lower Secondary Level,2nd Quintile,Almost impossible,0.08610,54,148,0.04076,0.13145
1994,Lower Secondary Level,3rd Quintile,Difficult,0.09589,58,106,0.03957,0.15220
1994,Lower Secondary Level,3rd Quintile,Almost impossible,0.09056,48,106,0.03567,0.14545
1994,Lower Secondary Level,4th Quintile,Difficult,0.06051,32,66,0.00255,0.11848
1994,Lower Secondary Level,4th Quintile,Almost impossible,0.09173,34,66,0.02156,0.16190
1994,Upper Secondary Level,1st Quintile,Easy,0.03428,49,432,0.01710,0.05146
1994,Upper Secondary Level,1st Quintile,Difficult,0.15833,218,432,0.12387,0.19280
1994,Upper Secondary Level,1st Quintile,Almost impossible,0.12746,165,432,0.09597,0.15894
1994,Upper Secondary Level,2nd Quintile,Easy,0.02545,36,328,0.00838,0.04253
1994,Upper Secondary Level,2nd Quintile,Difficult,0.12491,185,328,0.08908,0.16074
1994,Upper Secondary Level,2nd Quintile,Almost impossible,0.07709,107,328,0.04818,0.10600
1994,Upper Secondary Level,3rd Quintile,Easy,0.03561,52,255,0.01282,0.05840
1994,Upper Secondary Level,3rd Quintile,Difficult,0.08024,128,255,0.04683,0.11365
1994,Upper Secondary Level,3rd Quintile,Almost impossible,0.05335,75,255,0.02571,0.08098
1994,Upper Secondary Level,4th Quintile,Easy,0.02776,40,232,0.00658,0.04895
1994,Upper Secondary Level,4th Quintile,Difficult,0.07932,135,232,0.04447,0.11417
1994,Upper Secondary Level,4th Quintile,Almost impossible,0.04448,57,232,0.01790,0.07107
1994,Upper Secondary Level,5th Quintile,Difficult,0.06586,82,139,0.02447,0.10724
1994,Upper Secondary Level,5th Quintile,Almost impossible,0.04941,57,139,0.01325,0.08556
1995,Pre-primary Level,1st Quintile,Difficult,0.63953,37,37,0.48268,0.79637
1995,Pre-primary Level,2nd Quintile,Difficult,0.61237,36,36,0.45096,0.77378
1995,Pre-primary Level,3rd Quintile,Difficult,0.50750,38,38,0.34641,0.66860
1995,Primary Level,1st Quintile,Difficult,0.19378,34,110,0.11958,0.26799
1995,Primary Level,1st Quintile,Almost impossible,0.33218,76,110,0.24376,0.42061
1995,Lower Secondary Level,1st Quintile,Difficult,0.13097,129,236,0.08783,0.17410
1995,Lower Secondary Level,1st Quintile,Almost impossible,0.13419,107,236,0.09061,0.17777
1995,Lower Secondary Level,2nd Quintile,Difficult,0.09759,79,140,0.04825,0.14692
1995,Lower Secondary Level,2nd Quintile,Almost impossible,0.09669,61,140,0.04756,0.14582
1995,Lower Secondary Level,3rd Quintile,Difficult,0.09430,52,97,0.03584,0.15276
1995,Lower Secondary Level,3rd Quintile,Almost impossible,0.08167,45,97,0.02688,0.13645
1995,Lower Secondary Level,4th Quintile,Difficult,0.09212,46,46,0.00763,0.17662
1995,Upper Secondary Level,1st Quintile,Easy,0.04571,55,434,0.02604,0.06539
1995,Upper Secondary Level,1st Quintile,Difficult,0.17855,241,434,0.14248,0.21462
1995,Upper Secondary Level,1st Quintile,Almost impossible,0.10305,138,434,0.07441,0.13168
1995,Upper Secondary Level,2nd Quintile,Easy,0.02460,42,356,0.00848,0.04071
1995,Upper Secondary Level,2nd Quintile,Difficult,0.12960,215,356,0.09466,0.16454
1995,Upper Secondary Level,2nd Quintile,Almost impossible,0.07137,99,356,0.04459,0.09815
1995,Upper Secondary Level,3rd Quintile,Easy,0.02406,46,246,0.00487,0.04325
1995,Upper Secondary Level,3rd Quintile,Difficult,0.08577,135,246,0.05070,0.12083
1995,Upper Secondary Level,3rd Quintile,Almost impossible,0.04611,65,246,0.01985,0.07237
1995,Upper Secondary Level,4th Quintile,Easy,0.02094,39,208,0.00144,0.04045
1995,Upper Secondary Level,4th Quintile,Difficult,0.06986,121,208,0.03514,0.10459
1995,Upper Secondary Level,4th Quintile,Almost impossible,0.03211,48,208,0.00810,0.05613
1995,Upper Secondary Level,5th Quintile,Difficult,0.08962,107,161,0.04536,0.13387
1995,Upper Secondary Level,5th Quintile,Almost impossible,0.05271,54,161,0.01808,0.08733
1995,Second Stage of Tertiary Education,1st Quintile,Difficult,0.25955,36,36,0.11431,0.40479
1996,Pre-primary Level,1st Quintile,Difficult,0.54476,34,34,0.37485,0.71467
1996,Pre-primary Level,2nd Quintile,Difficult,0.60006,34,34,0.43291,0.76720
1996,Pre-primary Level,3rd Quintile,Difficult,0.66349,40,40,0.51519,0.81179
1996,Primary Level,1st Quintile,Difficult,0.21892,36,94,0.13488,0.30297
1996,Primary Level,1st Quintile,Almost impossible,0.24504,58,94,0.15763,0.33246
1996,Lower Secondary Level,1st Quintile,Difficult,0.13979,140,256,0.09723,0.18236
1996,Lower Secondary Level,1st Quintile,Almost impossible,0.12512,116,256,0.08451,0.16573
1996,Lower Secondary Level,2nd Quintile,Difficult,0.10265,73,130,0.05027,0.15502
1996,Lower Secondary Level,2nd Quintile,Almost impossible,0.09970,57,130,0.04800,0.15140
1996,Lower Secondary Level,3rd Quintile,Difficult,0.08722,44,81,0.02539,0.14906
1996,Lower Secondary Level,3rd Quintile,Almost impossible,0.07360,37,81,0.01638,0.13082
1996,Lower Secondary Level,4th Quintile,Difficult,0.08749,44,44,0.00303,0.17194
1996,Upper Secondary Level,1st Quintile,Easy,0.04605,54,446,0.02658,0.06553
1996,Upper Secondary Level,1st Quintile,Difficult,0.19833,264,446,0.16128,0.23538
1996,Upper Secondary Level,1st Quintile,Almost impossible,0.09379,128,446,0.06670,0.12088
1996,Upper Secondary Level,2nd Quintile,Easy,0.03080,47,321,0.01187,0.04973
1996,Upper Secondary Level,2nd Quintile,Difficult,0.10875,190,321,0.07464,0.14286
1996,Upper Secondary Level,2nd Quintile,Almost impossible,0.06101,84,321,0.03479,0.08724
1996,Upper Secondary Level,3rd Quintile,Easy,0.02082,39,254,0.00322,0.03841
1996,Upper Secondary Level,3rd Quintile,Difficult,0.09452,142,254,0.05847,0.13057
1996,Upper Secondary Level,3rd Quintile,Almost impossible,0.04995,73,254,0.02311,0.07680
1996,Upper Secondary Level,4th Quintile,Easy,0.01803,32,215,0.00020,0.03586
1996,Upper Secondary Level,4th Quintile,Difficult,0.06725,121,215,0.03370,0.10081
1996,Upper Secondary Level,4th Quintile,Almost impossible,0.04316,62,215,0.01593,0.07039
1996,Upper Secondary Level,5th Quintile,Difficult,0.06755,86,159,0.02842,0.10669
1996,Upper Secondary Level,5th Quintile,Almost impossible,0.06748,73,159,0.02837,0.10660
1997,Pre-primary Level,1st Quintile,Difficult,0.55635,37,37,0.39406,0.71865
1997,Pre-primary Level,2nd Quintile,Difficult,0.60681,53,53,0.47404,0.73957
1997,Pre-primary Level,3rd Quintile,Difficult,0.46329,40,40,0.30679,0.61979
1997,Primary Level,1st Quintile,Difficult,0.18554,36,90,0.10478,0.26630
1997,Primary Level,1st Quintile,Almost impossible,0.25663,54,90,0.16589,0.34738
1997,Lower Secondary Level,1st Quintile,Difficult,0.15722,132,245,0.11154,0.20289
1997,Lower Secondary Level,1st Quintile,Almost impossible,0.13751,113,245,0.09429,0.18072
1997,Lower Secondary Level,2nd Quintile,Difficult,0.11481,93,147,0.06310,0.16652
1997,Lower Secondary Level,2nd Quintile,Almost impossible,0.07238,54,147,0.03035,0.11441
1997,Lower Secondary Level,3rd Quintile,Difficult,0.07901,44,80,0.01953,0.13850
1997,Lower Secondary Level,3rd Quintile,Almost impossible,0.06673,36,80,0.01170,0.12176
1997,Lower Secondary Level,4th Quintile,Difficult,0.07677,35,35,-0.01272,0.16626
1997,Upper Secondary Level,1st Quintile,Difficult,0.21068,257,387,0.17000,0.25137
1997,Upper Secondary Level,1st Quintile,Almost impossible,0.10921,130,387,0.07810,0.14033
1997,Upper Secondary Level,2nd Quintile,Easy,0.03218,52,338,0.01333,0.05102
1997,Upper Secondary Level,2nd Quintile,Difficult,0.10997,184,338,0.07657,0.14337
1997,Upper Secondary Level,2nd Quintile,Almost impossible,0.06787,102,338,0.04101,0.09472
1997,Upper Secondary Level,3rd Quintile,Easy,0.02575,39,270,0.00682,0.04468
1997,Upper Secondary Level,3rd Quintile,Difficult,0.09437,161,270,0.05943,0.12931
1997,Upper Secondary Level,3rd Quintile,Almost impossible,0.04907,70,270,0.02326,0.07489
1997,Upper Secondary Level,4th Quintile,Difficult,0.07905,118,174,0.03884,0.11925
1997,Upper Secondary Level,4th Quintile,Almost impossible,0.04362,56,174,0.01318,0.07405
1997,Upper Secondary Level,5th Quintile,Difficult,0.07818,92,163,0.03684,0.11952
1997,Upper Secondary Level,5th Quintile,Almost impossible,0.06906,71,163,0.03001,0.10810
1998,Pre-primary Level,1st Quintile,Difficult,0.55930,38,38,0.39933,0.71928
1998,Pre-primary Level,2nd Quintile,Difficult,0.60444,42,42,0.45477,0.75411
1998,Pre-primary Level,3rd Quintile,Difficult,0.52684,46,46,0.38096,0.67271
1998,Pre-primary Level,4th Quintile,Difficult,0.69625,32,32,0.53436,0.85814
1998,Primary Level,1st Quintile,Difficult,0.21473,32,79,0.12360,0.30586
1998,Primary Level,1st Quintile,Almost impossible,0.18791,47,79,0.10122,0.27460
1998,Lower Secondary Level,1st Quintile,Difficult,0.16742,135,231,0.11917,0.21567
1998,Lower Secondary Level,1st Quintile,Almost impossible,0.13266,96,231,0.08882,0.17650
1998,Lower Secondary Level,2nd Quintile,Difficult,0.08079,65,107,0.02891,0.13267
1998,Lower Secondary Level,2nd Quintile,Almost impossible,0.06304,42,107,0.01677,0.10930
1998,Lower Secondary Level,3rd Quintile,Difficult,0.09482,49,88,0.03326,0.15638
1998,Lower Secondary Level,3rd Quintile,Almost impossible,0.06863,39,88,0.01550,0.12176
1998,Lower Secondary Level,4th Quintile,Difficult,0.06843,31,31,-0.02192,0.15878
1998,Upper Secondary Level,1st Quintile,Easy,0.02698,33,418,0.01143,0.04253
1998,Upper Secondary Level,1st Quintile,Difficult,0.20780,248,418,0.16885,0.24674
1998,Upper Secondary Level,1st Quintile,Almost impossible,0.11105,137,418,0.08089,0.14120
1998,Upper Secondary Level,2nd Quintile,Easy,0.02633,42,305,0.00833,0.04433
1998,Upper Secondary Level,2nd Quintile,Difficult,0.12168,184,305,0.08493,0.15843
1998,Upper Secondary Level,2nd Quintile,Almost impossible,0.05440,79,305,0.02890,0.07990
1998,Upper Secondary Level,3rd Quintile,Difficult,0.08146,128,192,0.04267,0.12025
1998,Upper Secondary Level,3rd Quintile,Almost impossible,0.03977,64,192,0.01205,0.06748
1998,Upper Secondary Level,4th Quintile,Easy,0.03062,36,194,0.00632,0.05493
1998,Upper Secondary Level,4th Quintile,Difficult,0.06999,100,194,0.03399,0.10598
1998,Upper Secondary Level,4th Quintile,Almost impossible,0.04103,58,194,0.01304,0.06902
1998,Upper Secondary Level,5th Quintile,Difficult,0.07754,85,140,0.03308,0.12200
1998,Upper Secondary Level,5th Quintile,Almost impossible,0.05665,55,140,0.01822,0.09509
1999,Pre-primary Level,1st Quintile,Difficult,0.62595,45,45,0.48297,0.76892
1999,Pre-primary Level,2nd Quintile,Difficult,0.62023,59,59,0.49532,0.74513
1999,Pre-primary Level,3rd Quintile,Difficult,0.60722,36,36,0.44542,0.76902
1999,Pre-primary Level,5th Quintile,Difficult,0.49621,31,31,0.31729,0.67513
1999,Primary Level,1st Quintile,Difficult,0.22713,38,77,0.13293,0.32132
1999,Primary Level,1st Quintile,Almost impossible,0.14730,39,77,0.06762,0.22698
1999,Lower Secondary Level,1st Quintile,Difficult,0.14306,125,220,0.09669,0.18944
