year,regtyp,sex,plb0419_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2004,Rural regions,female,Almost impossible,0.22705,154,652,0.19487,0.25923
2005,Urban regions,male,Easy,0.09037,90,775,0.07017,0.11056
2005,Urban regions,male,Difficult,0.64750,477,775,0.61384,0.68116
2005,Urban regions,male,Almost impossible,0.26214,208,775,0.23115,0.29312
2005,Urban regions,female,Easy,0.11010,150,1198,0.09236,0.12783
2005,Urban regions,female,Difficult,0.65037,758,1198,0.62335,0.67738
2005,Urban regions,female,Almost impossible,0.23954,290,1198,0.21536,0.26372
2005,Rural regions,male,Easy,0.06594,37,461,0.04326,0.08862
2005,Rural regions,male,Difficult,0.65671,288,461,0.61332,0.70011
2005,Rural regions,male,Almost impossible,0.27735,136,461,0.23643,0.31826
2005,Rural regions,female,Easy,0.06461,48,623,0.04529,0.08393
2005,Rural regions,female,Difficult,0.68915,409,623,0.65278,0.72553
2005,Rural regions,female,Almost impossible,0.24624,166,623,0.21238,0.28009
2006,Urban regions,male,Easy,0.10697,102,745,0.08476,0.12917
2006,Urban regions,male,Difficult,0.64203,459,745,0.60758,0.67648
2006,Urban regions,male,Almost impossible,0.25100,184,745,0.21985,0.28216
2006,Urban regions,female,Easy,0.13320,176,1208,0.11403,0.15237
2006,Urban regions,female,Difficult,0.62777,754,1208,0.60050,0.65504
2006,Urban regions,female,Almost impossible,0.23903,278,1208,0.21497,0.26309
2006,Rural regions,male,Easy,0.09210,44,440,0.06505,0.11915
2006,Rural regions,male,Difficult,0.62366,272,440,0.57834,0.66898
2006,Rural regions,male,Almost impossible,0.28424,124,440,0.24204,0.32643
2006,Rural regions,female,Easy,0.10223,71,662,0.07913,0.12532
2006,Rural regions,female,Difficult,0.62063,404,662,0.58364,0.65762
2006,Rural regions,female,Almost impossible,0.27714,187,662,0.24302,0.31126
2007,Urban regions,male,Easy,0.14425,111,596,0.11602,0.17248
2007,Urban regions,male,Difficult,0.57932,330,596,0.53965,0.61898
2007,Urban regions,male,Almost impossible,0.27643,155,596,0.24050,0.31237
2007,Urban regions,female,Easy,0.14845,179,1056,0.12700,0.16991
2007,Urban regions,female,Difficult,0.62919,652,1056,0.60004,0.65833
2007,Urban regions,female,Almost impossible,0.22236,225,1056,0.19727,0.24745
2007,Rural regions,male,Easy,0.11953,47,365,0.08621,0.15286
2007,Rural regions,male,Difficult,0.62472,232,365,0.57498,0.67447
2007,Rural regions,male,Almost impossible,0.25574,86,365,0.21092,0.30056
2007,Rural regions,female,Easy,0.09173,58,541,0.06738,0.11607
2007,Rural regions,female,Difficult,0.60154,312,541,0.56024,0.64283
2007,Rural regions,female,Almost impossible,0.30674,171,541,0.26784,0.34563
2008,Urban regions,male,Easy,0.15542,104,538,0.12477,0.18606
2008,Urban regions,male,Difficult,0.61899,311,538,0.57791,0.66006
2008,Urban regions,male,Almost impossible,0.22560,123,538,0.19024,0.26095
2008,Urban regions,female,Easy,0.16928,165,905,0.14483,0.19373
2008,Urban regions,female,Difficult,0.61638,557,905,0.58468,0.64808
2008,Urban regions,female,Almost impossible,0.21434,183,905,0.18758,0.24109
2008,Rural regions,male,Easy,0.14997,50,342,0.11207,0.18787
2008,Rural regions,male,Difficult,0.56284,194,342,0.51019,0.61549
2008,Rural regions,male,Almost impossible,0.28719,98,342,0.23917,0.33521
2008,Rural regions,female,Easy,0.14368,73,486,0.11246,0.17489
2008,Rural regions,female,Difficult,0.60930,282,486,0.56588,0.65272
2008,Rural regions,female,Almost impossible,0.24703,131,486,0.20864,0.28541
2009,Urban regions,male,Easy,0.20131,102,529,0.16711,0.23551
2009,Urban regions,male,Difficult,0.55633,295,529,0.51396,0.59871
2009,Urban regions,male,Almost impossible,0.24236,132,529,0.20581,0.27891
2009,Urban regions,female,Easy,0.16995,154,784,0.14364,0.19626
2009,Urban regions,female,Difficult,0.62363,466,784,0.58970,0.65757
2009,Urban regions,female,Almost impossible,0.20642,164,784,0.17807,0.23477
2009,Rural regions,male,Easy,0.18492,55,325,0.14264,0.22719
2009,Rural regions,male,Difficult,0.56196,189,325,0.50794,0.61599
2009,Rural regions,male,Almost impossible,0.25312,81,325,0.20577,0.30046
2009,Rural regions,female,Easy,0.17080,69,422,0.13485,0.20675
2009,Rural regions,female,Difficult,0.55183,238,422,0.50432,0.59933
2009,Rural regions,female,Almost impossible,0.27738,115,422,0.23461,0.32014
2010,Urban regions,male,Easy,0.16275,141,787,0.13695,0.18856
2010,Urban regions,male,Difficult,0.61806,469,787,0.58409,0.65203
2010,Urban regions,male,Almost impossible,0.21919,177,787,0.19026,0.24811
2010,Urban regions,female,Easy,0.20902,489,2119,0.19170,0.22633
2010,Urban regions,female,Difficult,0.57268,1200,2119,0.55161,0.59375
2010,Urban regions,female,Almost impossible,0.21830,430,2119,0.20071,0.23590
2010,Rural regions,male,Easy,0.14746,62,418,0.11343,0.18149
2010,Rural regions,male,Difficult,0.62716,256,418,0.58075,0.67357
2010,Rural regions,male,Almost impossible,0.22538,100,418,0.18527,0.26548
2010,Rural regions,female,Easy,0.15233,190,1029,0.13036,0.17430
2010,Rural regions,female,Difficult,0.60773,608,1029,0.57788,0.63758
2010,Rural regions,female,Almost impossible,0.23994,231,1029,0.21383,0.26604
2011,Urban regions,male,Easy,0.26555,210,815,0.23521,0.29589
2011,Urban regions,male,Difficult,0.54128,443,815,0.50705,0.57552
2011,Urban regions,male,Almost impossible,0.19316,162,815,0.16604,0.22028
2011,Urban regions,female,Easy,0.24517,436,1950,0.22607,0.26427
2011,Urban regions,female,Difficult,0.54489,1103,1950,0.52278,0.56700
2011,Urban regions,female,Almost impossible,0.20995,411,1950,0.19186,0.22803
2011,Rural regions,male,Easy,0.13936,63,442,0.10703,0.17168
2011,Rural regions,male,Difficult,0.60878,258,442,0.56324,0.65433
2011,Rural regions,male,Almost impossible,0.25186,121,442,0.21134,0.29237
2011,Rural regions,female,Easy,0.15784,184,1036,0.13563,0.18006
2011,Rural regions,female,Difficult,0.62123,609,1036,0.59167,0.65078
2011,Rural regions,female,Almost impossible,0.22093,243,1036,0.19566,0.24621
2012,Urban regions,male,Easy,0.22134,190,768,0.19196,0.25073
2012,Urban regions,male,Difficult,0.57191,411,768,0.53689,0.60693
2012,Urban regions,male,Almost impossible,0.20674,167,768,0.17808,0.23540
2012,Urban regions,female,Easy,0.25044,403,1732,0.23003,0.27085
2012,Urban regions,female,Difficult,0.57299,970,1732,0.54968,0.59629
2012,Urban regions,female,Almost impossible,0.17657,359,1732,0.15861,0.19453
2012,Rural regions,male,Easy,0.16957,85,450,0.13486,0.20428
2012,Rural regions,male,Difficult,0.64346,266,450,0.59916,0.68777
2012,Rural regions,male,Almost impossible,0.18697,99,450,0.15091,0.22304
2012,Rural regions,female,Easy,0.20251,186,929,0.17665,0.22837
2012,Rural regions,female,Difficult,0.56632,507,929,0.53444,0.59821
2012,Rural regions,female,Almost impossible,0.23117,236,929,0.20404,0.25829
2013,Urban regions,male,Easy,0.23973,264,1037,0.21373,0.26572
2013,Urban regions,male,Difficult,0.54406,554,1037,0.51373,0.57439
2013,Urban regions,male,Almost impossible,0.21621,219,1037,0.19114,0.24128
2013,Urban regions,female,Easy,0.26407,529,2087,0.24515,0.28299
2013,Urban regions,female,Difficult,0.53698,1118,2087,0.51559,0.55838
2013,Urban regions,female,Almost impossible,0.19895,440,2087,0.18182,0.21608
2013,Rural regions,male,Easy,0.21559,103,521,0.18024,0.25093
2013,Rural regions,male,Difficult,0.56782,292,521,0.52524,0.61040
2013,Rural regions,male,Almost impossible,0.21659,126,521,0.18118,0.25199
2013,Rural regions,female,Easy,0.20166,195,960,0.17627,0.22706
2013,Rural regions,female,Difficult,0.56765,552,960,0.53630,0.59901
2013,Rural regions,female,Almost impossible,0.23068,213,960,0.20402,0.25735
2014,Urban regions,male,Easy,0.23710,209,869,0.20881,0.26540
2014,Urban regions,male,Difficult,0.54896,478,869,0.51586,0.58207
2014,Urban regions,male,Almost impossible,0.21394,182,869,0.18666,0.24122
2014,Urban regions,female,Easy,0.22158,393,1709,0.20188,0.24128
2014,Urban regions,female,Difficult,0.55550,919,1709,0.53193,0.57906
2014,Urban regions,female,Almost impossible,0.22292,397,1709,0.20319,0.24266
2014,Rural regions,male,Easy,0.17873,96,442,0.14297,0.21449
2014,Rural regions,male,Difficult,0.59253,249,442,0.54667,0.63839
2014,Rural regions,male,Almost impossible,0.22873,97,442,0.18953,0.26794
2014,Rural regions,female,Easy,0.17978,156,809,0.15330,0.20626
2014,Rural regions,female,Difficult,0.61622,468,809,0.58269,0.64975
2014,Rural regions,female,Almost impossible,0.20400,185,809,0.17621,0.23178
2015,Urban regions,male,Easy,0.23433,200,896,0.20658,0.26208
2015,Urban regions,male,Difficult,0.58423,511,896,0.55194,0.61651
2015,Urban regions,male,Almost impossible,0.18144,185,896,0.15620,0.20669
2015,Urban regions,female,Easy,0.23039,376,1734,0.21057,0.25022
2015,Urban regions,female,Difficult,0.54826,952,1734,0.52483,0.57169
2015,Urban regions,female,Almost impossible,0.22134,406,1734,0.20180,0.24089
2015,Rural regions,male,Easy,0.22644,103,446,0.18755,0.26532
2015,Rural regions,male,Difficult,0.58507,248,446,0.53929,0.63085
2015,Rural regions,male,Almost impossible,0.18849,95,446,0.15215,0.22483
2015,Rural regions,female,Easy,0.20607,176,823,0.17842,0.23372
2015,Rural regions,female,Difficult,0.57336,459,823,0.53955,0.60717
2015,Rural regions,female,Almost impossible,0.22057,188,823,0.19223,0.24892
2016,Urban regions,male,Easy,0.26971,205,773,0.23840,0.30102
2016,Urban regions,male,Difficult,0.53798,415,773,0.50281,0.57315
2016,Urban regions,male,Almost impossible,0.19231,153,773,0.16451,0.22011
2016,Urban regions,female,Easy,0.28367,332,1435,0.26033,0.30700
2016,Urban regions,female,Difficult,0.51916,763,1435,0.49330,0.54502
2016,Urban regions,female,Almost impossible,0.19717,340,1435,0.17658,0.21777
2016,Rural regions,male,Easy,0.22656,89,353,0.18283,0.27029
2016,Rural regions,male,Difficult,0.58274,181,353,0.53122,0.63425
2016,Rural regions,male,Almost impossible,0.19070,83,353,0.14966,0.23175
2016,Rural regions,female,Easy,0.22822,153,672,0.19646,0.25997
2016,Rural regions,female,Difficult,0.53091,342,672,0.49315,0.56867
2016,Rural regions,female,Almost impossible,0.24087,177,672,0.20852,0.27323
2017,Urban regions,male,Easy,0.28730,365,1440,0.26392,0.31068
2017,Urban regions,male,Difficult,0.51484,855,1440,0.48901,0.54066
2017,Urban regions,male,Almost impossible,0.19786,220,1440,0.17728,0.21844
2017,Urban regions,female,Easy,0.28571,438,1956,0.26569,0.30574
2017,Urban regions,female,Difficult,0.50192,1100,1956,0.47975,0.52408
2017,Urban regions,female,Almost impossible,0.21237,418,1956,0.19424,0.23050
2017,Rural regions,male,Easy,0.21149,142,632,0.17963,0.24335
2017,Rural regions,male,Difficult,0.60627,368,632,0.56815,0.64439
2017,Rural regions,male,Almost impossible,0.18224,122,632,0.15212,0.21236
2017,Rural regions,female,Easy,0.24372,173,839,0.21466,0.27279
2017,Rural regions,female,Difficult,0.49625,439,839,0.46240,0.53011
2017,Rural regions,female,Almost impossible,0.26002,227,839,0.23032,0.28972
2018,Urban regions,male,Easy,0.28171,400,1592,0.25961,0.30382
2018,Urban regions,male,Difficult,0.50910,964,1592,0.48453,0.53366
2018,Urban regions,male,Almost impossible,0.20919,228,1592,0.18920,0.22918
2018,Urban regions,female,Easy,0.32727,528,2152,0.30744,0.34710
2018,Urban regions,female,Difficult,0.48479,1192,2152,0.46367,0.50591
2018,Urban regions,female,Almost impossible,0.18794,432,2152,0.17143,0.20445
2018,Rural regions,male,Easy,0.21327,132,650,0.18175,0.24478
2018,Rural regions,male,Difficult,0.56700,406,650,0.52888,0.60512
2018,Rural regions,male,Almost impossible,0.21973,112,650,0.18787,0.25159
2018,Rural regions,female,Easy,0.26319,182,910,0.23457,0.29182
2018,Rural regions,female,Difficult,0.50030,497,910,0.46779,0.53280
2018,Rural regions,female,Almost impossible,0.23651,231,910,0.20888,0.26413
2019,Urban regions,male,Easy,0.31538,344,1293,0.29004,0.34071
2019,Urban regions,male,Difficult,0.52306,779,1293,0.49582,0.55029
2019,Urban regions,male,Almost impossible,0.16156,170,1293,0.14150,0.18163
2019,Urban regions,female,Easy,0.33442,490,1852,0.31293,0.35591
2019,Urban regions,female,Difficult,0.45480,1050,1852,0.43212,0.47749
2019,Urban regions,female,Almost impossible,0.21078,312,1852,0.19220,0.22936
2019,Rural regions,male,Easy,0.27128,128,530,0.23339,0.30917
2019,Rural regions,male,Difficult,0.57823,317,530,0.53614,0.62031
2019,Rural regions,male,Almost impossible,0.15050,85,530,0.12003,0.18097
2019,Rural regions,female,Easy,0.29023,183,791,0.25858,0.32188
2019,Rural regions,female,Difficult,0.50630,455,791,0.47143,0.54116
2019,Rural regions,female,Almost impossible,0.20347,153,791,0.17540,0.23154
