year,quintil_oecd,plb0419_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1989,4th Quintile,Difficult,0.07246,172,332,0.04453,0.10039
1989,4th Quintile,Almost impossible,0.04053,96,332,0.01929,0.06178
1989,5th Quintile,Easy,0.01648,40,228,-0.00008,0.03305
1989,5th Quintile,Difficult,0.05452,118,228,0.02499,0.08406
1989,5th Quintile,Almost impossible,0.03348,70,228,0.01008,0.05688
1990,1st Quintile,Easy,0.03369,111,700,0.02032,0.04707
1990,1st Quintile,Difficult,0.10715,335,700,0.08422,0.13008
1990,1st Quintile,Almost impossible,0.08099,254,700,0.06077,0.10122
1990,2nd Quintile,Easy,0.03568,100,508,0.01953,0.05183
1990,2nd Quintile,Difficult,0.08972,260,508,0.06484,0.11459
1990,2nd Quintile,Almost impossible,0.05369,148,508,0.03407,0.07331
1990,3rd Quintile,Easy,0.03634,90,391,0.01777,0.05491
1990,3rd Quintile,Difficult,0.07304,194,391,0.04721,0.09886
1990,3rd Quintile,Almost impossible,0.03995,107,391,0.02051,0.05939
1990,4th Quintile,Easy,0.02926,73,298,0.01009,0.04843
1990,4th Quintile,Difficult,0.05339,128,298,0.02782,0.07896
1990,4th Quintile,Almost impossible,0.04427,97,298,0.02088,0.06767
1990,5th Quintile,Easy,0.02891,63,231,0.00726,0.05057
1990,5th Quintile,Difficult,0.05503,108,231,0.02556,0.08450
1990,5th Quintile,Almost impossible,0.03142,60,231,0.00888,0.05397
1991,1st Quintile,Easy,0.03827,110,629,0.02326,0.05327
1991,1st Quintile,Difficult,0.08652,272,629,0.06453,0.10850
1991,1st Quintile,Almost impossible,0.07897,247,629,0.05787,0.10006
1991,2nd Quintile,Easy,0.03902,122,474,0.02157,0.05648
1991,2nd Quintile,Difficult,0.08508,224,474,0.05993,0.11022
1991,2nd Quintile,Almost impossible,0.04519,128,474,0.02647,0.06391
1991,3rd Quintile,Easy,0.03531,88,399,0.01718,0.05344
1991,3rd Quintile,Difficult,0.08153,202,399,0.05464,0.10841
1991,3rd Quintile,Almost impossible,0.04498,109,399,0.02462,0.06534
1991,4th Quintile,Easy,0.03218,79,288,0.01176,0.05260
1991,4th Quintile,Difficult,0.05217,132,288,0.02644,0.07789
1991,4th Quintile,Almost impossible,0.03346,77,288,0.01266,0.05427
1991,5th Quintile,Easy,0.02470,63,217,0.00400,0.04540
1991,5th Quintile,Difficult,0.04675,100,217,0.01860,0.07490
1991,5th Quintile,Almost impossible,0.02745,54,217,0.00566,0.04923
1992,1st Quintile,Easy,0.03170,103,818,0.01969,0.04372
1992,1st Quintile,Difficult,0.09781,419,818,0.07744,0.11818
1992,1st Quintile,Almost impossible,0.07540,296,818,0.05729,0.09350
1992,2nd Quintile,Easy,0.03439,139,682,0.02071,0.04808
1992,2nd Quintile,Difficult,0.07573,337,682,0.05586,0.09560
1992,2nd Quintile,Almost impossible,0.04820,206,682,0.03211,0.06428
1992,3rd Quintile,Easy,0.04078,148,560,0.02438,0.05717
1992,3rd Quintile,Difficult,0.07478,270,560,0.05297,0.09659
1992,3rd Quintile,Almost impossible,0.03862,142,560,0.02265,0.05459
1992,4th Quintile,Easy,0.03469,109,418,0.01712,0.05225
1992,4th Quintile,Difficult,0.06524,214,418,0.04154,0.08895
1992,4th Quintile,Almost impossible,0.02991,95,418,0.01356,0.04626
1992,5th Quintile,Easy,0.02892,87,291,0.00963,0.04821
1992,5th Quintile,Difficult,0.04901,132,291,0.02416,0.07386
1992,5th Quintile,Almost impossible,0.02805,72,291,0.00904,0.04705
1993,1st Quintile,Easy,0.02685,86,952,0.01658,0.03713
1993,1st Quintile,Difficult,0.11450,448,952,0.09426,0.13474
1993,1st Quintile,Almost impossible,0.10765,418,952,0.08795,0.12735
1993,2nd Quintile,Easy,0.02653,101,704,0.01465,0.03842
1993,2nd Quintile,Difficult,0.08772,369,704,0.06681,0.10863
1993,2nd Quintile,Almost impossible,0.05684,234,704,0.03973,0.07396
1993,3rd Quintile,Easy,0.02935,102,535,0.01504,0.04367
1993,3rd Quintile,Difficult,0.08225,288,535,0.05895,0.10556
1993,3rd Quintile,Almost impossible,0.03795,145,535,0.02174,0.05415
1993,4th Quintile,Easy,0.02930,88,438,0.01349,0.04511
1993,4th Quintile,Difficult,0.06960,230,438,0.04574,0.09346
1993,4th Quintile,Almost impossible,0.03828,120,438,0.02029,0.05627
1993,5th Quintile,Easy,0.01661,58,295,0.00200,0.03123
1993,5th Quintile,Difficult,0.05461,154,295,0.02864,0.08058
1993,5th Quintile,Almost impossible,0.02915,83,295,0.00992,0.04838
1994,1st Quintile,Easy,0.02495,91,950,0.01503,0.03487
1994,1st Quintile,Difficult,0.12143,472,950,0.10065,0.14221
1994,1st Quintile,Almost impossible,0.10025,387,950,0.08114,0.11936
1994,2nd Quintile,Easy,0.02255,77,680,0.01138,0.03371
1994,2nd Quintile,Difficult,0.09618,379,680,0.07400,0.11835
1994,2nd Quintile,Almost impossible,0.06186,224,680,0.04374,0.07998
1994,3rd Quintile,Easy,0.02765,94,548,0.01391,0.04140
1994,3rd Quintile,Difficult,0.07539,283,548,0.05326,0.09751
1994,3rd Quintile,Almost impossible,0.05112,171,548,0.03267,0.06958
1994,4th Quintile,Easy,0.02296,71,434,0.00885,0.03706
1994,4th Quintile,Difficult,0.06567,232,434,0.04234,0.08900
1994,4th Quintile,Almost impossible,0.04548,131,434,0.02585,0.06510
1994,5th Quintile,Easy,0.01481,54,326,0.00168,0.02794
1994,5th Quintile,Difficult,0.05620,158,326,0.03116,0.08124
1994,5th Quintile,Almost impossible,0.04128,114,326,0.01965,0.06291
1995,1st Quintile,Easy,0.03433,116,1036,0.02323,0.04542
1995,1st Quintile,Difficult,0.13706,539,1036,0.11611,0.15802
1995,1st Quintile,Almost impossible,0.09150,381,1036,0.07393,0.10906
1995,2nd Quintile,Easy,0.01966,78,728,0.00957,0.02975
1995,2nd Quintile,Difficult,0.09837,408,728,0.07672,0.12002
1995,2nd Quintile,Almost impossible,0.06371,242,728,0.04596,0.08147
1995,3rd Quintile,Easy,0.01995,79,511,0.00781,0.03208
1995,3rd Quintile,Difficult,0.07585,275,511,0.05287,0.09883
1995,3rd Quintile,Almost impossible,0.04658,157,511,0.02829,0.06486
1995,4th Quintile,Easy,0.02204,74,415,0.00790,0.03618
1995,4th Quintile,Difficult,0.06414,231,415,0.04054,0.08774
1995,4th Quintile,Almost impossible,0.03974,110,415,0.02093,0.05856
1995,5th Quintile,Easy,0.01590,48,361,0.00298,0.02883
1995,5th Quintile,Difficult,0.06918,200,361,0.04297,0.09540
1995,5th Quintile,Almost impossible,0.04214,113,361,0.02139,0.06290
1996,1st Quintile,Easy,0.02636,100,1013,0.01649,0.03623
1996,1st Quintile,Difficult,0.13966,548,1013,0.11830,0.16102
1996,1st Quintile,Almost impossible,0.08630,365,1013,0.06900,0.10360
1996,2nd Quintile,Easy,0.02453,81,674,0.01285,0.03622
1996,2nd Quintile,Difficult,0.09719,388,674,0.07481,0.11957
1996,2nd Quintile,Almost impossible,0.05689,205,674,0.03939,0.07439
1996,3rd Quintile,Easy,0.02136,78,522,0.00895,0.03378
1996,3rd Quintile,Difficult,0.08424,284,522,0.06039,0.10809
1996,3rd Quintile,Almost impossible,0.04690,160,522,0.02874,0.06505
1996,4th Quintile,Easy,0.02285,78,433,0.00876,0.03695
1996,4th Quintile,Difficult,0.06065,231,433,0.03814,0.08316
1996,4th Quintile,Almost impossible,0.04191,124,433,0.02301,0.06081
1996,5th Quintile,Easy,0.01952,55,370,0.00540,0.03363
1996,5th Quintile,Difficult,0.05740,177,370,0.03367,0.08113
1996,5th Quintile,Almost impossible,0.04902,138,370,0.02699,0.07105
1997,1st Quintile,Easy,0.01436,54,949,0.00679,0.02193
1997,1st Quintile,Difficult,0.14877,528,949,0.12611,0.17142
1997,1st Quintile,Almost impossible,0.09835,367,949,0.07939,0.11731
1997,2nd Quintile,Easy,0.02162,84,720,0.01099,0.03225
1997,2nd Quintile,Difficult,0.09626,405,720,0.07470,0.11781
1997,2nd Quintile,Almost impossible,0.05681,231,720,0.03989,0.07373
1997,3rd Quintile,Easy,0.02238,71,541,0.00990,0.03486
1997,3rd Quintile,Difficult,0.08280,310,541,0.05956,0.10604
1997,3rd Quintile,Almost impossible,0.05055,160,541,0.03207,0.06903
1997,4th Quintile,Easy,0.01533,58,408,0.00339,0.02727
1997,4th Quintile,Difficult,0.06986,233,408,0.04509,0.09462
1997,4th Quintile,Almost impossible,0.04031,117,408,0.02120,0.05942
1997,5th Quintile,Easy,0.01736,45,353,0.00371,0.03100
1997,5th Quintile,Difficult,0.05619,166,353,0.03213,0.08025
1997,5th Quintile,Almost impossible,0.05140,142,353,0.02833,0.07446
1998,1st Quintile,Easy,0.01648,64,937,0.00832,0.02464
1998,1st Quintile,Difficult,0.15435,527,937,0.13120,0.17749
1998,1st Quintile,Almost impossible,0.09518,346,937,0.07638,0.11398
1998,2nd Quintile,Easy,0.01867,73,625,0.00805,0.02929
1998,2nd Quintile,Difficult,0.09706,356,625,0.07383,0.12028
1998,2nd Quintile,Almost impossible,0.05085,196,625,0.03361,0.06809
1998,3rd Quintile,Easy,0.01418,59,479,0.00358,0.02478
1998,3rd Quintile,Difficult,0.07636,276,479,0.05255,0.10017
1998,3rd Quintile,Almost impossible,0.04088,144,479,0.02313,0.05863
1998,4th Quintile,Easy,0.02332,71,396,0.00844,0.03820
1998,4th Quintile,Difficult,0.06234,203,396,0.03850,0.08619
1998,4th Quintile,Almost impossible,0.03970,122,396,0.02044,0.05895
1998,5th Quintile,Easy,0.01223,38,311,-0.00001,0.02446
1998,5th Quintile,Difficult,0.05872,162,311,0.03255,0.08490
1998,5th Quintile,Almost impossible,0.04432,111,311,0.02141,0.06723
1999,1st Quintile,Easy,0.02373,85,958,0.01409,0.03338
1999,1st Quintile,Difficult,0.14064,545,958,0.11861,0.16266
1999,1st Quintile,Almost impossible,0.08627,328,958,0.06848,0.10405
1999,2nd Quintile,Easy,0.01707,67,641,0.00703,0.02710
1999,2nd Quintile,Difficult,0.08678,378,641,0.06497,0.10859
1999,2nd Quintile,Almost impossible,0.05113,196,641,0.03407,0.06820
1999,3rd Quintile,Easy,0.02417,80,487,0.01052,0.03783
1999,3rd Quintile,Difficult,0.06852,266,487,0.04606,0.09099
1999,3rd Quintile,Almost impossible,0.03700,141,487,0.02022,0.05378
1999,4th Quintile,Easy,0.01735,61,364,0.00392,0.03078
1999,4th Quintile,Difficult,0.04857,189,364,0.02646,0.07069
1999,4th Quintile,Almost impossible,0.03273,114,364,0.01443,0.05104
1999,5th Quintile,Easy,0.01465,43,326,0.00159,0.02771
1999,5th Quintile,Difficult,0.04924,155,326,0.02571,0.07276
1999,5th Quintile,Almost impossible,0.04330,128,326,0.02117,0.06543
2000,1st Quintile,Easy,0.02917,95,924,0.01831,0.04002
2000,1st Quintile,Difficult,0.12677,502,924,0.10530,0.14823
2000,1st Quintile,Almost impossible,0.08318,327,924,0.06536,0.10099
2000,2nd Quintile,Easy,0.02141,90,619,0.01000,0.03283
2000,2nd Quintile,Difficult,0.08132,324,619,0.05977,0.10287
2000,2nd Quintile,Almost impossible,0.05108,205,619,0.03372,0.06844
2000,3rd Quintile,Easy,0.01930,61,485,0.00704,0.03156
2000,3rd Quintile,Difficult,0.07471,281,485,0.05128,0.09813
2000,3rd Quintile,Almost impossible,0.03834,143,485,0.02123,0.05545
2000,4th Quintile,Easy,0.01610,56,322,0.00233,0.02987
2000,4th Quintile,Difficult,0.04821,173,322,0.02478,0.07164
2000,4th Quintile,Almost impossible,0.02334,93,322,0.00683,0.03986
2000,5th Quintile,Easy,0.02232,62,323,0.00619,0.03846
2000,5th Quintile,Difficult,0.05197,154,323,0.02772,0.07621
2000,5th Quintile,Almost impossible,0.03227,107,323,0.01297,0.05158
2001,1st Quintile,Easy,0.02860,146,1326,0.01962,0.03757
2001,1st Quintile,Difficult,0.12160,708,1326,0.10400,0.13920
2001,1st Quintile,Almost impossible,0.08151,472,1326,0.06678,0.09625
2001,2nd Quintile,Easy,0.02541,155,895,0.01510,0.03573
2001,2nd Quintile,Difficult,0.07499,476,895,0.05772,0.09225
2001,2nd Quintile,Almost impossible,0.04129,264,895,0.02825,0.05434
2001,3rd Quintile,Easy,0.01972,127,733,0.00965,0.02980
2001,3rd Quintile,Difficult,0.06592,384,733,0.04795,0.08390
2001,3rd Quintile,Almost impossible,0.03716,222,733,0.02346,0.05086
2001,4th Quintile,Easy,0.02096,128,625,0.00972,0.03219
2001,4th Quintile,Difficult,0.04976,314,625,0.03270,0.06682
2001,4th Quintile,Almost impossible,0.03011,183,625,0.01670,0.04352
2001,5th Quintile,Easy,0.02341,137,558,0.01085,0.03597
2001,5th Quintile,Difficult,0.03822,217,558,0.02230,0.05415
2001,5th Quintile,Almost impossible,0.03939,204,558,0.02324,0.05555
2002,1st Quintile,Easy,0.02755,117,1237,0.01842,0.03667
2002,1st Quintile,Difficult,0.13660,666,1237,0.11745,0.15574
2002,1st Quintile,Almost impossible,0.09084,454,1237,0.07482,0.10686
2002,2nd Quintile,Easy,0.02332,125,827,0.01303,0.03362
2002,2nd Quintile,Difficult,0.08451,446,827,0.06555,0.10348
2002,2nd Quintile,Almost impossible,0.04591,256,827,0.03163,0.06018
2002,3rd Quintile,Easy,0.02323,112,697,0.01204,0.03442
2002,3rd Quintile,Difficult,0.06630,382,697,0.04782,0.08478
2002,3rd Quintile,Almost impossible,0.03556,203,697,0.02180,0.04932
2002,4th Quintile,Easy,0.02169,123,583,0.00985,0.03352
2002,4th Quintile,Difficult,0.05201,298,583,0.03397,0.07005
2002,4th Quintile,Almost impossible,0.02927,162,583,0.01557,0.04296
2002,5th Quintile,Easy,0.01597,109,589,0.00583,0.02610
2002,5th Quintile,Difficult,0.04166,285,589,0.02551,0.05781
2002,5th Quintile,Almost impossible,0.03441,195,589,0.01968,0.04915
2003,1st Quintile,Easy,0.02053,93,960,0.01155,0.02950
2003,1st Quintile,Difficult,0.13668,596,960,0.11494,0.15842
2003,1st Quintile,Almost impossible,0.05443,271,960,0.04007,0.06879
2003,2nd Quintile,Easy,0.01495,70,622,0.00541,0.02450
2003,2nd Quintile,Difficult,0.07984,437,622,0.05852,0.10116
2003,2nd Quintile,Almost impossible,0.02050,115,622,0.00936,0.03165
2003,3rd Quintile,Easy,0.01308,80,502,0.00313,0.02303
2003,3rd Quintile,Difficult,0.05337,315,502,0.03369,0.07305
2003,3rd Quintile,Almost impossible,0.01555,107,502,0.00471,0.02638
2003,4th Quintile,Easy,0.01266,81,458,0.00241,0.02292
2003,4th Quintile,Difficult,0.04611,295,458,0.02688,0.06533
2003,4th Quintile,Almost impossible,0.01480,82,458,0.00373,0.02587
2003,5th Quintile,Easy,0.01217,121,529,0.00282,0.02152
2003,5th Quintile,Difficult,0.03507,298,529,0.01938,0.05076
2003,5th Quintile,Almost impossible,0.01219,110,529,0.00283,0.02154
2004,1st Quintile,Easy,0.01700,79,995,0.00896,0.02503
2004,1st Quintile,Difficult,0.14101,633,995,0.11937,0.16265
2004,1st Quintile,Almost impossible,0.06647,283,995,0.05098,0.08196
2004,2nd Quintile,Easy,0.01434,75,663,0.00529,0.02340
2004,2nd Quintile,Difficult,0.08167,438,663,0.06081,0.10253
2004,2nd Quintile,Almost impossible,0.02932,150,663,0.01647,0.04217
2004,3rd Quintile,Easy,0.01382,75,529,0.00386,0.02378
2004,3rd Quintile,Difficult,0.06032,330,529,0.04002,0.08063
2004,3rd Quintile,Almost impossible,0.02250,124,529,0.00985,0.03515
2004,4th Quintile,Easy,0.01341,92,452,0.00279,0.02402
2004,4th Quintile,Difficult,0.04608,287,452,0.02673,0.06543
2004,4th Quintile,Almost impossible,0.01513,73,452,0.00386,0.02639
2004,5th Quintile,Easy,0.01170,106,523,0.00247,0.02092
2004,5th Quintile,Difficult,0.03751,303,523,0.02121,0.05381
2004,5th Quintile,Almost impossible,0.01160,114,523,0.00241,0.02078
2005,1st Quintile,Easy,0.01392,69,1016,0.00671,0.02113
2005,1st Quintile,Difficult,0.15611,629,1016,0.13378,0.17844
2005,1st Quintile,Almost impossible,0.07339,318,1016,0.05734,0.08943
2005,2nd Quintile,Easy,0.01015,46,615,0.00222,0.01808
2005,2nd Quintile,Difficult,0.08553,403,615,0.06341,0.10765
2005,2nd Quintile,Almost impossible,0.03172,166,615,0.01786,0.04558
2005,3rd Quintile,Easy,0.01253,64,508,0.00285,0.02221
2005,3rd Quintile,Difficult,0.06615,323,508,0.04452,0.08779
2005,3rd Quintile,Almost impossible,0.02169,121,508,0.00901,0.03437
2005,4th Quintile,Easy,0.00649,48,421,-0.00119,0.01417
2005,4th Quintile,Difficult,0.05131,291,421,0.03021,0.07241
2005,4th Quintile,Almost impossible,0.01252,82,421,0.00188,0.02315
2005,5th Quintile,Easy,0.01081,98,495,0.00169,0.01993
2005,5th Quintile,Difficult,0.03601,285,495,0.01958,0.05244
2005,5th Quintile,Almost impossible,0.01258,112,495,0.00275,0.02240
2006,1st Quintile,Easy,0.02094,78,933,0.01175,0.03013
2006,1st Quintile,Difficult,0.14141,574,933,0.11904,0.16378
2006,1st Quintile,Almost impossible,0.07063,281,933,0.05418,0.08708
2006,2nd Quintile,Easy,0.00916,48,487,0.00069,0.01763
2006,2nd Quintile,Difficult,0.07482,323,487,0.05142,0.09821
2006,2nd Quintile,Almost impossible,0.02717,116,487,0.01272,0.04162
2006,3rd Quintile,Easy,0.00738,49,400,-0.00102,0.01578
2006,3rd Quintile,Difficult,0.05527,253,400,0.03285,0.07769
2006,3rd Quintile,Almost impossible,0.02125,98,400,0.00710,0.03539
2006,4th Quintile,Easy,0.01569,81,408,0.00361,0.02776
2006,4th Quintile,Difficult,0.04646,254,408,0.02601,0.06690
2006,4th Quintile,Almost impossible,0.01404,73,408,0.00261,0.02547
2006,5th Quintile,Easy,0.01036,87,422,0.00069,0.02003
2006,5th Quintile,Difficult,0.03487,240,422,0.01734,0.05239
2006,5th Quintile,Almost impossible,0.01008,95,422,0.00054,0.01962
2007,1st Quintile,Easy,0.01945,85,901,0.01043,0.02848
2007,1st Quintile,Difficult,0.13420,519,901,0.11193,0.15648
2007,1st Quintile,Almost impossible,0.07243,297,901,0.05550,0.08937
2007,2nd Quintile,Easy,0.01711,66,499,0.00572,0.02850
2007,2nd Quintile,Difficult,0.06811,322,499,0.04598,0.09023
2007,2nd Quintile,Almost impossible,0.02342,111,499,0.01014,0.03670
2007,3rd Quintile,Easy,0.01042,63,390,0.00033,0.02050
2007,3rd Quintile,Difficult,0.04939,246,390,0.02786,0.07092
2007,3rd Quintile,Almost impossible,0.01654,81,390,0.00387,0.02922
2007,4th Quintile,Easy,0.00991,75,380,-0.00006,0.01988
2007,4th Quintile,Difficult,0.03689,224,380,0.01791,0.05586
2007,4th Quintile,Almost impossible,0.01342,81,380,0.00184,0.02500
2007,5th Quintile,Easy,0.01218,105,385,0.00121,0.02316
2007,5th Quintile,Difficult,0.02970,215,385,0.01272,0.04668
2007,5th Quintile,Almost impossible,0.00825,65,385,-0.00080,0.01729
2008,1st Quintile,Easy,0.01968,79,820,0.01017,0.02920
2008,1st Quintile,Difficult,0.12395,473,820,0.10138,0.14651
2008,1st Quintile,Almost impossible,0.06208,268,820,0.04555,0.07860
2008,2nd Quintile,Easy,0.01376,62,394,0.00224,0.02527
2008,2nd Quintile,Difficult,0.05393,242,394,0.03159,0.07626
2008,2nd Quintile,Almost impossible,0.02055,90,394,0.00653,0.03458
2008,3rd Quintile,Easy,0.01527,75,380,0.00292,0.02761
2008,3rd Quintile,Difficult,0.04461,232,380,0.02383,0.06540
2008,3rd Quintile,Almost impossible,0.01470,73,380,0.00258,0.02681
2008,4th Quintile,Easy,0.01184,76,331,0.00017,0.02351
2008,4th Quintile,Difficult,0.04268,208,331,0.02087,0.06449
2008,4th Quintile,Almost impossible,0.00690,47,331,-0.00203,0.01583
2008,5th Quintile,Easy,0.01473,99,344,0.00198,0.02748
2008,5th Quintile,Difficult,0.02465,188,344,0.00824,0.04105
2008,5th Quintile,Almost impossible,0.00763,57,344,-0.00158,0.01684
2009,1st Quintile,Easy,0.02634,92,742,0.01481,0.03786
2009,1st Quintile,Difficult,0.11676,410,742,0.09363,0.13988
2009,1st Quintile,Almost impossible,0.06336,240,742,0.04582,0.08090
2009,2nd Quintile,Easy,0.01354,56,391,0.00207,0.02500
2009,2nd Quintile,Difficult,0.05940,252,391,0.03594,0.08286
2009,2nd Quintile,Almost impossible,0.02471,83,391,0.00930,0.04011
2009,3rd Quintile,Easy,0.01827,66,322,0.00362,0.03292
2009,3rd Quintile,Difficult,0.04432,198,322,0.02181,0.06684
2009,3rd Quintile,Almost impossible,0.01050,58,322,-0.00065,0.02166
2009,4th Quintile,Easy,0.01643,79,305,0.00214,0.03071
2009,4th Quintile,Difficult,0.03242,168,305,0.01251,0.05233
2009,4th Quintile,Almost impossible,0.00806,58,305,-0.00199,0.01812
2009,5th Quintile,Easy,0.01309,87,299,0.00019,0.02600
2009,5th Quintile,Difficult,0.02657,159,299,0.00831,0.04484
2009,5th Quintile,Almost impossible,0.00773,53,299,-0.00221,0.01767
2010,1st Quintile,Easy,0.02298,69,655,0.01150,0.03447
2010,1st Quintile,Difficult,0.12745,401,655,0.10189,0.15300
2010,1st Quintile,Almost impossible,0.05904,185,655,0.04097,0.07710
2010,2nd Quintile,Easy,0.01946,60,350,0.00497,0.03396
2010,2nd Quintile,Difficult,0.05528,208,350,0.03130,0.07926
2010,2nd Quintile,Almost impossible,0.02352,82,350,0.00762,0.03942
2010,3rd Quintile,Easy,0.01470,64,296,0.00097,0.02844
2010,3rd Quintile,Difficult,0.04126,174,296,0.01856,0.06395
2010,3rd Quintile,Almost impossible,0.01155,58,296,-0.00064,0.02374
2010,4th Quintile,Easy,0.01409,66,297,0.00066,0.02752
2010,4th Quintile,Difficult,0.04124,191,297,0.01859,0.06390
2010,4th Quintile,Almost impossible,0.00793,40,297,-0.00218,0.01803
2010,5th Quintile,Easy,0.00987,75,287,-0.00159,0.02133
2010,5th Quintile,Difficult,0.02469,165,287,0.00670,0.04267
2010,5th Quintile,Almost impossible,0.00815,47,287,-0.00227,0.01857
2011,1st Quintile,Easy,0.02779,206,1440,0.01930,0.03628
2011,1st Quintile,Difficult,0.10772,853,1440,0.09170,0.12374
2011,1st Quintile,Almost impossible,0.04940,381,1440,0.03820,0.06060
2011,2nd Quintile,Easy,0.01667,114,654,0.00685,0.02649
2011,2nd Quintile,Difficult,0.05698,419,654,0.03920,0.07476
2011,2nd Quintile,Almost impossible,0.01790,121,654,0.00773,0.02807
2011,3rd Quintile,Easy,0.01567,116,448,0.00416,0.02719
2011,3rd Quintile,Difficult,0.03968,259,448,0.02158,0.05777
2011,3rd Quintile,Almost impossible,0.01005,73,448,0.00080,0.01929
2011,4th Quintile,Easy,0.01678,121,373,0.00372,0.02983
2011,4th Quintile,Difficult,0.02511,190,373,0.00921,0.04101
2011,4th Quintile,Almost impossible,0.00787,62,373,-0.00111,0.01686
2011,5th Quintile,Easy,0.01241,99,319,0.00024,0.02457
2011,5th Quintile,Difficult,0.02007,169,319,0.00466,0.03548
2011,5th Quintile,Almost impossible,0.00583,51,319,-0.00254,0.01419
2012,1st Quintile,Easy,0.02651,238,1656,0.01877,0.03425
2012,1st Quintile,Difficult,0.12428,948,1656,0.10839,0.14018
2012,1st Quintile,Almost impossible,0.05294,470,1656,0.04215,0.06372
2012,2nd Quintile,Easy,0.01973,152,674,0.00922,0.03024
2012,2nd Quintile,Difficult,0.05829,389,674,0.04059,0.07599
2012,2nd Quintile,Almost impossible,0.01651,133,674,0.00688,0.02613
2012,3rd Quintile,Easy,0.01733,132,518,0.00608,0.02858
2012,3rd Quintile,Difficult,0.04596,310,518,0.02791,0.06401
2012,3rd Quintile,Almost impossible,0.01046,76,518,0.00169,0.01922
2012,4th Quintile,Easy,0.01833,131,371,0.00466,0.03200
2012,4th Quintile,Difficult,0.02359,174,371,0.00812,0.03905
2012,4th Quintile,Almost impossible,0.00703,66,371,-0.00148,0.01554
2012,5th Quintile,Easy,0.01962,141,372,0.00551,0.03374
2012,5th Quintile,Difficult,0.02251,169,372,0.00741,0.03760
2012,5th Quintile,Almost impossible,0.00755,62,372,-0.00126,0.01636
2013,1st Quintile,Easy,0.02883,241,1515,0.02040,0.03726
2013,1st Quintile,Difficult,0.10272,848,1515,0.08743,0.11802
2013,1st Quintile,Almost impossible,0.05562,426,1515,0.04408,0.06717
2013,2nd Quintile,Easy,0.01542,145,658,0.00600,0.02484
2013,2nd Quintile,Difficult,0.05594,378,658,0.03836,0.07351
2013,2nd Quintile,Almost impossible,0.01419,135,658,0.00515,0.02324
2013,3rd Quintile,Easy,0.02102,142,472,0.00806,0.03397
2013,3rd Quintile,Difficult,0.03484,245,472,0.01828,0.05140
