,Unnamed: 0,year,age_gr,quintil_oecd,plb0419_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
32,32,1988,17-29 y.,2nd Quintile,Easy,0.31007,53,2123,0.25502,0.36314
33,33,1988,17-29 y.,2nd Quintile,Difficult,0.68993,134,2123,0.6042,0.7776
34,34,1988,17-29 y.,3rd Quintile,Easy,0.29668,57,2123,0.24985,0.35443
35,35,1988,17-29 y.,3rd Quintile,Difficult,0.70332,117,2123,0.63076,0.77171
36,36,1988,17-29 y.,4th Quintile,Easy,0.29816,43,2123,0.23985,0.35468
37,37,1988,17-29 y.,4th Quintile,Difficult,0.70184,101,2123,0.61963,0.80334
38,38,1988,17-29 y.,5th Quintile,Difficult,1.0,50,2123,0.8844,1.13523
39,39,1988,30-45 y.,1st Quintile,Difficult,0.67274,148,2123,0.60048,0.75297
40,40,1988,30-45 y.,1st Quintile,Almost impossible,0.32726,79,2123,0.28008,0.38198
41,41,1988,30-45 y.,2nd Quintile,Difficult,0.72401,121,2123,0.64434,0.7929
42,42,1988,30-45 y.,2nd Quintile,Almost impossible,0.27599,49,2123,0.21964,0.33068
43,43,1988,30-45 y.,3rd Quintile,Difficult,1.0,79,2123,0.90313,1.09045
44,44,1988,30-45 y.,4th Quintile,Difficult,1.0,58,2123,0.89133,1.09806
45,45,1988,30-45 y.,5th Quintile,Difficult,1.0,49,2123,0.89418,1.11732
46,46,1988,46-65 y.,1st Quintile,Difficult,0.3641,56,2123,0.30693,0.43952
47,47,1988,46-65 y.,1st Quintile,Almost impossible,0.6359,132,2123,0.54344,0.73252
48,48,1988,46-65 y.,2nd Quintile,Difficult,0.39467,50,2123,0.31139,0.48846
49,49,1988,46-65 y.,2nd Quintile,Almost impossible,0.60533,78,2123,0.51479,0.704
50,50,1988,46-65 y.,3rd Quintile,Difficult,0.31876,48,2123,0.26603,0.36847
51,51,1988,46-65 y.,3rd Quintile,Almost impossible,0.68124,85,2123,0.61472,0.74848
52,52,1988,46-65 y.,4th Quintile,Difficult,0.49022,61,2123,0.44745,0.53528
53,53,1988,46-65 y.,4th Quintile,Almost impossible,0.50978,76,2123,0.45855,0.57245
54,54,1988,46-65 y.,5th Quintile,Almost impossible,1.0,65,2123,0.9273,1.07759
55,55,1989,17-29 y.,1st Quintile,Easy,0.2702,77,1926,0.22246,0.31999
56,56,1989,17-29 y.,1st Quintile,Difficult,0.59364,187,1926,0.50241,0.6755
57,57,1989,17-29 y.,1st Quintile,Almost impossible,0.13616,53,1926,0.112,0.16459
58,58,1989,17-29 y.,2nd Quintile,Easy,0.34874,68,1926,0.29236,0.41353
59,59,1989,17-29 y.,2nd Quintile,Difficult,0.50503,119,1926,0.42594,0.57759
60,60,1989,17-29 y.,2nd Quintile,Almost impossible,0.14623,40,1926,0.11498,0.17889
61,61,1989,17-29 y.,3rd Quintile,Easy,0.29006,42,1926,0.24525,0.33573
62,62,1989,17-29 y.,3rd Quintile,Difficult,0.70994,91,1926,0.62331,0.79442
63,63,1989,17-29 y.,4th Quintile,Easy,0.41883,45,1926,0.35415,0.49149
64,64,1989,17-29 y.,4th Quintile,Difficult,0.58117,71,1926,0.50377,0.68414
65,65,1989,17-29 y.,5th Quintile,Difficult,1.0,54,1926,0.90949,1.12046
66,66,1989,30-45 y.,1st Quintile,Difficult,0.69308,122,1926,0.59846,0.78655
67,67,1989,30-45 y.,1st Quintile,Almost impossible,0.30692,67,1926,0.25039,0.36255
68,68,1989,30-45 y.,2nd Quintile,Difficult,0.68762,100,1926,0.59986,0.76684
69,69,1989,30-45 y.,2nd Quintile,Almost impossible,0.31238,49,1926,0.26483,0.35959
70,70,1989,30-45 y.,3rd Quintile,Difficult,1.0,71,1926,0.89492,1.09278
71,71,1989,30-45 y.,4th Quintile,Difficult,1.0,51,1926,0.86642,1.13426
72,72,1989,46-65 y.,1st Quintile,Difficult,0.27115,49,1926,0.21832,0.33238
73,73,1989,46-65 y.,1st Quintile,Almost impossible,0.72885,132,1926,0.59959,0.83459
74,74,1989,46-65 y.,2nd Quintile,Difficult,0.38567,51,1926,0.31889,0.44664
75,75,1989,46-65 y.,2nd Quintile,Almost impossible,0.61433,85,1926,0.52467,0.71171
76,76,1989,46-65 y.,3rd Quintile,Difficult,0.33471,40,1926,0.28417,0.38718
77,77,1989,46-65 y.,3rd Quintile,Almost impossible,0.66529,74,1926,0.60277,0.72872
78,78,1989,46-65 y.,4th Quintile,Difficult,0.49917,54,1926,0.44174,0.55724
79,79,1989,46-65 y.,4th Quintile,Almost impossible,0.50083,56,1926,0.44284,0.5623
80,80,1989,46-65 y.,5th Quintile,Difficult,0.45671,36,1926,0.41001,0.50993
81,81,1989,46-65 y.,5th Quintile,Almost impossible,0.54329,42,1926,0.47523,0.59966
82,82,1990,17-29 y.,1st Quintile,Easy,0.23685,72,1814,0.19384,0.28492
83,83,1990,17-29 y.,1st Quintile,Difficult,0.5253,159,1814,0.45579,0.59473
84,84,1990,17-29 y.,1st Quintile,Almost impossible,0.23784,59,1814,0.18918,0.28319
85,85,1990,17-29 y.,2nd Quintile,Easy,0.30539,68,1814,0.25228,0.36939
86,86,1990,17-29 y.,2nd Quintile,Difficult,0.49637,115,1814,0.4351,0.57303
87,87,1990,17-29 y.,2nd Quintile,Almost impossible,0.19824,40,1814,0.15514,0.24254
88,88,1990,17-29 y.,3rd Quintile,Easy,0.45284,61,1814,0.38079,0.51135
89,89,1990,17-29 y.,3rd Quintile,Difficult,0.54716,82,1814,0.45735,0.6367
90,90,1990,17-29 y.,4th Quintile,Easy,0.48625,53,1814,0.41068,0.56229
91,91,1990,17-29 y.,4th Quintile,Difficult,0.51375,55,1814,0.46314,0.59183
92,92,1990,17-29 y.,5th Quintile,Easy,0.43692,40,1814,0.35241,0.52093
93,93,1990,17-29 y.,5th Quintile,Difficult,0.56308,46,1814,0.48875,0.63208
94,94,1990,30-45 y.,1st Quintile,Difficult,0.70925,113,1814,0.60741,0.806
95,95,1990,30-45 y.,1st Quintile,Almost impossible,0.29075,57,1814,0.2354,0.34386
96,96,1990,30-45 y.,2nd Quintile,Difficult,1.0,97,1814,0.90107,1.09072
97,97,1990,30-45 y.,3rd Quintile,Difficult,1.0,58,1814,0.88634,1.11721
98,98,1990,30-45 y.,4th Quintile,Difficult,1.0,40,1814,0.84688,1.15784
99,99,1990,46-65 y.,1st Quintile,Difficult,0.35928,58,1814,0.28466,0.43182
100,100,1990,46-65 y.,1st Quintile,Almost impossible,0.64072,130,1814,0.55796,0.73605
101,101,1990,46-65 y.,2nd Quintile,Difficult,0.35551,48,1814,0.30209,0.41948
102,102,1990,46-65 y.,2nd Quintile,Almost impossible,0.64449,80,1814,0.5459,0.75772
103,103,1990,46-65 y.,3rd Quintile,Difficult,0.43665,49,1814,0.36963,0.50943
104,104,1990,46-65 y.,3rd Quintile,Almost impossible,0.56335,64,1814,0.48858,0.63736
105,105,1990,46-65 y.,4th Quintile,Difficult,0.36192,36,1814,0.31056,0.41234
106,106,1990,46-65 y.,4th Quintile,Almost impossible,0.63808,58,1814,0.56324,0.70342
107,107,1990,46-65 y.,5th Quintile,Difficult,0.50804,39,1814,0.44328,0.59744
108,108,1990,46-65 y.,5th Quintile,Almost impossible,0.49196,37,1814,0.45585,0.52767
109,109,1991,17-29 y.,1st Quintile,Easy,0.29605,73,1660,0.24391,0.35785
110,110,1991,17-29 y.,1st Quintile,Difficult,0.47547,130,1660,0.40114,0.56345
111,111,1991,17-29 y.,1st Quintile,Almost impossible,0.22848,68,1660,0.1827,0.27198
112,112,1991,17-29 y.,2nd Quintile,Easy,0.42237,78,1660,0.33225,0.48758
113,113,1991,17-29 y.,2nd Quintile,Difficult,0.57763,93,1660,0.50002,0.65765
114,114,1991,17-29 y.,3rd Quintile,Easy,0.43501,59,1660,0.3715,0.50244
115,115,1991,17-29 y.,3rd Quintile,Difficult,0.56499,80,1660,0.48119,0.64721
116,116,1991,17-29 y.,4th Quintile,Easy,0.48411,56,1660,0.42823,0.54712
117,117,1991,17-29 y.,4th Quintile,Difficult,0.51589,59,1660,0.45417,0.59043
118,118,1991,17-29 y.,5th Quintile,Easy,0.45679,35,1660,0.3901,0.5223
119,119,1991,17-29 y.,5th Quintile,Difficult,0.54321,36,1660,0.44852,0.64434
120,120,1991,30-45 y.,1st Quintile,Difficult,0.6122,92,1660,0.52955,0.71548
121,121,1991,30-45 y.,1st Quintile,Almost impossible,0.3878,55,1660,0.32164,0.45464
122,122,1991,30-45 y.,2nd Quintile,Difficult,1.0,93,1660,0.87641,1.1192
123,123,1991,30-45 y.,3rd Quintile,Difficult,1.0,74,1660,0.87285,1.13346
124,124,1991,30-45 y.,4th Quintile,Difficult,1.0,39,1660,0.84968,1.17045
125,125,1991,46-65 y.,1st Quintile,Difficult,0.31035,51,1660,0.23603,0.39376
126,126,1991,46-65 y.,1st Quintile,Almost impossible,0.68965,116,1660,0.57378,0.78597
127,127,1991,46-65 y.,2nd Quintile,Difficult,0.38926,35,1660,0.3305,0.46136
128,128,1991,46-65 y.,2nd Quintile,Almost impossible,0.61074,70,1660,0.53654,0.6987
129,129,1991,46-65 y.,3rd Quintile,Difficult,0.40013,43,1660,0.33126,0.49046
130,130,1991,46-65 y.,3rd Quintile,Almost impossible,0.59987,63,1660,0.52086,0.67013
131,131,1991,46-65 y.,4th Quintile,Difficult,0.40598,39,1660,0.34371,0.47925
132,132,1991,46-65 y.,4th Quintile,Almost impossible,0.59402,52,1660,0.51735,0.67779
133,133,1991,46-65 y.,5th Quintile,Difficult,0.5024,37,1660,0.43528,0.56286
134,134,1991,46-65 y.,5th Quintile,Almost impossible,0.4976,34,1660,0.44419,0.54386
135,135,1992,17-29 y.,1st Quintile,Easy,0.23045,66,2560,0.19219,0.27275
136,136,1992,17-29 y.,1st Quintile,Difficult,0.58121,206,2560,0.53306,0.64028
137,137,1992,17-29 y.,1st Quintile,Almost impossible,0.18835,64,2560,0.15765,0.21915
138,138,1992,17-29 y.,2nd Quintile,Easy,0.37819,100,2560,0.31903,0.44033
139,139,1992,17-29 y.,2nd Quintile,Difficult,0.50907,157,2560,0.44394,0.56732
140,140,1992,17-29 y.,2nd Quintile,Almost impossible,0.11274,41,2560,0.08409,0.14512
141,141,1992,17-29 y.,3rd Quintile,Easy,0.49801,103,2560,0.41817,0.56756
142,142,1992,17-29 y.,3rd Quintile,Difficult,0.50199,105,2560,0.4425,0.58745
143,143,1992,17-29 y.,4th Quintile,Easy,0.50059,67,2560,0.42839,0.5786
144,144,1992,17-29 y.,4th Quintile,Difficult,0.49941,85,2560,0.4223,0.5736
145,145,1992,17-29 y.,5th Quintile,Easy,0.51346,51,2560,0.44764,0.58875
146,146,1992,17-29 y.,5th Quintile,Difficult,0.48654,54,2560,0.40472,0.57845
147,147,1992,30-45 y.,1st Quintile,Difficult,0.68966,165,2560,0.60636,0.76478
148,148,1992,30-45 y.,1st Quintile,Almost impossible,0.31034,74,2560,0.25989,0.37381
149,149,1992,30-45 y.,2nd Quintile,Easy,0.18694,34,2560,0.14688,0.2314
150,150,1992,30-45 y.,2nd Quintile,Difficult,0.5798,127,2560,0.51517,0.66331
151,151,1992,30-45 y.,2nd Quintile,Almost impossible,0.23326,45,2560,0.18837,0.28172
152,152,1992,30-45 y.,3rd Quintile,Easy,0.28665,34,2560,0.23505,0.34643
153,153,1992,30-45 y.,3rd Quintile,Difficult,0.71335,99,2560,0.63494,0.80511
154,154,1992,30-45 y.,4th Quintile,Easy,0.35559,36,2560,0.30526,0.41125
155,155,1992,30-45 y.,4th Quintile,Difficult,0.64441,59,2560,0.54398,0.75101
156,156,1992,30-45 y.,5th Quintile,Difficult,1.0,37,2560,0.83344,1.15301
157,157,1992,46-65 y.,1st Quintile,Difficult,0.28,57,2560,0.23225,0.32735
158,158,1992,46-65 y.,1st Quintile,Almost impossible,0.72,151,2560,0.63092,0.82558
159,159,1992,46-65 y.,2nd Quintile,Difficult,0.2932,43,2560,0.2292,0.36265
160,160,1992,46-65 y.,2nd Quintile,Almost impossible,0.7068,117,2560,0.62774,0.79704
161,161,1992,46-65 y.,3rd Quintile,Difficult,0.42688,62,2560,0.36188,0.49693
162,162,1992,46-65 y.,3rd Quintile,Almost impossible,0.57312,90,2560,0.49214,0.65003
163,163,1992,46-65 y.,4th Quintile,Difficult,0.50643,69,2560,0.43468,0.56219
164,164,1992,46-65 y.,4th Quintile,Almost impossible,0.49357,71,2560,0.41803,0.54823
165,165,1992,46-65 y.,5th Quintile,Difficult,0.53556,46,2560,0.47071,0.6159
166,166,1992,46-65 y.,5th Quintile,Almost impossible,0.46444,45,2560,0.40306,0.52044
167,167,1993,17-29 y.,1st Quintile,Easy,0.16314,51,2678,0.13661,0.19232
168,168,1993,17-29 y.,1st Quintile,Difficult,0.609,232,2678,0.54185,0.67629
169,169,1993,17-29 y.,1st Quintile,Almost impossible,0.22785,89,2678,0.18468,0.26614
170,170,1993,17-29 y.,2nd Quintile,Easy,0.25032,72,2678,0.2087,0.29414
171,171,1993,17-29 y.,2nd Quintile,Difficult,0.55703,154,2678,0.4963,0.62537
172,172,1993,17-29 y.,2nd Quintile,Almost impossible,0.19265,57,2678,0.15879,0.24682
173,173,1993,17-29 y.,3rd Quintile,Easy,0.338,73,2678,0.27685,0.40183
174,174,1993,17-29 y.,3rd Quintile,Difficult,0.53561,123,2678,0.45799,0.60184
175,175,1993,17-29 y.,3rd Quintile,Almost impossible,0.12639,41,2678,0.10086,0.15746
176,176,1993,17-29 y.,4th Quintile,Easy,0.3802,51,2678,0.3198,0.43425
177,177,1993,17-29 y.,4th Quintile,Difficult,0.6198,97,2678,0.55938,0.70476
178,178,1993,17-29 y.,5th Quintile,Easy,0.33127,37,2678,0.27405,0.38831
179,179,1993,17-29 y.,5th Quintile,Difficult,0.66873,61,2678,0.58511,0.74788
180,180,1993,30-45 y.,1st Quintile,Difficult,0.65126,154,2678,0.56972,0.74221
181,181,1993,30-45 y.,1st Quintile,Almost impossible,0.34874,94,2678,0.29705,0.42035
182,182,1993,30-45 y.,2nd Quintile,Difficult,0.79638,141,2678,0.71596,0.88672
183,183,1993,30-45 y.,2nd Quintile,Almost impossible,0.20362,40,2678,0.16306,0.24648
184,184,1993,30-45 y.,3rd Quintile,Difficult,1.0,110,2678,0.86208,1.13067
185,185,1993,30-45 y.,4th Quintile,Difficult,1.0,62,2678,0.88059,1.12181
186,186,1993,30-45 y.,5th Quintile,Difficult,1.0,44,2678,0.81371,1.16947
187,187,1993,46-65 y.,1st Quintile,Difficult,0.24054,65,2678,0.19861,0.28991
188,188,1993,46-65 y.,1st Quintile,Almost impossible,0.75946,230,2678,0.7055,0.81547
189,189,1993,46-65 y.,2nd Quintile,Difficult,0.30009,59,2678,0.24599,0.35415
190,190,1993,46-65 y.,2nd Quintile,Almost impossible,0.69991,138,2678,0.62924,0.78454
191,191,1993,46-65 y.,3rd Quintile,Difficult,0.45347,57,2678,0.37099,0.5299
192,192,1993,46-65 y.,3rd Quintile,Almost impossible,0.54653,78,2678,0.47031,0.61799
193,193,1993,46-65 y.,4th Quintile,Difficult,0.42294,69,2678,0.3599,0.51899
194,194,1993,46-65 y.,4th Quintile,Almost impossible,0.57706,86,2678,0.52272,0.6476
195,195,1993,46-65 y.,5th Quintile,Difficult,0.56136,58,2678,0.48913,0.63644
196,196,1993,46-65 y.,5th Quintile,Almost impossible,0.43864,55,2678,0.39745,0.48289
197,197,1994,17-29 y.,1st Quintile,Easy,0.18869,60,2647,0.15105,0.23346
198,198,1994,17-29 y.,1st Quintile,Difficult,0.59732,213,2647,0.54075,0.66919
199,199,1994,17-29 y.,1st Quintile,Almost impossible,0.21399,83,2647,0.18268,0.24473
200,200,1994,17-29 y.,2nd Quintile,Easy,0.22336,51,2647,0.17624,0.26938
201,201,1994,17-29 y.,2nd Quintile,Difficult,0.60176,177,2647,0.53693,0.67206
202,202,1994,17-29 y.,2nd Quintile,Almost impossible,0.17487,50,2647,0.12467,0.24088
203,203,1994,17-29 y.,3rd Quintile,Easy,0.29001,59,2647,0.25484,0.33264
204,204,1994,17-29 y.,3rd Quintile,Difficult,0.70999,151,2647,0.63369,0.79494
205,205,1994,17-29 y.,4th Quintile,Easy,0.31253,49,2647,0.25482,0.38556
206,206,1994,17-29 y.,4th Quintile,Difficult,0.50735,109,2647,0.44083,0.56974
207,207,1994,17-29 y.,4th Quintile,Almost impossible,0.18011,35,2647,0.14407,0.22012
208,208,1994,17-29 y.,5th Quintile,Difficult,1.0,71,2647,0.87339,1.13058
209,209,1994,30-45 y.,1st Quintile,Difficult,0.66601,180,2647,0.59399,0.74182
210,210,1994,30-45 y.,1st Quintile,Almost impossible,0.33399,91,2647,0.28813,0.38128
211,211,1994,30-45 y.,2nd Quintile,Difficult,0.73832,145,2647,0.6424,0.83719
212,212,1994,30-45 y.,2nd Quintile,Almost impossible,0.26168,55,2647,0.22337,0.31166
213,213,1994,30-45 y.,3rd Quintile,Difficult,1.0,82,2647,0.8597,1.14148
214,214,1994,30-45 y.,4th Quintile,Difficult,1.0,57,2647,0.87061,1.19133
215,215,1994,30-45 y.,5th Quintile,Difficult,1.0,46,2647,0.83561,1.17968
216,216,1994,46-65 y.,1st Quintile,Difficult,0.28485,70,2647,0.22721,0.33843
217,217,1994,46-65 y.,1st Quintile,Almost impossible,0.71515,204,2647,0.63602,0.7881
218,218,1994,46-65 y.,2nd Quintile,Difficult,0.33091,59,2647,0.27566,0.3902
219,219,1994,46-65 y.,2nd Quintile,Almost impossible,0.66909,118,2647,0.59724,0.75584
220,220,1994,46-65 y.,3rd Quintile,Difficult,0.36394,58,2647,0.30088,0.42553
221,221,1994,46-65 y.,3rd Quintile,Almost impossible,0.63606,112,2647,0.5451,0.71814
222,222,1994,46-65 y.,4th Quintile,Difficult,0.39529,61,2647,0.3525,0.44594
223,223,1994,46-65 y.,4th Quintile,Almost impossible,0.60471,70,2647,0.48725,0.72736
224,224,1994,46-65 y.,5th Quintile,Difficult,0.3852,45,2647,0.33679,0.44062
225,225,1994,46-65 y.,5th Quintile,Almost impossible,0.6148,86,2647,0.53473,0.69427
226,226,1995,17-29 y.,1st Quintile,Easy,0.21825,69,2780,0.1786,0.26903
227,227,1995,17-29 y.,1st Quintile,Difficult,0.56124,233,2780,0.50761,0.63207
228,228,1995,17-29 y.,1st Quintile,Almost impossible,0.22051,91,2780,0.1832,0.25511
229,229,1995,17-29 y.,2nd Quintile,Easy,0.2003,49,2780,0.15207,0.25959
230,230,1995,17-29 y.,2nd Quintile,Difficult,0.68208,196,2780,0.60948,0.74978
231,231,1995,17-29 y.,2nd Quintile,Almost impossible,0.11763,50,2780,0.09546,0.14801
232,232,1995,17-29 y.,3rd Quintile,Easy,0.25222,49,2780,0.21625,0.29966
233,233,1995,17-29 y.,3rd Quintile,Difficult,0.61498,129,2780,0.53857,0.69722
234,234,1995,17-29 y.,3rd Quintile,Almost impossible,0.1328,34,2780,0.1034,0.15917
235,235,1995,17-29 y.,4th Quintile,Easy,0.31403,45,2780,0.24477,0.38115
236,236,1995,17-29 y.,4th Quintile,Difficult,0.68597,107,2780,0.6093,0.77392
237,237,1995,17-29 y.,5th Quintile,Difficult,1.0,85,2780,0.88191,1.13967
238,238,1995,30-45 y.,1st Quintile,Easy,0.11713,33,2780,0.08795,0.15234
239,239,1995,30-45 y.,1st Quintile,Difficult,0.61543,213,2780,0.5466,0.69994
240,240,1995,30-45 y.,1st Quintile,Almost impossible,0.26744,105,2780,0.23214,0.30083
241,241,1995,30-45 y.,2nd Quintile,Difficult,0.77042,159,2780,0.66174,0.86984
242,242,1995,30-45 y.,2nd Quintile,Almost impossible,0.22958,50,2780,0.1901,0.28724
243,243,1995,30-45 y.,3rd Quintile,Difficult,1.0,90,2780,0.86711,1.16297
244,244,1995,30-45 y.,4th Quintile,Difficult,1.0,72,2780,0.86513,1.14203
245,245,1995,30-45 y.,5th Quintile,Difficult,1.0,44,2780,0.79266,1.20158
246,246,1995,46-65 y.,1st Quintile,Difficult,0.39785,93,2780,0.34141,0.46006
247,247,1995,46-65 y.,1st Quintile,Almost impossible,0.60215,176,2780,0.53394,0.67905
248,248,1995,46-65 y.,2nd Quintile,Difficult,0.22397,45,2780,0.18695,0.25887
249,249,1995,46-65 y.,2nd Quintile,Almost impossible,0.77603,134,2780,0.67667,0.86189
250,250,1995,46-65 y.,3rd Quintile,Difficult,0.36632,55,2780,0.29963,0.44084
251,251,1995,46-65 y.,3rd Quintile,Almost impossible,0.63368,95,2780,0.54982,0.73245
252,252,1995,46-65 y.,4th Quintile,Difficult,0.41832,62,2780,0.35848,0.50384
253,253,1995,46-65 y.,4th Quintile,Almost impossible,0.58168,73,2780,0.46891,0.6968
254,254,1995,46-65 y.,5th Quintile,Difficult,0.48869,68,2780,0.41723,0.56939
255,255,1995,46-65 y.,5th Quintile,Almost impossible,0.51131,76,2780,0.44426,0.57798
256,256,1996,17-29 y.,1st Quintile,Easy,0.16333,60,2846,0.13685,0.19483
257,257,1996,17-29 y.,1st Quintile,Difficult,0.60996,237,2846,0.54846,0.66827
258,258,1996,17-29 y.,1st Quintile,Almost impossible,0.22671,94,2846,0.18711,0.27346
259,259,1996,17-29 y.,2nd Quintile,Easy,0.17849,48,2846,0.1469,0.21418
260,260,1996,17-29 y.,2nd Quintile,Difficult,0.67234,185,2846,0.57932,0.74996
261,261,1996,17-29 y.,2nd Quintile,Almost impossible,0.14918,52,2846,0.12119,0.18106
262,262,1996,17-29 y.,3rd Quintile,Easy,0.22848,39,2846,0.17051,0.28579
263,263,1996,17-29 y.,3rd Quintile,Difficult,0.64458,134,2846,0.56291,0.74937
264,264,1996,17-29 y.,3rd Quintile,Almost impossible,0.12694,35,2846,0.09922,0.14868
265,265,1996,17-29 y.,4th Quintile,Easy,0.31548,36,2846,0.24581,0.38464
266,266,1996,17-29 y.,4th Quintile,Difficult,0.68452,88,2846,0.5942,0.75805
267,267,1996,17-29 y.,5th Quintile,Easy,0.33177,35,2846,0.24452,0.44734
268,268,1996,17-29 y.,5th Quintile,Difficult,0.66823,87,2846,0.59286,0.74621
269,269,1996,30-45 y.,1st Quintile,Easy,0.10486,31,2846,0.07407,0.14858
270,270,1996,30-45 y.,1st Quintile,Difficult,0.64013,215,2846,0.57639,0.72362
271,271,1996,30-45 y.,1st Quintile,Almost impossible,0.25501,97,2846,0.2151,0.30234
272,272,1996,30-45 y.,2nd Quintile,Easy,0.17944,34,2846,0.13077,0.23637
273,273,1996,30-45 y.,2nd Quintile,Difficult,0.63804,154,2846,0.57745,0.69729
274,274,1996,30-45 y.,2nd Quintile,Almost impossible,0.18251,43,2846,0.14576,0.2274
275,275,1996,30-45 y.,3rd Quintile,Easy,0.24414,32,2846,0.18443,0.31607
276,276,1996,30-45 y.,3rd Quintile,Difficult,0.75586,78,2846,0.63152,0.86092
277,277,1996,30-45 y.,4th Quintile,Easy,0.34955,33,2846,0.26998,0.44824
278,278,1996,30-45 y.,4th Quintile,Difficult,0.65045,68,2846,0.56211,0.72634
279,279,1996,30-45 y.,5th Quintile,Difficult,1.0,41,2846,0.83107,1.19794
280,280,1996,46-65 y.,1st Quintile,Difficult,0.35247,78,2846,0.28726,0.40691
281,281,1996,46-65 y.,1st Quintile,Almost impossible,0.64753,176,2846,0.56029,0.73144
282,282,1996,46-65 y.,2nd Quintile,Difficult,0.41199,68,2846,0.33987,0.50272
283,283,1996,46-65 y.,2nd Quintile,Almost impossible,0.58801,103,2846,0.52873,0.66925
284,284,1996,46-65 y.,3rd Quintile,Difficult,0.42721,68,2846,0.35144,0.51231
285,285,1996,46-65 y.,3rd Quintile,Almost impossible,0.57279,93,2846,0.47707,0.66959
286,286,1996,46-65 y.,4th Quintile,Difficult,0.43139,73,2846,0.37488,0.50488
287,287,1996,46-65 y.,4th Quintile,Almost impossible,0.56861,83,2846,0.45402,0.68287
288,288,1996,46-65 y.,5th Quintile,Difficult,0.39706,53,2846,0.3165,0.4961
289,289,1996,46-65 y.,5th Quintile,Almost impossible,0.60294,95,2846,0.51717,0.67623
290,290,1997,17-29 y.,1st Quintile,Easy,0.10813,36,2713,0.08729,0.13363
291,291,1997,17-29 y.,1st Quintile,Difficult,0.65302,231,2713,0.58875,0.73602
292,292,1997,17-29 y.,1st Quintile,Almost impossible,0.23885,92,2713,0.19867,0.27486
293,293,1997,17-29 y.,2nd Quintile,Easy,0.17366,41,2713,0.1392,0.21692
294,294,1997,17-29 y.,2nd Quintile,Difficult,0.67074,188,2713,0.59714,0.74808
295,295,1997,17-29 y.,2nd Quintile,Almost impossible,0.1556,53,2713,0.12437,0.19528
296,296,1997,17-29 y.,3rd Quintile,Easy,0.27809,36,2713,0.21127,0.34947
