year,hhtyp,rentown,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1994,Other Combinations,Tenant,,,,,,,,,,,,
1995,Single-person household,Owner,,,,,,,,,,,,
1995,Single-person household,Tenant,,,,,,,,,,,,
1995,Couple without children,Owner,,,,,,,,,,,,
1995,Couple without children,Tenant,,,,,,,,,,,,
1995,Single parent,Owner,,,,,,,,,,,,
1995,Single parent,Tenant,,,,,,,,,,,,
1995,Couple with children,Owner,,,,,,,,,,,,
1995,Couple with children,Tenant,,,,,,,,,,,,
1995,Multi-generational household,Owner,,,,,,,,,,,,
1995,Multi-generational household,Tenant,,,,,,,,,,,,
1995,Other Combinations,Owner,,,,,,,,,,,,
1995,Other Combinations,Tenant,,,,,,,,,,,,
1996,Single-person household,Owner,,,,,,,,,,,,
1996,Single-person household,Tenant,,,,,,,,,,,,
1996,Couple without children,Owner,,,,,,,,,,,,
1996,Couple without children,Tenant,,,,,,,,,,,,
1996,Single parent,Owner,,,,,,,,,,,,
1996,Single parent,Tenant,,,,,,,,,,,,
1996,Couple with children,Owner,,,,,,,,,,,,
1996,Couple with children,Tenant,,,,,,,,,,,,
1996,Multi-generational household,Owner,,,,,,,,,,,,
1996,Multi-generational household,Tenant,,,,,,,,,,,,
1996,Other Combinations,Owner,,,,,,,,,,,,
1996,Other Combinations,Tenant,,,,,,,,,,,,
1997,Single-person household,Owner,,,,,,,,,,,,
1997,Single-person household,Tenant,,,,,,,,,,,,
1997,Couple without children,Owner,,,,,,,,,,,,
1997,Couple without children,Tenant,,,,,,,,,,,,
1997,Single parent,Owner,,,,,,,,,,,,
1997,Single parent,Tenant,,,,,,,,,,,,
1997,Couple with children,Owner,,,,,,,,,,,,
1997,Couple with children,Tenant,,,,,,,,,,,,
1997,Multi-generational household,Owner,,,,,,,,,,,,
1997,Multi-generational household,Tenant,,,,,,,,,,,,
1997,Other Combinations,Owner,,,,,,,,,,,,
1997,Other Combinations,Tenant,,,,,,,,,,,,
1998,Single-person household,Owner,192,263.61857,246.91795,280.31918,179.00000,256.00000,307.00000,51.00000,499.00000,256.00000,229.37500,256.00000
1998,Single-person household,Tenant,684,233.34134,224.85521,241.82746,153.00000,205.00000,307.00000,41.00000,538.00000,205.00000,205.00000,205.00000
1998,Couple without children,Owner,529,426.92476,411.25317,442.59635,307.00000,409.00000,511.00000,51.00000,817.00000,409.00000,409.00000,409.00000
1998,Couple without children,Tenant,728,393.31330,380.21356,406.41304,256.00000,358.00000,511.00000,51.00000,893.50000,358.00000,336.87500,409.00000
1998,Single parent,Owner,68,406.55495,374.04678,439.06311,307.00000,409.00000,511.00000,102.00000,817.00000,409.00000,358.00000,409.00000
1998,Single parent,Tenant,176,319.75152,298.50464,340.99839,230.00000,307.00000,380.60923,51.00000,606.52308,307.00000,256.00000,307.00000
1998,Couple with children,Owner,810,562.14421,545.88993,578.39848,409.00000,511.00000,665.00000,102.00000,1049.00000,511.00000,511.00000,511.00000
1998,Couple with children,Tenant,779,485.01542,470.68319,499.34766,307.00000,507.84337,614.00000,102.00000,1074.50000,511.00000,409.00000,511.00000
1998,Multi-generational household,Owner,31,550.60324,460.93281,640.27366,358.00000,511.00000,681.04601,102.00000,1023.00000,511.00000,409.00000,614.00000
1998,Multi-generational household,Tenant,,,,,,,,,,,,
1998,Other Combinations,Owner,40,462.45713,390.01698,534.89727,256.00000,409.00000,614.00000,153.00000,1125.00000,409.00000,307.00000,562.00000
1998,Other Combinations,Tenant,48,362.64859,317.62450,407.67268,307.00000,358.00000,409.00000,154.00000,562.00000,358.00000,307.00000,409.00000
1999,Single-person household,Owner,,,,,,,,,,,,
1999,Single-person household,Tenant,,,,,,,,,,,,
1999,Couple without children,Owner,,,,,,,,,,,,
1999,Couple without children,Tenant,,,,,,,,,,,,
1999,Single parent,Owner,,,,,,,,,,,,
1999,Single parent,Tenant,,,,,,,,,,,,
1999,Couple with children,Owner,,,,,,,,,,,,
1999,Couple with children,Tenant,,,,,,,,,,,,
1999,Multi-generational household,Owner,,,,,,,,,,,,
1999,Multi-generational household,Tenant,,,,,,,,,,,,
1999,Other Combinations,Owner,,,,,,,,,,,,
1999,Other Combinations,Tenant,,,,,,,,,,,,
2000,Single-person household,Owner,456,260.50381,248.24638,272.76125,164.00000,256.00000,307.00000,51.00000,521.50000,256.00000,219.62500,256.00000
2000,Single-person household,Tenant,1246,229.08904,222.69749,235.48058,153.00000,205.00000,281.00000,20.00000,473.00000,205.00000,205.00000,205.00000
2000,Couple without children,Owner,1098,448.86883,435.69434,462.04333,307.00000,409.00000,511.00000,77.00000,817.00000,409.00000,409.00000,409.00000
2000,Couple without children,Tenant,1081,368.70077,358.66664,378.73490,256.00000,332.00000,460.00000,77.00000,766.00000,332.00000,307.00000,358.00000
2000,Single parent,Owner,107,412.91848,381.59392,444.24305,307.00000,409.00000,511.00000,87.00000,817.00000,409.00000,358.00000,409.00000
2000,Single parent,Tenant,246,328.78079,311.49443,346.06715,256.00000,307.00000,409.00000,41.00000,638.50000,307.00000,307.00000,307.00000
2000,Couple with children,Owner,1361,565.91511,552.25470,579.57551,409.00000,511.00000,665.00000,102.00000,1049.00000,511.00000,511.00000,511.00000
2000,Couple with children,Tenant,1129,503.66972,491.26057,516.07887,358.00000,511.00000,614.00000,102.00000,998.00000,511.00000,511.00000,511.00000
2000,Multi-generational household,Owner,67,542.54595,484.75648,600.33541,358.00000,511.00000,614.00000,205.00000,998.00000,511.00000,409.00000,562.00000
2000,Multi-generational household,Tenant,,,,,,,,,,,,
2000,Other Combinations,Owner,50,426.21876,377.57746,474.86007,307.00000,400.29117,511.00000,179.00000,817.00000,409.00000,332.00000,461.27500
2000,Other Combinations,Tenant,40,334.83084,272.30690,397.35478,205.00000,256.00000,511.00000,51.00000,920.00000,256.00000,205.00000,409.00000
2001,Single-person household,Owner,384,280.37209,266.34655,294.39763,205.00000,256.00000,332.00000,26.00000,522.50000,256.00000,256.00000,256.00000
2001,Single-person household,Tenant,964,227.10932,219.67427,234.54438,153.00000,205.00000,256.00000,0.00000,410.50000,205.00000,205.00000,205.00000
2001,Couple without children,Owner,931,442.86132,430.76228,454.96037,307.00000,409.00000,511.00000,51.00000,817.00000,409.00000,409.00000,409.00000
2001,Couple without children,Tenant,944,390.96001,377.44167,404.47835,256.00000,358.00000,511.00000,51.00000,893.50000,358.00000,332.00000,383.00000
2001,Single parent,Owner,100,407.33158,373.03893,441.62423,307.00000,358.00000,511.00000,153.00000,817.00000,358.00000,307.00000,409.65000
2001,Single parent,Tenant,207,326.18476,307.07801,345.29151,205.00000,307.00000,409.00000,51.00000,715.00000,307.00000,307.00000,307.00000
2001,Couple with children,Owner,1221,581.28470,567.29515,595.27425,409.00000,511.00000,741.00000,102.00000,1239.00000,511.00000,511.00000,511.00000
2001,Couple with children,Tenant,923,510.17123,496.26060,524.08186,358.00000,511.00000,614.00000,72.00000,998.00000,511.00000,511.00000,511.00000
2001,Multi-generational household,Owner,61,539.48490,463.54987,615.41994,313.96123,511.00000,614.00000,128.00000,1064.05816,511.00000,409.00000,512.27500
2001,Multi-generational household,Tenant,,,,,,,,,,,,
2001,Other Combinations,Owner,30,505.43859,409.36326,601.51392,256.00000,511.00000,723.55842,102.00000,1278.00000,511.00000,358.00000,614.00000
2001,Other Combinations,Tenant,,,,,,,,,,,,
2002,Single-person household,Owner,,,,,,,,,,,,
2002,Single-person household,Tenant,,,,,,,,,,,,
2002,Couple without children,Owner,,,,,,,,,,,,
2002,Couple without children,Tenant,,,,,,,,,,,,
2002,Single parent,Owner,,,,,,,,,,,,
2002,Single parent,Tenant,,,,,,,,,,,,
2002,Couple with children,Owner,,,,,,,,,,,,
2002,Couple with children,Tenant,,,,,,,,,,,,
2002,Multi-generational household,Owner,,,,,,,,,,,,
2002,Multi-generational household,Tenant,,,,,,,,,,,,
2002,Other Combinations,Owner,,,,,,,,,,,,
2002,Other Combinations,Tenant,,,,,,,,,,,,
2003,Single-person household,Owner,400,286.00212,271.12535,300.87889,200.00000,250.00000,350.00000,40.00000,575.00000,250.00000,250.00000,280.00000
2003,Single-person household,Tenant,993,246.12035,237.94398,254.29671,150.00000,200.00000,300.00000,0.00000,525.00000,200.00000,200.00000,230.00000
2003,Couple without children,Owner,1096,475.09967,461.75066,488.44869,300.00000,450.00000,600.00000,50.00000,1050.00000,450.00000,400.00000,500.00000
2003,Couple without children,Tenant,933,408.31148,395.82208,420.80088,250.00000,400.00000,500.00000,40.00000,875.00000,400.00000,400.00000,400.00000
2003,Single parent,Owner,97,409.62352,358.06738,461.17966,250.00000,333.47870,500.00000,150.00000,875.00000,320.00000,300.00000,400.00000
2003,Single parent,Tenant,232,354.87687,334.64934,375.10440,250.00000,350.00000,400.00000,100.00000,625.00000,350.00000,300.00000,400.00000
2003,Couple with children,Owner,1263,582.01155,567.32084,596.70227,400.00000,500.00000,700.00000,100.00000,1150.00000,500.00000,500.00000,550.00000
2003,Couple with children,Tenant,774,508.83013,492.43439,525.22587,400.00000,500.00000,600.00000,100.00000,900.00000,500.00000,450.00000,500.00000
2003,Multi-generational household,Owner,40,702.56528,627.38203,777.74853,600.00000,768.38829,800.00000,300.00000,1100.00000,750.00000,600.00000,800.00000
2003,Multi-generational household,Tenant,,,,,,,,,,,,
2003,Other Combinations,Owner,30,498.42230,412.13912,584.70548,400.00000,400.00000,600.00000,200.00000,900.00000,400.00000,400.00000,600.00000
2003,Other Combinations,Tenant,,,,,,,,,,,,
2004,Single-person household,Owner,,,,,,,,,,,,
2004,Single-person household,Tenant,,,,,,,,,,,,
2004,Couple without children,Owner,,,,,,,,,,,,
2004,Couple without children,Tenant,,,,,,,,,,,,
2004,Single parent,Owner,,,,,,,,,,,,
2004,Single parent,Tenant,,,,,,,,,,,,
2004,Couple with children,Owner,,,,,,,,,,,,
2004,Couple with children,Tenant,,,,,,,,,,,,
2004,Multi-generational household,Owner,,,,,,,,,,,,
2004,Multi-generational household,Tenant,,,,,,,,,,,,
2004,Other Combinations,Owner,,,,,,,,,,,,
2004,Other Combinations,Tenant,,,,,,,,,,,,
2005,Single-person household,Owner,399,296.22335,281.38432,311.06239,200.00000,250.00000,400.00000,50.00000,700.00000,250.00000,250.00000,300.00000
2005,Single-person household,Tenant,1007,241.47306,233.82546,249.12067,150.00000,200.00000,300.00000,25.00000,525.00000,200.00000,200.00000,200.00000
2005,Couple without children,Owner,1095,482.48335,469.33773,495.62897,350.00000,450.00000,600.00000,95.00000,975.00000,450.00000,400.00000,500.00000
2005,Couple without children,Tenant,897,403.17104,390.13892,416.20317,250.00000,400.00000,500.00000,30.00000,875.00000,400.00000,369.75000,400.00000
2005,Single parent,Owner,99,389.87609,357.03987,422.71232,250.00000,359.82581,500.00000,120.00000,875.00000,360.00000,300.00000,400.00000
2005,Single parent,Tenant,238,345.91587,326.06777,365.76397,240.00000,300.00000,450.00000,80.00000,765.00000,300.00000,300.00000,350.00000
2005,Couple with children,Owner,1150,593.29080,577.95246,608.62914,400.00000,500.00000,750.00000,50.00000,1275.00000,500.00000,500.00000,600.00000
2005,Couple with children,Tenant,714,524.28492,507.24569,541.32416,400.00000,500.00000,600.00000,100.00000,900.00000,500.00000,460.00000,500.00000
2005,Multi-generational household,Owner,34,527.04374,454.81114,599.27633,384.63586,500.00000,600.00000,150.00000,923.04621,500.00000,400.00000,600.00000
2005,Multi-generational household,Tenant,,,,,,,,,,,,
2005,Other Combinations,Owner,,,,,,,,,,,,
2005,Other Combinations,Tenant,,,,,,,,,,,,
2006,Single-person household,Owner,,,,,,,,,,,,
2006,Single-person household,Tenant,,,,,,,,,,,,
2006,Couple without children,Owner,,,,,,,,,,,,
2006,Couple without children,Tenant,,,,,,,,,,,,
2006,Single parent,Owner,,,,,,,,,,,,
2006,Single parent,Tenant,,,,,,,,,,,,
2006,Couple with children,Owner,,,,,,,,,,,,
2006,Couple with children,Tenant,,,,,,,,,,,,
2006,Multi-generational household,Owner,,,,,,,,,,,,
2006,Multi-generational household,Tenant,,,,,,,,,,,,
2006,Other Combinations,Owner,,,,,,,,,,,,
2006,Other Combinations,Tenant,,,,,,,,,,,,
2007,Single-person household,Owner,435,308.24434,294.03143,322.45724,200.00000,280.00000,400.00000,50.00000,700.00000,280.00000,250.00000,300.00000
2007,Single-person household,Tenant,1092,242.84103,234.54942,251.13264,150.00000,200.00000,300.00000,20.00000,525.00000,200.00000,200.00000,200.00000
2007,Couple without children,Owner,1170,496.16280,481.86271,510.46289,350.00000,450.00000,600.00000,60.00000,975.00000,450.00000,400.00000,500.00000
2007,Couple without children,Tenant,931,412.26274,398.74693,425.77856,280.00000,400.00000,500.00000,50.00000,830.00000,400.00000,360.00000,400.00000
2007,Single parent,Owner,107,424.27445,383.90071,464.64818,300.00000,400.00000,500.00000,100.00000,800.00000,400.00000,400.00000,400.00000
2007,Single parent,Tenant,231,329.15630,309.19822,349.11437,200.00000,300.00000,400.00000,60.00000,700.00000,300.00000,279.25000,350.00000
2007,Couple with children,Owner,1131,609.24533,592.11475,626.37591,400.00000,522.80036,800.00000,100.00000,1400.00000,525.00000,500.00000,600.00000
2007,Couple with children,Tenant,684,524.96017,506.17048,543.74987,400.00000,500.00000,600.00000,100.00000,900.00000,500.00000,450.00000,500.00000
2007,Multi-generational household,Owner,,,,,,,,,,,,
2007,Multi-generational household,Tenant,,,,,,,,,,,,
2007,Other Combinations,Owner,,,,,,,,,,,,
2007,Other Combinations,Tenant,,,,,,,,,,,,
2008,Single-person household,Owner,,,,,,,,,,,,
2008,Single-person household,Tenant,,,,,,,,,,,,
2008,Couple without children,Owner,,,,,,,,,,,,
2008,Couple without children,Tenant,,,,,,,,,,,,
2008,Single parent,Owner,,,,,,,,,,,,
2008,Single parent,Tenant,,,,,,,,,,,,
2008,Couple with children,Owner,,,,,,,,,,,,
2008,Couple with children,Tenant,,,,,,,,,,,,
2008,Multi-generational household,Owner,,,,,,,,,,,,
2008,Multi-generational household,Tenant,,,,,,,,,,,,
2008,Other Combinations,Owner,,,,,,,,,,,,
2008,Other Combinations,Tenant,,,,,,,,,,,,
2009,Single-person household,Owner,,,,,,,,,,,,
2009,Single-person household,Tenant,,,,,,,,,,,,
2009,Couple without children,Owner,,,,,,,,,,,,
2009,Couple without children,Tenant,,,,,,,,,,,,
2009,Single parent,Owner,,,,,,,,,,,,
2009,Single parent,Tenant,,,,,,,,,,,,
2009,Couple with children,Owner,,,,,,,,,,,,
2009,Couple with children,Tenant,,,,,,,,,,,,
2009,Multi-generational household,Owner,,,,,,,,,,,,
2009,Multi-generational household,Tenant,,,,,,,,,,,,
2009,Other Combinations,Owner,,,,,,,,,,,,
2009,Other Combinations,Tenant,,,,,,,,,,,,
2010,Single-person household,Owner,,,,,,,,,,,,
2010,Single-person household,Tenant,,,,,,,,,,,,
2010,Couple without children,Owner,,,,,,,,,,,,
2010,Couple without children,Tenant,,,,,,,,,,,,
2010,Single parent,Owner,,,,,,,,,,,,
2010,Single parent,Tenant,,,,,,,,,,,,
2010,Couple with children,Owner,,,,,,,,,,,,
2010,Couple with children,Tenant,,,,,,,,,,,,
2010,Multi-generational household,Owner,,,,,,,,,,,,
2010,Multi-generational household,Tenant,,,,,,,,,,,,
2010,Other Combinations,Owner,,,,,,,,,,,,
2010,Other Combinations,Tenant,,,,,,,,,,,,
2011,Single-person household,Owner,550,311.17839,297.53818,324.81861,200.00000,300.00000,400.00000,40.00000,700.00000,300.00000,279.25000,300.00000
2011,Single-person household,Tenant,1192,231.74858,225.29849,238.19867,150.00000,200.00000,300.00000,0.00000,525.00000,200.00000,200.00000,200.00000
2011,Couple without children,Owner,1439,493.46686,481.50220,505.43152,350.00000,450.00000,600.00000,75.00000,975.00000,450.00000,400.00000,500.00000
2011,Couple without children,Tenant,1026,410.15893,397.77677,422.54108,273.66903,400.00000,500.00000,80.00000,839.49646,400.00000,400.00000,400.00000
2011,Single parent,Owner,106,442.33487,404.01118,480.65855,300.00000,400.00000,500.00000,100.00000,800.00000,400.00000,400.00000,450.00000
2011,Single parent,Tenant,260,350.98747,335.03108,366.94386,250.00000,350.00000,400.00000,50.00000,625.00000,350.00000,300.00000,375.00000
2011,Couple with children,Owner,1030,609.12585,593.38017,624.87152,400.00000,600.00000,800.00000,150.00000,1400.00000,600.00000,550.00000,600.00000
2011,Couple with children,Tenant,632,514.79058,494.95047,534.63070,400.00000,500.00000,600.00000,100.00000,900.00000,500.00000,448.75000,500.00000
2011,Multi-generational household,Owner,31,506.05503,420.95585,591.15421,342.77928,416.70484,730.62327,140.00000,1000.00000,400.00000,350.00000,600.00000
2011,Multi-generational household,Tenant,,,,,,,,,,,,
2011,Other Combinations,Owner,,,,,,,,,,,,
2011,Other Combinations,Tenant,,,,,,,,,,,,
2012,Single-person household,Owner,,,,,,,,,,,,
2012,Single-person household,Tenant,,,,,,,,,,,,
2012,Couple without children,Owner,,,,,,,,,,,,
2012,Couple without children,Tenant,,,,,,,,,,,,
2012,Single parent,Owner,,,,,,,,,,,,
2012,Single parent,Tenant,,,,,,,,,,,,
2012,Couple with children,Owner,,,,,,,,,,,,
2012,Couple with children,Tenant,,,,,,,,,,,,
2012,Multi-generational household,Owner,,,,,,,,,,,,
2012,Multi-generational household,Tenant,,,,,,,,,,,,
2012,Other Combinations,Owner,,,,,,,,,,,,
2012,Other Combinations,Tenant,,,,,,,,,,,,
2013,Single-person household,Owner,495,313.28527,300.29076,326.27978,200.00000,300.00000,400.00000,60.00000,700.00000,300.00000,280.00000,300.00000
2013,Single-person household,Tenant,1214,241.38651,234.53756,248.23545,150.00000,200.00000,300.00000,0.00000,525.00000,200.00000,200.00000,210.25000
2013,Couple without children,Owner,1373,503.58641,489.72234,517.45048,350.00000,480.00000,600.00000,50.00000,975.00000,480.00000,413.65000,500.00000
2013,Couple without children,Tenant,1070,410.07146,397.68644,422.45649,280.00000,400.00000,500.00000,1.00000,830.00000,400.00000,400.00000,400.00000
2013,Single parent,Owner,108,466.78181,428.69217,504.87145,300.00000,450.00000,600.00000,100.00000,1050.00000,450.00000,400.00000,500.00000
2013,Single parent,Tenant,294,336.16100,317.12629,355.19571,200.00000,300.00000,400.00000,60.00000,700.00000,300.00000,279.50000,340.00000
2013,Couple with children,Owner,1046,593.49039,577.35534,609.62544,400.00000,500.00000,700.00000,140.00000,1150.00000,500.00000,500.00000,600.00000
2013,Couple with children,Tenant,888,507.09430,490.12802,524.06059,351.87574,500.00000,600.00000,100.00000,972.18639,500.00000,450.00000,500.00000
2013,Multi-generational household,Owner,,,,,,,,,,,,
2013,Multi-generational household,Tenant,,,,,,,,,,,,
2013,Other Combinations,Owner,48,450.89039,400.37649,501.40428,400.00000,447.89593,500.00000,250.00000,650.00000,450.00000,400.00000,500.00000
2013,Other Combinations,Tenant,98,355.64870,316.96492,394.33248,200.00000,323.10260,500.00000,70.00000,950.00000,300.00000,250.00000,400.00000
2014,Single-person household,Owner,,,,,,,,,,,,
2014,Single-person household,Tenant,,,,,,,,,,,,
2014,Couple without children,Owner,,,,,,,,,,,,
2014,Couple without children,Tenant,,,,,,,,,,,,
2014,Single parent,Owner,,,,,,,,,,,,
2014,Single parent,Tenant,,,,,,,,,,,,
2014,Couple with children,Owner,,,,,,,,,,,,
2014,Couple with children,Tenant,,,,,,,,,,,,
2014,Multi-generational household,Owner,,,,,,,,,,,,
2014,Multi-generational household,Tenant,,,,,,,,,,,,
2014,Other Combinations,Owner,,,,,,,,,,,,
2014,Other Combinations,Tenant,,,,,,,,,,,,
2015,Single-person household,Owner,,,,,,,,,,,,
2015,Single-person household,Tenant,,,,,,,,,,,,
2015,Couple without children,Owner,,,,,,,,,,,,
2015,Couple without children,Tenant,,,,,,,,,,,,
2015,Single parent,Owner,,,,,,,,,,,,
2015,Single parent,Tenant,,,,,,,,,,,,
2015,Couple with children,Owner,,,,,,,,,,,,
2015,Couple with children,Tenant,,,,,,,,,,,,
2015,Multi-generational household,Owner,,,,,,,,,,,,
2015,Multi-generational household,Tenant,,,,,,,,,,,,
2015,Other Combinations,Owner,,,,,,,,,,,,
2015,Other Combinations,Tenant,,,,,,,,,,,,
2016,Single-person household,Owner,406,328.19577,309.63427,346.75728,200.00000,300.00000,400.00000,20.00000,700.00000,300.00000,300.00000,300.00000
2016,Single-person household,Tenant,951,259.18473,250.77663,267.59283,200.00000,250.00000,300.00000,50.00000,450.00000,250.00000,200.00000,250.00000
2016,Couple without children,Owner,1049,502.86698,488.29433,517.43963,400.00000,450.00000,600.00000,100.00000,900.00000,450.00000,400.00000,500.00000
2016,Couple without children,Tenant,829,416.44043,403.26374,429.61712,300.00000,400.00000,500.00000,70.00000,800.00000,400.00000,400.00000,400.00000
