year,age_gr,quintil_oecd,ple0019,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,30-45 y.,1st Quintile,Yes,0.08025,53,507,0.05658,0.10393
2011,30-45 y.,1st Quintile,No,0.43105,454,507,0.38790,0.47420
2011,30-45 y.,2nd Quintile,Yes,0.04513,40,661,0.02930,0.06097
2011,30-45 y.,2nd Quintile,No,0.63473,621,661,0.59799,0.67147
2011,30-45 y.,3rd Quintile,Yes,0.04140,34,786,0.02746,0.05534
2011,30-45 y.,3rd Quintile,No,0.76427,752,786,0.73457,0.79396
2011,30-45 y.,4th Quintile,Yes,0.04936,50,846,0.03475,0.06396
2011,30-45 y.,4th Quintile,No,0.79834,796,846,0.77129,0.82540
2011,30-45 y.,5th Quintile,Yes,0.05270,43,904,0.03813,0.06728
2011,30-45 y.,5th Quintile,No,0.82019,861,904,0.79515,0.84524
2011,46-65 y.,1st Quintile,Yes,0.15942,107,738,0.13299,0.18585
2011,46-65 y.,1st Quintile,No,0.74030,631,738,0.70864,0.77196
2011,46-65 y.,2nd Quintile,Yes,0.09708,68,738,0.07571,0.11846
2011,46-65 y.,2nd Quintile,No,0.82408,670,738,0.79659,0.85157
2011,46-65 y.,3rd Quintile,Yes,0.09444,102,1022,0.07650,0.11238
2011,46-65 y.,3rd Quintile,No,0.86683,920,1022,0.84599,0.88767
2011,46-65 y.,4th Quintile,Yes,0.08457,99,1306,0.06947,0.09966
2011,46-65 y.,4th Quintile,No,0.89290,1207,1306,0.87613,0.90968
2011,46-65 y.,5th Quintile,Yes,0.07825,142,2070,0.06668,0.08982
2011,46-65 y.,5th Quintile,No,0.90917,1928,2070,0.89679,0.92155
2011,66 and older,1st Quintile,Yes,0.03926,32,686,0.02471,0.05380
2011,66 and older,1st Quintile,No,0.95946,654,686,0.94469,0.97423
2011,66 and older,2nd Quintile,Yes,0.03660,31,939,0.02458,0.04862
2011,66 and older,2nd Quintile,No,0.96245,908,939,0.95028,0.97461
2011,66 and older,3rd Quintile,No,0.96537,755,755,0.95232,0.97842
2011,66 and older,4th Quintile,No,0.95945,585,585,0.94345,0.97545
2011,66 and older,5th Quintile,No,0.96009,761,761,0.94617,0.97400
2013,17-29 y.,1st Quintile,Yes,0.04223,34,668,0.02697,0.05750
2013,17-29 y.,1st Quintile,No,0.72289,634,668,0.68892,0.75685
2013,17-29 y.,2nd Quintile,No,0.72071,445,445,0.67898,0.76244
2013,17-29 y.,3rd Quintile,No,0.82551,473,473,0.79127,0.85975
2013,17-29 y.,4th Quintile,No,0.88075,486,486,0.85191,0.90960
2013,17-29 y.,5th Quintile,No,0.87512,401,401,0.84272,0.90751
2013,30-45 y.,1st Quintile,Yes,0.07368,64,647,0.05353,0.09383
2013,30-45 y.,1st Quintile,No,0.58883,583,647,0.55088,0.62677
2013,30-45 y.,2nd Quintile,Yes,0.06716,63,788,0.04968,0.08465
2013,30-45 y.,2nd Quintile,No,0.67765,725,788,0.64500,0.71030
2013,30-45 y.,3rd Quintile,Yes,0.06627,50,793,0.04895,0.08360
2013,30-45 y.,3rd Quintile,No,0.74377,743,793,0.71337,0.77418
2013,30-45 y.,4th Quintile,Yes,0.05252,52,907,0.03799,0.06705
2013,30-45 y.,4th Quintile,No,0.80464,855,907,0.77883,0.83046
2013,30-45 y.,5th Quintile,Yes,0.04968,46,937,0.03576,0.06360
2013,30-45 y.,5th Quintile,No,0.84372,891,937,0.82046,0.86699
2013,46-65 y.,1st Quintile,Yes,0.15540,152,968,0.13256,0.17823
2013,46-65 y.,1st Quintile,No,0.74912,816,968,0.72180,0.77645
2013,46-65 y.,2nd Quintile,Yes,0.11052,104,965,0.09073,0.13031
2013,46-65 y.,2nd Quintile,No,0.79975,861,965,0.77449,0.82501
2013,46-65 y.,3rd Quintile,Yes,0.08788,129,1264,0.07227,0.10349
2013,46-65 y.,3rd Quintile,No,0.85825,1135,1264,0.83901,0.87748
2013,46-65 y.,4th Quintile,Yes,0.08851,151,1662,0.07485,0.10217
2013,46-65 y.,4th Quintile,No,0.88060,1511,1662,0.86501,0.89620
2013,46-65 y.,5th Quintile,Yes,0.08380,183,2461,0.07285,0.09475
2013,46-65 y.,5th Quintile,No,0.89722,2278,2461,0.88522,0.90922
2013,66 and older,1st Quintile,Yes,0.07503,57,820,0.05699,0.09307
2013,66 and older,1st Quintile,No,0.92371,763,820,0.90553,0.94189
2013,66 and older,2nd Quintile,Yes,0.04854,53,1216,0.03645,0.06062
2013,66 and older,2nd Quintile,No,0.95007,1163,1216,0.93782,0.96232
2013,66 and older,3rd Quintile,Yes,0.06540,58,1050,0.05044,0.08036
2013,66 and older,3rd Quintile,No,0.93337,992,1050,0.91828,0.94846
2013,66 and older,4th Quintile,Yes,0.05958,51,869,0.04383,0.07533
2013,66 and older,4th Quintile,No,0.93991,818,869,0.92410,0.95572
2013,66 and older,5th Quintile,Yes,0.03957,41,981,0.02736,0.05177
2013,66 and older,5th Quintile,No,0.96027,940,981,0.94804,0.97250
2015,17-29 y.,1st Quintile,Yes,0.06690,75,1239,0.05298,0.08082
2015,17-29 y.,1st Quintile,No,0.86382,1164,1239,0.84472,0.88293
2015,17-29 y.,2nd Quintile,Yes,0.04843,51,864,0.03411,0.06275
2015,17-29 y.,2nd Quintile,No,0.86447,813,864,0.84163,0.88731
2015,17-29 y.,3rd Quintile,No,0.87917,724,724,0.85541,0.90292
2015,17-29 y.,4th Quintile,No,0.91509,608,608,0.89291,0.93727
2015,17-29 y.,5th Quintile,No,0.88054,430,430,0.84984,0.91123
2015,30-45 y.,1st Quintile,Yes,0.11464,170,1568,0.09886,0.13041
2015,30-45 y.,1st Quintile,No,0.87243,1398,1568,0.85591,0.88895
2015,30-45 y.,2nd Quintile,Yes,0.09897,110,1653,0.08457,0.11337
2015,30-45 y.,2nd Quintile,No,0.89784,1543,1653,0.88324,0.91245
2015,30-45 y.,3rd Quintile,Yes,0.08142,102,1531,0.06772,0.09512
2015,30-45 y.,3rd Quintile,No,0.91496,1429,1531,0.90098,0.92893
2015,30-45 y.,4th Quintile,Yes,0.06224,67,1359,0.04939,0.07509
2015,30-45 y.,4th Quintile,No,0.93221,1292,1359,0.91884,0.94558
2015,30-45 y.,5th Quintile,Yes,0.03407,51,1245,0.02399,0.04415
2015,30-45 y.,5th Quintile,No,0.96583,1194,1245,0.95573,0.97592
2015,46-65 y.,1st Quintile,Yes,0.18730,241,1471,0.16736,0.20725
2015,46-65 y.,1st Quintile,No,0.80452,1230,1471,0.78425,0.82479
2015,46-65 y.,2nd Quintile,Yes,0.15967,184,1476,0.14097,0.17836
2015,46-65 y.,2nd Quintile,No,0.83794,1292,1476,0.81913,0.85675
2015,46-65 y.,3rd Quintile,Yes,0.09366,148,1555,0.07917,0.10814
2015,46-65 y.,3rd Quintile,No,0.90607,1407,1555,0.89157,0.92058
2015,46-65 y.,4th Quintile,Yes,0.09497,180,1899,0.08178,0.10816
2015,46-65 y.,4th Quintile,No,0.90503,1719,1899,0.89184,0.91822
2015,46-65 y.,5th Quintile,Yes,0.08904,192,2477,0.07783,0.10026
2015,46-65 y.,5th Quintile,No,0.91051,2285,2477,0.89926,0.92175
2015,66 and older,1st Quintile,Yes,0.07968,45,729,0.06001,0.09936
2015,66 and older,1st Quintile,No,0.91970,684,729,0.89996,0.93944
2015,66 and older,2nd Quintile,Yes,0.04346,58,1288,0.03232,0.05460
2015,66 and older,2nd Quintile,No,0.95577,1230,1288,0.94454,0.96701
2015,66 and older,3rd Quintile,Yes,0.07282,60,1048,0.05708,0.08855
2015,66 and older,3rd Quintile,No,0.92681,988,1048,0.91104,0.94259
2015,66 and older,4th Quintile,Yes,0.05803,49,886,0.04262,0.07343
2015,66 and older,4th Quintile,No,0.94197,837,886,0.92657,0.95738
2015,66 and older,5th Quintile,Yes,0.05087,47,932,0.03675,0.06498
2015,66 and older,5th Quintile,No,0.94913,885,932,0.93502,0.96325
2017,17-29 y.,1st Quintile,Yes,0.06866,85,1206,0.05439,0.08294
2017,17-29 y.,1st Quintile,No,0.82535,1121,1206,0.80391,0.84679
2017,17-29 y.,2nd Quintile,Yes,0.05208,42,788,0.03656,0.06760
2017,17-29 y.,2nd Quintile,No,0.85884,746,788,0.83451,0.88316
2017,17-29 y.,3rd Quintile,No,0.89520,657,657,0.87176,0.91864
2017,17-29 y.,4th Quintile,No,0.88650,565,565,0.86032,0.91268
2017,17-29 y.,5th Quintile,No,0.93164,402,402,0.90694,0.95634
2017,30-45 y.,1st Quintile,Yes,0.15988,173,1451,0.14102,0.17875
2017,30-45 y.,1st Quintile,No,0.81001,1278,1451,0.78982,0.83020
2017,30-45 y.,2nd Quintile,Yes,0.07689,96,1483,0.06333,0.09046
2017,30-45 y.,2nd Quintile,No,0.92117,1387,1483,0.90745,0.93489
2017,30-45 y.,3rd Quintile,Yes,0.06489,68,1232,0.05113,0.07865
2017,30-45 y.,3rd Quintile,No,0.93490,1164,1232,0.92112,0.94868
2017,30-45 y.,4th Quintile,Yes,0.06481,56,1146,0.05055,0.07907
2017,30-45 y.,4th Quintile,No,0.93517,1090,1146,0.92091,0.94944
2017,30-45 y.,5th Quintile,Yes,0.03859,38,991,0.02659,0.05058
2017,30-45 y.,5th Quintile,No,0.96137,953,991,0.94937,0.97338
2017,46-65 y.,1st Quintile,Yes,0.22987,251,1339,0.20733,0.25242
2017,46-65 y.,1st Quintile,No,0.76208,1088,1339,0.73926,0.78490
2017,46-65 y.,2nd Quintile,Yes,0.13339,175,1418,0.11568,0.15109
2017,46-65 y.,2nd Quintile,No,0.86629,1243,1418,0.84856,0.88401
2017,46-65 y.,3rd Quintile,Yes,0.11511,159,1479,0.09884,0.13138
2017,46-65 y.,3rd Quintile,No,0.88485,1320,1479,0.86858,0.90112
2017,46-65 y.,4th Quintile,Yes,0.08867,157,1776,0.07544,0.10189
2017,46-65 y.,4th Quintile,No,0.91133,1619,1776,0.89811,0.92456
2017,46-65 y.,5th Quintile,Yes,0.06193,129,2239,0.05195,0.07192
2017,46-65 y.,5th Quintile,No,0.93807,2110,2239,0.92808,0.94805
2017,66 and older,1st Quintile,Yes,0.08316,41,680,0.06239,0.10393
2017,66 and older,1st Quintile,No,0.91606,639,680,0.89520,0.93692
2017,66 and older,2nd Quintile,Yes,0.06336,68,1162,0.04935,0.07738
2017,66 and older,2nd Quintile,No,0.93664,1094,1162,0.92262,0.95065
2017,66 and older,3rd Quintile,Yes,0.05313,46,1029,0.03942,0.06684
2017,66 and older,3rd Quintile,No,0.94687,983,1029,0.93316,0.96058
2017,66 and older,4th Quintile,Yes,0.05765,52,825,0.04173,0.07356
2017,66 and older,4th Quintile,No,0.94235,773,825,0.92644,0.95827
2017,66 and older,5th Quintile,Yes,0.04588,39,909,0.03227,0.05949
2017,66 and older,5th Quintile,No,0.95412,870,909,0.94051,0.96773
2019,17-29 y.,1st Quintile,Yes,0.10328,121,1110,0.08537,0.12119
2019,17-29 y.,1st Quintile,No,0.77667,989,1110,0.75216,0.80119
2019,17-29 y.,2nd Quintile,Yes,0.05956,62,850,0.04364,0.07547
2019,17-29 y.,2nd Quintile,No,0.84848,788,850,0.82436,0.87260
2019,17-29 y.,3rd Quintile,Yes,0.07583,50,705,0.05628,0.09539
2019,17-29 y.,3rd Quintile,No,0.84680,655,705,0.82019,0.87340
2019,17-29 y.,4th Quintile,No,0.89467,540,540,0.86875,0.92058
2019,17-29 y.,5th Quintile,No,0.90038,413,413,0.87146,0.92930
2019,30-45 y.,1st Quintile,Yes,0.12117,163,1224,0.10289,0.13946
2019,30-45 y.,1st Quintile,No,0.81562,1061,1224,0.79388,0.83735
2019,30-45 y.,2nd Quintile,Yes,0.10009,115,1243,0.08340,0.11678
2019,30-45 y.,2nd Quintile,No,0.89621,1128,1243,0.87924,0.91317
2019,30-45 y.,3rd Quintile,Yes,0.07714,84,1228,0.06221,0.09207
2019,30-45 y.,3rd Quintile,No,0.92248,1144,1228,0.90752,0.93744
2019,30-45 y.,4th Quintile,Yes,0.08188,72,1035,0.06517,0.09859
2019,30-45 y.,4th Quintile,No,0.91810,963,1035,0.90138,0.93481
2019,30-45 y.,5th Quintile,Yes,0.06552,52,932,0.04962,0.08141
2019,30-45 y.,5th Quintile,No,0.93438,880,932,0.91847,0.95028
2019,46-65 y.,1st Quintile,Yes,0.19558,224,1326,0.17422,0.21694
2019,46-65 y.,1st Quintile,No,0.78918,1102,1326,0.76722,0.81115
2019,46-65 y.,2nd Quintile,Yes,0.15081,226,1464,0.13247,0.16915
2019,46-65 y.,2nd Quintile,No,0.84787,1238,1464,0.82946,0.86627
2019,46-65 y.,3rd Quintile,Yes,0.11161,186,1617,0.09626,0.12696
2019,46-65 y.,3rd Quintile,No,0.88838,1431,1617,0.87303,0.90373
2019,46-65 y.,4th Quintile,Yes,0.11372,195,1831,0.09917,0.12826
2019,46-65 y.,4th Quintile,No,0.88626,1636,1831,0.87171,0.90080
2019,46-65 y.,5th Quintile,Yes,0.08848,197,2479,0.07729,0.09966
2019,46-65 y.,5th Quintile,No,0.91152,2282,2479,0.90034,0.92271
2019,66 and older,1st Quintile,Yes,0.09101,59,738,0.07024,0.11177
2019,66 and older,1st Quintile,No,0.90789,679,738,0.88702,0.92877
2019,66 and older,2nd Quintile,Yes,0.06566,86,1206,0.05168,0.07965
2019,66 and older,2nd Quintile,No,0.93430,1120,1206,0.92031,0.94829
2019,66 and older,3rd Quintile,Yes,0.09854,81,959,0.07967,0.11742
2019,66 and older,3rd Quintile,No,0.90146,878,959,0.88258,0.92033
2019,66 and older,4th Quintile,Yes,0.05965,54,843,0.04365,0.07565
2019,66 and older,4th Quintile,No,0.94035,789,843,0.92435,0.95635
2019,66 and older,5th Quintile,Yes,0.05493,47,946,0.04040,0.06946
2019,66 and older,5th Quintile,No,0.94507,899,946,0.93054,0.95960
2021,17-29 y.,1st Quintile,Yes,0.09928,106,1218,0.08248,0.11609
2021,17-29 y.,1st Quintile,No,0.84122,1112,1218,0.82069,0.86175
2021,17-29 y.,2nd Quintile,Yes,0.08717,68,615,0.06486,0.10948
2021,17-29 y.,2nd Quintile,No,0.81427,547,615,0.78351,0.84503
2021,17-29 y.,3rd Quintile,Yes,0.06996,38,459,0.04660,0.09332
2021,17-29 y.,3rd Quintile,No,0.83824,421,459,0.80451,0.87196
2021,17-29 y.,4th Quintile,Yes,0.06832,35,461,0.04526,0.09138
2021,17-29 y.,4th Quintile,No,0.88968,426,461,0.86105,0.91831
2021,17-29 y.,5th Quintile,No,0.83195,297,297,0.78935,0.87454
2021,30-45 y.,1st Quintile,Yes,0.16242,156,1632,0.14452,0.18032
2021,30-45 y.,1st Quintile,No,0.82913,1476,1632,0.81086,0.84739
2021,30-45 y.,2nd Quintile,Yes,0.09536,82,1020,0.07732,0.11339
2021,30-45 y.,2nd Quintile,No,0.88120,938,1020,0.86133,0.90107
2021,30-45 y.,3rd Quintile,Yes,0.10643,93,837,0.08553,0.12734
2021,30-45 y.,3rd Quintile,No,0.88713,744,837,0.86568,0.90858
2021,30-45 y.,4th Quintile,Yes,0.11282,67,792,0.09077,0.13486
2021,30-45 y.,4th Quintile,No,0.86856,725,792,0.84501,0.89211
2021,30-45 y.,5th Quintile,Yes,0.09751,65,808,0.07705,0.11798
2021,30-45 y.,5th Quintile,No,0.88967,743,808,0.86805,0.91128
2021,46-65 y.,1st Quintile,Yes,0.19478,197,1242,0.17274,0.21681
2021,46-65 y.,1st Quintile,No,0.79553,1045,1242,0.77310,0.81797
2021,46-65 y.,2nd Quintile,Yes,0.15829,166,1127,0.13697,0.17961
2021,46-65 y.,2nd Quintile,No,0.83314,961,1127,0.81137,0.85492
2021,46-65 y.,3rd Quintile,Yes,0.14504,143,1104,0.12425,0.16582
2021,46-65 y.,3rd Quintile,No,0.84564,961,1104,0.82431,0.86696
2021,46-65 y.,4th Quintile,Yes,0.11301,142,1370,0.09624,0.12978
2021,46-65 y.,4th Quintile,No,0.88335,1228,1370,0.86634,0.90035
2021,46-65 y.,5th Quintile,Yes,0.10561,191,2303,0.09306,0.11817
2021,46-65 y.,5th Quintile,No,0.88414,2112,2303,0.87107,0.89721
2021,66 and older,1st Quintile,Yes,0.10324,57,625,0.07936,0.12711
2021,66 and older,1st Quintile,No,0.88730,568,625,0.86249,0.91212
2021,66 and older,2nd Quintile,Yes,0.06112,54,820,0.04471,0.07752
2021,66 and older,2nd Quintile,No,0.93097,766,820,0.91361,0.94833
2021,66 and older,3rd Quintile,Yes,0.06896,39,634,0.04922,0.08870
2021,66 and older,3rd Quintile,No,0.92780,595,634,0.90764,0.94796
2021,66 and older,4th Quintile,Yes,0.07670,53,623,0.05579,0.09762
2021,66 and older,4th Quintile,No,0.90873,570,623,0.88610,0.93137
2021,66 and older,5th Quintile,Yes,0.06164,50,852,0.04548,0.07780
2021,66 and older,5th Quintile,No,0.93070,802,852,0.91363,0.94776
