year,age_gr,bula_h,profdev,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,17-29 y.,North Rhine-Westphalia,No,0.88901,986,986,0.86940,0.90863
2015,17-29 y.,Hesse,No,0.94488,312,312,0.91951,0.97024
2015,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.88499,278,278,0.84742,0.92256
2015,17-29 y.,Baden-Wuerttemberg,No,0.93912,545,545,0.91902,0.95921
2015,17-29 y.,Bavaria,No,0.89368,738,738,0.87142,0.91593
2015,17-29 y.,Berlin,No,0.92125,158,158,0.87912,0.96338
2015,17-29 y.,Brandenburg,No,0.92048,110,110,0.86969,0.97127
2015,17-29 y.,Mecklenburg-Western Pomerania,No,0.97740,68,68,0.94181,1.01299
2015,17-29 y.,Saxony,No,0.91044,206,206,0.87136,0.94953
2015,17-29 y.,Saxony-Anhalt,No,0.94636,118,118,0.90553,0.98718
2015,17-29 y.,Thuringa,No,0.91476,134,134,0.86730,0.96221
2015,30-45 y.,Schleswig-Holstein,No,0.99718,286,286,0.99103,1.00334
2015,30-45 y.,Hamburg,No,0.99863,161,161,0.99291,1.00436
2015,30-45 y.,Lower Saxony,No,0.96388,787,787,0.95084,0.97693
2015,30-45 y.,Bremen,No,0.83739,56,56,0.73987,0.93491
2015,30-45 y.,North Rhine-Westphalia,Yes,0.03707,37,1762,0.02824,0.04589
2015,30-45 y.,North Rhine-Westphalia,No,0.96293,1725,1762,0.95411,0.97176
2015,30-45 y.,Hesse,No,0.97827,596,596,0.96656,0.98999
2015,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.97713,437,437,0.96310,0.99116
2015,30-45 y.,Baden-Wuerttemberg,No,0.97762,1081,1081,0.96880,0.98644
2015,30-45 y.,Bavaria,No,0.98535,1359,1359,0.97896,0.99174
2015,30-45 y.,Berlin,No,0.95407,304,304,0.93049,0.97764
2015,30-45 y.,Brandenburg,No,0.99463,248,248,0.98552,1.00375
2015,30-45 y.,Mecklenburg-Western Pomerania,No,0.95790,147,147,0.92533,0.99047
2015,30-45 y.,Saxony,No,0.98699,437,437,0.97635,0.99763
2015,30-45 y.,Saxony-Anhalt,No,0.99189,248,248,0.98071,1.00308
2015,30-45 y.,Thuringa,No,0.96299,268,268,0.94035,0.98564
2015,46-65 y.,Schleswig-Holstein,No,0.99763,275,275,0.99188,1.00339
2015,46-65 y.,Hamburg,No,0.99813,131,131,0.99070,1.00556
2015,46-65 y.,Lower Saxony,No,0.98969,852,852,0.98291,0.99648
2015,46-65 y.,Bremen,No,0.99531,49,49,0.97599,1.01464
2015,46-65 y.,North Rhine-Westphalia,No,0.99628,1873,1873,0.99352,0.99904
2015,46-65 y.,Hesse,No,0.99015,683,683,0.98274,0.99756
2015,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.99519,588,588,0.98960,1.00079
2015,46-65 y.,Baden-Wuerttemberg,No,0.99834,1023,1023,0.99585,1.00084
2015,46-65 y.,Bavaria,No,0.99188,1491,1491,0.98733,0.99644
2015,46-65 y.,Berlin,No,0.99804,319,319,0.99318,1.00290
2015,46-65 y.,Brandenburg,No,0.99101,397,397,0.98171,1.00031
2015,46-65 y.,Mecklenburg-Western Pomerania,No,0.97000,202,202,0.94642,0.99358
2015,46-65 y.,Saxony,No,0.99684,531,531,0.99207,1.00162
2015,46-65 y.,Thuringa,No,0.99788,352,352,0.99307,1.00269
2015,66 and older,Schleswig-Holstein,No,0.98832,177,177,0.97245,1.00419
2015,66 and older,Bremen,No,0.92616,32,32,0.83410,1.01822
2015,66 and older,North Rhine-Westphalia,No,0.99776,914,914,0.99470,1.00083
2016,17-29 y.,Schleswig-Holstein,No,0.92034,202,202,0.88290,0.95777
2016,17-29 y.,Hamburg,No,0.97077,81,81,0.93386,1.00768
2016,17-29 y.,Lower Saxony,No,0.91321,541,541,0.88947,0.93696
2016,17-29 y.,Bremen,No,0.95757,59,59,0.90570,1.00945
2016,17-29 y.,North Rhine-Westphalia,No,0.89365,1067,1067,0.87514,0.91216
2016,17-29 y.,Hesse,No,0.89295,322,322,0.85913,0.92677
2016,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.92479,347,347,0.89700,0.95258
2016,17-29 y.,Baden-Wuerttemberg,No,0.90217,547,547,0.87725,0.92709
2016,17-29 y.,Bavaria,No,0.89619,714,714,0.87380,0.91858
2016,17-29 y.,Berlin,No,0.90948,170,170,0.86623,0.95274
2016,17-29 y.,Brandenburg,No,0.90282,137,137,0.85304,0.95260
2016,17-29 y.,Mecklenburg-Western Pomerania,No,0.92124,95,95,0.86678,0.97569
2016,17-29 y.,Saxony,No,0.94448,227,227,0.91463,0.97434
2016,17-29 y.,Saxony-Anhalt,No,0.85926,131,131,0.79948,0.91904
2016,17-29 y.,Thuringa,No,0.91747,134,134,0.87070,0.96423
2016,30-45 y.,Schleswig-Holstein,No,0.99525,337,337,0.98790,1.00260
2016,30-45 y.,Hamburg,No,0.99646,138,138,0.98652,1.00640
2016,30-45 y.,Lower Saxony,No,0.98515,786,786,0.97669,0.99361
2016,30-45 y.,Bremen,No,0.79014,73,73,0.69608,0.88420
2016,30-45 y.,North Rhine-Westphalia,Yes,0.01594,36,1877,0.01028,0.02161
2016,30-45 y.,North Rhine-Westphalia,No,0.98394,1841,1877,0.97825,0.98963
2016,30-45 y.,Hesse,No,0.95702,576,576,0.94044,0.97360
2016,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.96315,505,505,0.94670,0.97959
2016,30-45 y.,Baden-Wuerttemberg,No,0.98389,1121,1121,0.97652,0.99126
2016,30-45 y.,Bavaria,No,0.97958,1310,1310,0.97192,0.98725
2016,30-45 y.,Berlin,No,0.97981,324,324,0.96448,0.99515
2016,30-45 y.,Brandenburg,No,0.96499,275,275,0.94322,0.98675
2016,30-45 y.,Mecklenburg-Western Pomerania,No,0.97775,161,161,0.95490,1.00061
2016,30-45 y.,Saxony,No,0.97660,453,453,0.96266,0.99054
2016,30-45 y.,Saxony-Anhalt,No,0.99169,268,268,0.98080,1.00258
2016,30-45 y.,Thuringa,No,0.99120,287,287,0.98038,1.00202
2016,46-65 y.,Schleswig-Holstein,No,0.99428,277,277,0.98538,1.00318
2016,46-65 y.,Hamburg,No,0.99652,144,144,0.98686,1.00617
2016,46-65 y.,Lower Saxony,No,0.99165,869,869,0.98560,0.99770
2016,46-65 y.,Bremen,No,0.94622,59,59,0.88817,1.00428
2016,46-65 y.,North Rhine-Westphalia,No,0.99515,1860,1860,0.99199,0.99831
2016,46-65 y.,Hesse,No,0.99749,660,660,0.99367,1.00131
2016,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.99674,587,587,0.99213,1.00136
2016,46-65 y.,Baden-Wuerttemberg,No,0.99149,968,968,0.98570,0.99728
2016,46-65 y.,Bavaria,No,0.99879,1423,1423,0.99698,1.00060
2016,46-65 y.,Berlin,No,0.99601,309,309,0.98897,1.00305
2016,46-65 y.,Brandenburg,No,0.99795,393,393,0.99347,1.00243
2016,46-65 y.,Mecklenburg-Western Pomerania,No,0.99384,204,204,0.98307,1.00460
2016,46-65 y.,Saxony,No,0.99526,542,542,0.98947,1.00105
2016,46-65 y.,Saxony-Anhalt,No,0.99504,318,318,0.98731,1.00277
2016,66 and older,Hamburg,No,0.99127,95,95,0.97246,1.01008
2016,66 and older,"Rhineland-Palatinate, Saarland",No,0.99820,291,291,0.99333,1.00308
2016,66 and older,Baden-Wuerttemberg,No,0.99588,508,508,0.99031,1.00146
2016,66 and older,Saxony,No,0.99681,335,335,0.99077,1.00286
2017,17-29 y.,Schleswig-Holstein,No,0.94450,251,251,0.91612,0.97288
2017,17-29 y.,Hamburg,No,0.92303,97,97,0.86971,0.97635
2017,17-29 y.,Lower Saxony,No,0.91716,720,720,0.89702,0.93731
2017,17-29 y.,Bremen,No,0.92102,71,71,0.85784,0.98421
2017,17-29 y.,North Rhine-Westphalia,No,0.88331,1321,1321,0.86599,0.90063
2017,17-29 y.,Hesse,No,0.92143,423,423,0.89576,0.94710
2017,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.92467,359,359,0.89733,0.95201
2017,17-29 y.,Baden-Wuerttemberg,No,0.90511,626,626,0.88213,0.92808
2017,17-29 y.,Bavaria,No,0.90047,788,788,0.87956,0.92139
2017,17-29 y.,Berlin,No,0.95399,194,194,0.92443,0.98355
2017,17-29 y.,Brandenburg,No,0.90167,156,156,0.85480,0.94855
2017,17-29 y.,Mecklenburg-Western Pomerania,No,0.94209,92,92,0.89410,0.99008
2017,17-29 y.,Saxony,No,0.94723,285,285,0.92123,0.97323
2017,17-29 y.,Saxony-Anhalt,No,0.98066,163,163,0.95946,1.00187
2017,17-29 y.,Thuringa,No,0.93118,168,168,0.89279,0.96958
2017,30-45 y.,Schleswig-Holstein,No,0.98812,392,392,0.97739,0.99886
2017,30-45 y.,Hamburg,No,0.99724,167,167,0.98927,1.00522
2017,30-45 y.,Lower Saxony,No,0.95977,850,850,0.94655,0.97299
2017,30-45 y.,Bremen,No,0.86301,88,88,0.79076,0.93526
2017,30-45 y.,North Rhine-Westphalia,Yes,0.02627,51,1985,0.01923,0.03330
2017,30-45 y.,North Rhine-Westphalia,No,0.97368,1934,1985,0.96664,0.98073
2017,30-45 y.,Hesse,No,0.98538,680,680,0.97636,0.99441
2017,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.99635,486,486,0.99099,1.00172
2017,30-45 y.,Baden-Wuerttemberg,No,0.97713,1114,1114,0.96835,0.98591
2017,30-45 y.,Bavaria,No,0.98301,1350,1350,0.97612,0.98991
2017,30-45 y.,Berlin,No,0.99272,335,335,0.98361,1.00184
2017,30-45 y.,Brandenburg,No,0.99050,305,305,0.97959,1.00140
2017,30-45 y.,Mecklenburg-Western Pomerania,No,0.98653,171,171,0.96920,1.00386
2017,30-45 y.,Saxony,No,0.98786,512,512,0.97836,0.99735
2017,30-45 y.,Saxony-Anhalt,No,0.99752,281,281,0.99169,1.00335
2017,30-45 y.,Thuringa,No,0.97537,289,289,0.95747,0.99327
2017,46-65 y.,Schleswig-Holstein,No,0.99233,347,347,0.98314,1.00152
2017,46-65 y.,Hamburg,No,0.99780,171,171,0.99075,1.00485
2017,46-65 y.,Lower Saxony,No,0.98907,1091,1091,0.98289,0.99524
2017,46-65 y.,Bremen,No,0.99546,86,86,0.98116,1.00975
2017,46-65 y.,North Rhine-Westphalia,No,0.99703,2211,2211,0.99477,0.99930
2017,46-65 y.,Hesse,No,0.99148,751,751,0.98490,0.99806
2017,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.99347,624,624,0.98715,0.99980
2017,46-65 y.,Baden-Wuerttemberg,No,0.99588,1145,1145,0.99217,0.99959
2017,46-65 y.,Bavaria,No,0.99020,1636,1636,0.98543,0.99498
2017,46-65 y.,Berlin,No,0.99389,341,341,0.98561,1.00217
2017,46-65 y.,Brandenburg,No,0.99500,451,451,0.98848,1.00152
2017,46-65 y.,Mecklenburg-Western Pomerania,No,0.99878,222,222,0.99419,1.00338
2017,46-65 y.,Saxony,No,0.98582,628,628,0.97656,0.99507
2017,46-65 y.,Saxony-Anhalt,No,0.99368,383,383,0.98574,1.00163
2017,46-65 y.,Thuringa,No,0.99588,397,397,0.98957,1.00219
2017,66 and older,Baden-Wuerttemberg,No,0.99955,545,545,0.99776,1.00133
2017,66 and older,Saxony,No,0.99725,355,355,0.99180,1.00271
2018,17-29 y.,Schleswig-Holstein,No,0.93714,220,220,0.90500,0.96929
2018,17-29 y.,Hamburg,No,0.90101,95,95,0.84064,0.96139
2018,17-29 y.,Lower Saxony,No,0.92737,667,667,0.90766,0.94708
2018,17-29 y.,Bremen,No,0.90934,59,59,0.83544,0.98323
2018,17-29 y.,North Rhine-Westphalia,No,0.92838,1313,1313,0.91443,0.94233
2018,17-29 y.,Hesse,No,0.93927,445,445,0.91706,0.96149
2018,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.91910,323,323,0.88932,0.94889
2018,17-29 y.,Baden-Wuerttemberg,No,0.92800,550,550,0.90638,0.94962
2018,17-29 y.,Bavaria,No,0.93312,730,730,0.91498,0.95125
2018,17-29 y.,Berlin,No,0.92629,183,183,0.88833,0.96426
2018,17-29 y.,Brandenburg,No,0.88527,152,152,0.83443,0.93610
2018,17-29 y.,Mecklenburg-Western Pomerania,No,0.84624,93,93,0.77253,0.91995
2018,17-29 y.,Saxony,No,0.89507,257,257,0.85753,0.93261
2018,17-29 y.,Saxony-Anhalt,No,0.85975,155,155,0.80491,0.91460
2018,17-29 y.,Thuringa,No,0.90234,162,162,0.85649,0.94820
2018,30-45 y.,Schleswig-Holstein,No,0.99319,347,347,0.98452,1.00186
2018,30-45 y.,Hamburg,No,0.97878,163,163,0.95658,1.00097
2018,30-45 y.,Lower Saxony,No,0.98404,782,782,0.97525,0.99283
2018,30-45 y.,Bremen,No,0.91410,92,92,0.85652,0.97167
2018,30-45 y.,North Rhine-Westphalia,Yes,0.02894,44,1802,0.02119,0.03668
2018,30-45 y.,North Rhine-Westphalia,No,0.97093,1758,1802,0.96317,0.97869
2018,30-45 y.,Hesse,No,0.98355,601,601,0.97337,0.99373
2018,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.97769,456,456,0.96412,0.99126
2018,30-45 y.,Baden-Wuerttemberg,No,0.98441,983,983,0.97666,0.99216
2018,30-45 y.,Bavaria,No,0.97052,1204,1204,0.96096,0.98008
2018,30-45 y.,Berlin,No,0.97070,388,388,0.95390,0.98750
2018,30-45 y.,Brandenburg,No,0.99941,292,292,0.99662,1.00220
2018,30-45 y.,Mecklenburg-Western Pomerania,No,0.99750,179,179,0.99015,1.00484
2018,30-45 y.,Saxony,No,0.97888,486,486,0.96608,0.99168
2018,30-45 y.,Saxony-Anhalt,No,0.99103,258,258,0.97951,1.00256
2018,30-45 y.,Thuringa,No,0.96784,275,275,0.94696,0.98873
2018,46-65 y.,Schleswig-Holstein,No,0.99978,331,331,0.99817,1.00139
2018,46-65 y.,Hamburg,No,0.99822,170,170,0.99187,1.00457
2018,46-65 y.,Lower Saxony,No,0.99691,1086,1086,0.99360,1.00021
2018,46-65 y.,Bremen,No,0.99787,95,95,0.98854,1.00719
2018,46-65 y.,North Rhine-Westphalia,No,0.99346,2144,2144,0.99005,0.99687
2018,46-65 y.,Hesse,No,0.98851,750,750,0.98087,0.99614
2018,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.99860,621,621,0.99566,1.00154
2018,46-65 y.,Baden-Wuerttemberg,No,0.99806,1064,1064,0.99541,1.00070
2018,46-65 y.,Bavaria,No,0.99449,1541,1541,0.99079,0.99819
2018,46-65 y.,Berlin,No,0.99983,339,339,0.99844,1.00122
2018,46-65 y.,Brandenburg,No,0.99797,434,434,0.99374,1.00221
2018,46-65 y.,Mecklenburg-Western Pomerania,No,0.99580,224,224,0.98730,1.00429
2018,46-65 y.,Saxony,No,0.99699,606,606,0.99262,1.00136
2018,46-65 y.,Saxony-Anhalt,No,0.99816,381,381,0.99385,1.00247
2018,46-65 y.,Thuringa,No,0.99747,390,390,0.99248,1.00246
2018,66 and older,Lower Saxony,No,0.99775,472,472,0.99347,1.00203
2018,66 and older,Bremen,No,0.97635,45,45,0.93145,1.02125
2018,66 and older,Baden-Wuerttemberg,No,0.99976,532,532,0.99846,1.00107
2018,66 and older,Bavaria,No,0.99873,800,800,0.99626,1.00120
2019,17-29 y.,Schleswig-Holstein,No,0.88139,211,211,0.83765,0.92512
2019,17-29 y.,Hamburg,No,0.88805,84,84,0.82021,0.95588
2019,17-29 y.,Lower Saxony,No,0.93890,575,575,0.91930,0.95849
2019,17-29 y.,Bremen,No,0.87261,66,66,0.79155,0.95366
2019,17-29 y.,North Rhine-Westphalia,No,0.90222,1177,1177,0.88524,0.91920
2019,17-29 y.,Hesse,No,0.92585,352,352,0.89844,0.95326
2019,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.91840,275,275,0.88599,0.95082
2019,17-29 y.,Baden-Wuerttemberg,No,0.94422,517,517,0.92442,0.96402
2019,17-29 y.,Bavaria,No,0.88328,655,655,0.85867,0.90789
2019,17-29 y.,Berlin,No,0.87256,146,146,0.81828,0.92684
2019,17-29 y.,Brandenburg,No,0.82172,148,148,0.75984,0.88359
2019,17-29 y.,Mecklenburg-Western Pomerania,No,0.84410,78,78,0.76307,0.92512
2019,17-29 y.,Saxony,No,0.93319,204,204,0.89884,0.96754
2019,17-29 y.,Saxony-Anhalt,No,0.91992,144,144,0.87543,0.96440
2019,17-29 y.,Thuringa,No,0.92190,131,131,0.87577,0.96803
2019,30-45 y.,Schleswig-Holstein,No,0.96377,335,335,0.94373,0.98381
2019,30-45 y.,Hamburg,No,0.99920,166,166,0.99488,1.00352
2019,30-45 y.,Lower Saxony,No,0.98908,763,763,0.98170,0.99646
2019,30-45 y.,Bremen,No,0.85568,76,76,0.77615,0.93521
2019,30-45 y.,North Rhine-Westphalia,No,0.98390,1684,1684,0.97789,0.98991
2019,30-45 y.,Hesse,No,0.97556,540,540,0.96252,0.98859
2019,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.98751,408,408,0.97672,0.99830
2019,30-45 y.,Baden-Wuerttemberg,No,0.99485,922,922,0.99023,0.99947
2019,30-45 y.,Bavaria,No,0.98052,1148,1148,0.97252,0.98852
2019,30-45 y.,Berlin,No,0.97648,366,366,0.96094,0.99203
2019,30-45 y.,Brandenburg,No,0.99881,284,284,0.99479,1.00283
2019,30-45 y.,Mecklenburg-Western Pomerania,No,0.99973,155,155,0.99711,1.00234
2019,30-45 y.,Saxony,No,0.97379,473,473,0.95937,0.98820
2019,30-45 y.,Saxony-Anhalt,No,0.99227,258,258,0.98157,1.00298
2019,30-45 y.,Thuringa,No,0.98251,259,259,0.96651,0.99850
2019,46-65 y.,Schleswig-Holstein,No,0.99922,395,395,0.99648,1.00197
2019,46-65 y.,Hamburg,No,0.99103,216,216,0.97842,1.00363
2019,46-65 y.,Lower Saxony,No,0.99387,1097,1097,0.98925,0.99849
2019,46-65 y.,Bremen,No,0.99445,92,92,0.97918,1.00971
2019,46-65 y.,North Rhine-Westphalia,No,0.99467,2324,2324,0.99171,0.99763
2019,46-65 y.,Hesse,No,0.99779,793,793,0.99452,1.00106
2019,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.99751,659,659,0.99369,1.00132
2019,46-65 y.,Baden-Wuerttemberg,No,0.98999,1174,1174,0.98429,0.99568
2019,46-65 y.,Bavaria,No,0.98802,1662,1662,0.98279,0.99325
2019,46-65 y.,Berlin,No,0.98935,395,395,0.97922,0.99949
2019,46-65 y.,Brandenburg,No,0.99995,493,493,0.99936,1.00055
2019,46-65 y.,Mecklenburg-Western Pomerania,No,0.99105,255,255,0.97947,1.00263
2019,46-65 y.,Saxony,No,0.99311,649,649,0.98674,0.99948
2019,46-65 y.,Saxony-Anhalt,No,0.99979,388,388,0.99835,1.00123
2019,46-65 y.,Thuringa,No,0.99826,384,384,0.99409,1.00243
2019,66 and older,Hamburg,No,0.99881,113,113,0.99243,1.00519
2019,66 and older,Lower Saxony,No,0.99800,471,471,0.99396,1.00204
2019,66 and older,Bremen,No,0.96036,48,48,0.90458,1.01614
2019,66 and older,North Rhine-Westphalia,No,0.99959,997,997,0.99833,1.00085
2019,66 and older,Hesse,No,0.99443,296,296,0.98594,1.00292
2019,66 and older,"Rhineland-Palatinate, Saarland",No,0.99882,299,299,0.99492,1.00272
2019,66 and older,Baden-Wuerttemberg,No,0.99994,545,545,0.99928,1.00060
2019,66 and older,Saxony,No,0.99851,379,379,0.99463,1.00240
2020,17-29 y.,Schleswig-Holstein,No,0.92630,189,189,0.88895,0.96365
2020,17-29 y.,Hamburg,No,0.89260,107,107,0.83365,0.95154
2020,17-29 y.,Lower Saxony,No,0.88471,589,589,0.85890,0.91052
2020,17-29 y.,Bremen,No,0.96569,75,75,0.92421,1.00716
2020,17-29 y.,North Rhine-Westphalia,No,0.92083,1398,1398,0.90668,0.93499
2020,17-29 y.,Hesse,No,0.94383,422,422,0.92184,0.96582
2020,17-29 y.,"Rhineland-Palatinate, Saarland",No,0.88416,280,280,0.84660,0.92171
2020,17-29 y.,Baden-Wuerttemberg,No,0.91259,586,586,0.88970,0.93547
2020,17-29 y.,Bavaria,No,0.90263,774,774,0.88173,0.92353
2020,17-29 y.,Berlin,No,0.89459,265,265,0.85755,0.93164
2020,17-29 y.,Brandenburg,No,0.81504,140,140,0.75049,0.87958
2020,17-29 y.,Mecklenburg-Western Pomerania,No,0.92306,60,60,0.85506,0.99106
2020,17-29 y.,Saxony,No,0.89561,227,227,0.85574,0.93547
2020,17-29 y.,Saxony-Anhalt,No,0.86543,141,141,0.80889,0.92196
2020,17-29 y.,Thuringa,No,0.93491,128,128,0.89200,0.97781
2020,30-45 y.,Schleswig-Holstein,No,0.98588,319,319,0.97292,0.99885
2020,30-45 y.,Hamburg,No,0.98359,179,179,0.96492,1.00225
2020,30-45 y.,Lower Saxony,No,0.99334,793,793,0.98767,0.99900
2020,30-45 y.,Bremen,No,0.93962,97,97,0.89198,0.98727
2020,30-45 y.,North Rhine-Westphalia,Yes,0.01581,32,1949,0.01027,0.02135
2020,30-45 y.,North Rhine-Westphalia,No,0.98417,1917,1949,0.97863,0.98972
2020,30-45 y.,Hesse,No,0.97592,600,600,0.96364,0.98820
2020,30-45 y.,"Rhineland-Palatinate, Saarland",No,0.98802,405,405,0.97741,0.99863
2020,30-45 y.,Baden-Wuerttemberg,No,0.99349,922,922,0.98829,0.99868
2020,30-45 y.,Bavaria,No,0.99103,1235,1235,0.98576,0.99629
2020,30-45 y.,Berlin,No,0.98231,503,503,0.97078,0.99384
2020,30-45 y.,Brandenburg,No,0.98341,287,287,0.96861,0.99822
2020,30-45 y.,Mecklenburg-Western Pomerania,No,0.98387,121,121,0.96132,1.00641
2020,30-45 y.,Saxony,No,0.99492,466,466,0.98846,1.00138
2020,30-45 y.,Saxony-Anhalt,No,0.95315,241,241,0.92642,0.97989
2020,30-45 y.,Thuringa,No,0.98572,273,273,0.97163,0.99982
2020,46-65 y.,Hamburg,No,0.99800,200,200,0.99178,1.00421
2020,46-65 y.,Lower Saxony,No,0.99647,1040,1040,0.99286,1.00008
2020,46-65 y.,North Rhine-Westphalia,No,0.99445,2233,2233,0.99137,0.99753
2020,46-65 y.,Hesse,No,0.99060,761,761,0.98374,0.99746
2020,46-65 y.,"Rhineland-Palatinate, Saarland",No,0.99624,594,594,0.99131,1.00116
2020,46-65 y.,Baden-Wuerttemberg,No,0.98970,1149,1149,0.98387,0.99554
2020,46-65 y.,Bavaria,No,0.99611,1593,1593,0.99306,0.99917
2020,46-65 y.,Berlin,No,0.99791,392,392,0.99338,1.00244
2020,46-65 y.,Brandenburg,No,0.99973,451,451,0.99819,1.00126
2020,46-65 y.,Mecklenburg-Western Pomerania,No,0.99976,214,214,0.99769,1.00183
2020,46-65 y.,Saxony,No,0.99659,601,601,0.99193,1.00126
2020,46-65 y.,Saxony-Anhalt,No,0.99936,385,385,0.99684,1.00189
2020,46-65 y.,Thuringa,No,0.98276,371,371,0.96949,0.99602
2020,66 and older,Schleswig-Holstein,No,0.98994,178,178,0.97524,1.00464
2020,66 and older,Bremen,No,0.94875,45,45,0.88360,1.01391
2020,66 and older,Hesse,No,0.99419,279,279,0.98525,1.00312
2020,66 and older,"Rhineland-Palatinate, Saarland",No,0.99877,290,290,0.99472,1.00281
2020,66 and older,Berlin,No,0.99557,191,191,0.98613,1.00501
2021,17-29 y.,Schleswig-Holstein,No,0.86170,154,154,0.80700,0.91640
