year,regtyp,pli0097_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,Urban regions,At least once per month,0.01393,115,8380,0.01142,0.01644
1994,Urban regions,Seldom,0.06100,475,8380,0.05587,0.06612
1994,Urban regions,Never,0.91829,7736,8380,0.91242,0.92415
1994,Rural regions,At least once per week,0.01072,52,4336,0.00766,0.01379
1994,Rural regions,At least once per month,0.01955,95,4336,0.01543,0.02367
1994,Rural regions,Seldom,0.07619,306,4336,0.06829,0.08409
1994,Rural regions,Never,0.89354,3883,4336,0.88436,0.90272
1995,Urban regions,At least once per week,0.00988,89,8668,0.00780,0.01196
1995,Urban regions,At least once per month,0.01695,130,8668,0.01423,0.01967
1995,Urban regions,Seldom,0.07658,597,8668,0.07098,0.08218
1995,Urban regions,Never,0.89659,7852,8668,0.89018,0.90300
1995,Rural regions,At least once per week,0.01314,60,4515,0.00981,0.01646
1995,Rural regions,At least once per month,0.02732,107,4515,0.02256,0.03207
1995,Rural regions,Seldom,0.10353,422,4515,0.09464,0.11242
1995,Rural regions,Never,0.85601,3926,4515,0.84577,0.86626
1996,Urban regions,At least once per week,0.00612,56,8490,0.00446,0.00778
1996,Urban regions,At least once per month,0.01389,111,8490,0.01140,0.01638
1996,Urban regions,Seldom,0.07948,589,8490,0.07372,0.08523
1996,Urban regions,Never,0.90051,7734,8490,0.89415,0.90688
1996,Rural regions,At least once per week,0.01085,45,4480,0.00782,0.01389
1996,Rural regions,At least once per month,0.01799,76,4480,0.01409,0.02188
1996,Rural regions,Seldom,0.10261,401,4480,0.09372,0.11150
1996,Rural regions,Never,0.86855,3958,4480,0.85866,0.87845
1997,Urban regions,At least once per week,0.00785,56,8305,0.00595,0.00974
1997,Urban regions,At least once per month,0.01688,138,8305,0.01411,0.01965
1997,Urban regions,Seldom,0.06319,456,8305,0.05796,0.06842
1997,Urban regions,Never,0.91208,7655,8305,0.90599,0.91817
1997,Rural regions,At least once per week,0.00927,37,4395,0.00644,0.01211
1997,Rural regions,At least once per month,0.01832,76,4395,0.01436,0.02229
1997,Rural regions,Seldom,0.08411,330,4395,0.07590,0.09231
1997,Rural regions,Never,0.88830,3952,4395,0.87899,0.89761
1998,Urban regions,At least once per week,0.00920,82,9224,0.00725,0.01115
1998,Urban regions,At least once per month,0.01516,147,9224,0.01267,0.01766
1998,Urban regions,Seldom,0.09644,813,9224,0.09042,0.10246
1998,Urban regions,Never,0.87919,8182,9224,0.87254,0.88585
1998,Rural regions,At least once per week,0.00664,31,4923,0.00437,0.00891
1998,Rural regions,At least once per month,0.02018,99,4923,0.01625,0.02410
1998,Rural regions,Seldom,0.11147,509,4923,0.10268,0.12027
1998,Rural regions,Never,0.86171,4284,4923,0.85207,0.87135
1999,Urban regions,At least once per week,0.00918,76,8813,0.00719,0.01117
1999,Urban regions,At least once per month,0.01493,137,8813,0.01240,0.01746
1999,Urban regions,Seldom,0.06782,577,8813,0.06257,0.07307
1999,Urban regions,Never,0.90807,8023,8813,0.90204,0.91410
1999,Rural regions,At least once per week,0.01022,45,4743,0.00736,0.01308
1999,Rural regions,At least once per month,0.01812,86,4743,0.01433,0.02192
1999,Rural regions,Seldom,0.08478,397,4743,0.07685,0.09271
1999,Rural regions,Never,0.88688,4215,4743,0.87786,0.89589
2001,Urban regions,At least once per week,0.00914,129,14131,0.00757,0.01070
2001,Urban regions,At least once per month,0.01469,208,14131,0.01271,0.01668
2001,Urban regions,Seldom,0.06255,869,14131,0.05856,0.06655
2001,Urban regions,Never,0.91362,12925,14131,0.90898,0.91825
2001,Rural regions,At least once per week,0.00835,63,7500,0.00629,0.01041
2001,Rural regions,At least once per month,0.02325,168,7500,0.01984,0.02666
2001,Rural regions,Seldom,0.06629,519,7500,0.06066,0.07192
2001,Rural regions,Never,0.90211,6750,7500,0.89539,0.90884
2003,Urban regions,At least once per week,0.00963,168,14667,0.00805,0.01121
2003,Urban regions,At least once per month,0.01680,268,14667,0.01472,0.01888
2003,Urban regions,Seldom,0.08340,1218,14667,0.07893,0.08788
2003,Urban regions,Never,0.89016,13013,14667,0.88510,0.89523
2003,Rural regions,At least once per week,0.00958,86,7360,0.00735,0.01180
2003,Rural regions,At least once per month,0.02270,180,7360,0.01930,0.02610
2003,Rural regions,Seldom,0.10279,778,7360,0.09585,0.10973
2003,Rural regions,Never,0.86493,6316,7360,0.85712,0.87274
2005,Urban regions,At least once per week,0.00990,152,13676,0.00824,0.01156
2005,Urban regions,At least once per month,0.01402,222,13676,0.01205,0.01599
2005,Urban regions,Seldom,0.06372,893,13676,0.05963,0.06782
2005,Urban regions,Never,0.91235,12409,13676,0.90761,0.91709
2005,Rural regions,At least once per week,0.00882,80,6865,0.00660,0.01103
2005,Rural regions,At least once per month,0.02688,166,6865,0.02306,0.03071
2005,Rural regions,Seldom,0.08304,604,6865,0.07651,0.08957
2005,Rural regions,Never,0.88126,6015,6865,0.87361,0.88891
2007,Urban regions,At least once per week,0.00840,121,13347,0.00686,0.00995
2007,Urban regions,At least once per month,0.01208,185,13347,0.01022,0.01393
2007,Urban regions,Seldom,0.04904,730,13347,0.04538,0.05270
2007,Urban regions,Never,0.93048,12311,13347,0.92616,0.93479
2007,Rural regions,At least once per week,0.00939,80,6953,0.00712,0.01166
2007,Rural regions,At least once per month,0.01338,125,6953,0.01068,0.01608
2007,Rural regions,Seldom,0.05943,439,6953,0.05388,0.06499
2007,Rural regions,Never,0.91780,6309,6953,0.91134,0.92426
2008,Urban regions,At least once per week,0.00714,108,12632,0.00567,0.00860
2008,Urban regions,At least once per month,0.01438,229,12632,0.01230,0.01646
2008,Urban regions,Seldom,0.06866,934,12632,0.06425,0.07307
2008,Urban regions,Never,0.90982,11361,12632,0.90483,0.91482
2008,Rural regions,At least once per week,0.00935,84,6588,0.00702,0.01167
2008,Rural regions,At least once per month,0.01872,165,6588,0.01545,0.02200
2008,Rural regions,Seldom,0.07992,551,6588,0.07337,0.08647
2008,Rural regions,Never,0.89202,5788,6588,0.88452,0.89951
2009,Urban regions,At least once per week,0.00655,82,11618,0.00508,0.00802
2009,Urban regions,At least once per month,0.01233,178,11618,0.01032,0.01434
2009,Urban regions,Seldom,0.05464,656,11618,0.05051,0.05877
2009,Urban regions,Never,0.92648,10702,11618,0.92173,0.93122
2009,Rural regions,At least once per week,0.00724,68,6248,0.00513,0.00934
2009,Rural regions,At least once per month,0.01573,114,6248,0.01264,0.01881
2009,Rural regions,Seldom,0.07142,444,6248,0.06503,0.07780
2009,Rural regions,Never,0.90562,5622,6248,0.89837,0.91287
2011,Urban regions,At least once per week,0.00952,173,18136,0.00811,0.01093
2011,Urban regions,At least once per month,0.01264,263,18136,0.01101,0.01426
2011,Urban regions,Seldom,0.05836,1058,18136,0.05494,0.06177
2011,Urban regions,Never,0.91949,16642,18136,0.91553,0.92345
2011,Rural regions,At least once per week,0.00999,113,10118,0.00806,0.01193
2011,Rural regions,At least once per month,0.01912,204,10118,0.01645,0.02178
2011,Rural regions,Seldom,0.06699,625,10118,0.06212,0.07187
2011,Rural regions,Never,0.90390,9176,10118,0.89815,0.90964
2013,Urban regions,At least once per week,0.01207,177,16130,0.01038,0.01375
2013,Urban regions,At least once per month,0.01686,290,16130,0.01487,0.01885
2013,Urban regions,Seldom,0.08541,1307,16130,0.08109,0.08972
2013,Urban regions,Never,0.88567,14356,16130,0.88075,0.89058
2013,Rural regions,At least once per week,0.00993,119,9221,0.00791,0.01196
2013,Rural regions,At least once per month,0.02271,213,9221,0.01967,0.02575
2013,Rural regions,Seldom,0.09626,826,9221,0.09024,0.10228
2013,Rural regions,Never,0.87110,8063,9221,0.86426,0.87794
2015,Urban regions,At least once per week,0.01054,154,17439,0.00902,0.01205
2015,Urban regions,At least once per month,0.01325,248,17439,0.01155,0.01495
2015,Urban regions,Seldom,0.05549,971,17439,0.05210,0.05889
2015,Urban regions,Never,0.92072,16066,17439,0.91671,0.92473
2015,Rural regions,At least once per week,0.00804,83,9227,0.00622,0.00986
2015,Rural regions,At least once per month,0.01742,178,9227,0.01475,0.02009
2015,Rural regions,Seldom,0.06777,629,9227,0.06264,0.07290
2015,Rural regions,Never,0.90677,8337,9227,0.90084,0.91270
2017,Urban regions,At least once per week,0.01242,185,17109,0.01076,0.01408
2017,Urban regions,At least once per month,0.01510,242,17109,0.01328,0.01693
2017,Urban regions,Seldom,0.05519,926,17109,0.05177,0.05861
2017,Urban regions,Never,0.91729,15756,17109,0.91316,0.92142
2017,Rural regions,At least once per week,0.01036,101,9324,0.00830,0.01241
2017,Rural regions,At least once per month,0.01860,186,9324,0.01586,0.02134
2017,Rural regions,Seldom,0.06903,621,9324,0.06389,0.07418
2017,Rural regions,Never,0.90201,8416,9324,0.89597,0.90804
2019,No answer / don't know,Seldom,0.13579,81,497,0.10564,0.16594
2019,No answer / don't know,Never,0.75642,416,497,0.71864,0.79419
2019,Urban regions,At least once per week,0.01397,252,16294,0.01216,0.01577
2019,Urban regions,At least once per month,0.01737,348,16294,0.01536,0.01938
2019,Urban regions,Seldom,0.09579,1642,16294,0.09127,0.10031
2019,Urban regions,Never,0.87287,14052,16294,0.86776,0.87799
2019,Rural regions,At least once per week,0.01116,172,8715,0.00896,0.01337
2019,Rural regions,At least once per month,0.02176,260,8715,0.01869,0.02482
2019,Rural regions,Seldom,0.09363,846,8715,0.08751,0.09975
2019,Rural regions,Never,0.87345,7437,8715,0.86647,0.88043
