year,pgisced97,sampreg,pli0097_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,Lower Secondary Level,West,Seldom,0.03205,72,2269,0.02480,0.03930
1992,Lower Secondary Level,West,Never,0.96100,2197,2269,0.95304,0.96897
1992,Lower Secondary Level,East,Never,0.97004,431,431,0.95392,0.98615
1992,Upper Secondary Level,West,At least once per week,0.00822,38,4419,0.00556,0.01088
1992,Upper Secondary Level,West,At least once per month,0.02210,80,4419,0.01776,0.02643
1992,Upper Secondary Level,West,Seldom,0.05822,242,4419,0.05131,0.06512
1992,Upper Secondary Level,West,Never,0.91146,4059,4419,0.90309,0.91984
1992,Upper Secondary Level,East,At least once per month,0.01412,36,2180,0.00916,0.01907
1992,Upper Secondary Level,East,Seldom,0.04354,106,2180,0.03497,0.05210
1992,Upper Secondary Level,East,Never,0.93857,2038,2180,0.92848,0.94865
1992,Post-secondary Non-tertiary Level,West,Never,0.90579,285,285,0.87182,0.93977
1992,Post-secondary Non-tertiary Level,East,Never,0.94901,59,59,0.89239,1.00562
1992,First Stage of Tertiary Education,West,Seldom,0.07756,45,504,0.05419,0.10094
1992,First Stage of Tertiary Education,West,Never,0.88891,459,504,0.86145,0.91637
1992,First Stage of Tertiary Education,East,Never,0.86958,198,198,0.82255,0.91660
1992,Second Stage of Tertiary Education,West,Seldom,0.12507,87,693,0.10042,0.14972
1992,Second Stage of Tertiary Education,West,Never,0.81703,606,693,0.78822,0.84584
1992,Second Stage of Tertiary Education,East,At least once per month,0.05840,48,876,0.04286,0.07393
1992,Second Stage of Tertiary Education,East,Seldom,0.09702,97,876,0.07741,0.11663
1992,Second Stage of Tertiary Education,East,Never,0.81415,731,876,0.78838,0.83992
1994,No answer / don't know,West,Never,0.93809,193,193,0.90400,0.97218
1994,Pre-primary Level,West,Never,0.89351,139,139,0.84205,0.94498
1994,Pre-primary Level,East,Never,0.99134,83,83,0.97129,1.01139
1994,Primary Level,West,Never,0.97371,527,527,0.96004,0.98738
1994,Lower Secondary Level,West,Seldom,0.04032,87,2033,0.03176,0.04887
1994,Lower Secondary Level,West,Never,0.95312,1946,2033,0.94393,0.96231
1994,Lower Secondary Level,East,Never,0.96034,383,383,0.94077,0.97991
1994,Upper Secondary Level,West,At least once per week,0.00869,39,4428,0.00596,0.01142
1994,Upper Secondary Level,West,At least once per month,0.01341,62,4428,0.01002,0.01679
1994,Upper Secondary Level,West,Seldom,0.07243,307,4428,0.06480,0.08007
1994,Upper Secondary Level,West,Never,0.90547,4020,4428,0.89685,0.91409
1994,Upper Secondary Level,East,Seldom,0.03148,78,2039,0.02389,0.03906
1994,Upper Secondary Level,East,Never,0.95413,1961,2039,0.94505,0.96322
1994,Post-secondary Non-tertiary Level,West,Never,0.91948,286,286,0.88788,0.95107
1994,Post-secondary Non-tertiary Level,East,Never,0.94047,68,68,0.88381,0.99712
1994,First Stage of Tertiary Education,West,Seldom,0.07555,48,486,0.05203,0.09907
1994,First Stage of Tertiary Education,West,Never,0.88485,438,486,0.85644,0.91326
1994,First Stage of Tertiary Education,East,Never,0.84967,193,193,0.79911,0.90022
1994,Second Stage of Tertiary Education,West,Seldom,0.12597,91,751,0.10222,0.14971
1994,Second Stage of Tertiary Education,West,Never,0.83040,660,751,0.80354,0.85726
1994,Second Stage of Tertiary Education,East,At least once per month,0.06316,48,825,0.04655,0.07976
1994,Second Stage of Tertiary Education,East,Seldom,0.09838,81,825,0.07804,0.11871
1994,Second Stage of Tertiary Education,East,Never,0.81278,696,825,0.78614,0.83941
1995,No answer / don't know,West,Never,0.92808,226,226,0.89432,0.96184
1995,Pre-primary Level,West,Never,0.89371,172,172,0.84752,0.93991
1995,Pre-primary Level,East,Never,0.98201,95,95,0.95514,1.00888
1995,Primary Level,West,Never,0.96666,501,501,0.95092,0.98240
1995,Lower Secondary Level,West,Seldom,0.05012,94,2063,0.04070,0.05953
1995,Lower Secondary Level,West,Never,0.93542,1969,2063,0.92481,0.94603
1995,Lower Secondary Level,East,Never,0.95370,353,353,0.93175,0.97565
1995,Upper Secondary Level,West,At least once per week,0.01086,50,4638,0.00788,0.01384
1995,Upper Secondary Level,West,At least once per month,0.01895,76,4638,0.01502,0.02287
1995,Upper Secondary Level,West,Seldom,0.08729,376,4638,0.07917,0.09542
1995,Upper Secondary Level,West,Never,0.88290,4136,4638,0.87365,0.89216
1995,Upper Secondary Level,East,At least once per month,0.01534,33,2024,0.00998,0.02069
1995,Upper Secondary Level,East,Seldom,0.05535,132,2024,0.04538,0.06531
1995,Upper Secondary Level,East,Never,0.92469,1859,2024,0.91319,0.93619
1995,Post-secondary Non-tertiary Level,West,Never,0.88773,363,363,0.85521,0.92025
1995,Post-secondary Non-tertiary Level,East,Never,0.92908,64,64,0.86570,0.99247
1995,First Stage of Tertiary Education,West,Seldom,0.15261,80,495,0.12090,0.18432
1995,First Stage of Tertiary Education,West,Never,0.79648,415,495,0.76098,0.83199
1995,First Stage of Tertiary Education,East,Never,0.84978,195,195,0.79951,0.90006
1995,Second Stage of Tertiary Education,West,At least once per month,0.03992,32,896,0.02710,0.05275
1995,Second Stage of Tertiary Education,West,Seldom,0.14060,114,896,0.11782,0.16337
1995,Second Stage of Tertiary Education,West,Never,0.80098,750,896,0.77482,0.82714
1995,Second Stage of Tertiary Education,East,At least once per month,0.05675,46,805,0.04076,0.07275
1995,Second Stage of Tertiary Education,East,Seldom,0.12943,105,805,0.10622,0.15263
1995,Second Stage of Tertiary Education,East,Never,0.78266,654,805,0.75415,0.81117
1996,No answer / don't know,West,Never,0.93028,215,215,0.89616,0.96440
1996,Pre-primary Level,West,Never,0.94274,183,183,0.90898,0.97649
1996,Pre-primary Level,East,Never,0.96844,94,94,0.93290,1.00397
1996,Primary Level,West,Never,0.96114,462,462,0.94349,0.97878
1996,Lower Secondary Level,West,Seldom,0.05382,100,1986,0.04389,0.06375
1996,Lower Secondary Level,West,Never,0.94086,1886,1986,0.93048,0.95124
1996,Lower Secondary Level,East,Never,0.95286,346,346,0.93050,0.97523
1996,Upper Secondary Level,West,At least once per week,0.00863,40,4563,0.00595,0.01132
1996,Upper Secondary Level,West,At least once per month,0.01461,63,4563,0.01113,0.01809
1996,Upper Secondary Level,West,Seldom,0.08929,350,4563,0.08101,0.09756
1996,Upper Secondary Level,West,Never,0.88747,4110,4563,0.87830,0.89664
1996,Upper Secondary Level,East,Seldom,0.05128,115,2000,0.04161,0.06095
1996,Upper Secondary Level,East,Never,0.93619,1885,2000,0.92548,0.94691
1996,Post-secondary Non-tertiary Level,West,Never,0.92811,363,363,0.90150,0.95472
1996,Post-secondary Non-tertiary Level,East,Never,0.87076,67,67,0.78982,0.95169
1996,First Stage of Tertiary Education,West,Seldom,0.13109,63,513,0.10186,0.16033
1996,First Stage of Tertiary Education,West,Never,0.84255,450,513,0.81100,0.87410
1996,First Stage of Tertiary Education,East,Never,0.84429,190,190,0.79260,0.89598
1996,Second Stage of Tertiary Education,West,Seldom,0.17034,146,877,0.14545,0.19524
1996,Second Stage of Tertiary Education,West,Never,0.78256,731,877,0.75524,0.80987
1996,Second Stage of Tertiary Education,East,At least once per month,0.04829,40,817,0.03358,0.06299
1996,Second Stage of Tertiary Education,East,Seldom,0.13367,108,817,0.11032,0.15702
1996,Second Stage of Tertiary Education,East,Never,0.79541,669,817,0.76773,0.82309
1997,No answer / don't know,West,Never,0.94778,215,215,0.91798,0.97759
1997,No answer / don't know,East,Never,0.91039,34,34,0.81294,1.00784
1997,Pre-primary Level,West,Never,0.91789,189,189,0.87864,0.95713
1997,Pre-primary Level,East,Never,0.95277,104,104,0.91180,0.99374
1997,Primary Level,West,Never,0.96923,432,432,0.95292,0.98553
1997,Lower Secondary Level,West,Seldom,0.05128,81,1940,0.04146,0.06110
1997,Lower Secondary Level,West,Never,0.94269,1859,1940,0.93234,0.95303
1997,Lower Secondary Level,East,Never,0.97255,332,332,0.95495,0.99015
1997,Upper Secondary Level,West,At least once per week,0.01074,44,4457,0.00771,0.01376
1997,Upper Secondary Level,West,At least once per month,0.01491,60,4457,0.01135,0.01847
1997,Upper Secondary Level,West,Seldom,0.07939,306,4457,0.07145,0.08732
1997,Upper Secondary Level,West,Never,0.89496,4047,4457,0.88596,0.90397
1997,Upper Secondary Level,East,Seldom,0.03484,76,1939,0.02668,0.04301
1997,Upper Secondary Level,East,Never,0.95150,1863,1939,0.94193,0.96106
1997,Post-secondary Non-tertiary Level,West,Never,0.94435,358,358,0.92057,0.96813
1997,Post-secondary Non-tertiary Level,East,Never,0.93820,67,67,0.88010,0.99629
1997,First Stage of Tertiary Education,West,Seldom,0.08788,52,494,0.06289,0.11287
1997,First Stage of Tertiary Education,West,Never,0.87363,442,494,0.84430,0.90296
1997,First Stage of Tertiary Education,East,Never,0.86884,196,196,0.82146,0.91622
1997,Second Stage of Tertiary Education,West,At least once per month,0.04495,40,913,0.03150,0.05840
1997,Second Stage of Tertiary Education,West,Seldom,0.10975,101,913,0.08946,0.13003
1997,Second Stage of Tertiary Education,West,Never,0.83336,772,913,0.80917,0.85754
1997,Second Stage of Tertiary Education,East,At least once per month,0.05126,44,818,0.03614,0.06638
1997,Second Stage of Tertiary Education,East,Seldom,0.11044,88,818,0.08895,0.13193
1997,Second Stage of Tertiary Education,East,Never,0.82173,686,818,0.79548,0.84797
1998,No answer / don't know,West,Seldom,0.08876,40,486,0.06345,0.11407
1998,No answer / don't know,West,Never,0.88500,446,486,0.85661,0.91340
1998,No answer / don't know,East,Never,0.91030,89,89,0.85060,0.97000
1998,Pre-primary Level,West,Never,0.89697,206,206,0.85536,0.93859
1998,Pre-primary Level,East,Never,0.93342,97,97,0.88355,0.98329
1998,Primary Level,West,Never,0.95591,405,405,0.93589,0.97593
1998,Lower Secondary Level,West,Seldom,0.07057,137,2122,0.05967,0.08147
1998,Lower Secondary Level,West,Never,0.91699,1985,2122,0.90525,0.92874
1998,Lower Secondary Level,East,Never,0.94049,345,345,0.91549,0.96549
1998,Upper Secondary Level,West,At least once per week,0.01046,49,4893,0.00761,0.01331
1998,Upper Secondary Level,West,At least once per month,0.01165,66,4893,0.00865,0.01466
1998,Upper Secondary Level,West,Seldom,0.10746,482,4893,0.09878,0.11614
1998,Upper Secondary Level,West,Never,0.87042,4296,4893,0.86101,0.87984
1998,Upper Secondary Level,East,Seldom,0.06209,135,2059,0.05166,0.07252
1998,Upper Secondary Level,East,Never,0.92082,1924,2059,0.90916,0.93249
1998,Post-secondary Non-tertiary Level,West,Seldom,0.12681,41,429,0.09529,0.15834
1998,Post-secondary Non-tertiary Level,West,Never,0.85736,388,429,0.82423,0.89049
1998,Post-secondary Non-tertiary Level,East,Never,0.89826,60,60,0.82112,0.97540
1998,First Stage of Tertiary Education,West,Seldom,0.11864,75,562,0.09188,0.14540
1998,First Stage of Tertiary Education,West,Never,0.85627,487,562,0.82724,0.88530
1998,First Stage of Tertiary Education,East,Never,0.83786,192,192,0.78559,0.89013
1998,Second Stage of Tertiary Education,West,At least once per month,0.03769,42,1073,0.02629,0.04909
1998,Second Stage of Tertiary Education,West,Seldom,0.16458,170,1073,0.14238,0.18678
1998,Second Stage of Tertiary Education,West,Never,0.77841,861,1073,0.75355,0.80328
1998,Second Stage of Tertiary Education,East,At least once per month,0.05210,47,851,0.03716,0.06704
1998,Second Stage of Tertiary Education,East,Seldom,0.15315,132,851,0.12894,0.17736
1998,Second Stage of Tertiary Education,East,Never,0.77804,672,851,0.75010,0.80598
1999,No answer / don't know,West,Never,0.94647,224,224,0.91693,0.97602
1999,No answer / don't know,East,Never,0.86564,39,39,0.75721,0.97408
1999,Pre-primary Level,West,Never,0.92100,196,196,0.88315,0.95886
1999,Pre-primary Level,East,Never,0.94711,95,95,0.90187,0.99236
1999,Primary Level,West,Never,0.97612,399,399,0.96113,0.99112
1999,Lower Secondary Level,West,Seldom,0.05555,99,2035,0.04560,0.06551
1999,Lower Secondary Level,West,Never,0.93761,1936,2035,0.92710,0.94812
1999,Lower Secondary Level,East,Never,0.95843,350,350,0.93749,0.97937
1999,Upper Secondary Level,West,At least once per week,0.00943,45,4816,0.00670,0.01216
1999,Upper Secondary Level,West,At least once per month,0.01684,81,4816,0.01320,0.02047
1999,Upper Secondary Level,West,Seldom,0.07567,379,4816,0.06820,0.08315
1999,Upper Secondary Level,West,Never,0.89806,4311,4816,0.88952,0.90661
1999,Upper Secondary Level,East,Seldom,0.04563,100,2028,0.03654,0.05471
1999,Upper Secondary Level,East,Never,0.93692,1928,2028,0.92634,0.94751
1999,Post-secondary Non-tertiary Level,West,Seldom,0.09168,32,417,0.06395,0.11941
1999,Post-secondary Non-tertiary Level,West,Never,0.88583,385,417,0.85527,0.91639
1999,Post-secondary Non-tertiary Level,East,Never,0.94395,65,65,0.88759,1.00030
1999,First Stage of Tertiary Education,West,Seldom,0.08338,56,546,0.06017,0.10659
1999,First Stage of Tertiary Education,West,Never,0.88615,490,546,0.85948,0.91282
1999,First Stage of Tertiary Education,East,Never,0.87167,203,203,0.82554,0.91779
1999,Second Stage of Tertiary Education,West,At least once per month,0.03107,40,1071,0.02067,0.04146
1999,Second Stage of Tertiary Education,West,Seldom,0.12254,123,1071,0.10289,0.14219
1999,Second Stage of Tertiary Education,West,Never,0.82801,908,1071,0.80540,0.85063
1999,Second Stage of Tertiary Education,East,At least once per month,0.04053,34,834,0.02714,0.05392
1999,Second Stage of Tertiary Education,East,Seldom,0.11695,106,834,0.09512,0.13877
1999,Second Stage of Tertiary Education,East,Never,0.82417,694,834,0.79832,0.85002
2001,No answer / don't know,West,Never,0.93628,82,82,0.88309,0.98947
2001,Pre-primary Level,West,Never,0.94175,358,358,0.91746,0.96605
2001,Pre-primary Level,East,Never,0.92613,142,142,0.88296,0.96930
2001,Primary Level,West,Never,0.98660,290,290,0.97334,0.99985
2001,Lower Secondary Level,West,Seldom,0.03707,90,2560,0.02975,0.04439
2001,Lower Secondary Level,West,Never,0.95334,2470,2560,0.94517,0.96151
2001,Lower Secondary Level,East,Never,0.98192,439,439,0.96944,0.99440
2001,Upper Secondary Level,West,At least once per week,0.00792,70,8452,0.00603,0.00981
2001,Upper Secondary Level,West,At least once per month,0.01437,119,8452,0.01183,0.01691
2001,Upper Secondary Level,West,Seldom,0.06697,550,8452,0.06164,0.07230
2001,Upper Secondary Level,West,Never,0.91074,7713,8452,0.90466,0.91682
2001,Upper Secondary Level,East,At least once per month,0.01166,37,2967,0.00780,0.01553
2001,Upper Secondary Level,East,Seldom,0.04160,131,2967,0.03442,0.04879
2001,Upper Secondary Level,East,Never,0.94243,2799,2967,0.93404,0.95081
2001,Post-secondary Non-tertiary Level,West,Seldom,0.07212,69,920,0.05540,0.08885
2001,Post-secondary Non-tertiary Level,West,Never,0.91377,851,920,0.89563,0.93192
2001,Post-secondary Non-tertiary Level,East,Never,0.95892,114,114,0.92233,0.99552
2001,First Stage of Tertiary Education,West,At least once per month,0.02890,31,1190,0.01938,0.03842
2001,First Stage of Tertiary Education,West,Seldom,0.06940,101,1190,0.05495,0.08384
2001,First Stage of Tertiary Education,West,Never,0.88072,1058,1190,0.86230,0.89915
2001,First Stage of Tertiary Education,East,Seldom,0.05953,32,416,0.03677,0.08230
2001,First Stage of Tertiary Education,East,Never,0.89745,384,416,0.86826,0.92664
2001,Second Stage of Tertiary Education,West,At least once per week,0.01678,44,2290,0.01152,0.02204
2001,Second Stage of Tertiary Education,West,At least once per month,0.03090,72,2290,0.02381,0.03799
2001,Second Stage of Tertiary Education,West,Seldom,0.09932,233,2290,0.08706,0.11157
2001,Second Stage of Tertiary Education,West,Never,0.85300,1941,2290,0.83850,0.86751
2001,Second Stage of Tertiary Education,East,At least once per month,0.05857,64,1191,0.04523,0.07192
2001,Second Stage of Tertiary Education,East,Seldom,0.10936,138,1191,0.09162,0.12709
2001,Second Stage of Tertiary Education,East,Never,0.81540,989,1191,0.79336,0.83745
2003,No answer / don't know,West,Never,0.92364,161,161,0.88249,0.96479
2003,No answer / don't know,East,Never,0.94804,59,59,0.89092,1.00516
2003,Pre-primary Level,West,Seldom,0.09068,39,438,0.06376,0.11760
2003,Pre-primary Level,West,Never,0.87854,399,438,0.84792,0.90917
2003,Pre-primary Level,East,Never,0.92392,152,152,0.88163,0.96620
2003,Primary Level,West,Never,0.96253,247,247,0.93880,0.98626
2003,Lower Secondary Level,West,Seldom,0.05410,113,2284,0.04482,0.06338
2003,Lower Secondary Level,West,Never,0.93202,2171,2284,0.92170,0.94235
2003,Lower Secondary Level,East,Never,0.96001,387,387,0.94047,0.97956
2003,Upper Secondary Level,West,At least once per week,0.00796,82,8237,0.00605,0.00988
2003,Upper Secondary Level,West,At least once per month,0.01663,141,8237,0.01387,0.01940
2003,Upper Secondary Level,West,Seldom,0.09210,741,8237,0.08585,0.09834
2003,Upper Secondary Level,West,Never,0.88330,7273,8237,0.87637,0.89024
2003,Upper Secondary Level,East,At least once per month,0.01119,31,2791,0.00729,0.01510
2003,Upper Secondary Level,East,Seldom,0.05458,161,2791,0.04615,0.06301
2003,Upper Secondary Level,East,Never,0.93071,2599,2791,0.92128,0.94013
2003,Post-secondary Non-tertiary Level,West,Seldom,0.07376,74,979,0.05738,0.09014
2003,Post-secondary Non-tertiary Level,West,Never,0.89911,905,979,0.88023,0.91798
2003,Post-secondary Non-tertiary Level,East,Never,0.90720,125,125,0.85613,0.95827
2003,First Stage of Tertiary Education,West,At least once per month,0.02510,35,1213,0.01630,0.03391
2003,First Stage of Tertiary Education,West,Seldom,0.11882,145,1213,0.10060,0.13704
2003,First Stage of Tertiary Education,West,Never,0.84746,1033,1213,0.82721,0.86770
2003,First Stage of Tertiary Education,East,Seldom,0.09334,49,434,0.06594,0.12074
2003,First Stage of Tertiary Education,East,Never,0.88126,385,434,0.85079,0.91173
2003,Second Stage of Tertiary Education,West,At least once per week,0.01988,75,3041,0.01492,0.02484
2003,Second Stage of Tertiary Education,West,At least once per month,0.03605,115,3041,0.02943,0.04268
2003,Second Stage of Tertiary Education,West,Seldom,0.13594,425,3041,0.12376,0.14813
2003,Second Stage of Tertiary Education,West,Never,0.80813,2426,3041,0.79413,0.82212
2003,Second Stage of Tertiary Education,East,At least once per week,0.03172,39,1285,0.02214,0.04131
2003,Second Stage of Tertiary Education,East,At least once per month,0.04730,63,1285,0.03569,0.05891
2003,Second Stage of Tertiary Education,East,Seldom,0.16355,191,1285,0.14332,0.18378
2003,Second Stage of Tertiary Education,East,Never,0.75743,992,1285,0.73399,0.78088
2005,No answer / don't know,West,Never,0.95150,222,222,0.92318,0.97983
2005,No answer / don't know,East,Never,0.98032,72,72,0.94801,1.01263
2005,Pre-primary Level,West,Never,0.93903,467,467,0.91731,0.96076
2005,Pre-primary Level,East,Never,0.95948,136,136,0.92622,0.99274
2005,Primary Level,West,Never,0.97419,222,222,0.95328,0.99509
2005,Lower Secondary Level,West,Seldom,0.04444,85,2018,0.03545,0.05343
2005,Lower Secondary Level,West,Never,0.94513,1933,2018,0.93519,0.95507
2005,Lower Secondary Level,East,Never,0.95682,321,321,0.93454,0.97909
2005,Upper Secondary Level,West,At least once per week,0.01014,85,7560,0.00788,0.01240
2005,Upper Secondary Level,West,At least once per month,0.01815,133,7560,0.01514,0.02116
2005,Upper Secondary Level,West,Seldom,0.07481,554,7560,0.06888,0.08075
2005,Upper Secondary Level,West,Never,0.89690,6788,7560,0.89004,0.90375
2005,Upper Secondary Level,East,Seldom,0.04630,134,2571,0.03817,0.05442
2005,Upper Secondary Level,East,Never,0.94068,2437,2571,0.93155,0.94982
2005,Post-secondary Non-tertiary Level,West,Seldom,0.06122,56,940,0.04588,0.07655
2005,Post-secondary Non-tertiary Level,West,Never,0.92139,884,940,0.90417,0.93860
2005,Post-secondary Non-tertiary Level,East,Never,0.94478,151,151,0.90822,0.98133
2005,First Stage of Tertiary Education,West,Seldom,0.06700,88,1083,0.05210,0.08190
2005,First Stage of Tertiary Education,West,Never,0.89763,995,1083,0.87957,0.91569
2005,First Stage of Tertiary Education,East,Seldom,0.07036,38,409,0.04554,0.09517
2005,First Stage of Tertiary Education,East,Never,0.89993,371,409,0.87082,0.92905
2005,Second Stage of Tertiary Education,West,At least once per week,0.02031,71,2897,0.01517,0.02545
2005,Second Stage of Tertiary Education,West,At least once per month,0.03375,101,2897,0.02717,0.04032
2005,Second Stage of Tertiary Education,West,Seldom,0.10614,309,2897,0.09492,0.11736
2005,Second Stage of Tertiary Education,West,Never,0.83981,2416,2897,0.82645,0.85317
2005,Second Stage of Tertiary Education,East,At least once per month,0.04804,56,1216,0.03601,0.06006
2005,Second Stage of Tertiary Education,East,Seldom,0.12726,168,1216,0.10852,0.14600
2005,Second Stage of Tertiary Education,East,Never,0.80613,992,1216,0.78391,0.82836
2007,No answer / don't know,West,Never,0.94438,240,240,0.91532,0.97344
2007,No answer / don't know,East,Never,0.97965,76,76,0.94770,1.01161
2007,Pre-primary Level,West,Never,0.95342,242,242,0.92682,0.98003
2007,Pre-primary Level,East,Never,0.98284,79,79,0.95402,1.01166
2007,Primary Level,West,Never,0.99889,190,190,0.99415,1.00364
2007,Lower Secondary Level,West,Seldom,0.02614,47,1828,0.01882,0.03345
2007,Lower Secondary Level,West,Never,0.96484,1781,1828,0.95639,0.97328
2007,Lower Secondary Level,East,Never,0.99547,325,325,0.98815,1.00278
2007,Upper Secondary Level,West,At least once per week,0.00680,58,7621,0.00496,0.00865
2007,Upper Secondary Level,West,At least once per month,0.01290,113,7621,0.01037,0.01544
2007,Upper Secondary Level,West,Seldom,0.04697,385,7621,0.04222,0.05172
