"pli0097_h","year","alter_gr","n","percent","lower_confidence","upper_confidence"
"Min 1x pro Monat","2017","35-65 Jahre alt","255","0.0167172968698299","0.0146915119151889","0.0187430818244708"
"Min 1x pro Monat","2017","66 und älter","110","0.0202948395672097","0.0163848339146082","0.0242048452198113"
"Seltener","2017","16-34 Jahre alt","261","0.0435969900448025","0.0385232079914589","0.0486707720981461"
"Seltener","2017","35-65 Jahre alt","926","0.0623121214222314","0.0584927971429998","0.0661314457014629"
"Seltener","2017","66 und älter","367","0.0682744151902745","0.0612806687762235","0.0752681616043254"
"Nie","2017","16-34 Jahre alt","5859","0.936784823540864","0.930738189452982","0.942831457628747"
"Nie","2017","35-65 Jahre alt","14024","0.907816883238302","0.90324604411832","0.912387722358283"
"Nie","2017","66 und älter","4449","0.900232604863693","0.89192246062421","0.908542749103176"
"Nie, sehr selten (1984)","2017","16-34 Jahre alt","","","",""
"Nie, sehr selten (1984)","2017","35-65 Jahre alt","","","",""
"Nie, sehr selten (1984)","2017","66 und älter","","","",""
"Gelegentlich (1984)","2017","16-34 Jahre alt","","","",""
"Gelegentlich (1984)","2017","35-65 Jahre alt","","","",""
"Gelegentlich (1984)","2017","66 und älter","","","",""
"Haeufig,regelmaessig (1984)","2017","16-34 Jahre alt","","","",""
"Haeufig,regelmaessig (1984)","2017","35-65 Jahre alt","","","",""
"Haeufig,regelmaessig (1984)","2017","66 und älter","","","",""
