,Unnamed: 0,year,bula_h,sampreg,pli0097_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
655,655,2019,North Rhine-Westphalia,West,Never,0.88088,4731,25173,0.84831,0.91345
656,656,2019,Hesse,West,At least once per month,0.01646,42,25173,0.01052,0.02461
657,657,2019,Hesse,West,Seldom,0.10737,175,25173,0.08733,0.13021
658,658,2019,Hesse,West,Never,0.87617,1457,25173,0.82797,0.9425
659,659,2019,"Rhineland-Palatinate, Saarland",West,At least once per month,0.03456,52,25173,0.02467,0.0492
660,660,2019,"Rhineland-Palatinate, Saarland",West,Seldom,0.08851,116,25173,0.0693,0.10882
661,661,2019,"Rhineland-Palatinate, Saarland",West,Never,0.87693,1263,25173,0.82123,0.93792
662,662,2019,Baden-Wuerttemberg,West,At least once per week,0.01206,45,25173,0.00794,0.01733
663,663,2019,Baden-Wuerttemberg,West,At least once per month,0.02252,67,25173,0.0165,0.02843
664,664,2019,Baden-Wuerttemberg,West,Seldom,0.10875,313,25173,0.0952,0.12165
665,665,2019,Baden-Wuerttemberg,West,Never,0.85667,2359,25173,0.8191,0.89879
666,666,2019,Bavaria,West,At least once per week,0.01409,82,25173,0.01012,0.01917
667,667,2019,Bavaria,West,At least once per month,0.0196,103,25173,0.01501,0.02482
668,668,2019,Bavaria,West,Seldom,0.10185,440,25173,0.08943,0.11493
669,669,2019,Bavaria,West,Never,0.86446,3290,25173,0.83174,0.90294
670,670,2019,Berlin,West,Seldom,0.11013,82,25173,0.08695,0.13451
671,671,2019,Berlin,West,Never,0.88987,462,25173,0.80978,0.9899
672,672,2019,Berlin,East,Seldom,0.13089,42,25173,0.08672,0.16529
673,673,2019,Berlin,East,Never,0.86911,313,25173,0.776,1.0084
674,674,2019,Brandenburg,East,At least once per month,0.02723,41,25173,0.0196,0.03676
675,675,2019,Brandenburg,East,Seldom,0.08568,96,25173,0.06485,0.10744
676,676,2019,Brandenburg,East,Never,0.88709,948,25173,0.80833,0.95883
677,677,2019,Mecklenburg-Western Pomerania,East,Seldom,0.1145,58,25173,0.07419,0.16268
678,678,2019,Mecklenburg-Western Pomerania,East,Never,0.8855,515,25173,0.80042,0.99066
679,679,2019,Saxony,East,At least once per month,0.01894,46,25173,0.01399,0.02519
680,680,2019,Saxony,East,Seldom,0.07981,120,25173,0.06347,0.09734
681,681,2019,Saxony,East,Never,0.90126,1439,25173,0.84364,0.95902
682,682,2019,Saxony-Anhalt,East,Seldom,0.07426,76,25173,0.05463,0.10336
683,683,2019,Saxony-Anhalt,East,Never,0.92574,777,25173,0.85182,1.02164
684,684,2019,Thuringa,East,At least once per month,0.01384,31,25173,0.00789,0.02025
685,685,2019,Thuringa,East,Seldom,0.08423,89,25173,0.06376,0.10579
686,686,2019,Thuringa,East,Never,0.90193,781,25173,0.81791,0.98341
