,Unnamed: 0,year,bula_h,sampreg,pli0097_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
58,58,1990,North Rhine-Westphalia,West,At least once per month,0.02376,51,13355,0.0202,0.0275
59,59,1990,North Rhine-Westphalia,West,Seldom,0.13567,299,13355,0.12867,0.14339
60,60,1990,North Rhine-Westphalia,West,Never,0.84057,2175,13355,0.8196,0.86572
61,61,1990,Hesse,West,Seldom,0.13131,99,13355,0.11836,0.14384
62,62,1990,Hesse,West,Never,0.86869,843,13355,0.82607,0.92012
63,63,1990,"Rhineland-Palatinate, Saarland",West,Seldom,0.09954,60,13355,0.08824,0.11103
64,64,1990,"Rhineland-Palatinate, Saarland",West,Never,0.90046,576,13355,0.86218,0.93676
65,65,1990,Baden-Wuerttemberg,West,At least once per month,0.0263,38,13355,0.02233,0.03079
66,66,1990,Baden-Wuerttemberg,West,Seldom,0.13554,206,13355,0.12477,0.14652
67,67,1990,Baden-Wuerttemberg,West,Never,0.83816,1528,13355,0.808,0.87113
68,68,1990,Bavaria,West,At least once per month,0.03451,41,13355,0.03055,0.0388
69,69,1990,Bavaria,West,Seldom,0.15013,220,13355,0.14254,0.15833
70,70,1990,Bavaria,West,Never,0.81537,1305,13355,0.78538,0.84125
71,71,1990,Berlin,West,Seldom,0.14395,38,13355,0.12271,0.16452
72,72,1990,Berlin,West,Never,0.85605,279,13355,0.77116,0.92957
73,73,1990,Berlin,East,Never,1.0,236,13355,0.94046,1.07
74,74,1990,Brandenburg,East,At least once per month,0.04963,32,13355,0.04223,0.0578
75,75,1990,Brandenburg,East,Seldom,0.10335,78,13355,0.09578,0.11173
76,76,1990,Brandenburg,East,Never,0.84702,584,13355,0.82173,0.88304
77,77,1990,Mecklenburg-Western Pomerania,East,At least once per month,0.06077,32,13355,0.0533,0.06787
78,78,1990,Mecklenburg-Western Pomerania,East,Seldom,0.12131,59,13355,0.11151,0.13378
79,79,1990,Mecklenburg-Western Pomerania,East,Never,0.81792,385,13355,0.77954,0.85658
80,80,1990,Saxony,East,At least once per month,0.03928,53,13355,0.03581,0.04247
81,81,1990,Saxony,East,Seldom,0.09965,135,13355,0.09292,0.10778
82,82,1990,Saxony,East,Never,0.86106,1071,13355,0.84169,0.88533
83,83,1990,Saxony-Anhalt,East,At least once per month,0.06125,50,13355,0.05316,0.07474
84,84,1990,Saxony-Anhalt,East,Seldom,0.08523,77,13355,0.07643,0.09674
85,85,1990,Saxony-Anhalt,East,Never,0.85353,643,13355,0.82362,0.88902
86,86,1990,Thuringa,East,At least once per month,0.05345,38,13355,0.04608,0.06207
87,87,1990,Thuringa,East,Seldom,0.07517,65,13355,0.06748,0.08353
88,88,1990,Thuringa,East,Never,0.87138,613,13355,0.84086,0.91186
89,89,1992,Schleswig-Holstein,West,Never,1.0,245,12728,0.93834,1.06779
90,90,1992,Hamburg,West,Never,1.0,140,12728,0.90008,1.11426
91,91,1992,Lower Saxony,West,Seldom,0.06162,50,12728,0.05316,0.07217
92,92,1992,Lower Saxony,West,Never,0.93838,874,12728,0.90229,0.97583
93,93,1992,Bremen,West,Never,1.0,82,12728,0.89557,1.10413
94,94,1992,North Rhine-Westphalia,West,At least once per month,0.02033,38,12728,0.01765,0.02379
95,95,1992,North Rhine-Westphalia,West,Seldom,0.05404,124,12728,0.04819,0.06117
96,96,1992,North Rhine-Westphalia,West,Never,0.92562,2305,12728,0.89684,0.95363
97,97,1992,Hesse,West,Seldom,0.07636,60,12728,0.06168,0.08785
98,98,1992,Hesse,West,Never,0.92364,862,12728,0.87572,0.96515
99,99,1992,"Rhineland-Palatinate, Saarland",West,Seldom,0.08065,48,12728,0.06556,0.09474
100,100,1992,"Rhineland-Palatinate, Saarland",West,Never,0.91935,583,12728,0.87335,0.96386
101,101,1992,Baden-Wuerttemberg,West,Seldom,0.06585,90,12728,0.05847,0.07472
102,102,1992,Baden-Wuerttemberg,West,Never,0.93415,1621,12728,0.89925,0.97202
103,103,1992,Bavaria,West,Seldom,0.0599,89,12728,0.05257,0.06572
104,104,1992,Bavaria,West,Never,0.9401,1486,12728,0.91418,0.96983
105,105,1992,Berlin,West,Never,1.0,290,12728,0.92224,1.07345
106,106,1992,Berlin,East,Never,1.0,254,12728,0.93881,1.07759
107,107,1992,Brandenburg,East,Seldom,0.05458,40,12728,0.04673,0.06124
108,108,1992,Brandenburg,East,Never,0.94542,586,12728,0.90534,0.98283
109,109,1992,Mecklenburg-Western Pomerania,East,Never,1.0,373,12728,0.94719,1.05
110,110,1992,Saxony,East,Seldom,0.05709,77,12728,0.05288,0.0626
111,111,1992,Saxony,East,Never,0.94291,1029,12728,0.91553,0.96924
112,112,1992,Saxony-Anhalt,East,Seldom,0.06433,56,12728,0.05614,0.07358
113,113,1992,Saxony-Anhalt,East,Never,0.93567,674,12728,0.89997,0.97358
114,114,1992,Thuringa,East,Seldom,0.0481,31,12728,0.04095,0.05748
115,115,1992,Thuringa,East,Never,0.9519,621,12728,0.90744,0.99694
116,116,1994,Schleswig-Holstein,West,Never,1.0,256,12332,0.93274,1.0628
117,117,1994,Hamburg,West,Never,1.0,136,12332,0.8914,1.11509
118,118,1994,Lower Saxony,West,Seldom,0.08156,65,12332,0.06881,0.09237
119,119,1994,Lower Saxony,West,Never,0.91844,867,12332,0.8734,0.95948
120,120,1994,Bremen,West,Never,1.0,79,12332,0.8926,1.10614
121,121,1994,North Rhine-Westphalia,West,At least once per month,0.01468,31,12332,0.01185,0.01812
122,122,1994,North Rhine-Westphalia,West,Seldom,0.06091,145,12332,0.05473,0.06716
123,123,1994,North Rhine-Westphalia,West,Never,0.92441,2234,12332,0.89713,0.95189
124,124,1994,Hesse,West,Seldom,0.07414,54,12332,0.06109,0.08851
125,125,1994,Hesse,West,Never,0.92586,832,12332,0.88556,0.97627
126,126,1994,"Rhineland-Palatinate, Saarland",West,Seldom,0.06621,38,12332,0.05412,0.08234
127,127,1994,"Rhineland-Palatinate, Saarland",West,Never,0.93379,563,12332,0.8794,0.99266
128,128,1994,Baden-Wuerttemberg,West,Seldom,0.06807,109,12332,0.05778,0.07788
129,129,1994,Baden-Wuerttemberg,West,Never,0.93193,1583,12332,0.89607,0.97173
130,130,1994,Bavaria,West,Seldom,0.08915,134,12332,0.07678,0.09987
131,131,1994,Bavaria,West,Never,0.91085,1395,12332,0.87965,0.94212
132,132,1994,Berlin,West,Never,1.0,264,12332,0.9292,1.076
133,133,1994,Berlin,East,Never,1.0,235,12332,0.92224,1.07454
134,134,1994,Brandenburg,East,Seldom,0.05354,32,12332,0.04415,0.06465
135,135,1994,Brandenburg,East,Never,0.94646,547,12332,0.90369,0.992
136,136,1994,Mecklenburg-Western Pomerania,East,Never,1.0,368,12332,0.94764,1.06137
137,137,1994,Saxony,East,Seldom,0.05921,68,12332,0.05214,0.06721
138,138,1994,Saxony,East,Never,0.94079,1015,12332,0.913,0.97425
139,139,1994,Saxony-Anhalt,East,Seldom,0.05114,37,12332,0.04055,0.06195
140,140,1994,Saxony-Anhalt,East,Never,0.94886,631,12332,0.90626,0.99006
141,141,1994,Thuringa,East,Never,1.0,614,12332,0.95227,1.05255
142,142,1995,Schleswig-Holstein,West,Never,1.0,246,12741,0.92811,1.07074
143,143,1995,Hamburg,West,Never,1.0,120,12741,0.85424,1.14891
144,144,1995,Lower Saxony,West,Seldom,0.09858,80,12741,0.08574,0.11546
145,145,1995,Lower Saxony,West,Never,0.90142,923,12741,0.86485,0.93739
146,146,1995,Bremen,West,Never,1.0,84,12741,0.87028,1.12003
147,147,1995,North Rhine-Westphalia,West,At least once per month,0.01711,39,12741,0.01437,0.02092
148,148,1995,North Rhine-Westphalia,West,Seldom,0.08386,199,12741,0.07591,0.0917
149,149,1995,North Rhine-Westphalia,West,Never,0.89903,2304,12741,0.86937,0.93093
150,150,1995,Hesse,West,Seldom,0.1032,75,12741,0.08747,0.11914
151,151,1995,Hesse,West,Never,0.8968,837,12741,0.85206,0.93902
152,152,1995,"Rhineland-Palatinate, Saarland",West,Seldom,0.10071,65,12741,0.08581,0.11802
153,153,1995,"Rhineland-Palatinate, Saarland",West,Never,0.89929,616,12741,0.85145,0.94658
154,154,1995,Baden-Wuerttemberg,West,Seldom,0.07973,110,12741,0.06891,0.0905
155,155,1995,Baden-Wuerttemberg,West,Never,0.92027,1639,12741,0.87157,0.96259
156,156,1995,Bavaria,West,Seldom,0.09763,153,12741,0.08643,0.1077
157,157,1995,Bavaria,West,Never,0.90237,1473,12741,0.87228,0.93459
158,158,1995,Berlin,West,Never,1.0,290,12741,0.91671,1.07813
159,159,1995,Berlin,East,Never,1.0,217,12741,0.92446,1.08345
160,160,1995,Brandenburg,East,Seldom,0.08771,48,12741,0.0736,0.1023
161,161,1995,Brandenburg,East,Never,0.91229,511,12741,0.86723,0.95576
162,162,1995,Mecklenburg-Western Pomerania,East,Never,1.0,366,12741,0.93767,1.05745
163,163,1995,Saxony,East,Seldom,0.07791,82,12741,0.0695,0.08721
164,164,1995,Saxony,East,Never,0.92209,974,12741,0.88983,0.95751
165,165,1995,Saxony-Anhalt,East,Seldom,0.08539,67,12741,0.07407,0.09472
166,166,1995,Saxony-Anhalt,East,Never,0.91461,595,12741,0.8673,0.95845
167,167,1995,Thuringa,East,Seldom,0.0563,45,12741,0.04757,0.06635
168,168,1995,Thuringa,East,Never,0.9437,583,12741,0.90013,1.00049
169,169,1996,Schleswig-Holstein,West,Seldom,0.13387,33,12647,0.10951,0.16405
170,170,1996,Schleswig-Holstein,West,Never,0.86613,241,12647,0.80291,0.92431
171,171,1996,Hamburg,West,Never,1.0,117,12647,0.89271,1.12051
172,172,1996,Lower Saxony,West,Seldom,0.08894,73,12647,0.074,0.10333
173,173,1996,Lower Saxony,West,Never,0.91106,945,12647,0.87051,0.95098
174,174,1996,Bremen,West,Never,1.0,84,12647,0.88554,1.12103
175,175,1996,North Rhine-Westphalia,West,Seldom,0.09168,196,12647,0.08275,0.10121
176,176,1996,North Rhine-Westphalia,West,Never,0.90832,2301,12647,0.8802,0.9338
177,177,1996,Hesse,West,Seldom,0.09235,76,12647,0.07797,0.10535
178,178,1996,Hesse,West,Never,0.90765,811,12647,0.85296,0.95514
179,179,1996,"Rhineland-Palatinate, Saarland",West,Seldom,0.06817,48,12647,0.058,0.07945
180,180,1996,"Rhineland-Palatinate, Saarland",West,Never,0.93183,622,12647,0.88023,0.98696
181,181,1996,Baden-Wuerttemberg,West,Seldom,0.10131,134,12647,0.08892,0.1161
182,182,1996,Baden-Wuerttemberg,West,Never,0.89869,1534,12647,0.86234,0.9397
183,183,1996,Bavaria,West,Seldom,0.10553,141,12647,0.09126,0.11979
184,184,1996,Bavaria,West,Never,0.89447,1465,12647,0.85858,0.9264
185,185,1996,Berlin,West,Never,1.0,280,12647,0.91631,1.08387
186,186,1996,Berlin,East,Never,1.0,219,12647,0.92955,1.06177
187,187,1996,Brandenburg,East,Seldom,0.07161,39,12647,0.0591,0.08447
188,188,1996,Brandenburg,East,Never,0.92839,540,12647,0.88877,0.97189
189,189,1996,Mecklenburg-Western Pomerania,East,Seldom,0.09026,34,12647,0.07541,0.10938
190,190,1996,Mecklenburg-Western Pomerania,East,Never,0.90974,349,12647,0.84999,0.97625
191,191,1996,Saxony,East,Seldom,0.06533,76,12647,0.05718,0.07502
192,192,1996,Saxony,East,Never,0.93467,995,12647,0.90308,0.97041
193,193,1996,Saxony-Anhalt,East,Seldom,0.08186,61,12647,0.06967,0.09721
194,194,1996,Saxony-Anhalt,East,Never,0.91814,592,12647,0.87066,0.96684
195,195,1996,Thuringa,East,Seldom,0.06922,44,12647,0.05878,0.08173
196,196,1996,Thuringa,East,Never,0.93078,597,12647,0.87827,0.97979
197,197,1997,Schleswig-Holstein,West,Never,1.0,241,12327,0.92638,1.07039
198,198,1997,Hamburg,West,Never,1.0,119,12327,0.87704,1.16101
199,199,1997,Lower Saxony,West,Seldom,0.05598,55,12327,0.04733,0.06801
200,200,1997,Lower Saxony,West,Never,0.94402,943,12327,0.90507,0.98532
201,201,1997,Bremen,West,Never,1.0,80,12327,0.88141,1.13813
202,202,1997,North Rhine-Westphalia,West,At least once per month,0.01753,40,12327,0.01519,0.02125
203,203,1997,North Rhine-Westphalia,West,Seldom,0.07344,148,12327,0.06664,0.08125
204,204,1997,North Rhine-Westphalia,West,Never,0.90902,2288,12327,0.87935,0.93345
205,205,1997,Hesse,West,Seldom,0.09383,60,12327,0.08119,0.11052
206,206,1997,Hesse,West,Never,0.90617,755,12327,0.85262,0.95384
207,207,1997,"Rhineland-Palatinate, Saarland",West,Seldom,0.07064,49,12327,0.05772,0.08595
208,208,1997,"Rhineland-Palatinate, Saarland",West,Never,0.92936,633,12327,0.89101,0.97101
209,209,1997,Baden-Wuerttemberg,West,Seldom,0.08231,114,12327,0.0702,0.09568
210,210,1997,Baden-Wuerttemberg,West,Never,0.91769,1550,12327,0.87607,0.96171
211,211,1997,Bavaria,West,Seldom,0.07654,116,12327,0.06618,0.08621
212,212,1997,Bavaria,West,Never,0.92346,1454,12327,0.89233,0.96001
213,213,1997,Berlin,West,Never,1.0,251,12327,0.91218,1.07421
214,214,1997,Berlin,East,Never,1.0,214,12327,0.92932,1.07076
215,215,1997,Brandenburg,East,Never,1.0,542,12327,0.94969,1.04533
216,216,1997,Mecklenburg-Western Pomerania,East,Never,1.0,346,12327,0.93395,1.05645
217,217,1997,Saxony,East,Seldom,0.05088,59,12327,0.04568,0.05762
218,218,1997,Saxony,East,Never,0.94912,986,12327,0.90973,0.9844
219,219,1997,Saxony-Anhalt,East,Seldom,0.05569,41,12327,0.04653,0.06756
220,220,1997,Saxony-Anhalt,East,Never,0.94431,603,12327,0.90142,0.98544
221,221,1997,Thuringa,East,Seldom,0.0574,38,12327,0.04685,0.07073
222,222,1997,Thuringa,East,Never,0.9426,602,12327,0.8958,1.00421
223,223,1998,Schleswig-Holstein,West,Seldom,0.15798,49,13792,0.13203,0.18626
224,224,1998,Schleswig-Holstein,West,Never,0.84202,289,13792,0.78822,0.90499
225,225,1998,Hamburg,West,Never,1.0,140,13792,0.89372,1.09487
226,226,1998,Lower Saxony,West,Seldom,0.12931,130,13792,0.11592,0.14188
227,227,1998,Lower Saxony,West,Never,0.87069,1034,13792,0.83594,0.90178
228,228,1998,Bremen,West,Never,1.0,91,13792,0.8828,1.12431
229,229,1998,North Rhine-Westphalia,West,At least once per month,0.01458,43,13792,0.01189,0.01812
230,230,1998,North Rhine-Westphalia,West,Seldom,0.10119,253,13792,0.09369,0.11195
231,231,1998,North Rhine-Westphalia,West,Never,0.88424,2496,13792,0.86121,0.90874
232,232,1998,Hesse,West,Seldom,0.10384,97,13792,0.08907,0.12038
233,233,1998,Hesse,West,Never,0.89616,823,13792,0.85348,0.94351
234,234,1998,"Rhineland-Palatinate, Saarland",West,Seldom,0.08836,65,13792,0.07423,0.10336
235,235,1998,"Rhineland-Palatinate, Saarland",West,Never,0.91164,708,13792,0.87373,0.95479
236,236,1998,Baden-Wuerttemberg,West,Seldom,0.10693,158,13792,0.09562,0.12132
237,237,1998,Baden-Wuerttemberg,West,Never,0.89307,1612,13792,0.8556,0.93061
238,238,1998,Bavaria,West,At least once per month,0.01538,32,13792,0.01296,0.018
239,239,1998,Bavaria,West,Seldom,0.10306,178,13792,0.09361,0.11411
240,240,1998,Bavaria,West,Never,0.88156,1631,13792,0.85206,0.91588
241,241,1998,Berlin,West,Never,1.0,250,13792,0.92647,1.08361
242,242,1998,Berlin,East,Never,1.0,201,13792,0.93419,1.07594
243,243,1998,Brandenburg,East,Seldom,0.0866,53,13792,0.06989,0.10205
244,244,1998,Brandenburg,East,Never,0.9134,543,13792,0.87031,0.96293
245,245,1998,Mecklenburg-Western Pomerania,East,Seldom,0.07024,36,13792,0.05528,0.08391
246,246,1998,Mecklenburg-Western Pomerania,East,Never,0.92976,356,13792,0.87254,0.9883
247,247,1998,Saxony,East,Seldom,0.07793,89,13792,0.0702,0.08653
248,248,1998,Saxony,East,Never,0.92207,1058,13792,0.8867,0.95477
249,249,1998,Saxony-Anhalt,East,Seldom,0.09448,70,13792,0.07962,0.1093
250,250,1998,Saxony-Anhalt,East,Never,0.90552,601,13792,0.84979,0.95317
251,251,1998,Thuringa,East,Seldom,0.09764,73,13792,0.08279,0.11407
252,252,1998,Thuringa,East,Never,0.90236,633,13792,0.86523,0.94901
253,253,1999,Schleswig-Holstein,West,Seldom,0.11545,41,13205,0.09677,0.1373
254,254,1999,Schleswig-Holstein,West,Never,0.88455,264,13205,0.82479,0.94685
255,255,1999,Hamburg,West,Never,1.0,132,13205,0.90905,1.10191
256,256,1999,Lower Saxony,West,Seldom,0.07367,77,13205,0.06369,0.08522
257,257,1999,Lower Saxony,West,Never,0.92633,1054,13205,0.88882,0.96952
258,258,1999,Bremen,West,Never,1.0,83,13205,0.87974,1.13957
259,259,1999,North Rhine-Westphalia,West,At least once per month,0.01661,44,13205,0.01345,0.02051
260,260,1999,North Rhine-Westphalia,West,Seldom,0.06581,164,13205,0.059,0.07394
261,261,1999,North Rhine-Westphalia,West,Never,0.91758,2448,13205,0.89348,0.94555
262,262,1999,Hesse,West,Seldom,0.08849,72,13205,0.07572,0.10224
263,263,1999,Hesse,West,Never,0.91151,790,13205,0.86734,0.95226
264,264,1999,"Rhineland-Palatinate, Saarland",West,Seldom,0.07871,66,13205,0.06738,0.09124
265,265,1999,"Rhineland-Palatinate, Saarland",West,Never,0.92129,671,13205,0.87838,0.96762
266,266,1999,Baden-Wuerttemberg,West,Seldom,0.08317,133,13205,0.07163,0.09677
267,267,1999,Baden-Wuerttemberg,West,Never,0.91683,1546,13205,0.87463,0.94953
268,268,1999,Bavaria,West,Seldom,0.09225,147,13205,0.08117,0.1039
269,269,1999,Bavaria,West,Never,0.90775,1595,13205,0.87424,0.93906
270,270,1999,Berlin,West,Never,1.0,266,13205,0.92791,1.08808
271,271,1999,Berlin,East,Never,1.0,206,13205,0.92596,1.0738
272,272,1999,Brandenburg,East,Seldom,0.06677,44,13205,0.05389,0.08614
273,273,1999,Brandenburg,East,Never,0.93323,527,13205,0.88067,0.98836
274,274,1999,Mecklenburg-Western Pomerania,East,Never,1.0,358,13205,0.93214,1.07874
275,275,1999,Saxony,East,Seldom,0.06271,83,13205,0.05603,0.06994
276,276,1999,Saxony,East,Never,0.93729,1029,13205,0.90345,0.97384
277,277,1999,Saxony-Anhalt,East,Seldom,0.06488,45,13205,0.05184,0.07765
278,278,1999,Saxony-Anhalt,East,Never,0.93512,624,13205,0.89544,0.98171
279,279,1999,Thuringa,East,Seldom,0.07494,51,13205,0.06286,0.08666
280,280,1999,Thuringa,East,Never,0.92506,645,13205,0.87304,0.9754
281,281,2001,Schleswig-Holstein,West,At least once per month,0.04003,31,21255,0.03348,0.04822
282,282,2001,Schleswig-Holstein,West,Seldom,0.18586,126,21255,0.16926,0.20224
283,283,2001,Schleswig-Holstein,West,Never,0.7741,475,21255,0.72971,0.81204
284,284,2001,Hamburg,West,Never,1.0,242,21255,0.92706,1.06631
285,285,2001,Lower Saxony,West,At least once per month,0.01984,35,21255,0.01638,0.02292
286,286,2001,Lower Saxony,West,Seldom,0.06015,111,21255,0.05381,0.0664
287,287,2001,Lower Saxony,West,Never,0.92001,1659,21255,0.89964,0.94632
288,288,2001,Bremen,West,Never,1.0,145,21255,0.90116,1.08483
289,289,2001,North Rhine-Westphalia,West,At least once per week,0.00513,31,21255,0.00446,0.00591
290,290,2001,North Rhine-Westphalia,West,At least once per month,0.00844,43,21255,0.00704,0.00997
291,291,2001,North Rhine-Westphalia,West,Seldom,0.05345,250,21255,0.0492,0.05724
292,292,2001,North Rhine-Westphalia,West,Never,0.93298,4243,21255,0.91453,0.94963
293,293,2001,Hesse,West,Seldom,0.06164,87,21255,0.05429,0.07042
294,294,2001,Hesse,West,Never,0.93836,1328,21255,0.90755,0.96624
295,295,2001,"Rhineland-Palatinate, Saarland",West,Seldom,0.07752,105,21255,0.07,0.08537
296,296,2001,"Rhineland-Palatinate, Saarland",West,Never,0.92248,1194,21255,0.89542,0.94589
297,297,2001,Baden-Wuerttemberg,West,At least once per month,0.01571,35,21255,0.01365,0.01797
298,298,2001,Baden-Wuerttemberg,West,Seldom,0.06681,159,21255,0.06078,0.07376
299,299,2001,Baden-Wuerttemberg,West,Never,0.91748,2348,21255,0.89218,0.94457
300,300,2001,Bavaria,West,At least once per month,0.01576,47,21255,0.01352,0.0183
301,301,2001,Bavaria,West,Seldom,0.06393,184,21255,0.05771,0.06984
302,302,2001,Bavaria,West,Never,0.92031,2729,21255,0.89857,0.94254
303,303,2001,Berlin,West,Never,1.0,400,21255,0.94612,1.05498
304,304,2001,Berlin,East,Never,1.0,318,21255,0.94105,1.06957
305,305,2001,Brandenburg,East,At least once per month,0.03865,33,21255,0.03311,0.04395
306,306,2001,Brandenburg,East,Seldom,0.06393,63,21255,0.05669,0.07189
307,307,2001,Brandenburg,East,Never,0.89742,847,21255,0.86312,0.93287
308,308,2001,Mecklenburg-Western Pomerania,East,Seldom,0.06455,35,21255,0.05092,0.07976
309,309,2001,Mecklenburg-Western Pomerania,East,Never,0.93545,453,21255,0.88072,0.97868
310,310,2001,Saxony,East,Seldom,0.04532,79,21255,0.03957,0.05185
311,311,2001,Saxony,East,Never,0.95468,1513,21255,0.92939,0.98514
312,312,2001,Saxony-Anhalt,East,Seldom,0.04477,55,21255,0.03745,0.05169
313,313,2001,Saxony-Anhalt,East,Never,0.95523,918,21255,0.91556,0.98864
314,314,2001,Thuringa,East,Seldom,0.071,71,21255,0.06242,0.08121
315,315,2001,Thuringa,East,Never,0.929,863,21255,0.89231,0.97016
316,316,2003,Schleswig-Holstein,West,Seldom,0.25133,169,21676,0.22622,0.27959
317,317,2003,Schleswig-Holstein,West,Never,0.74867,462,21676,0.70523,0.79369
318,318,2003,Hamburg,West,Never,1.0,260,21676,0.91572,1.08126
319,319,2003,Lower Saxony,West,At least once per month,0.01504,34,21676,0.01049,0.02117
320,320,2003,Lower Saxony,West,Seldom,0.09181,160,21676,0.08259,0.10568
321,321,2003,Lower Saxony,West,Never,0.89315,1681,21676,0.86293,0.92914
322,322,2003,Bremen,West,Never,1.0,158,21676,0.89516,1.08832
323,323,2003,North Rhine-Westphalia,West,At least once per week,0.00993,55,21676,0.00797,0.01188
324,324,2003,North Rhine-Westphalia,West,At least once per month,0.01045,61,21676,0.0086,0.01239
325,325,2003,North Rhine-Westphalia,West,Seldom,0.07709,357,21676,0.07044,0.08319
326,326,2003,North Rhine-Westphalia,West,Never,0.90253,4152,21676,0.87959,0.92451
327,327,2003,Hesse,West,Seldom,0.0811,124,21676,0.07016,0.09326
328,328,2003,Hesse,West,Never,0.9189,1320,21676,0.88854,0.95723
