year,regtyp,sampreg,pli0097_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,Urban regions,East,Never,0.90866,1097,1173,0.89217,0.92516
1995,Rural regions,West,At least once per month,0.02832,43,2031,0.02110,0.03554
1995,Rural regions,West,Seldom,0.12092,211,2031,0.10673,0.13510
1995,Rural regions,West,Never,0.83717,1777,2031,0.82111,0.85323
1995,Rural regions,East,At least once per week,0.01246,33,2457,0.00807,0.01685
1995,Rural regions,East,At least once per month,0.02585,64,2457,0.01957,0.03213
1995,Rural regions,East,Seldom,0.07801,211,2457,0.06740,0.08861
1995,Rural regions,East,Never,0.88368,2149,2457,0.87100,0.89636
1996,Urban regions,West,At least once per week,0.00579,45,7261,0.00405,0.00754
1996,Urban regions,West,At least once per month,0.01362,91,7261,0.01095,0.01629
1996,Urban regions,West,Seldom,0.08201,521,7261,0.07569,0.08832
1996,Urban regions,West,Never,0.89858,6604,7261,0.89164,0.90553
1996,Urban regions,East,Seldom,0.05623,68,1198,0.04318,0.06928
1996,Urban regions,East,Never,0.91828,1130,1198,0.90276,0.93380
1996,Rural regions,West,Seldom,0.11822,199,1995,0.10405,0.13239
1996,Rural regions,West,Never,0.85404,1796,1995,0.83854,0.86953
1996,Rural regions,East,At least once per month,0.02171,51,2415,0.01590,0.02752
1996,Rural regions,East,Seldom,0.07927,202,2415,0.06849,0.09004
1996,Rural regions,East,Never,0.89027,2162,2415,0.87780,0.90273
1997,Urban regions,West,At least once per week,0.00794,50,7112,0.00588,0.01000
1997,Urban regions,West,At least once per month,0.01670,113,7112,0.01372,0.01968
1997,Urban regions,West,Seldom,0.06586,408,7112,0.06010,0.07163
1997,Urban regions,West,Never,0.90950,6541,7112,0.90283,0.91617
1997,Urban regions,East,Seldom,0.03802,48,1162,0.02702,0.04902
1997,Urban regions,East,Never,0.93644,1114,1162,0.92240,0.95047
1997,Rural regions,West,Seldom,0.09918,175,1948,0.08590,0.11246
1997,Rural regions,West,Never,0.87419,1773,1948,0.85945,0.88892
1997,Rural regions,East,At least once per month,0.02295,51,2385,0.01694,0.02896
1997,Rural regions,East,Seldom,0.06171,155,2385,0.05205,0.07136
1997,Rural regions,East,Never,0.90927,2179,2385,0.89774,0.92080
1998,Urban regions,West,At least once per week,0.00929,73,7971,0.00718,0.01139
1998,Urban regions,West,At least once per month,0.01483,121,7971,0.01218,0.01748
1998,Urban regions,West,Seldom,0.09717,707,7971,0.09066,0.10367
1998,Urban regions,West,Never,0.87872,7070,7971,0.87155,0.88589
1998,Urban regions,East,Seldom,0.08946,106,1218,0.07342,0.10549
1998,Urban regions,East,Never,0.88376,1112,1218,0.86575,0.90177
1998,Rural regions,West,At least once per month,0.01668,39,2312,0.01146,0.02191
1998,Rural regions,West,Seldom,0.13145,269,2312,0.11767,0.14523
1998,Rural regions,West,Never,0.84387,2004,2312,0.82907,0.85867
1998,Rural regions,East,At least once per month,0.02520,60,2580,0.01915,0.03125
1998,Rural regions,East,Seldom,0.08275,240,2580,0.07211,0.09338
1998,Rural regions,East,Never,0.88737,2280,2580,0.87517,0.89957
1999,Urban regions,West,At least once per week,0.00914,66,7593,0.00700,0.01128
1999,Urban regions,West,At least once per month,0.01479,117,7593,0.01207,0.01750
1999,Urban regions,West,Seldom,0.06905,504,7593,0.06335,0.07475
1999,Urban regions,West,Never,0.90702,6906,7593,0.90049,0.91355
1999,Urban regions,East,Seldom,0.05572,73,1190,0.04268,0.06876
1999,Urban regions,East,Never,0.91843,1117,1190,0.90287,0.93399
1999,Rural regions,West,At least once per month,0.01663,36,2190,0.01127,0.02199
1999,Rural regions,West,Seldom,0.09728,211,2190,0.08486,0.10969
1999,Rural regions,West,Never,0.87407,1943,2190,0.86017,0.88797
1999,Rural regions,East,At least once per month,0.02031,50,2508,0.01479,0.02583
1999,Rural regions,East,Seldom,0.06649,186,2508,0.05673,0.07624
1999,Rural regions,East,Never,0.90562,2272,2508,0.89418,0.91707
2001,Urban regions,West,At least once per week,0.00918,118,12403,0.00750,0.01086
2001,Urban regions,West,At least once per month,0.01427,175,12403,0.01218,0.01635
2001,Urban regions,West,Seldom,0.06290,767,12403,0.05862,0.06717
2001,Urban regions,West,Never,0.91365,11343,12403,0.90871,0.91860
2001,Urban regions,East,At least once per month,0.01894,33,1717,0.01249,0.02539
2001,Urban regions,East,Seldom,0.05914,102,1717,0.04798,0.07030
2001,Urban regions,East,Never,0.91325,1582,1717,0.89993,0.92657
2001,Rural regions,West,At least once per week,0.00931,37,3840,0.00627,0.01234
2001,Rural regions,West,At least once per month,0.02242,84,3840,0.01773,0.02710
2001,Rural regions,West,Seldom,0.07532,299,3840,0.06698,0.08367
2001,Rural regions,West,Never,0.89295,3420,3840,0.88317,0.90273
2001,Rural regions,East,At least once per month,0.02447,84,3634,0.01945,0.02950
2001,Rural regions,East,Seldom,0.05297,220,3634,0.04569,0.06026
2001,Rural regions,East,Never,0.91561,3330,3634,0.90657,0.92465
2003,Urban regions,West,At least once per week,0.00921,148,12910,0.00756,0.01086
2003,Urban regions,West,At least once per month,0.01703,236,12910,0.01480,0.01927
2003,Urban regions,West,Seldom,0.08387,1074,12910,0.07909,0.08865
2003,Urban regions,West,Never,0.88989,11452,12910,0.88449,0.89529
2003,Urban regions,East,At least once per month,0.01446,32,1737,0.00885,0.02008
2003,Urban regions,East,Seldom,0.07870,144,1737,0.06604,0.09137
2003,Urban regions,East,Never,0.89295,1561,1737,0.87840,0.90749
2003,Rural regions,West,At least once per week,0.01124,52,3794,0.00789,0.01460
2003,Rural regions,West,At least once per month,0.02347,98,3794,0.01866,0.02829
2003,Rural regions,West,Seldom,0.11862,481,3794,0.10833,0.12892
2003,Rural regions,West,Never,0.84666,3163,3794,0.83519,0.85812
2003,Rural regions,East,At least once per week,0.00712,34,3566,0.00436,0.00988
2003,Rural regions,East,At least once per month,0.02156,82,3566,0.01679,0.02633
2003,Rural regions,East,Seldom,0.07939,297,3566,0.07051,0.08826
2003,Rural regions,East,Never,0.89194,3153,3566,0.88174,0.90213
2005,Urban regions,West,At least once per week,0.01002,142,11978,0.00824,0.01180
2005,Urban regions,West,At least once per month,0.01399,194,11978,0.01189,0.01610
2005,Urban regions,West,Seldom,0.06417,778,11978,0.05978,0.06855
2005,Urban regions,West,Never,0.91182,10864,11978,0.90674,0.91690
2005,Urban regions,East,Seldom,0.05954,115,1660,0.04815,0.07092
2005,Urban regions,East,Never,0.91735,1545,1660,0.90410,0.93060
2005,Rural regions,West,At least once per week,0.01079,50,3559,0.00740,0.01419
2005,Rural regions,West,At least once per month,0.03082,97,3559,0.02514,0.03650
2005,Rural regions,West,Seldom,0.09417,349,3559,0.08457,0.10376
2005,Rural regions,West,Never,0.86422,3063,3559,0.85296,0.87548
2005,Rural regions,East,At least once per month,0.02065,69,3276,0.01578,0.02552
2005,Rural regions,East,Seldom,0.06542,255,3276,0.05695,0.07389
2005,Rural regions,East,Never,0.90826,2952,3276,0.89837,0.91814
2007,Urban regions,West,At least once per week,0.00899,118,11684,0.00728,0.01070
2007,Urban regions,West,At least once per month,0.01241,168,11684,0.01040,0.01442
2007,Urban regions,West,Seldom,0.04898,632,11684,0.04506,0.05289
2007,Urban regions,West,Never,0.92962,10766,11684,0.92498,0.93426
2007,Urban regions,East,Seldom,0.04963,98,1643,0.03912,0.06013
2007,Urban regions,East,Never,0.93856,1545,1643,0.92695,0.95018
2007,Rural regions,West,At least once per week,0.00911,45,3646,0.00602,0.01219
2007,Rural regions,West,At least once per month,0.01378,66,3646,0.01000,0.01757
2007,Rural regions,West,Seldom,0.06547,259,3646,0.05744,0.07350
2007,Rural regions,West,Never,0.91164,3276,3646,0.90243,0.92085
2007,Rural regions,East,At least once per week,0.00983,35,3307,0.00647,0.01319
2007,Rural regions,East,At least once per month,0.01274,59,3307,0.00892,0.01656
2007,Rural regions,East,Seldom,0.04999,180,3307,0.04256,0.05742
2007,Rural regions,East,Never,0.92744,3033,3307,0.91860,0.93628
2008,Urban regions,West,At least once per week,0.00727,102,11020,0.00569,0.00886
2008,Urban regions,West,At least once per month,0.01466,205,11020,0.01241,0.01690
2008,Urban regions,West,Seldom,0.07094,835,11020,0.06615,0.07574
2008,Urban regions,West,Never,0.90713,9878,11020,0.90171,0.91255
2008,Urban regions,East,Seldom,0.04703,99,1582,0.03659,0.05746
2008,Urban regions,East,Never,0.93537,1483,1582,0.92325,0.94749
2008,Rural regions,West,At least once per week,0.01119,55,3448,0.00768,0.01470
2008,Rural regions,West,At least once per month,0.01875,93,3448,0.01422,0.02327
2008,Rural regions,West,Seldom,0.08844,331,3448,0.07896,0.09791
2008,Rural regions,West,Never,0.88163,2969,3448,0.87084,0.89241
2008,Rural regions,East,At least once per month,0.01868,72,3111,0.01392,0.02344
2008,Rural regions,East,Seldom,0.06606,220,3111,0.05733,0.07479
2008,Rural regions,East,Never,0.90891,2819,3111,0.89880,0.91903
2009,Urban regions,West,At least once per week,0.00683,78,10092,0.00522,0.00844
2009,Urban regions,West,At least once per month,0.01253,158,10092,0.01036,0.01470
2009,Urban regions,West,Seldom,0.05513,579,10092,0.05067,0.05958
2009,Urban regions,West,Never,0.92552,9277,10092,0.92039,0.93064
2009,Urban regions,East,Seldom,0.05016,77,1502,0.03911,0.06120
2009,Urban regions,East,Never,0.93535,1425,1502,0.92291,0.94779
2009,Rural regions,West,At least once per week,0.00837,42,3268,0.00525,0.01150
2009,Rural regions,West,At least once per month,0.01631,70,3268,0.01196,0.02065
2009,Rural regions,West,Seldom,0.07392,252,3268,0.06495,0.08290
2009,Rural regions,West,Never,0.90140,2904,3268,0.89117,0.91162
2009,Rural regions,East,At least once per month,0.01476,44,2954,0.01041,0.01911
2009,Rural regions,East,Seldom,0.06725,192,2954,0.05821,0.07628
2009,Rural regions,East,Never,0.91265,2718,2954,0.90247,0.92283
2011,Urban regions,West,At least once per week,0.01011,161,15965,0.00856,0.01166
2011,Urban regions,West,At least once per month,0.01227,227,15965,0.01056,0.01398
2011,Urban regions,West,Seldom,0.05816,936,15965,0.05453,0.06179
2011,Urban regions,West,Never,0.91946,14641,15965,0.91524,0.92368
2011,Urban regions,East,At least once per month,0.01612,36,2159,0.01081,0.02143
2011,Urban regions,East,Seldom,0.06022,122,2159,0.05018,0.07025
2011,Urban regions,East,Never,0.91975,2001,2159,0.90828,0.93121
2011,Rural regions,West,At least once per week,0.01110,84,6007,0.00845,0.01375
2011,Rural regions,West,At least once per month,0.02136,137,6007,0.01770,0.02501
2011,Rural regions,West,Seldom,0.07147,373,6007,0.06496,0.07799
2011,Rural regions,West,Never,0.89608,5413,6007,0.88836,0.90379
2011,Rural regions,East,At least once per month,0.01520,67,4082,0.01145,0.01895
2011,Rural regions,East,Seldom,0.05917,252,4082,0.05193,0.06640
2011,Rural regions,East,Never,0.91757,3763,4082,0.90913,0.92600
2013,Urban regions,West,At least once per week,0.01275,169,14181,0.01090,0.01459
2013,Urban regions,West,At least once per month,0.01687,255,14181,0.01475,0.01899
2013,Urban regions,West,Seldom,0.08652,1167,14181,0.08189,0.09114
2013,Urban regions,West,Never,0.88386,12590,14181,0.87859,0.88914
2013,Urban regions,East,At least once per month,0.01676,35,1941,0.01104,0.02247
2013,Urban regions,East,Seldom,0.07526,140,1941,0.06352,0.08700
2013,Urban regions,East,Never,0.90214,1766,1941,0.88892,0.91536
2013,Rural regions,West,At least once per week,0.00972,73,5491,0.00713,0.01232
2013,Rural regions,West,At least once per month,0.02250,137,5491,0.01858,0.02642
2013,Rural regions,West,Seldom,0.10715,536,5491,0.09897,0.11533
2013,Rural regions,West,Never,0.86063,4745,5491,0.85146,0.86979
2013,Rural regions,East,At least once per week,0.01029,46,3730,0.00705,0.01353
2013,Rural regions,East,At least once per month,0.02306,76,3730,0.01825,0.02788
2013,Rural regions,East,Seldom,0.07806,290,3730,0.06945,0.08667
2013,Rural regions,East,Never,0.88859,3318,3730,0.87849,0.89869
2015,Urban regions,West,At least once per week,0.01102,140,15524,0.00938,0.01267
2015,Urban regions,West,At least once per month,0.01287,212,15524,0.01110,0.01464
2015,Urban regions,West,Seldom,0.05500,859,15524,0.05141,0.05859
2015,Urban regions,West,Never,0.92111,14313,15524,0.91686,0.92535
2015,Urban regions,East,At least once per month,0.01688,36,1901,0.01109,0.02267
2015,Urban regions,East,Seldom,0.06023,112,1901,0.04953,0.07092
2015,Urban regions,East,Never,0.91702,1753,1901,0.90461,0.92942
2015,Rural regions,West,At least once per week,0.00908,59,5757,0.00663,0.01153
2015,Rural regions,West,At least once per month,0.01719,112,5757,0.01383,0.02054
2015,Rural regions,West,Seldom,0.07513,420,5757,0.06832,0.08194
2015,Rural regions,West,Never,0.89861,5166,5757,0.89081,0.90641
2015,Rural regions,East,At least once per month,0.01784,66,3446,0.01342,0.02226
2015,Rural regions,East,Seldom,0.05430,209,3446,0.04674,0.06187
2015,Rural regions,East,Never,0.92171,3171,3446,0.91274,0.93068
2017,Urban regions,West,At least once per week,0.01299,167,15166,0.01118,0.01479
2017,Urban regions,West,At least once per month,0.01518,209,15166,0.01323,0.01713
2017,Urban regions,West,Seldom,0.05655,830,15166,0.05287,0.06023
2017,Urban regions,West,Never,0.91528,13960,15166,0.91085,0.91971
2017,Urban regions,East,At least once per month,0.01434,33,1925,0.00903,0.01965
2017,Urban regions,East,Seldom,0.04178,96,1925,0.03284,0.05073
2017,Urban regions,East,Never,0.93703,1796,1925,0.92618,0.94789
2017,Rural regions,West,At least once per week,0.01102,71,5700,0.00831,0.01373
2017,Rural regions,West,At least once per month,0.01942,122,5700,0.01584,0.02300
2017,Rural regions,West,Seldom,0.07354,409,5700,0.06677,0.08032
2017,Rural regions,West,Never,0.89601,5098,5700,0.88809,0.90394
2017,Rural regions,East,At least once per month,0.01708,64,3594,0.01284,0.02131
2017,Rural regions,East,Seldom,0.06062,212,3594,0.05282,0.06843
2017,Rural regions,East,Never,0.91319,3318,3594,0.90398,0.92239
2019,No answer / don't know,Does not apply,Never,0.74108,52,52,0.62086,0.86130
2019,No answer / don't know,West,Seldom,0.13887,58,366,0.10339,0.17435
2019,No answer / don't know,West,Never,0.75118,308,366,0.70683,0.79553
2019,No answer / don't know,East,Never,0.79835,56,56,0.69230,0.90439
2019,Urban regions,West,At least once per week,0.01437,229,14403,0.01242,0.01631
2019,Urban regions,West,At least once per month,0.01723,287,14403,0.01511,0.01936
2019,Urban regions,West,Seldom,0.09576,1469,14403,0.09095,0.10056
2019,Urban regions,West,Never,0.87264,12418,14403,0.86720,0.87809
2019,Urban regions,East,At least once per month,0.01872,61,1868,0.01257,0.02487
2019,Urban regions,East,Seldom,0.09616,173,1868,0.08279,0.10953
2019,Urban regions,East,Never,0.87519,1634,1868,0.86020,0.89018
2019,Rural regions,West,At least once per week,0.01145,106,5161,0.00855,0.01436
2019,Rural regions,West,At least once per month,0.02303,153,5161,0.01894,0.02713
2019,Rural regions,West,Seldom,0.09989,548,5161,0.09171,0.10807
2019,Rural regions,West,Never,0.86562,4354,5161,0.85632,0.87493
2019,Rural regions,East,At least once per week,0.01064,66,3554,0.00726,0.01401
2019,Rural regions,East,At least once per month,0.01942,107,3554,0.01488,0.02395
2019,Rural regions,East,Seldom,0.08218,298,3554,0.07315,0.09121
2019,Rural regions,East,Never,0.88776,3083,3554,0.87738,0.89814
