"plj0047","year","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Einige Sorgen","2000","Realschule","3263","0.515067783681152","0.502658636736921","0.527476930625383"
"Grosse Sorgen","2000","(Fach-)Abitur","841","0.377775500319543","0.358093583023591","0.397457417615495"
"Grosse Sorgen","2000","(noch) kein Abschluss","291","0.327309846739747","0.296670975168442","0.357948718311051"
"Grosse Sorgen","2000","AkademikerIn","1359","0.360154660049246","0.344871593264111","0.37543772683438"
"Grosse Sorgen","2000","Hauptschule","2972","0.283429392259509","0.27482621002554","0.292032574493478"
"Grosse Sorgen","2000","Realschule","2014","0.327854108900476","0.316198329886484","0.339509887914467"
"Keine Sorgen","2000","(Fach-)Abitur","321","0.13011930353767","0.116461600483703","0.143777006591637"
"Keine Sorgen","2000","(noch) kein Abschluss","201","0.232127215897918","0.204559971002762","0.259694460793074"
"Keine Sorgen","2000","AkademikerIn","434","0.123356884875372","0.112887489624521","0.133826280126223"
"Keine Sorgen","2000","Hauptschule","2231","0.2196349136603","0.211731644214432","0.227538183106168"
"Keine Sorgen","2000","Realschule","954","0.157078107418372","0.148043262296114","0.16611295254063"
"Einige Sorgen","2001","(Fach-)Abitur","1038","0.468737475595319","0.447908724829197","0.489566226361441"
"Einige Sorgen","2001","(noch) kein Abschluss","375","0.451486360781526","0.418110291463221","0.484862430099831"
"Einige Sorgen","2001","AkademikerIn","1704","0.478708826723602","0.462196831240113","0.49522082220709"
"Einige Sorgen","2001","Hauptschule","4502","0.487093932271096","0.47692279323669","0.497265071305503"
"Einige Sorgen","2001","Realschule","2831","0.492784934375846","0.479827684737769","0.505742184013923"
"Grosse Sorgen","2001","(Fach-)Abitur","910","0.41092411071551","0.390388376734222","0.431459844696798"
"Grosse Sorgen","2001","(noch) kein Abschluss","321","0.356962069943839","0.324829276170105","0.389094863717572"
"Grosse Sorgen","2001","AkademikerIn","1435","0.401844683095597","0.385639283113325","0.418050083077868"
"Grosse Sorgen","2001","Hauptschule","2990","0.315791958626663","0.306333095672432","0.325250821580894"
"Grosse Sorgen","2001","Realschule","2109","0.363367632514201","0.350902252580268","0.375833012448135"
"Keine Sorgen","2001","(Fach-)Abitur","257","0.120338413689171","0.10675828926978","0.133918538108562"
"Keine Sorgen","2001","(noch) kein Abschluss","158","0.191551569274635","0.165158604751476","0.217944533797794"
"Keine Sorgen","2001","AkademikerIn","377","0.119446490180802","0.108726651976893","0.130166328384711"
"Keine Sorgen","2001","Hauptschule","1785","0.197114109102241","0.189018862528052","0.20520935567643"
"Keine Sorgen","2001","Realschule","779","0.143847433109952","0.134752182238852","0.152942683981052"
"Einige Sorgen","2002","(Fach-)Abitur","1348","0.554594827500201","0.534882368788601","0.574307286211801"
"Einige Sorgen","2002","(noch) kein Abschluss","447","0.488804231707631","0.456036948469144","0.521571514946118"
"Einige Sorgen","2002","AkademikerIn","2574","0.562623469459148","0.548190605930598","0.577056332987697"
"Einige Sorgen","2002","Hauptschule","4762","0.53514114377065","0.524736872795551","0.545545414745748"
"Einige Sorgen","2002","Realschule","3277","0.541931396068506","0.529277969019331","0.554584823117682"
"Grosse Sorgen","2002","(Fach-)Abitur","727","0.306773296693961","0.28848296086231","0.325063632525612"
"Grosse Sorgen","2002","(noch) kein Abschluss","286","0.32414301343989","0.293461620831815","0.354824406047964"
"Grosse Sorgen","2002","AkademikerIn","1404","0.300644304871035","0.287303212416366","0.313985397325704"
"Grosse Sorgen","2002","Hauptschule","2283","0.261346501604602","0.252181223365267","0.270511779843937"
"Grosse Sorgen","2002","Realschule","1657","0.280553938290038","0.269144137785655","0.291963738794422"
"Keine Sorgen","2002","(Fach-)Abitur","367","0.138631875805838","0.124926176193882","0.152337575417795"
"Keine Sorgen","2002","(noch) kein Abschluss","161","0.187052754852479","0.161490888030287","0.212614621674672"
"Keine Sorgen","2002","AkademikerIn","560","0.136732225669818","0.126736276216965","0.14672817512267"
"Keine Sorgen","2002","Hauptschule","1783","0.203512354624748","0.195113852427845","0.211910856821651"
"Keine Sorgen","2002","Realschule","1022","0.177514665641455","0.167810639734951","0.18721869154796"
"Einige Sorgen","2003","(Fach-)Abitur","1350","0.557530736391543","0.537626594245496","0.577434878537589"
"Einige Sorgen","2003","(noch) kein Abschluss","439","0.4844168050953","0.451509659912444","0.517323950278156"
"Einige Sorgen","2003","AkademikerIn","2632","0.59556195516377","0.580935317274471","0.610188593053068"
"Einige Sorgen","2003","Hauptschule","4448","0.529182039215796","0.518482279840125","0.539881798591468"
"Einige Sorgen","2003","Realschule","3283","0.568638246923757","0.555819130315505","0.581457363532009"
"Grosse Sorgen","2003","(Fach-)Abitur","551","0.248852102860309","0.231525999984831","0.266178205735787"
"Grosse Sorgen","2003","(noch) kein Abschluss","222","0.239956379415731","0.211836293752023","0.268076465079439"
"Grosse Sorgen","2003","AkademikerIn","970","0.23444896321508","0.22182294917624","0.247074977253919"
"Grosse Sorgen","2003","Hauptschule","1860","0.22594422591282","0.21697960966559","0.234908842160051"
"Grosse Sorgen","2003","Realschule","1291","0.226466355377747","0.215633057219754","0.23729965353574"
"Keine Sorgen","2003","(Fach-)Abitur","491","0.193617160748149","0.17778245251983","0.209451868976467"
"Keine Sorgen","2003","(noch) kein Abschluss","225","0.275626815488968","0.246204750786804","0.305048880191133"
"Keine Sorgen","2003","AkademikerIn","723","0.16998908162115","0.1587945107127","0.181183652529601"
"Keine Sorgen","2003","Hauptschule","2052","0.244873734871383","0.235655965389135","0.254091504353632"
"Keine Sorgen","2003","Realschule","1160","0.204895397698496","0.194448256075238","0.215342539321754"
"Einige Sorgen","2004","(Fach-)Abitur","1333","0.551431415458331","0.53142927541693","0.571433555499732"
"Einige Sorgen","2004","(noch) kein Abschluss","436","0.47353849101207","0.440808921985062","0.506268060039078"
"Einige Sorgen","2004","AkademikerIn","2531","0.579507267578357","0.564709754859587","0.594304780297128"
"Einige Sorgen","2004","Hauptschule","4200","0.522276938861998","0.511305198226194","0.533248679497802"
"Einige Sorgen","2004","Realschule","3075","0.54582518221907","0.532769575327472","0.558880789110667"
"Grosse Sorgen","2004","(Fach-)Abitur","592","0.266076170687733","0.248303824296783","0.283848517078682"
"Grosse Sorgen","2004","(noch) kein Abschluss","233","0.254049996269741","0.22551395080362","0.282586041735861"
"Grosse Sorgen","2004","AkademikerIn","1002","0.247614658883354","0.234676026611027","0.260553291155681"
"Grosse Sorgen","2004","Hauptschule","1766","0.222033378412495","0.212904306671301","0.231162450153689"
"Grosse Sorgen","2004","Realschule","1317","0.236210234939217","0.225072547438993","0.247347922439442"
"Keine Sorgen","2004","(Fach-)Abitur","450","0.182492413853936","0.16695836782766","0.198026459880213"
"Keine Sorgen","2004","(noch) kein Abschluss","225","0.272411512718189","0.243228174402859","0.301594851033519"
"Keine Sorgen","2004","AkademikerIn","742","0.172878073538288","0.161542728203333","0.184213418873244"
"Keine Sorgen","2004","Hauptschule","1996","0.255689682725507","0.246107363694568","0.265272001756446"
"Keine Sorgen","2004","Realschule","1195","0.217964582841713","0.207138659895309","0.228790505788117"
"Einige Sorgen","2005","(Fach-)Abitur","1219","0.539749109227002","0.519281622513412","0.560216595940592"
"Einige Sorgen","2005","(noch) kein Abschluss","400","0.448325119222089","0.415779689462649","0.480870548981529"
"Einige Sorgen","2005","AkademikerIn","2272","0.535394226266044","0.520210968449269","0.55057748408282"
"Einige Sorgen","2005","Hauptschule","3758","0.493872678463661","0.482547851734841","0.50519750519248"
"Einige Sorgen","2005","Realschule","2836","0.511267138603777","0.497883755103206","0.524650522104348"
"Grosse Sorgen","2005","(Fach-)Abitur","684","0.316603794997903","0.29750237865919","0.335705211336617"
"Grosse Sorgen","2005","(noch) kein Abschluss","300","0.331728512385484","0.300916523249725","0.362540501521242"
"Grosse Sorgen","2005","AkademikerIn","1303","0.318808623135385","0.304621791188656","0.332995455082114"
"Grosse Sorgen","2005","Hauptschule","2162","0.295397746414113","0.285063715003108","0.305731777825118"
"Grosse Sorgen","2005","Realschule","1612","0.309676991653727","0.297297954782654","0.322056028524801"
"Keine Sorgen","2005","(Fach-)Abitur","375","0.143647095775095","0.129244325173004","0.158049866377186"
"Keine Sorgen","2005","(noch) kein Abschluss","197","0.219946368392427","0.192839927444407","0.247052809340447"
"Keine Sorgen","2005","AkademikerIn","570","0.14579715059857","0.135053772765667","0.156540528431474"
"Keine Sorgen","2005","Hauptschule","1567","0.210729575122226","0.201491747906471","0.219967402337981"
"Keine Sorgen","2005","Realschule","911","0.179055869742496","0.168790908953992","0.189320830531"
"Einige Sorgen","2006","(Fach-)Abitur","1365","0.546591818464169","0.526822773524086","0.566360863404252"
"Einige Sorgen","2006","(noch) kein Abschluss","306","0.446571137663672","0.408115784452321","0.485026490875022"
"Einige Sorgen","2006","AkademikerIn","2593","0.552368429488284","0.537926462212557","0.566810396764011"
"Einige Sorgen","2006","Hauptschule","4138","0.509392039266514","0.498432644855614","0.520351433677413"
"Einige Sorgen","2006","Realschule","3060","0.522767878349515","0.509811388758201","0.535724367940829"
"Grosse Sorgen","2006","(Fach-)Abitur","662","0.286775923285159","0.268816441954021","0.304735404616297"
"Grosse Sorgen","2006","(noch) kein Abschluss","184","0.305813712271338","0.270172942964134","0.341454481578541"
"Grosse Sorgen","2006","AkademikerIn","1231","0.277716306878744","0.264708437311157","0.290724176446332"
"Grosse Sorgen","2006","Hauptschule","2203","0.280793753669412","0.270941998030949","0.290645509307875"
"Grosse Sorgen","2006","Realschule","1650","0.296436425783153","0.28459004940121","0.308282802165097"
"Keine Sorgen","2006","(Fach-)Abitur","409","0.166632258250672","0.151834111429954","0.18143040507139"
"Keine Sorgen","2006","(noch) kein Abschluss","152","0.247615150064991","0.214227242346247","0.281003057783734"
"Keine Sorgen","2006","AkademikerIn","730","0.169915263632972","0.159007669019945","0.180822858245999"
"Keine Sorgen","2006","Hauptschule","1652","0.209814207064074","0.20088782977538","0.218740584352769"
"Keine Sorgen","2006","Realschule","999","0.180795695867332","0.170812761270862","0.190778630463801"
"Einige Sorgen","2007","(Fach-)Abitur","1321","0.558820234541484","0.538736572756919","0.578903896326049"
"Einige Sorgen","2007","(noch) kein Abschluss","270","0.507448853080326","0.465704849734564","0.549192856426088"
"Einige Sorgen","2007","AkademikerIn","2478","0.558454668408105","0.543723486969996","0.573185849846214"
"Einige Sorgen","2007","Hauptschule","3681","0.505303224484373","0.4937794570547","0.516826991914047"
"Einige Sorgen","2007","Realschule","2924","0.529779304786934","0.516427493003101","0.543131116570767"
"Grosse Sorgen","2007","(Fach-)Abitur","629","0.280236044466095","0.262070179191247","0.298401909740942"
"Grosse Sorgen","2007","(noch) kein Abschluss","147","0.242761557853249","0.206961924715862","0.278561190990637"
"Grosse Sorgen","2007","AkademikerIn","1240","0.287786853807566","0.274356222241842","0.30121748537329"
"Grosse Sorgen","2007","Hauptschule","1911","0.266335439803131","0.256146894979233","0.27652398462703"
"Grosse Sorgen","2007","Realschule","1464","0.278875033945312","0.266878606788744","0.290871461101879"
"Keine Sorgen","2007","(Fach-)Abitur","398","0.160943720992421","0.146079860874639","0.175807581110203"
"Keine Sorgen","2007","(noch) kein Abschluss","134","0.249789589066424","0.21364435830764","0.285934819825209"
"Keine Sorgen","2007","AkademikerIn","647","0.153758477784329","0.14305751957884","0.164459435989818"
"Keine Sorgen","2007","Hauptschule","1639","0.228361335712495","0.21868597449487","0.238036696930121"
"Keine Sorgen","2007","Realschule","980","0.191345661267754","0.180822829977709","0.2018684925578"
"Einige Sorgen","2008","(Fach-)Abitur","1271","0.577802958177434","0.556993204655273","0.598612711699596"
"Einige Sorgen","2008","(noch) kein Abschluss","272","0.522781525489565","0.480692565128373","0.564870485850756"
"Einige Sorgen","2008","AkademikerIn","2489","0.582131310783528","0.567176040438612","0.597086581128444"
"Einige Sorgen","2008","Hauptschule","3519","0.520295040593448","0.508372493093527","0.532217588093369"
"Einige Sorgen","2008","Realschule","2864","0.551148051495116","0.537482802129233","0.564813300860999"
"Grosse Sorgen","2008","(Fach-)Abitur","481","0.237093049977566","0.219174013226064","0.255012086729069"
"Grosse Sorgen","2008","(noch) kein Abschluss","133","0.252528394001639","0.215918209565323","0.289138578437954"
"Grosse Sorgen","2008","AkademikerIn","911","0.218854845483351","0.206317435496871","0.231392255469832"
"Grosse Sorgen","2008","Hauptschule","1653","0.252382806115997","0.242016437762089","0.262749174469905"
"Grosse Sorgen","2008","Realschule","1194","0.236590089606521","0.2249136876579","0.248266491555142"
"Keine Sorgen","2008","(Fach-)Abitur","412","0.185103991844999","0.168740407088085","0.201467576601914"
"Keine Sorgen","2008","(noch) kein Abschluss","136","0.224690080508797","0.189519537090781","0.259860623926812"
"Keine Sorgen","2008","AkademikerIn","778","0.199013843733121","0.186907360020469","0.211120327445772"
"Keine Sorgen","2008","Hauptschule","1573","0.227322153290555","0.217320374959988","0.237323931621122"
"Keine Sorgen","2008","Realschule","1031","0.212261858898363","0.201027228635329","0.223496489161397"
"Einige Sorgen","2009","(Fach-)Abitur","1184","0.592353291104758","0.570806493999602","0.613900088209915"
"Einige Sorgen","2009","(noch) kein Abschluss","241","0.501621178727908","0.456561795570641","0.546680561885175"
"Einige Sorgen","2009","AkademikerIn","2452","0.611164408226147","0.596087465961298","0.626241350490996"
"Einige Sorgen","2009","Hauptschule","3357","0.544271015253391","0.531822809059338","0.556719221447444"
"Einige Sorgen","2009","Realschule","2789","0.576791480646974","0.562789659690401","0.590793301603548"
"Grosse Sorgen","2009","(Fach-)Abitur","406","0.218794631101875","0.200666572803696","0.236922689400054"
"Grosse Sorgen","2009","(noch) kein Abschluss","98","0.208218493970776","0.171627024728427","0.244809963213125"
"Grosse Sorgen","2009","AkademikerIn","761","0.186547160237945","0.174499249259225","0.198595071216665"
"Grosse Sorgen","2009","Hauptschule","1216","0.207279880893915","0.197148133344316","0.217411628443515"
"Grosse Sorgen","2009","Realschule","910","0.194911968303849","0.183685611543883","0.206138325063815"
"Keine Sorgen","2009","(Fach-)Abitur","408","0.188852077793367","0.171690339979889","0.206013815606845"
"Keine Sorgen","2009","(noch) kein Abschluss","134","0.290160327301316","0.249260952340553","0.33105970226208"
"Keine Sorgen","2009","AkademikerIn","803","0.202288431535908","0.189864481172535","0.21471238189928"
"Keine Sorgen","2009","Hauptschule","1576","0.248449103852694","0.237648606363369","0.259249601342018"
"Keine Sorgen","2009","Realschule","1084","0.228296551049177","0.216401322344471","0.240191779753882"
"Einige Sorgen","2010","(Fach-)Abitur","1747","0.576588698678968","0.559044798418817","0.594132598939119"
"Einige Sorgen","2010","(noch) kein Abschluss","369","0.509721240144348","0.474203635587266","0.54523884470143"
"Einige Sorgen","2010","AkademikerIn","3312","0.604001548684982","0.590887968572522","0.617115128797443"
"Einige Sorgen","2010","Hauptschule","3921","0.538771675755581","0.527428471085709","0.550114880425453"
"Einige Sorgen","2010","Realschule","3801","0.56184816265586","0.550017064113313","0.573679261198408"
"Grosse Sorgen","2010","(Fach-)Abitur","685","0.217453530946973","0.202806480949897","0.232100580944049"
"Grosse Sorgen","2010","(noch) kein Abschluss","203","0.215955986896394","0.18672061597423","0.245191357818557"
"Grosse Sorgen","2010","AkademikerIn","961","0.175477761977649","0.16527852379332","0.185677000161978"
"Grosse Sorgen","2010","Hauptschule","1696","0.217495361324718","0.208107992848386","0.226882729801051"
"Grosse Sorgen","2010","Realschule","1492","0.205839588634489","0.196198594023061","0.215480583245916"
"Keine Sorgen","2010","(Fach-)Abitur","615","0.205957770374059","0.191598818006963","0.220316722741155"
"Keine Sorgen","2010","(noch) kein Abschluss","189","0.274322772959258","0.242622832907879","0.306022713010637"
"Keine Sorgen","2010","AkademikerIn","1070","0.220520689337368","0.209403820777124","0.231637557897613"
"Keine Sorgen","2010","Hauptschule","1802","0.2437329629197","0.233963512678927","0.253502413160474"
"Keine Sorgen","2010","Realschule","1463","0.232312248709651","0.222242198624929","0.242382298794373"
"Einige Sorgen","2011","(Fach-)Abitur","1347","0.547126022653431","0.527231985736063","0.567020059570798"
"Einige Sorgen","2011","(noch) kein Abschluss","262","0.452249193755097","0.410501529408809","0.493996858101385"
"Einige Sorgen","2011","AkademikerIn","2720","0.579868927931342","0.565528834090502","0.594209021772181"
"Einige Sorgen","2011","Hauptschule","3651","0.518424683691455","0.506712919322089","0.530136448060821"
"Einige Sorgen","2011","Realschule","3095","0.565500057393028","0.552356772127097","0.578643342658959"
