"plj0047","year","age_gr","bildungsniveau","n","percent","lower_confidence_percent","upper_confidence_percent"
"Keine Sorgen","1997","17-29","Realschule","180","0.201613859215571","0.17624779524916","0.226979923181982"
"Keine Sorgen","1997","17-29","(Fach-)Abitur","81","0.161918380691012","0.128720622707591","0.195116138674433"
"Keine Sorgen","1997","17-29","AkademikerIn","25","","",""
"Keine Sorgen","1997","30-45","(noch) kein Abschluss","19","","",""
"Keine Sorgen","1997","30-45","Hauptschule","251","0.171181949539535","0.152233626083859","0.190130272995212"
"Keine Sorgen","1997","30-45","Realschule","279","0.191393175805556","0.170614730646406","0.212171620964707"
"Keine Sorgen","1997","30-45","(Fach-)Abitur","59","0.136230517515842","0.102009685062807","0.170451349968878"
"Keine Sorgen","1997","30-45","AkademikerIn","157","0.204151989213763","0.176779300042159","0.231524678385366"
"Keine Sorgen","1997","46-65","(noch) kein Abschluss","44","0.160238214881247","0.116072399084658","0.204404030677835"
"Keine Sorgen","1997","46-65","Hauptschule","366","0.169578165245029","0.15406902549821","0.185087304991847"
"Keine Sorgen","1997","46-65","Realschule","117","0.205453285501227","0.171470072339956","0.239436498662498"
"Keine Sorgen","1997","46-65","(Fach-)Abitur","19","","",""
"Keine Sorgen","1997","46-65","AkademikerIn","111","0.176836219092114","0.146608796549974","0.207063641634255"
"Keine Sorgen","1997","66","(noch) kein Abschluss","","","",""
"Keine Sorgen","1997","66","Hauptschule","","","",""
"Keine Sorgen","1997","66","Realschule","","","",""
"Keine Sorgen","1997","66","(Fach-)Abitur","","","",""
"Keine Sorgen","1997","66","AkademikerIn","","","",""
"Grosse Sorgen","1998","17-29","(noch) kein Abschluss","102","0.269967932877132","0.225273282411174","0.314662583343091"
"Grosse Sorgen","1998","17-29","Hauptschule","265","0.330727006278249","0.298387059676015","0.363066952880482"
"Grosse Sorgen","1998","17-29","Realschule","311","0.308869654102631","0.280190382702094","0.337548925503168"
"Grosse Sorgen","1998","17-29","(Fach-)Abitur","135","0.284073143508257","0.245048510804472","0.323097776212042"
"Grosse Sorgen","1998","17-29","AkademikerIn","33","0.206730800946194","0.141266834855286","0.272194767037103"
"Grosse Sorgen","1998","30-45","(noch) kein Abschluss","46","0.448937003898291","0.362089739142123","0.535784268654459"
"Grosse Sorgen","1998","30-45","Hauptschule","534","0.356897851553583","0.333312334322617","0.38048336878455"
"Grosse Sorgen","1998","30-45","Realschule","403","0.264392058566123","0.242315853412587","0.28646826371966"
"Grosse Sorgen","1998","30-45","(Fach-)Abitur","117","0.283203578144649","0.240765918509627","0.32564123777967"
"Grosse Sorgen","1998","30-45","AkademikerIn","159","0.172094508302231","0.147596850749211","0.196592165855252"
"Grosse Sorgen","1998","46-65","(noch) kein Abschluss","103","0.414531133798474","0.353826993881633","0.475235273715315"
"Grosse Sorgen","1998","46-65","Hauptschule","890","0.368524054221636","0.349418263134818","0.387629845308454"
"Grosse Sorgen","1998","46-65","Realschule","169","0.256725874317535","0.222341464498379","0.29111028413669"
"Grosse Sorgen","1998","46-65","(Fach-)Abitur","38","0.235669610677105","0.162144538080705","0.309194683273505"
"Grosse Sorgen","1998","46-65","AkademikerIn","153","0.212686936296235","0.182220222682325","0.243153649910146"
"Grosse Sorgen","1998","66","(noch) kein Abschluss","","","",""
"Grosse Sorgen","1998","66","Hauptschule","","","",""
"Grosse Sorgen","1998","66","Realschule","","","",""
"Grosse Sorgen","1998","66","(Fach-)Abitur","","","",""
"Grosse Sorgen","1998","66","AkademikerIn","","","",""
"Einige Sorgen","1998","17-29","(noch) kein Abschluss","204","0.505235085848456","0.45489955137418","0.555570620322732"
"Einige Sorgen","1998","17-29","Hauptschule","394","0.461058152850618","0.426793082762598","0.495323222938637"
"Einige Sorgen","1998","17-29","Realschule","491","0.488932157764375","0.45790342132634","0.519960894202411"
"Einige Sorgen","1998","17-29","(Fach-)Abitur","285","0.551325619843778","0.508286921172423","0.594364318515133"
"Einige Sorgen","1998","17-29","AkademikerIn","92","0.623314257052963","0.544983460043403","0.701645054062524"
"Einige Sorgen","1998","30-45","(noch) kein Abschluss","61","0.433487527590664","0.346959688186901","0.520015366994427"
"Einige Sorgen","1998","30-45","Hauptschule","782","0.48174718878678","0.45714839082308","0.50634598675048"
"Einige Sorgen","1998","30-45","Realschule","812","0.535752124947006","0.510786989478917","0.560717260415095"
"Einige Sorgen","1998","30-45","(Fach-)Abitur","233","0.559634714662282","0.512875952697434","0.606393476627129"
"Einige Sorgen","1998","30-45","AkademikerIn","550","0.606537844720738","0.574832600196888","0.638243089244589"
"Einige Sorgen","1998","46-65","(noch) kein Abschluss","103","0.372350904602133","0.312781605430902","0.431920203773365"
"Einige Sorgen","1998","46-65","Hauptschule","1132","0.45831871561336","0.438584975253231","0.478052455973488"
"Einige Sorgen","1998","46-65","Realschule","326","0.555245806678042","0.516129763604549","0.594361849751535"
"Einige Sorgen","1998","46-65","(Fach-)Abitur","73","0.585899262508597","0.500568115410609","0.671230409606584"
"Einige Sorgen","1998","46-65","AkademikerIn","398","0.577955273710386","0.541184071581919","0.614726475838852"
"Einige Sorgen","1998","66","(noch) kein Abschluss","","","",""
"Einige Sorgen","1998","66","Hauptschule","","","",""
"Einige Sorgen","1998","66","Realschule","","","",""
"Einige Sorgen","1998","66","(Fach-)Abitur","","","",""
"Einige Sorgen","1998","66","AkademikerIn","","","",""
"Keine Sorgen","1998","17-29","(noch) kein Abschluss","73","0.224796981274412","0.182769685046902","0.266824277501922"
"Keine Sorgen","1998","17-29","Hauptschule","154","0.208214840871134","0.180304680140255","0.236125001602013"
"Keine Sorgen","1998","17-29","Realschule","195","0.202198188132994","0.177267363098728","0.22712901316726"
"Keine Sorgen","1998","17-29","(Fach-)Abitur","93","0.164601236647965","0.132512481502685","0.196689991793245"
"Keine Sorgen","1998","17-29","AkademikerIn","22","","",""
"Keine Sorgen","1998","30-45","(noch) kein Abschluss","19","","",""
"Keine Sorgen","1998","30-45","Hauptschule","269","0.161354959659637","0.143245157380096","0.179464761939177"
"Keine Sorgen","1998","30-45","Realschule","318","0.199855816486871","0.179837869444132","0.219873763529609"
"Keine Sorgen","1998","30-45","(Fach-)Abitur","83","0.15716170719307","0.122881010380877","0.191442404005262"
"Keine Sorgen","1998","30-45","AkademikerIn","203","0.22136764697703","0.1944229087427","0.248312385211361"
"Keine Sorgen","1998","46-65","(noch) kein Abschluss","47","0.213117961599393","0.162657331027801","0.263578592170985"
"Keine Sorgen","1998","46-65","Hauptschule","427","0.173157230165004","0.158171238727222","0.188143221602786"
"Keine Sorgen","1998","46-65","Realschule","125","0.188028319004424","0.157272002650896","0.218784635357951"
"Keine Sorgen","1998","46-65","(Fach-)Abitur","17","","",""
"Keine Sorgen","1998","46-65","AkademikerIn","142","0.209357789993379","0.179066620960978","0.23964895902578"
"Keine Sorgen","1998","66","(noch) kein Abschluss","","","",""
"Keine Sorgen","1998","66","Hauptschule","","","",""
"Keine Sorgen","1998","66","Realschule","","","",""
"Keine Sorgen","1998","66","(Fach-)Abitur","","","",""
"Keine Sorgen","1998","66","AkademikerIn","","","",""
"Grosse Sorgen","1999","17-29","(noch) kein Abschluss","125","0.317779075982888","0.269880793042426","0.36567735892335"
"Grosse Sorgen","1999","17-29","Hauptschule","219","0.280076798527964","0.24862475545213","0.311528841603798"
"Grosse Sorgen","1999","17-29","Realschule","291","0.318341343956811","0.288965555807515","0.347717132106107"
"Grosse Sorgen","1999","17-29","(Fach-)Abitur","167","0.341138820186113","0.299830706463797","0.382446933908429"
"Grosse Sorgen","1999","17-29","AkademikerIn","42","0.404455741781219","0.323158352974108","0.485753130588329"
"Grosse Sorgen","1999","30-45","(noch) kein Abschluss","39","0.321727686730216","0.238835339277375","0.404620034183057"
"Grosse Sorgen","1999","30-45","Hauptschule","478","0.316310630616765","0.293107240835881","0.33951402039765"
"Grosse Sorgen","1999","30-45","Realschule","462","0.306074256396941","0.283219453642968","0.328929059150914"
"Grosse Sorgen","1999","30-45","(Fach-)Abitur","164","0.350543938123736","0.306605450117415","0.394482426130056"
"Grosse Sorgen","1999","30-45","AkademikerIn","263","0.291519823303832","0.261910962449918","0.321128684157745"
"Grosse Sorgen","1999","46-65","(noch) kein Abschluss","78","0.301409391353741","0.242989105252472","0.35982967745501"
"Grosse Sorgen","1999","46-65","Hauptschule","724","0.313261638968774","0.294713051122088","0.33181022681546"
"Grosse Sorgen","1999","46-65","Realschule","192","0.304603231445311","0.269221832541609","0.339984630349012"
"Grosse Sorgen","1999","46-65","(Fach-)Abitur","37","0.263516985990651","0.18534451312725","0.341689458854052"
"Grosse Sorgen","1999","46-65","AkademikerIn","213","0.315719905618454","0.281554921269079","0.34988488996783"
"Grosse Sorgen","1999","66","(noch) kein Abschluss","","","",""
"Grosse Sorgen","1999","66","Hauptschule","","","",""
"Grosse Sorgen","1999","66","Realschule","","","",""
"Grosse Sorgen","1999","66","(Fach-)Abitur","","","",""
"Grosse Sorgen","1999","66","AkademikerIn","","","",""
"Einige Sorgen","1999","17-29","(noch) kein Abschluss","179","0.507739966130146","0.456310414040667","0.559169518219625"
"Einige Sorgen","1999","17-29","Hauptschule","403","0.503676855117684","0.468656102804717","0.53869760743065"
"Einige Sorgen","1999","17-29","Realschule","539","0.532271175868173","0.50080651398262","0.563735837753726"
"Einige Sorgen","1999","17-29","(Fach-)Abitur","276","0.535102010927534","0.491643988676155","0.578560033178912"
"Einige Sorgen","1999","17-29","AkademikerIn","89","0.545253433230714","0.462769760191218","0.627737106270209"
"Einige Sorgen","1999","30-45","(noch) kein Abschluss","61","0.448848183778393","0.36059029524997","0.537106072306815"
"Einige Sorgen","1999","30-45","Hauptschule","844","0.540546994308984","0.515681196103169","0.5654127925148"
"Einige Sorgen","1999","30-45","Realschule","898","0.568347872391996","0.543784859370035","0.592910885413957"
"Einige Sorgen","1999","30-45","(Fach-)Abitur","245","0.562751631477823","0.517072117942887","0.60843114501276"
"Einige Sorgen","1999","30-45","AkademikerIn","560","0.60671641406291","0.574891328187868","0.638541499937952"
"Einige Sorgen","1999","46-65","(noch) kein Abschluss","105","0.482283001274428","0.41866630555786","0.545899696990996"
"Einige Sorgen","1999","46-65","Hauptschule","1320","0.544387231218172","0.524470709325695","0.564303753110649"
"Einige Sorgen","1999","46-65","Realschule","378","0.555481335844247","0.517280651018833","0.593682020669662"
"Einige Sorgen","1999","46-65","(Fach-)Abitur","61","0.526146298490902","0.437544288521732","0.614748308460071"
"Einige Sorgen","1999","46-65","AkademikerIn","417","0.553433699267429","0.516891972645807","0.58997542588905"
"Einige Sorgen","1999","66","(noch) kein Abschluss","","","",""
"Einige Sorgen","1999","66","Hauptschule","","","",""
"Einige Sorgen","1999","66","Realschule","","","",""
"Einige Sorgen","1999","66","(Fach-)Abitur","","","",""
"Einige Sorgen","1999","66","AkademikerIn","","","",""
"Keine Sorgen","1999","17-29","(noch) kein Abschluss","59","0.174480957886967","0.135438932036755","0.213522983737179"
"Keine Sorgen","1999","17-29","Hauptschule","161","0.216246346354352","0.187410587271125","0.245082105437579"
"Keine Sorgen","1999","17-29","Realschule","136","0.149387480175016","0.126908194112448","0.171866766237584"
"Keine Sorgen","1999","17-29","(Fach-)Abitur","63","0.123759168886353","0.0950663466322596","0.152451991140447"
"Keine Sorgen","1999","17-29","AkademikerIn","9","","",""
"Keine Sorgen","1999","30-45","(noch) kein Abschluss","22","","",""
"Keine Sorgen","1999","30-45","Hauptschule","221","0.143142375074251","0.12566792286525","0.160616827283251"
"Keine Sorgen","1999","30-45","Realschule","202","0.125577871211063","0.109144574208964","0.142011168213163"
"Keine Sorgen","1999","30-45","(Fach-)Abitur","44","0.086704430398441","0.0607909760210605","0.112617884775821"
"Keine Sorgen","1999","30-45","AkademikerIn","82","0.101763762633258","0.0820660559813392","0.121461469285177"
"Keine Sorgen","1999","46-65","(noch) kein Abschluss","54","0.216307607371831","0.163889343792898","0.268725870950763"
"Keine Sorgen","1999","46-65","Hauptschule","358","0.142351129813054","0.128377899781205","0.156324359844903"
"Keine Sorgen","1999","46-65","Realschule","80","0.139915432710442","0.113247165365398","0.166583700055486"
"Keine Sorgen","1999","46-65","(Fach-)Abitur","24","","",""
"Keine Sorgen","1999","46-65","AkademikerIn","81","0.130846395114117","0.10605834077044","0.155634449457794"
"Keine Sorgen","1999","66","(noch) kein Abschluss","","","",""
"Keine Sorgen","1999","66","Hauptschule","","","",""
"Keine Sorgen","1999","66","Realschule","","","",""
"Keine Sorgen","1999","66","(Fach-)Abitur","","","",""
"Keine Sorgen","1999","66","AkademikerIn","","","",""
"Grosse Sorgen","2000","17-29","(noch) kein Abschluss","177","0.340055019011497","0.29957099454226","0.380539043480734"
"Grosse Sorgen","2000","17-29","Hauptschule","320","0.274136007303213","0.248264263183313","0.300007751423113"
"Grosse Sorgen","2000","17-29","Realschule","487","0.315073009931826","0.292332035448577","0.337813984415076"
"Grosse Sorgen","2000","17-29","(Fach-)Abitur","348","0.370944307629656","0.340808112551034","0.401080502708278"
"Grosse Sorgen","2000","17-29","AkademikerIn","94","0.355186037794192","0.29734775692858","0.413024318659803"
"Grosse Sorgen","2000","30-45","(noch) kein Abschluss","32","0.345054939283951","0.255398234447989","0.434711644119914"
"Grosse Sorgen","2000","30-45","Hauptschule","830","0.338259930563524","0.32015412135041","0.356365739776639"
"Grosse Sorgen","2000","30-45","Realschule","940","0.33955973600433","0.322124692600994","0.356994779407665"
"Grosse Sorgen","2000","30-45","(Fach-)Abitur","329","0.418206292242509","0.385045994639687","0.45136658984533"
"Grosse Sorgen","2000","30-45","AkademikerIn","586","0.350607651678059","0.327715627222457","0.373499676133661"
"Grosse Sorgen","2000","46-65","(noch) kein Abschluss","62","0.32799370067705","0.261412621381334","0.394574779972765"
"Grosse Sorgen","2000","46-65","Hauptschule","1298","0.314545767141328","0.300644539296017","0.32844699498664"
"Grosse Sorgen","2000","46-65","Realschule","482","0.360469975716362","0.335310345628169","0.385629605804556"
"Grosse Sorgen","2000","46-65","(Fach-)Abitur","123","0.356003526015016","0.305478396208105","0.406528655821927"
"Grosse Sorgen","2000","46-65","AkademikerIn","540","0.38339943551319","0.358330155513028","0.408468715513352"
"Grosse Sorgen","2000","66","(noch) kein Abschluss","","","",""
"Grosse Sorgen","2000","66","Hauptschule","","","",""
"Grosse Sorgen","2000","66","Realschule","","","",""
"Grosse Sorgen","2000","66","(Fach-)Abitur","","","",""
"Grosse Sorgen","2000","66","AkademikerIn","","","",""
"Einige Sorgen","2000","17-29","(noch) kein Abschluss","247","0.460311146892051","0.417716728850667","0.502905564933434"
"Einige Sorgen","2000","17-29","Hauptschule","549","0.474076074918926","0.445115943903475","0.503036205934377"
"Einige Sorgen","2000","17-29","Realschule","822","0.508176043761582","0.483702702662983","0.532649384860182"
"Einige Sorgen","2000","17-29","(Fach-)Abitur","510","0.501999285855154","0.470806364725813","0.533192206984494"
"Einige Sorgen","2000","17-29","AkademikerIn","143","0.542070839953068","0.481856852286388","0.602284827619749"
"Einige Sorgen","2000","30-45","(noch) kein Abschluss","44","0.373238799453233","0.282020776100438","0.464456822806028"
"Einige Sorgen","2000","30-45","Hauptschule","1329","0.486029405509655","0.466902295539761","0.50515651547955"
"Einige Sorgen","2000","30-45","Realschule","1521","0.528047815984761","0.509668311712806","0.546427320256715"
"Einige Sorgen","2000","30-45","(Fach-)Abitur","416","0.478701631601343","0.44511903560604","0.512284227596647"
"Einige Sorgen","2000","30-45","AkademikerIn","924","0.548632571794767","0.524758536885108","0.572506606704426"
"Einige Sorgen","2000","46-65","(noch) kein Abschluss","82","0.399430507201823","0.329970686639005","0.468890327764642"
"Einige Sorgen","2000","46-65","Hauptschule","2175","0.499749554567282","0.484780583204966","0.514718525929597"
"Einige Sorgen","2000","46-65","Realschule","720","0.493431764782012","0.467233546130509","0.519629983433515"
"Einige Sorgen","2000","46-65","(Fach-)Abitur","171","0.491306334438441","0.438553853394957","0.544058815481925"
"Einige Sorgen","2000","46-65","AkademikerIn","738","0.498239295880507","0.472459380998699","0.524019210762316"
"Einige Sorgen","2000","66","(noch) kein Abschluss","","","",""
"Einige Sorgen","2000","66","Hauptschule","","","",""
"Einige Sorgen","2000","66","Realschule","","","",""
"Einige Sorgen","2000","66","(Fach-)Abitur","","","",""
"Einige Sorgen","2000","66","AkademikerIn","","","",""
"Keine Sorgen","2000","17-29","(noch) kein Abschluss","102","0.199633834096452","0.165473929156012","0.233793739036891"
"Keine Sorgen","2000","17-29","Hauptschule","273","0.251787917777861","0.226614345972082","0.276961489583639"
"Keine Sorgen","2000","17-29","Realschule","294","0.176750946306592","0.158077356108502","0.195424536504681"
"Keine Sorgen","2000","17-29","(Fach-)Abitur","129","0.12705640651519","0.106279499803283","0.147833313227097"
"Keine Sorgen","2000","17-29","AkademikerIn","26","","",""
"Keine Sorgen","2000","30-45","(noch) kein Abschluss","32","0.281706261262816","0.196869222009896","0.366543300515736"
"Keine Sorgen","2000","30-45","Hauptschule","464","0.17571066392682","0.161146423278242","0.190274904575399"
"Keine Sorgen","2000","30-45","Realschule","373","0.13239244801091","0.119914549867734","0.144870346154086"
"Keine Sorgen","2000","30-45","(Fach-)Abitur","105","0.103092076156148","0.0826499906028244","0.123534161709471"
"Keine Sorgen","2000","30-45","AkademikerIn","159","0.100759776527174","0.0863186396981558","0.115200913356192"
"Keine Sorgen","2000","46-65","(noch) kein Abschluss","47","0.272575792121127","0.209426436446708","0.335725147795546"
"Keine Sorgen","2000","46-65","Hauptschule","813","0.18570467829139","0.174062763941202","0.197346592641578"
"Keine Sorgen","2000","46-65","Realschule","197","0.146098259501626","0.12758999470808","0.164606524295171"
"Keine Sorgen","2000","46-65","(Fach-)Abitur","51","0.152690139546543","0.11473547391987","0.190644805173215"
"Keine Sorgen","2000","46-65","AkademikerIn","167","0.118361268606302","0.101705514384051","0.135017022828554"
"Keine Sorgen","2000","66","(noch) kein Abschluss","","","",""
"Keine Sorgen","2000","66","Hauptschule","","","",""
"Keine Sorgen","2000","66","Realschule","","","",""
"Keine Sorgen","2000","66","(Fach-)Abitur","","","",""
"Keine Sorgen","2000","66","AkademikerIn","","","",""
"Grosse Sorgen","2001","17-29","(noch) kein Abschluss","233","0.375705738273869","0.33618921114046","0.415222265407278"
"Grosse Sorgen","2001","17-29","Hauptschule","326","0.328768240274413","0.298943077823255","0.358593402725571"
"Grosse Sorgen","2001","17-29","Realschule","478","0.355519332845058","0.330023141074425","0.38101552461569"
"Grosse Sorgen","2001","17-29","(Fach-)Abitur","383","0.439640478658329","0.407177218175133","0.472103739141526"
"Grosse Sorgen","2001","17-29","AkademikerIn","87","0.376413722433241","0.313108749040916","0.439718695825566"
"Grosse Sorgen","2001","30-45","(noch) kein Abschluss","29","","",""
"Grosse Sorgen","2001","30-45","Hauptschule","770","0.346618798859861","0.326946309842469","0.366291287877253"
"Grosse Sorgen","2001","30-45","Realschule","1009","0.38667102497925","0.368023766052008","0.405318283906491"
"Grosse Sorgen","2001","30-45","(Fach-)Abitur","345","0.42277578365041","0.388713815882718","0.456837751418102"
"Grosse Sorgen","2001","30-45","AkademikerIn","584","0.380755411895176","0.356017024527713","0.40549379926264"
"Grosse Sorgen","2001","46-65","(noch) kein Abschluss","38","0.249182885492173","0.176487838116416","0.321877932867929"
"Grosse Sorgen","2001","46-65","Hauptschule","1263","0.336597204279946","0.321499014403722","0.351695394156169"
"Grosse Sorgen","2001","46-65","Realschule","514","0.371465171401469","0.345746888426103","0.397183454376835"
"Grosse Sorgen","2001","46-65","(Fach-)Abitur","143","0.419459897722442","0.367613354614466","0.471306440830418"
"Grosse Sorgen","2001","46-65","AkademikerIn","596","0.433139597803174","0.407118564558079","0.459160631048269"
"Grosse Sorgen","2001","66","(noch) kein Abschluss","","","",""
"Grosse Sorgen","2001","66","Hauptschule","","","",""
"Grosse Sorgen","2001","66","Realschule","","","",""
"Grosse Sorgen","2001","66","(Fach-)Abitur","","","",""
"Grosse Sorgen","2001","66","AkademikerIn","","","",""
"Einige Sorgen","2001","17-29","(noch) kein Abschluss","243","0.431731391302022","0.391316275152397","0.472146507451646"
"Einige Sorgen","2001","17-29","Hauptschule","426","0.449860598828413","0.418275881504987","0.481445316151839"
"Einige Sorgen","2001","17-29","Realschule","666","0.479388922682285","0.45277925453821","0.505998590826359"
"Einige Sorgen","2001","17-29","(Fach-)Abitur","414","0.436851409388911","0.404410853010954","0.469291965766868"
"Einige Sorgen","2001","17-29","AkademikerIn","116","0.527970982874359","0.462741158733119","0.593200807015599"
"Einige Sorgen","2001","30-45","(noch) kein Abschluss","30","0.373358066787367","0.265320392981044","0.48139574059369"
"Einige Sorgen","2001","30-45","Hauptschule","1100","0.492774118047531","0.472107253874149","0.513440982220913"
"Einige Sorgen","2001","30-45","Realschule","1312","0.497883112353299","0.478737751458083","0.517028473248515"
"Einige Sorgen","2001","30-45","(Fach-)Abitur","385","0.483672438405707","0.449215178801157","0.518129698010257"
"Einige Sorgen","2001","30-45","AkademikerIn","784","0.537853277038117","0.512452963252077","0.563253590824157"
"Einige Sorgen","2001","46-65","(noch) kein Abschluss","70","0.54893423007327","0.465304878613914","0.632563581532626"
"Einige Sorgen","2001","46-65","Hauptschule","1853","0.492063286184615","0.476089926701338","0.508036645667891"
"Einige Sorgen","2001","46-65","Realschule","643","0.476740932938921","0.450157084727535","0.503324781150307"
"Einige Sorgen","2001","46-65","(Fach-)Abitur","163","0.462626904227558","0.410241310378277","0.51501249807684"
"Einige Sorgen","2001","46-65","AkademikerIn","633","0.438007807242048","0.411953555816792","0.464062058667303"
"Einige Sorgen","2001","66","(noch) kein Abschluss","","","",""
"Einige Sorgen","2001","66","Hauptschule","","","",""
"Einige Sorgen","2001","66","Realschule","","","",""
"Einige Sorgen","2001","66","(Fach-)Abitur","","","",""
"Einige Sorgen","2001","66","AkademikerIn","","","",""
"Keine Sorgen","2001","17-29","(noch) kein Abschluss","101","0.192562870424109","0.160389184485852","0.224736556362365"
"Keine Sorgen","2001","17-29","Hauptschule","201","0.221371160897174","0.195012253485869","0.24773006830848"
"Keine Sorgen","2001","17-29","Realschule","210","0.165091744472658","0.145316547645424","0.184866941299891"
"Keine Sorgen","2001","17-29","(Fach-)Abitur","101","0.12350811195276","0.101988639789832","0.145027584115687"
"Keine Sorgen","2001","17-29","AkademikerIn","22","","",""
"Keine Sorgen","2001","30-45","(noch) kein Abschluss","18","","",""
"Keine Sorgen","2001","30-45","Hauptschule","378","0.160607083092608","0.145429069585978","0.175785096599239"
"Keine Sorgen","2001","30-45","Realschule","299","0.115445862667452","0.103209598591147","0.127682126743757"
"Keine Sorgen","2001","30-45","(Fach-)Abitur","78","0.0935517779438831","0.0734728771395212","0.113630678748245"
"Keine Sorgen","2001","30-45","AkademikerIn","112","0.0813913110667065","0.0674606562874881","0.0953219658459249"
"Keine Sorgen","2001","46-65","(noch) kein Abschluss","28","","",""
"Keine Sorgen","2001","46-65","Hauptschule","647","0.17133950953544","0.159300297650891","0.183378721419988"
"Keine Sorgen","2001","46-65","Realschule","199","0.15179389565961","0.132695534732071","0.170892256587149"
"Keine Sorgen","2001","46-65","(Fach-)Abitur","42","0.11791319805","0.0840291459894853","0.151797250110514"
"Keine Sorgen","2001","46-65","AkademikerIn","164","0.128852594954778","0.111258580637001","0.146446609272556"
"Keine Sorgen","2001","66","(noch) kein Abschluss","","","",""
"Keine Sorgen","2001","66","Hauptschule","","","",""
"Keine Sorgen","2001","66","Realschule","","","",""
"Keine Sorgen","2001","66","(Fach-)Abitur","","","",""
"Keine Sorgen","2001","66","AkademikerIn","","","",""
"Grosse Sorgen","2002","17-29","(noch) kein Abschluss","229","0.358554863587098","0.321224602337522","0.395885124836673"
"Grosse Sorgen","2002","17-29","Hauptschule","203","0.227684998284623","0.199122422718022","0.256247573851224"
"Grosse Sorgen","2002","17-29","Realschule","356","0.282922461476425","0.258409551152804","0.307435371800047"
"Grosse Sorgen","2002","17-29","(Fach-)Abitur","286","0.314503341547833","0.285462603445845","0.34354407964982"
"Grosse Sorgen","2002","17-29","AkademikerIn","55","0.234877120474457","0.179608347502809","0.290145893446105"
"Grosse Sorgen","2002","30-45","(noch) kein Abschluss","21","","",""
"Grosse Sorgen","2002","30-45","Hauptschule","589","0.305400314874374","0.285443220657217","0.325357409091531"
"Grosse Sorgen","2002","30-45","Realschule","735","0.287738974005812","0.270424086831893","0.305053861179731"
"Grosse Sorgen","2002","30-45","(Fach-)Abitur","275","0.322421573818678","0.291644802206473","0.353198345430883"
"Grosse Sorgen","2002","30-45","AkademikerIn","498","0.27198277184045","0.251002179369297","0.292963364311603"
"Grosse Sorgen","2002","46-65","(noch) kein Abschluss","26","","",""
"Grosse Sorgen","2002","46-65","Hauptschule","934","0.263611716735242","0.249207327636725","0.278016105833759"
"Grosse Sorgen","2002","46-65","Realschule","465","0.285714521432316","0.263654679903007","0.307774362961625"
"Grosse Sorgen","2002","46-65","(Fach-)Abitur","131","0.292032220452939","0.249005169912255","0.335059270993623"
"Grosse Sorgen","2002","46-65","AkademikerIn","678","0.324534605022842","0.304227300543354","0.34484190950233"
"Grosse Sorgen","2002","66","(noch) kein Abschluss","","","",""
"Grosse Sorgen","2002","66","Hauptschule","","","",""
"Grosse Sorgen","2002","66","Realschule","","","",""
"Grosse Sorgen","2002","66","(Fach-)Abitur","","","",""
"Grosse Sorgen","2002","66","AkademikerIn","","","",""
"Einige Sorgen","2002","17-29","(noch) kein Abschluss","298","0.457818700111455","0.419037388487301","0.49660001173561"
"Einige Sorgen","2002","17-29","Hauptschule","413","0.503445992893264","0.469390073257001","0.537501912529526"
"Einige Sorgen","2002","17-29","Realschule","670","0.496914309240152","0.469703601554081","0.524125016926223"
"Einige Sorgen","2002","17-29","(Fach-)Abitur","537","0.539168678522372","0.507992299741086","0.570345057303658"
"Einige Sorgen","2002","17-29","AkademikerIn","142","0.613729147747396","0.55025041982202","0.677207875672773"
"Einige Sorgen","2002","30-45","(noch) kein Abschluss","43","0.454016001189998","0.34352514808364","0.564506854296356"
"Einige Sorgen","2002","30-45","Hauptschule","1112","0.536878724834296","0.515272408031041","0.558485041637551"
"Einige Sorgen","2002","30-45","Realschule","1486","0.554677534988736","0.535668576566747","0.573686493410726"
"Einige Sorgen","2002","30-45","(Fach-)Abitur","497","0.557622969029173","0.524919197353178","0.590326740705167"
"Einige Sorgen","2002","30-45","AkademikerIn","1026","0.608663991218566","0.585652755967717","0.631675226469416"
"Einige Sorgen","2002","46-65","(noch) kein Abschluss","67","0.595903196118713","0.506603565691075","0.685202826546351"
"Einige Sorgen","2002","46-65","Hauptschule","2013","0.555554682217816","0.539309236611867","0.571800127823765"
"Einige Sorgen","2002","46-65","Realschule","887","0.554325316782294","0.530054093811881","0.578596539752706"
"Einige Sorgen","2002","46-65","(Fach-)Abitur","232","0.559035570489272","0.512052548749677","0.606018592228867"
"Einige Sorgen","2002","46-65","AkademikerIn","1137","0.554415910773893","0.532858187034052","0.575973634513734"
"Einige Sorgen","2002","66","(noch) kein Abschluss","","","",""
"Einige Sorgen","2002","66","Hauptschule","","","",""
"Einige Sorgen","2002","66","Realschule","","","",""
"Einige Sorgen","2002","66","(Fach-)Abitur","","","",""
"Einige Sorgen","2002","66","AkademikerIn","","","",""
"Keine Sorgen","2002","17-29","(noch) kein Abschluss","107","0.183626436301447","0.153488359773491","0.213764512829403"
"Keine Sorgen","2002","17-29","Hauptschule","212","0.268869008822113","0.238669429570509","0.299068588073717"
"Keine Sorgen","2002","17-29","Realschule","271","0.220163229283423","0.197612927884121","0.242713530682725"
"Keine Sorgen","2002","17-29","(Fach-)Abitur","159","0.146327979929795","0.124222417997378","0.168433541862213"
"Keine Sorgen","2002","17-29","AkademikerIn","29","","",""
"Keine Sorgen","2002","30-45","(noch) kein Abschluss","14","","",""
