year,bula_h,pgisced97,plj0047,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2020,Bavaria,Post-secondary Non-tertiary Level,Very concerned,0.2153846153846154,42741,0.21148726473938576,0.21928196602984504
2020,Bavaria,Post-secondary Non-tertiary Level,Not concerned at all,0.20307692307692307,42741,0.1992629974429549,0.20689084871089125
2020,Bavaria,First Stage of Tertiary Education,Somewhat concerned,0.5145228215767634,42741,0.5097845443944428,0.5192610987590841
2020,Bavaria,First Stage of Tertiary Education,Very concerned,0.3775933609958506,42741,0.3729973293012139,0.38218939269048735
2020,Bavaria,First Stage of Tertiary Education,Not concerned at all,0.1078838174273859,42741,0.1049426307288567,0.11082500412591509
2020,Bavaria,Second Stage of Tertiary Education,Somewhat concerned,0.5102880658436214,42741,0.5055487922422868,0.515027339444956
2020,Bavaria,Second Stage of Tertiary Education,Very concerned,0.3300411522633745,42741,0.3255831340069439,0.3344991705198051
2020,Bavaria,Second Stage of Tertiary Education,Not concerned at all,0.15967078189300413,42741,0.15619805052486258,0.16314351326114568
2020,Berlin,Pre-primary Level,Very concerned,0.5384615384615384,42741,0.5337353065879058,0.5431877703351711
2020,Berlin,Pre-primary Level,Somewhat concerned,0.23076923076923078,42741,0.22677483579239666,0.2347636257460649
2020,Berlin,Pre-primary Level,Not concerned at all,0.23076923076923078,42741,0.22677483579239666,0.2347636257460649
2020,Berlin,Primary Level,Not concerned at all,0.45901639344262296,42741,0.4542920671796613,0.4637407197055846
2020,Berlin,Primary Level,Somewhat concerned,0.4098360655737705,42741,0.40517349786538265,0.41449863328215836
2020,Berlin,Primary Level,Very concerned,0.13114754098360656,42741,0.12794726947474852,0.1343478124924646
2020,Berlin,Lower Secondary Level,Somewhat concerned,0.415929203539823,42741,0.4112564143868099,0.4206019926928361
2020,Berlin,Lower Secondary Level,Very concerned,0.336283185840708,42741,0.3318042203289839,0.3407621513524321
2020,Berlin,Lower Secondary Level,Not concerned at all,0.24778761061946902,42741,0.243694591560812,0.251880629678126
2020,Berlin,Upper Secondary Level,Somewhat concerned,0.4601063829787234,42741,0.45538121820699207,0.46483154775045477
2020,Berlin,Upper Secondary Level,Very concerned,0.39095744680851063,42741,0.386331269271949,0.39558362434507227
2020,Berlin,Upper Secondary Level,Not concerned at all,0.14893617021276595,42741,0.14556085070383518,0.15231148972169672
2020,Berlin,Post-secondary Non-tertiary Level,Somewhat concerned,0.4945054945054945,42741,0.48976550355799586,0.4992454854529932
2020,Berlin,Post-secondary Non-tertiary Level,Very concerned,0.34065934065934067,42741,0.3361662124451256,0.3451524688735557
2020,Berlin,Post-secondary Non-tertiary Level,Not concerned at all,0.16483516483516483,42741,0.1613175785025098,0.16835275116781986
2020,Berlin,First Stage of Tertiary Education,Very concerned,0.574468085106383,42741,0.5697806771395992,0.5791554930731668
2020,Berlin,First Stage of Tertiary Education,Somewhat concerned,0.3191489361702128,42741,0.3147296055575452,0.32356826678288036
2020,Berlin,First Stage of Tertiary Education,Not concerned at all,0.10638297872340426,42741,0.10345986628278099,0.10930609116402752
2020,Berlin,Second Stage of Tertiary Education,Somewhat concerned,0.4817391304347826,42741,0.4770020156990405,0.48647624517052473
2020,Berlin,Second Stage of Tertiary Education,Very concerned,0.38608695652173913,42741,0.38147133991686233,0.39070257312661594
2020,Berlin,Second Stage of Tertiary Education,Not concerned at all,0.13217391304347825,42741,0.12896304131588324,0.13538478477107327
2020,Brandenburg,Pre-primary Level,Somewhat concerned,0.5454545454545454,42741,0.5407338968455596,0.5501751940635312
2020,Brandenburg,Pre-primary Level,Not concerned at all,0.2727272727272727,42741,0.2685049962522399,0.2769495492023055
2020,Brandenburg,Pre-primary Level,Very concerned,0.18181818181818182,42741,0.178161583129002,0.18547478050736166
2020,Brandenburg,Primary Level,Somewhat concerned,0.5434782608695652,42741,0.538755939359242,0.5482005823798883
2020,Brandenburg,Primary Level,Not concerned at all,0.41304347826086957,42741,0.4083754381114442,0.4177115184102949
2020,Brandenburg,Primary Level,Very concerned,0.043478260869565216,42741,0.04154488080478168,0.045411640934348754
2020,Brandenburg,Lower Secondary Level,Somewhat concerned,0.5368421052631579,42741,0.5321147139497234,0.5415694965765924
2020,Brandenburg,Lower Secondary Level,Not concerned at all,0.2631578947368421,42741,0.25898315744948036,0.2673326320242038
2020,Brandenburg,Lower Secondary Level,Very concerned,0.2,42741,0.19620777826384456,0.20379222173615547
2020,Brandenburg,Upper Secondary Level,Somewhat concerned,0.5311284046692607,42741,0.5263973228623935,0.5358594864761279
2020,Brandenburg,Upper Secondary Level,Very concerned,0.301556420233463,42741,0.2972054743039093,0.3059073661630167
2020,Brandenburg,Upper Secondary Level,Not concerned at all,0.16731517509727625,42741,0.16377649158162363,0.17085385861292887
2020,Brandenburg,Post-secondary Non-tertiary Level,Somewhat concerned,0.46835443037974683,42741,0.4636236569625869,0.4730852037969068
2020,Brandenburg,Post-secondary Non-tertiary Level,Very concerned,0.3291139240506329,42741,0.3246590928844541,0.3335687552168117
2020,Brandenburg,Post-secondary Non-tertiary Level,Not concerned at all,0.20253164556962025,42741,0.1987215408998933,0.2063417502393472
2020,Brandenburg,First Stage of Tertiary Education,Somewhat concerned,0.5,42741,0.4952597228298057,0.5047402771701943
2020,Brandenburg,First Stage of Tertiary Education,Very concerned,0.2894736842105263,42741,0.28517408118429444,0.2937732872367582
2020,Brandenburg,First Stage of Tertiary Education,Not concerned at all,0.21052631578947367,42741,0.20666126009756422,0.21439137148138313
2020,Brandenburg,Second Stage of Tertiary Education,Somewhat concerned,0.5680272108843537,42741,0.5633310118220712,0.5727234099466362
2020,Brandenburg,Second Stage of Tertiary Education,Very concerned,0.3333333333333333,42741,0.3288641571576691,0.33780250950899754
2020,Brandenburg,Second Stage of Tertiary Education,Not concerned at all,0.09863945578231292,42741,0.09581256950679183,0.10146634205783402
2020,Mecklenburg-Western Pomerania,Pre-primary Level,Very concerned,0.5,42741,0.4952597228298057,0.5047402771701943
2020,Mecklenburg-Western Pomerania,Pre-primary Level,Somewhat concerned,0.5,42741,0.4952597228298057,0.5047402771701943
2020,Mecklenburg-Western Pomerania,Primary Level,Not concerned at all,0.5,42741,0.4952597228298057,0.5047402771701943
2020,Mecklenburg-Western Pomerania,Primary Level,Somewhat concerned,0.375,42741,0.3704102463658575,0.3795897536341425
2020,Mecklenburg-Western Pomerania,Primary Level,Very concerned,0.125,42741,0.1218646013655372,0.1281353986344628
2020,Mecklenburg-Western Pomerania,Lower Secondary Level,Somewhat concerned,0.4146341463414634,42741,0.4099634680302846,0.4193048246526422
2020,Mecklenburg-Western Pomerania,Lower Secondary Level,Very concerned,0.3902439024390244,42741,0.38561924178517626,0.39486856309287255
2020,Mecklenburg-Western Pomerania,Lower Secondary Level,Not concerned at all,0.1951219512195122,42741,0.1913648591434851,0.1988790432955393
2020,Mecklenburg-Western Pomerania,Upper Secondary Level,Somewhat concerned,0.597457627118644,42741,0.592808268050713,0.6021069861865751
2020,Mecklenburg-Western Pomerania,Upper Secondary Level,Very concerned,0.2330508474576271,42741,0.22904271227062603,0.23705898264462819
2020,Mecklenburg-Western Pomerania,Upper Secondary Level,Not concerned at all,0.1694915254237288,42741,0.1659345590444684,0.1730484918029892
2020,Mecklenburg-Western Pomerania,Post-secondary Non-tertiary Level,Somewhat concerned,0.45161290322580644,42741,0.4468948751977506,0.45633093125386226
2020,Mecklenburg-Western Pomerania,Post-secondary Non-tertiary Level,Not concerned at all,0.2903225806451613,42741,0.28601925082354634,0.2946259104667763
2020,Mecklenburg-Western Pomerania,Post-secondary Non-tertiary Level,Very concerned,0.25806451612903225,42741,0.2539161130348731,0.2622129192231914
2020,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,Somewhat concerned,0.5581395348837209,42741,0.5534314129969784,0.5628476567704634
2020,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,Very concerned,0.3953488372093023,42741,0.3907135525392114,0.3999841218793932
2020,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,Not concerned at all,0.046511627906976744,42741,0.044515114630807914,0.04850814118314557
2020,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Somewhat concerned,0.5342465753424658,42741,0.5295174303025462,0.5389757203823854
2020,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Very concerned,0.3424657534246575,42741,0.3379669036160354,0.34696460323327966
2020,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Not concerned at all,0.1232876712328767,42741,0.12017077665521468,0.12640456581053872
2020,Saxony,Pre-primary Level,Very concerned,0.6190476190476191,42741,0.6144436636589221,0.623651574436316
2020,Saxony,Pre-primary Level,Somewhat concerned,0.3333333333333333,42741,0.3288641571576691,0.33780250950899754
2020,Saxony,Pre-primary Level,Not concerned at all,0.047619047619047616,42741,0.04560007962195336,0.049638015616141874
2020,Saxony,Primary Level,Not concerned at all,0.7966101694915254,42741,0.7927940560877109,0.8004262828953399
2020,Saxony,Primary Level,Somewhat concerned,0.2033898305084746,42741,0.19957371710466013,0.20720594391228905
2020,Saxony,Lower Secondary Level,Somewhat concerned,0.3925925925925926,42741,0.3879629781483377,0.3972222070368475
2020,Saxony,Lower Secondary Level,Not concerned at all,0.34074074074074073,42741,0.3362473531404728,0.34523412834100864
2020,Saxony,Lower Secondary Level,Very concerned,0.26666666666666666,42741,0.26247420779311403,0.2708591255402193
2020,Saxony,Upper Secondary Level,Somewhat concerned,0.5055710306406686,42741,0.5008310477217168,0.5103110135596203
2020,Saxony,Upper Secondary Level,Very concerned,0.30919220055710306,42741,0.3048106622494,0.3135737388648061
2020,Saxony,Upper Secondary Level,Not concerned at all,0.18523676880222842,42741,0.18155367278333434,0.1889198648211225
2020,Saxony,Post-secondary Non-tertiary Level,Somewhat concerned,0.6385542168674698,42741,0.6339995753392402,0.6431088583956994
2020,Saxony,Post-secondary Non-tertiary Level,Very concerned,0.25301204819277107,42741,0.24889049288970747,0.2571336034958347
2020,Saxony,Post-secondary Non-tertiary Level,Not concerned at all,0.10843373493975904,42741,0.10548597064525678,0.1113814992342613
2020,Saxony,First Stage of Tertiary Education,Somewhat concerned,0.5327868852459017,42741,0.5280568104597066,0.5375169600320967
2020,Saxony,First Stage of Tertiary Education,Very concerned,0.29508196721311475,42741,0.2907580797994141,0.2994058546268154
2020,Saxony,First Stage of Tertiary Education,Not concerned at all,0.1721311475409836,42741,0.16855229144951178,0.17571000363245542
2020,Saxony,Second Stage of Tertiary Education,Somewhat concerned,0.5082644628099173,42741,0.5035248332185744,0.5130040924012602
2020,Saxony,Second Stage of Tertiary Education,Very concerned,0.39669421487603307,42741,0.3920562184432105,0.40133221130885566
2020,Saxony,Second Stage of Tertiary Education,Not concerned at all,0.09504132231404959,42741,0.09226094112685677,0.0978217035012424
2020,Saxony-Anhalt,Pre-primary Level,Somewhat concerned,0.5294117647058824,42741,0.5246796958140025,0.5341438335977622
2020,Saxony-Anhalt,Pre-primary Level,Very concerned,0.35294117647058826,42741,0.348410565437732,0.3574717875034445
2020,Saxony-Anhalt,Pre-primary Level,Not concerned at all,0.11764705882352941,42741,0.1145925214883033,0.12070159615875552
2020,Saxony-Anhalt,Primary Level,Not concerned at all,0.5172413793103449,42741,0.5125039212169209,0.5219788374037688
2020,Saxony-Anhalt,Primary Level,Somewhat concerned,0.25862068965517243,42741,0.25446937554516125,0.2627720037651836
2020,Saxony-Anhalt,Primary Level,Very concerned,0.22413793103448276,42741,0.2201844134816053,0.22809144858736022
2020,Saxony-Anhalt,Lower Secondary Level,Somewhat concerned,0.42528735632183906,42741,0.4206002981524197,0.4299744144912584
2020,Saxony-Anhalt,Lower Secondary Level,Not concerned at all,0.3563218390804598,42741,0.3517814890048872,0.36086218915603235
2020,Saxony-Anhalt,Lower Secondary Level,Very concerned,0.21839080459770116,42741,0.21447387526712763,0.2223077339282747
2020,Saxony-Anhalt,Upper Secondary Level,Somewhat concerned,0.5186915887850467,42741,0.5139546250462194,0.5234285525238741
2020,Saxony-Anhalt,Upper Secondary Level,Very concerned,0.29439252336448596,42741,0.2900715786776268,0.29871346805134513
2020,Saxony-Anhalt,Upper Secondary Level,Not concerned at all,0.18691588785046728,42741,0.18321995069248573,0.19061182500844884
2020,Saxony-Anhalt,Post-secondary Non-tertiary Level,Somewhat concerned,0.48148148148148145,42741,0.4767444566459206,0.48621850631704233
2020,Saxony-Anhalt,Post-secondary Non-tertiary Level,Very concerned,0.42592592592592593,42741,0.4212379568635764,0.43061389498827546
2020,Saxony-Anhalt,Post-secondary Non-tertiary Level,Not concerned at all,0.09259259259259259,42741,0.08984455281876985,0.09534063236641532
2020,Saxony-Anhalt,First Stage of Tertiary Education,Somewhat concerned,0.46875,42741,0.46401899024271703,0.47348100975728297
2020,Saxony-Anhalt,First Stage of Tertiary Education,Very concerned,0.421875,42741,0.41719294509771376,0.42655705490228624
2020,Saxony-Anhalt,First Stage of Tertiary Education,Not concerned at all,0.109375,42741,0.10641603242765399,0.11233396757234601
2020,Saxony-Anhalt,Second Stage of Tertiary Education,Somewhat concerned,0.5619834710743802,42741,0.5572797587506847,0.5666871833980757
2020,Saxony-Anhalt,Second Stage of Tertiary Education,Very concerned,0.3677685950413223,42741,0.36319709124667793,0.3723400988359667
2020,Saxony-Anhalt,Second Stage of Tertiary Education,Not concerned at all,0.07024793388429752,42741,0.06782504171891547,0.07267082604967957
2020,Thuringa,Pre-primary Level,Somewhat concerned,0.75,42741,0.7458947995496323,0.7541052004503677
2020,Thuringa,Pre-primary Level,Very concerned,0.125,42741,0.1218646013655372,0.1281353986344628
2020,Thuringa,Pre-primary Level,Not concerned at all,0.125,42741,0.1218646013655372,0.1281353986344628
2020,Thuringa,Primary Level,Not concerned at all,0.7,42741,0.6956554642105026,0.7043445357894973
2020,Thuringa,Primary Level,Very concerned,0.15,42741,0.14661476498576015,0.15338523501423984
2020,Thuringa,Primary Level,Somewhat concerned,0.15,42741,0.14661476498576015,0.15338523501423984
2020,Thuringa,Lower Secondary Level,Not concerned at all,0.423728813559322,42741,0.4190440121783667,0.42841361494027735
2020,Thuringa,Lower Secondary Level,Very concerned,0.3050847457627119,42741,0.300719487921597,0.3094500036038268
2020,Thuringa,Lower Secondary Level,Somewhat concerned,0.2711864406779661,42741,0.2669716506940066,0.2754012306619256
2020,Thuringa,Upper Secondary Level,Somewhat concerned,0.43917525773195876,42741,0.43447018602104975,0.44388032944286776
2020,Thuringa,Upper Secondary Level,Very concerned,0.2927835051546392,42741,0.28846947451321925,0.29709753579605913
2020,Thuringa,Upper Secondary Level,Not concerned at all,0.26804123711340205,42741,0.26384192798588735,0.27224054624091676
2020,Thuringa,Post-secondary Non-tertiary Level,Somewhat concerned,0.42857142857142855,42741,0.4238797709138655,0.4332630862289916
2020,Thuringa,Post-secondary Non-tertiary Level,Not concerned at all,0.2857142857142857,42741,0.2814314078290538,0.2899971635995176
2020,Thuringa,Post-secondary Non-tertiary Level,Very concerned,0.2857142857142857,42741,0.2814314078290538,0.2899971635995176
2020,Thuringa,First Stage of Tertiary Education,Somewhat concerned,0.5373134328358209,42741,0.5325863737973472,0.5420404918742946
2020,Thuringa,First Stage of Tertiary Education,Very concerned,0.34328358208955223,42741,0.33878216572552783,0.34778499845357663
