"plj0047","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Grosse Sorgen","2014","16-34 Jahre alt","(noch) kein Abschluss","143","0.232987778044691","0.198643506390459","0.267332049698923"
"Grosse Sorgen","2014","16-34 Jahre alt","Hauptschulabschluss","315","0.221071442846965","0.198470407067955","0.243672478625974"
"Grosse Sorgen","2014","16-34 Jahre alt","Realschulabschluss","295","0.175850682785317","0.157191232711727","0.194510132858907"
"Grosse Sorgen","2014","16-34 Jahre alt","(Fach-)Abitur","342","0.20060614730756","0.180401280499924","0.220811014115197"
"Grosse Sorgen","2014","16-34 Jahre alt","AkademikerInnen","173","0.166601982744679","0.142907207004745","0.190296758484613"
"Grosse Sorgen","2014","35-65 Jahre alt","(noch) kein Abschluss","85","0.244200800768794","0.198400693363229","0.290000908174359"
"Grosse Sorgen","2014","35-65 Jahre alt","Hauptschulabschluss","1026","0.237218295759995","0.224435567022987","0.250001024497004"
"Grosse Sorgen","2014","35-65 Jahre alt","Realschulabschluss","1015","0.223173334723151","0.210953540983216","0.235393128463085"
"Grosse Sorgen","2014","35-65 Jahre alt","(Fach-)Abitur","496","0.235653489890067","0.21793107400188","0.253375905778255"
"Grosse Sorgen","2014","35-65 Jahre alt","AkademikerInnen","776","0.186368001429441","0.174445653324501","0.198290349534382"
"Grosse Sorgen","2014","66 und älter","(noch) kein Abschluss","","","",""
"Grosse Sorgen","2014","66 und älter","Hauptschulabschluss","517","0.19244459883847","0.177375342368439","0.207513855308501"
"Grosse Sorgen","2014","66 und älter","Realschulabschluss","185","0.211033059283759","0.182863164788621","0.239202953778897"
"Grosse Sorgen","2014","66 und älter","(Fach-)Abitur","66","0.247479494785573","0.19409194248869","0.300867047082456"
"Grosse Sorgen","2014","66 und älter","AkademikerInnen","270","0.242563798793025","0.2179292702315","0.267198327354549"
"Einige Sorgen","2014","16-34 Jahre alt","(noch) kein Abschluss","271","0.408624722151707","0.368687256646879","0.448562187656535"
"Einige Sorgen","2014","16-34 Jahre alt","Hauptschulabschluss","560","0.44310265056709","0.416047313047164","0.470157988087017"
"Einige Sorgen","2014","16-34 Jahre alt","Realschulabschluss","869","0.528547032984317","0.50407979955405","0.553014266414585"
"Einige Sorgen","2014","16-34 Jahre alt","(Fach-)Abitur","802","0.557122242070081","0.532059957628703","0.582184526511459"
"Einige Sorgen","2014","16-34 Jahre alt","AkademikerInnen","551","0.5937745352361","0.562543912458655","0.625005158013546"
"Einige Sorgen","2014","35-65 Jahre alt","(noch) kein Abschluss","143","0.460317727516271","0.407181873213062","0.51345358181948"
"Einige Sorgen","2014","35-65 Jahre alt","Hauptschulabschluss","2226","0.532328845938972","0.517335117520815","0.547322574357128"
"Einige Sorgen","2014","35-65 Jahre alt","Realschulabschluss","2590","0.577758304823124","0.563262767506261","0.592253842139988"
"Einige Sorgen","2014","35-65 Jahre alt","(Fach-)Abitur","1199","0.533397102455154","0.512564674709195","0.554229530201112"
"Einige Sorgen","2014","35-65 Jahre alt","AkademikerInnen","2525","0.614239302924392","0.599335746921921","0.629142858926864"
"Einige Sorgen","2014","66 und älter","(noch) kein Abschluss","","","",""
"Einige Sorgen","2014","66 und älter","Hauptschulabschluss","1426","0.542288918793924","0.523244668685523","0.561333168902326"
"Einige Sorgen","2014","66 und älter","Realschulabschluss","467","0.58493359928224","0.550916862941779","0.618950335622701"
"Einige Sorgen","2014","66 und älter","(Fach-)Abitur","134","0.556790234803516","0.495334601918657","0.618245867688375"
"Einige Sorgen","2014","66 und älter","AkademikerInnen","680","0.554003216150162","0.525435189645823","0.582571242654502"
"Keine Sorgen","2014","16-34 Jahre alt","(noch) kein Abschluss","168","0.358387499803602","0.319429250386631","0.397345749220574"
"Keine Sorgen","2014","16-34 Jahre alt","Hauptschulabschluss","420","0.335825906585945","0.310103519436478","0.361548293735412"
"Keine Sorgen","2014","16-34 Jahre alt","Realschulabschluss","435","0.295602284230366","0.273236366582643","0.317968201878088"
"Keine Sorgen","2014","16-34 Jahre alt","(Fach-)Abitur","365","0.242271610622359","0.220653809661409","0.263889411583308"
"Keine Sorgen","2014","16-34 Jahre alt","AkademikerInnen","226","0.239623482019221","0.212480014692681","0.266766949345761"
"Keine Sorgen","2014","35-65 Jahre alt","(noch) kein Abschluss","110","0.295481471714935","0.246840630498614","0.344122312931257"
"Keine Sorgen","2014","35-65 Jahre alt","Hauptschulabschluss","1002","0.230452858301033","0.217797978850021","0.243107737752046"
"Keine Sorgen","2014","35-65 Jahre alt","Realschulabschluss","855","0.199068360453725","0.187349658562233","0.210787062345217"
"Keine Sorgen","2014","35-65 Jahre alt","(Fach-)Abitur","508","0.230949407654779","0.213350864223587","0.248547951085971"
"Keine Sorgen","2014","35-65 Jahre alt","AkademikerInnen","797","0.199392695646166","0.187159877757124","0.211625513535209"
"Keine Sorgen","2014","66 und älter","(noch) kein Abschluss","","","",""
"Keine Sorgen","2014","66 und älter","Hauptschulabschluss","686","0.265266482367606","0.248390894395123","0.282142070340088"
"Keine Sorgen","2014","66 und älter","Realschulabschluss","154","0.204033341434001","0.176211967122439","0.231854715745562"
"Keine Sorgen","2014","66 und älter","(Fach-)Abitur","51","0.195730270410911","0.14664614127413","0.244814399547693"
"Keine Sorgen","2014","66 und älter","AkademikerInnen","213","0.203432985056813","0.180297421713665","0.226568548399961"
"Grosse Sorgen","2015","16-34 Jahre alt","(noch) kein Abschluss","179","0.332494070666652","0.292423977992116","0.372564163341188"
"Grosse Sorgen","2015","16-34 Jahre alt","Hauptschulabschluss","316","0.282997241726748","0.257884717418067","0.308109766035428"
"Grosse Sorgen","2015","16-34 Jahre alt","Realschulabschluss","423","0.288170926128132","0.264580846511996","0.311761005744268"
"Grosse Sorgen","2015","16-34 Jahre alt","(Fach-)Abitur","512","0.339300773242159","0.316406670195271","0.362194876289047"
"Grosse Sorgen","2015","16-34 Jahre alt","AkademikerInnen","339","0.338933508471326","0.311856924746311","0.366010092196341"
"Grosse Sorgen","2015","35-65 Jahre alt","(noch) kein Abschluss","105","0.308948118364788","0.261610581919641","0.356285654809935"
"Grosse Sorgen","2015","35-65 Jahre alt","Hauptschulabschluss","1337","0.360924787011052","0.34604323740108","0.375806336621025"
"Grosse Sorgen","2015","35-65 Jahre alt","Realschulabschluss","1552","0.351417109315402","0.337147632235148","0.365686586395656"
"Grosse Sorgen","2015","35-65 Jahre alt","(Fach-)Abitur","718","0.318092286093581","0.298924765600806","0.337259806586356"
"Grosse Sorgen","2015","35-65 Jahre alt","AkademikerInnen","1269","0.3324964952122","0.318007044984751","0.346985945439649"
"Grosse Sorgen","2015","66 und älter","(noch) kein Abschluss","","","",""
"Grosse Sorgen","2015","66 und älter","Hauptschulabschluss","810","0.320371668339433","0.302253630259637","0.338489706419228"
"Grosse Sorgen","2015","66 und älter","Realschulabschluss","294","0.336189971359711","0.303993400577058","0.368386542142363"
"Grosse Sorgen","2015","66 und älter","(Fach-)Abitur","97","0.391955429993576","0.33215364347698","0.451757216510171"
"Grosse Sorgen","2015","66 und älter","AkademikerInnen","445","0.388508625068875","0.360792317572143","0.416224932565607"
"Einige Sorgen","2015","16-34 Jahre alt","(noch) kein Abschluss","228","0.457603271767048","0.415228836674908","0.499977706859188"
"Einige Sorgen","2015","16-34 Jahre alt","Hauptschulabschluss","533","0.446494607144963","0.418780053222784","0.474209161067141"
"Einige Sorgen","2015","16-34 Jahre alt","Realschulabschluss","696","0.51654617178114","0.490517707805299","0.542574635756981"
"Einige Sorgen","2015","16-34 Jahre alt","(Fach-)Abitur","763","0.470165661722028","0.446031911494523","0.494299411949533"
"Einige Sorgen","2015","16-34 Jahre alt","AkademikerInnen","576","0.49257444207095","0.463976410019085","0.521172474122816"
"Einige Sorgen","2015","35-65 Jahre alt","(noch) kein Abschluss","160","0.431928756797243","0.381181214933597","0.48267629866089"
"Einige Sorgen","2015","35-65 Jahre alt","Hauptschulabschluss","1903","0.472709251019149","0.457239406738575","0.488179095299722"
"Einige Sorgen","2015","35-65 Jahre alt","Realschulabschluss","2236","0.523903829311875","0.508976332268769","0.538831326354981"
"Einige Sorgen","2015","35-65 Jahre alt","(Fach-)Abitur","1142","0.520324223901783","0.499763543522657","0.540884904280909"
"Einige Sorgen","2015","35-65 Jahre alt","AkademikerInnen","2234","0.54173547442426","0.526411078859247","0.557059869989273"
"Einige Sorgen","2015","66 und älter","(noch) kein Abschluss","","","",""
"Einige Sorgen","2015","66 und älter","Hauptschulabschluss","1296","0.508863998861207","0.489452899737206","0.528275097985208"
"Einige Sorgen","2015","66 und älter","Realschulabschluss","441","0.562006633979148","0.528192378968678","0.595820888989619"
"Einige Sorgen","2015","66 und älter","(Fach-)Abitur","113","0.454616192860612","0.393620147553181","0.515612238168043"
"Einige Sorgen","2015","66 und älter","AkademikerInnen","608","0.482583154840239","0.454168248320158","0.510998061360319"
"Keine Sorgen","2015","16-34 Jahre alt","(noch) kein Abschluss","124","0.2099026575663","0.175264873571378","0.244540441561222"
"Keine Sorgen","2015","16-34 Jahre alt","Hauptschulabschluss","387","0.27050815112829","0.245743098486615","0.295273203769964"
"Keine Sorgen","2015","16-34 Jahre alt","Realschulabschluss","297","0.195282902090728","0.174635273047022","0.215930531134434"
"Keine Sorgen","2015","16-34 Jahre alt","(Fach-)Abitur","368","0.190533565035814","0.171544023545732","0.209523106525895"
"Keine Sorgen","2015","16-34 Jahre alt","AkademikerInnen","259","0.168492049457724","0.147081049428803","0.189903049486645"
"Keine Sorgen","2015","35-65 Jahre alt","(noch) kein Abschluss","101","0.259123124837969","0.214234773572095","0.304011476103842"
"Keine Sorgen","2015","35-65 Jahre alt","Hauptschulabschluss","761","0.166365961969799","0.15482654749807","0.177905376441528"
"Keine Sorgen","2015","35-65 Jahre alt","Realschulabschluss","512","0.124679061372723","0.114805034974483","0.134553087770963"
"Keine Sorgen","2015","35-65 Jahre alt","(Fach-)Abitur","408","0.161583490004636","0.146435501430433","0.17673147857884"
"Keine Sorgen","2015","35-65 Jahre alt","AkademikerInnen","558","0.12576803036354","0.115569676711351","0.135966384015729"
"Keine Sorgen","2015","66 und älter","(noch) kein Abschluss","","","",""
"Keine Sorgen","2015","66 und älter","Hauptschulabschluss","442","0.17076433279936","0.156153130666316","0.185375534932405"
"Keine Sorgen","2015","66 und älter","Realschulabschluss","92","0.101803394661141","0.081194145448862","0.12241264387342"
"Keine Sorgen","2015","66 und älter","(Fach-)Abitur","46","0.153428377145812","0.109280196851931","0.197576557439694"
"Keine Sorgen","2015","66 und älter","AkademikerInnen","135","0.128908220090887","0.109853080508534","0.14796335967324"
"Grosse Sorgen","2016","16-34 Jahre alt","(noch) kein Abschluss","245","0.323977827628089","0.299223511260664","0.348732143995514"
"Grosse Sorgen","2016","16-34 Jahre alt","Hauptschulabschluss","395","0.316312185481084","0.293228140357824","0.339396230604344"
"Grosse Sorgen","2016","16-34 Jahre alt","Realschulabschluss","509","0.37663239013645","0.349409530031727","0.403855250241173"
"Grosse Sorgen","2016","16-34 Jahre alt","(Fach-)Abitur","702","0.5019909040859","0.478931091171595","0.525050717000204"
"Grosse Sorgen","2016","16-34 Jahre alt","AkademikerInnen","527","0.521206709506655","0.494705799204809","0.547707619808502"
"Grosse Sorgen","2016","35-65 Jahre alt","(noch) kein Abschluss","175","0.388768796664129","0.358202046467113","0.419335546861144"
"Grosse Sorgen","2016","35-65 Jahre alt","Hauptschulabschluss","1655","0.461328005590475","0.445797796438503","0.476858214742447"
"Grosse Sorgen","2016","35-65 Jahre alt","Realschulabschluss","1949","0.487458138230315","0.471952624550658","0.502963651909972"
"Grosse Sorgen","2016","35-65 Jahre alt","(Fach-)Abitur","996","0.456484327724752","0.436552279070247","0.476416376379256"
"Grosse Sorgen","2016","35-65 Jahre alt","AkademikerInnen","1938","0.527600995585499","0.512315856179101","0.542886134991897"
"Grosse Sorgen","2016","66 und älter","(noch) kein Abschluss","","","",""
"Grosse Sorgen","2016","66 und älter","Hauptschulabschluss","1079","0.440319256210598","0.420446042822749","0.460192469598447"
"Grosse Sorgen","2016","66 und älter","Realschulabschluss","401","0.458714355220363","0.424670981387883","0.492757729052843"
"Grosse Sorgen","2016","66 und älter","(Fach-)Abitur","115","0.517997428195535","0.455042622546203","0.580952233844867"
"Grosse Sorgen","2016","66 und älter","AkademikerInnen","625","0.516555179295349","0.488281047105061","0.544829311485636"
"Einige Sorgen","2016","16-34 Jahre alt","(noch) kein Abschluss","394","0.452769770055111","0.426440636102069","0.479098904008153"
"Einige Sorgen","2016","16-34 Jahre alt","Hauptschulabschluss","565","0.442182915159312","0.417529793519686","0.466836036798938"
"Einige Sorgen","2016","16-34 Jahre alt","Realschulabschluss","522","0.442331234085801","0.414427343138703","0.470235125032899"
"Einige Sorgen","2016","16-34 Jahre alt","(Fach-)Abitur","663","0.369689424307986","0.347426355504327","0.391952493111646"
"Einige Sorgen","2016","16-34 Jahre alt","AkademikerInnen","490","0.376006380606633","0.350310148462004","0.401702612751263"
"Einige Sorgen","2016","35-65 Jahre alt","(noch) kein Abschluss","220","0.356965314679421","0.32692316411574","0.387007465243103"
"Einige Sorgen","2016","35-65 Jahre alt","Hauptschulabschluss","1546","0.412639585680518","0.397302318711778","0.427976852649258"
"Einige Sorgen","2016","35-65 Jahre alt","Realschulabschluss","1666","0.419979631258145","0.40466915990614","0.435290102610149"
"Einige Sorgen","2016","35-65 Jahre alt","(Fach-)Abitur","968","0.446094004113491","0.426202657133925","0.465985351093056"
"Einige Sorgen","2016","35-65 Jahre alt","AkademikerInnen","1666","0.401259780598251","0.386252771503372","0.41626678969313"
"Einige Sorgen","2016","66 und älter","(noch) kein Abschluss","33","0.527155603076539","0.411834077273748","0.64247712887933"
"Einige Sorgen","2016","66 und älter","Hauptschulabschluss","1012","0.438819867362551","0.418953962166447","0.458685772558655"
"Einige Sorgen","2016","66 und älter","Realschulabschluss","342","0.430296739824146","0.396470279579669","0.464123200068623"
"Einige Sorgen","2016","66 und älter","(Fach-)Abitur","98","0.347865761533118","0.287856987821699","0.407874535244537"
"Einige Sorgen","2016","66 und älter","AkademikerInnen","472","0.39460859602325","0.366954538377931","0.42226265366857"
"Keine Sorgen","2016","16-34 Jahre alt","(noch) kein Abschluss","734","0.2232524023168","0.201225630531301","0.245279174102299"
"Keine Sorgen","2016","16-34 Jahre alt","Hauptschulabschluss","599","0.241504899359604","0.220259524604377","0.262750274114831"
"Keine Sorgen","2016","16-34 Jahre alt","Realschulabschluss","186","0.181036375777749","0.159403311963505","0.202669439591993"
"Keine Sorgen","2016","16-34 Jahre alt","(Fach-)Abitur","441","0.128319671606114","0.112895052075463","0.143744291136764"
"Keine Sorgen","2016","16-34 Jahre alt","AkademikerInnen","348","0.102786909886711","0.0866768011811973","0.118897018592225"
"Keine Sorgen","2016","35-65 Jahre alt","(noch) kein Abschluss","582","0.25426588865645","0.226961222932846","0.281570554380054"
"Keine Sorgen","2016","35-65 Jahre alt","Hauptschulabschluss","757","0.126032408729007","0.115692922038274","0.136371895419739"
"Keine Sorgen","2016","35-65 Jahre alt","Realschulabschluss","377","0.0925622305115402","0.0835718482841121","0.101552612738968"
"Keine Sorgen","2016","35-65 Jahre alt","(Fach-)Abitur","435","0.0974216681617579","0.0855556994314767","0.109287636892039"
"Keine Sorgen","2016","35-65 Jahre alt","AkademikerInnen","494","0.0711392238162505","0.0632689111300586","0.0790095365024424"
"Keine Sorgen","2016","66 und älter","(noch) kein Abschluss","","","",""
"Keine Sorgen","2016","66 und älter","Hauptschulabschluss","306","0.120860876426851","0.107811620541503","0.133910132312199"
"Keine Sorgen","2016","66 und älter","Realschulabschluss","80","0.110988904955491","0.0895283204054865","0.132449489505496"
"Keine Sorgen","2016","66 und älter","(Fach-)Abitur","","","",""
"Keine Sorgen","2016","66 und älter","AkademikerInnen","103","0.0888362246814008","0.0727390099436177","0.104933439419184"
"Grosse Sorgen","2017","16-34 Jahre alt","(noch) kein Abschluss","310","0.34297934364673","0.32098833902312","0.36497034827034"
"Grosse Sorgen","2017","16-34 Jahre alt","Hauptschulabschluss","387","0.349442234378998","0.326710353675714","0.372174115082283"
"Grosse Sorgen","2017","16-34 Jahre alt","Realschulabschluss","538","0.378797765872242","0.353305717437711","0.404289814306774"
"Grosse Sorgen","2017","16-34 Jahre alt","(Fach-)Abitur","690","0.409569145581817","0.388636298595001","0.430501992568633"
"Grosse Sorgen","2017","16-34 Jahre alt","AkademikerInnen","500","0.436216157722634","0.411747971443856","0.460684344001412"
"Grosse Sorgen","2017","35-65 Jahre alt","(noch) kein Abschluss","183","0.37570861242588","0.348375210706728","0.403042014145032"
"Grosse Sorgen","2017","35-65 Jahre alt","Hauptschulabschluss","1566","0.414928850350947","0.400045585812273","0.429812114889622"
"Grosse Sorgen","2017","35-65 Jahre alt","Realschulabschluss","1964","0.433010941177696","0.418681256215014","0.447340626140378"
"Grosse Sorgen","2017","35-65 Jahre alt","(Fach-)Abitur","943","0.418361488290699","0.399594263382375","0.437128713199023"
"Grosse Sorgen","2017","35-65 Jahre alt","AkademikerInnen","1711","0.423829907086363","0.409565005372805","0.43809480879992"
"Grosse Sorgen","2017","66 und älter","(noch) kein Abschluss","","","",""
"Grosse Sorgen","2017","66 und älter","Hauptschulabschluss","972","0.399582953202624","0.380011176026053","0.419154730379195"
"Grosse Sorgen","2017","66 und älter","Realschulabschluss","420","0.429498616899642","0.397988271915071","0.461008961884214"
"Grosse Sorgen","2017","66 und älter","(Fach-)Abitur","113","0.418217389814831","0.359489437684615","0.476945341945046"
"Grosse Sorgen","2017","66 und älter","AkademikerInnen","570","0.445912501233692","0.418596411212763","0.47322859125462"
"Einige Sorgen","2017","16-34 Jahre alt","(noch) kein Abschluss","432","0.419960120300481","0.39709599833385","0.442824242267112"
"Einige Sorgen","2017","16-34 Jahre alt","Hauptschulabschluss","592","0.446492466422988","0.422791089626364","0.470193843219613"
"Einige Sorgen","2017","16-34 Jahre alt","Realschulabschluss","624","0.450797934427642","0.424649748418775","0.476946120436508"
"Einige Sorgen","2017","16-34 Jahre alt","(Fach-)Abitur","886","0.458258662744391","0.437049110998583","0.479468214490199"
"Einige Sorgen","2017","16-34 Jahre alt","AkademikerInnen","626","0.456148933878112","0.431574251364935","0.480723616391288"
"Einige Sorgen","2017","35-65 Jahre alt","(noch) kein Abschluss","238","0.333718853046029","0.307105869184583","0.360331836907475"
"Einige Sorgen","2017","35-65 Jahre alt","Hauptschulabschluss","1764","0.448031745553774","0.433010066213332","0.463053424894216"
"Einige Sorgen","2017","35-65 Jahre alt","Realschulabschluss","2197","0.469273247827535","0.454840525493247","0.483705970161822"
"Einige Sorgen","2017","35-65 Jahre alt","(Fach-)Abitur","1180","0.466220512333747","0.44724147148008","0.485199553187414"
"Einige Sorgen","2017","35-65 Jahre alt","AkademikerInnen","2263","0.49231564632106","0.477883984712667","0.506747307929453"
"Einige Sorgen","2017","66 und älter","(noch) kein Abschluss","","","",""
"Einige Sorgen","2017","66 und älter","Hauptschulabschluss","1143","0.470591017368505","0.450646765549822","0.490535269187187"
"Einige Sorgen","2017","66 und älter","Realschulabschluss","431","0.462433230329106","0.430694858266374","0.494171602391837"
"Einige Sorgen","2017","66 und älter","(Fach-)Abitur","122","0.431228925140673","0.372265033616146","0.490192816665199"
"Einige Sorgen","2017","66 und älter","AkademikerInnen","609","0.473787237787721","0.446347692966737","0.501226782608705"
"Keine Sorgen","2017","16-34 Jahre alt","(noch) kein Abschluss","1048","0.237060536052789","0.217359174254296","0.256761897851282"
"Keine Sorgen","2017","16-34 Jahre alt","Hauptschulabschluss","711","0.204065299198014","0.184850845619006","0.223279752777022"
"Keine Sorgen","2017","16-34 Jahre alt","Realschulabschluss","229","0.170404299700116","0.150645614287049","0.190162985113183"
"Keine Sorgen","2017","16-34 Jahre alt","(Fach-)Abitur","544","0.132172191673792","0.117755454286466","0.146588929061118"
"Keine Sorgen","2017","16-34 Jahre alt","AkademikerInnen","452","0.107634908399254","0.0923436773413789","0.12292613945713"
"Keine Sorgen","2017","35-65 Jahre alt","(noch) kein Abschluss","785","0.290572534528091","0.264948015822124","0.316197053234058"
"Keine Sorgen","2017","35-65 Jahre alt","Hauptschulabschluss","880","0.137039404095279","0.126651563977784","0.147427244212773"
"Keine Sorgen","2017","35-65 Jahre alt","Realschulabschluss","432","0.097715810994769","0.0891285638493309","0.106303058140207"
"Keine Sorgen","2017","35-65 Jahre alt","(Fach-)Abitur","531","0.115417999375554","0.103261642201908","0.1275743565492"
"Keine Sorgen","2017","35-65 Jahre alt","AkademikerInnen","636","0.0838544465925773","0.0758534715465061","0.0918554216386485"
"Keine Sorgen","2017","66 und älter","(noch) kein Abschluss","41","0.211316223659593","0.128345573955179","0.294286873364006"
"Keine Sorgen","2017","66 und älter","Hauptschulabschluss","291","0.129826029428871","0.116395775901912","0.14325628295583"
"Keine Sorgen","2017","66 und älter","Realschulabschluss","97","0.108068152771252","0.0883048910521315","0.127831414490373"
"Keine Sorgen","2017","66 und älter","(Fach-)Abitur","36","0.150553685044497","0.107976483932321","0.193130886156673"
"Keine Sorgen","2017","66 und älter","AkademikerInnen","93","0.0803002609785871","0.0653659206013205","0.0952346013558538"
"Grosse Sorgen","2018","16-34 Jahre alt","(noch) kein Abschluss","240","0.294566637288171","0.270339705699111","0.318793568877232"
"Grosse Sorgen","2018","16-34 Jahre alt","Hauptschulabschluss","352","0.315282399105215","0.291392138182888","0.339172660027542"
"Grosse Sorgen","2018","16-34 Jahre alt","Realschulabschluss","375","0.291141155786181","0.266047328300753","0.31623498327161"
"Grosse Sorgen","2018","16-34 Jahre alt","(Fach-)Abitur","571","0.328254383151747","0.307277526436692","0.349231239866802"
"Grosse Sorgen","2018","16-34 Jahre alt","AkademikerInnen","404","0.356538079435064","0.331501798481987","0.381574360388141"
"Grosse Sorgen","2018","35-65 Jahre alt","(noch) kein Abschluss","191","0.416462125384975","0.386951869279186","0.445972381490764"
"Grosse Sorgen","2018","35-65 Jahre alt","Hauptschulabschluss","1283","0.367431701551651","0.352212988678608","0.382650414424693"
"Grosse Sorgen","2018","35-65 Jahre alt","Realschulabschluss","1573","0.362839567942891","0.348590369942259","0.377088765943523"
"Grosse Sorgen","2018","35-65 Jahre alt","(Fach-)Abitur","740","0.328821882673463","0.310336265323061","0.347307500023865"
"Grosse Sorgen","2018","35-65 Jahre alt","AkademikerInnen","1264","0.310461766877697","0.296674186041706","0.324249347713688"
"Grosse Sorgen","2018","66 und älter","(noch) kein Abschluss","","","",""
"Grosse Sorgen","2018","66 und älter","Hauptschulabschluss","740","0.309852152147181","0.291091583731965","0.328612720562397"
"Grosse Sorgen","2018","66 und älter","Realschulabschluss","359","0.351513284368767","0.321605918866835","0.381420649870699"
"Grosse Sorgen","2018","66 und älter","(Fach-)Abitur","106","0.360164391278306","0.305842853833024","0.414485928723589"
"Grosse Sorgen","2018","66 und älter","AkademikerInnen","457","0.335272606109086","0.309570636024952","0.360974576193219"
"Einige Sorgen","2018","16-34 Jahre alt","(noch) kein Abschluss","439","0.422109915859981","0.395860838953118","0.448358992766843"
"Einige Sorgen","2018","16-34 Jahre alt","Hauptschulabschluss","536","0.463257842686633","0.437618344098202","0.488897341275064"
"Einige Sorgen","2018","16-34 Jahre alt","Realschulabschluss","629","0.504600406196194","0.476982748217882","0.532218064174507"
"Einige Sorgen","2018","16-34 Jahre alt","(Fach-)Abitur","932","0.530227244923322","0.507932235677583","0.55252225416906"
"Einige Sorgen","2018","16-34 Jahre alt","AkademikerInnen","687","0.517716427469748","0.491597662454989","0.543835192484507"
"Einige Sorgen","2018","35-65 Jahre alt","(noch) kein Abschluss","296","0.343729504717885","0.315297954222671","0.372161055213098"
"Einige Sorgen","2018","35-65 Jahre alt","Hauptschulabschluss","1732","0.484772922178455","0.468996649055232","0.500549195301677"
"Einige Sorgen","2018","35-65 Jahre alt","Realschulabschluss","2253","0.506449655162277","0.4916332593518","0.521266050972754"
"Einige Sorgen","2018","35-65 Jahre alt","(Fach-)Abitur","1247","0.540461077722971","0.520851056167961","0.560071099277982"
"Einige Sorgen","2018","35-65 Jahre alt","AkademikerInnen","2411","0.591343274242419","0.576694408799874","0.605992139684964"
"Einige Sorgen","2018","66 und älter","(noch) kein Abschluss","38","0.555795919183425","0.453707531776694","0.657884306590157"
"Einige Sorgen","2018","66 und älter","Hauptschulabschluss","1211","0.530252548559432","0.510005055269004","0.550500041849861"
"Einige Sorgen","2018","66 und älter","Realschulabschluss","509","0.520174129803074","0.488879274376527","0.551468985229621"
"Einige Sorgen","2018","66 und älter","(Fach-)Abitur","154","0.510623824666749","0.454057311120757","0.567190338212741"
"Einige Sorgen","2018","66 und älter","AkademikerInnen","703","0.54400733597138","0.516891256611366","0.571123415331394"
"Keine Sorgen","2018","16-34 Jahre alt","(noch) kein Abschluss","681","0.283323446851848","0.259374771688175","0.307272122015521"
"Keine Sorgen","2018","16-34 Jahre alt","Hauptschulabschluss","565","0.221459758208152","0.200109495296174","0.242810021120129"
"Keine Sorgen","2018","16-34 Jahre alt","Realschulabschluss","255","0.204258438017624","0.181988897816707","0.226527978218542"
"Keine Sorgen","2018","16-34 Jahre alt","(Fach-)Abitur","422","0.141518371924932","0.125947797358566","0.157088946491297"
"Keine Sorgen","2018","16-34 Jahre alt","AkademikerInnen","315","0.125745493095188","0.108414614311155","0.143076371879221"
"Keine Sorgen","2018","35-65 Jahre alt","(noch) kein Abschluss","585","0.239808369897141","0.214249337490455","0.265367402303826"
"Keine Sorgen","2018","35-65 Jahre alt","Hauptschulabschluss","840","0.147795376269894","0.136592274873615","0.158998477666174"
"Keine Sorgen","2018","35-65 Jahre alt","Realschulabschluss","548","0.130710776894832","0.12072121257745","0.140700341212214"
"Keine Sorgen","2018","35-65 Jahre alt","(Fach-)Abitur","494","0.130717039603566","0.117452829449909","0.143981249757223"
"Keine Sorgen","2018","35-65 Jahre alt","AkademikerInnen","651","0.098194958879884","0.0893273657321744","0.107062552027594"
"Keine Sorgen","2018","66 und älter","(noch) kein Abschluss","31","0.223851989836001","0.138211301619166","0.309492678052836"
"Keine Sorgen","2018","66 und älter","Hauptschulabschluss","383","0.159895299293387","0.145026283570992","0.174764315015781"
"Keine Sorgen","2018","66 und älter","Realschulabschluss","111","0.128312585828159","0.107363177513311","0.149261994143007"
"Keine Sorgen","2018","66 und älter","(Fach-)Abitur","40","0.129211784054945","0.0912545291203015","0.167169038989588"
"Keine Sorgen","2018","66 und älter","AkademikerInnen","136","0.120720057919535","0.102982293159421","0.138457822679648"
"Grosse Sorgen","2019","16-34 Jahre alt","(noch) kein Abschluss","209","0.30762513200081","0.280811322833433","0.334438941168188"
"Grosse Sorgen","2019","16-34 Jahre alt","Hauptschulabschluss","276","0.284646786370651","0.258954525406901","0.3103390473344"
"Grosse Sorgen","2019","16-34 Jahre alt","Realschulabschluss","393","0.328582164182609","0.301447224596455","0.355717103768763"
"Grosse Sorgen","2019","16-34 Jahre alt","(Fach-)Abitur","672","0.408626915289875","0.385608506319451","0.431645324260299"
"Grosse Sorgen","2019","16-34 Jahre alt","AkademikerInnen","460","0.405006084388526","0.378259520957757","0.431752647819295"
"Grosse Sorgen","2019","35-65 Jahre alt","(noch) kein Abschluss","160","0.407199545731487","0.377580674497598","0.436818416965376"
"Grosse Sorgen","2019","35-65 Jahre alt","Hauptschulabschluss","1200","0.38818409310775","0.372123565408942","0.404244620806559"
"Grosse Sorgen","2019","35-65 Jahre alt","Realschulabschluss","1751","0.376589714262967","0.362420380642709","0.390759047883225"
"Grosse Sorgen","2019","35-65 Jahre alt","(Fach-)Abitur","950","0.371956752542086","0.353431964678075","0.390481540406097"
"Grosse Sorgen","2019","35-65 Jahre alt","AkademikerInnen","1786","0.37298768423883","0.359395750837365","0.386579617640296"
