"plj0047","year","alter_gr","bula_h","n","percent","lower_confidence","upper_confidence"
"Einige Sorgen","1992","66 und älter","Thueringen","","","",""
"Keine Sorgen","1992","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Keine Sorgen","1992","16-34 Jahre alt","Hamburg","","","",""
"Keine Sorgen","1992","16-34 Jahre alt","Niedersachsen","","","",""
"Keine Sorgen","1992","16-34 Jahre alt","Bremen","","","",""
"Keine Sorgen","1992","16-34 Jahre alt","Nordrhein-Westfalen","43","0.132157373125757","0.0934458184033183","0.170868927848195"
"Keine Sorgen","1992","16-34 Jahre alt","Hessen","30","0.235118161954548","0.162219983206345","0.308016340702751"
"Keine Sorgen","1992","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Keine Sorgen","1992","16-34 Jahre alt","Baden-Wuerttemberg","49","0.194454155250921","0.147845995983499","0.241062314518343"
"Keine Sorgen","1992","16-34 Jahre alt","Bayern","","","",""
"Keine Sorgen","1992","16-34 Jahre alt","Saarland","","","",""
"Keine Sorgen","1992","16-34 Jahre alt","Berlin","","","",""
"Keine Sorgen","1992","16-34 Jahre alt","Brandenburg","","","",""
"Keine Sorgen","1992","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Keine Sorgen","1992","16-34 Jahre alt","Sachsen","","","",""
"Keine Sorgen","1992","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Keine Sorgen","1992","16-34 Jahre alt","Thueringen","","","",""
"Keine Sorgen","1992","35-65 Jahre alt","Schleswig-Holstein","","","",""
"Keine Sorgen","1992","35-65 Jahre alt","Hamburg","","","",""
"Keine Sorgen","1992","35-65 Jahre alt","Niedersachsen","","","",""
"Keine Sorgen","1992","35-65 Jahre alt","Bremen","","","",""
"Keine Sorgen","1992","35-65 Jahre alt","Nordrhein-Westfalen","58","0.18473012707682","0.142276467190816","0.227183786962823"
"Keine Sorgen","1992","35-65 Jahre alt","Hessen","57","0.368581324793099","0.294063438482506","0.443099211103692"
"Keine Sorgen","1992","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Keine Sorgen","1992","35-65 Jahre alt","Baden-Wuerttemberg","71","0.237466041931929","0.192168087228473","0.282763996635384"
"Keine Sorgen","1992","35-65 Jahre alt","Bayern","","","",""
"Keine Sorgen","1992","35-65 Jahre alt","Saarland","","","",""
"Keine Sorgen","1992","35-65 Jahre alt","Berlin","","","",""
"Keine Sorgen","1992","35-65 Jahre alt","Brandenburg","","","",""
"Keine Sorgen","1992","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Keine Sorgen","1992","35-65 Jahre alt","Sachsen","","","",""
"Keine Sorgen","1992","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Keine Sorgen","1992","35-65 Jahre alt","Thueringen","","","",""
"Keine Sorgen","1992","66 und älter","Schleswig-Holstein","","","",""
"Keine Sorgen","1992","66 und älter","Hamburg","","","",""
"Keine Sorgen","1992","66 und älter","Niedersachsen","","","",""
"Keine Sorgen","1992","66 und älter","Bremen","","","",""
"Keine Sorgen","1992","66 und älter","Nordrhein-Westfalen","","","",""
"Keine Sorgen","1992","66 und älter","Hessen","","","",""
"Keine Sorgen","1992","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Keine Sorgen","1992","66 und älter","Baden-Wuerttemberg","","","",""
"Keine Sorgen","1992","66 und älter","Bayern","","","",""
"Keine Sorgen","1992","66 und älter","Saarland","","","",""
"Keine Sorgen","1992","66 und älter","Berlin","","","",""
"Keine Sorgen","1992","66 und älter","Brandenburg","","","",""
"Keine Sorgen","1992","66 und älter","Mecklenburg-Vorpommern","","","",""
"Keine Sorgen","1992","66 und älter","Sachsen","","","",""
"Keine Sorgen","1992","66 und älter","Sachsen-Anhalt","","","",""
"Keine Sorgen","1992","66 und älter","Thueringen","","","",""
"Grosse Sorgen","1993","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Grosse Sorgen","1993","16-34 Jahre alt","Hamburg","","","",""
"Grosse Sorgen","1993","16-34 Jahre alt","Niedersachsen","39","0.659886174782604","0.543820243145368","0.77595210641984"
"Grosse Sorgen","1993","16-34 Jahre alt","Bremen","","","",""
"Grosse Sorgen","1993","16-34 Jahre alt","Nordrhein-Westfalen","177","0.61812089893551","0.56332547653852","0.6729163213325"
"Grosse Sorgen","1993","16-34 Jahre alt","Hessen","45","0.467263820123109","0.379799634212698","0.55472800603352"
"Grosse Sorgen","1993","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Grosse Sorgen","1993","16-34 Jahre alt","Baden-Wuerttemberg","142","0.437567893604578","0.381243342999466","0.493892444209689"
"Grosse Sorgen","1993","16-34 Jahre alt","Bayern","67","0.607393527449939","0.522796147344015","0.691990907555862"
"Grosse Sorgen","1993","16-34 Jahre alt","Saarland","","","",""
"Grosse Sorgen","1993","16-34 Jahre alt","Berlin","","","",""
"Grosse Sorgen","1993","16-34 Jahre alt","Brandenburg","","","",""
"Grosse Sorgen","1993","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Grosse Sorgen","1993","16-34 Jahre alt","Sachsen","","","",""
"Grosse Sorgen","1993","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Grosse Sorgen","1993","16-34 Jahre alt","Thueringen","","","",""
"Grosse Sorgen","1993","35-65 Jahre alt","Schleswig-Holstein","","","",""
"Grosse Sorgen","1993","35-65 Jahre alt","Hamburg","","","",""
"Grosse Sorgen","1993","35-65 Jahre alt","Niedersachsen","43","0.641123681611633","0.525400748368679","0.756846614854586"
"Grosse Sorgen","1993","35-65 Jahre alt","Bremen","","","",""
"Grosse Sorgen","1993","35-65 Jahre alt","Nordrhein-Westfalen","157","0.554183808412563","0.49849188554382","0.609875731281305"
"Grosse Sorgen","1993","35-65 Jahre alt","Hessen","34","0.273951295293899","0.203513251345357","0.344389339242442"
"Grosse Sorgen","1993","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Grosse Sorgen","1993","35-65 Jahre alt","Baden-Wuerttemberg","141","0.399279149798466","0.346518666738362","0.452039632858571"
"Grosse Sorgen","1993","35-65 Jahre alt","Bayern","75","0.520047146433341","0.44311440088616","0.596979891980522"
"Grosse Sorgen","1993","35-65 Jahre alt","Saarland","","","",""
"Grosse Sorgen","1993","35-65 Jahre alt","Berlin","","","",""
"Grosse Sorgen","1993","35-65 Jahre alt","Brandenburg","","","",""
"Grosse Sorgen","1993","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Grosse Sorgen","1993","35-65 Jahre alt","Sachsen","","","",""
"Grosse Sorgen","1993","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Grosse Sorgen","1993","35-65 Jahre alt","Thueringen","","","",""
"Grosse Sorgen","1993","66 und älter","Schleswig-Holstein","","","",""
"Grosse Sorgen","1993","66 und älter","Hamburg","","","",""
"Grosse Sorgen","1993","66 und älter","Niedersachsen","","","",""
"Grosse Sorgen","1993","66 und älter","Bremen","","","",""
"Grosse Sorgen","1993","66 und älter","Nordrhein-Westfalen","","","",""
"Grosse Sorgen","1993","66 und älter","Hessen","","","",""
"Grosse Sorgen","1993","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Grosse Sorgen","1993","66 und älter","Baden-Wuerttemberg","","","",""
"Grosse Sorgen","1993","66 und älter","Bayern","","","",""
"Grosse Sorgen","1993","66 und älter","Saarland","","","",""
"Grosse Sorgen","1993","66 und älter","Berlin","","","",""
"Grosse Sorgen","1993","66 und älter","Brandenburg","","","",""
"Grosse Sorgen","1993","66 und älter","Mecklenburg-Vorpommern","","","",""
"Grosse Sorgen","1993","66 und älter","Sachsen","","","",""
"Grosse Sorgen","1993","66 und älter","Sachsen-Anhalt","","","",""
"Grosse Sorgen","1993","66 und älter","Thueringen","","","",""
"Einige Sorgen","1993","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Einige Sorgen","1993","16-34 Jahre alt","Hamburg","","","",""
"Einige Sorgen","1993","16-34 Jahre alt","Niedersachsen","","","",""
"Einige Sorgen","1993","16-34 Jahre alt","Bremen","","","",""
"Einige Sorgen","1993","16-34 Jahre alt","Nordrhein-Westfalen","102","0.308335008426743","0.256251055763085","0.360418961090402"
"Einige Sorgen","1993","16-34 Jahre alt","Hessen","66","0.421737773204977","0.335165913502517","0.508309632907436"
"Einige Sorgen","1993","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Einige Sorgen","1993","16-34 Jahre alt","Baden-Wuerttemberg","123","0.45396784775366","0.397440108786481","0.510495586720839"
"Einige Sorgen","1993","16-34 Jahre alt","Bayern","48","0.290982565149394","0.212295191956479","0.369669938342309"
"Einige Sorgen","1993","16-34 Jahre alt","Saarland","","","",""
"Einige Sorgen","1993","16-34 Jahre alt","Berlin","","","",""
"Einige Sorgen","1993","16-34 Jahre alt","Brandenburg","","","",""
"Einige Sorgen","1993","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Einige Sorgen","1993","16-34 Jahre alt","Sachsen","","","",""
"Einige Sorgen","1993","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Einige Sorgen","1993","16-34 Jahre alt","Thueringen","","","",""
"Einige Sorgen","1993","35-65 Jahre alt","Schleswig-Holstein","","","",""
"Einige Sorgen","1993","35-65 Jahre alt","Hamburg","","","",""
"Einige Sorgen","1993","35-65 Jahre alt","Niedersachsen","","","",""
"Einige Sorgen","1993","35-65 Jahre alt","Bremen","","","",""
"Einige Sorgen","1993","35-65 Jahre alt","Nordrhein-Westfalen","114","0.345300437281298","0.29202746019938","0.398573414363216"
"Einige Sorgen","1993","35-65 Jahre alt","Hessen","86","0.508974096784572","0.430017617915088","0.587930575654056"
"Einige Sorgen","1993","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Einige Sorgen","1993","35-65 Jahre alt","Baden-Wuerttemberg","141","0.448006314262266","0.394433653521691","0.50157897500284"
"Einige Sorgen","1993","35-65 Jahre alt","Bayern","72","0.392295213278109","0.317108098976805","0.467482327579413"
"Einige Sorgen","1993","35-65 Jahre alt","Saarland","","","",""
"Einige Sorgen","1993","35-65 Jahre alt","Berlin","","","",""
"Einige Sorgen","1993","35-65 Jahre alt","Brandenburg","","","",""
"Einige Sorgen","1993","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Einige Sorgen","1993","35-65 Jahre alt","Sachsen","","","",""
"Einige Sorgen","1993","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Einige Sorgen","1993","35-65 Jahre alt","Thueringen","","","",""
"Einige Sorgen","1993","66 und älter","Schleswig-Holstein","","","",""
"Einige Sorgen","1993","66 und älter","Hamburg","","","",""
"Einige Sorgen","1993","66 und älter","Niedersachsen","","","",""
"Einige Sorgen","1993","66 und älter","Bremen","","","",""
"Einige Sorgen","1993","66 und älter","Nordrhein-Westfalen","","","",""
"Einige Sorgen","1993","66 und älter","Hessen","","","",""
"Einige Sorgen","1993","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Einige Sorgen","1993","66 und älter","Baden-Wuerttemberg","","","",""
"Einige Sorgen","1993","66 und älter","Bayern","","","",""
"Einige Sorgen","1993","66 und älter","Saarland","","","",""
"Einige Sorgen","1993","66 und älter","Berlin","","","",""
"Einige Sorgen","1993","66 und älter","Brandenburg","","","",""
"Einige Sorgen","1993","66 und älter","Mecklenburg-Vorpommern","","","",""
"Einige Sorgen","1993","66 und älter","Sachsen","","","",""
"Einige Sorgen","1993","66 und älter","Sachsen-Anhalt","","","",""
"Einige Sorgen","1993","66 und älter","Thueringen","","","",""
"Keine Sorgen","1993","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Keine Sorgen","1993","16-34 Jahre alt","Hamburg","","","",""
"Keine Sorgen","1993","16-34 Jahre alt","Niedersachsen","","","",""
"Keine Sorgen","1993","16-34 Jahre alt","Bremen","","","",""
"Keine Sorgen","1993","16-34 Jahre alt","Nordrhein-Westfalen","","","",""
"Keine Sorgen","1993","16-34 Jahre alt","Hessen","","","",""
"Keine Sorgen","1993","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Keine Sorgen","1993","16-34 Jahre alt","Baden-Wuerttemberg","33","0.108464258641762","0.0731579214701509","0.143770595813374"
"Keine Sorgen","1993","16-34 Jahre alt","Bayern","","","",""
"Keine Sorgen","1993","16-34 Jahre alt","Saarland","","","",""
"Keine Sorgen","1993","16-34 Jahre alt","Berlin","","","",""
"Keine Sorgen","1993","16-34 Jahre alt","Brandenburg","","","",""
"Keine Sorgen","1993","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Keine Sorgen","1993","16-34 Jahre alt","Sachsen","","","",""
"Keine Sorgen","1993","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Keine Sorgen","1993","16-34 Jahre alt","Thueringen","","","",""
"Keine Sorgen","1993","35-65 Jahre alt","Schleswig-Holstein","","","",""
"Keine Sorgen","1993","35-65 Jahre alt","Hamburg","","","",""
"Keine Sorgen","1993","35-65 Jahre alt","Niedersachsen","","","",""
"Keine Sorgen","1993","35-65 Jahre alt","Bremen","","","",""
"Keine Sorgen","1993","35-65 Jahre alt","Nordrhein-Westfalen","35","0.100515754306139","0.0668257375943853","0.134205771017893"
"Keine Sorgen","1993","35-65 Jahre alt","Hessen","34","0.217074607921528","0.151963897721478","0.282185318121578"
"Keine Sorgen","1993","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Keine Sorgen","1993","35-65 Jahre alt","Baden-Wuerttemberg","49","0.152714535939268","0.113962978610465","0.19146609326807"
"Keine Sorgen","1993","35-65 Jahre alt","Bayern","","","",""
"Keine Sorgen","1993","35-65 Jahre alt","Saarland","","","",""
"Keine Sorgen","1993","35-65 Jahre alt","Berlin","","","",""
"Keine Sorgen","1993","35-65 Jahre alt","Brandenburg","","","",""
"Keine Sorgen","1993","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Keine Sorgen","1993","35-65 Jahre alt","Sachsen","","","",""
"Keine Sorgen","1993","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Keine Sorgen","1993","35-65 Jahre alt","Thueringen","","","",""
"Keine Sorgen","1993","66 und älter","Schleswig-Holstein","","","",""
"Keine Sorgen","1993","66 und älter","Hamburg","","","",""
"Keine Sorgen","1993","66 und älter","Niedersachsen","","","",""
"Keine Sorgen","1993","66 und älter","Bremen","","","",""
"Keine Sorgen","1993","66 und älter","Nordrhein-Westfalen","","","",""
"Keine Sorgen","1993","66 und älter","Hessen","","","",""
"Keine Sorgen","1993","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Keine Sorgen","1993","66 und älter","Baden-Wuerttemberg","","","",""
"Keine Sorgen","1993","66 und älter","Bayern","","","",""
"Keine Sorgen","1993","66 und älter","Saarland","","","",""
"Keine Sorgen","1993","66 und älter","Berlin","","","",""
"Keine Sorgen","1993","66 und älter","Brandenburg","","","",""
"Keine Sorgen","1993","66 und älter","Mecklenburg-Vorpommern","","","",""
"Keine Sorgen","1993","66 und älter","Sachsen","","","",""
"Keine Sorgen","1993","66 und älter","Sachsen-Anhalt","","","",""
"Keine Sorgen","1993","66 und älter","Thueringen","","","",""
"Grosse Sorgen","1994","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Grosse Sorgen","1994","16-34 Jahre alt","Hamburg","","","",""
"Grosse Sorgen","1994","16-34 Jahre alt","Niedersachsen","38","0.584067228748475","0.466918757888675","0.701215699608276"
"Grosse Sorgen","1994","16-34 Jahre alt","Bremen","","","",""
"Grosse Sorgen","1994","16-34 Jahre alt","Nordrhein-Westfalen","168","0.608486131392886","0.550374594292943","0.666597668492829"
"Grosse Sorgen","1994","16-34 Jahre alt","Hessen","53","0.430334412651679","0.343882252475272","0.516786572828087"
"Grosse Sorgen","1994","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Grosse Sorgen","1994","16-34 Jahre alt","Baden-Wuerttemberg","136","0.492174954038939","0.435125184286856","0.549224723791023"
"Grosse Sorgen","1994","16-34 Jahre alt","Bayern","45","0.445464574837545","0.3576297439729","0.53329940570219"
"Grosse Sorgen","1994","16-34 Jahre alt","Saarland","","","",""
"Grosse Sorgen","1994","16-34 Jahre alt","Berlin","","","",""
"Grosse Sorgen","1994","16-34 Jahre alt","Brandenburg","","","",""
"Grosse Sorgen","1994","16-34 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Grosse Sorgen","1994","16-34 Jahre alt","Sachsen","","","",""
"Grosse Sorgen","1994","16-34 Jahre alt","Sachsen-Anhalt","","","",""
"Grosse Sorgen","1994","16-34 Jahre alt","Thueringen","","","",""
"Grosse Sorgen","1994","35-65 Jahre alt","Schleswig-Holstein","","","",""
"Grosse Sorgen","1994","35-65 Jahre alt","Hamburg","","","",""
"Grosse Sorgen","1994","35-65 Jahre alt","Niedersachsen","33","0.659011582683117","0.537014222975047","0.781008942391186"
"Grosse Sorgen","1994","35-65 Jahre alt","Bremen","","","",""
"Grosse Sorgen","1994","35-65 Jahre alt","Nordrhein-Westfalen","155","0.572974446645127","0.516142025827757","0.629806867462496"
"Grosse Sorgen","1994","35-65 Jahre alt","Hessen","58","0.411048215555131","0.332570586830736","0.489525844279526"
"Grosse Sorgen","1994","35-65 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Grosse Sorgen","1994","35-65 Jahre alt","Baden-Wuerttemberg","121","0.454733587365861","0.399392105182541","0.510075069549181"
"Grosse Sorgen","1994","35-65 Jahre alt","Bayern","57","0.406388412688736","0.330755221165924","0.482021604211549"
"Grosse Sorgen","1994","35-65 Jahre alt","Saarland","","","",""
"Grosse Sorgen","1994","35-65 Jahre alt","Berlin","","","",""
"Grosse Sorgen","1994","35-65 Jahre alt","Brandenburg","","","",""
"Grosse Sorgen","1994","35-65 Jahre alt","Mecklenburg-Vorpommern","","","",""
"Grosse Sorgen","1994","35-65 Jahre alt","Sachsen","","","",""
"Grosse Sorgen","1994","35-65 Jahre alt","Sachsen-Anhalt","","","",""
"Grosse Sorgen","1994","35-65 Jahre alt","Thueringen","","","",""
"Grosse Sorgen","1994","66 und älter","Schleswig-Holstein","","","",""
"Grosse Sorgen","1994","66 und älter","Hamburg","","","",""
"Grosse Sorgen","1994","66 und älter","Niedersachsen","","","",""
"Grosse Sorgen","1994","66 und älter","Bremen","","","",""
"Grosse Sorgen","1994","66 und älter","Nordrhein-Westfalen","","","",""
"Grosse Sorgen","1994","66 und älter","Hessen","","","",""
"Grosse Sorgen","1994","66 und älter","Rheinland-Pfalz,Saarland","","","",""
"Grosse Sorgen","1994","66 und älter","Baden-Wuerttemberg","","","",""
"Grosse Sorgen","1994","66 und älter","Bayern","","","",""
"Grosse Sorgen","1994","66 und älter","Saarland","","","",""
"Grosse Sorgen","1994","66 und älter","Berlin","","","",""
"Grosse Sorgen","1994","66 und älter","Brandenburg","","","",""
"Grosse Sorgen","1994","66 und älter","Mecklenburg-Vorpommern","","","",""
"Grosse Sorgen","1994","66 und älter","Sachsen","","","",""
"Grosse Sorgen","1994","66 und älter","Sachsen-Anhalt","","","",""
"Grosse Sorgen","1994","66 und älter","Thueringen","","","",""
"Einige Sorgen","1994","16-34 Jahre alt","Schleswig-Holstein","","","",""
"Einige Sorgen","1994","16-34 Jahre alt","Hamburg","","","",""
"Einige Sorgen","1994","16-34 Jahre alt","Niedersachsen","","","",""
"Einige Sorgen","1994","16-34 Jahre alt","Bremen","","","",""
"Einige Sorgen","1994","16-34 Jahre alt","Nordrhein-Westfalen","86","0.318196108761053","0.262741120778303","0.373651096743804"
"Einige Sorgen","1994","16-34 Jahre alt","Hessen","62","0.476474754842905","0.389267707876545","0.563681801809264"
"Einige Sorgen","1994","16-34 Jahre alt","Rheinland-Pfalz,Saarland","","","",""
"Einige Sorgen","1994","16-34 Jahre alt","Baden-Wuerttemberg","130","0.435494923863184","0.378914974113179","0.492074873613188"
"Einige Sorgen","1994","16-34 Jahre alt","Bayern","61","0.415958615013535","0.328853750787763","0.503063479239308"
