"ple0013","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","2009","(noch) kein Abschluss","Mecklenburg-Vorpommern","9","1","1","1"
"Nein","2009","(noch) kein Abschluss","Sachsen","17","","",""
"Nein","2009","(noch) kein Abschluss","Sachsen-Anhalt","10","","",""
"Nein","2009","(noch) kein Abschluss","Thueringen","8","1","1","1"
"Nein","2009","Hauptschule","Schleswig-Holstein","179","","",""
"Nein","2009","Hauptschule","Hamburg","56","0.979900603894429","0.943467750988764","1.01633345680009"
"Nein","2009","Hauptschule","Niedersachsen","557","0.951578510370614","0.934287171443943","0.968869849297286"
"Nein","2009","Hauptschule","Bremen","31","0.986893794252847","0.947489205294169","1.02629838321152"
"Nein","2009","Hauptschule","Nordrhein-Westfalen","1308","","",""
"Nein","2009","Hauptschule","Hessen","356","0.951778192865412","0.930238182468297","0.973318203262528"
"Nein","2009","Hauptschule","Rheinland-Pfalz,Saarland","473","0.965408889188621","0.949326700483315","0.981491077893928"
"Nein","2009","Hauptschule","Baden-Wuerttemberg","752","0.948018668486663","0.93248959992565","0.963547737047677"
"Nein","2009","Hauptschule","Bayern","1054","","",""
"Nein","2009","Hauptschule","Saarland","","","",""
"Nein","2009","Hauptschule","Berlin","105","","",""
"Nein","2009","Hauptschule","Brandenburg","179","","",""
"Nein","2009","Hauptschule","Mecklenburg-Vorpommern","103","","",""
"Nein","2009","Hauptschule","Sachsen","299","","",""
"Nein","2009","Hauptschule","Sachsen-Anhalt","190","","",""
"Nein","2009","Hauptschule","Thueringen","246","","",""
"Nein","2009","Realschule","Schleswig-Holstein","139","","",""
"Nein","2009","Realschule","Hamburg","59","0.890694680105964","0.814841028663309","0.966548331548619"
"Nein","2009","Realschule","Niedersachsen","469","0.950704050873761","0.931555512319452","0.96985258942807"
"Nein","2009","Realschule","Bremen","38","1","1","1"
"Nein","2009","Realschule","Nordrhein-Westfalen","714","0.958412737074367","0.944105566679443","0.97271990746929"
"Nein","2009","Realschule","Hessen","275","","",""
"Nein","2009","Realschule","Rheinland-Pfalz,Saarland","189","","",""
"Nein","2009","Realschule","Baden-Wuerttemberg","461","0.949079781620144","0.929535196948195","0.968624366292093"
"Nein","2009","Realschule","Bayern","573","0.959215003157349","0.943295520786937","0.975134485527761"
"Nein","2009","Realschule","Saarland","","","",""
"Nein","2009","Realschule","Berlin","182","","",""
"Nein","2009","Realschule","Brandenburg","256","","",""
"Nein","2009","Realschule","Mecklenburg-Vorpommern","168","","",""
"Nein","2009","Realschule","Sachsen","533","0.963111384738861","0.947387386487034","0.978835382990689"
"Nein","2009","Realschule","Sachsen-Anhalt","254","","",""
"Nein","2009","Realschule","Thueringen","295","","",""
"Nein","2009","(Fach-)Abitur","Schleswig-Holstein","54","0.821665324764969","0.726381841832288","0.916948807697651"
"Nein","2009","(Fach-)Abitur","Hamburg","46","0.980801046596585","0.941980941222203","1.01962115197097"
"Nein","2009","(Fach-)Abitur","Niedersachsen","152","","",""
"Nein","2009","(Fach-)Abitur","Bremen","15","","",""
"Nein","2009","(Fach-)Abitur","Nordrhein-Westfalen","519","0.951099056103019","0.932943065716597","0.96925504648944"
"Nein","2009","(Fach-)Abitur","Hessen","163","","",""
"Nein","2009","(Fach-)Abitur","Rheinland-Pfalz,Saarland","96","0.930672032288836","0.881133861011246","0.980210203566427"
"Nein","2009","(Fach-)Abitur","Baden-Wuerttemberg","237","","",""
"Nein","2009","(Fach-)Abitur","Bayern","232","","",""
"Nein","2009","(Fach-)Abitur","Saarland","","","",""
"Nein","2009","(Fach-)Abitur","Berlin","83","0.880150166795899","0.814141080457166","0.946159253134632"
"Nein","2009","(Fach-)Abitur","Brandenburg","60","0.92302633750724","0.85720663143161","0.988846043582871"
"Nein","2009","(Fach-)Abitur","Mecklenburg-Vorpommern","23","","",""
"Nein","2009","(Fach-)Abitur","Sachsen","105","","",""
"Nein","2009","(Fach-)Abitur","Sachsen-Anhalt","65","0.9496422781951","0.898413720501504","1.0008708358887"
"Nein","2009","(Fach-)Abitur","Thueringen","41","1","1","1"
"Nein","2009","AkademikerIn","Schleswig-Holstein","77","0.922816361294252","0.865051806272313","0.980580916316191"
"Nein","2009","AkademikerIn","Hamburg","72","0.903448857188279","0.838729589685133","0.968168124691425"
"Nein","2009","AkademikerIn","Niedersachsen","293","","",""
"Nein","2009","AkademikerIn","Bremen","26","","",""
"Nein","2009","AkademikerIn","Nordrhein-Westfalen","714","0.963749282467068","0.950291319635849","0.977207245298288"
"Nein","2009","AkademikerIn","Hessen","300","0.942770086454866","0.917240194723502","0.968299978186231"
"Nein","2009","AkademikerIn","Rheinland-Pfalz,Saarland","161","","",""
"Nein","2009","AkademikerIn","Baden-Wuerttemberg","419","0.951855054937835","0.931920479712778","0.971789630162891"
"Nein","2009","AkademikerIn","Bayern","510","0.961325135228859","0.944924888517404","0.977725381940315"
"Nein","2009","AkademikerIn","Saarland","","","",""
"Nein","2009","AkademikerIn","Berlin","234","","",""
"Nein","2009","AkademikerIn","Brandenburg","231","","",""
"Nein","2009","AkademikerIn","Mecklenburg-Vorpommern","130","","",""
"Nein","2009","AkademikerIn","Sachsen","328","0.950142407443114","0.927142352527671","0.973142462358557"
"Nein","2009","AkademikerIn","Sachsen-Anhalt","193","","",""
"Nein","2009","AkademikerIn","Thueringen","172","","",""
"Ja","2010","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Ja","2010","(noch) kein Abschluss","Hamburg","","","",""
"Ja","2010","(noch) kein Abschluss","Niedersachsen","","","",""
"Ja","2010","(noch) kein Abschluss","Bremen","","","",""
"Ja","2010","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Ja","2010","(noch) kein Abschluss","Hessen","","","",""
"Ja","2010","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Ja","2010","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Ja","2010","(noch) kein Abschluss","Bayern","","","",""
"Ja","2010","(noch) kein Abschluss","Saarland","","","",""
"Ja","2010","(noch) kein Abschluss","Berlin","","","",""
"Ja","2010","(noch) kein Abschluss","Brandenburg","","","",""
"Ja","2010","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Ja","2010","(noch) kein Abschluss","Sachsen","","","",""
"Ja","2010","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Ja","2010","(noch) kein Abschluss","Thueringen","","","",""
"Ja","2010","Hauptschule","Schleswig-Holstein","","","",""
"Ja","2010","Hauptschule","Hamburg","","","",""
"Ja","2010","Hauptschule","Niedersachsen","","","",""
"Ja","2010","Hauptschule","Bremen","","","",""
"Ja","2010","Hauptschule","Nordrhein-Westfalen","","","",""
"Ja","2010","Hauptschule","Hessen","","","",""
"Ja","2010","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Ja","2010","Hauptschule","Baden-Wuerttemberg","","","",""
"Ja","2010","Hauptschule","Bayern","","","",""
"Ja","2010","Hauptschule","Saarland","","","",""
"Ja","2010","Hauptschule","Berlin","","","",""
"Ja","2010","Hauptschule","Brandenburg","","","",""
"Ja","2010","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Ja","2010","Hauptschule","Sachsen","","","",""
"Ja","2010","Hauptschule","Sachsen-Anhalt","","","",""
"Ja","2010","Hauptschule","Thueringen","","","",""
"Ja","2010","Realschule","Schleswig-Holstein","","","",""
"Ja","2010","Realschule","Hamburg","","","",""
"Ja","2010","Realschule","Niedersachsen","","","",""
"Ja","2010","Realschule","Bremen","","","",""
"Ja","2010","Realschule","Nordrhein-Westfalen","","","",""
"Ja","2010","Realschule","Hessen","","","",""
"Ja","2010","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Ja","2010","Realschule","Baden-Wuerttemberg","","","",""
"Ja","2010","Realschule","Bayern","","","",""
"Ja","2010","Realschule","Saarland","","","",""
"Ja","2010","Realschule","Berlin","","","",""
"Ja","2010","Realschule","Brandenburg","","","",""
"Ja","2010","Realschule","Mecklenburg-Vorpommern","","","",""
"Ja","2010","Realschule","Sachsen","","","",""
"Ja","2010","Realschule","Sachsen-Anhalt","","","",""
"Ja","2010","Realschule","Thueringen","","","",""
"Ja","2010","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Ja","2010","(Fach-)Abitur","Hamburg","","","",""
"Ja","2010","(Fach-)Abitur","Niedersachsen","","","",""
"Ja","2010","(Fach-)Abitur","Bremen","","","",""
"Ja","2010","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Ja","2010","(Fach-)Abitur","Hessen","","","",""
"Ja","2010","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Ja","2010","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Ja","2010","(Fach-)Abitur","Bayern","","","",""
"Ja","2010","(Fach-)Abitur","Saarland","","","",""
"Ja","2010","(Fach-)Abitur","Berlin","","","",""
"Ja","2010","(Fach-)Abitur","Brandenburg","","","",""
"Ja","2010","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Ja","2010","(Fach-)Abitur","Sachsen","","","",""
"Ja","2010","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Ja","2010","(Fach-)Abitur","Thueringen","","","",""
"Ja","2010","AkademikerIn","Schleswig-Holstein","","","",""
"Ja","2010","AkademikerIn","Hamburg","","","",""
"Ja","2010","AkademikerIn","Niedersachsen","","","",""
"Ja","2010","AkademikerIn","Bremen","","","",""
"Ja","2010","AkademikerIn","Nordrhein-Westfalen","","","",""
"Ja","2010","AkademikerIn","Hessen","","","",""
"Ja","2010","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Ja","2010","AkademikerIn","Baden-Wuerttemberg","","","",""
"Ja","2010","AkademikerIn","Bayern","","","",""
"Ja","2010","AkademikerIn","Saarland","","","",""
"Ja","2010","AkademikerIn","Berlin","","","",""
"Ja","2010","AkademikerIn","Brandenburg","","","",""
"Ja","2010","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Ja","2010","AkademikerIn","Sachsen","","","",""
"Ja","2010","AkademikerIn","Sachsen-Anhalt","","","",""
"Ja","2010","AkademikerIn","Thueringen","","","",""
"Nein","2010","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Nein","2010","(noch) kein Abschluss","Hamburg","","","",""
"Nein","2010","(noch) kein Abschluss","Niedersachsen","","","",""
"Nein","2010","(noch) kein Abschluss","Bremen","","","",""
"Nein","2010","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Nein","2010","(noch) kein Abschluss","Hessen","","","",""
"Nein","2010","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Nein","2010","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Nein","2010","(noch) kein Abschluss","Bayern","","","",""
"Nein","2010","(noch) kein Abschluss","Saarland","","","",""
"Nein","2010","(noch) kein Abschluss","Berlin","","","",""
"Nein","2010","(noch) kein Abschluss","Brandenburg","","","",""
"Nein","2010","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Nein","2010","(noch) kein Abschluss","Sachsen","","","",""
"Nein","2010","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Nein","2010","(noch) kein Abschluss","Thueringen","","","",""
"Nein","2010","Hauptschule","Schleswig-Holstein","","","",""
"Nein","2010","Hauptschule","Hamburg","","","",""
"Nein","2010","Hauptschule","Niedersachsen","","","",""
"Nein","2010","Hauptschule","Bremen","","","",""
"Nein","2010","Hauptschule","Nordrhein-Westfalen","","","",""
"Nein","2010","Hauptschule","Hessen","","","",""
"Nein","2010","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Nein","2010","Hauptschule","Baden-Wuerttemberg","","","",""
"Nein","2010","Hauptschule","Bayern","","","",""
"Nein","2010","Hauptschule","Saarland","","","",""
"Nein","2010","Hauptschule","Berlin","","","",""
"Nein","2010","Hauptschule","Brandenburg","","","",""
"Nein","2010","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Nein","2010","Hauptschule","Sachsen","","","",""
"Nein","2010","Hauptschule","Sachsen-Anhalt","","","",""
"Nein","2010","Hauptschule","Thueringen","","","",""
"Nein","2010","Realschule","Schleswig-Holstein","","","",""
"Nein","2010","Realschule","Hamburg","","","",""
"Nein","2010","Realschule","Niedersachsen","","","",""
"Nein","2010","Realschule","Bremen","","","",""
"Nein","2010","Realschule","Nordrhein-Westfalen","","","",""
"Nein","2010","Realschule","Hessen","","","",""
"Nein","2010","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Nein","2010","Realschule","Baden-Wuerttemberg","","","",""
"Nein","2010","Realschule","Bayern","","","",""
"Nein","2010","Realschule","Saarland","","","",""
"Nein","2010","Realschule","Berlin","","","",""
"Nein","2010","Realschule","Brandenburg","","","",""
"Nein","2010","Realschule","Mecklenburg-Vorpommern","","","",""
"Nein","2010","Realschule","Sachsen","","","",""
"Nein","2010","Realschule","Sachsen-Anhalt","","","",""
"Nein","2010","Realschule","Thueringen","","","",""
"Nein","2010","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Nein","2010","(Fach-)Abitur","Hamburg","","","",""
"Nein","2010","(Fach-)Abitur","Niedersachsen","","","",""
"Nein","2010","(Fach-)Abitur","Bremen","","","",""
"Nein","2010","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Nein","2010","(Fach-)Abitur","Hessen","","","",""
"Nein","2010","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Nein","2010","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Nein","2010","(Fach-)Abitur","Bayern","","","",""
"Nein","2010","(Fach-)Abitur","Saarland","","","",""
"Nein","2010","(Fach-)Abitur","Berlin","","","",""
"Nein","2010","(Fach-)Abitur","Brandenburg","","","",""
"Nein","2010","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Nein","2010","(Fach-)Abitur","Sachsen","","","",""
"Nein","2010","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Nein","2010","(Fach-)Abitur","Thueringen","","","",""
"Nein","2010","AkademikerIn","Schleswig-Holstein","","","",""
"Nein","2010","AkademikerIn","Hamburg","","","",""
"Nein","2010","AkademikerIn","Niedersachsen","","","",""
"Nein","2010","AkademikerIn","Bremen","","","",""
"Nein","2010","AkademikerIn","Nordrhein-Westfalen","","","",""
"Nein","2010","AkademikerIn","Hessen","","","",""
"Nein","2010","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Nein","2010","AkademikerIn","Baden-Wuerttemberg","","","",""
"Nein","2010","AkademikerIn","Bayern","","","",""
"Nein","2010","AkademikerIn","Saarland","","","",""
"Nein","2010","AkademikerIn","Berlin","","","",""
"Nein","2010","AkademikerIn","Brandenburg","","","",""
"Nein","2010","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Nein","2010","AkademikerIn","Sachsen","","","",""
"Nein","2010","AkademikerIn","Sachsen-Anhalt","","","",""
"Nein","2010","AkademikerIn","Thueringen","","","",""
"Ja","2011","(noch) kein Abschluss","Schleswig-Holstein","2","","",""
"Ja","2011","(noch) kein Abschluss","Hamburg","","","",""
"Ja","2011","(noch) kein Abschluss","Niedersachsen","7","0.21232986996371","0.102229724854853","0.322430015072566"
"Ja","2011","(noch) kein Abschluss","Bremen","","","",""
"Ja","2011","(noch) kein Abschluss","Nordrhein-Westfalen","15","","",""
"Ja","2011","(noch) kein Abschluss","Hessen","3","","",""
"Ja","2011","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","3","","",""
"Ja","2011","(noch) kein Abschluss","Baden-Wuerttemberg","6","0.11113185035392","0.0390336198548648","0.183230080852974"
"Ja","2011","(noch) kein Abschluss","Bayern","5","0.0513560880307993","0.00328840807897866","0.0994237679826199"
"Ja","2011","(noch) kein Abschluss","Saarland","","","",""
"Ja","2011","(noch) kein Abschluss","Berlin","3","","",""
"Ja","2011","(noch) kein Abschluss","Brandenburg","1","","",""
"Ja","2011","(noch) kein Abschluss","Mecklenburg-Vorpommern","1","","",""
"Ja","2011","(noch) kein Abschluss","Sachsen","","","",""
"Ja","2011","(noch) kein Abschluss","Sachsen-Anhalt","1","","",""
"Ja","2011","(noch) kein Abschluss","Thueringen","","","",""
"Ja","2011","Hauptschule","Schleswig-Holstein","12","","",""
"Ja","2011","Hauptschule","Hamburg","3","","",""
"Ja","2011","Hauptschule","Niedersachsen","35","0.0375306862128474","0.0235408808611721","0.0515204915645227"
"Ja","2011","Hauptschule","Bremen","1","","",""
"Ja","2011","Hauptschule","Nordrhein-Westfalen","85","0.0578774806806458","0.0462562882159382","0.0694986731453533"
"Ja","2011","Hauptschule","Hessen","26","","",""
"Ja","2011","Hauptschule","Rheinland-Pfalz,Saarland","32","0.0551431569382527","0.0366620447971725","0.0736242690793329"
"Ja","2011","Hauptschule","Baden-Wuerttemberg","51","0.0584187510407763","0.0432800830327219","0.0735574190488307"
"Ja","2011","Hauptschule","Bayern","63","0.0448516954069451","0.0337613551440968","0.0559420356697933"
"Ja","2011","Hauptschule","Saarland","","","",""
"Ja","2011","Hauptschule","Berlin","9","0.0633660554483802","0.0214876923660016","0.105244418530759"
"Ja","2011","Hauptschule","Brandenburg","13","","",""
"Ja","2011","Hauptschule","Mecklenburg-Vorpommern","7","0.0800876576756279","0.0276690480234013","0.132506267327854"
"Ja","2011","Hauptschule","Sachsen","18","","",""
"Ja","2011","Hauptschule","Sachsen-Anhalt","17","","",""
"Ja","2011","Hauptschule","Thueringen","16","","",""
"Ja","2011","Realschule","Schleswig-Holstein","9","0.0550893179798893","0.02230088238301","0.0878777535767687"
"Ja","2011","Realschule","Hamburg","5","0.0890211637179872","0.0227812597587565","0.155261067677218"
"Ja","2011","Realschule","Niedersachsen","27","","",""
"Ja","2011","Realschule","Bremen","","","",""
"Ja","2011","Realschule","Nordrhein-Westfalen","40","0.0498779392814228","0.03515642786477","0.0645994506980756"
"Ja","2011","Realschule","Hessen","19","","",""
"Ja","2011","Realschule","Rheinland-Pfalz,Saarland","16","","",""
"Ja","2011","Realschule","Baden-Wuerttemberg","36","0.0678996010625504","0.047496009291764","0.0883031928333369"
"Ja","2011","Realschule","Bayern","33","0.0626380352802218","0.0448145905474843","0.0804614800129592"
"Ja","2011","Realschule","Saarland","","","",""
"Ja","2011","Realschule","Berlin","17","","",""
"Ja","2011","Realschule","Brandenburg","16","","",""
"Ja","2011","Realschule","Mecklenburg-Vorpommern","12","","",""
"Ja","2011","Realschule","Sachsen","24","","",""
"Ja","2011","Realschule","Sachsen-Anhalt","9","0.0238329831127107","0.00688105258566203","0.0407849136397593"
"Ja","2011","Realschule","Thueringen","15","","",""
"Ja","2011","(Fach-)Abitur","Schleswig-Holstein","9","0.127884915735192","0.0568887020164741","0.198881129453911"
"Ja","2011","(Fach-)Abitur","Hamburg","2","","",""
"Ja","2011","(Fach-)Abitur","Niedersachsen","21","","",""
"Ja","2011","(Fach-)Abitur","Bremen","3","","",""
"Ja","2011","(Fach-)Abitur","Nordrhein-Westfalen","41","0.072167660844202","0.0520094351546718","0.0923258865337322"
"Ja","2011","(Fach-)Abitur","Hessen","13","","",""
"Ja","2011","(Fach-)Abitur","Rheinland-Pfalz,Saarland","10","","",""
"Ja","2011","(Fach-)Abitur","Baden-Wuerttemberg","17","","",""
"Ja","2011","(Fach-)Abitur","Bayern","14","","",""
"Ja","2011","(Fach-)Abitur","Saarland","","","",""
"Ja","2011","(Fach-)Abitur","Berlin","10","","",""
"Ja","2011","(Fach-)Abitur","Brandenburg","4","0.0612478785773144","0.00624218412345224","0.116253573031177"
"Ja","2011","(Fach-)Abitur","Mecklenburg-Vorpommern","2","","",""
"Ja","2011","(Fach-)Abitur","Sachsen","10","","",""
"Ja","2011","(Fach-)Abitur","Sachsen-Anhalt","4","0.0121602220630867","-0.0128113704312867","0.0371318145574602"
"Ja","2011","(Fach-)Abitur","Thueringen","2","","",""
"Ja","2011","AkademikerIn","Schleswig-Holstein","5","0.0706166047832439","0.0209002960692576","0.12033291349723"
"Ja","2011","AkademikerIn","Hamburg","8","0.0752221524612383","0.0210321735404054","0.129412131382071"
"Ja","2011","AkademikerIn","Niedersachsen","10","","",""
"Ja","2011","AkademikerIn","Bremen","","","",""
"Ja","2011","AkademikerIn","Nordrhein-Westfalen","46","0.0585659117667801","0.0426393412993857","0.0744924822341745"
"Ja","2011","AkademikerIn","Hessen","22","","",""
