,Unnamed: 0,year,bula_h,pgisced97,plj0587,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
122,122,2013,Berlin,Upper Secondary Level,Never,0.10925,45,22124,0.07894,0.13586
123,123,2013,Berlin,Second Stage of Tertiary Education,Often,0.1217,44,22124,0.08292,0.16867
124,124,2013,Berlin,Second Stage of Tertiary Education,Sometimes,0.30257,118,22124,0.25098,0.36429
125,125,2013,Berlin,Second Stage of Tertiary Education,Seldom,0.42683,145,22124,0.36072,0.50625
126,126,2013,Berlin,Second Stage of Tertiary Education,Never,0.1489,58,22124,0.11012,0.1899
127,127,2013,Brandenburg,Upper Secondary Level,Often,0.12882,55,22124,0.08895,0.17642
128,128,2013,Brandenburg,Upper Secondary Level,Sometimes,0.42524,206,22124,0.36355,0.49005
129,129,2013,Brandenburg,Upper Secondary Level,Seldom,0.32825,171,22124,0.28435,0.36449
130,130,2013,Brandenburg,Upper Secondary Level,Never,0.11769,69,22124,0.09481,0.14352
131,131,2013,Brandenburg,Second Stage of Tertiary Education,Sometimes,0.48953,95,22124,0.37117,0.60322
132,132,2013,Brandenburg,Second Stage of Tertiary Education,Seldom,0.51047,118,22124,0.42294,0.59335
133,133,2013,Mecklenburg-Western Pomerania,Upper Secondary Level,Often,0.13352,36,22124,0.09406,0.18284
134,134,2013,Mecklenburg-Western Pomerania,Upper Secondary Level,Sometimes,0.4549,126,22124,0.37685,0.53874
135,135,2013,Mecklenburg-Western Pomerania,Upper Secondary Level,Seldom,0.41158,116,22124,0.34571,0.50079
136,136,2013,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Sometimes,0.62012,59,22124,0.44187,0.82055
137,137,2013,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Seldom,0.37988,50,22124,0.28908,0.48781
138,138,2013,Saxony,Lower Secondary Level,Sometimes,0.56651,36,22124,0.4039,0.72594
139,139,2013,Saxony,Lower Secondary Level,Seldom,0.43349,32,22124,0.27592,0.64946
140,140,2013,Saxony,Upper Secondary Level,Often,0.10428,88,22124,0.08349,0.13284
141,141,2013,Saxony,Upper Secondary Level,Sometimes,0.40037,347,22124,0.35694,0.4535
142,142,2013,Saxony,Upper Secondary Level,Seldom,0.39322,350,22124,0.34142,0.4409
143,143,2013,Saxony,Upper Secondary Level,Never,0.10213,121,22124,0.08419,0.11934
144,144,2013,Saxony,Post-secondary Non-tertiary Level,Seldom,1.0,31,22124,0.65874,1.41213
145,145,2013,Saxony,First Stage of Tertiary Education,Sometimes,0.49645,53,22124,0.38111,0.65124
146,146,2013,Saxony,First Stage of Tertiary Education,Seldom,0.50355,54,22124,0.3808,0.68434
147,147,2013,Saxony,Second Stage of Tertiary Education,Sometimes,0.41339,176,22124,0.35404,0.47558
148,148,2013,Saxony,Second Stage of Tertiary Education,Seldom,0.45017,169,22124,0.3783,0.538
149,149,2013,Saxony,Second Stage of Tertiary Education,Never,0.13644,71,22124,0.10539,0.17287
150,150,2013,Saxony-Anhalt,Upper Secondary Level,Often,0.10847,58,22124,0.08309,0.14611
151,151,2013,Saxony-Anhalt,Upper Secondary Level,Sometimes,0.29129,163,22124,0.24973,0.34352
152,152,2013,Saxony-Anhalt,Upper Secondary Level,Seldom,0.46705,218,22124,0.39615,0.52769
153,153,2013,Saxony-Anhalt,Upper Secondary Level,Never,0.13319,66,22124,0.09376,0.17371
154,154,2013,Saxony-Anhalt,First Stage of Tertiary Education,Sometimes,1.0,31,22124,0.76016,1.29109
155,155,2013,Saxony-Anhalt,Second Stage of Tertiary Education,Sometimes,0.46209,72,22124,0.38047,0.57073
156,156,2013,Saxony-Anhalt,Second Stage of Tertiary Education,Seldom,0.53791,100,22124,0.45928,0.62031
157,157,2013,Thuringa,Upper Secondary Level,Often,0.12724,64,22124,0.09987,0.1529
158,158,2013,Thuringa,Upper Secondary Level,Sometimes,0.34296,202,22124,0.29007,0.40218
159,159,2013,Thuringa,Upper Secondary Level,Seldom,0.29384,181,22124,0.26147,0.3388
160,160,2013,Thuringa,Upper Secondary Level,Never,0.23596,128,22124,0.20478,0.27058
161,161,2013,Thuringa,Second Stage of Tertiary Education,Sometimes,0.55579,75,22124,0.45268,0.66195
162,162,2013,Thuringa,Second Stage of Tertiary Education,Seldom,0.44421,90,22124,0.35675,0.54794
163,163,2021,Schleswig-Holstein,Lower Secondary Level,Sometimes,1.0,35,15121,0.52936,1.74717
164,164,2021,Schleswig-Holstein,Upper Secondary Level,Often,0.17516,54,15121,0.12916,0.22914
165,165,2021,Schleswig-Holstein,Upper Secondary Level,Sometimes,0.35849,108,15121,0.27242,0.45109
166,166,2021,Schleswig-Holstein,Upper Secondary Level,Seldom,0.38137,93,15121,0.30275,0.47521
167,167,2021,Schleswig-Holstein,Upper Secondary Level,Never,0.08497,42,15121,0.0513,0.12868
168,168,2021,Schleswig-Holstein,Second Stage of Tertiary Education,Often,0.17109,38,15121,0.1147,0.24021
169,169,2021,Schleswig-Holstein,Second Stage of Tertiary Education,Sometimes,0.2794,71,15121,0.20296,0.3746
170,170,2021,Schleswig-Holstein,Second Stage of Tertiary Education,Seldom,0.35306,57,15121,0.22128,0.4843
171,171,2021,Schleswig-Holstein,Second Stage of Tertiary Education,Never,0.19645,32,15121,0.09045,0.34874
172,172,2021,Hamburg,Upper Secondary Level,Sometimes,0.51945,47,15121,0.35721,0.7145
173,173,2021,Hamburg,Upper Secondary Level,Seldom,0.48055,49,15121,0.34917,0.605
174,174,2021,Hamburg,Second Stage of Tertiary Education,Sometimes,0.42336,56,15121,0.28174,0.58228
175,175,2021,Hamburg,Second Stage of Tertiary Education,Seldom,0.38435,46,15121,0.27295,0.50865
176,176,2021,Hamburg,Second Stage of Tertiary Education,Never,0.1923,36,15121,0.08889,0.324
177,177,2021,Lower Saxony,Primary Level,Sometimes,1.0,44,15121,0.46706,1.65711
178,178,2021,Lower Saxony,Lower Secondary Level,Often,0.2165,45,15121,0.15057,0.2802
179,179,2021,Lower Saxony,Lower Secondary Level,Sometimes,0.417,71,15121,0.27324,0.58829
180,180,2021,Lower Saxony,Lower Secondary Level,Seldom,0.3665,55,15121,0.2534,0.49083
181,181,2021,Lower Saxony,Upper Secondary Level,Very often,0.04437,44,15121,0.03184,0.0597
182,182,2021,Lower Saxony,Upper Secondary Level,Often,0.16824,130,15121,0.1256,0.20979
183,183,2021,Lower Saxony,Upper Secondary Level,Sometimes,0.33318,254,15121,0.28101,0.38484
184,184,2021,Lower Saxony,Upper Secondary Level,Seldom,0.3553,224,15121,0.29986,0.40412
185,185,2021,Lower Saxony,Upper Secondary Level,Never,0.0989,77,15121,0.07227,0.1351
186,186,2021,Lower Saxony,Post-secondary Non-tertiary Level,Sometimes,0.41256,50,15121,0.2878,0.5687
187,187,2021,Lower Saxony,Post-secondary Non-tertiary Level,Seldom,0.58744,66,15121,0.43852,0.74003
188,188,2021,Lower Saxony,Second Stage of Tertiary Education,Often,0.16048,83,15121,0.11611,0.20099
189,189,2021,Lower Saxony,Second Stage of Tertiary Education,Sometimes,0.43254,169,15121,0.35935,0.54055
190,190,2021,Lower Saxony,Second Stage of Tertiary Education,Seldom,0.31471,165,15121,0.2494,0.38143
191,191,2021,Lower Saxony,Second Stage of Tertiary Education,Never,0.09228,54,15121,0.05569,0.14606
192,192,2021,North Rhine-Westphalia,Primary Level,Very often,0.09368,36,15121,0.03195,0.16965
193,193,2021,North Rhine-Westphalia,Primary Level,Often,0.20223,49,15121,0.07728,0.35144
194,194,2021,North Rhine-Westphalia,Primary Level,Sometimes,0.30886,91,15121,0.16639,0.48663
195,195,2021,North Rhine-Westphalia,Primary Level,Seldom,0.23838,32,15121,0.13868,0.37175
196,196,2021,North Rhine-Westphalia,Primary Level,Never,0.15684,32,15121,0.0732,0.26567
197,197,2021,North Rhine-Westphalia,Lower Secondary Level,Very often,0.04468,43,15121,0.02082,0.08233
198,198,2021,North Rhine-Westphalia,Lower Secondary Level,Often,0.18912,66,15121,0.11254,0.27031
199,199,2021,North Rhine-Westphalia,Lower Secondary Level,Sometimes,0.36948,158,15121,0.28722,0.44626
200,200,2021,North Rhine-Westphalia,Lower Secondary Level,Seldom,0.27367,81,15121,0.20432,0.35516
201,201,2021,North Rhine-Westphalia,Lower Secondary Level,Never,0.12306,58,15121,0.08474,0.16149
202,202,2021,North Rhine-Westphalia,Upper Secondary Level,Very often,0.07621,125,15121,0.05573,0.09576
203,203,2021,North Rhine-Westphalia,Upper Secondary Level,Often,0.16096,250,15121,0.13735,0.18802
204,204,2021,North Rhine-Westphalia,Upper Secondary Level,Sometimes,0.35364,511,15121,0.31836,0.39001
205,205,2021,North Rhine-Westphalia,Upper Secondary Level,Seldom,0.30169,446,15121,0.27406,0.33553
206,206,2021,North Rhine-Westphalia,Upper Secondary Level,Never,0.10749,169,15121,0.09087,0.12526
207,207,2021,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Often,0.14652,70,15121,0.1051,0.21426
208,208,2021,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Sometimes,0.37447,162,15121,0.29833,0.45135
209,209,2021,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Seldom,0.38896,161,15121,0.31484,0.47966
210,210,2021,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Never,0.09005,41,15121,0.0583,0.12657
211,211,2021,North Rhine-Westphalia,First Stage of Tertiary Education,Sometimes,0.50868,64,15121,0.35883,0.67032
212,212,2021,North Rhine-Westphalia,First Stage of Tertiary Education,Seldom,0.49132,59,15121,0.36628,0.6275
213,213,2021,North Rhine-Westphalia,Second Stage of Tertiary Education,Very often,0.05481,75,15121,0.03664,0.07125
214,214,2021,North Rhine-Westphalia,Second Stage of Tertiary Education,Often,0.1988,197,15121,0.16165,0.23496
215,215,2021,North Rhine-Westphalia,Second Stage of Tertiary Education,Sometimes,0.3754,413,15121,0.32432,0.42322
216,216,2021,North Rhine-Westphalia,Second Stage of Tertiary Education,Seldom,0.3018,295,15121,0.25853,0.34715
217,217,2021,North Rhine-Westphalia,Second Stage of Tertiary Education,Never,0.06919,116,15121,0.05461,0.08563
218,218,2021,Hesse,Primary Level,Sometimes,1.0,39,15121,0.07274,2.49087
219,219,2021,Hesse,Lower Secondary Level,Sometimes,0.52182,48,15121,0.30753,0.81901
220,220,2021,Hesse,Lower Secondary Level,Seldom,0.47818,33,15121,0.23161,0.774
221,221,2021,Hesse,Upper Secondary Level,Very often,0.08026,40,15121,0.04662,0.11801
222,222,2021,Hesse,Upper Secondary Level,Often,0.17753,87,15121,0.1335,0.22222
223,223,2021,Hesse,Upper Secondary Level,Sometimes,0.30151,144,15121,0.24033,0.35918
224,224,2021,Hesse,Upper Secondary Level,Seldom,0.33053,120,15121,0.25205,0.43891
225,225,2021,Hesse,Upper Secondary Level,Never,0.11017,43,15121,0.07844,0.15393
226,226,2021,Hesse,Post-secondary Non-tertiary Level,Sometimes,0.44728,35,15121,0.27825,0.64319
227,227,2021,Hesse,Post-secondary Non-tertiary Level,Seldom,0.55272,33,15121,0.29493,0.80291
228,228,2021,Hesse,Second Stage of Tertiary Education,Often,0.09614,55,15121,0.06703,0.12864
229,229,2021,Hesse,Second Stage of Tertiary Education,Sometimes,0.33096,155,15121,0.2697,0.41548
230,230,2021,Hesse,Second Stage of Tertiary Education,Seldom,0.45446,149,15121,0.3696,0.58627
231,231,2021,Hesse,Second Stage of Tertiary Education,Never,0.11844,48,15121,0.07802,0.15897
232,232,2021,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Sometimes,0.45795,36,15121,0.22323,0.77568
233,233,2021,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Seldom,0.54205,32,15121,0.33981,0.76907
234,234,2021,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Often,0.16451,65,15121,0.12725,0.2068
235,235,2021,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Sometimes,0.33788,139,15121,0.2852,0.38755
236,236,2021,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Seldom,0.41897,118,15121,0.33035,0.50835
237,237,2021,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Never,0.07864,36,15121,0.04599,0.10732
238,238,2021,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Sometimes,1.0,34,15121,0.65109,1.42056
239,239,2021,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Often,0.19126,32,15121,0.10374,0.31165
240,240,2021,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Sometimes,0.42204,90,15121,0.32015,0.56213
241,241,2021,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Seldom,0.3867,78,15121,0.2845,0.5008
242,242,2021,Baden-Wuerttemberg,Lower Secondary Level,Sometimes,0.64683,70,15121,0.47083,0.85871
243,243,2021,Baden-Wuerttemberg,Lower Secondary Level,Seldom,0.35317,34,15121,0.21389,0.5161
244,244,2021,Baden-Wuerttemberg,Upper Secondary Level,Very often,0.04229,41,15121,0.02686,0.0643
245,245,2021,Baden-Wuerttemberg,Upper Secondary Level,Often,0.13678,119,15121,0.10231,0.17137
246,246,2021,Baden-Wuerttemberg,Upper Secondary Level,Sometimes,0.40696,326,15121,0.35625,0.46005
247,247,2021,Baden-Wuerttemberg,Upper Secondary Level,Seldom,0.31969,226,15121,0.27334,0.38572
248,248,2021,Baden-Wuerttemberg,Upper Secondary Level,Never,0.09428,84,15121,0.06792,0.12186
249,249,2021,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Sometimes,0.61919,72,15121,0.50121,0.76977
250,250,2021,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Seldom,0.38081,51,15121,0.25928,0.4928
251,251,2021,Baden-Wuerttemberg,First Stage of Tertiary Education,Sometimes,0.38675,31,15121,0.23533,0.56095
252,252,2021,Baden-Wuerttemberg,First Stage of Tertiary Education,Seldom,0.61325,44,15121,0.38716,0.91038
253,253,2021,Baden-Wuerttemberg,Second Stage of Tertiary Education,Very often,0.04402,32,15121,0.02763,0.06136
254,254,2021,Baden-Wuerttemberg,Second Stage of Tertiary Education,Often,0.13429,113,15121,0.10391,0.1641
255,255,2021,Baden-Wuerttemberg,Second Stage of Tertiary Education,Sometimes,0.34164,272,15121,0.29133,0.40749
256,256,2021,Baden-Wuerttemberg,Second Stage of Tertiary Education,Seldom,0.36868,236,15121,0.30473,0.43153
257,257,2021,Baden-Wuerttemberg,Second Stage of Tertiary Education,Never,0.11138,70,15121,0.07839,0.14675
258,258,2021,Bavaria,Lower Secondary Level,Often,0.30959,54,15121,0.21647,0.40426
259,259,2021,Bavaria,Lower Secondary Level,Sometimes,0.27891,80,15121,0.19557,0.35681
