year,sampreg,plb0426,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,East,Do something new,0.02089,145,980,0.01193,0.02985
2000,East,Does not matter,0.04592,356,980,0.03281,0.05903
2000,East,Does not apply/do not (yet) have a job,0.02829,234,980,0.01790,0.03868
2001,West,In my current field/ field I was trained in,0.02783,607,2105,0.02080,0.03486
2001,West,Do something new,0.01274,285,2105,0.00795,0.01753
2001,West,Does not matter,0.02093,451,2105,0.01481,0.02705
2001,West,Does not apply/do not (yet) have a job,0.03195,762,2105,0.02444,0.03947
2001,East,In my current field/ field I was trained in,0.02956,204,900,0.01849,0.04063
2001,East,Do something new,0.02058,122,900,0.01130,0.02986
2001,East,Does not matter,0.04999,346,900,0.03574,0.06423
2001,East,Does not apply/do not (yet) have a job,0.02769,228,900,0.01696,0.03842
2003,West,In my current field/ field I was trained in,0.02481,509,2145,0.01823,0.03140
2003,West,Do something new,0.01190,245,2145,0.00731,0.01649
2003,West,Does not matter,0.02961,561,2145,0.02243,0.03678
2003,West,Does not apply/do not (yet) have a job,0.03336,830,2145,0.02576,0.04096
2003,East,In my current field/ field I was trained in,0.03173,194,948,0.02057,0.04290
2003,East,Do something new,0.01796,108,948,0.00950,0.02642
2003,East,Does not matter,0.06481,386,948,0.04913,0.08049
2003,East,Does not apply/do not (yet) have a job,0.03514,260,948,0.02341,0.04687
2005,West,In my current field/ field I was trained in,0.01982,364,1728,0.01325,0.02640
2005,West,Do something new,0.00843,152,1728,0.00412,0.01274
2005,West,Does not matter,0.03031,538,1728,0.02222,0.03840
2005,West,Does not apply/do not (yet) have a job,0.03227,674,1728,0.02394,0.04061
2005,East,In my current field/ field I was trained in,0.02597,143,837,0.01519,0.03675
2005,East,Do something new,0.01508,78,837,0.00682,0.02334
2005,East,Does not matter,0.07897,396,837,0.06069,0.09726
2005,East,Does not apply/do not (yet) have a job,0.03321,220,837,0.02106,0.04536
2007,West,In my current field/ field I was trained in,0.01996,385,1819,0.01353,0.02639
2007,West,Do something new,0.01070,182,1819,0.00597,0.01543
2007,West,Does not matter,0.03203,543,1819,0.02394,0.04012
2007,West,Does not apply/do not (yet) have a job,0.03493,709,1819,0.02649,0.04337
2007,East,In my current field/ field I was trained in,0.02531,138,735,0.01395,0.03667
2007,East,Do something new,0.01510,75,735,0.00628,0.02392
2007,East,Does not matter,0.06484,331,735,0.04703,0.08266
2007,East,Does not apply/do not (yet) have a job,0.03023,191,735,0.01785,0.04262
2009,West,In my current field/ field I was trained in,0.01998,335,1461,0.01280,0.02715
2009,West,Do something new,0.00889,140,1461,0.00408,0.01371
2009,West,Does not matter,0.02920,424,1461,0.02056,0.03784
2009,West,Does not apply/do not (yet) have a job,0.03351,562,1461,0.02428,0.04274
2009,East,In my current field/ field I was trained in,0.02627,120,606,0.01353,0.03902
2009,East,Do something new,0.01467,65,606,0.00509,0.02425
2009,East,Does not matter,0.05394,274,606,0.03594,0.07194
2009,East,Does not apply/do not (yet) have a job,0.02710,147,606,0.01416,0.04004
2011,West,In my current field/ field I was trained in,0.01024,268,1170,0.00447,0.01601
2011,West,Do something new,0.00607,120,1170,0.00162,0.01052
2011,West,Does not matter,0.01454,329,1170,0.00768,0.02140
2011,West,Does not apply/do not (yet) have a job,0.01745,453,1170,0.00994,0.02495
2011,East,In my current field/ field I was trained in,0.01448,103,431,0.00319,0.02577
2011,East,Do something new,0.00851,59,431,-0.00017,0.01720
2011,East,Does not matter,0.02447,171,431,0.00987,0.03907
2011,East,Does not apply/do not (yet) have a job,0.01395,98,431,0.00287,0.02504
2013,West,In my current field/ field I was trained in,0.01562,359,1529,0.00940,0.02184
2013,West,Do something new,0.01043,232,1529,0.00534,0.01553
2013,West,Does not matter,0.01690,398,1529,0.01044,0.02336
2013,West,Does not apply/do not (yet) have a job,0.02145,540,1529,0.01419,0.02871
2013,East,In my current field/ field I was trained in,0.01700,107,455,0.00511,0.02890
2013,East,Do something new,0.00937,66,455,0.00051,0.01823
2013,East,Does not matter,0.03501,187,455,0.01810,0.05191
2013,East,Does not apply/do not (yet) have a job,0.01459,95,455,0.00356,0.02561
2015,West,In my current field/ field I was trained in,0.02259,754,3264,0.01749,0.02768
2015,West,Do something new,0.01401,454,3264,0.00998,0.01805
2015,West,Does not matter,0.02618,957,3264,0.02070,0.03166
2015,West,Does not apply/do not (yet) have a job,0.03265,1099,3264,0.02655,0.03875
2015,East,In my current field/ field I was trained in,0.02486,180,731,0.01356,0.03615
2015,East,Do something new,0.01467,109,731,0.00595,0.02339
2015,East,Does not matter,0.03829,290,731,0.02437,0.05221
2015,East,Does not apply/do not (yet) have a job,0.01638,152,731,0.00717,0.02559
2017,West,In my current field/ field I was trained in,0.02207,611,2742,0.01657,0.02757
2017,West,Do something new,0.01488,441,2742,0.01035,0.01942
2017,West,Does not matter,0.02206,694,2742,0.01656,0.02756
2017,West,Does not apply/do not (yet) have a job,0.03055,996,2742,0.02411,0.03699
2017,East,In my current field/ field I was trained in,0.02226,147,673,0.01111,0.03342
2017,East,Do something new,0.01502,110,673,0.00582,0.02422
2017,East,Does not matter,0.03356,229,673,0.01995,0.04718
2017,East,Does not apply/do not (yet) have a job,0.02326,187,673,0.01186,0.03465
