year,bula_h,hhtyp,hgreval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,"Rhineland-Palatinate, Saarland",Couple without children,Reasonable,0.56605,32,32,0.39158,0.74052
2001,"Rhineland-Palatinate, Saarland",Couple with children,Inexpensive,0.29095,32,73,0.18603,0.39586
2001,"Rhineland-Palatinate, Saarland",Couple with children,Reasonable,0.41160,41,73,0.29793,0.52528
2001,Baden-Wuerttemberg,Single-person household,Inexpensive,0.22195,47,169,0.15911,0.28479
2001,Baden-Wuerttemberg,Single-person household,Reasonable,0.57769,122,169,0.50300,0.65238
2001,Baden-Wuerttemberg,Couple without children,Inexpensive,0.17910,33,106,0.10576,0.25244
2001,Baden-Wuerttemberg,Couple without children,Reasonable,0.47984,73,106,0.38428,0.57540
2001,Baden-Wuerttemberg,Single parent,Reasonable,0.53780,37,37,0.37493,0.70066
2001,Baden-Wuerttemberg,Couple with children,Inexpensive,0.27259,60,225,0.21428,0.33091
2001,Baden-Wuerttemberg,Couple with children,Reasonable,0.45503,121,225,0.38982,0.52025
2001,Baden-Wuerttemberg,Couple with children,Slightly Expensive,0.20182,44,225,0.14926,0.25438
2001,Bavaria,Single-person household,Inexpensive,0.27218,69,224,0.21376,0.33060
2001,Bavaria,Single-person household,Reasonable,0.46670,112,224,0.40122,0.53218
2001,Bavaria,Single-person household,Slightly Expensive,0.19423,43,224,0.14230,0.24615
2001,Bavaria,Couple without children,Inexpensive,0.25429,55,174,0.18940,0.31918
2001,Bavaria,Couple without children,Reasonable,0.45263,88,174,0.37846,0.52680
2001,Bavaria,Couple without children,Slightly Expensive,0.19609,31,174,0.13693,0.25526
2001,Bavaria,Couple with children,Inexpensive,0.19259,36,159,0.13110,0.25408
2001,Bavaria,Couple with children,Reasonable,0.48525,88,159,0.40732,0.56319
2001,Bavaria,Couple with children,Slightly Expensive,0.17814,35,159,0.11847,0.23780
2001,Berlin,Single-person household,Inexpensive,0.28687,46,148,0.21375,0.35999
2001,Berlin,Single-person household,Reasonable,0.40344,67,148,0.32413,0.48275
2001,Berlin,Single-person household,Slightly Expensive,0.21110,35,148,0.14512,0.27707
2001,Berlin,Couple without children,Reasonable,0.47018,46,46,0.32435,0.61601
2001,Berlin,Couple with children,Inexpensive,0.28525,32,76,0.18306,0.38744
2001,Berlin,Couple with children,Reasonable,0.44998,44,76,0.33739,0.56257
2001,Brandenburg,Couple without children,Reasonable,0.48057,48,48,0.33773,0.62341
2001,Brandenburg,Couple with children,Reasonable,0.52147,41,41,0.36666,0.67628
2001,Saxony,Single-person household,Inexpensive,0.25994,39,106,0.17604,0.34383
2001,Saxony,Single-person household,Reasonable,0.45276,67,106,0.35755,0.54798
2001,Saxony,Couple without children,Inexpensive,0.23847,44,171,0.17441,0.30253
2001,Saxony,Couple without children,Reasonable,0.48831,89,171,0.41317,0.56345
2001,Saxony,Couple without children,Slightly Expensive,0.20442,38,171,0.14380,0.26504
2001,Saxony,Couple with children,Inexpensive,0.26281,37,95,0.17382,0.35179
2001,Saxony,Couple with children,Reasonable,0.43066,58,95,0.33056,0.53077
2001,Saxony-Anhalt,Single-person household,Reasonable,0.48838,36,36,0.32278,0.65399
2001,Saxony-Anhalt,Couple without children,Inexpensive,0.33197,33,72,0.22243,0.44151
2001,Saxony-Anhalt,Couple without children,Reasonable,0.44406,39,72,0.32848,0.55963
2001,Thuringa,Single-person household,Reasonable,0.51878,40,40,0.36197,0.67560
2002,Schleswig-Holstein,Single-person household,Reasonable,0.70075,42,42,0.56058,0.84092
2002,Lower Saxony,Single-person household,Inexpensive,0.28888,35,91,0.19524,0.38252
2002,Lower Saxony,Single-person household,Reasonable,0.38743,56,91,0.28678,0.48808
2002,Lower Saxony,Couple without children,Inexpensive,0.27699,34,80,0.17831,0.37567
2002,Lower Saxony,Couple without children,Reasonable,0.44125,46,80,0.33175,0.55074
2002,Lower Saxony,Couple with children,Reasonable,0.49089,62,62,0.36543,0.61634
2002,North Rhine-Westphalia,Single-person household,Very Inexpensive,0.11256,41,419,0.08226,0.14286
2002,North Rhine-Westphalia,Single-person household,Inexpensive,0.25052,112,419,0.20898,0.29206
2002,North Rhine-Westphalia,Single-person household,Reasonable,0.46127,197,419,0.41348,0.50906
2002,North Rhine-Westphalia,Single-person household,Slightly Expensive,0.15931,69,419,0.12423,0.19440
2002,North Rhine-Westphalia,Couple without children,Very Inexpensive,0.08380,37,391,0.05630,0.11130
2002,North Rhine-Westphalia,Couple without children,Inexpensive,0.28480,117,391,0.24001,0.32960
2002,North Rhine-Westphalia,Couple without children,Reasonable,0.45298,177,391,0.40357,0.50238
2002,North Rhine-Westphalia,Couple without children,Slightly Expensive,0.16516,60,391,0.12831,0.20201
2002,North Rhine-Westphalia,Single parent,Reasonable,0.48546,39,39,0.32655,0.64437
2002,North Rhine-Westphalia,Couple with children,Inexpensive,0.26454,100,362,0.21904,0.31004
2002,North Rhine-Westphalia,Couple with children,Reasonable,0.47605,193,362,0.42453,0.52757
2002,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.16613,69,362,0.12773,0.20452
2002,Hesse,Single-person household,Inexpensive,0.27642,31,79,0.17717,0.37567
2002,Hesse,Single-person household,Reasonable,0.42403,48,79,0.31435,0.53370
2002,Hesse,Couple without children,Inexpensive,0.25264,31,84,0.15915,0.34612
2002,Hesse,Couple without children,Reasonable,0.38191,53,84,0.27739,0.48644
2002,Hesse,Couple with children,Reasonable,0.43586,59,59,0.30824,0.56347
2002,"Rhineland-Palatinate, Saarland",Single-person household,Reasonable,0.61150,48,48,0.47215,0.75085
2002,"Rhineland-Palatinate, Saarland",Couple with children,Reasonable,0.38454,31,31,0.21045,0.55862
2002,Baden-Wuerttemberg,Single-person household,Inexpensive,0.26483,54,153,0.19468,0.33498
2002,Baden-Wuerttemberg,Single-person household,Reasonable,0.46973,99,153,0.39039,0.54907
2002,Baden-Wuerttemberg,Couple without children,Inexpensive,0.27741,42,153,0.20624,0.34859
2002,Baden-Wuerttemberg,Couple without children,Reasonable,0.44348,78,153,0.36450,0.52246
2002,Baden-Wuerttemberg,Couple without children,Slightly Expensive,0.20255,33,153,0.13866,0.26644
2002,Baden-Wuerttemberg,Single parent,Reasonable,0.48728,31,31,0.30842,0.66615
2002,Baden-Wuerttemberg,Couple with children,Inexpensive,0.20983,55,213,0.15502,0.26464
2002,Baden-Wuerttemberg,Couple with children,Reasonable,0.53182,116,213,0.46464,0.59899
2002,Baden-Wuerttemberg,Couple with children,Slightly Expensive,0.16526,42,213,0.11527,0.21526
2002,Bavaria,Single-person household,Inexpensive,0.24426,60,200,0.18456,0.30395
2002,Bavaria,Single-person household,Reasonable,0.46440,101,200,0.39511,0.53370
2002,Bavaria,Single-person household,Slightly Expensive,0.16100,39,200,0.10993,0.21206
2002,Bavaria,Couple without children,Inexpensive,0.30718,65,188,0.24105,0.37330
2002,Bavaria,Couple without children,Reasonable,0.40196,84,188,0.33169,0.47224
2002,Bavaria,Couple without children,Slightly Expensive,0.19289,39,188,0.13634,0.24944
2002,Bavaria,Single parent,Reasonable,0.50180,38,38,0.34069,0.66291
2002,Bavaria,Couple with children,Inexpensive,0.23423,41,166,0.16961,0.29885
2002,Bavaria,Couple with children,Reasonable,0.48230,92,166,0.40606,0.55855
2002,Bavaria,Couple with children,Slightly Expensive,0.16022,33,166,0.10425,0.21620
2002,Berlin,Single-person household,Inexpensive,0.23211,40,144,0.16291,0.30130
2002,Berlin,Single-person household,Reasonable,0.40451,63,144,0.32407,0.48496
2002,Berlin,Single-person household,Slightly Expensive,0.24937,41,144,0.17846,0.32028
2002,Berlin,Couple without children,Reasonable,0.45675,38,38,0.29625,0.61726
2002,Berlin,Couple with children,Reasonable,0.49395,49,49,0.35251,0.63539
2002,Brandenburg,Couple without children,Inexpensive,0.33091,38,83,0.22906,0.43275
2002,Brandenburg,Couple without children,Reasonable,0.44614,45,83,0.33855,0.55374
2002,Brandenburg,Couple with children,Reasonable,0.47583,35,35,0.30796,0.64370
2002,Mecklenburg-Western Pomerania,Single-person household,Reasonable,0.50406,31,31,0.32514,0.68298
2002,Saxony,Single-person household,Inexpensive,0.33195,49,117,0.24625,0.41765
2002,Saxony,Single-person household,Reasonable,0.45631,68,117,0.36567,0.54696
2002,Saxony,Couple without children,Inexpensive,0.26073,47,170,0.19454,0.32693
2002,Saxony,Couple without children,Reasonable,0.44984,89,170,0.37483,0.52484
2002,Saxony,Couple without children,Slightly Expensive,0.21021,34,170,0.14878,0.27164
2002,Saxony,Couple with children,Inexpensive,0.22232,32,90,0.13593,0.30871
2002,Saxony,Couple with children,Reasonable,0.47474,58,90,0.37100,0.57849
2002,Saxony-Anhalt,Single-person household,Reasonable,0.57121,50,50,0.43264,0.70978
2002,Saxony-Anhalt,Couple without children,Reasonable,0.57783,45,45,0.43189,0.72377
2002,Thuringa,Single-person household,Reasonable,0.50412,38,38,0.34302,0.66523
2005,Schleswig-Holstein,Single-person household,Reasonable,0.61932,35,35,0.45611,0.78254
2005,Lower Saxony,Single-person household,Reasonable,0.44934,62,62,0.32451,0.57417
2005,Lower Saxony,Couple without children,Reasonable,0.43143,40,40,0.27599,0.58687
2005,Lower Saxony,Couple with children,Reasonable,0.46574,41,41,0.31115,0.62033
2005,North Rhine-Westphalia,Single-person household,Inexpensive,0.29149,106,352,0.24395,0.33903
2005,North Rhine-Westphalia,Single-person household,Reasonable,0.48787,191,352,0.43557,0.54016
2005,North Rhine-Westphalia,Single-person household,Slightly Expensive,0.15497,55,352,0.11712,0.19283
2005,North Rhine-Westphalia,Couple without children,Inexpensive,0.20920,82,346,0.16628,0.25212
2005,North Rhine-Westphalia,Couple without children,Reasonable,0.52283,193,346,0.47012,0.57554
2005,North Rhine-Westphalia,Couple without children,Slightly Expensive,0.18085,71,346,0.14024,0.22147
2005,North Rhine-Westphalia,Single parent,Reasonable,0.41758,42,42,0.26662,0.56853
2005,North Rhine-Westphalia,Couple with children,Inexpensive,0.22797,75,311,0.18127,0.27467
2005,North Rhine-Westphalia,Couple with children,Reasonable,0.51399,176,311,0.45836,0.56963
2005,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.18128,60,311,0.13839,0.22416
2005,Hesse,Single-person household,Inexpensive,0.30865,37,99,0.21719,0.40011
2005,Hesse,Single-person household,Reasonable,0.46889,62,99,0.37009,0.56770
2005,Hesse,Couple without children,Inexpensive,0.31228,35,77,0.20809,0.41647
2005,Hesse,Couple without children,Reasonable,0.40556,42,77,0.29517,0.51595
2005,Hesse,Couple with children,Reasonable,0.49929,43,43,0.34807,0.65051
2005,"Rhineland-Palatinate, Saarland",Single-person household,Reasonable,0.40534,36,36,0.24269,0.56800
2005,"Rhineland-Palatinate, Saarland",Couple without children,Reasonable,0.54733,32,32,0.37211,0.72255
2005,"Rhineland-Palatinate, Saarland",Couple with children,Reasonable,0.48284,32,32,0.30693,0.65875
2005,Baden-Wuerttemberg,Single-person household,Inexpensive,0.24623,49,182,0.18347,0.30899
2005,Baden-Wuerttemberg,Single-person household,Reasonable,0.51681,94,182,0.44401,0.58961
2005,Baden-Wuerttemberg,Single-person household,Slightly Expensive,0.19619,39,182,0.13834,0.25404
2005,Baden-Wuerttemberg,Couple without children,Inexpensive,0.26101,31,115,0.18039,0.34163
2005,Baden-Wuerttemberg,Couple without children,Reasonable,0.52281,84,115,0.43112,0.61450
2005,Baden-Wuerttemberg,Single parent,Reasonable,0.49927,32,32,0.32326,0.67529
2005,Baden-Wuerttemberg,Couple with children,Inexpensive,0.28314,43,171,0.21542,0.35087
2005,Baden-Wuerttemberg,Couple with children,Reasonable,0.40226,87,171,0.32855,0.47597
2005,Baden-Wuerttemberg,Couple with children,Slightly Expensive,0.22223,41,171,0.15973,0.28473
2005,Bavaria,Single-person household,Inexpensive,0.27886,58,179,0.21298,0.34474
2005,Bavaria,Single-person household,Reasonable,0.39486,76,179,0.32305,0.46667
2005,Bavaria,Single-person household,Slightly Expensive,0.22706,45,179,0.16552,0.28860
2005,Bavaria,Couple without children,Inexpensive,0.27513,53,181,0.20989,0.34037
2005,Bavaria,Couple without children,Reasonable,0.44188,95,181,0.36933,0.51443
2005,Bavaria,Couple without children,Slightly Expensive,0.18415,33,181,0.12752,0.24077
2005,Bavaria,Couple with children,Inexpensive,0.28555,44,126,0.20637,0.36473
2005,Bavaria,Couple with children,Reasonable,0.48331,82,126,0.39570,0.57091
2005,Berlin,Single-person household,Inexpensive,0.19955,37,120,0.12774,0.27136
2005,Berlin,Single-person household,Reasonable,0.55584,83,120,0.46657,0.64512
2005,Berlin,Couple without children,Reasonable,0.43840,40,40,0.28267,0.59413
2005,Berlin,Couple with children,Reasonable,0.43454,37,37,0.27261,0.59647
2005,Brandenburg,Couple without children,Reasonable,0.54237,47,47,0.39840,0.68634
2005,Saxony,Single-person household,Inexpensive,0.30011,43,123,0.21878,0.38144
2005,Saxony,Single-person household,Reasonable,0.54765,80,123,0.45933,0.63597
2005,Saxony,Couple without children,Inexpensive,0.21915,40,161,0.15505,0.28325
2005,Saxony,Couple without children,Reasonable,0.50951,90,161,0.43204,0.58697
2005,Saxony,Couple without children,Slightly Expensive,0.20724,31,161,0.14443,0.27005
2005,Saxony,Couple with children,Reasonable,0.43424,40,40,0.27868,0.58981
2005,Saxony-Anhalt,Single-person household,Reasonable,0.60524,50,50,0.46837,0.74210
2005,Saxony-Anhalt,Couple without children,Reasonable,0.53347,35,35,0.36578,0.70116
2005,Thuringa,Single-person household,Reasonable,0.52899,42,42,0.37619,0.68178
2005,Thuringa,Couple without children,Reasonable,0.59263,33,33,0.42239,0.76288
2006,Hamburg,Single-person household,Reasonable,0.65005,43,43,0.50580,0.79430
2006,Lower Saxony,Single-person household,Inexpensive,0.28919,41,114,0.20560,0.37279
2006,Lower Saxony,Single-person household,Reasonable,0.49984,73,114,0.40765,0.59203
2006,Lower Saxony,Couple without children,Reasonable,0.49229,54,54,0.35769,0.62689
2006,Lower Saxony,Couple with children,Reasonable,0.43171,40,40,0.27625,0.58716
2006,North Rhine-Westphalia,Single-person household,Inexpensive,0.25483,104,389,0.21147,0.29819
2006,North Rhine-Westphalia,Single-person household,Reasonable,0.47550,214,389,0.42580,0.52519
2006,North Rhine-Westphalia,Single-person household,Slightly Expensive,0.17168,71,389,0.13416,0.20921
2006,North Rhine-Westphalia,Couple without children,Inexpensive,0.21211,89,350,0.16922,0.25500
2006,North Rhine-Westphalia,Couple without children,Reasonable,0.53668,195,350,0.48436,0.58900
2006,North Rhine-Westphalia,Couple without children,Slightly Expensive,0.15881,66,350,0.12047,0.19716
2006,North Rhine-Westphalia,Single parent,Reasonable,0.46777,50,50,0.32806,0.60748
2006,North Rhine-Westphalia,Couple with children,Inexpensive,0.22244,73,313,0.17629,0.26859
2006,North Rhine-Westphalia,Couple with children,Reasonable,0.53310,179,313,0.47774,0.58846
2006,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.18742,61,313,0.14411,0.23072
2006,Hesse,Single-person household,Inexpensive,0.27571,36,124,0.19674,0.35469
2006,Hesse,Single-person household,Reasonable,0.41346,57,124,0.32643,0.50049
2006,Hesse,Single-person household,Slightly Expensive,0.21623,31,124,0.14347,0.28898
2006,Hesse,Couple without children,Inexpensive,0.27738,35,93,0.18589,0.36886
2006,Hesse,Couple without children,Reasonable,0.47678,58,93,0.37472,0.57885
2006,Hesse,Couple with children,Reasonable,0.51733,44,44,0.36797,0.66669
2006,"Rhineland-Palatinate, Saarland",Single-person household,Reasonable,0.44408,47,47,0.30049,0.58767
2006,"Rhineland-Palatinate, Saarland",Couple without children,Reasonable,0.47470,31,31,0.29601,0.65340
2006,Baden-Wuerttemberg,Single-person household,Inexpensive,0.27738,61,215,0.21740,0.33737
2006,Baden-Wuerttemberg,Single-person household,Reasonable,0.46720,107,215,0.40035,0.53405
2006,Baden-Wuerttemberg,Single-person household,Slightly Expensive,0.20101,47,215,0.14731,0.25470
2006,Baden-Wuerttemberg,Couple without children,Inexpensive,0.24318,37,119,0.16578,0.32059
2006,Baden-Wuerttemberg,Couple without children,Reasonable,0.54958,82,119,0.45981,0.63935
2006,Baden-Wuerttemberg,Single parent,Reasonable,0.49448,36,36,0.32884,0.66012
2006,Baden-Wuerttemberg,Couple with children,Inexpensive,0.25765,47,175,0.19266,0.32263
2006,Baden-Wuerttemberg,Couple with children,Reasonable,0.50498,91,175,0.43069,0.57927
2006,Baden-Wuerttemberg,Couple with children,Slightly Expensive,0.17622,37,175,0.11961,0.23284
2006,Bavaria,Single-person household,Inexpensive,0.21288,55,211,0.15752,0.26825
2006,Bavaria,Single-person household,Reasonable,0.45245,107,211,0.38513,0.51977
2006,Bavaria,Single-person household,Slightly Expensive,0.22410,49,211,0.16770,0.28050
2006,Bavaria,Couple without children,Inexpensive,0.25121,49,192,0.18970,0.31271
2006,Bavaria,Couple without children,Reasonable,0.39347,98,192,0.32419,0.46275
2006,Bavaria,Couple without children,Slightly Expensive,0.23318,45,192,0.17321,0.29315
2006,Bavaria,Couple with children,Inexpensive,0.29357,38,148,0.21995,0.36719
2006,Bavaria,Couple with children,Reasonable,0.37098,76,148,0.29289,0.44907
2006,Bavaria,Couple with children,Slightly Expensive,0.19804,34,148,0.13362,0.26247
2006,Berlin,Single-person household,Inexpensive,0.24531,39,132,0.17163,0.31899
2006,Berlin,Single-person household,Reasonable,0.35930,55,132,0.27714,0.44146
2006,Berlin,Single-person household,Slightly Expensive,0.24972,38,132,0.17560,0.32385
2006,Berlin,Couple without children,Inexpensive,0.29581,37,80,0.19517,0.39646
2006,Berlin,Couple without children,Reasonable,0.34228,43,80,0.23765,0.44691
2006,Brandenburg,Single-person household,Reasonable,0.44974,48,48,0.30752,0.59197
2006,Brandenburg,Couple without children,Reasonable,0.54924,46,46,0.40386,0.69462
2006,Saxony,Single-person household,Inexpensive,0.23285,43,143,0.16333,0.30237
2006,Saxony,Single-person household,Reasonable,0.57231,100,143,0.49094,0.65369
2006,Saxony,Couple without children,Inexpensive,0.22958,40,171,0.16636,0.29280
2006,Saxony,Couple without children,Reasonable,0.49217,93,171,0.41702,0.56733
2006,Saxony,Couple without children,Slightly Expensive,0.21707,38,171,0.15510,0.27904
2006,Saxony,Couple with children,Reasonable,0.39269,41,41,0.24135,0.54403
2006,Saxony-Anhalt,Single-person household,Reasonable,0.60224,58,58,0.47518,0.72930
2006,Saxony-Anhalt,Couple without children,Reasonable,0.45144,31,31,0.27337,0.62952
2006,Thuringa,Single-person household,Reasonable,0.46769,45,45,0.32026,0.61512
2007,Schleswig-Holstein,Single-person household,Reasonable,0.48354,32,32,0.30762,0.65945
2007,Lower Saxony,Single-person household,Inexpensive,0.24341,35,105,0.16093,0.32589
2007,Lower Saxony,Single-person household,Reasonable,0.44245,70,105,0.34699,0.53791
2007,Lower Saxony,Couple without children,Reasonable,0.52976,44,44,0.38058,0.67894
2007,Lower Saxony,Couple with children,Reasonable,0.34220,34,34,0.18032,0.50408
2007,North Rhine-Westphalia,Single-person household,Very Inexpensive,0.08757,32,378,0.05903,0.11610
2007,North Rhine-Westphalia,Single-person household,Inexpensive,0.23695,91,378,0.19403,0.27987
2007,North Rhine-Westphalia,Single-person household,Reasonable,0.52309,200,378,0.47268,0.57351
2007,North Rhine-Westphalia,Single-person household,Slightly Expensive,0.12742,55,378,0.09376,0.16108
2007,North Rhine-Westphalia,Couple without children,Inexpensive,0.20123,75,313,0.15675,0.24572
2007,North Rhine-Westphalia,Couple without children,Reasonable,0.52631,185,313,0.47091,0.58171
2007,North Rhine-Westphalia,Couple without children,Slightly Expensive,0.16714,53,313,0.12574,0.20854
2007,North Rhine-Westphalia,Single parent,Reasonable,0.43041,43,43,0.28067,0.58016
2007,North Rhine-Westphalia,Couple with children,Inexpensive,0.22729,68,286,0.17864,0.27595
2007,North Rhine-Westphalia,Couple with children,Reasonable,0.45119,154,286,0.39341,0.50896
2007,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.22683,64,286,0.17821,0.27545
2007,Hesse,Single-person household,Inexpensive,0.29648,33,94,0.20366,0.38931
2007,Hesse,Single-person household,Reasonable,0.44765,61,94,0.34659,0.54872
2007,Hesse,Couple without children,Inexpensive,0.27563,32,79,0.17647,0.37479
2007,Hesse,Couple without children,Reasonable,0.44851,47,79,0.33813,0.55888
2007,Hesse,Couple with children,Reasonable,0.43948,42,42,0.28755,0.59140
2007,"Rhineland-Palatinate, Saarland",Single-person household,Reasonable,0.53378,50,50,0.39410,0.67346
2007,"Rhineland-Palatinate, Saarland",Couple without children,Reasonable,0.70701,31,31,0.54414,0.86988
2007,Baden-Wuerttemberg,Single-person household,Inexpensive,0.25970,53,198,0.19847,0.32093
2007,Baden-Wuerttemberg,Single-person household,Reasonable,0.49973,103,198,0.42991,0.56955
2007,Baden-Wuerttemberg,Single-person household,Slightly Expensive,0.17975,42,198,0.12613,0.23337
2007,Baden-Wuerttemberg,Couple without children,Inexpensive,0.20106,35,103,0.12328,0.27884
2007,Baden-Wuerttemberg,Couple without children,Reasonable,0.55468,68,103,0.45823,0.65113
2007,Baden-Wuerttemberg,Single parent,Reasonable,0.54545,37,37,0.38279,0.70810
2007,Baden-Wuerttemberg,Couple with children,Inexpensive,0.24466,37,120,0.16742,0.32190
2007,Baden-Wuerttemberg,Couple with children,Reasonable,0.49951,83,120,0.40967,0.58935
2007,Bavaria,Single-person household,Inexpensive,0.20218,52,205,0.14707,0.25730
2007,Bavaria,Single-person household,Reasonable,0.48641,113,205,0.41782,0.55499
2007,Bavaria,Single-person household,Slightly Expensive,0.16204,40,205,0.11148,0.21261
2007,Bavaria,Couple without children,Inexpensive,0.26573,42,169,0.19893,0.33252
2007,Bavaria,Couple without children,Reasonable,0.47329,88,169,0.39779,0.54879
2007,Bavaria,Couple without children,Slightly Expensive,0.19827,39,169,0.13798,0.25856
2007,Bavaria,Couple with children,Inexpensive,0.24417,45,155,0.17632,0.31202
2007,Bavaria,Couple with children,Reasonable,0.47074,78,155,0.39191,0.54958
2007,Bavaria,Couple with children,Slightly Expensive,0.18624,32,155,0.12475,0.24772
2007,Berlin,Single-person household,Inexpensive,0.24012,35,118,0.16271,0.31752
2007,Berlin,Single-person household,Reasonable,0.34144,49,118,0.25552,0.42737
2007,Berlin,Single-person household,Slightly Expensive,0.24434,34,118,0.16648,0.32221
2007,Berlin,Couple without children,Reasonable,0.34033,39,39,0.18967,0.49098
2007,Berlin,Couple with children,Reasonable,0.50134,34,34,0.33075,0.67194
2007,Brandenburg,Single-person household,Reasonable,0.47014,46,46,0.32431,0.61596
2007,Brandenburg,Couple without children,Reasonable,0.43494,34,34,0.26580,0.60409
2007,Saxony,Single-person household,Inexpensive,0.24801,45,141,0.17647,0.31955
2007,Saxony,Single-person household,Reasonable,0.55056,96,141,0.46816,0.63296
2007,Saxony,Couple without children,Inexpensive,0.21752,43,158,0.15299,0.28206
2007,Saxony,Couple without children,Reasonable,0.50631,82,158,0.42810,0.58452
2007,Saxony,Couple without children,Slightly Expensive,0.19266,33,158,0.13097,0.25436
2007,Saxony,Couple with children,Reasonable,0.44061,37,37,0.27844,0.60279
2007,Saxony-Anhalt,Single-person household,Reasonable,0.58791,54,54,0.45539,0.72042
2007,Thuringa,Single-person household,Reasonable,0.53338,42,42,0.38067,0.68608
2007,Thuringa,Couple without children,Reasonable,0.48144,33,33,0.30832,0.65456
2008,Schleswig-Holstein,Single-person household,Reasonable,0.54642,36,36,0.38149,0.71136
2008,Hamburg,Single-person household,Reasonable,0.43761,31,31,0.26008,0.61513
2008,Lower Saxony,Single-person household,Inexpensive,0.22710,36,98,0.14372,0.31047
2008,Lower Saxony,Single-person household,Reasonable,0.43055,62,98,0.33201,0.52909
2008,Lower Saxony,Couple without children,Reasonable,0.55951,51,51,0.42190,0.69712
2008,North Rhine-Westphalia,Single-person household,Inexpensive,0.26721,85,319,0.21858,0.31585
2008,North Rhine-Westphalia,Single-person household,Reasonable,0.49495,184,319,0.44000,0.54990
2008,North Rhine-Westphalia,Single-person household,Slightly Expensive,0.14261,50,319,0.10418,0.18104
2008,North Rhine-Westphalia,Couple without children,Inexpensive,0.21481,73,299,0.16818,0.26144
2008,North Rhine-Westphalia,Couple without children,Reasonable,0.54522,169,299,0.48868,0.60176
2008,North Rhine-Westphalia,Couple without children,Slightly Expensive,0.18960,57,299,0.14510,0.23411
2008,North Rhine-Westphalia,Single parent,Reasonable,0.45197,44,44,0.30321,0.60073
2008,North Rhine-Westphalia,Couple with children,Inexpensive,0.18533,55,253,0.13735,0.23330
2008,North Rhine-Westphalia,Couple with children,Reasonable,0.51044,146,253,0.44872,0.57216
2008,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.20601,52,253,0.15607,0.25594
2008,Hesse,Single-person household,Inexpensive,0.29293,34,76,0.18993,0.39593
2008,Hesse,Single-person household,Reasonable,0.39497,42,76,0.28433,0.50561
2008,Hesse,Couple without children,Inexpensive,0.35141,32,76,0.24336,0.45946
2008,Hesse,Couple without children,Reasonable,0.47322,44,76,0.36023,0.58622
2008,Hesse,Couple with children,Reasonable,0.40393,33,33,0.23392,0.57395
2008,"Rhineland-Palatinate, Saarland",Single-person household,Reasonable,0.35993,35,35,0.19859,0.52127
2008,Baden-Wuerttemberg,Single-person household,Inexpensive,0.27057,51,184,0.20620,0.33493
2008,Baden-Wuerttemberg,Single-person household,Reasonable,0.48245,100,184,0.41005,0.55485
2008,Baden-Wuerttemberg,Single-person household,Slightly Expensive,0.20156,33,184,0.14343,0.25968
2008,Baden-Wuerttemberg,Couple without children,Inexpensive,0.27237,36,103,0.18598,0.35877
2008,Baden-Wuerttemberg,Couple without children,Reasonable,0.52588,67,103,0.42897,0.62278
2008,Baden-Wuerttemberg,Couple with children,Inexpensive,0.20923,32,127,0.13820,0.28025
2008,Baden-Wuerttemberg,Couple with children,Reasonable,0.42153,59,127,0.33531,0.50776
2008,Baden-Wuerttemberg,Couple with children,Slightly Expensive,0.25091,36,127,0.17521,0.32661
2008,Bavaria,Single-person household,Inexpensive,0.29167,69,206,0.22945,0.35389
2008,Bavaria,Single-person household,Reasonable,0.46254,97,206,0.39429,0.53080
2008,Bavaria,Single-person household,Slightly Expensive,0.15339,40,206,0.10406,0.20272
2008,Bavaria,Couple without children,Inexpensive,0.32647,47,134,0.24678,0.40617
2008,Bavaria,Couple without children,Reasonable,0.41447,87,134,0.33074,0.49819
2008,Bavaria,Couple with children,Inexpensive,0.31793,48,98,0.22525,0.41060
2008,Bavaria,Couple with children,Reasonable,0.36835,50,98,0.27235,0.46434
2008,Berlin,Single-person household,Inexpensive,0.23170,34,95,0.14641,0.31700
2008,Berlin,Single-person household,Reasonable,0.38381,61,95,0.28550,0.48213
2008,Berlin,Couple without children,Reasonable,0.37415,44,44,0.22951,0.51878
2008,Berlin,Couple with children,Reasonable,0.57386,32,32,0.39978,0.74794
2008,Brandenburg,Single-person household,Reasonable,0.45063,42,42,0.29833,0.60294
2008,Brandenburg,Couple without children,Reasonable,0.42931,33,33,0.25781,0.60081
2008,Saxony,Single-person household,Inexpensive,0.22411,35,129,0.15187,0.29635
2008,Saxony,Single-person household,Reasonable,0.54400,94,129,0.45772,0.63029
2008,Saxony,Couple without children,Inexpensive,0.26226,43,162,0.19432,0.33021
2008,Saxony,Couple without children,Reasonable,0.48671,85,162,0.40951,0.56392
2008,Saxony,Couple without children,Slightly Expensive,0.18922,34,162,0.12871,0.24972
2008,Saxony,Couple with children,Reasonable,0.38074,34,34,0.21507,0.54641
2008,Saxony-Anhalt,Single-person household,Reasonable,0.57986,50,50,0.44165,0.71806
2008,Thuringa,Single-person household,Reasonable,0.56339,43,43,0.41339,0.71339
2008,Thuringa,Couple without children,Reasonable,0.48726,35,35,0.31925,0.65528
