year,bula_h,hhtyp,hgreval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1985,Baden-Wuerttemberg,Couple with children,Inexpensive,0.30064,71,256,0.24436,0.35692
1985,Baden-Wuerttemberg,Couple with children,Reasonable,0.36062,132,256,0.30168,0.41955
1985,Baden-Wuerttemberg,Couple with children,Slightly Expensive,0.16211,53,256,0.11687,0.20735
1985,Bavaria,Single-person household,Inexpensive,0.24870,32,88,0.15787,0.33954
1985,Bavaria,Single-person household,Reasonable,0.46546,56,88,0.36064,0.57027
1985,Bavaria,Couple without children,Inexpensive,0.29315,32,88,0.19750,0.38881
1985,Bavaria,Couple without children,Reasonable,0.42431,56,88,0.32045,0.52817
1985,Bavaria,Couple with children,Inexpensive,0.19031,39,172,0.13148,0.24915
1985,Bavaria,Couple with children,Reasonable,0.36954,82,172,0.29719,0.44189
1985,Bavaria,Couple with children,Slightly Expensive,0.21123,51,172,0.15005,0.27241
1985,Berlin,Single-person household,Reasonable,0.55644,37,37,0.39415,0.71873
1986,Lower Saxony,Couple without children,Reasonable,0.46109,40,40,0.30464,0.61754
1986,North Rhine-Westphalia,Single-person household,Inexpensive,0.22068,53,211,0.16459,0.27676
1986,North Rhine-Westphalia,Single-person household,Reasonable,0.49556,110,211,0.42794,0.56318
1986,North Rhine-Westphalia,Single-person household,Slightly Expensive,0.15617,48,211,0.10707,0.20527
1986,North Rhine-Westphalia,Couple without children,Inexpensive,0.33789,75,174,0.26740,0.40837
1986,North Rhine-Westphalia,Couple without children,Reasonable,0.40614,99,174,0.33296,0.47933
1986,North Rhine-Westphalia,Couple with children,Very Inexpensive,0.12636,36,372,0.09255,0.16017
1986,North Rhine-Westphalia,Couple with children,Inexpensive,0.26042,99,372,0.21576,0.30508
1986,North Rhine-Westphalia,Couple with children,Reasonable,0.43581,171,372,0.38535,0.48627
1986,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.13837,66,372,0.10324,0.17351
1986,Hesse,Single-person household,Reasonable,0.39675,32,32,0.22453,0.56897
1986,Hesse,Couple with children,Inexpensive,0.41383,44,122,0.32607,0.50159
1986,Hesse,Couple with children,Reasonable,0.25950,46,122,0.18139,0.33761
1986,Hesse,Couple with children,Slightly Expensive,0.16909,32,122,0.10230,0.23587
1986,Baden-Wuerttemberg,Single-person household,Reasonable,0.42666,51,51,0.28956,0.56375
1986,Baden-Wuerttemberg,Couple without children,Reasonable,0.50387,52,52,0.36665,0.64109
1986,Baden-Wuerttemberg,Couple with children,Inexpensive,0.35339,73,243,0.29316,0.41362
1986,Baden-Wuerttemberg,Couple with children,Reasonable,0.42111,125,243,0.35890,0.48332
1986,Baden-Wuerttemberg,Couple with children,Slightly Expensive,0.11315,45,243,0.07324,0.15306
1986,Bavaria,Single-person household,Inexpensive,0.34802,40,87,0.24735,0.44870
1986,Bavaria,Single-person household,Reasonable,0.36143,47,87,0.25989,0.46297
1986,Bavaria,Couple without children,Inexpensive,0.36784,38,75,0.25797,0.47771
1986,Bavaria,Couple without children,Reasonable,0.32050,37,75,0.21417,0.42683
1986,Bavaria,Couple with children,Inexpensive,0.34822,54,121,0.26298,0.43346
1986,Bavaria,Couple with children,Reasonable,0.30885,67,121,0.22618,0.39151
1986,Berlin,Single-person household,Reasonable,0.57183,37,37,0.41019,0.73347
1987,Lower Saxony,Single-person household,Reasonable,0.41818,34,34,0.24988,0.58647
1987,Lower Saxony,Couple with children,Reasonable,0.40986,31,31,0.23386,0.58585
1987,North Rhine-Westphalia,Single-person household,Inexpensive,0.29617,72,212,0.23457,0.35778
1987,North Rhine-Westphalia,Single-person household,Reasonable,0.44284,105,212,0.37582,0.50987
1987,North Rhine-Westphalia,Single-person household,Slightly Expensive,0.12580,35,212,0.08105,0.17054
1987,North Rhine-Westphalia,Couple without children,Inexpensive,0.21949,52,151,0.15325,0.28573
1987,North Rhine-Westphalia,Couple without children,Reasonable,0.46800,99,151,0.38815,0.54786
1987,North Rhine-Westphalia,Couple with children,Inexpensive,0.29975,104,334,0.25054,0.34896
1987,North Rhine-Westphalia,Couple with children,Reasonable,0.42268,169,334,0.36962,0.47574
1987,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.14945,61,334,0.11116,0.18775
1987,Hesse,Single-person household,Reasonable,0.49924,34,34,0.32864,0.66983
1987,Hesse,Couple without children,Reasonable,0.49688,31,31,0.31796,0.67579
1987,Hesse,Couple with children,Inexpensive,0.23631,38,102,0.15346,0.31916
1987,Hesse,Couple with children,Reasonable,0.46341,64,102,0.36616,0.56066
1987,Baden-Wuerttemberg,Single-person household,Inexpensive,0.29319,33,71,0.18655,0.39983
1987,Baden-Wuerttemberg,Single-person household,Reasonable,0.33625,38,71,0.22558,0.44692
1987,Baden-Wuerttemberg,Couple without children,Inexpensive,0.37605,34,69,0.26091,0.49118
1987,Baden-Wuerttemberg,Couple without children,Reasonable,0.31864,35,69,0.20789,0.42939
1987,Baden-Wuerttemberg,Couple with children,Inexpensive,0.31245,78,238,0.25344,0.37146
1987,Baden-Wuerttemberg,Couple with children,Reasonable,0.44434,119,238,0.38107,0.50760
1987,Baden-Wuerttemberg,Couple with children,Slightly Expensive,0.10748,41,238,0.06805,0.14691
1987,Bavaria,Single-person household,Inexpensive,0.24029,31,86,0.14946,0.33113
1987,Bavaria,Single-person household,Reasonable,0.41503,55,86,0.31028,0.51977
1987,Bavaria,Couple without children,Inexpensive,0.39498,43,86,0.29106,0.49891
1987,Bavaria,Couple without children,Reasonable,0.39995,43,86,0.29581,0.50410
1987,Bavaria,Couple with children,Inexpensive,0.31871,58,125,0.23669,0.40072
1987,Bavaria,Couple with children,Reasonable,0.33975,67,125,0.25639,0.42312
1987,Berlin,Single-person household,Reasonable,0.62852,38,38,0.47282,0.78421
1988,Lower Saxony,Single-person household,Reasonable,0.51492,38,38,0.35388,0.67596
1988,Lower Saxony,Couple without children,Reasonable,0.49019,35,35,0.32215,0.65822
1988,North Rhine-Westphalia,Single-person household,Inexpensive,0.26560,58,188,0.20229,0.32890
1988,North Rhine-Westphalia,Single-person household,Reasonable,0.42260,89,188,0.35180,0.49340
1988,North Rhine-Westphalia,Single-person household,Slightly Expensive,0.17170,41,188,0.11765,0.22576
1988,North Rhine-Westphalia,Couple without children,Inexpensive,0.29702,62,170,0.22813,0.36592
1988,North Rhine-Westphalia,Couple without children,Reasonable,0.47730,108,170,0.40199,0.55261
1988,North Rhine-Westphalia,Couple with children,Very Inexpensive,0.12450,35,340,0.08935,0.15964
1988,North Rhine-Westphalia,Couple with children,Inexpensive,0.29255,90,340,0.24412,0.34098
1988,North Rhine-Westphalia,Couple with children,Reasonable,0.44310,164,340,0.39022,0.49598
1988,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.09771,51,340,0.06610,0.12931
1988,Hesse,Couple with children,Inexpensive,0.34957,44,96,0.25368,0.44545
1988,Hesse,Couple with children,Reasonable,0.34925,52,96,0.25338,0.44511
1988,Baden-Wuerttemberg,Single-person household,Inexpensive,0.30311,36,80,0.20176,0.40446
1988,Baden-Wuerttemberg,Single-person household,Reasonable,0.40351,44,80,0.29532,0.51169
1988,Baden-Wuerttemberg,Couple without children,Inexpensive,0.33519,39,81,0.23175,0.43863
1988,Baden-Wuerttemberg,Couple without children,Reasonable,0.35355,42,81,0.24879,0.45831
1988,Baden-Wuerttemberg,Couple with children,Inexpensive,0.26762,57,221,0.20911,0.32612
1988,Baden-Wuerttemberg,Couple with children,Reasonable,0.49140,124,221,0.42534,0.55746
1988,Baden-Wuerttemberg,Couple with children,Slightly Expensive,0.09749,40,221,0.05829,0.13668
1988,Bavaria,Single-person household,Inexpensive,0.29966,37,89,0.20394,0.39538
1988,Bavaria,Single-person household,Reasonable,0.38102,52,89,0.27955,0.48249
1988,Bavaria,Couple without children,Inexpensive,0.33876,32,74,0.23018,0.44733
1988,Bavaria,Couple without children,Reasonable,0.42581,42,74,0.31238,0.53924
1988,Bavaria,Couple with children,Inexpensive,0.30516,52,119,0.22207,0.38824
1988,Bavaria,Couple with children,Reasonable,0.34251,67,119,0.25689,0.42814
1988,Berlin,Single-person household,Reasonable,0.47935,31,31,0.30058,0.65812
1989,Lower Saxony,Single-person household,Reasonable,0.42333,34,34,0.25475,0.59191
1989,Lower Saxony,Couple without children,Reasonable,0.50307,40,40,0.34615,0.65999
1989,North Rhine-Westphalia,Single-person household,Very Inexpensive,0.15161,31,175,0.09832,0.20489
1989,North Rhine-Westphalia,Single-person household,Inexpensive,0.24495,55,175,0.18105,0.30885
1989,North Rhine-Westphalia,Single-person household,Reasonable,0.42319,89,175,0.34977,0.49660
1989,North Rhine-Westphalia,Couple without children,Very Inexpensive,0.16339,31,183,0.10968,0.21711
1989,North Rhine-Westphalia,Couple without children,Inexpensive,0.30570,63,183,0.23877,0.37264
1989,North Rhine-Westphalia,Couple without children,Reasonable,0.42392,89,183,0.35212,0.49572
1989,North Rhine-Westphalia,Couple with children,Inexpensive,0.35120,101,299,0.29700,0.40540
1989,North Rhine-Westphalia,Couple with children,Reasonable,0.39746,141,299,0.34190,0.45303
1989,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.13034,57,299,0.09212,0.16857
1989,Hesse,Couple with children,Inexpensive,0.31682,38,96,0.22327,0.41038
1989,Hesse,Couple with children,Reasonable,0.42387,58,96,0.32449,0.52324
1989,Baden-Wuerttemberg,Single-person household,Inexpensive,0.32788,33,71,0.21790,0.43785
1989,Baden-Wuerttemberg,Single-person household,Reasonable,0.37301,38,71,0.25972,0.48630
1989,Baden-Wuerttemberg,Couple without children,Inexpensive,0.42291,44,76,0.31110,0.53471
1989,Baden-Wuerttemberg,Couple without children,Reasonable,0.26133,32,76,0.16190,0.36077
1989,Baden-Wuerttemberg,Couple with children,Inexpensive,0.34958,69,206,0.28431,0.41486
1989,Baden-Wuerttemberg,Couple with children,Reasonable,0.36734,92,206,0.30134,0.43333
1989,Baden-Wuerttemberg,Couple with children,Slightly Expensive,0.13140,45,206,0.08515,0.17765
1989,Bavaria,Single-person household,Inexpensive,0.30097,40,100,0.21062,0.39132
1989,Bavaria,Single-person household,Reasonable,0.44796,60,100,0.35000,0.54592
1989,Bavaria,Couple without children,Reasonable,0.30918,35,35,0.15384,0.46453
1989,Bavaria,Couple with children,Inexpensive,0.26737,55,120,0.18785,0.34689
1989,Bavaria,Couple with children,Reasonable,0.44330,65,120,0.35404,0.53256
1989,Berlin,Single-person household,Reasonable,0.58900,35,35,0.42361,0.75438
1990,Lower Saxony,Single-person household,Reasonable,0.44936,40,40,0.29324,0.60548
1990,Lower Saxony,Couple without children,Reasonable,0.38973,32,32,0.21805,0.56141
1990,North Rhine-Westphalia,Single-person household,Inexpensive,0.22599,51,142,0.15696,0.29502
1990,North Rhine-Westphalia,Single-person household,Reasonable,0.46890,91,142,0.38653,0.55127
1990,North Rhine-Westphalia,Couple without children,Inexpensive,0.35001,76,169,0.27788,0.42213
1990,North Rhine-Westphalia,Couple without children,Reasonable,0.44767,93,169,0.37247,0.52286
1990,North Rhine-Westphalia,Couple with children,Inexpensive,0.35223,100,275,0.29567,0.40879
1990,North Rhine-Westphalia,Couple with children,Reasonable,0.40326,129,275,0.34518,0.46135
1990,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.12038,46,275,0.08185,0.15892
1990,Hesse,Couple with children,Inexpensive,0.35592,49,98,0.26063,0.45120
1990,Hesse,Couple with children,Reasonable,0.35936,49,98,0.26388,0.45485
1990,Baden-Wuerttemberg,Single-person household,Inexpensive,0.32306,31,66,0.20937,0.43675
1990,Baden-Wuerttemberg,Single-person household,Reasonable,0.37658,35,66,0.25879,0.49438
1990,Baden-Wuerttemberg,Couple without children,Reasonable,0.35706,39,39,0.20472,0.50940
1990,Baden-Wuerttemberg,Couple with children,Inexpensive,0.41928,76,202,0.35106,0.48749
1990,Baden-Wuerttemberg,Couple with children,Reasonable,0.37968,92,202,0.31259,0.44677
1990,Baden-Wuerttemberg,Couple with children,Slightly Expensive,0.08580,34,202,0.04708,0.12452
1990,Bavaria,Single-person household,Inexpensive,0.36314,49,92,0.26433,0.46194
1990,Bavaria,Single-person household,Reasonable,0.32212,43,92,0.22611,0.41814
1990,Bavaria,Couple without children,Inexpensive,0.26464,32,71,0.16130,0.36799
1990,Bavaria,Couple without children,Reasonable,0.38875,39,71,0.27456,0.50295
1990,Bavaria,Couple with children,Inexpensive,0.37547,62,120,0.28847,0.46248
1990,Bavaria,Couple with children,Reasonable,0.38652,58,120,0.29903,0.47401
1990,Berlin,Single-person household,Reasonable,0.46675,44,44,0.31763,0.61587
1990,Berlin,Couple with children,Inexpensive,0.26837,31,94,0.17831,0.35843
1990,Berlin,Couple with children,Reasonable,0.48131,63,94,0.37976,0.58286
1990,Brandenburg,Couple with children,Inexpensive,0.36203,43,82,0.25737,0.46669
1990,Brandenburg,Couple with children,Reasonable,0.32153,39,82,0.21981,0.42324
1990,Mecklenburg-Western Pomerania,Couple with children,Reasonable,0.38459,35,35,0.22106,0.54812
1990,Saxony,Single-person household,Reasonable,0.38498,31,31,0.21086,0.55910
1990,Saxony,Couple without children,Very Inexpensive,0.26345,35,120,0.18430,0.34260
1990,Saxony,Couple without children,Inexpensive,0.34107,42,120,0.25589,0.42625
1990,Saxony,Couple without children,Reasonable,0.33310,43,120,0.24842,0.41778
1990,Saxony,Couple with children,Very Inexpensive,0.25485,59,220,0.19713,0.31257
1990,Saxony,Couple with children,Inexpensive,0.30713,72,220,0.24603,0.36823
1990,Saxony,Couple with children,Reasonable,0.39997,89,220,0.33508,0.46485
1990,Saxony-Anhalt,Couple with children,Very Inexpensive,0.26286,35,116,0.18241,0.34331
1990,Saxony-Anhalt,Couple with children,Inexpensive,0.34995,43,116,0.26278,0.43713
1990,Saxony-Anhalt,Couple with children,Reasonable,0.31326,38,116,0.22849,0.39803
1990,Thuringa,Couple with children,Inexpensive,0.36866,31,63,0.24857,0.48875
1990,Thuringa,Couple with children,Reasonable,0.32701,32,63,0.21023,0.44378
1991,Lower Saxony,Single-person household,Reasonable,0.56703,47,47,0.42384,0.71022
1991,North Rhine-Westphalia,Single-person household,Very Inexpensive,0.15794,32,182,0.10481,0.21107
1991,North Rhine-Westphalia,Single-person household,Inexpensive,0.26153,56,182,0.19750,0.32555
1991,North Rhine-Westphalia,Single-person household,Reasonable,0.43558,94,182,0.36335,0.50782
1991,North Rhine-Westphalia,Couple without children,Inexpensive,0.37993,83,161,0.30472,0.45514
1991,North Rhine-Westphalia,Couple without children,Reasonable,0.36506,78,161,0.29046,0.43966
1991,North Rhine-Westphalia,Couple with children,Very Inexpensive,0.15226,40,308,0.11207,0.19245
1991,North Rhine-Westphalia,Couple with children,Inexpensive,0.34991,100,308,0.29655,0.40326
1991,North Rhine-Westphalia,Couple with children,Reasonable,0.38544,129,308,0.33099,0.43988
1991,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.09619,39,308,0.06321,0.12917
1991,Hesse,Couple without children,Inexpensive,0.41022,31,31,0.23421,0.58624
1991,Hesse,Couple with children,Inexpensive,0.25577,34,84,0.16190,0.34963
1991,Hesse,Couple with children,Reasonable,0.35361,50,84,0.25075,0.45646
1991,Baden-Wuerttemberg,Single-person household,Reasonable,0.33426,34,34,0.17331,0.49521
1991,Baden-Wuerttemberg,Couple without children,Inexpensive,0.35945,37,70,0.24623,0.47267
1991,Baden-Wuerttemberg,Couple without children,Reasonable,0.32492,33,70,0.21441,0.43543
1991,Baden-Wuerttemberg,Couple with children,Inexpensive,0.33250,71,201,0.26721,0.39780
1991,Baden-Wuerttemberg,Couple with children,Reasonable,0.41504,96,201,0.34676,0.48333
1991,Baden-Wuerttemberg,Couple with children,Slightly Expensive,0.12607,34,201,0.08007,0.17207
1991,Bavaria,Single-person household,Inexpensive,0.34359,43,86,0.24263,0.44455
1991,Bavaria,Single-person household,Reasonable,0.37403,43,86,0.27117,0.47690
1991,Bavaria,Couple without children,Inexpensive,0.29781,35,71,0.19069,0.40494
1991,Bavaria,Couple without children,Reasonable,0.28866,36,71,0.18251,0.39482
1991,Bavaria,Couple with children,Inexpensive,0.32905,50,106,0.23918,0.41893
1991,Bavaria,Couple with children,Reasonable,0.28683,56,106,0.20032,0.37335
1991,Berlin,Single-person household,Reasonable,0.44417,35,35,0.27715,0.61119
1991,Berlin,Couple with children,Inexpensive,0.39762,36,81,0.29038,0.50487
1991,Berlin,Couple with children,Reasonable,0.40558,45,81,0.29798,0.51318
1991,Brandenburg,Couple with children,Inexpensive,0.53260,54,54,0.39827,0.66692
1991,Mecklenburg-Western Pomerania,Couple with children,Reasonable,0.31986,31,31,0.15295,0.48677
1991,Saxony,Single-person household,Inexpensive,0.48429,33,33,0.31113,0.65744
1991,Saxony,Couple without children,Very Inexpensive,0.30853,37,80,0.20667,0.41038
1991,Saxony,Couple without children,Inexpensive,0.37653,43,80,0.26969,0.48338
1991,Saxony,Couple with children,Very Inexpensive,0.31478,70,201,0.25042,0.37915
1991,Saxony,Couple with children,Inexpensive,0.34138,71,201,0.27566,0.40710
1991,Saxony,Couple with children,Reasonable,0.28992,60,201,0.22704,0.35280
1991,Saxony-Anhalt,Single-person household,Inexpensive,0.63148,31,31,0.45886,0.80411
1991,Saxony-Anhalt,Couple with children,Very Inexpensive,0.35016,45,89,0.25049,0.44983
1991,Saxony-Anhalt,Couple with children,Inexpensive,0.40484,44,89,0.30228,0.50740
1991,Thuringa,Couple with children,Inexpensive,0.39131,33,33,0.22221,0.56041
1992,Lower Saxony,Single-person household,Reasonable,0.55455,43,43,0.40424,0.70487
1992,Lower Saxony,Couple with children,Reasonable,0.37187,33,33,0.20441,0.53933
1992,North Rhine-Westphalia,Single-person household,Inexpensive,0.31971,73,158,0.24676,0.39267
1992,North Rhine-Westphalia,Single-person household,Reasonable,0.47424,85,158,0.39614,0.55235
1992,North Rhine-Westphalia,Couple without children,Inexpensive,0.38627,71,152,0.30861,0.46393
1992,North Rhine-Westphalia,Couple without children,Reasonable,0.38213,81,152,0.30463,0.45963
1992,North Rhine-Westphalia,Couple with children,Inexpensive,0.35803,100,261,0.29975,0.41630
1992,North Rhine-Westphalia,Couple with children,Reasonable,0.39624,123,261,0.33679,0.45570
1992,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.08852,38,261,0.05399,0.12305
1992,Hesse,Couple without children,Inexpensive,0.40048,33,33,0.23071,0.57025
1992,Hesse,Couple with children,Inexpensive,0.29877,35,79,0.19719,0.40035
1992,Hesse,Couple with children,Reasonable,0.35565,44,79,0.24941,0.46189
1992,Baden-Wuerttemberg,Single-person household,Inexpensive,0.32016,34,34,0.16098,0.47934
1992,Baden-Wuerttemberg,Couple without children,Inexpensive,0.36800,32,72,0.25582,0.48018
1992,Baden-Wuerttemberg,Couple without children,Reasonable,0.29820,40,72,0.19179,0.40461
1992,Baden-Wuerttemberg,Couple with children,Inexpensive,0.38349,72,153,0.30619,0.46079
1992,Baden-Wuerttemberg,Couple with children,Reasonable,0.34295,81,153,0.26748,0.41841
1992,Bavaria,Single-person household,Inexpensive,0.39482,49,49,0.25654,0.53311
1992,Bavaria,Couple without children,Inexpensive,0.30204,34,79,0.20015,0.40394
1992,Bavaria,Couple without children,Reasonable,0.34857,45,79,0.24282,0.45432
1992,Bavaria,Couple with children,Inexpensive,0.31495,50,105,0.22568,0.40423
1992,Bavaria,Couple with children,Reasonable,0.31326,55,105,0.22412,0.40240
1992,Berlin,Single-person household,Reasonable,0.48966,39,39,0.33072,0.64861
1992,Berlin,Couple without children,Reasonable,0.41729,32,32,0.24370,0.59088
1992,Berlin,Couple with children,Reasonable,0.51120,54,54,0.37662,0.64578
1992,Brandenburg,Couple with children,Reasonable,0.40491,40,74,0.29230,0.51752
1992,Brandenburg,Couple with children,Slightly Expensive,0.35590,34,74,0.24607,0.46574
1992,Mecklenburg-Western Pomerania,Couple with children,Reasonable,0.47849,37,37,0.31531,0.64167
1992,Saxony,Single-person household,Reasonable,0.49811,35,35,0.33005,0.66618
1992,Saxony,Couple without children,Reasonable,0.53873,66,98,0.43952,0.63793
1992,Saxony,Couple without children,Slightly Expensive,0.28977,32,98,0.19949,0.38005
1992,Saxony,Couple with children,Reasonable,0.54486,103,144,0.46324,0.62648
1992,Saxony,Couple with children,Slightly Expensive,0.21822,41,144,0.15052,0.28592
1992,Saxony-Anhalt,Couple without children,Reasonable,0.63760,36,36,0.47835,0.79686
1992,Saxony-Anhalt,Couple with children,Reasonable,0.50500,54,87,0.39932,0.61067
1992,Saxony-Anhalt,Couple with children,Slightly Expensive,0.27922,33,87,0.18441,0.37404
1992,Thuringa,Couple with children,Reasonable,0.59829,45,45,0.45343,0.74314
1993,Lower Saxony,Single-person household,Reasonable,0.50920,42,42,0.35617,0.66222
1993,North Rhine-Westphalia,Single-person household,Inexpensive,0.32750,69,160,0.25455,0.40044
1993,North Rhine-Westphalia,Single-person household,Reasonable,0.46043,91,160,0.38295,0.53790
1993,North Rhine-Westphalia,Couple without children,Inexpensive,0.33610,61,150,0.26025,0.41195
1993,North Rhine-Westphalia,Couple without children,Reasonable,0.44822,89,150,0.36837,0.52807
1993,North Rhine-Westphalia,Couple with children,Inexpensive,0.36378,107,266,0.30586,0.42170
1993,North Rhine-Westphalia,Couple with children,Reasonable,0.37927,112,266,0.32085,0.43769
1993,North Rhine-Westphalia,Couple with children,Slightly Expensive,0.10407,47,266,0.06730,0.14083
1993,Hesse,Couple without children,Inexpensive,0.56996,45,45,0.42367,0.71625
1993,Hesse,Couple with children,Reasonable,0.39003,41,41,0.23887,0.54119
1993,Baden-Wuerttemberg,Single-person household,Inexpensive,0.38071,39,74,0.26932,0.49210
1993,Baden-Wuerttemberg,Single-person household,Reasonable,0.30038,35,74,0.19522,0.40554
1993,Baden-Wuerttemberg,Couple without children,Inexpensive,0.53243,42,76,0.41951,0.64536
1993,Baden-Wuerttemberg,Couple without children,Reasonable,0.26248,34,76,0.16290,0.36206
1993,Baden-Wuerttemberg,Couple with children,Inexpensive,0.25556,53,147,0.18481,0.32632
1993,Baden-Wuerttemberg,Couple with children,Reasonable,0.40625,94,147,0.32659,0.48592
1993,Bavaria,Single-person household,Inexpensive,0.32725,41,87,0.22808,0.42642
1993,Bavaria,Single-person household,Reasonable,0.33795,46,87,0.23798,0.43792
1993,Bavaria,Couple without children,Inexpensive,0.29617,37,80,0.19549,0.39685
1993,Bavaria,Couple without children,Reasonable,0.41285,43,80,0.30428,0.52142
1993,Bavaria,Couple with children,Inexpensive,0.35772,50,109,0.26732,0.44813
1993,Bavaria,Couple with children,Reasonable,0.36428,59,109,0.27352,0.45504
1993,Berlin,Single-person household,Reasonable,0.40982,35,35,0.24451,0.57513
1993,Berlin,Couple with children,Reasonable,0.41819,46,46,0.27406,0.56231
1993,Brandenburg,Couple with children,Reasonable,0.46885,35,67,0.34845,0.58924
1993,Brandenburg,Couple with children,Slightly Expensive,0.30407,32,67,0.19309,0.41505
1993,Saxony,Single-person household,Reasonable,0.56564,39,39,0.40804,0.72324
