year,bula_h,sampreg,hgreval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2011,Baden-Wuerttemberg,West,Slightly Expensive,0.14773,134,844,0.12378,0.17168
2011,Bavaria,West,Very Inexpensive,0.08792,120,1131,0.07141,0.10443
2011,Bavaria,West,Inexpensive,0.25726,288,1131,0.23177,0.28275
2011,Bavaria,West,Reasonable,0.43341,484,1131,0.40452,0.46230
2011,Bavaria,West,Slightly Expensive,0.19512,207,1131,0.17201,0.21823
2011,Bavaria,West,Too Expensive,0.02629,32,1131,0.01696,0.03561
2011,Berlin,West,Inexpensive,0.28285,83,263,0.22831,0.33739
2011,Berlin,West,Reasonable,0.37586,122,263,0.31722,0.43451
2011,Berlin,West,Slightly Expensive,0.21701,58,263,0.16710,0.26693
2011,Berlin,East,Inexpensive,0.25844,73,207,0.19866,0.31823
2011,Berlin,East,Reasonable,0.37152,89,207,0.30553,0.43750
2011,Berlin,East,Slightly Expensive,0.21126,45,207,0.15551,0.26700
2011,Brandenburg,East,Very Inexpensive,0.10085,34,347,0.06912,0.13258
2011,Brandenburg,East,Inexpensive,0.14081,64,347,0.10416,0.17746
2011,Brandenburg,East,Reasonable,0.43934,164,347,0.38705,0.49164
2011,Brandenburg,East,Slightly Expensive,0.27684,85,347,0.22969,0.32399
2011,Mecklenburg-Western Pomerania,East,Inexpensive,0.29991,63,227,0.24017,0.35966
2011,Mecklenburg-Western Pomerania,East,Reasonable,0.39929,102,227,0.33544,0.46315
2011,Mecklenburg-Western Pomerania,East,Slightly Expensive,0.20942,62,227,0.15637,0.26247
2011,Saxony,East,Very Inexpensive,0.06602,48,627,0.04657,0.08547
2011,Saxony,East,Inexpensive,0.25360,154,627,0.21952,0.28768
2011,Saxony,East,Reasonable,0.48735,298,627,0.44819,0.52651
2011,Saxony,East,Slightly Expensive,0.17554,127,627,0.14574,0.20535
2011,Saxony-Anhalt,East,Inexpensive,0.22316,72,310,0.17674,0.26959
2011,Saxony-Anhalt,East,Reasonable,0.46606,146,310,0.41044,0.52168
2011,Saxony-Anhalt,East,Slightly Expensive,0.21607,92,310,0.17018,0.26196
2011,Thuringa,East,Inexpensive,0.28959,82,290,0.23729,0.34188
2011,Thuringa,East,Reasonable,0.44114,147,290,0.38389,0.49839
2011,Thuringa,East,Slightly Expensive,0.18428,61,290,0.13958,0.22898
2012,Schleswig-Holstein,West,Inexpensive,0.26847,93,285,0.21693,0.32001
2012,Schleswig-Holstein,West,Reasonable,0.50318,150,285,0.44503,0.56133
2012,Schleswig-Holstein,West,Slightly Expensive,0.16318,42,285,0.12020,0.20616
2012,Hamburg,West,Inexpensive,0.24603,61,175,0.18204,0.31003
2012,Hamburg,West,Reasonable,0.42680,79,175,0.35330,0.50029
2012,Hamburg,West,Slightly Expensive,0.23836,35,175,0.17505,0.30167
2012,Lower Saxony,West,Very Inexpensive,0.10684,60,597,0.08204,0.13164
2012,Lower Saxony,West,Inexpensive,0.22491,155,597,0.19139,0.25843
2012,Lower Saxony,West,Reasonable,0.49216,291,597,0.45202,0.53230
2012,Lower Saxony,West,Slightly Expensive,0.16177,91,597,0.13221,0.19134
2012,Bremen,West,Reasonable,0.53968,36,36,0.37455,0.70480
2012,North Rhine-Westphalia,West,Very Inexpensive,0.05453,113,1682,0.04368,0.06539
2012,North Rhine-Westphalia,West,Inexpensive,0.23065,409,1682,0.21051,0.25079
2012,North Rhine-Westphalia,West,Reasonable,0.53339,842,1682,0.50954,0.55723
2012,North Rhine-Westphalia,West,Slightly Expensive,0.15821,267,1682,0.14076,0.17565
2012,North Rhine-Westphalia,West,Too Expensive,0.02323,51,1682,0.01603,0.03043
2012,Hesse,West,Very Inexpensive,0.05831,36,509,0.03793,0.07868
2012,Hesse,West,Inexpensive,0.25411,145,509,0.21625,0.29197
2012,Hesse,West,Reasonable,0.41712,234,509,0.37424,0.46000
2012,Hesse,West,Slightly Expensive,0.23758,94,509,0.20057,0.27459
2012,"Rhineland-Palatinate, Saarland",West,Very Inexpensive,0.11274,33,366,0.08029,0.14518
2012,"Rhineland-Palatinate, Saarland",West,Inexpensive,0.33313,140,366,0.28478,0.38149
2012,"Rhineland-Palatinate, Saarland",West,Reasonable,0.42391,150,366,0.37322,0.47461
2012,"Rhineland-Palatinate, Saarland",West,Slightly Expensive,0.11299,43,366,0.08051,0.14547
2012,Baden-Wuerttemberg,West,Very Inexpensive,0.07271,80,793,0.05463,0.09079
2012,Baden-Wuerttemberg,West,Inexpensive,0.26705,215,793,0.23624,0.29787
2012,Baden-Wuerttemberg,West,Reasonable,0.48632,370,793,0.45151,0.52113
2012,Baden-Wuerttemberg,West,Slightly Expensive,0.16001,128,793,0.13448,0.18554
2012,Bavaria,West,Very Inexpensive,0.09687,113,1080,0.07922,0.11452
2012,Bavaria,West,Inexpensive,0.24618,295,1080,0.22047,0.27188
2012,Bavaria,West,Reasonable,0.44378,493,1080,0.41414,0.47343
2012,Bavaria,West,Slightly Expensive,0.17783,179,1080,0.15502,0.20065
2012,Berlin,West,Inexpensive,0.24549,74,257,0.19276,0.29821
2012,Berlin,West,Reasonable,0.47117,139,257,0.41003,0.53232
2012,Berlin,West,Slightly Expensive,0.13835,44,257,0.09605,0.18064
2012,Berlin,East,Inexpensive,0.32299,87,230,0.26242,0.38356
2012,Berlin,East,Reasonable,0.32913,92,230,0.26827,0.38999
2012,Berlin,East,Slightly Expensive,0.22096,51,230,0.16723,0.27470
2012,Brandenburg,East,Inexpensive,0.18309,82,315,0.14031,0.22586
2012,Brandenburg,East,Reasonable,0.43974,147,315,0.38484,0.49464
2012,Brandenburg,East,Slightly Expensive,0.26810,86,315,0.21910,0.31710
2012,Mecklenburg-Western Pomerania,East,Inexpensive,0.29539,65,233,0.23669,0.35410
2012,Mecklenburg-Western Pomerania,East,Reasonable,0.45661,121,233,0.39252,0.52071
2012,Mecklenburg-Western Pomerania,East,Slightly Expensive,0.15819,47,233,0.11123,0.20515
2012,Saxony,East,Very Inexpensive,0.06102,41,651,0.04262,0.07942
2012,Saxony,East,Inexpensive,0.29729,182,651,0.26215,0.33243
2012,Saxony,East,Reasonable,0.45475,315,651,0.41646,0.49303
2012,Saxony,East,Slightly Expensive,0.16871,113,651,0.13992,0.19750
2012,Saxony-Anhalt,East,Inexpensive,0.17004,74,303,0.12767,0.21241
2012,Saxony-Anhalt,East,Reasonable,0.47483,146,303,0.41851,0.53115
2012,Saxony-Anhalt,East,Slightly Expensive,0.22393,83,303,0.17691,0.27095
2012,Thuringa,East,Inexpensive,0.24751,84,282,0.19705,0.29797
2012,Thuringa,East,Reasonable,0.43445,143,282,0.37649,0.49241
2012,Thuringa,East,Slightly Expensive,0.18590,55,282,0.14041,0.23139
2013,Schleswig-Holstein,West,Inexpensive,0.27571,97,326,0.22713,0.32430
2013,Schleswig-Holstein,West,Reasonable,0.43160,160,326,0.37775,0.48545
2013,Schleswig-Holstein,West,Slightly Expensive,0.21937,69,326,0.17438,0.26436
2013,Hamburg,West,Inexpensive,0.31780,68,228,0.25722,0.37837
2013,Hamburg,West,Reasonable,0.43116,120,228,0.36674,0.49559
2013,Hamburg,West,Slightly Expensive,0.19941,40,228,0.14743,0.25138
2013,Lower Saxony,West,Very Inexpensive,0.10377,69,729,0.08162,0.12593
2013,Lower Saxony,West,Inexpensive,0.24639,197,729,0.21509,0.27769
2013,Lower Saxony,West,Reasonable,0.48900,347,729,0.45269,0.52532
2013,Lower Saxony,West,Slightly Expensive,0.13692,116,729,0.11195,0.16190
2013,Bremen,West,Reasonable,0.55463,52,52,0.41823,0.69104
2013,North Rhine-Westphalia,West,Very Inexpensive,0.06174,121,2066,0.05136,0.07213
2013,North Rhine-Westphalia,West,Inexpensive,0.23281,481,2066,0.21458,0.25104
2013,North Rhine-Westphalia,West,Reasonable,0.52600,1037,2066,0.50446,0.54754
2013,North Rhine-Westphalia,West,Slightly Expensive,0.15836,361,2066,0.14262,0.17411
2013,North Rhine-Westphalia,West,Too Expensive,0.02108,66,2066,0.01489,0.02728
2013,Hesse,West,Very Inexpensive,0.05885,41,689,0.04126,0.07643
2013,Hesse,West,Inexpensive,0.34100,214,689,0.30557,0.37642
2013,Hesse,West,Reasonable,0.37958,278,689,0.34332,0.41584
2013,Hesse,West,Slightly Expensive,0.18308,123,689,0.15419,0.21198
2013,Hesse,West,Too Expensive,0.03750,33,689,0.02330,0.05169
2013,"Rhineland-Palatinate, Saarland",West,Very Inexpensive,0.11697,48,443,0.08701,0.14693
2013,"Rhineland-Palatinate, Saarland",West,Inexpensive,0.34623,137,443,0.30187,0.39058
2013,"Rhineland-Palatinate, Saarland",West,Reasonable,0.38906,178,443,0.34361,0.43452
2013,"Rhineland-Palatinate, Saarland",West,Slightly Expensive,0.14055,80,443,0.10815,0.17296
2013,Baden-Wuerttemberg,West,Very Inexpensive,0.07937,85,1001,0.06262,0.09613
2013,Baden-Wuerttemberg,West,Inexpensive,0.27824,270,1001,0.25047,0.30602
2013,Baden-Wuerttemberg,West,Reasonable,0.46482,432,1001,0.43391,0.49574
2013,Baden-Wuerttemberg,West,Slightly Expensive,0.14824,172,1001,0.12622,0.17027
2013,Baden-Wuerttemberg,West,Too Expensive,0.02932,42,1001,0.01886,0.03977
2013,Bavaria,West,Very Inexpensive,0.08676,139,1421,0.07212,0.10140
2013,Bavaria,West,Inexpensive,0.25401,368,1421,0.23136,0.27665
2013,Bavaria,West,Reasonable,0.45949,630,1421,0.43356,0.48541
2013,Bavaria,West,Slightly Expensive,0.17491,241,1421,0.15515,0.19467
2013,Bavaria,West,Too Expensive,0.02484,43,1421,0.01674,0.03294
2013,Berlin,West,Inexpensive,0.24841,96,326,0.20144,0.29539
2013,Berlin,West,Reasonable,0.39803,157,326,0.34481,0.45124
2013,Berlin,West,Slightly Expensive,0.20121,73,326,0.15763,0.24480
2013,Berlin,East,Inexpensive,0.30561,78,227,0.24555,0.36568
2013,Berlin,East,Reasonable,0.41130,111,227,0.34715,0.47546
2013,Berlin,East,Slightly Expensive,0.14460,38,227,0.09874,0.19045
2013,Brandenburg,East,Very Inexpensive,0.09898,31,352,0.06774,0.13022
2013,Brandenburg,East,Inexpensive,0.17341,70,352,0.13380,0.21301
2013,Brandenburg,East,Reasonable,0.48121,173,352,0.42894,0.53348
2013,Brandenburg,East,Slightly Expensive,0.18794,78,352,0.14707,0.22881
2013,Mecklenburg-Western Pomerania,East,Inexpensive,0.27137,64,237,0.21463,0.32810
2013,Mecklenburg-Western Pomerania,East,Reasonable,0.49234,123,237,0.42856,0.55613
2013,Mecklenburg-Western Pomerania,East,Slightly Expensive,0.17590,50,237,0.12733,0.22448
2013,Saxony,East,Very Inexpensive,0.05495,39,650,0.03742,0.07248
2013,Saxony,East,Inexpensive,0.30105,179,650,0.26576,0.33635
2013,Saxony,East,Reasonable,0.47846,323,650,0.44002,0.51689
2013,Saxony,East,Slightly Expensive,0.14806,109,650,0.12074,0.17539
2013,Saxony-Anhalt,East,Inexpensive,0.24938,84,326,0.20234,0.29642
2013,Saxony-Anhalt,East,Reasonable,0.50389,178,326,0.44953,0.55825
2013,Saxony-Anhalt,East,Slightly Expensive,0.15761,64,326,0.11799,0.19722
2013,Thuringa,East,Inexpensive,0.21467,54,259,0.16456,0.26477
2013,Thuringa,East,Reasonable,0.49091,153,259,0.42991,0.55191
2013,Thuringa,East,Slightly Expensive,0.17905,52,259,0.13227,0.22584
2014,Schleswig-Holstein,West,Inexpensive,0.24808,76,271,0.19656,0.29959
2014,Schleswig-Holstein,West,Reasonable,0.45952,139,271,0.40007,0.51896
2014,Schleswig-Holstein,West,Slightly Expensive,0.21792,56,271,0.16868,0.26716
2014,Hamburg,West,Inexpensive,0.21373,48,182,0.15401,0.27345
2014,Hamburg,West,Reasonable,0.48356,85,182,0.41075,0.55636
2014,Hamburg,West,Slightly Expensive,0.25025,49,182,0.18714,0.31335
2014,Lower Saxony,West,Very Inexpensive,0.09651,62,656,0.07389,0.11912
2014,Lower Saxony,West,Inexpensive,0.27418,174,656,0.24002,0.30835
2014,Lower Saxony,West,Reasonable,0.46551,318,656,0.42731,0.50371
2014,Lower Saxony,West,Slightly Expensive,0.13870,102,656,0.11223,0.16516
2014,Bremen,West,Reasonable,0.57791,40,40,0.42290,0.73291
2014,North Rhine-Westphalia,West,Very Inexpensive,0.06264,122,1807,0.05146,0.07381
2014,North Rhine-Westphalia,West,Inexpensive,0.25819,437,1807,0.23801,0.27838
2014,North Rhine-Westphalia,West,Reasonable,0.48100,862,1807,0.45796,0.50404
2014,North Rhine-Westphalia,West,Slightly Expensive,0.18080,338,1807,0.16305,0.19855
2014,North Rhine-Westphalia,West,Too Expensive,0.01737,48,1807,0.01135,0.02340
2014,Hesse,West,Very Inexpensive,0.07306,48,554,0.05137,0.09475
2014,Hesse,West,Inexpensive,0.29575,158,554,0.25771,0.33378
2014,Hesse,West,Reasonable,0.45233,249,554,0.41085,0.49382
2014,Hesse,West,Slightly Expensive,0.15961,99,554,0.12908,0.19013
2014,"Rhineland-Palatinate, Saarland",West,Very Inexpensive,0.09663,38,399,0.06760,0.12565
2014,"Rhineland-Palatinate, Saarland",West,Inexpensive,0.29685,129,399,0.25197,0.34174
2014,"Rhineland-Palatinate, Saarland",West,Reasonable,0.47690,169,399,0.42783,0.52597
2014,"Rhineland-Palatinate, Saarland",West,Slightly Expensive,0.11232,63,399,0.08130,0.14335
2014,Baden-Wuerttemberg,West,Very Inexpensive,0.09740,78,806,0.07692,0.11789
2014,Baden-Wuerttemberg,West,Inexpensive,0.29015,223,806,0.25880,0.32150
2014,Baden-Wuerttemberg,West,Reasonable,0.43729,372,806,0.40302,0.47155
2014,Baden-Wuerttemberg,West,Slightly Expensive,0.13867,133,806,0.11479,0.16254
2014,Bavaria,West,Very Inexpensive,0.11748,148,1248,0.09961,0.13535
2014,Bavaria,West,Inexpensive,0.25738,344,1248,0.23311,0.28164
2014,Bavaria,West,Reasonable,0.43405,519,1248,0.40654,0.46156
2014,Bavaria,West,Slightly Expensive,0.16186,195,1248,0.14142,0.18230
2014,Bavaria,West,Too Expensive,0.02924,42,1248,0.01989,0.03859
2014,Berlin,West,Inexpensive,0.34236,97,271,0.28576,0.39896
2014,Berlin,West,Reasonable,0.36581,114,271,0.30836,0.42326
2014,Berlin,West,Slightly Expensive,0.16318,60,271,0.11911,0.20726
2014,Berlin,East,Inexpensive,0.31121,68,212,0.24874,0.37368
2014,Berlin,East,Reasonable,0.38217,97,212,0.31660,0.44773
2014,Berlin,East,Slightly Expensive,0.23482,47,212,0.17762,0.29201
2014,Brandenburg,East,Inexpensive,0.24417,88,303,0.19572,0.29263
2014,Brandenburg,East,Reasonable,0.44577,152,303,0.38971,0.50183
2014,Brandenburg,East,Slightly Expensive,0.20202,63,303,0.15674,0.24730
2014,Mecklenburg-Western Pomerania,East,Inexpensive,0.26945,59,210,0.20930,0.32960
2014,Mecklenburg-Western Pomerania,East,Reasonable,0.38999,102,210,0.32387,0.45612
2014,Mecklenburg-Western Pomerania,East,Slightly Expensive,0.19976,49,210,0.14555,0.25396
2014,Saxony,East,Very Inexpensive,0.10219,64,596,0.07785,0.12652
2014,Saxony,East,Inexpensive,0.31780,161,596,0.28039,0.35522
2014,Saxony,East,Reasonable,0.41752,265,596,0.37789,0.45714
2014,Saxony,East,Slightly Expensive,0.15281,106,596,0.12390,0.18172
2014,Saxony-Anhalt,East,Very Inexpensive,0.12091,32,326,0.08547,0.15636
2014,Saxony-Anhalt,East,Inexpensive,0.24974,85,326,0.20268,0.29680
2014,Saxony-Anhalt,East,Reasonable,0.40361,141,326,0.35027,0.45695
2014,Saxony-Anhalt,East,Slightly Expensive,0.19589,68,326,0.15274,0.23904
2014,Thuringa,East,Very Inexpensive,0.11768,34,303,0.08134,0.15402
2014,Thuringa,East,Inexpensive,0.27415,80,303,0.22384,0.32446
2014,Thuringa,East,Reasonable,0.42087,141,303,0.36519,0.47655
2014,Thuringa,East,Slightly Expensive,0.16071,48,303,0.11929,0.20213
