year,quintil_oecd_hh,hgreval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,1st Quintile,Reasonable,0.37794,581,1515,0.35352,0.40237
1990,1st Quintile,Slightly Expensive,0.06183,79,1515,0.04969,0.07396
1990,2nd Quintile,Very Inexpensive,0.10587,73,851,0.08518,0.12655
1990,2nd Quintile,Inexpensive,0.30045,240,851,0.26963,0.33127
1990,2nd Quintile,Reasonable,0.41406,348,851,0.38095,0.44718
1990,2nd Quintile,Slightly Expensive,0.13228,134,851,0.10950,0.15505
1990,2nd Quintile,Too Expensive,0.04735,56,851,0.03307,0.06162
1990,3rd Quintile,Very Inexpensive,0.12113,81,756,0.09786,0.14440
1990,3rd Quintile,Inexpensive,0.32763,255,756,0.29415,0.36111
1990,3rd Quintile,Reasonable,0.40241,311,756,0.36743,0.43739
1990,3rd Quintile,Slightly Expensive,0.12205,109,756,0.09870,0.14540
1990,4th Quintile,Very Inexpensive,0.16547,99,646,0.13679,0.19414
1990,4th Quintile,Inexpensive,0.28717,211,646,0.25225,0.32208
1990,4th Quintile,Reasonable,0.40942,256,646,0.37148,0.44737
1990,4th Quintile,Slightly Expensive,0.11325,80,646,0.08880,0.13771
1990,5th Quintile,Very Inexpensive,0.15512,80,477,0.12259,0.18764
1990,5th Quintile,Inexpensive,0.33163,158,477,0.28933,0.37392
1990,5th Quintile,Reasonable,0.38024,186,477,0.33663,0.42385
1990,5th Quintile,Slightly Expensive,0.11543,53,477,0.08673,0.14414
1991,1st Quintile,Very Inexpensive,0.22405,355,1400,0.20220,0.24590
1991,1st Quintile,Inexpensive,0.41745,559,1400,0.39161,0.44329
1991,1st Quintile,Reasonable,0.30008,427,1400,0.27607,0.32410
1991,1st Quintile,Slightly Expensive,0.04447,59,1400,0.03367,0.05527
1991,2nd Quintile,Very Inexpensive,0.14949,92,854,0.12557,0.17342
1991,2nd Quintile,Inexpensive,0.28548,234,854,0.25517,0.31579
1991,2nd Quintile,Reasonable,0.40313,351,854,0.37021,0.43605
1991,2nd Quintile,Slightly Expensive,0.12255,131,854,0.10055,0.14456
1991,2nd Quintile,Too Expensive,0.03935,46,854,0.02630,0.05239
1991,3rd Quintile,Very Inexpensive,0.13747,94,749,0.11279,0.16214
1991,3rd Quintile,Inexpensive,0.34642,250,749,0.31232,0.38052
1991,3rd Quintile,Reasonable,0.40667,318,749,0.37147,0.44188
1991,3rd Quintile,Slightly Expensive,0.09441,87,749,0.07346,0.11537
1991,4th Quintile,Very Inexpensive,0.15205,90,648,0.12438,0.17972
1991,4th Quintile,Inexpensive,0.33230,228,648,0.29600,0.36859
1991,4th Quintile,Reasonable,0.35792,239,648,0.32098,0.39486
1991,4th Quintile,Slightly Expensive,0.12576,91,648,0.10021,0.15131
1991,5th Quintile,Very Inexpensive,0.19968,109,496,0.16447,0.23490
1991,5th Quintile,Inexpensive,0.30268,166,496,0.26221,0.34315
1991,5th Quintile,Reasonable,0.36528,164,496,0.32286,0.40770
1991,5th Quintile,Slightly Expensive,0.11671,57,496,0.08843,0.14500
1992,1st Quintile,Very Inexpensive,0.08619,55,1012,0.06889,0.10349
1992,1st Quintile,Inexpensive,0.22200,204,1012,0.19638,0.24761
1992,1st Quintile,Reasonable,0.42792,436,1012,0.39742,0.45842
1992,1st Quintile,Slightly Expensive,0.23469,272,1012,0.20856,0.26081
1992,1st Quintile,Too Expensive,0.02921,45,1012,0.01883,0.03959
1992,2nd Quintile,Very Inexpensive,0.09786,63,986,0.07931,0.11642
1992,2nd Quintile,Inexpensive,0.30964,261,986,0.28077,0.33852
1992,2nd Quintile,Reasonable,0.40678,445,986,0.37610,0.43745
1992,2nd Quintile,Slightly Expensive,0.16280,184,986,0.13975,0.18586
1992,2nd Quintile,Too Expensive,0.02292,33,986,0.01357,0.03226
1992,3rd Quintile,Very Inexpensive,0.11102,75,861,0.09002,0.13202
1992,3rd Quintile,Inexpensive,0.30582,256,861,0.27503,0.33662
1992,3rd Quintile,Reasonable,0.43404,364,861,0.40091,0.46717
1992,3rd Quintile,Slightly Expensive,0.12199,129,861,0.10011,0.14386
1992,3rd Quintile,Too Expensive,0.02713,37,861,0.01627,0.03799
1992,4th Quintile,Very Inexpensive,0.12469,86,707,0.10032,0.14906
1992,4th Quintile,Inexpensive,0.31525,223,707,0.28098,0.34952
1992,4th Quintile,Reasonable,0.43180,310,707,0.39526,0.46834
1992,4th Quintile,Slightly Expensive,0.10445,88,707,0.08189,0.12701
1992,5th Quintile,Very Inexpensive,0.18637,85,458,0.15067,0.22208
1992,5th Quintile,Inexpensive,0.31243,151,458,0.26993,0.35492
1992,5th Quintile,Reasonable,0.38661,167,458,0.34196,0.43126
1992,5th Quintile,Slightly Expensive,0.10005,55,458,0.07254,0.12756
1993,1st Quintile,Very Inexpensive,0.06137,47,967,0.04623,0.07650
1993,1st Quintile,Inexpensive,0.24269,191,967,0.21565,0.26972
1993,1st Quintile,Reasonable,0.41396,386,967,0.38290,0.44502
1993,1st Quintile,Slightly Expensive,0.22248,261,967,0.19625,0.24871
1993,1st Quintile,Too Expensive,0.05951,82,967,0.04459,0.07443
1993,2nd Quintile,Very Inexpensive,0.08499,62,1000,0.06770,0.10229
1993,2nd Quintile,Inexpensive,0.25208,209,1000,0.22515,0.27900
1993,2nd Quintile,Reasonable,0.43274,439,1000,0.40201,0.46346
1993,2nd Quintile,Slightly Expensive,0.18730,229,1000,0.16311,0.21150
1993,2nd Quintile,Too Expensive,0.04289,61,1000,0.03033,0.05546
1993,3rd Quintile,Very Inexpensive,0.13387,93,841,0.11084,0.15690
1993,3rd Quintile,Inexpensive,0.31546,235,841,0.28403,0.34688
1993,3rd Quintile,Reasonable,0.38637,315,841,0.35344,0.41930
1993,3rd Quintile,Slightly Expensive,0.12904,154,841,0.10637,0.15171
1993,3rd Quintile,Too Expensive,0.03527,44,841,0.02279,0.04774
1993,4th Quintile,Very Inexpensive,0.12236,83,701,0.09808,0.14664
1993,4th Quintile,Inexpensive,0.30801,213,701,0.27381,0.34221
1993,4th Quintile,Reasonable,0.40595,296,701,0.36957,0.44233
1993,4th Quintile,Slightly Expensive,0.13848,109,701,0.11289,0.16407
1993,5th Quintile,Very Inexpensive,0.14768,66,466,0.11543,0.17993
1993,5th Quintile,Inexpensive,0.33426,155,466,0.29139,0.37714
1993,5th Quintile,Reasonable,0.39169,190,466,0.34733,0.43606
1993,5th Quintile,Slightly Expensive,0.09613,55,466,0.06934,0.12292
1994,1st Quintile,Very Inexpensive,0.08018,62,1019,0.06350,0.09686
1994,1st Quintile,Inexpensive,0.23622,210,1019,0.21013,0.26232
1994,1st Quintile,Reasonable,0.44471,451,1019,0.41418,0.47524
1994,1st Quintile,Slightly Expensive,0.19021,242,1019,0.16610,0.21432
1994,1st Quintile,Too Expensive,0.04868,54,1019,0.03546,0.06189
1994,2nd Quintile,Very Inexpensive,0.08778,65,923,0.06952,0.10605
1994,2nd Quintile,Inexpensive,0.27082,214,923,0.24213,0.29950
1994,2nd Quintile,Reasonable,0.45960,425,923,0.42743,0.49176
1994,2nd Quintile,Slightly Expensive,0.14371,179,923,0.12107,0.16636
1994,2nd Quintile,Too Expensive,0.03809,40,923,0.02574,0.05045
1994,3rd Quintile,Very Inexpensive,0.12110,74,781,0.09820,0.14399
1994,3rd Quintile,Inexpensive,0.29284,224,781,0.26091,0.32478
1994,3rd Quintile,Reasonable,0.42339,347,781,0.38872,0.45807
1994,3rd Quintile,Slightly Expensive,0.13148,136,781,0.10777,0.15520
1994,4th Quintile,Very Inexpensive,0.11340,75,677,0.08950,0.13731
1994,4th Quintile,Inexpensive,0.30697,205,677,0.27220,0.34174
1994,4th Quintile,Reasonable,0.42486,292,677,0.38760,0.46212
1994,4th Quintile,Slightly Expensive,0.12593,105,677,0.10092,0.15094
1994,5th Quintile,Very Inexpensive,0.15023,70,476,0.11810,0.18237
1994,5th Quintile,Inexpensive,0.27025,133,476,0.23031,0.31019
1994,5th Quintile,Reasonable,0.42405,204,476,0.37961,0.46850
1994,5th Quintile,Slightly Expensive,0.13200,69,476,0.10156,0.16244
1995,1st Quintile,Very Inexpensive,0.07044,56,1098,0.05529,0.08558
1995,1st Quintile,Inexpensive,0.27759,264,1098,0.25109,0.30409
1995,1st Quintile,Reasonable,0.40880,461,1098,0.37971,0.43790
1995,1st Quintile,Slightly Expensive,0.20286,255,1098,0.17907,0.22666
1995,1st Quintile,Too Expensive,0.04031,62,1098,0.02867,0.05194
1995,2nd Quintile,Very Inexpensive,0.08149,71,1004,0.06456,0.09842
1995,2nd Quintile,Inexpensive,0.25051,244,1004,0.22370,0.27733
1995,2nd Quintile,Reasonable,0.46211,463,1004,0.43125,0.49296
1995,2nd Quintile,Slightly Expensive,0.17105,180,1004,0.14775,0.19436
1995,2nd Quintile,Too Expensive,0.03484,46,1004,0.02349,0.04619
1995,3rd Quintile,Very Inexpensive,0.09934,75,799,0.07858,0.12009
1995,3rd Quintile,Inexpensive,0.31292,233,799,0.28075,0.34509
1995,3rd Quintile,Reasonable,0.44091,368,799,0.40646,0.47536
1995,3rd Quintile,Slightly Expensive,0.12227,123,799,0.09954,0.14500
1995,4th Quintile,Very Inexpensive,0.13186,83,667,0.10616,0.15755
1995,4th Quintile,Inexpensive,0.28425,192,667,0.24999,0.31851
1995,4th Quintile,Reasonable,0.42604,298,667,0.38848,0.46359
1995,4th Quintile,Slightly Expensive,0.13826,94,667,0.11204,0.16447
1995,5th Quintile,Very Inexpensive,0.13905,58,462,0.10746,0.17063
1995,5th Quintile,Inexpensive,0.29436,139,462,0.25276,0.33596
1995,5th Quintile,Reasonable,0.40009,194,462,0.35537,0.44482
1995,5th Quintile,Slightly Expensive,0.14911,71,462,0.11659,0.18162
1996,1st Quintile,Very Inexpensive,0.08245,72,1125,0.06637,0.09853
1996,1st Quintile,Inexpensive,0.25401,261,1125,0.22856,0.27946
1996,1st Quintile,Reasonable,0.42938,482,1125,0.40044,0.45832
1996,1st Quintile,Slightly Expensive,0.19193,256,1125,0.16891,0.21496
1996,1st Quintile,Too Expensive,0.04222,54,1125,0.03047,0.05398
1996,2nd Quintile,Very Inexpensive,0.06694,56,932,0.05089,0.08300
1996,2nd Quintile,Inexpensive,0.27824,237,932,0.24945,0.30703
1996,2nd Quintile,Reasonable,0.45125,405,932,0.41928,0.48321
1996,2nd Quintile,Slightly Expensive,0.17707,200,932,0.15255,0.20159
1996,2nd Quintile,Too Expensive,0.02650,34,932,0.01618,0.03681
1996,3rd Quintile,Very Inexpensive,0.09087,75,796,0.07089,0.11085
1996,3rd Quintile,Inexpensive,0.31877,226,796,0.28638,0.35116
1996,3rd Quintile,Reasonable,0.41035,363,796,0.37615,0.44454
1996,3rd Quintile,Slightly Expensive,0.15272,132,796,0.12772,0.17773
1996,4th Quintile,Very Inexpensive,0.12160,73,651,0.09648,0.14673
1996,4th Quintile,Inexpensive,0.30199,189,651,0.26669,0.33728
1996,4th Quintile,Reasonable,0.40920,287,651,0.37140,0.44700
1996,4th Quintile,Slightly Expensive,0.14635,102,651,0.11918,0.17352
1996,5th Quintile,Very Inexpensive,0.12712,56,452,0.09638,0.15787
1996,5th Quintile,Inexpensive,0.28269,120,452,0.24113,0.32425
1996,5th Quintile,Reasonable,0.40389,198,452,0.35861,0.44918
1996,5th Quintile,Slightly Expensive,0.17632,78,452,0.14115,0.21149
1997,1st Quintile,Very Inexpensive,0.07451,71,1045,0.05858,0.09044
1997,1st Quintile,Inexpensive,0.23123,223,1045,0.20566,0.25681
1997,1st Quintile,Reasonable,0.43370,449,1045,0.40364,0.46377
1997,1st Quintile,Slightly Expensive,0.21501,242,1045,0.19009,0.23993
1997,1st Quintile,Too Expensive,0.04554,60,1045,0.03289,0.05818
1997,2nd Quintile,Very Inexpensive,0.08532,64,936,0.06741,0.10323
1997,2nd Quintile,Inexpensive,0.25112,214,936,0.22333,0.27892
1997,2nd Quintile,Reasonable,0.46399,439,936,0.43203,0.49596
1997,2nd Quintile,Slightly Expensive,0.16339,176,936,0.13969,0.18709
1997,2nd Quintile,Too Expensive,0.03617,43,936,0.02420,0.04814
1997,3rd Quintile,Very Inexpensive,0.10290,77,779,0.08155,0.12425
1997,3rd Quintile,Inexpensive,0.25934,199,779,0.22854,0.29013
1997,3rd Quintile,Reasonable,0.45264,371,779,0.41766,0.48761
1997,3rd Quintile,Slightly Expensive,0.16343,132,779,0.13744,0.18941
1997,4th Quintile,Very Inexpensive,0.12976,78,652,0.10394,0.15557
1997,4th Quintile,Inexpensive,0.27370,178,652,0.23945,0.30795
1997,4th Quintile,Reasonable,0.41583,286,652,0.37797,0.45369
1997,4th Quintile,Slightly Expensive,0.16621,110,652,0.13761,0.19480
1997,5th Quintile,Very Inexpensive,0.10118,35,409,0.07192,0.13044
1997,5th Quintile,Inexpensive,0.22211,99,409,0.18178,0.26245
1997,5th Quintile,Reasonable,0.47148,204,409,0.42304,0.51992
1997,5th Quintile,Slightly Expensive,0.18781,71,409,0.14991,0.22571
1998,1st Quintile,Very Inexpensive,0.07527,75,1213,0.06041,0.09012
1998,1st Quintile,Inexpensive,0.23935,275,1213,0.21533,0.26337
1998,1st Quintile,Reasonable,0.40681,498,1213,0.37915,0.43447
1998,1st Quintile,Slightly Expensive,0.23687,302,1213,0.21293,0.26080
1998,1st Quintile,Too Expensive,0.04170,63,1213,0.03045,0.05296
1998,2nd Quintile,Very Inexpensive,0.07100,62,962,0.05476,0.08723
1998,2nd Quintile,Inexpensive,0.25864,237,962,0.23095,0.28633
1998,2nd Quintile,Reasonable,0.46625,462,962,0.43471,0.49779
1998,2nd Quintile,Slightly Expensive,0.18557,201,962,0.16099,0.21015
1998,3rd Quintile,Very Inexpensive,0.07645,67,825,0.05831,0.09459
1998,3rd Quintile,Inexpensive,0.28908,237,825,0.25812,0.32003
1998,3rd Quintile,Reasonable,0.44810,382,825,0.41414,0.48205
1998,3rd Quintile,Slightly Expensive,0.15468,139,825,0.12999,0.17937
1998,4th Quintile,Very Inexpensive,0.10437,79,713,0.08192,0.12683
1998,4th Quintile,Inexpensive,0.27347,199,713,0.24073,0.30621
1998,4th Quintile,Reasonable,0.41214,304,713,0.37599,0.44830
1998,4th Quintile,Slightly Expensive,0.19203,131,713,0.16310,0.22096
1998,5th Quintile,Very Inexpensive,0.10997,49,445,0.08087,0.13907
1998,5th Quintile,Inexpensive,0.22515,107,445,0.18630,0.26400
1998,5th Quintile,Reasonable,0.43525,192,445,0.38914,0.48137
1998,5th Quintile,Slightly Expensive,0.20666,97,445,0.16900,0.24433
1999,1st Quintile,Very Inexpensive,0.07839,76,1190,0.06312,0.09367
1999,1st Quintile,Inexpensive,0.22338,264,1190,0.19971,0.24706
1999,1st Quintile,Reasonable,0.43135,510,1190,0.40320,0.45950
1999,1st Quintile,Slightly Expensive,0.23958,294,1190,0.21532,0.26385
1999,1st Quintile,Too Expensive,0.02729,46,1190,0.01803,0.03655
1999,2nd Quintile,Very Inexpensive,0.09911,79,946,0.08006,0.11816
1999,2nd Quintile,Inexpensive,0.25005,233,946,0.22244,0.27766
1999,2nd Quintile,Reasonable,0.44878,449,946,0.41707,0.48049
1999,2nd Quintile,Slightly Expensive,0.18059,185,946,0.15607,0.20512
1999,3rd Quintile,Very Inexpensive,0.09505,67,782,0.07448,0.11562
1999,3rd Quintile,Inexpensive,0.25786,215,782,0.22718,0.28854
1999,3rd Quintile,Reasonable,0.45307,359,782,0.41816,0.48798
1999,3rd Quintile,Slightly Expensive,0.17243,141,782,0.14593,0.19892
1999,4th Quintile,Very Inexpensive,0.09317,62,638,0.07060,0.11575
1999,4th Quintile,Inexpensive,0.27328,169,638,0.23867,0.30788
1999,4th Quintile,Reasonable,0.42104,287,638,0.38270,0.45938
1999,4th Quintile,Slightly Expensive,0.20181,120,638,0.17064,0.23298
1999,5th Quintile,Very Inexpensive,0.08649,38,429,0.05986,0.11312
1999,5th Quintile,Inexpensive,0.20935,103,429,0.17081,0.24790
1999,5th Quintile,Reasonable,0.45974,193,429,0.41252,0.50695
1999,5th Quintile,Slightly Expensive,0.22060,95,429,0.18131,0.25988
2000,1st Quintile,Very Inexpensive,0.06828,116,1922,0.05700,0.07955
2000,1st Quintile,Inexpensive,0.25641,483,1922,0.23688,0.27593
2000,1st Quintile,Reasonable,0.44275,848,1922,0.42054,0.46496
2000,1st Quintile,Slightly Expensive,0.19834,401,1922,0.18051,0.21617
2000,1st Quintile,Too Expensive,0.03423,74,1922,0.02610,0.04236
2000,2nd Quintile,Very Inexpensive,0.07797,116,1636,0.06497,0.09097
2000,2nd Quintile,Inexpensive,0.27333,450,1636,0.25172,0.29493
2000,2nd Quintile,Reasonable,0.45864,730,1636,0.43449,0.48280
2000,2nd Quintile,Slightly Expensive,0.16403,295,1636,0.14608,0.18198
2000,2nd Quintile,Too Expensive,0.02603,45,1636,0.01831,0.03375
2000,3rd Quintile,Very Inexpensive,0.08256,107,1291,0.06754,0.09758
2000,3rd Quintile,Inexpensive,0.26544,342,1291,0.24135,0.28954
2000,3rd Quintile,Reasonable,0.43350,580,1291,0.40645,0.46054
2000,3rd Quintile,Slightly Expensive,0.19876,262,1291,0.17698,0.22054
2000,4th Quintile,Very Inexpensive,0.10761,114,1042,0.08878,0.12643
2000,4th Quintile,Inexpensive,0.23348,258,1042,0.20778,0.25918
2000,4th Quintile,Reasonable,0.45169,482,1042,0.42146,0.48193
2000,4th Quintile,Slightly Expensive,0.18050,188,1042,0.15714,0.20387
