year,bula_h,regtyp,hgreval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,Bavaria,Urban regions,Inexpensive,0.21513,95,440,0.17669,0.25357
2000,Bavaria,Urban regions,Reasonable,0.50201,229,440,0.45524,0.54878
2000,Bavaria,Urban regions,Slightly Expensive,0.19378,85,440,0.15681,0.23075
2000,Bavaria,Rural regions,Very Inexpensive,0.12262,42,336,0.08750,0.15775
2000,Bavaria,Rural regions,Inexpensive,0.28664,97,336,0.23822,0.33506
2000,Bavaria,Rural regions,Reasonable,0.44358,145,336,0.39038,0.49679
2000,Bavaria,Rural regions,Slightly Expensive,0.12929,52,336,0.09336,0.16522
2000,Berlin,Urban regions,Inexpensive,0.23155,109,407,0.19052,0.27258
2000,Berlin,Urban regions,Reasonable,0.45822,203,407,0.40975,0.50668
2000,Berlin,Urban regions,Slightly Expensive,0.21889,95,407,0.17867,0.25911
2000,Brandenburg,Rural regions,Inexpensive,0.26381,65,236,0.20746,0.32016
2000,Brandenburg,Rural regions,Reasonable,0.42642,116,236,0.36319,0.48965
2000,Brandenburg,Rural regions,Slightly Expensive,0.18356,55,236,0.13406,0.23305
2000,Mecklenburg-Western Pomerania,Rural regions,Inexpensive,0.23556,39,150,0.16743,0.30370
2000,Mecklenburg-Western Pomerania,Rural regions,Reasonable,0.45342,68,150,0.37348,0.53336
2000,Mecklenburg-Western Pomerania,Rural regions,Slightly Expensive,0.28195,43,150,0.20970,0.35420
2000,Saxony,Urban regions,Inexpensive,0.29423,94,277,0.24047,0.34799
2000,Saxony,Urban regions,Reasonable,0.39673,118,277,0.33901,0.45445
2000,Saxony,Urban regions,Slightly Expensive,0.19431,65,277,0.14763,0.24099
2000,Saxony,Rural regions,Inexpensive,0.20105,54,218,0.14772,0.25437
2000,Saxony,Rural regions,Reasonable,0.43319,107,218,0.36726,0.49912
2000,Saxony,Rural regions,Slightly Expensive,0.23864,57,218,0.18193,0.29535
2000,Saxony-Anhalt,Urban regions,Reasonable,0.37135,35,35,0.20894,0.53376
2000,Saxony-Anhalt,Rural regions,Inexpensive,0.26871,51,164,0.20066,0.33676
2000,Saxony-Anhalt,Rural regions,Reasonable,0.40007,74,164,0.32486,0.47528
2000,Saxony-Anhalt,Rural regions,Slightly Expensive,0.21631,39,164,0.15310,0.27952
2000,Thuringa,Urban regions,Reasonable,0.46264,44,44,0.31361,0.61167
2000,Thuringa,Rural regions,Inexpensive,0.25448,38,136,0.18100,0.32795
2000,Thuringa,Rural regions,Reasonable,0.39171,57,136,0.30937,0.47406
2000,Thuringa,Rural regions,Slightly Expensive,0.24706,41,136,0.17430,0.31981
2001,Schleswig-Holstein,Urban regions,Reasonable,0.59693,43,43,0.44858,0.74528
2001,Hamburg,Urban regions,Inexpensive,0.32959,45,105,0.23925,0.41993
2001,Hamburg,Urban regions,Reasonable,0.41874,60,105,0.32392,0.51355
2001,Lower Saxony,Urban regions,Inexpensive,0.19252,53,234,0.14189,0.24314
2001,Lower Saxony,Urban regions,Reasonable,0.52299,129,234,0.45885,0.58712
2001,Lower Saxony,Urban regions,Slightly Expensive,0.19409,52,234,0.14330,0.24487
2001,Lower Saxony,Rural regions,Inexpensive,0.23491,43,106,0.15382,0.31600
2001,Lower Saxony,Rural regions,Reasonable,0.38252,63,106,0.28956,0.47548
2001,North Rhine-Westphalia,Urban regions,Very Inexpensive,0.08684,113,1322,0.07165,0.10203
2001,North Rhine-Westphalia,Urban regions,Inexpensive,0.26295,353,1322,0.23921,0.28669
2001,North Rhine-Westphalia,Urban regions,Reasonable,0.46261,631,1322,0.43573,0.48950
2001,North Rhine-Westphalia,Urban regions,Slightly Expensive,0.16779,225,1322,0.14764,0.18794
2001,Hesse,Urban regions,Inexpensive,0.24549,84,298,0.19655,0.29444
2001,Hesse,Urban regions,Reasonable,0.41977,141,298,0.36364,0.47589
2001,Hesse,Urban regions,Slightly Expensive,0.21644,73,298,0.16961,0.26328
2001,"Rhineland-Palatinate, Saarland",Urban regions,Inexpensive,0.27980,62,202,0.21774,0.34186
2001,"Rhineland-Palatinate, Saarland",Urban regions,Reasonable,0.46311,104,202,0.39418,0.53205
2001,"Rhineland-Palatinate, Saarland",Urban regions,Slightly Expensive,0.16517,36,202,0.11383,0.21651
2001,Baden-Wuerttemberg,Urban regions,Very Inexpensive,0.06817,40,609,0.04813,0.08820
2001,Baden-Wuerttemberg,Urban regions,Inexpensive,0.22477,138,609,0.19158,0.25795
2001,Baden-Wuerttemberg,Urban regions,Reasonable,0.51148,321,609,0.47174,0.55121
2001,Baden-Wuerttemberg,Urban regions,Slightly Expensive,0.18014,110,609,0.14959,0.21069
2001,Baden-Wuerttemberg,Rural regions,Reasonable,0.60028,38,38,0.44244,0.75812
2001,Bavaria,Urban regions,Very Inexpensive,0.07545,32,391,0.04924,0.10166
2001,Bavaria,Urban regions,Inexpensive,0.22291,92,391,0.18160,0.26422
2001,Bavaria,Urban regions,Reasonable,0.46810,185,391,0.41857,0.51762
2001,Bavaria,Urban regions,Slightly Expensive,0.21370,82,391,0.17302,0.25439
2001,Bavaria,Rural regions,Inexpensive,0.28341,82,268,0.22935,0.33746
2001,Bavaria,Rural regions,Reasonable,0.46661,137,268,0.40677,0.52646
2001,Bavaria,Rural regions,Slightly Expensive,0.17098,49,268,0.12582,0.21615
2001,Berlin,Urban regions,Inexpensive,0.28067,117,376,0.23519,0.32614
2001,Berlin,Urban regions,Reasonable,0.41781,175,376,0.36789,0.46773
2001,Berlin,Urban regions,Slightly Expensive,0.20666,84,376,0.16568,0.24764
2001,Brandenburg,Rural regions,Inexpensive,0.28314,66,227,0.22440,0.34188
2001,Brandenburg,Rural regions,Reasonable,0.41627,109,227,0.35200,0.48054
2001,Brandenburg,Rural regions,Slightly Expensive,0.21003,52,227,0.15692,0.26314
2001,Mecklenburg-Western Pomerania,Rural regions,Inexpensive,0.27402,36,134,0.19822,0.34982
2001,Mecklenburg-Western Pomerania,Rural regions,Reasonable,0.43388,62,134,0.34965,0.51811
2001,Mecklenburg-Western Pomerania,Rural regions,Slightly Expensive,0.26532,36,134,0.19028,0.34035
2001,Saxony,Urban regions,Inexpensive,0.29672,86,259,0.24098,0.35246
2001,Saxony,Urban regions,Reasonable,0.40469,119,259,0.34479,0.46458
2001,Saxony,Urban regions,Slightly Expensive,0.18617,54,259,0.13868,0.23367
2001,Saxony,Rural regions,Inexpensive,0.21568,46,197,0.15810,0.27326
2001,Saxony,Rural regions,Reasonable,0.49219,105,197,0.42219,0.56218
2001,Saxony,Rural regions,Slightly Expensive,0.19586,46,197,0.14030,0.25142
2001,Saxony-Anhalt,Urban regions,Reasonable,0.47456,36,36,0.30913,0.64000
2001,Saxony-Anhalt,Rural regions,Inexpensive,0.23980,41,153,0.17192,0.30768
2001,Saxony-Anhalt,Rural regions,Reasonable,0.44697,73,153,0.36793,0.52601
2001,Saxony-Anhalt,Rural regions,Slightly Expensive,0.20846,39,153,0.14389,0.27304
2001,Thuringa,Urban regions,Reasonable,0.58673,49,49,0.44742,0.72603
2001,Thuringa,Rural regions,Reasonable,0.46254,61,61,0.33638,0.58870
2002,Schleswig-Holstein,Urban regions,Reasonable,0.63284,46,46,0.49200,0.77368
2002,Schleswig-Holstein,Rural regions,Reasonable,0.60253,43,43,0.45453,0.75054
2002,Hamburg,Urban regions,Inexpensive,0.32481,38,91,0.22806,0.42157
2002,Hamburg,Urban regions,Reasonable,0.35833,53,91,0.25927,0.45740
2002,Lower Saxony,Urban regions,Inexpensive,0.24106,59,220,0.18441,0.29771
2002,Lower Saxony,Urban regions,Reasonable,0.44409,112,220,0.37828,0.50989
2002,Lower Saxony,Urban regions,Slightly Expensive,0.22196,49,220,0.16692,0.27700
2002,Lower Saxony,Rural regions,Inexpensive,0.31510,45,122,0.23233,0.39788
2002,Lower Saxony,Rural regions,Reasonable,0.40504,77,122,0.31757,0.49251
2002,North Rhine-Westphalia,Urban regions,Very Inexpensive,0.08937,107,1278,0.07372,0.10501
2002,North Rhine-Westphalia,Urban regions,Inexpensive,0.26367,348,1278,0.23950,0.28783
2002,North Rhine-Westphalia,Urban regions,Reasonable,0.46296,608,1278,0.43561,0.49031
2002,North Rhine-Westphalia,Urban regions,Slightly Expensive,0.16040,215,1278,0.14028,0.18053
2002,Hesse,Urban regions,Inexpensive,0.24777,83,302,0.19900,0.29654
2002,Hesse,Urban regions,Reasonable,0.39326,144,302,0.33808,0.44845
2002,Hesse,Urban regions,Slightly Expensive,0.23204,75,302,0.18435,0.27973
2002,"Rhineland-Palatinate, Saarland",Urban regions,Inexpensive,0.15932,41,177,0.10525,0.21339
2002,"Rhineland-Palatinate, Saarland",Urban regions,Reasonable,0.50874,99,177,0.43488,0.58260
2002,"Rhineland-Palatinate, Saarland",Urban regions,Slightly Expensive,0.16554,37,177,0.11063,0.22045
2002,Baden-Wuerttemberg,Urban regions,Very Inexpensive,0.06422,40,600,0.04459,0.08385
2002,Baden-Wuerttemberg,Urban regions,Inexpensive,0.25177,152,600,0.21701,0.28653
2002,Baden-Wuerttemberg,Urban regions,Reasonable,0.47327,300,600,0.43328,0.51325
2002,Baden-Wuerttemberg,Urban regions,Slightly Expensive,0.17079,108,600,0.14065,0.20093
2002,Baden-Wuerttemberg,Rural regions,Reasonable,0.56815,32,32,0.39378,0.74252
2002,Bavaria,Urban regions,Very Inexpensive,0.08483,40,410,0.05782,0.11183
2002,Bavaria,Urban regions,Inexpensive,0.21633,95,410,0.17642,0.25623
2002,Bavaria,Urban regions,Reasonable,0.49217,198,410,0.44371,0.54062
2002,Bavaria,Urban regions,Slightly Expensive,0.17149,77,410,0.13495,0.20802
2002,Bavaria,Rural regions,Inexpensive,0.28964,83,261,0.23450,0.34477
2002,Bavaria,Rural regions,Reasonable,0.40851,125,261,0.34876,0.46826
2002,Bavaria,Rural regions,Slightly Expensive,0.17848,53,261,0.13194,0.22503
2002,Berlin,Urban regions,Very Inexpensive,0.06326,31,393,0.03916,0.08736
2002,Berlin,Urban regions,Inexpensive,0.25010,109,393,0.20723,0.29297
2002,Berlin,Urban regions,Reasonable,0.42610,169,393,0.37715,0.47506
2002,Berlin,Urban regions,Slightly Expensive,0.22513,84,393,0.18378,0.26648
2002,Brandenburg,Rural regions,Inexpensive,0.26341,66,222,0.20534,0.32149
2002,Brandenburg,Rural regions,Reasonable,0.40203,103,222,0.33739,0.46668
2002,Brandenburg,Rural regions,Slightly Expensive,0.20055,53,222,0.14776,0.25334
2002,Mecklenburg-Western Pomerania,Rural regions,Inexpensive,0.24751,39,99,0.16206,0.33295
2002,Mecklenburg-Western Pomerania,Rural regions,Reasonable,0.50131,60,99,0.40231,0.60030
2002,Saxony,Urban regions,Inexpensive,0.29083,82,266,0.23615,0.34551
2002,Saxony,Urban regions,Reasonable,0.44744,135,266,0.38757,0.50731
2002,Saxony,Urban regions,Slightly Expensive,0.16693,49,266,0.12203,0.21183
2002,Saxony,Rural regions,Inexpensive,0.25739,52,193,0.19555,0.31923
2002,Saxony,Rural regions,Reasonable,0.46274,96,193,0.39221,0.53327
2002,Saxony,Rural regions,Slightly Expensive,0.24110,45,193,0.18059,0.30160
2002,Saxony-Anhalt,Urban regions,Reasonable,0.57537,46,46,0.43095,0.71979
2002,Saxony-Anhalt,Rural regions,Inexpensive,0.23037,46,159,0.16471,0.29603
2002,Saxony-Anhalt,Rural regions,Reasonable,0.49523,77,159,0.41727,0.57319
2002,Saxony-Anhalt,Rural regions,Slightly Expensive,0.18037,36,159,0.12041,0.24032
2002,Thuringa,Urban regions,Reasonable,0.51001,41,41,0.35509,0.66493
2002,Thuringa,Rural regions,Inexpensive,0.21437,34,92,0.13005,0.29869
2002,Thuringa,Rural regions,Reasonable,0.50112,58,92,0.39839,0.60385
2005,Schleswig-Holstein,Urban regions,Reasonable,0.68014,42,42,0.53737,0.82291
2005,Schleswig-Holstein,Rural regions,Reasonable,0.51632,39,39,0.35743,0.67522
2005,Hamburg,Urban regions,Reasonable,0.50175,66,66,0.38019,0.62330
2005,Lower Saxony,Urban regions,Inexpensive,0.20366,45,190,0.14624,0.26107
2005,Lower Saxony,Urban regions,Reasonable,0.46697,102,190,0.39584,0.53810
2005,Lower Saxony,Urban regions,Slightly Expensive,0.19743,43,190,0.14068,0.25418
2005,Lower Saxony,Rural regions,Reasonable,0.42126,56,56,0.29077,0.55176
2005,North Rhine-Westphalia,Urban regions,Very Inexpensive,0.06220,64,1161,0.04830,0.07610
2005,North Rhine-Westphalia,Urban regions,Inexpensive,0.25348,289,1161,0.22844,0.27851
2005,North Rhine-Westphalia,Urban regions,Reasonable,0.49218,599,1161,0.46341,0.52095
2005,North Rhine-Westphalia,Urban regions,Slightly Expensive,0.17264,209,1161,0.15089,0.19439
2005,Hesse,Urban regions,Inexpensive,0.27210,79,291,0.22088,0.32333
2005,Hesse,Urban regions,Reasonable,0.47490,147,291,0.41742,0.53237
2005,Hesse,Urban regions,Slightly Expensive,0.19120,65,291,0.14594,0.23647
2005,"Rhineland-Palatinate, Saarland",Urban regions,Inexpensive,0.29884,57,185,0.23270,0.36498
2005,"Rhineland-Palatinate, Saarland",Urban regions,Reasonable,0.41248,85,185,0.34135,0.48362
2005,"Rhineland-Palatinate, Saarland",Urban regions,Slightly Expensive,0.19464,43,185,0.13743,0.25185
2005,Baden-Wuerttemberg,Urban regions,Inexpensive,0.25283,129,520,0.21544,0.29023
2005,Baden-Wuerttemberg,Urban regions,Reasonable,0.47844,274,520,0.43546,0.52142
2005,Baden-Wuerttemberg,Urban regions,Slightly Expensive,0.20550,117,520,0.17074,0.24026
2005,Bavaria,Urban regions,Very Inexpensive,0.07790,32,370,0.05055,0.10525
2005,Bavaria,Urban regions,Inexpensive,0.24616,89,370,0.20220,0.29011
2005,Bavaria,Urban regions,Reasonable,0.45827,178,370,0.40743,0.50911
2005,Bavaria,Urban regions,Slightly Expensive,0.18795,71,370,0.14809,0.22781
2005,Bavaria,Rural regions,Inexpensive,0.31225,81,233,0.25262,0.37189
2005,Bavaria,Rural regions,Reasonable,0.38902,108,233,0.32629,0.45176
2005,Bavaria,Rural regions,Slightly Expensive,0.19360,44,233,0.14275,0.24444
2005,Berlin,Urban regions,Inexpensive,0.23460,96,329,0.18875,0.28046
2005,Berlin,Urban regions,Reasonable,0.49009,173,329,0.43599,0.54419
2005,Berlin,Urban regions,Slightly Expensive,0.15487,60,329,0.11572,0.19403
2005,Brandenburg,Rural regions,Inexpensive,0.16655,38,202,0.11504,0.21806
2005,Brandenburg,Rural regions,Reasonable,0.47184,103,202,0.40282,0.54085
2005,Brandenburg,Rural regions,Slightly Expensive,0.25138,61,202,0.19141,0.31136
2005,Mecklenburg-Western Pomerania,Rural regions,Inexpensive,0.31284,38,88,0.21541,0.41027
2005,Mecklenburg-Western Pomerania,Rural regions,Reasonable,0.39320,50,88,0.29056,0.49584
2005,Saxony,Urban regions,Inexpensive,0.25089,66,254,0.19747,0.30431
2005,Saxony,Urban regions,Reasonable,0.52632,142,254,0.46479,0.58785
2005,Saxony,Urban regions,Slightly Expensive,0.17235,46,254,0.12581,0.21889
2005,Saxony,Rural regions,Inexpensive,0.20510,41,171,0.14440,0.26580
2005,Saxony,Rural regions,Reasonable,0.50966,93,171,0.43451,0.58481
2005,Saxony,Rural regions,Slightly Expensive,0.22237,37,171,0.15986,0.28488
2005,Saxony-Anhalt,Urban regions,Reasonable,0.60731,42,42,0.45782,0.75679
2005,Saxony-Anhalt,Rural regions,Inexpensive,0.13085,31,137,0.07417,0.18753
2005,Saxony-Anhalt,Rural regions,Reasonable,0.49727,73,137,0.41324,0.58130
2005,Saxony-Anhalt,Rural regions,Slightly Expensive,0.22461,33,137,0.15447,0.29474
2005,Thuringa,Urban regions,Reasonable,0.56244,44,44,0.41417,0.71072
2005,Thuringa,Rural regions,Reasonable,0.53223,63,63,0.40803,0.65643
2006,Schleswig-Holstein,Urban regions,Reasonable,0.63232,43,43,0.48649,0.77815
2006,Schleswig-Holstein,Rural regions,Inexpensive,0.29936,31,31,0.13547,0.46324
2006,Hamburg,Urban regions,Inexpensive,0.21281,35,115,0.13768,0.28795
2006,Hamburg,Urban regions,Reasonable,0.59168,80,115,0.50145,0.68191
2006,Lower Saxony,Urban regions,Inexpensive,0.19277,53,221,0.14064,0.24490
2006,Lower Saxony,Urban regions,Reasonable,0.53189,124,221,0.46595,0.59783
2006,Lower Saxony,Urban regions,Slightly Expensive,0.19557,44,221,0.14316,0.24798
2006,Lower Saxony,Rural regions,Inexpensive,0.32070,44,107,0.23184,0.40955
2006,Lower Saxony,Rural regions,Reasonable,0.39674,63,107,0.30361,0.48987
2006,North Rhine-Westphalia,Urban regions,Very Inexpensive,0.05850,63,1209,0.04526,0.07173
2006,North Rhine-Westphalia,Urban regions,Inexpensive,0.23913,289,1209,0.21508,0.26319
2006,North Rhine-Westphalia,Urban regions,Reasonable,0.49807,629,1209,0.46987,0.52627
2006,North Rhine-Westphalia,Urban regions,Slightly Expensive,0.17711,228,1209,0.15558,0.19864
2006,Hesse,Urban regions,Inexpensive,0.26313,86,296,0.21288,0.31338
2006,Hesse,Urban regions,Reasonable,0.42991,143,296,0.37342,0.48641
2006,Hesse,Urban regions,Slightly Expensive,0.22468,67,296,0.17705,0.27231
2006,"Rhineland-Palatinate, Saarland",Urban regions,Inexpensive,0.29117,63,202,0.22836,0.35397
2006,"Rhineland-Palatinate, Saarland",Urban regions,Reasonable,0.43552,98,202,0.36697,0.50407
2006,"Rhineland-Palatinate, Saarland",Urban regions,Slightly Expensive,0.14698,41,202,0.09803,0.19594
2006,Baden-Wuerttemberg,Urban regions,Inexpensive,0.25825,148,561,0.22200,0.29450
2006,Baden-Wuerttemberg,Urban regions,Reasonable,0.48732,295,561,0.44592,0.52872
2006,Baden-Wuerttemberg,Urban regions,Slightly Expensive,0.19483,118,561,0.16202,0.22763
2006,Bavaria,Urban regions,Very Inexpensive,0.07386,31,383,0.04763,0.10009
2006,Bavaria,Urban regions,Inexpensive,0.21572,79,383,0.17447,0.25697
2006,Bavaria,Urban regions,Reasonable,0.42716,182,383,0.37756,0.47677
2006,Bavaria,Urban regions,Slightly Expensive,0.24847,91,383,0.20514,0.29181
2006,Bavaria,Rural regions,Very Inexpensive,0.10054,34,295,0.06617,0.13492
2006,Bavaria,Rural regions,Inexpensive,0.26699,80,295,0.21642,0.31756
2006,Bavaria,Rural regions,Reasonable,0.41092,129,295,0.35468,0.46716
2006,Bavaria,Rural regions,Slightly Expensive,0.17894,52,295,0.13513,0.22276
2006,Berlin,Urban regions,Very Inexpensive,0.06573,32,366,0.04031,0.09116
2006,Berlin,Urban regions,Inexpensive,0.27647,110,366,0.23059,0.32236
2006,Berlin,Urban regions,Reasonable,0.34929,141,366,0.30038,0.39820
2006,Berlin,Urban regions,Slightly Expensive,0.23636,83,366,0.19278,0.27995
2006,Brandenburg,Rural regions,Inexpensive,0.19766,54,231,0.14619,0.24913
2006,Brandenburg,Rural regions,Reasonable,0.47685,119,231,0.41230,0.54140
2006,Brandenburg,Rural regions,Slightly Expensive,0.21662,58,231,0.16338,0.26986
2006,Mecklenburg-Western Pomerania,Rural regions,Inexpensive,0.31171,36,95,0.21807,0.40535
2006,Mecklenburg-Western Pomerania,Rural regions,Reasonable,0.45802,59,95,0.35730,0.55874
2006,Saxony,Urban regions,Inexpensive,0.23391,74,274,0.18370,0.28413
2006,Saxony,Urban regions,Reasonable,0.49680,144,274,0.43749,0.55611
2006,Saxony,Urban regions,Slightly Expensive,0.21268,56,274,0.16414,0.26123
2006,Saxony,Rural regions,Inexpensive,0.21717,45,191,0.15854,0.27580
2006,Saxony,Rural regions,Reasonable,0.51785,109,191,0.44679,0.58890
2006,Saxony,Rural regions,Slightly Expensive,0.21529,37,191,0.15685,0.27374
2006,Saxony-Anhalt,Urban regions,Reasonable,0.45904,32,32,0.28362,0.63446
2006,Saxony-Anhalt,Rural regions,Inexpensive,0.20327,45,166,0.14186,0.26467
2006,Saxony-Anhalt,Rural regions,Reasonable,0.52428,84,166,0.44808,0.60049
2006,Saxony-Anhalt,Rural regions,Slightly Expensive,0.18958,37,166,0.12977,0.24939
2006,Thuringa,Urban regions,Reasonable,0.49404,42,42,0.34100,0.64708
2006,Thuringa,Rural regions,Inexpensive,0.26025,35,95,0.17155,0.34895
2006,Thuringa,Rural regions,Reasonable,0.47588,60,95,0.37492,0.57685
2007,Schleswig-Holstein,Urban regions,Reasonable,0.57989,39,39,0.42296,0.73683
2007,Schleswig-Holstein,Rural regions,Reasonable,0.41972,38,38,0.26070,0.57874
2007,Hamburg,Urban regions,Inexpensive,0.34077,38,133,0.25992,0.42163
2007,Hamburg,Urban regions,Reasonable,0.39814,61,133,0.31463,0.48165
2007,Hamburg,Urban regions,Slightly Expensive,0.22252,34,133,0.15156,0.29348
2007,Lower Saxony,Urban regions,Inexpensive,0.20757,49,198,0.15093,0.26420
2007,Lower Saxony,Urban regions,Reasonable,0.49013,108,198,0.42032,0.55994
2007,Lower Saxony,Urban regions,Slightly Expensive,0.18243,41,198,0.12850,0.23636
2007,Lower Saxony,Rural regions,Inexpensive,0.30055,40,97,0.20883,0.39227
2007,Lower Saxony,Rural regions,Reasonable,0.35556,57,97,0.25981,0.45132
2007,North Rhine-Westphalia,Urban regions,Very Inexpensive,0.07350,76,1131,0.05829,0.08872
2007,North Rhine-Westphalia,Urban regions,Inexpensive,0.23335,261,1131,0.20869,0.25801
2007,North Rhine-Westphalia,Urban regions,Reasonable,0.49502,571,1131,0.46587,0.52417
2007,North Rhine-Westphalia,Urban regions,Slightly Expensive,0.16591,189,1131,0.14422,0.18760
2007,North Rhine-Westphalia,Urban regions,Too Expensive,0.03221,34,1131,0.02192,0.04251
2007,Hesse,Urban regions,Inexpensive,0.26962,88,284,0.21792,0.32133
2007,Hesse,Urban regions,Reasonable,0.44894,141,284,0.39099,0.50689
2007,Hesse,Urban regions,Slightly Expensive,0.18705,55,284,0.14162,0.23248
2007,"Rhineland-Palatinate, Saarland",Urban regions,Inexpensive,0.22891,56,153,0.16212,0.29570
2007,"Rhineland-Palatinate, Saarland",Urban regions,Reasonable,0.54845,97,153,0.46934,0.62757
2007,Baden-Wuerttemberg,Urban regions,Inexpensive,0.22896,121,502,0.19217,0.26576
2007,Baden-Wuerttemberg,Urban regions,Reasonable,0.50728,274,502,0.46350,0.55106
2007,Baden-Wuerttemberg,Urban regions,Slightly Expensive,0.18422,107,502,0.15028,0.21817
2007,Bavaria,Urban regions,Inexpensive,0.21349,81,339,0.16981,0.25718
2007,Bavaria,Urban regions,Reasonable,0.49218,185,339,0.43888,0.54548
2007,Bavaria,Urban regions,Slightly Expensive,0.17088,73,339,0.13075,0.21101
2007,Bavaria,Rural regions,Inexpensive,0.22441,69,239,0.17141,0.27742
2007,Bavaria,Rural regions,Reasonable,0.45651,122,239,0.39323,0.51979
2007,Bavaria,Rural regions,Slightly Expensive,0.18824,48,239,0.13858,0.23791
2007,Berlin,Urban regions,Inexpensive,0.22582,92,338,0.18118,0.27046
2007,Berlin,Urban regions,Reasonable,0.37348,139,338,0.32183,0.42513
2007,Berlin,Urban regions,Slightly Expensive,0.23146,76,338,0.18643,0.27649
2007,Berlin,Urban regions,Too Expensive,0.09589,31,338,0.06446,0.12733
2007,Brandenburg,Rural regions,Inexpensive,0.19173,50,210,0.13836,0.24510
2007,Brandenburg,Rural regions,Reasonable,0.44901,100,210,0.38157,0.51644
2007,Brandenburg,Rural regions,Slightly Expensive,0.24794,60,210,0.18940,0.30649
2007,Mecklenburg-Western Pomerania,Rural regions,Inexpensive,0.31243,35,82,0.21149,0.41337
2007,Mecklenburg-Western Pomerania,Rural regions,Reasonable,0.40776,47,82,0.30074,0.51478
2007,Saxony,Urban regions,Inexpensive,0.19564,63,259,0.14723,0.24404
2007,Saxony,Urban regions,Reasonable,0.52329,139,259,0.46235,0.58424
2007,Saxony,Urban regions,Slightly Expensive,0.21241,57,259,0.16250,0.26232
2007,Saxony,Rural regions,Inexpensive,0.25669,52,148,0.18607,0.32730
2007,Saxony,Rural regions,Reasonable,0.49507,96,148,0.41424,0.57589
2007,Saxony-Anhalt,Urban regions,Reasonable,0.57450,38,38,0.41518,0.73381
2007,Saxony-Anhalt,Rural regions,Inexpensive,0.17744,34,145,0.11504,0.23984
2007,Saxony-Anhalt,Rural regions,Reasonable,0.55016,76,145,0.46891,0.63142
2007,Saxony-Anhalt,Rural regions,Slightly Expensive,0.20410,35,145,0.13827,0.26993
2007,Thuringa,Urban regions,Reasonable,0.53456,44,44,0.38547,0.68365
2007,Thuringa,Rural regions,Reasonable,0.51331,64,64,0.38989,0.63674
2008,Schleswig-Holstein,Urban regions,Reasonable,0.68270,40,40,0.53662,0.82877
2008,Schleswig-Holstein,Rural regions,Reasonable,0.48545,42,42,0.33246,0.63843
2008,Hamburg,Urban regions,Inexpensive,0.23567,33,128,0.16185,0.30949
2008,Hamburg,Urban regions,Reasonable,0.44595,64,128,0.35950,0.53241
2008,Hamburg,Urban regions,Slightly Expensive,0.25291,31,128,0.17731,0.32851
2008,Lower Saxony,Urban regions,Inexpensive,0.21091,48,180,0.15115,0.27068
2008,Lower Saxony,Urban regions,Reasonable,0.47105,96,180,0.39793,0.54418
2008,Lower Saxony,Urban regions,Slightly Expensive,0.17504,36,180,0.11937,0.23071
2008,Lower Saxony,Rural regions,Inexpensive,0.23221,37,93,0.14592,0.31849
2008,Lower Saxony,Rural regions,Reasonable,0.37577,56,93,0.27680,0.47474
2008,North Rhine-Westphalia,Urban regions,Very Inexpensive,0.06368,56,1011,0.04862,0.07874
2008,North Rhine-Westphalia,Urban regions,Inexpensive,0.23288,235,1011,0.20682,0.25895
2008,North Rhine-Westphalia,Urban regions,Reasonable,0.50216,536,1011,0.47133,0.53300
2008,North Rhine-Westphalia,Urban regions,Slightly Expensive,0.18345,184,1011,0.15958,0.20732
2008,Hesse,Urban regions,Inexpensive,0.29373,84,254,0.23761,0.34986
2008,Hesse,Urban regions,Reasonable,0.41541,117,254,0.35469,0.47614
2008,Hesse,Urban regions,Slightly Expensive,0.20024,53,254,0.15093,0.24955
2008,"Rhineland-Palatinate, Saarland",Urban regions,Inexpensive,0.25290,51,128,0.17730,0.32850
2008,"Rhineland-Palatinate, Saarland",Urban regions,Reasonable,0.44573,77,128,0.35929,0.53218
2008,Baden-Wuerttemberg,Urban regions,Inexpensive,0.24738,121,463,0.20804,0.28673
2008,Baden-Wuerttemberg,Urban regions,Reasonable,0.48133,241,463,0.43576,0.52689
2008,Baden-Wuerttemberg,Urban regions,Slightly Expensive,0.20341,101,463,0.16670,0.24011
2008,Bavaria,Urban regions,Inexpensive,0.29315,99,324,0.24351,0.34279
2008,Bavaria,Urban regions,Reasonable,0.46913,162,324,0.41471,0.52356
2008,Bavaria,Urban regions,Slightly Expensive,0.14880,63,324,0.10999,0.18761
2008,Bavaria,Rural regions,Very Inexpensive,0.10605,31,247,0.06757,0.14453
2008,Bavaria,Rural regions,Inexpensive,0.30516,77,247,0.24761,0.36270
2008,Bavaria,Rural regions,Reasonable,0.36005,100,247,0.30007,0.42004
2008,Bavaria,Rural regions,Slightly Expensive,0.20277,39,247,0.15253,0.25301
2008,Berlin,Urban regions,Inexpensive,0.22651,84,297,0.17882,0.27419
2008,Berlin,Urban regions,Reasonable,0.41505,152,297,0.35892,0.47119
2008,Berlin,Urban regions,Slightly Expensive,0.20385,61,297,0.15796,0.24975
2008,Brandenburg,Rural regions,Inexpensive,0.19988,51,192,0.14317,0.25660
2008,Brandenburg,Rural regions,Reasonable,0.41751,89,192,0.34757,0.48744
2008,Brandenburg,Rural regions,Slightly Expensive,0.23849,52,192,0.17805,0.29893
