year,bula_h,regtyp,hgreval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1987,Lower Saxony,Urban regions,Reasonable,0.45401,71,143,0.37212,0.53590
1987,Lower Saxony,Urban regions,Slightly Expensive,0.22523,36,143,0.15652,0.29394
1987,Lower Saxony,Rural regions,Inexpensive,0.35634,40,78,0.24937,0.46332
1987,Lower Saxony,Rural regions,Reasonable,0.34309,38,78,0.23705,0.44913
1987,North Rhine-Westphalia,Urban regions,Very Inexpensive,0.10626,79,919,0.08632,0.12619
1987,North Rhine-Westphalia,Urban regions,Inexpensive,0.27644,248,919,0.24751,0.30537
1987,North Rhine-Westphalia,Urban regions,Reasonable,0.43815,408,919,0.40605,0.47025
1987,North Rhine-Westphalia,Urban regions,Slightly Expensive,0.13868,145,919,0.11633,0.16104
1987,North Rhine-Westphalia,Urban regions,Too Expensive,0.04047,39,919,0.02772,0.05322
1987,Hesse,Urban regions,Inexpensive,0.20951,69,246,0.15855,0.26047
1987,Hesse,Urban regions,Reasonable,0.50894,131,246,0.44634,0.57154
1987,Hesse,Urban regions,Slightly Expensive,0.11159,46,246,0.07216,0.15102
1987,"Rhineland-Palatinate, Saarland",Urban regions,Inexpensive,0.24746,32,90,0.15780,0.33711
1987,"Rhineland-Palatinate, Saarland",Urban regions,Reasonable,0.40151,58,90,0.29966,0.50335
1987,Baden-Wuerttemberg,Urban regions,Very Inexpensive,0.09457,40,465,0.06795,0.12120
1987,Baden-Wuerttemberg,Urban regions,Inexpensive,0.30063,129,465,0.25891,0.34235
1987,Baden-Wuerttemberg,Urban regions,Reasonable,0.39282,188,465,0.34839,0.43726
1987,Baden-Wuerttemberg,Urban regions,Slightly Expensive,0.14689,74,465,0.11468,0.17910
1987,Baden-Wuerttemberg,Urban regions,Too Expensive,0.06508,34,465,0.04264,0.08753
1987,Bavaria,Urban regions,Very Inexpensive,0.14312,31,278,0.10188,0.18436
1987,Bavaria,Urban regions,Inexpensive,0.28167,86,278,0.22870,0.33465
1987,Bavaria,Urban regions,Reasonable,0.39478,115,278,0.33722,0.45234
1987,Bavaria,Urban regions,Slightly Expensive,0.14904,46,278,0.10710,0.19098
1987,Bavaria,Rural regions,Inexpensive,0.33963,61,124,0.25593,0.42332
1987,Bavaria,Rural regions,Reasonable,0.36003,63,124,0.27520,0.44486
1987,Berlin,Urban regions,Inexpensive,0.16777,35,158,0.10932,0.22622
1987,Berlin,Urban regions,Reasonable,0.58400,92,158,0.50690,0.66110
1987,Berlin,Urban regions,Slightly Expensive,0.16609,31,158,0.10788,0.22431
1988,Hamburg,Urban regions,Reasonable,0.36901,38,38,0.21352,0.52449
1988,Lower Saxony,Urban regions,Inexpensive,0.19862,34,140,0.13229,0.26494
1988,Lower Saxony,Urban regions,Reasonable,0.50406,69,140,0.42094,0.58718
1988,Lower Saxony,Urban regions,Slightly Expensive,0.19149,37,140,0.12608,0.25690
1988,Lower Saxony,Rural regions,Inexpensive,0.33360,35,75,0.22617,0.44103
1988,Lower Saxony,Rural regions,Reasonable,0.37340,40,75,0.26319,0.48361
1988,North Rhine-Westphalia,Urban regions,Very Inexpensive,0.11505,84,861,0.09372,0.13637
1988,North Rhine-Westphalia,Urban regions,Inexpensive,0.26839,219,861,0.23877,0.29800
1988,North Rhine-Westphalia,Urban regions,Reasonable,0.44120,394,861,0.40801,0.47439
1988,North Rhine-Westphalia,Urban regions,Slightly Expensive,0.13987,130,861,0.11669,0.16306
1988,North Rhine-Westphalia,Urban regions,Too Expensive,0.03549,34,861,0.02312,0.04786
1988,Hesse,Urban regions,Inexpensive,0.33787,87,229,0.27648,0.39927
1988,Hesse,Urban regions,Reasonable,0.35598,94,229,0.29383,0.41813
1988,Hesse,Urban regions,Slightly Expensive,0.14440,48,229,0.09878,0.19003
1988,"Rhineland-Palatinate, Saarland",Urban regions,Inexpensive,0.25863,36,98,0.17148,0.34577
1988,"Rhineland-Palatinate, Saarland",Urban regions,Reasonable,0.42122,62,98,0.32296,0.51948
1988,Baden-Wuerttemberg,Urban regions,Very Inexpensive,0.10918,41,435,0.07984,0.13853
1988,Baden-Wuerttemberg,Urban regions,Inexpensive,0.31586,130,435,0.27212,0.35959
1988,Baden-Wuerttemberg,Urban regions,Reasonable,0.42973,202,435,0.38315,0.47630
1988,Baden-Wuerttemberg,Urban regions,Slightly Expensive,0.10892,62,435,0.07961,0.13823
1988,Bavaria,Urban regions,Very Inexpensive,0.14349,37,271,0.10168,0.18531
1988,Bavaria,Urban regions,Inexpensive,0.27733,77,271,0.22393,0.33073
1988,Bavaria,Urban regions,Reasonable,0.37610,109,271,0.31832,0.43388
1988,Bavaria,Urban regions,Slightly Expensive,0.16430,48,271,0.12010,0.20850
1988,Bavaria,Rural regions,Inexpensive,0.35870,54,122,0.27324,0.44416
1988,Bavaria,Rural regions,Reasonable,0.39587,68,122,0.30873,0.48300
1988,Berlin,Urban regions,Reasonable,0.52890,89,125,0.44104,0.61676
1988,Berlin,Urban regions,Slightly Expensive,0.22235,36,125,0.14916,0.29554
1989,Hamburg,Urban regions,Inexpensive,0.36968,33,79,0.26255,0.47680
1989,Hamburg,Urban regions,Reasonable,0.45944,46,79,0.34884,0.57004
1989,Lower Saxony,Urban regions,Inexpensive,0.17631,31,140,0.11296,0.23967
1989,Lower Saxony,Urban regions,Reasonable,0.47403,77,140,0.39102,0.55704
1989,Lower Saxony,Urban regions,Slightly Expensive,0.21218,32,140,0.14421,0.28015
1989,Lower Saxony,Rural regions,Inexpensive,0.30630,33,70,0.19753,0.41507
1989,Lower Saxony,Rural regions,Reasonable,0.37249,37,70,0.25841,0.48656
1989,North Rhine-Westphalia,Urban regions,Very Inexpensive,0.13365,90,797,0.11001,0.15729
1989,North Rhine-Westphalia,Urban regions,Inexpensive,0.28484,231,797,0.25348,0.31619
1989,North Rhine-Westphalia,Urban regions,Reasonable,0.41627,346,797,0.38203,0.45052
1989,North Rhine-Westphalia,Urban regions,Slightly Expensive,0.12856,130,797,0.10531,0.15181
1989,Hesse,Urban regions,Very Inexpensive,0.15006,37,267,0.10715,0.19298
1989,Hesse,Urban regions,Inexpensive,0.31566,80,267,0.25980,0.37151
1989,Hesse,Urban regions,Reasonable,0.38207,105,267,0.32368,0.44046
1989,Hesse,Urban regions,Slightly Expensive,0.11195,45,267,0.07406,0.14984
1989,"Rhineland-Palatinate, Saarland",Urban regions,Inexpensive,0.26003,35,84,0.16566,0.35441
1989,"Rhineland-Palatinate, Saarland",Urban regions,Reasonable,0.36981,49,84,0.26595,0.47367
1989,Baden-Wuerttemberg,Urban regions,Very Inexpensive,0.14602,46,404,0.11154,0.18050
1989,Baden-Wuerttemberg,Urban regions,Inexpensive,0.33604,134,404,0.28992,0.38215
1989,Baden-Wuerttemberg,Urban regions,Reasonable,0.37726,161,404,0.32994,0.42459
1989,Baden-Wuerttemberg,Urban regions,Slightly Expensive,0.10318,63,404,0.07348,0.13288
1989,Bavaria,Urban regions,Inexpensive,0.27364,81,237,0.21676,0.33052
1989,Bavaria,Urban regions,Reasonable,0.41195,110,237,0.34915,0.47475
1989,Bavaria,Urban regions,Slightly Expensive,0.15186,46,237,0.10608,0.19765
1989,Bavaria,Rural regions,Inexpensive,0.31524,53,120,0.23176,0.39872
1989,Bavaria,Rural regions,Reasonable,0.41013,67,120,0.32176,0.49850
1989,Berlin,Urban regions,Inexpensive,0.24173,49,158,0.17476,0.30870
1989,Berlin,Urban regions,Reasonable,0.51737,76,158,0.43921,0.59554
1989,Berlin,Urban regions,Slightly Expensive,0.16829,33,158,0.10977,0.22681
1990,Hamburg,Urban regions,Inexpensive,0.42950,37,72,0.31436,0.54464
1990,Hamburg,Urban regions,Reasonable,0.39387,35,72,0.28022,0.50752
1990,Lower Saxony,Urban regions,Inexpensive,0.29246,39,114,0.20858,0.37633
1990,Lower Saxony,Urban regions,Reasonable,0.47893,75,114,0.38682,0.57104
1990,Lower Saxony,Rural regions,Inexpensive,0.30603,32,72,0.19884,0.41323
1990,Lower Saxony,Rural regions,Reasonable,0.38923,40,72,0.27581,0.50264
1990,North Rhine-Westphalia,Urban regions,Very Inexpensive,0.11817,80,765,0.09528,0.14106
1990,North Rhine-Westphalia,Urban regions,Inexpensive,0.28702,238,765,0.25494,0.31909
1990,North Rhine-Westphalia,Urban regions,Reasonable,0.44331,338,765,0.40808,0.47853
1990,North Rhine-Westphalia,Urban regions,Slightly Expensive,0.12417,109,765,0.10078,0.14755
1990,Hesse,Urban regions,Very Inexpensive,0.13407,32,255,0.09216,0.17597
1990,Hesse,Urban regions,Inexpensive,0.33291,92,255,0.27496,0.39087
1990,Hesse,Urban regions,Reasonable,0.40019,99,255,0.33994,0.46045
1990,Hesse,Urban regions,Slightly Expensive,0.11118,32,255,0.07252,0.14984
1990,"Rhineland-Palatinate, Saarland",Urban regions,Inexpensive,0.33549,44,85,0.23452,0.43647
1990,"Rhineland-Palatinate, Saarland",Urban regions,Reasonable,0.31106,41,85,0.21206,0.41006
1990,Baden-Wuerttemberg,Urban regions,Very Inexpensive,0.13126,41,397,0.09800,0.16452
1990,Baden-Wuerttemberg,Urban regions,Inexpensive,0.36317,133,397,0.31580,0.41054
1990,Baden-Wuerttemberg,Urban regions,Reasonable,0.35866,160,397,0.31142,0.40590
1990,Baden-Wuerttemberg,Urban regions,Slightly Expensive,0.11682,63,397,0.08518,0.14846
1990,Bavaria,Urban regions,Very Inexpensive,0.12769,31,256,0.08673,0.16866
1990,Bavaria,Urban regions,Inexpensive,0.32767,89,256,0.27006,0.38528
1990,Bavaria,Urban regions,Reasonable,0.34938,95,256,0.29086,0.40790
1990,Bavaria,Urban regions,Slightly Expensive,0.14662,41,256,0.10320,0.19003
1990,Bavaria,Rural regions,Inexpensive,0.32345,62,126,0.24144,0.40546
1990,Bavaria,Rural regions,Reasonable,0.39004,64,126,0.30453,0.47555
1990,Berlin,Urban regions,Very Inexpensive,0.11931,39,304,0.08281,0.15581
1990,Berlin,Urban regions,Inexpensive,0.24238,80,304,0.19412,0.29063
1990,Berlin,Urban regions,Reasonable,0.46137,152,304,0.40524,0.51750
1990,Berlin,Urban regions,Slightly Expensive,0.13602,33,304,0.09742,0.17462
1990,Brandenburg,Rural regions,Very Inexpensive,0.22420,43,180,0.16310,0.28529
1990,Brandenburg,Rural regions,Inexpensive,0.37873,72,180,0.30767,0.44979
1990,Brandenburg,Rural regions,Reasonable,0.34364,65,180,0.27406,0.41321
1990,Mecklenburg-Western Pomerania,Rural regions,Very Inexpensive,0.26887,41,133,0.19323,0.34451
1990,Mecklenburg-Western Pomerania,Rural regions,Inexpensive,0.27488,37,133,0.19872,0.35105
1990,Mecklenburg-Western Pomerania,Rural regions,Reasonable,0.42996,55,133,0.34550,0.51442
1990,Saxony,Urban regions,Very Inexpensive,0.21206,65,271,0.16330,0.26082
1990,Saxony,Urban regions,Inexpensive,0.29622,88,271,0.24176,0.35069
1990,Saxony,Urban regions,Reasonable,0.41298,118,271,0.35425,0.47171
1990,Saxony,Rural regions,Very Inexpensive,0.26811,53,182,0.20357,0.33264
1990,Saxony,Rural regions,Inexpensive,0.31146,59,182,0.24399,0.37892
1990,Saxony,Rural regions,Reasonable,0.36927,70,182,0.29896,0.43958
1990,Saxony-Anhalt,Urban regions,Inexpensive,0.35204,32,32,0.18391,0.52017
1990,Saxony-Anhalt,Rural regions,Very Inexpensive,0.25799,44,153,0.18844,0.32755
1990,Saxony-Anhalt,Rural regions,Inexpensive,0.34623,57,153,0.27060,0.42187
1990,Saxony-Anhalt,Rural regions,Reasonable,0.31507,52,153,0.24122,0.38892
1990,Thuringa,Urban regions,Reasonable,0.44340,37,37,0.28112,0.60568
1990,Thuringa,Rural regions,Inexpensive,0.38291,44,81,0.27639,0.48943
1990,Thuringa,Rural regions,Reasonable,0.32721,37,81,0.22439,0.43003
1991,Hamburg,Urban regions,Inexpensive,0.36948,34,65,0.25123,0.48774
1991,Hamburg,Urban regions,Reasonable,0.40527,31,65,0.28499,0.52555
1991,Lower Saxony,Urban regions,Inexpensive,0.27214,41,118,0.19150,0.35279
1991,Lower Saxony,Urban regions,Reasonable,0.48858,77,118,0.39800,0.57915
1991,Lower Saxony,Rural regions,Inexpensive,0.32917,34,71,0.21909,0.43926
1991,Lower Saxony,Rural regions,Reasonable,0.39861,37,71,0.28391,0.51331
1991,North Rhine-Westphalia,Urban regions,Very Inexpensive,0.14440,101,790,0.11987,0.16892
1991,North Rhine-Westphalia,Urban regions,Inexpensive,0.31161,253,790,0.27929,0.34393
1991,North Rhine-Westphalia,Urban regions,Reasonable,0.40957,333,790,0.37526,0.44388
1991,North Rhine-Westphalia,Urban regions,Slightly Expensive,0.11216,103,790,0.09014,0.13418
1991,Hesse,Urban regions,Very Inexpensive,0.17432,36,255,0.12766,0.22098
1991,Hesse,Urban regions,Inexpensive,0.34875,87,255,0.29014,0.40736
1991,Hesse,Urban regions,Reasonable,0.38009,98,255,0.32039,0.43978
1991,Hesse,Urban regions,Slightly Expensive,0.07779,34,255,0.04485,0.11073
1991,"Rhineland-Palatinate, Saarland",Urban regions,Inexpensive,0.29889,37,94,0.20585,0.39193
1991,"Rhineland-Palatinate, Saarland",Urban regions,Reasonable,0.38785,57,94,0.28882,0.48688
1991,Baden-Wuerttemberg,Urban regions,Very Inexpensive,0.15983,47,413,0.12444,0.19521
1991,Baden-Wuerttemberg,Urban regions,Inexpensive,0.30167,124,413,0.25735,0.34599
1991,Baden-Wuerttemberg,Urban regions,Reasonable,0.37748,174,413,0.33067,0.42429
1991,Baden-Wuerttemberg,Urban regions,Slightly Expensive,0.15138,68,413,0.11677,0.18599
1991,Bavaria,Urban regions,Very Inexpensive,0.16534,43,257,0.11983,0.21084
1991,Bavaria,Urban regions,Inexpensive,0.31384,83,257,0.25700,0.37069
1991,Bavaria,Urban regions,Reasonable,0.34056,89,257,0.28251,0.39861
1991,Bavaria,Urban regions,Slightly Expensive,0.14445,42,257,0.10138,0.18751
1991,Bavaria,Rural regions,Very Inexpensive,0.22129,37,156,0.15594,0.28664
1991,Bavaria,Rural regions,Inexpensive,0.30921,55,156,0.23645,0.38197
1991,Bavaria,Rural regions,Reasonable,0.33861,64,156,0.26411,0.41312
1991,Berlin,Urban regions,Very Inexpensive,0.13931,47,254,0.09664,0.18198
1991,Berlin,Urban regions,Inexpensive,0.31561,96,254,0.25834,0.37288
1991,Berlin,Urban regions,Reasonable,0.40287,111,254,0.34243,0.46331
1991,Brandenburg,Rural regions,Very Inexpensive,0.21720,44,175,0.15593,0.27847
1991,Brandenburg,Rural regions,Inexpensive,0.48851,85,175,0.41424,0.56279
1991,Brandenburg,Rural regions,Reasonable,0.26083,46,175,0.19559,0.32607
1991,Mecklenburg-Western Pomerania,Rural regions,Inexpensive,0.40215,50,97,0.30407,0.50024
1991,Mecklenburg-Western Pomerania,Rural regions,Reasonable,0.35287,47,97,0.25728,0.44847
1991,Saxony,Urban regions,Very Inexpensive,0.26535,75,238,0.20914,0.32156
1991,Saxony,Urban regions,Inexpensive,0.35131,86,238,0.29053,0.41209
1991,Saxony,Urban regions,Reasonable,0.31134,77,238,0.25238,0.37029
1991,Saxony,Rural regions,Very Inexpensive,0.24762,50,170,0.18254,0.31270
1991,Saxony,Rural regions,Inexpensive,0.43329,72,170,0.35858,0.50800
1991,Saxony,Rural regions,Reasonable,0.27393,48,170,0.20669,0.34117
1991,Saxony-Anhalt,Urban regions,Inexpensive,0.62586,50,50,0.49037,0.76135
1991,Saxony-Anhalt,Rural regions,Very Inexpensive,0.26223,50,145,0.19039,0.33407
1991,Saxony-Anhalt,Rural regions,Inexpensive,0.41747,55,145,0.33692,0.49802
1991,Saxony-Anhalt,Rural regions,Reasonable,0.23107,40,145,0.16222,0.29991
1991,Thuringa,Urban regions,Reasonable,0.54232,36,36,0.37726,0.70737
1991,Thuringa,Rural regions,Very Inexpensive,0.27949,35,80,0.18053,0.37845
1991,Thuringa,Rural regions,Inexpensive,0.44018,45,80,0.33071,0.54965
1992,Hamburg,Urban regions,Reasonable,0.46802,33,33,0.29513,0.64091
1992,Lower Saxony,Urban regions,Inexpensive,0.32872,47,122,0.24502,0.41242
1992,Lower Saxony,Urban regions,Reasonable,0.48766,75,122,0.39860,0.57673
1992,Lower Saxony,Rural regions,Reasonable,0.42942,38,38,0.26992,0.58892
1992,North Rhine-Westphalia,Urban regions,Very Inexpensive,0.10650,78,758,0.08452,0.12847
1992,North Rhine-Westphalia,Urban regions,Inexpensive,0.34705,272,758,0.31313,0.38096
1992,North Rhine-Westphalia,Urban regions,Reasonable,0.42648,311,758,0.39125,0.46171
1992,North Rhine-Westphalia,Urban regions,Slightly Expensive,0.10299,97,758,0.08133,0.12464
1992,Hesse,Urban regions,Very Inexpensive,0.18515,34,243,0.13622,0.23409
1992,Hesse,Urban regions,Inexpensive,0.32335,89,243,0.26442,0.38229
1992,Hesse,Urban regions,Reasonable,0.39717,84,243,0.33552,0.45882
1992,Hesse,Urban regions,Slightly Expensive,0.09126,36,243,0.05498,0.12754
1992,"Rhineland-Palatinate, Saarland",Urban regions,Inexpensive,0.26389,34,92,0.17333,0.35444
1992,"Rhineland-Palatinate, Saarland",Urban regions,Reasonable,0.44749,58,92,0.34533,0.54966
1992,Baden-Wuerttemberg,Urban regions,Very Inexpensive,0.15692,45,404,0.12141,0.19244
1992,Baden-Wuerttemberg,Urban regions,Inexpensive,0.35566,139,404,0.30892,0.40240
1992,Baden-Wuerttemberg,Urban regions,Reasonable,0.32122,152,404,0.27563,0.36681
1992,Baden-Wuerttemberg,Urban regions,Slightly Expensive,0.14255,68,404,0.10841,0.17668
1992,Bavaria,Urban regions,Very Inexpensive,0.16402,35,255,0.11848,0.20956
1992,Bavaria,Urban regions,Inexpensive,0.33200,86,255,0.27408,0.38992
1992,Bavaria,Urban regions,Reasonable,0.32326,89,255,0.26574,0.38078
1992,Bavaria,Urban regions,Slightly Expensive,0.15148,45,255,0.10739,0.19557
1992,Bavaria,Rural regions,Inexpensive,0.36574,59,115,0.27733,0.45416
1992,Bavaria,Rural regions,Reasonable,0.29872,56,115,0.21470,0.38274
1992,Berlin,Urban regions,Inexpensive,0.21232,63,260,0.16251,0.26213
1992,Berlin,Urban regions,Reasonable,0.47312,137,260,0.41232,0.53393
1992,Berlin,Urban regions,Slightly Expensive,0.18040,60,260,0.13357,0.22723
1992,Brandenburg,Rural regions,Reasonable,0.51436,78,131,0.42844,0.60027
1992,Brandenburg,Rural regions,Slightly Expensive,0.28991,53,131,0.21191,0.36790
1992,Mecklenburg-Western Pomerania,Rural regions,Reasonable,0.53134,59,59,0.40291,0.65977
1992,Saxony,Urban regions,Inexpensive,0.14350,37,231,0.09819,0.18881
1992,Saxony,Urban regions,Reasonable,0.51309,126,231,0.44849,0.57768
1992,Saxony,Urban regions,Slightly Expensive,0.29184,68,231,0.23309,0.35060
1992,Saxony,Rural regions,Reasonable,0.56262,97,97,0.46339,0.66186
1992,Saxony-Anhalt,Urban regions,Reasonable,0.49382,38,69,0.37498,0.61265
1992,Saxony-Anhalt,Urban regions,Slightly Expensive,0.31057,31,69,0.20059,0.42055
1992,Saxony-Anhalt,Rural regions,Reasonable,0.55445,84,120,0.46515,0.64375
1992,Saxony-Anhalt,Rural regions,Slightly Expensive,0.24875,36,120,0.17108,0.32642
