year,sampreg,hgreval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,East,Slightly Expensive,0.27594,355,1287,0.25151,0.30037
1992,East,Too Expensive,0.03715,55,1287,0.02682,0.04749
1993,West,Very Inexpensive,0.12999,324,2746,0.11741,0.14257
1993,West,Inexpensive,0.34076,886,2746,0.32303,0.35849
1993,West,Reasonable,0.39331,1065,2746,0.37503,0.41158
1993,West,Slightly Expensive,0.11349,371,2746,0.10162,0.12535
1993,West,Too Expensive,0.02245,100,2746,0.01691,0.02799
1993,East,Inexpensive,0.09742,117,1244,0.08094,0.11391
1993,East,Reasonable,0.45718,561,1244,0.42949,0.48487
1993,East,Slightly Expensive,0.32399,437,1244,0.29797,0.35001
1993,East,Too Expensive,0.09996,129,1244,0.08328,0.11663
1994,West,Very Inexpensive,0.12855,310,2717,0.11597,0.14114
1994,West,Inexpensive,0.31236,822,2717,0.29493,0.32979
1994,West,Reasonable,0.41660,1101,2717,0.39806,0.43514
1994,West,Slightly Expensive,0.11309,387,2717,0.10118,0.12500
1994,West,Too Expensive,0.02939,97,2717,0.02304,0.03575
1994,East,Very Inexpensive,0.02925,36,1232,0.01983,0.03866
1994,East,Inexpensive,0.13861,165,1232,0.11930,0.15791
1994,East,Reasonable,0.50776,620,1232,0.47984,0.53569
1994,East,Slightly Expensive,0.26758,344,1232,0.24285,0.29231
1994,East,Too Expensive,0.05680,67,1232,0.04387,0.06973
1995,West,Very Inexpensive,0.11595,298,2890,0.10428,0.12763
1995,West,Inexpensive,0.31690,871,2890,0.29994,0.33387
1995,West,Reasonable,0.40575,1175,2890,0.38785,0.42366
1995,West,Slightly Expensive,0.13814,441,2890,0.12556,0.15073
1995,West,Too Expensive,0.02325,105,2890,0.01775,0.02874
1995,East,Very Inexpensive,0.03859,45,1191,0.02764,0.04953
1995,East,Inexpensive,0.16103,202,1191,0.14015,0.18191
1995,East,Reasonable,0.50921,609,1191,0.48081,0.53762
1995,East,Slightly Expensive,0.24124,282,1191,0.21693,0.26555
1995,East,Too Expensive,0.04993,53,1191,0.03756,0.06231
1996,West,Very Inexpensive,0.10630,276,2822,0.09492,0.11767
1996,West,Inexpensive,0.31780,831,2822,0.30061,0.33498
1996,West,Reasonable,0.39845,1142,2822,0.38038,0.41652
1996,West,Slightly Expensive,0.15450,484,2822,0.14116,0.16783
1996,West,Too Expensive,0.02296,89,2822,0.01743,0.02849
1996,East,Very Inexpensive,0.04746,56,1186,0.03536,0.05957
1996,East,Inexpensive,0.16966,204,1186,0.14829,0.19103
1996,East,Reasonable,0.51251,594,1186,0.48405,0.54097
1996,East,Slightly Expensive,0.22659,284,1186,0.20275,0.25042
1996,East,Too Expensive,0.04378,48,1186,0.03213,0.05543
1997,West,Very Inexpensive,0.10540,254,2714,0.09385,0.11696
1997,West,Inexpensive,0.26467,698,2714,0.24807,0.28127
1997,West,Reasonable,0.43648,1198,2714,0.41781,0.45514
1997,West,Slightly Expensive,0.16743,459,2714,0.15338,0.18148
1997,West,Too Expensive,0.02602,105,2714,0.02003,0.03201
1997,East,Very Inexpensive,0.06183,71,1155,0.04793,0.07572
1997,East,Inexpensive,0.18833,215,1155,0.16578,0.21089
1997,East,Reasonable,0.48055,552,1155,0.45173,0.50938
1997,East,Slightly Expensive,0.22711,272,1155,0.20294,0.25129
1997,East,Too Expensive,0.04217,45,1155,0.03058,0.05377
1998,West,Very Inexpensive,0.08982,256,3042,0.07966,0.09999
1998,West,Inexpensive,0.26744,793,3042,0.25171,0.28318
1998,West,Reasonable,0.42975,1313,3042,0.41215,0.44734
1998,West,Slightly Expensive,0.18590,580,3042,0.17207,0.19972
1998,West,Too Expensive,0.02709,100,3042,0.02132,0.03286
1998,East,Very Inexpensive,0.06219,76,1200,0.04852,0.07586
1998,East,Inexpensive,0.22409,264,1200,0.20048,0.24769
1998,East,Reasonable,0.44030,525,1200,0.41220,0.46839
1998,East,Slightly Expensive,0.24146,291,1200,0.21724,0.26569
1998,East,Too Expensive,0.03197,44,1200,0.02201,0.04193
1999,West,Very Inexpensive,0.09986,252,2875,0.08890,0.11083
1999,West,Inexpensive,0.24531,711,2875,0.22958,0.26104
1999,West,Reasonable,0.44011,1277,2875,0.42196,0.45826
1999,West,Slightly Expensive,0.19508,566,2875,0.18059,0.20957
1999,West,Too Expensive,0.01963,69,2875,0.01456,0.02470
1999,East,Very Inexpensive,0.05343,70,1169,0.04053,0.06633
1999,East,Inexpensive,0.23442,273,1169,0.21013,0.25872
1999,East,Reasonable,0.44566,521,1169,0.41716,0.47417
1999,East,Slightly Expensive,0.23771,269,1169,0.21329,0.26212
1999,East,Too Expensive,0.02878,36,1169,0.01919,0.03837
2000,West,Very Inexpensive,0.08539,391,4877,0.07754,0.09323
2000,West,Inexpensive,0.25996,1264,4877,0.24765,0.27227
2000,West,Reasonable,0.45341,2224,4877,0.43944,0.46739
2000,West,Slightly Expensive,0.17552,872,4877,0.16484,0.18620
2000,West,Too Expensive,0.02572,126,4877,0.02128,0.03016
2000,East,Very Inexpensive,0.06806,126,1796,0.05641,0.07971
2000,East,Inexpensive,0.25318,458,1796,0.23306,0.27330
2000,East,Reasonable,0.41869,733,1796,0.39586,0.44151
2000,East,Slightly Expensive,0.22524,412,1796,0.20591,0.24456
2000,East,Too Expensive,0.03484,67,1796,0.02636,0.04332
2001,West,Very Inexpensive,0.07892,340,4386,0.07094,0.08690
2001,West,Inexpensive,0.25368,1107,4386,0.24080,0.26656
2001,West,Reasonable,0.46880,2064,4386,0.45403,0.48357
2001,West,Slightly Expensive,0.17602,766,4386,0.16475,0.18730
2001,West,Too Expensive,0.02258,109,4386,0.01819,0.02698
2001,East,Very Inexpensive,0.06661,108,1627,0.05449,0.07873
2001,East,Inexpensive,0.26084,416,1627,0.23950,0.28219
2001,East,Reasonable,0.44447,722,1627,0.42031,0.46862
2001,East,Slightly Expensive,0.20621,344,1627,0.18655,0.22588
2001,East,Too Expensive,0.02187,37,1627,0.01476,0.02898
2002,West,Very Inexpensive,0.08132,346,4332,0.07318,0.08946
2002,West,Inexpensive,0.24692,1070,4332,0.23408,0.25977
2002,West,Reasonable,0.46000,2013,4332,0.44516,0.47484
2002,West,Slightly Expensive,0.17913,773,4332,0.16771,0.19055
2002,West,Too Expensive,0.03263,130,4332,0.02734,0.03792
2002,East,Very Inexpensive,0.05747,96,1604,0.04608,0.06886
2002,East,Inexpensive,0.26438,431,1604,0.24279,0.28597
2002,East,Reasonable,0.45868,719,1604,0.43428,0.48307
2002,East,Slightly Expensive,0.19595,317,1604,0.17652,0.21539
2002,East,Too Expensive,0.02352,41,1604,0.01610,0.03094
2005,West,Very Inexpensive,0.06509,263,3925,0.05737,0.07281
2005,West,Inexpensive,0.24883,945,3925,0.23530,0.26235
2005,West,Reasonable,0.48133,1904,3925,0.46570,0.49697
2005,West,Slightly Expensive,0.17608,708,3925,0.16416,0.18800
2005,West,Too Expensive,0.02867,105,3925,0.02345,0.03389
2005,East,Very Inexpensive,0.05506,81,1468,0.04338,0.06673
2005,East,Inexpensive,0.21355,324,1468,0.19258,0.23452
2005,East,Reasonable,0.49350,718,1468,0.46791,0.51908
2005,East,Slightly Expensive,0.20490,301,1468,0.18424,0.22555
2005,East,Too Expensive,0.03300,44,1468,0.02386,0.04215
2006,West,Very Inexpensive,0.06280,278,4237,0.05549,0.07010
2006,West,Inexpensive,0.24394,1029,4237,0.23100,0.25687
2006,West,Reasonable,0.47186,2008,4237,0.45683,0.48690
2006,West,Slightly Expensive,0.18885,796,4237,0.17706,0.20063
2006,West,Too Expensive,0.03256,126,4237,0.02721,0.03790
2006,East,Very Inexpensive,0.05444,87,1585,0.04327,0.06562
2006,East,Inexpensive,0.24077,393,1585,0.21972,0.26183
2006,East,Reasonable,0.46633,748,1585,0.44176,0.49090
2006,East,Slightly Expensive,0.21271,320,1585,0.19256,0.23286
2006,East,Too Expensive,0.02574,37,1585,0.01794,0.03354
2007,West,Very Inexpensive,0.06985,271,3913,0.06186,0.07784
2007,West,Inexpensive,0.23639,935,3913,0.22307,0.24970
2007,West,Reasonable,0.47869,1876,3913,0.46303,0.49434
2007,West,Slightly Expensive,0.18030,714,3913,0.16825,0.19234
2007,West,Too Expensive,0.03478,117,3913,0.02904,0.04052
2007,East,Very Inexpensive,0.05713,87,1481,0.04531,0.06896
2007,East,Inexpensive,0.22190,347,1481,0.20073,0.24307
2007,East,Reasonable,0.47678,696,1481,0.45133,0.50222
2007,East,Slightly Expensive,0.20939,308,1481,0.18866,0.23011
2007,East,Too Expensive,0.03481,43,1481,0.02547,0.04414
2008,West,Very Inexpensive,0.07238,260,3614,0.06393,0.08083
2008,West,Inexpensive,0.24438,895,3614,0.23037,0.25839
2008,West,Reasonable,0.46696,1706,3614,0.45069,0.48323
2008,West,Slightly Expensive,0.18804,655,3614,0.17530,0.20079
2008,West,Too Expensive,0.02824,98,3614,0.02284,0.03365
2008,East,Very Inexpensive,0.06605,92,1432,0.05318,0.07891
2008,East,Inexpensive,0.24533,343,1432,0.22304,0.26763
2008,East,Reasonable,0.44748,665,1432,0.42172,0.47324
2008,East,Slightly Expensive,0.20552,286,1432,0.18458,0.22645
2008,East,Too Expensive,0.03563,46,1432,0.02602,0.04523
2009,West,Very Inexpensive,0.06784,236,3379,0.05936,0.07632
2009,West,Inexpensive,0.24308,829,3379,0.22861,0.25754
2009,West,Reasonable,0.47891,1637,3379,0.46206,0.49576
2009,West,Slightly Expensive,0.18544,599,3379,0.17233,0.19854
2009,West,Too Expensive,0.02473,78,3379,0.01949,0.02997
2009,East,Very Inexpensive,0.07146,98,1355,0.05774,0.08518
2009,East,Inexpensive,0.23367,336,1355,0.21113,0.25621
2009,East,Reasonable,0.45237,600,1355,0.42586,0.47888
2009,East,Slightly Expensive,0.20785,281,1355,0.18624,0.22946
2009,East,Too Expensive,0.03465,40,1355,0.02491,0.04439
2010,West,Very Inexpensive,0.08033,423,5230,0.07296,0.08770
2010,West,Inexpensive,0.23588,1325,5230,0.22438,0.24739
2010,West,Reasonable,0.46809,2356,5230,0.45456,0.48161
2010,West,Slightly Expensive,0.19477,973,5230,0.18404,0.20551
2010,West,Too Expensive,0.02092,153,5230,0.01705,0.02480
2010,East,Very Inexpensive,0.06460,124,1790,0.05321,0.07599
2010,East,Inexpensive,0.24347,439,1790,0.22359,0.26336
2010,East,Reasonable,0.45678,804,1790,0.43370,0.47986
2010,East,Slightly Expensive,0.20876,358,1790,0.18992,0.22759
2010,East,Too Expensive,0.02638,65,1790,0.01896,0.03381
2011,West,Very Inexpensive,0.07636,511,6179,0.06973,0.08298
2011,West,Inexpensive,0.24654,1563,6179,0.23579,0.25728
2011,West,Reasonable,0.47806,2866,6179,0.46561,0.49052
2011,West,Slightly Expensive,0.17356,1057,6179,0.16411,0.18300
2011,West,Too Expensive,0.02549,182,6179,0.02156,0.02942
2011,East,Very Inexpensive,0.07701,163,2174,0.06580,0.08822
2011,East,Inexpensive,0.24179,508,2174,0.22379,0.25980
2011,East,Reasonable,0.44382,946,2174,0.42293,0.46471
2011,East,Slightly Expensive,0.20754,472,2174,0.19049,0.22459
2011,East,Too Expensive,0.02984,85,2174,0.02269,0.03700
2012,West,Very Inexpensive,0.07650,493,6000,0.06977,0.08322
2012,West,Inexpensive,0.25170,1614,6000,0.24072,0.26269
2012,West,Reasonable,0.48123,2784,6000,0.46859,0.49388
2012,West,Slightly Expensive,0.16691,936,6000,0.15748,0.17635
2012,West,Too Expensive,0.02365,173,6000,0.01980,0.02750
2012,East,Very Inexpensive,0.06911,132,2194,0.05849,0.07972
2012,East,Inexpensive,0.25948,574,2194,0.24113,0.27782
2012,East,Reasonable,0.43359,964,2194,0.41285,0.45433
2012,East,Slightly Expensive,0.20022,435,2194,0.18347,0.21697
2012,East,Too Expensive,0.03760,89,2194,0.02964,0.04557
2013,West,Very Inexpensive,0.07830,574,7463,0.07221,0.08440
2013,West,Inexpensive,0.26682,1949,7463,0.25678,0.27685
2013,West,Reasonable,0.46521,3391,7463,0.45389,0.47653
2013,West,Slightly Expensive,0.16540,1292,7463,0.15697,0.17383
2013,West,Too Expensive,0.02427,257,7463,0.02078,0.02776
2013,East,Very Inexpensive,0.07083,147,2201,0.06011,0.08155
2013,East,Inexpensive,0.26016,529,2201,0.24183,0.27849
2013,East,Reasonable,0.47576,1061,2201,0.45489,0.49663
2013,East,Slightly Expensive,0.16238,391,2201,0.14697,0.17779
2013,East,Too Expensive,0.03087,73,2201,0.02365,0.03810
2014,West,Very Inexpensive,0.08549,551,6415,0.07864,0.09233
2014,West,Inexpensive,0.27165,1708,6415,0.26076,0.28254
2014,West,Reasonable,0.45657,2867,6415,0.44438,0.46876
2014,West,Slightly Expensive,0.16338,1106,6415,0.15433,0.17242
2014,West,Too Expensive,0.02292,183,6415,0.01925,0.02658
2014,East,Very Inexpensive,0.09131,193,2084,0.07894,0.10368
2014,East,Inexpensive,0.28352,541,2084,0.26417,0.30288
2014,East,Reasonable,0.41194,898,2084,0.39080,0.43307
2014,East,Slightly Expensive,0.18513,381,2084,0.16845,0.20181
2014,East,Too Expensive,0.02810,71,2084,0.02100,0.03520
