year,bula_h,quintil_oecd_hh,hgreval,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1993,Saxony-Anhalt,2nd Quintile,Slightly Expensive,0.34880,33,33,0.18367,0.51393
1993,Thuringa,1st Quintile,Reasonable,0.49320,32,32,0.31721,0.66920
1994,North Rhine-Westphalia,1st Quintile,Inexpensive,0.32395,53,179,0.25520,0.39270
1994,North Rhine-Westphalia,1st Quintile,Reasonable,0.46633,95,179,0.39304,0.53961
1994,North Rhine-Westphalia,1st Quintile,Slightly Expensive,0.08416,31,179,0.04337,0.12494
1994,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.20209,36,124,0.13113,0.27306
1994,North Rhine-Westphalia,2nd Quintile,Reasonable,0.48180,88,124,0.39349,0.57010
1994,North Rhine-Westphalia,3rd Quintile,Inexpensive,0.30228,49,119,0.21942,0.38515
1994,North Rhine-Westphalia,3rd Quintile,Reasonable,0.44836,70,119,0.35862,0.53809
1994,North Rhine-Westphalia,4th Quintile,Inexpensive,0.42069,50,100,0.32344,0.51794
1994,North Rhine-Westphalia,4th Quintile,Reasonable,0.32017,50,100,0.22827,0.41208
1994,North Rhine-Westphalia,5th Quintile,Reasonable,0.42183,39,39,0.26481,0.57885
1994,Baden-Wuerttemberg,1st Quintile,Reasonable,0.33149,39,39,0.18181,0.48117
1994,Baden-Wuerttemberg,2nd Quintile,Inexpensive,0.51064,33,33,0.33744,0.68384
1994,Baden-Wuerttemberg,3rd Quintile,Inexpensive,0.34153,33,70,0.22963,0.45343
1994,Baden-Wuerttemberg,3rd Quintile,Reasonable,0.33380,37,70,0.22253,0.44507
1994,Baden-Wuerttemberg,4th Quintile,Inexpensive,0.34997,37,80,0.24479,0.45514
1994,Baden-Wuerttemberg,4th Quintile,Reasonable,0.48371,43,80,0.37351,0.59391
1994,Bavaria,1st Quintile,Reasonable,0.36641,35,35,0.20445,0.52836
1994,Bavaria,2nd Quintile,Reasonable,0.40900,37,37,0.24839,0.56961
1994,Bavaria,3rd Quintile,Reasonable,0.43310,33,33,0.26142,0.60479
1994,Bavaria,4th Quintile,Reasonable,0.41173,35,35,0.24630,0.57716
1994,Bavaria,5th Quintile,Reasonable,0.46914,46,46,0.32333,0.61495
1994,Saxony,1st Quintile,Reasonable,0.58192,65,99,0.48426,0.67957
1994,Saxony,1st Quintile,Slightly Expensive,0.26870,34,99,0.18093,0.35646
1994,Saxony,2nd Quintile,Reasonable,0.50226,65,100,0.40377,0.60075
1994,Saxony,2nd Quintile,Slightly Expensive,0.27244,35,100,0.18474,0.36014
1994,Saxony,3rd Quintile,Reasonable,0.51007,44,44,0.36065,0.65949
1994,Saxony-Anhalt,1st Quintile,Reasonable,0.46552,32,63,0.34135,0.58968
1994,Saxony-Anhalt,1st Quintile,Slightly Expensive,0.40745,31,63,0.28514,0.52976
1994,Saxony-Anhalt,2nd Quintile,Reasonable,0.57475,36,36,0.41097,0.73854
1995,Lower Saxony,1st Quintile,Reasonable,0.41483,31,31,0.23852,0.59114
1995,North Rhine-Westphalia,1st Quintile,Inexpensive,0.33152,65,203,0.26660,0.39644
1995,North Rhine-Westphalia,1st Quintile,Reasonable,0.42427,92,203,0.35612,0.49243
1995,North Rhine-Westphalia,1st Quintile,Slightly Expensive,0.12908,46,203,0.08285,0.17532
1995,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.26474,54,135,0.19004,0.33945
1995,North Rhine-Westphalia,2nd Quintile,Reasonable,0.43010,81,135,0.34627,0.51393
1995,North Rhine-Westphalia,3rd Quintile,Inexpensive,0.31340,49,125,0.23175,0.39504
1995,North Rhine-Westphalia,3rd Quintile,Reasonable,0.46061,76,125,0.37287,0.54834
1995,North Rhine-Westphalia,4th Quintile,Inexpensive,0.33299,39,84,0.23160,0.43438
1995,North Rhine-Westphalia,4th Quintile,Reasonable,0.33663,45,84,0.23496,0.43829
1995,North Rhine-Westphalia,5th Quintile,Inexpensive,0.30436,33,67,0.19335,0.41537
1995,North Rhine-Westphalia,5th Quintile,Reasonable,0.34767,34,67,0.23277,0.46257
1995,Hesse,1st Quintile,Reasonable,0.48973,40,40,0.33283,0.64662
1995,Hesse,2nd Quintile,Reasonable,0.48764,32,32,0.31168,0.66360
1995,Baden-Wuerttemberg,1st Quintile,Inexpensive,0.44843,41,83,0.34078,0.55607
1995,Baden-Wuerttemberg,1st Quintile,Reasonable,0.29639,42,83,0.19755,0.39524
1995,Baden-Wuerttemberg,2nd Quintile,Inexpensive,0.34039,39,92,0.24303,0.43775
1995,Baden-Wuerttemberg,2nd Quintile,Reasonable,0.45902,53,92,0.35663,0.56140
1995,Baden-Wuerttemberg,3rd Quintile,Inexpensive,0.32452,36,75,0.21784,0.43119
1995,Baden-Wuerttemberg,3rd Quintile,Reasonable,0.38398,39,75,0.27316,0.49479
1995,Baden-Wuerttemberg,4th Quintile,Reasonable,0.33343,35,35,0.17496,0.49189
1995,Bavaria,1st Quintile,Inexpensive,0.39538,31,69,0.27917,0.51160
1995,Bavaria,1st Quintile,Reasonable,0.34906,38,69,0.23576,0.46235
1995,Bavaria,2nd Quintile,Reasonable,0.38568,37,37,0.22667,0.54469
1995,Bavaria,3rd Quintile,Reasonable,0.43540,39,39,0.27776,0.59305
1995,Bavaria,4th Quintile,Reasonable,0.40485,38,38,0.24669,0.56302
1995,Bavaria,5th Quintile,Reasonable,0.37016,33,33,0.20286,0.53746
1995,Berlin,4th Quintile,Reasonable,0.55668,36,36,0.39210,0.72126
1995,Saxony,1st Quintile,Reasonable,0.54319,61,61,0.41715,0.66924
1995,Saxony,2nd Quintile,Reasonable,0.56035,66,66,0.43968,0.68102
1995,Saxony,3rd Quintile,Reasonable,0.40262,35,35,0.23777,0.56747
1995,Saxony-Anhalt,2nd Quintile,Reasonable,0.61088,34,34,0.44453,0.77723
1995,Thuringa,2nd Quintile,Reasonable,0.60735,32,32,0.43544,0.77926
1996,North Rhine-Westphalia,1st Quintile,Inexpensive,0.27220,60,218,0.21298,0.33142
1996,North Rhine-Westphalia,1st Quintile,Reasonable,0.38263,97,218,0.31797,0.44730
1996,North Rhine-Westphalia,1st Quintile,Slightly Expensive,0.16271,61,218,0.11360,0.21182
1996,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.35351,64,146,0.27570,0.43133
1996,North Rhine-Westphalia,2nd Quintile,Reasonable,0.40404,82,146,0.32417,0.48391
1996,North Rhine-Westphalia,3rd Quintile,Inexpensive,0.32158,42,105,0.23181,0.41135
1996,North Rhine-Westphalia,3rd Quintile,Reasonable,0.43694,63,105,0.34162,0.53227
1996,North Rhine-Westphalia,4th Quintile,Inexpensive,0.31791,42,103,0.22754,0.40828
1996,North Rhine-Westphalia,4th Quintile,Reasonable,0.39823,61,103,0.30323,0.49324
1996,North Rhine-Westphalia,5th Quintile,Inexpensive,0.33556,32,32,0.16934,0.50178
1996,Hesse,1st Quintile,Reasonable,0.43720,36,36,0.27286,0.60154
1996,Baden-Wuerttemberg,1st Quintile,Reasonable,0.45822,57,89,0.35412,0.56232
1996,Baden-Wuerttemberg,1st Quintile,Slightly Expensive,0.20520,32,89,0.12082,0.28958
1996,Baden-Wuerttemberg,2nd Quintile,Reasonable,0.41810,51,51,0.28138,0.55482
1996,Baden-Wuerttemberg,3rd Quintile,Reasonable,0.36056,42,42,0.21358,0.50754
1996,Bavaria,1st Quintile,Inexpensive,0.24692,32,74,0.14800,0.34585
1996,Bavaria,1st Quintile,Reasonable,0.41515,42,74,0.30211,0.52818
1996,Bavaria,2nd Quintile,Reasonable,0.42429,32,32,0.25031,0.59828
1996,Bavaria,3rd Quintile,Reasonable,0.39780,45,45,0.25318,0.54242
1996,Bavaria,4th Quintile,Reasonable,0.44156,38,38,0.28155,0.60157
1996,Bavaria,5th Quintile,Reasonable,0.40718,36,36,0.24441,0.56996
1996,Berlin,3rd Quintile,Reasonable,0.46199,31,31,0.28359,0.64040
1996,Saxony,1st Quintile,Reasonable,0.52270,57,57,0.39188,0.65352
1996,Saxony,2nd Quintile,Reasonable,0.48968,47,47,0.34522,0.63414
1996,Saxony,3rd Quintile,Reasonable,0.47503,41,41,0.32027,0.62978
1996,Saxony-Anhalt,1st Quintile,Reasonable,0.54944,31,31,0.37139,0.72748
1997,Lower Saxony,1st Quintile,Reasonable,0.36326,31,31,0.19116,0.53536
1997,Lower Saxony,3rd Quintile,Reasonable,0.50807,33,33,0.33486,0.68129
1997,North Rhine-Westphalia,1st Quintile,Inexpensive,0.26939,49,193,0.20664,0.33215
1997,North Rhine-Westphalia,1st Quintile,Reasonable,0.44879,94,193,0.37844,0.51914
1997,North Rhine-Westphalia,1st Quintile,Slightly Expensive,0.15571,50,193,0.10442,0.20700
1997,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.28483,56,164,0.21554,0.35412
1997,North Rhine-Westphalia,2nd Quintile,Reasonable,0.37768,77,164,0.30325,0.45210
1997,North Rhine-Westphalia,2nd Quintile,Slightly Expensive,0.15759,31,164,0.10165,0.21353
1997,North Rhine-Westphalia,3rd Quintile,Inexpensive,0.22570,38,107,0.14612,0.30529
1997,North Rhine-Westphalia,3rd Quintile,Reasonable,0.44558,69,107,0.35096,0.54020
1997,North Rhine-Westphalia,4th Quintile,Inexpensive,0.25859,38,100,0.17234,0.34485
1997,North Rhine-Westphalia,4th Quintile,Reasonable,0.41402,62,100,0.31699,0.51105
1997,North Rhine-Westphalia,5th Quintile,Reasonable,0.54666,41,41,0.39238,0.70093
1997,Baden-Wuerttemberg,1st Quintile,Inexpensive,0.22382,35,129,0.15161,0.29602
1997,Baden-Wuerttemberg,1st Quintile,Reasonable,0.49390,62,129,0.40729,0.58052
1997,Baden-Wuerttemberg,1st Quintile,Slightly Expensive,0.22636,32,129,0.15386,0.29886
1997,Baden-Wuerttemberg,2nd Quintile,Reasonable,0.44045,46,46,0.29540,0.58550
1997,Baden-Wuerttemberg,3rd Quintile,Reasonable,0.37466,44,44,0.22998,0.51934
1997,Baden-Wuerttemberg,4th Quintile,Reasonable,0.54386,43,43,0.39322,0.69449
1997,Bavaria,1st Quintile,Reasonable,0.42076,43,43,0.27145,0.57006
1997,Bavaria,2nd Quintile,Inexpensive,0.29486,32,84,0.19676,0.39295
1997,Bavaria,2nd Quintile,Reasonable,0.40627,52,84,0.30061,0.51194
1997,Bavaria,3rd Quintile,Reasonable,0.46114,37,37,0.29831,0.62398
1997,Bavaria,4th Quintile,Reasonable,0.46094,32,32,0.28547,0.63642
1997,Brandenburg,2nd Quintile,Reasonable,0.59016,33,33,0.41976,0.76057
1997,Saxony,1st Quintile,Reasonable,0.50773,48,48,0.36480,0.65066
1997,Saxony,2nd Quintile,Reasonable,0.55279,53,53,0.41764,0.68793
1997,Saxony,3rd Quintile,Reasonable,0.32372,31,31,0.15629,0.49116
1998,Lower Saxony,1st Quintile,Reasonable,0.43177,37,37,0.26996,0.59357
1998,Lower Saxony,2nd Quintile,Reasonable,0.48422,34,34,0.31371,0.65474
1998,North Rhine-Westphalia,1st Quintile,Inexpensive,0.22742,62,243,0.17460,0.28023
1998,North Rhine-Westphalia,1st Quintile,Reasonable,0.42297,121,243,0.36073,0.48522
1998,North Rhine-Westphalia,1st Quintile,Slightly Expensive,0.20012,60,243,0.14971,0.25053
1998,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.27356,44,165,0.20533,0.34179
1998,North Rhine-Westphalia,2nd Quintile,Reasonable,0.43644,82,165,0.36053,0.51234
1998,North Rhine-Westphalia,2nd Quintile,Slightly Expensive,0.18054,39,165,0.12167,0.23941
1998,North Rhine-Westphalia,3rd Quintile,Inexpensive,0.31024,50,127,0.22946,0.39101
1998,North Rhine-Westphalia,3rd Quintile,Reasonable,0.45146,77,127,0.36457,0.53836
1998,North Rhine-Westphalia,4th Quintile,Inexpensive,0.29384,48,112,0.20910,0.37859
1998,North Rhine-Westphalia,4th Quintile,Reasonable,0.39244,64,112,0.30160,0.48328
1998,North Rhine-Westphalia,5th Quintile,Inexpensive,0.22543,31,77,0.13148,0.31938
1998,North Rhine-Westphalia,5th Quintile,Reasonable,0.41738,46,77,0.30651,0.52825
1998,Hesse,1st Quintile,Reasonable,0.44903,35,35,0.28184,0.61622
1998,Baden-Wuerttemberg,1st Quintile,Inexpensive,0.27480,34,135,0.19922,0.35039
1998,Baden-Wuerttemberg,1st Quintile,Reasonable,0.42429,65,135,0.34061,0.50797
1998,Baden-Wuerttemberg,1st Quintile,Slightly Expensive,0.21380,36,135,0.14438,0.28322
1998,Baden-Wuerttemberg,2nd Quintile,Inexpensive,0.36046,32,78,0.25322,0.46771
1998,Baden-Wuerttemberg,2nd Quintile,Reasonable,0.43761,46,78,0.32681,0.54842
1998,Baden-Wuerttemberg,3rd Quintile,Inexpensive,0.39610,37,80,0.28825,0.50395
1998,Baden-Wuerttemberg,3rd Quintile,Reasonable,0.39027,43,80,0.28270,0.49784
1998,Baden-Wuerttemberg,4th Quintile,Reasonable,0.34616,35,35,0.18625,0.50608
1998,Bavaria,1st Quintile,Reasonable,0.49924,54,54,0.36463,0.63385
1998,Bavaria,2nd Quintile,Reasonable,0.48882,61,61,0.36234,0.61531
1998,Bavaria,3rd Quintile,Reasonable,0.40918,42,42,0.25868,0.55968
1998,Bavaria,4th Quintile,Reasonable,0.51359,38,38,0.35254,0.67464
1998,Bavaria,5th Quintile,Reasonable,0.46716,33,33,0.29429,0.64003
1998,Berlin,3rd Quintile,Reasonable,0.59221,36,36,0.42940,0.75502
1998,Saxony,1st Quintile,Reasonable,0.42897,40,40,0.27364,0.58430
1998,Saxony,2nd Quintile,Reasonable,0.59531,63,63,0.47313,0.71749
1998,Saxony,3rd Quintile,Inexpensive,0.29301,35,71,0.18639,0.39964
1998,Saxony,3rd Quintile,Reasonable,0.36331,36,71,0.25064,0.47598
1999,Lower Saxony,1st Quintile,Reasonable,0.45378,40,40,0.29752,0.61003
1999,Lower Saxony,3rd Quintile,Reasonable,0.50576,33,33,0.33253,0.67899
1999,North Rhine-Westphalia,1st Quintile,Inexpensive,0.24617,55,220,0.18912,0.30323
1999,North Rhine-Westphalia,1st Quintile,Reasonable,0.43517,110,220,0.36950,0.50083
1999,North Rhine-Westphalia,1st Quintile,Slightly Expensive,0.19614,55,220,0.14355,0.24873
1999,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.27275,55,193,0.20976,0.33575
1999,North Rhine-Westphalia,2nd Quintile,Reasonable,0.42987,102,193,0.35984,0.49990
1999,North Rhine-Westphalia,2nd Quintile,Slightly Expensive,0.13770,36,193,0.08896,0.18644
1999,North Rhine-Westphalia,3rd Quintile,Inexpensive,0.25304,44,110,0.17142,0.33465
1999,North Rhine-Westphalia,3rd Quintile,Reasonable,0.43929,66,110,0.34612,0.53246
1999,North Rhine-Westphalia,4th Quintile,Inexpensive,0.31007,46,110,0.22324,0.39690
1999,North Rhine-Westphalia,4th Quintile,Reasonable,0.47778,64,110,0.38401,0.57156
1999,North Rhine-Westphalia,5th Quintile,Reasonable,0.50033,51,51,0.36173,0.63892
1999,Hesse,1st Quintile,Reasonable,0.46827,39,39,0.30961,0.62693
1999,Baden-Wuerttemberg,1st Quintile,Reasonable,0.41400,65,65,0.29333,0.53468
1999,Baden-Wuerttemberg,2nd Quintile,Reasonable,0.45022,55,55,0.31752,0.58291
1999,Baden-Wuerttemberg,3rd Quintile,Inexpensive,0.35564,36,88,0.25505,0.45623
1999,Baden-Wuerttemberg,3rd Quintile,Reasonable,0.44333,52,88,0.33894,0.54772
1999,Bavaria,1st Quintile,Reasonable,0.46038,47,47,0.31634,0.60442
1999,Bavaria,2nd Quintile,Reasonable,0.47290,44,44,0.32367,0.62212
1999,Bavaria,3rd Quintile,Reasonable,0.60659,36,36,0.44475,0.76843
1999,Bavaria,4th Quintile,Reasonable,0.39389,43,43,0.24611,0.54166
1999,Bavaria,5th Quintile,Reasonable,0.47180,33,33,0.29883,0.64476
1999,Berlin,3rd Quintile,Reasonable,0.47454,34,34,0.30416,0.64491
1999,Saxony,1st Quintile,Reasonable,0.48138,54,54,0.34686,0.61590
1999,Saxony,2nd Quintile,Reasonable,0.44544,52,84,0.33851,0.55236
1999,Saxony,2nd Quintile,Slightly Expensive,0.28555,32,84,0.18838,0.38272
1999,Saxony,3rd Quintile,Reasonable,0.41615,34,34,0.24797,0.58433
2000,Lower Saxony,1st Quintile,Inexpensive,0.32248,38,99,0.22993,0.41502
2000,Lower Saxony,1st Quintile,Reasonable,0.42238,61,99,0.32459,0.52018
2000,Lower Saxony,2nd Quintile,Reasonable,0.48179,45,45,0.33415,0.62943
2000,Lower Saxony,3rd Quintile,Reasonable,0.39878,44,44,0.25243,0.54513
2000,Lower Saxony,4th Quintile,Reasonable,0.46082,44,44,0.31183,0.60981
2000,North Rhine-Westphalia,1st Quintile,Inexpensive,0.26961,110,386,0.22528,0.31394
2000,North Rhine-Westphalia,1st Quintile,Reasonable,0.44310,194,386,0.39348,0.49272
2000,North Rhine-Westphalia,1st Quintile,Slightly Expensive,0.17342,82,386,0.13560,0.21124
2000,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.27956,102,334,0.23135,0.32776
2000,North Rhine-Westphalia,2nd Quintile,Reasonable,0.46540,177,334,0.41182,0.51897
2000,North Rhine-Westphalia,2nd Quintile,Slightly Expensive,0.13644,55,334,0.09957,0.17331
2000,North Rhine-Westphalia,3rd Quintile,Inexpensive,0.22583,69,247,0.17358,0.27808
2000,North Rhine-Westphalia,3rd Quintile,Reasonable,0.47582,131,247,0.41341,0.53823
2000,North Rhine-Westphalia,3rd Quintile,Slightly Expensive,0.16335,47,247,0.11716,0.20955
2000,North Rhine-Westphalia,4th Quintile,Inexpensive,0.21502,60,216,0.16010,0.26993
2000,North Rhine-Westphalia,4th Quintile,Reasonable,0.46237,117,216,0.39572,0.52901
2000,North Rhine-Westphalia,4th Quintile,Slightly Expensive,0.19132,39,216,0.13874,0.24389
2000,North Rhine-Westphalia,5th Quintile,Inexpensive,0.32757,56,143,0.25037,0.40476
2000,North Rhine-Westphalia,5th Quintile,Reasonable,0.44059,87,143,0.35893,0.52225
2000,Hesse,1st Quintile,Inexpensive,0.24682,31,82,0.15292,0.34072
2000,Hesse,1st Quintile,Reasonable,0.43694,51,82,0.32892,0.54496
2000,Hesse,2nd Quintile,Reasonable,0.33916,34,34,0.17763,0.50069
2000,Hesse,4th Quintile,Reasonable,0.43447,38,38,0.27475,0.59419
2000,"Rhineland-Palatinate, Saarland",1st Quintile,Reasonable,0.46991,41,41,0.31524,0.62458
2000,Baden-Wuerttemberg,1st Quintile,Inexpensive,0.24439,43,136,0.17190,0.31688
2000,Baden-Wuerttemberg,1st Quintile,Reasonable,0.52752,93,136,0.44330,0.61174
2000,Baden-Wuerttemberg,2nd Quintile,Inexpensive,0.26705,49,165,0.19934,0.33477
2000,Baden-Wuerttemberg,2nd Quintile,Reasonable,0.50971,84,165,0.43320,0.58622
2000,Baden-Wuerttemberg,2nd Quintile,Slightly Expensive,0.12801,32,165,0.07688,0.17915
2000,Baden-Wuerttemberg,3rd Quintile,Inexpensive,0.30032,46,118,0.21725,0.38338
2000,Baden-Wuerttemberg,3rd Quintile,Reasonable,0.45149,72,118,0.36131,0.54166
2000,Baden-Wuerttemberg,4th Quintile,Reasonable,0.49234,66,66,0.37080,0.61388
2000,Baden-Wuerttemberg,5th Quintile,Reasonable,0.42620,38,38,0.26685,0.58554
2000,Bavaria,1st Quintile,Inexpensive,0.28844,54,191,0.22402,0.35286
2000,Bavaria,1st Quintile,Reasonable,0.44245,99,191,0.37183,0.51307
2000,Bavaria,1st Quintile,Slightly Expensive,0.16836,38,191,0.11515,0.22157
2000,Bavaria,2nd Quintile,Inexpensive,0.24720,40,118,0.16903,0.32537
2000,Bavaria,2nd Quintile,Reasonable,0.52494,78,118,0.43445,0.61543
2000,Bavaria,3rd Quintile,Inexpensive,0.23983,40,114,0.16110,0.31855
2000,Bavaria,3rd Quintile,Reasonable,0.46561,74,114,0.37364,0.55759
2000,Bavaria,4th Quintile,Inexpensive,0.23806,32,101,0.15459,0.32154
2000,Bavaria,4th Quintile,Reasonable,0.52593,69,101,0.42806,0.62379
2000,Bavaria,5th Quintile,Reasonable,0.45069,54,54,0.31673,0.58465
2000,Berlin,1st Quintile,Reasonable,0.41635,49,81,0.30833,0.52437
2000,Berlin,1st Quintile,Slightly Expensive,0.30399,32,81,0.20319,0.40478
2000,Berlin,2nd Quintile,Reasonable,0.42604,39,39,0.26881,0.58327
2000,Berlin,3rd Quintile,Reasonable,0.57175,49,49,0.43176,0.71174
2000,Berlin,4th Quintile,Reasonable,0.37655,35,35,0.21369,0.53942
2000,Berlin,5th Quintile,Reasonable,0.52977,31,31,0.35117,0.70838
2000,Brandenburg,1st Quintile,Reasonable,0.39326,40,40,0.23996,0.54657
2000,Brandenburg,2nd Quintile,Reasonable,0.41430,36,36,0.25110,0.57750
2000,Mecklenburg-Western Pomerania,1st Quintile,Reasonable,0.43490,32,32,0.26039,0.60942
2000,Saxony,1st Quintile,Inexpensive,0.23974,46,154,0.17209,0.30738
2000,Saxony,1st Quintile,Reasonable,0.44297,70,154,0.36426,0.52169
2000,Saxony,1st Quintile,Slightly Expensive,0.22504,38,154,0.15887,0.29122
2000,Saxony,2nd Quintile,Inexpensive,0.25128,46,146,0.18068,0.32188
2000,Saxony,2nd Quintile,Reasonable,0.40681,66,146,0.32685,0.48677
2000,Saxony,2nd Quintile,Slightly Expensive,0.19265,34,146,0.12846,0.25685
2000,Saxony,3rd Quintile,Inexpensive,0.29519,35,115,0.21146,0.37892
2000,Saxony,3rd Quintile,Reasonable,0.37968,49,115,0.29060,0.46877
2000,Saxony,3rd Quintile,Slightly Expensive,0.24478,31,115,0.16585,0.32370
2000,Saxony-Anhalt,1st Quintile,Reasonable,0.36333,37,37,0.20622,0.52044
2000,Saxony-Anhalt,2nd Quintile,Reasonable,0.47183,34,34,0.30151,0.64216
2000,Thuringa,1st Quintile,Reasonable,0.44547,40,40,0.28948,0.60146
2001,Lower Saxony,1st Quintile,Inexpensive,0.24782,33,91,0.15862,0.33702
2001,Lower Saxony,1st Quintile,Reasonable,0.45827,58,91,0.35533,0.56121
2001,Lower Saxony,2nd Quintile,Reasonable,0.40198,35,35,0.23717,0.56678
2001,Lower Saxony,3rd Quintile,Reasonable,0.56617,55,55,0.43399,0.69836
2001,North Rhine-Westphalia,1st Quintile,Inexpensive,0.23894,87,354,0.19446,0.28343
2001,North Rhine-Westphalia,1st Quintile,Reasonable,0.48789,191,354,0.43574,0.54003
2001,North Rhine-Westphalia,1st Quintile,Slightly Expensive,0.18675,76,354,0.14610,0.22741
2001,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.27967,88,293,0.22819,0.33115
2001,North Rhine-Westphalia,2nd Quintile,Reasonable,0.47853,156,293,0.42123,0.53583
2001,North Rhine-Westphalia,2nd Quintile,Slightly Expensive,0.13427,49,293,0.09517,0.17338
2001,North Rhine-Westphalia,3rd Quintile,Inexpensive,0.29721,79,233,0.23840,0.35602
2001,North Rhine-Westphalia,3rd Quintile,Reasonable,0.38912,109,233,0.32638,0.45186
2001,North Rhine-Westphalia,3rd Quintile,Slightly Expensive,0.18550,45,233,0.13548,0.23552
2001,North Rhine-Westphalia,4th Quintile,Inexpensive,0.25194,65,204,0.19222,0.31166
2001,North Rhine-Westphalia,4th Quintile,Reasonable,0.44182,104,204,0.37350,0.51013
2001,North Rhine-Westphalia,4th Quintile,Slightly Expensive,0.17570,35,204,0.12335,0.22805
2001,North Rhine-Westphalia,5th Quintile,Inexpensive,0.24073,37,122,0.16455,0.31691
2001,North Rhine-Westphalia,5th Quintile,Reasonable,0.53975,85,122,0.45094,0.62856
2001,Hesse,1st Quintile,Reasonable,0.48720,47,47,0.34276,0.63165
2001,Hesse,2nd Quintile,Reasonable,0.37865,34,34,0.21315,0.54414
2001,"Rhineland-Palatinate, Saarland",1st Quintile,Reasonable,0.38177,35,35,0.21847,0.54507
2001,"Rhineland-Palatinate, Saarland",2nd Quintile,Reasonable,0.51177,32,32,0.33581,0.68773
2001,Baden-Wuerttemberg,1st Quintile,Inexpensive,0.21427,40,159,0.15029,0.27825
2001,Baden-Wuerttemberg,1st Quintile,Reasonable,0.48915,82,159,0.41121,0.56710
2001,Baden-Wuerttemberg,1st Quintile,Slightly Expensive,0.21724,37,159,0.15294,0.28154
2001,Baden-Wuerttemberg,2nd Quintile,Inexpensive,0.26204,33,115,0.18132,0.34276
2001,Baden-Wuerttemberg,2nd Quintile,Reasonable,0.50813,82,115,0.41636,0.59991
2001,Baden-Wuerttemberg,3rd Quintile,Reasonable,0.55978,85,85,0.45362,0.66594
2001,Baden-Wuerttemberg,4th Quintile,Inexpensive,0.23922,32,98,0.15432,0.32412
2001,Baden-Wuerttemberg,4th Quintile,Reasonable,0.56811,66,98,0.46954,0.66669
2001,Baden-Wuerttemberg,5th Quintile,Reasonable,0.47607,44,44,0.32679,0.62534
2001,Bavaria,1st Quintile,Inexpensive,0.22555,35,120,0.15045,0.30064
2001,Bavaria,1st Quintile,Reasonable,0.53018,85,120,0.44050,0.61985
2001,Bavaria,2nd Quintile,Inexpensive,0.27005,49,162,0.20146,0.33863
2001,Bavaria,2nd Quintile,Reasonable,0.44907,80,162,0.37223,0.52590
2001,Bavaria,2nd Quintile,Slightly Expensive,0.19055,33,162,0.12988,0.25121
2001,Bavaria,3rd Quintile,Inexpensive,0.24751,33,85,0.15522,0.33981
2001,Bavaria,3rd Quintile,Reasonable,0.43990,52,85,0.33375,0.54606
2001,Bavaria,4th Quintile,Reasonable,0.43300,51,51,0.29565,0.57034
2001,Bavaria,5th Quintile,Reasonable,0.47655,54,54,0.34209,0.61102
2001,Berlin,1st Quintile,Inexpensive,0.25460,32,113,0.17392,0.33528
2001,Berlin,1st Quintile,Reasonable,0.38682,47,113,0.29662,0.47701
2001,Berlin,1st Quintile,Slightly Expensive,0.28456,34,113,0.20100,0.36812
2001,Berlin,2nd Quintile,Reasonable,0.47483,39,39,0.31605,0.63360
2001,Berlin,3rd Quintile,Reasonable,0.52920,38,38,0.36836,0.69003
2001,Berlin,4th Quintile,Reasonable,0.36401,31,31,0.19183,0.53619
2001,Brandenburg,1st Quintile,Reasonable,0.39842,39,39,0.24276,0.55408
2001,Brandenburg,2nd Quintile,Reasonable,0.46026,35,35,0.29272,0.62779
2001,Saxony,1st Quintile,Inexpensive,0.27940,45,140,0.20481,0.35400
2001,Saxony,1st Quintile,Reasonable,0.38961,59,140,0.30854,0.47068
2001,Saxony,1st Quintile,Slightly Expensive,0.22557,36,140,0.15608,0.29505
2001,Saxony,2nd Quintile,Inexpensive,0.21075,33,112,0.13488,0.28662
2001,Saxony,2nd Quintile,Reasonable,0.52319,79,112,0.43027,0.61611
2001,Saxony,3rd Quintile,Reasonable,0.47906,49,49,0.33774,0.62039
2001,Saxony-Anhalt,1st Quintile,Reasonable,0.40128,33,33,0.23145,0.57111
2001,Saxony-Anhalt,2nd Quintile,Reasonable,0.48307,31,31,0.30425,0.66189
2001,Thuringa,1st Quintile,Reasonable,0.44674,42,42,0.29456,0.59892
2002,Lower Saxony,1st Quintile,Reasonable,0.40942,62,62,0.28602,0.53282
2002,Lower Saxony,2nd Quintile,Reasonable,0.41281,36,36,0.24970,0.57592
2002,Lower Saxony,3rd Quintile,Reasonable,0.55674,43,43,0.40650,0.70698
2002,North Rhine-Westphalia,1st Quintile,Inexpensive,0.23134,74,288,0.18255,0.28012
2002,North Rhine-Westphalia,1st Quintile,Reasonable,0.44075,142,288,0.38331,0.49819
2002,North Rhine-Westphalia,1st Quintile,Slightly Expensive,0.20632,72,288,0.15950,0.25314
2002,North Rhine-Westphalia,2nd Quintile,Inexpensive,0.28113,81,268,0.22720,0.33505
