year,bula_h,hhtyp,hlc0080_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Hesse,Couple with children,No,0.97401,205,205,0.95218,0.99585
2009,"Rhineland-Palatinate, Saarland",Single-person household,No,0.97301,176,176,0.94900,0.99702
2009,"Rhineland-Palatinate, Saarland",Couple without children,No,0.98686,166,166,0.96948,1.00423
2009,"Rhineland-Palatinate, Saarland",Single parent,No,0.89959,39,39,0.80403,0.99515
2009,"Rhineland-Palatinate, Saarland",Couple with children,No,0.97909,172,172,0.95765,1.00054
2009,Baden-Wuerttemberg,Single-person household,No,0.97940,301,301,0.96332,0.99547
2009,Baden-Wuerttemberg,Couple without children,No,0.98777,370,370,0.97655,0.99898
2009,Baden-Wuerttemberg,Single parent,No,0.87583,61,61,0.79239,0.95928
2009,Baden-Wuerttemberg,Couple with children,No,0.98394,371,371,0.97113,0.99675
2009,Bavaria,Single-person household,No,0.96667,370,370,0.94836,0.98498
2009,Bavaria,Couple without children,No,0.98013,471,471,0.96751,0.99275
2009,Bavaria,Single parent,No,0.90113,82,82,0.83613,0.96614
2009,Bavaria,Couple with children,No,0.98205,471,471,0.97005,0.99406
2009,Berlin,Single-person household,No,0.92276,157,157,0.88086,0.96465
2009,Berlin,Single parent,No,0.87024,31,31,0.74999,0.99049
2009,Berlin,Couple with children,No,0.95864,76,76,0.91357,1.00371
2009,Brandenburg,Single-person household,No,0.88232,113,113,0.82264,0.94200
2009,Brandenburg,Couple without children,No,0.99030,163,163,0.97521,1.00539
2009,Brandenburg,Couple with children,No,0.95676,109,109,0.91840,0.99512
2009,Mecklenburg-Western Pomerania,Single-person household,No,0.89551,67,67,0.82172,0.96931
2009,Mecklenburg-Western Pomerania,Couple without children,No,0.94952,110,110,0.90842,0.99062
2009,Mecklenburg-Western Pomerania,Couple with children,No,0.97706,54,54,0.93675,1.01737
2009,Saxony,Single-person household,No,0.96405,202,202,0.93831,0.98978
2009,Saxony,Couple without children,No,0.98370,273,273,0.96865,0.99875
2009,Saxony,Single parent,No,0.91354,37,37,0.82173,1.00535
2009,Saxony,Couple with children,No,0.90534,195,195,0.86415,0.94654
2009,Saxony-Anhalt,Single-person household,No,0.89099,107,107,0.83166,0.95032
2009,Saxony-Anhalt,Couple without children,No,0.99382,154,154,0.98140,1.00624
2009,Saxony-Anhalt,Couple with children,No,0.96484,110,110,0.93026,0.99942
2009,Thuringa,Single-person household,No,0.97768,109,109,0.94982,1.00554
2009,Thuringa,Couple without children,No,0.98297,159,159,0.96280,1.00315
2009,Thuringa,Couple with children,No,0.89131,116,116,0.83442,0.94820
2010,Schleswig-Holstein,Single-person household,No,0.98095,81,81,0.95099,1.01091
2010,Schleswig-Holstein,Couple without children,No,0.99419,106,106,0.97965,1.00873
2010,Schleswig-Holstein,Single parent,No,0.73007,61,61,0.61774,0.84240
2010,Schleswig-Holstein,Couple with children,No,0.97353,170,170,0.94933,0.99773
2010,Hamburg,Single-person household,No,0.97559,66,66,0.93808,1.01311
2010,Hamburg,Single parent,No,0.93137,34,34,0.84511,1.01763
2010,Hamburg,Couple with children,No,0.95458,71,71,0.90579,1.00336
2010,Lower Saxony,Single-person household,No,0.95786,224,224,0.93150,0.98423
2010,Lower Saxony,Couple without children,No,0.98663,308,308,0.97378,0.99948
2010,Lower Saxony,Single parent,Yes,0.14615,34,183,0.09483,0.19748
2010,Lower Saxony,Single parent,No,0.85385,149,183,0.80252,0.90517
2010,Lower Saxony,Couple with children,Yes,0.03444,32,517,0.01870,0.05017
2010,Lower Saxony,Couple with children,No,0.96556,485,517,0.94983,0.98130
2010,Bremen,Couple with children,No,0.96651,31,31,0.90212,1.03089
2010,North Rhine-Westphalia,Single-person household,No,0.95585,465,465,0.93716,0.97454
2010,North Rhine-Westphalia,Couple without children,No,0.98777,660,660,0.97938,0.99616
2010,North Rhine-Westphalia,Single parent,Yes,0.15075,60,360,0.11374,0.18777
2010,North Rhine-Westphalia,Single parent,No,0.84925,300,360,0.81223,0.88626
2010,North Rhine-Westphalia,Couple with children,Yes,0.04887,81,1258,0.03695,0.06078
2010,North Rhine-Westphalia,Couple with children,No,0.95113,1177,1258,0.93922,0.96305
2010,Hesse,Single-person household,No,0.97314,166,166,0.94848,0.99781
2010,Hesse,Couple without children,No,0.97559,234,234,0.95578,0.99541
2010,Hesse,Single parent,No,0.94490,117,117,0.90337,0.98642
2010,Hesse,Couple with children,No,0.96429,399,399,0.94606,0.98252
2010,"Rhineland-Palatinate, Saarland",Single-person household,No,0.96749,180,180,0.94150,0.99347
2010,"Rhineland-Palatinate, Saarland",Couple without children,No,0.99762,161,161,0.99008,1.00517
2010,"Rhineland-Palatinate, Saarland",Single parent,No,0.92192,80,80,0.86276,0.98109
2010,"Rhineland-Palatinate, Saarland",Couple with children,No,0.96620,307,307,0.94596,0.98645
2010,Baden-Wuerttemberg,Single-person household,No,0.96500,297,297,0.94406,0.98594
2010,Baden-Wuerttemberg,Couple without children,No,0.99484,348,348,0.98729,1.00238
2010,Baden-Wuerttemberg,Single parent,No,0.92566,179,179,0.88713,0.96420
2010,Baden-Wuerttemberg,Couple with children,No,0.98505,722,722,0.97619,0.99390
2010,Bavaria,Single-person household,No,0.98278,354,354,0.96921,0.99635
2010,Bavaria,Couple without children,No,0.98515,460,460,0.97409,0.99622
2010,Bavaria,Single parent,No,0.94771,241,241,0.91955,0.97588
2010,Bavaria,Couple with children,Yes,0.01957,38,914,0.01059,0.02856
2010,Bavaria,Couple with children,No,0.98043,876,914,0.97144,0.98941
2010,Berlin,Single-person household,No,0.93146,162,162,0.89243,0.97049
2010,Berlin,Single parent,No,0.91760,94,94,0.86171,0.97349
2010,Berlin,Couple with children,No,0.96543,171,171,0.93797,0.99289
2010,Brandenburg,Single-person household,No,0.89031,102,102,0.82936,0.95126
2010,Brandenburg,Couple without children,No,0.98720,165,165,0.97000,1.00440
2010,Brandenburg,Single parent,No,0.92091,74,74,0.85900,0.98282
2010,Brandenburg,Couple with children,No,0.93456,183,183,0.89862,0.97049
2010,Mecklenburg-Western Pomerania,Single-person household,No,0.88077,67,67,0.80259,0.95895
2010,Mecklenburg-Western Pomerania,Couple without children,No,0.91433,102,102,0.85974,0.96891
2010,Mecklenburg-Western Pomerania,Single parent,No,0.68990,43,43,0.55001,0.82978
2010,Mecklenburg-Western Pomerania,Couple with children,No,0.96595,100,100,0.93023,1.00168
2010,Saxony,Single-person household,No,0.94582,182,182,0.91284,0.97880
2010,Saxony,Couple without children,No,0.97439,251,251,0.95481,0.99397
2010,Saxony,Single parent,No,0.76534,73,73,0.66745,0.86323
2010,Saxony,Couple with children,No,0.95784,360,360,0.93705,0.97863
2010,Saxony-Anhalt,Single-person household,No,0.89546,108,108,0.83748,0.95343
2010,Saxony-Anhalt,Couple without children,No,0.98301,147,147,0.96205,1.00397
2010,Saxony-Anhalt,Single parent,No,0.72713,54,54,0.60721,0.84706
2010,Saxony-Anhalt,Couple with children,No,0.96506,170,170,0.93737,0.99275
2010,Thuringa,Single-person household,No,0.97255,112,112,0.94215,1.00295
2010,Thuringa,Couple without children,No,0.99085,150,150,0.97556,1.00614
2010,Thuringa,Single parent,No,0.64394,49,49,0.50848,0.77941
2010,Thuringa,Couple with children,No,0.91028,174,174,0.86769,0.95286
2011,Schleswig-Holstein,Single-person household,No,0.95828,114,114,0.92142,0.99515
2011,Schleswig-Holstein,Couple without children,No,0.99641,164,164,0.98724,1.00559
2011,Schleswig-Holstein,Single parent,No,0.71876,67,67,0.61028,0.82723
2011,Schleswig-Holstein,Couple with children,No,0.96328,193,193,0.93668,0.98988
2011,Hamburg,Single-person household,No,0.97955,71,71,0.94640,1.01271
2011,Hamburg,Couple without children,No,0.99450,68,68,0.97679,1.01221
2011,Hamburg,Single parent,No,0.93770,36,36,0.85762,1.01777
2011,Hamburg,Couple with children,No,0.97115,77,77,0.93353,1.00878
2011,Lower Saxony,Single-person household,No,0.97773,264,264,0.95990,0.99556
2011,Lower Saxony,Couple without children,No,0.99553,424,424,0.98917,1.00189
2011,Lower Saxony,Single parent,Yes,0.12242,38,209,0.07787,0.16696
2011,Lower Saxony,Single parent,No,0.87758,171,209,0.83304,0.92213
2011,Lower Saxony,Couple with children,Yes,0.03689,43,568,0.02137,0.05240
2011,Lower Saxony,Couple with children,No,0.96311,525,568,0.94760,0.97863
2011,Bremen,Couple with children,No,0.90604,31,31,0.80164,1.01045
2011,North Rhine-Westphalia,Single-person household,No,0.95285,614,614,0.93607,0.96963
2011,North Rhine-Westphalia,Couple without children,No,0.99307,833,833,0.98743,0.99871
2011,North Rhine-Westphalia,Single parent,Yes,0.20480,100,454,0.16764,0.24196
2011,North Rhine-Westphalia,Single parent,No,0.79520,354,454,0.75804,0.83236
2011,North Rhine-Westphalia,Couple with children,Yes,0.05088,101,1280,0.03883,0.06292
2011,North Rhine-Westphalia,Couple with children,No,0.94912,1179,1280,0.93708,0.96117
2011,Hesse,Single-person household,No,0.98062,227,227,0.96265,0.99860
2011,Hesse,Couple without children,No,0.99550,280,280,0.98764,1.00335
2011,Hesse,Single parent,No,0.94076,143,143,0.90193,0.97959
2011,Hesse,Couple with children,No,0.96777,420,420,0.95086,0.98468
2011,"Rhineland-Palatinate, Saarland",Single-person household,No,0.95388,215,215,0.92578,0.98198
2011,"Rhineland-Palatinate, Saarland",Couple without children,No,0.99754,231,231,0.99114,1.00394
2011,"Rhineland-Palatinate, Saarland",Single parent,No,0.76953,93,93,0.68348,0.85559
2011,"Rhineland-Palatinate, Saarland",Couple with children,No,0.96436,327,327,0.94423,0.98448
2011,Baden-Wuerttemberg,Single-person household,No,0.97037,388,388,0.95348,0.98727
2011,Baden-Wuerttemberg,Couple without children,No,0.99508,482,482,0.98883,1.00133
2011,Baden-Wuerttemberg,Single parent,Yes,0.07992,36,251,0.04631,0.11354
2011,Baden-Wuerttemberg,Single parent,No,0.92008,215,251,0.88646,0.95369
2011,Baden-Wuerttemberg,Couple with children,No,0.97868,778,778,0.96853,0.98884
2011,Bavaria,Single-person household,No,0.98938,506,506,0.98044,0.99832
2011,Bavaria,Couple without children,No,0.98769,643,643,0.97917,0.99622
2011,Bavaria,Single parent,Yes,0.07455,45,348,0.04691,0.10219
2011,Bavaria,Single parent,No,0.92545,303,348,0.89781,0.95309
2011,Bavaria,Couple with children,Yes,0.01537,39,984,0.00768,0.02306
2011,Bavaria,Couple with children,No,0.98463,945,984,0.97694,0.99232
2011,Berlin,Single-person household,No,0.95024,201,201,0.92011,0.98038
2011,Berlin,Couple without children,No,0.99474,165,165,0.98366,1.00581
2011,Berlin,Single parent,No,0.84485,101,101,0.77389,0.91581
2011,Berlin,Couple with children,No,0.96058,158,158,0.93014,0.99102
2011,Brandenburg,Single-person household,No,0.93820,145,145,0.89887,0.97753
2011,Brandenburg,Couple without children,No,0.99498,199,199,0.98513,1.00482
2011,Brandenburg,Single parent,No,0.82626,86,86,0.74572,0.90681
2011,Brandenburg,Couple with children,No,0.97321,189,189,0.95013,0.99629
2011,Mecklenburg-Western Pomerania,Single-person household,No,0.85437,87,87,0.77982,0.92892
2011,Mecklenburg-Western Pomerania,Couple without children,No,0.99595,118,118,0.98444,1.00746
2011,Mecklenburg-Western Pomerania,Single parent,Yes,0.45982,35,76,0.34702,0.57261
2011,Mecklenburg-Western Pomerania,Single parent,No,0.54018,41,76,0.42739,0.65298
2011,Mecklenburg-Western Pomerania,Couple with children,No,0.89014,83,83,0.82245,0.95783
2011,Saxony,Single-person household,No,0.96236,220,220,0.93716,0.98757
2011,Saxony,Couple without children,No,0.99817,299,299,0.99332,1.00302
2011,Saxony,Single parent,Yes,0.22948,40,126,0.15576,0.30320
2011,Saxony,Single parent,No,0.77052,86,126,0.69680,0.84424
2011,Saxony,Couple with children,Yes,0.05011,31,360,0.02754,0.07268
2011,Saxony,Couple with children,No,0.94989,329,360,0.92732,0.97246
2011,Saxony-Anhalt,Single-person household,No,0.92725,141,141,0.88422,0.97027
2011,Saxony-Anhalt,Couple without children,No,0.99113,180,180,0.97739,1.00486
2011,Saxony-Anhalt,Single parent,No,0.73436,59,59,0.62069,0.84803
2011,Saxony-Anhalt,Couple with children,No,0.95341,192,192,0.92351,0.98330
2011,Thuringa,Single-person household,No,0.94548,154,154,0.90951,0.98146
2011,Thuringa,Couple without children,No,0.98415,187,187,0.96621,1.00210
2011,Thuringa,Single parent,No,0.67885,47,47,0.54392,0.81378
2011,Thuringa,Couple with children,No,0.91591,183,183,0.87559,0.95623
2012,Schleswig-Holstein,Single-person household,No,0.95623,132,132,0.92119,0.99126
2012,Schleswig-Holstein,Couple without children,No,0.99335,161,161,0.98077,1.00594
2012,Schleswig-Holstein,Single parent,No,0.80727,70,70,0.71420,0.90034
2012,Schleswig-Holstein,Couple with children,No,0.94288,174,174,0.90830,0.97746
2012,Hamburg,Single-person household,No,0.98052,76,76,0.94924,1.01180
2012,Hamburg,Couple without children,No,0.99896,71,71,0.99139,1.00652
2012,Hamburg,Single parent,No,0.97197,39,39,0.91949,1.02445
2012,Hamburg,Couple with children,No,0.97775,74,74,0.94391,1.01159
2012,Lower Saxony,Single-person household,No,0.97260,280,280,0.95345,0.99176
2012,Lower Saxony,Couple without children,No,0.99848,417,417,0.99474,1.00222
2012,Lower Saxony,Single parent,Yes,0.12732,39,191,0.07992,0.17471
2012,Lower Saxony,Single parent,No,0.87268,152,191,0.82529,0.92008
2012,Lower Saxony,Couple with children,Yes,0.04715,42,537,0.02921,0.06510
2012,Lower Saxony,Couple with children,No,0.95285,495,537,0.93490,0.97079
2012,Bremen,Couple with children,No,0.98976,36,36,0.95640,1.02312
2012,North Rhine-Westphalia,Single-person household,No,0.96176,630,630,0.94678,0.97675
2012,North Rhine-Westphalia,Couple without children,No,0.99068,842,842,0.98419,0.99718
2012,North Rhine-Westphalia,Single parent,Yes,0.15898,84,432,0.12445,0.19350
2012,North Rhine-Westphalia,Single parent,No,0.84102,348,432,0.80650,0.87555
2012,North Rhine-Westphalia,Couple with children,Yes,0.04518,87,1185,0.03335,0.05701
2012,North Rhine-Westphalia,Couple with children,No,0.95482,1098,1185,0.94299,0.96665
2012,Hesse,Single-person household,No,0.98468,232,232,0.96884,1.00052
2012,Hesse,Couple without children,No,0.99316,298,298,0.98378,1.00253
2012,Hesse,Single parent,No,0.91828,139,139,0.87258,0.96399
2012,Hesse,Couple with children,No,0.97824,392,392,0.96378,0.99270
2012,"Rhineland-Palatinate, Saarland",Single-person household,No,0.95006,222,222,0.92134,0.97878
2012,"Rhineland-Palatinate, Saarland",Couple without children,No,0.98758,240,240,0.97354,1.00162
2012,"Rhineland-Palatinate, Saarland",Single parent,No,0.92854,94,94,0.87619,0.98089
2012,"Rhineland-Palatinate, Saarland",Couple with children,No,0.97349,306,306,0.95546,0.99152
2012,Baden-Wuerttemberg,Single-person household,No,0.97670,382,382,0.96155,0.99185
2012,Baden-Wuerttemberg,Couple without children,No,0.99807,486,486,0.99416,1.00198
2012,Baden-Wuerttemberg,Single parent,No,0.93655,198,198,0.90251,0.97059
2012,Baden-Wuerttemberg,Couple with children,No,0.98056,711,711,0.97041,0.99072
2012,Bavaria,Single-person household,No,0.97407,521,521,0.96041,0.98773
2012,Bavaria,Couple without children,No,0.99267,642,642,0.98606,0.99927
2012,Bavaria,Single parent,Yes,0.08298,47,321,0.05276,0.11321
2012,Bavaria,Single parent,No,0.91702,274,321,0.88679,0.94724
2012,Bavaria,Couple with children,No,0.98625,918,918,0.97871,0.99379
2012,Berlin,Single-person household,No,0.93085,217,217,0.89702,0.96469
2012,Berlin,Couple without children,No,0.99479,179,179,0.98421,1.00537
2012,Berlin,Single parent,No,0.84528,97,97,0.77294,0.91762
2012,Berlin,Couple with children,No,0.95783,149,149,0.92545,0.99021
2012,Brandenburg,Single-person household,No,0.95020,147,147,0.91491,0.98549
2012,Brandenburg,Couple without children,No,0.99396,220,220,0.98370,1.00422
2012,Brandenburg,Single parent,No,0.81022,74,74,0.72027,0.90018
2012,Brandenburg,Couple with children,No,0.98561,170,170,0.96765,1.00356
2012,Mecklenburg-Western Pomerania,Single-person household,No,0.89843,93,93,0.83670,0.96016
2012,Mecklenburg-Western Pomerania,Couple without children,No,0.99052,121,121,0.97318,1.00786
2012,Mecklenburg-Western Pomerania,Single parent,Yes,0.43420,34,67,0.31462,0.55378
2012,Mecklenburg-Western Pomerania,Single parent,No,0.56580,33,67,0.44622,0.68538
2012,Mecklenburg-Western Pomerania,Couple with children,No,0.86574,80,80,0.79056,0.94092
2012,Saxony,Single-person household,No,0.97283,251,251,0.95267,0.99298
2012,Saxony,Couple without children,No,0.99762,307,307,0.99215,1.00308
2012,Saxony,Single parent,Yes,0.23292,35,120,0.15697,0.30887
2012,Saxony,Single parent,No,0.76708,85,120,0.69113,0.84303
2012,Saxony,Couple with children,No,0.95226,308,308,0.92841,0.97611
2012,Saxony-Anhalt,Single-person household,No,0.93431,143,143,0.89356,0.97506
2012,Saxony-Anhalt,Couple without children,No,0.98995,175,175,0.97513,1.00477
2012,Saxony-Anhalt,Single parent,No,0.85819,75,75,0.77871,0.93768
2012,Saxony-Anhalt,Couple with children,No,0.92852,154,154,0.88770,0.96934
2012,Thuringa,Single-person household,No,0.94636,154,154,0.91066,0.98206
2012,Thuringa,Couple without children,No,0.98937,185,185,0.97456,1.00419
2012,Thuringa,Single parent,No,0.63398,40,40,0.48280,0.78517
2012,Thuringa,Couple with children,No,0.91601,179,179,0.87526,0.95676
2013,Schleswig-Holstein,Single-person household,No,0.94447,142,142,0.90666,0.98227
2013,Schleswig-Holstein,Couple without children,No,0.97678,149,149,0.95252,1.00104
2013,Schleswig-Holstein,Single parent,No,0.83758,73,73,0.75238,0.92278
2013,Schleswig-Holstein,Couple with children,No,0.96099,205,205,0.93442,0.98756
2013,Hamburg,Single parent,No,0.90859,41,41,0.81928,0.99790
2013,Hamburg,Couple with children,No,0.97356,107,107,0.94302,1.00410
2013,Lower Saxony,Single-person household,No,0.97472,290,290,0.95662,0.99282
2013,Lower Saxony,Couple without children,No,0.99288,444,444,0.98504,1.00071
2013,Lower Saxony,Single parent,No,0.90846,189,189,0.86724,0.94968
2013,Lower Saxony,Couple with children,Yes,0.02637,38,593,0.01346,0.03927
2013,Lower Saxony,Couple with children,No,0.97363,555,593,0.96073,0.98654
2013,Bremen,Couple with children,No,0.99269,52,52,0.96931,1.01607
2013,North Rhine-Westphalia,Single-person household,No,0.97910,687,687,0.96840,0.98981
2013,North Rhine-Westphalia,Couple without children,No,0.99089,880,880,0.98460,0.99717
2013,North Rhine-Westphalia,Single parent,Yes,0.11299,68,473,0.08443,0.14155
2013,North Rhine-Westphalia,Single parent,No,0.88701,405,473,0.85845,0.91557
2013,North Rhine-Westphalia,Couple with children,Yes,0.03780,97,1450,0.02798,0.04762
2013,North Rhine-Westphalia,Couple with children,No,0.96220,1353,1450,0.95238,0.97202
2013,North Rhine-Westphalia,Other Combinations,No,0.92185,66,66,0.85660,0.98710
2013,Hesse,Single-person household,No,0.96195,259,259,0.93861,0.98530
2013,Hesse,Couple without children,No,0.99808,324,324,0.99331,1.00285
2013,Hesse,Single parent,No,0.95403,151,151,0.92052,0.98755
2013,Hesse,Couple with children,Yes,0.03435,32,479,0.01802,0.05067
2013,Hesse,Couple with children,No,0.96565,447,479,0.94933,0.98198
2013,Hesse,Other Combinations,No,0.96121,41,41,0.90137,1.02105
2013,"Rhineland-Palatinate, Saarland",Single-person household,No,0.94768,225,225,0.91852,0.97684
2013,"Rhineland-Palatinate, Saarland",Couple without children,No,0.98505,254,254,0.97010,1.00000
2013,"Rhineland-Palatinate, Saarland",Single parent,No,0.93233,105,105,0.88406,0.98061
2013,"Rhineland-Palatinate, Saarland",Couple with children,No,0.97841,365,365,0.96348,0.99334
2013,Baden-Wuerttemberg,Single-person household,No,0.98136,399,399,0.96807,0.99465
2013,Baden-Wuerttemberg,Couple without children,No,0.99538,501,501,0.98943,1.00132
2013,Baden-Wuerttemberg,Single parent,No,0.93729,195,195,0.90318,0.97141
2013,Baden-Wuerttemberg,Couple with children,No,0.99024,892,892,0.98379,0.99670
2013,Bavaria,Single-person household,No,0.97508,566,566,0.96223,0.98793
2013,Bavaria,Couple without children,No,0.99575,693,693,0.99090,1.00060
2013,Bavaria,Single parent,Yes,0.08151,38,335,0.05216,0.11085
2013,Bavaria,Single parent,No,0.91849,297,335,0.88915,0.94784
2013,Bavaria,Couple with children,No,0.98937,1052,1052,0.98317,0.99557
2013,Bavaria,Other Combinations,No,0.97579,64,64,0.93784,1.01375
2013,Berlin,Single-person household,No,0.93939,235,235,0.90882,0.96996
2013,Berlin,Single parent,No,0.88662,102,102,0.82479,0.94846
2013,Berlin,Couple with children,No,0.96320,181,181,0.93570,0.99070
2013,Brandenburg,Single-person household,No,0.93382,142,142,0.89279,0.97486
2013,Brandenburg,Couple without children,No,0.99709,216,216,0.98989,1.00429
2013,Brandenburg,Single parent,No,0.89247,76,76,0.82236,0.96258
2013,Brandenburg,Couple with children,No,0.95399,179,179,0.92321,0.98477
2013,Mecklenburg-Western Pomerania,Single-person household,No,0.93941,92,92,0.89039,0.98843
2013,Mecklenburg-Western Pomerania,Couple without children,No,0.98857,112,112,0.96880,1.00835
2013,Mecklenburg-Western Pomerania,Couple with children,No,0.84133,80,80,0.76077,0.92190
2013,Saxony,Single-person household,No,0.95517,244,244,0.92915,0.98119
2013,Saxony,Couple without children,No,0.98947,307,307,0.97803,1.00091
2013,Saxony,Single parent,Yes,0.27903,35,119,0.19810,0.35996
2013,Saxony,Single parent,No,0.72097,84,119,0.64004,0.80190
2013,Saxony,Couple with children,No,0.95750,303,303,0.93474,0.98025
2013,Saxony-Anhalt,Single-person household,No,0.95088,145,145,0.91559,0.98618
2013,Saxony-Anhalt,Couple without children,No,0.98825,184,184,0.97263,1.00386
2013,Saxony-Anhalt,Single parent,No,0.87714,66,66,0.79734,0.95695
2013,Saxony-Anhalt,Couple with children,No,0.95727,159,159,0.92574,0.98881
2013,Thuringa,Single-person household,No,0.94237,133,133,0.90261,0.98212
2013,Thuringa,Couple without children,No,0.99130,180,180,0.97769,1.00490
2013,Thuringa,Single parent,No,0.67149,48,48,0.53721,0.80576
2013,Thuringa,Couple with children,No,0.94570,180,180,0.91251,0.97890
2014,Schleswig-Holstein,Single-person household,No,0.92169,126,126,0.87459,0.96879
2014,Schleswig-Holstein,Couple without children,No,0.99768,147,147,0.98988,1.00548
2014,Schleswig-Holstein,Single parent,No,0.79536,53,53,0.68570,0.90501
2014,Schleswig-Holstein,Couple with children,No,0.93854,164,164,0.90167,0.97541
2014,Hamburg,Single-person household,No,0.99086,66,66,0.96773,1.01399
2014,Hamburg,Single parent,No,0.92878,31,31,0.83674,1.02081
2014,Hamburg,Couple with children,No,0.99050,85,85,0.96975,1.01124
2014,Lower Saxony,Single-person household,No,0.98917,268,268,0.97676,1.00159
2014,Lower Saxony,Couple without children,No,0.99707,421,421,0.99191,1.00224
2014,Lower Saxony,Single parent,No,0.90717,156,156,0.86149,0.95286
2014,Lower Saxony,Couple with children,No,0.97707,516,516,0.96415,0.99000
2014,Bremen,Single-person household,No,0.96967,31,31,0.90831,1.03104
2014,Bremen,Couple with children,No,0.99182,41,41,0.96390,1.01974
2014,North Rhine-Westphalia,Single-person household,No,0.97979,613,613,0.96865,0.99094
2014,North Rhine-Westphalia,Couple without children,No,0.99166,826,826,0.98545,0.99787
2014,North Rhine-Westphalia,Single parent,Yes,0.09877,56,403,0.06960,0.12793
2014,North Rhine-Westphalia,Single parent,No,0.90123,347,403,0.87207,0.93040
2014,North Rhine-Westphalia,Couple with children,Yes,0.03802,74,1263,0.02747,0.04857
2014,North Rhine-Westphalia,Couple with children,No,0.96198,1189,1263,0.95143,0.97253
2014,North Rhine-Westphalia,Other Combinations,No,0.95404,51,51,0.89601,1.01208
2014,Hesse,Single-person household,No,0.96537,226,226,0.94148,0.98926
2014,Hesse,Couple without children,No,0.99612,293,293,0.98898,1.00325
2014,Hesse,Single parent,No,0.96425,118,118,0.93061,0.99789
2014,Hesse,Couple with children,No,0.96974,387,387,0.95265,0.98683
2014,"Rhineland-Palatinate, Saarland",Single-person household,No,0.94389,220,220,0.91341,0.97437
2014,"Rhineland-Palatinate, Saarland",Couple without children,No,0.99644,232,232,0.98877,1.00412
2014,"Rhineland-Palatinate, Saarland",Single parent,No,0.95962,96,96,0.92003,0.99920
2014,"Rhineland-Palatinate, Saarland",Couple with children,No,0.97444,311,311,0.95687,0.99201
2014,Baden-Wuerttemberg,Single-person household,No,0.97013,364,364,0.95262,0.98764
2014,Baden-Wuerttemberg,Couple without children,No,0.99173,459,459,0.98344,1.00002
2014,Baden-Wuerttemberg,Single parent,No,0.92327,147,147,0.88009,0.96644
2014,Baden-Wuerttemberg,Couple with children,No,0.98662,745,745,0.97837,0.99488
2014,Bavaria,Single-person household,No,0.97558,544,544,0.96260,0.98856
2014,Bavaria,Couple without children,No,0.99324,658,658,0.98697,0.99950
2014,Bavaria,Single parent,No,0.93533,253,253,0.90496,0.96569
2014,Bavaria,Couple with children,No,0.98962,936,936,0.98312,0.99612
2014,Bavaria,Other Combinations,No,0.98529,44,44,0.94931,1.02127
2014,Berlin,Single-person household,No,0.95174,212,212,0.92282,0.98066
2014,Berlin,Couple without children,No,0.98289,176,176,0.96368,1.00211
2014,Berlin,Single parent,No,0.92642,78,78,0.86811,0.98474
2014,Berlin,Couple with children,No,0.97656,156,156,0.95274,1.00038
2014,Brandenburg,Single-person household,No,0.96131,143,143,0.92958,0.99303
2014,Brandenburg,Couple without children,No,0.99572,211,211,0.98690,1.00455
2014,Brandenburg,Single parent,No,0.82828,64,64,0.73516,0.92141
2014,Brandenburg,Couple with children,No,0.91917,153,153,0.87583,0.96250
2014,Mecklenburg-Western Pomerania,Single-person household,No,0.94268,95,95,0.89569,0.98967
2014,Mecklenburg-Western Pomerania,Couple without children,No,0.98913,110,110,0.96966,1.00860
2014,Mecklenburg-Western Pomerania,Single parent,No,0.74072,31,31,0.58389,0.89754
2014,Mecklenburg-Western Pomerania,Couple with children,No,0.87856,67,67,0.79976,0.95736
2014,Saxony,Single-person household,No,0.96312,231,231,0.93877,0.98748
2014,Saxony,Couple without children,No,0.99462,305,305,0.98640,1.00284
2014,Saxony,Single parent,No,0.81041,70,70,0.71792,0.90290
2014,Saxony,Couple with children,No,0.96930,276,276,0.94891,0.98969
2014,Saxony-Anhalt,Single-person household,No,0.94338,146,146,0.90577,0.98100
2014,Saxony-Anhalt,Couple without children,No,0.98492,178,178,0.96696,1.00287
2014,Saxony-Anhalt,Single parent,No,0.90958,66,66,0.83986,0.97930
2014,Saxony-Anhalt,Couple with children,No,0.94904,148,148,0.91349,0.98459
2014,Thuringa,Single-person household,No,0.95224,146,146,0.91753,0.98695
2014,Thuringa,Couple without children,No,0.99046,178,178,0.97615,1.00478
2014,Thuringa,Single parent,No,0.71874,45,45,0.58588,0.85159
2014,Thuringa,Couple with children,No,0.95745,174,174,0.92738,0.98753
2015,Schleswig-Holstein,Single-person household,No,0.91809,123,123,0.86943,0.96675
2015,Schleswig-Holstein,Single parent,No,0.82011,56,56,0.71860,0.92162
2015,Schleswig-Holstein,Couple with children,No,0.97296,171,171,0.94857,0.99734
2015,Hamburg,Single-person household,No,0.98928,69,69,0.96480,1.01376
2015,Hamburg,Couple with children,No,0.99313,93,93,0.97624,1.01001
2015,Lower Saxony,Single-person household,No,0.99320,288,288,0.98369,1.00271
2015,Lower Saxony,Couple without children,No,0.99811,422,422,0.99397,1.00226
2015,Lower Saxony,Single parent,No,0.93303,160,160,0.89418,0.97189
2015,Lower Saxony,Couple with children,No,0.98051,500,500,0.96839,0.99264
2015,Bremen,Couple with children,No,0.99113,34,34,0.95914,1.02312
