year,quintil_oecd_hh,rentown,hlc0080_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1986,2nd Quintile,Tenant,No,0.91117,636,684,0.88983,0.93251
1986,3rd Quintile,Owner,No,0.99038,348,348,0.98011,1.00065
1986,3rd Quintile,Tenant,No,0.97163,661,661,0.95897,0.98430
1986,4th Quintile,Owner,No,0.98570,395,395,0.97398,0.99743
1986,4th Quintile,Tenant,No,0.98916,609,609,0.98092,0.99739
1986,5th Quintile,Owner,No,0.99388,511,511,0.98711,1.00065
1986,5th Quintile,Tenant,No,0.98995,434,434,0.98056,0.99935
1987,1st Quintile,Owner,No,0.94242,206,206,0.91053,0.97431
1987,1st Quintile,Tenant,Yes,0.31053,191,725,0.27683,0.34424
1987,1st Quintile,Tenant,No,0.68947,534,725,0.65576,0.72317
1987,2nd Quintile,Owner,No,0.95914,293,293,0.93643,0.98185
1987,2nd Quintile,Tenant,Yes,0.11120,61,704,0.08796,0.13444
1987,2nd Quintile,Tenant,No,0.88880,643,704,0.86556,0.91204
1987,3rd Quintile,Owner,No,0.98837,366,366,0.97737,0.99937
1987,3rd Quintile,Tenant,No,0.97717,644,644,0.96562,0.98871
1987,4th Quintile,Owner,No,0.99352,415,415,0.98579,1.00125
1987,4th Quintile,Tenant,No,0.99329,596,596,0.98673,0.99985
1987,5th Quintile,Owner,No,0.99955,504,504,0.99770,1.00140
1987,5th Quintile,Tenant,No,0.99436,442,442,0.98738,1.00135
1988,1st Quintile,Owner,No,0.94623,190,190,0.91407,0.97839
1988,1st Quintile,Tenant,Yes,0.31865,202,735,0.28494,0.35236
1988,1st Quintile,Tenant,No,0.68135,533,735,0.64764,0.71506
1988,2nd Quintile,Owner,No,0.95512,284,284,0.93100,0.97924
1988,2nd Quintile,Tenant,Yes,0.10877,57,665,0.08509,0.13245
1988,2nd Quintile,Tenant,No,0.89123,608,665,0.86755,0.91491
1988,3rd Quintile,Owner,No,0.98830,347,347,0.97696,0.99963
1988,3rd Quintile,Tenant,No,0.97234,615,615,0.95937,0.98531
1988,4th Quintile,Owner,No,0.98705,406,406,0.97603,0.99806
1988,4th Quintile,Tenant,No,0.99164,564,564,0.98412,0.99916
1988,5th Quintile,Tenant,No,0.98511,410,410,0.97338,0.99685
1989,1st Quintile,Owner,No,0.95497,190,190,0.92541,0.98453
1989,1st Quintile,Tenant,Yes,0.29730,179,704,0.26351,0.33108
1989,1st Quintile,Tenant,No,0.70270,525,704,0.66892,0.73649
1989,2nd Quintile,Owner,No,0.97546,289,289,0.95759,0.99333
1989,2nd Quintile,Tenant,Yes,0.10976,64,683,0.08630,0.13322
1989,2nd Quintile,Tenant,No,0.89024,619,683,0.86678,0.91370
1989,3rd Quintile,Owner,No,0.98807,349,349,0.97666,0.99948
1989,3rd Quintile,Tenant,No,0.98608,588,588,0.97660,0.99556
1989,4th Quintile,Owner,No,0.99317,395,395,0.98504,1.00130
1989,4th Quintile,Tenant,No,0.98628,544,544,0.97649,0.99606
1989,5th Quintile,Owner,No,0.98885,452,452,0.97915,0.99854
1989,5th Quintile,Tenant,No,0.99518,391,391,0.98831,1.00205
1990,2nd Quintile,Owner,No,0.94755,278,278,0.92129,0.97380
1990,2nd Quintile,Tenant,Yes,0.25632,185,862,0.22715,0.28548
1990,2nd Quintile,Tenant,No,0.74368,677,862,0.71452,0.77285
1990,3rd Quintile,Owner,No,0.97615,372,372,0.96062,0.99168
1990,3rd Quintile,Tenant,Yes,0.05317,34,784,0.03746,0.06889
1990,3rd Quintile,Tenant,No,0.94683,750,784,0.93111,0.96254
1990,4th Quintile,Owner,No,0.99237,470,470,0.98450,1.00025
1990,4th Quintile,Tenant,No,0.96986,662,662,0.95682,0.98289
1990,5th Quintile,Owner,No,0.99362,566,566,0.98705,1.00018
1990,5th Quintile,Tenant,No,0.98804,492,492,0.97843,0.99766
1991,2nd Quintile,Owner,No,0.93954,261,261,0.91057,0.96851
1991,2nd Quintile,Tenant,Yes,0.28411,202,859,0.25394,0.31429
1991,2nd Quintile,Tenant,No,0.71589,657,859,0.68571,0.74606
1991,3rd Quintile,Owner,No,0.96302,381,381,0.94405,0.98200
1991,3rd Quintile,Tenant,No,0.95604,749,749,0.94135,0.97073
1991,4th Quintile,Owner,No,0.99332,499,499,0.98616,1.00047
1991,4th Quintile,Tenant,No,0.98512,672,672,0.97596,0.99428
1991,5th Quintile,Owner,No,0.99294,552,552,0.98595,0.99993
1991,5th Quintile,Tenant,No,0.99322,506,506,0.98606,1.00038
1992,1st Quintile,Owner,Yes,0.16551,76,331,0.12541,0.20560
1992,1st Quintile,Owner,No,0.83449,255,331,0.79440,0.87459
1992,1st Quintile,Tenant,Yes,0.40050,406,1060,0.37099,0.43002
1992,1st Quintile,Tenant,No,0.59950,654,1060,0.56998,0.62901
1992,2nd Quintile,Owner,Yes,0.09387,64,448,0.06684,0.12091
1992,2nd Quintile,Owner,No,0.90613,384,448,0.87909,0.93316
1992,2nd Quintile,Tenant,Yes,0.13108,136,1036,0.11052,0.15164
1992,2nd Quintile,Tenant,No,0.86892,900,1036,0.84836,0.88948
1992,3rd Quintile,Owner,No,0.96431,405,405,0.94622,0.98240
1992,3rd Quintile,Tenant,Yes,0.04768,37,912,0.03385,0.06152
1992,3rd Quintile,Tenant,No,0.95232,875,912,0.93848,0.96615
1992,4th Quintile,Owner,No,0.99285,509,509,0.98553,1.00018
1992,4th Quintile,Tenant,No,0.97458,735,735,0.96320,0.98597
1992,5th Quintile,Owner,No,0.99370,595,595,0.98734,1.00006
1992,5th Quintile,Tenant,No,0.99774,491,491,0.99354,1.00194
1993,1st Quintile,Owner,Yes,0.11098,53,287,0.07457,0.14738
1993,1st Quintile,Owner,No,0.88902,234,287,0.85262,0.92543
1993,1st Quintile,Tenant,Yes,0.40377,388,1014,0.37355,0.43398
1993,1st Quintile,Tenant,No,0.59623,626,1014,0.56602,0.62645
1993,2nd Quintile,Owner,Yes,0.09846,69,431,0.07030,0.12662
1993,2nd Quintile,Owner,No,0.90154,362,431,0.87338,0.92970
1993,2nd Quintile,Tenant,Yes,0.14829,170,1052,0.12680,0.16978
1993,2nd Quintile,Tenant,No,0.85171,882,1052,0.83022,0.87320
1993,3rd Quintile,Owner,No,0.96701,466,466,0.95077,0.98324
1993,3rd Quintile,Tenant,Yes,0.04352,46,885,0.03007,0.05697
1993,3rd Quintile,Tenant,No,0.95648,839,885,0.94303,0.96993
1993,4th Quintile,Owner,No,0.98963,518,518,0.98089,0.99836
1993,4th Quintile,Tenant,No,0.99244,756,756,0.98626,0.99862
1993,5th Quintile,Owner,No,0.99590,577,577,0.99069,1.00112
1993,5th Quintile,Tenant,No,0.99118,515,515,0.98309,0.99926
1994,1st Quintile,Owner,Yes,0.11156,48,266,0.07365,0.14946
1994,1st Quintile,Owner,No,0.88844,218,266,0.85054,0.92635
1994,1st Quintile,Tenant,Yes,0.34508,354,1061,0.31646,0.37370
1994,1st Quintile,Tenant,No,0.65492,707,1061,0.62630,0.68354
1994,2nd Quintile,Owner,Yes,0.04430,33,433,0.02490,0.06371
1994,2nd Quintile,Owner,No,0.95570,400,433,0.93629,0.97510
1994,2nd Quintile,Tenant,Yes,0.10713,101,973,0.08768,0.12657
1994,2nd Quintile,Tenant,No,0.89287,872,973,0.87343,0.91232
1994,3rd Quintile,Owner,No,0.99463,499,499,0.98821,1.00105
1994,3rd Quintile,Tenant,Yes,0.03658,34,852,0.02397,0.04919
1994,3rd Quintile,Tenant,No,0.96342,818,852,0.95081,0.97603
1994,4th Quintile,Owner,No,0.99019,498,498,0.98153,0.99886
1994,4th Quintile,Tenant,No,0.98790,726,726,0.97993,0.99586
1994,5th Quintile,Tenant,No,0.99465,516,516,0.98835,1.00095
1995,1st Quintile,Owner,Yes,0.08151,34,242,0.04697,0.11606
1995,1st Quintile,Owner,No,0.91849,208,242,0.88394,0.95303
1995,1st Quintile,Tenant,Yes,0.31801,363,1150,0.29108,0.34493
1995,1st Quintile,Tenant,No,0.68199,787,1150,0.65507,0.70892
1995,2nd Quintile,Owner,No,0.97142,388,388,0.95482,0.98802
1995,2nd Quintile,Tenant,Yes,0.08120,88,1059,0.06474,0.09766
1995,2nd Quintile,Tenant,No,0.91880,971,1059,0.90234,0.93526
1995,3rd Quintile,Owner,No,0.99004,522,522,0.98152,0.99857
1995,3rd Quintile,Tenant,No,0.97724,853,853,0.96722,0.98725
1995,4th Quintile,Owner,No,0.99781,544,544,0.99387,1.00174
1995,4th Quintile,Tenant,No,0.98854,727,727,0.98080,0.99628
1995,5th Quintile,Owner,No,0.99955,627,627,0.99788,1.00121
1995,5th Quintile,Tenant,No,0.99618,506,506,0.99080,1.00156
1996,1st Quintile,Owner,No,0.92921,209,209,0.89435,0.96406
1996,1st Quintile,Tenant,Yes,0.26930,317,1170,0.24387,0.29473
1996,1st Quintile,Tenant,No,0.73070,853,1170,0.70527,0.75613
1996,2nd Quintile,Owner,No,0.96388,396,396,0.94548,0.98228
1996,2nd Quintile,Tenant,Yes,0.06072,66,983,0.04579,0.07566
1996,2nd Quintile,Tenant,No,0.93928,917,983,0.92434,0.95421
1996,3rd Quintile,Owner,No,0.99757,537,537,0.99339,1.00174
1996,3rd Quintile,Tenant,No,0.98204,840,840,0.97305,0.99103
1996,4th Quintile,Owner,No,0.99067,573,573,0.98279,0.99855
1996,4th Quintile,Tenant,No,0.99009,710,710,0.98280,0.99738
1996,5th Quintile,Owner,No,0.99727,622,622,0.99316,1.00137
1996,5th Quintile,Tenant,No,0.99034,493,493,0.98169,0.99898
1997,1st Quintile,Owner,No,0.94438,222,222,0.91417,0.97460
1997,1st Quintile,Tenant,Yes,0.26039,302,1094,0.23437,0.28641
1997,1st Quintile,Tenant,No,0.73961,792,1094,0.71359,0.76563
1997,2nd Quintile,Owner,No,0.97342,419,419,0.95800,0.98884
1997,2nd Quintile,Tenant,Yes,0.05663,61,978,0.04214,0.07113
1997,2nd Quintile,Tenant,No,0.94337,917,978,0.92887,0.95786
1997,3rd Quintile,Owner,No,0.99989,540,540,0.99902,1.00076
1997,3rd Quintile,Tenant,No,0.98585,828,828,0.97781,0.99390
1997,4th Quintile,Owner,No,0.99934,577,577,0.99724,1.00144
1997,4th Quintile,Tenant,No,0.99530,711,711,0.99027,1.00033
1997,5th Quintile,Owner,No,0.99727,643,643,0.99324,1.00131
1997,5th Quintile,Tenant,No,0.99361,457,457,0.98630,1.00093
1998,1st Quintile,Owner,No,0.95625,219,219,0.92909,0.98340
1998,1st Quintile,Tenant,Yes,0.26132,334,1269,0.23714,0.28551
1998,1st Quintile,Tenant,No,0.73868,935,1269,0.71449,0.76286
1998,2nd Quintile,Owner,No,0.97623,510,510,0.96299,0.98946
1998,2nd Quintile,Tenant,Yes,0.05480,65,1050,0.04103,0.06858
1998,2nd Quintile,Tenant,No,0.94520,985,1050,0.93142,0.95897
1998,3rd Quintile,Owner,No,0.99267,616,616,0.98592,0.99941
1998,3rd Quintile,Tenant,No,0.98970,892,892,0.98308,0.99633
1998,4th Quintile,Owner,No,0.99385,707,707,0.98809,0.99962
1998,4th Quintile,Tenant,No,0.99009,778,778,0.98312,0.99705
1998,5th Quintile,Owner,No,0.99743,806,806,0.99394,1.00093
1998,5th Quintile,Tenant,No,0.99649,492,492,0.99125,1.00172
1999,1st Quintile,Owner,No,0.94153,243,243,0.91196,0.97109
1999,1st Quintile,Tenant,Yes,0.25650,322,1227,0.23205,0.28094
1999,1st Quintile,Tenant,No,0.74350,905,1227,0.71906,0.76795
1999,2nd Quintile,Owner,No,0.99028,492,492,0.98161,0.99896
1999,2nd Quintile,Tenant,Yes,0.06596,60,1016,0.05069,0.08123
1999,2nd Quintile,Tenant,No,0.93404,956,1016,0.91877,0.94931
1999,3rd Quintile,Owner,No,0.99795,627,627,0.99441,1.00149
1999,3rd Quintile,Tenant,No,0.97554,832,832,0.96504,0.98605
1999,4th Quintile,Owner,No,0.99824,689,689,0.99511,1.00137
1999,4th Quintile,Tenant,No,0.99645,685,685,0.99199,1.00091
1999,5th Quintile,Owner,No,0.99658,764,764,0.99244,1.00072
1999,5th Quintile,Tenant,No,0.99937,471,471,0.99709,1.00164
2000,1st Quintile,Owner,No,0.96040,484,484,0.94300,0.97779
2000,1st Quintile,Tenant,Yes,0.22620,488,2037,0.20802,0.24437
2000,1st Quintile,Tenant,No,0.77380,1549,2037,0.75563,0.79198
2000,2nd Quintile,Owner,No,0.98548,953,953,0.97788,0.99308
2000,2nd Quintile,Tenant,Yes,0.05153,94,1739,0.04113,0.06192
2000,2nd Quintile,Tenant,No,0.94847,1645,1739,0.93808,0.95887
2000,3rd Quintile,Owner,No,0.99604,1226,1226,0.99253,0.99956
2000,3rd Quintile,Tenant,No,0.98710,1387,1387,0.98116,0.99304
2000,4th Quintile,Owner,No,0.99615,1446,1446,0.99296,0.99935
2000,4th Quintile,Tenant,No,0.99074,1133,1133,0.98516,0.99632
2000,5th Quintile,Owner,No,0.99924,1641,1641,0.99790,1.00057
2000,5th Quintile,Tenant,No,0.99680,780,780,0.99283,1.00077
2001,1st Quintile,Owner,No,0.96356,374,374,0.94454,0.98257
2001,1st Quintile,Tenant,Yes,0.24833,493,1822,0.22848,0.26817
2001,1st Quintile,Tenant,No,0.75167,1329,1822,0.73183,0.77152
2001,2nd Quintile,Owner,No,0.98285,886,886,0.97430,0.99141
2001,2nd Quintile,Tenant,Yes,0.06071,100,1542,0.04879,0.07263
2001,2nd Quintile,Tenant,No,0.93929,1442,1542,0.92737,0.95121
2001,3rd Quintile,Owner,No,0.99279,1159,1159,0.98792,0.99766
2001,3rd Quintile,Tenant,No,0.98160,1239,1239,0.97411,0.98908
2001,4th Quintile,Owner,No,0.99669,1326,1326,0.99359,0.99978
2001,4th Quintile,Tenant,No,0.99039,1027,1027,0.98442,0.99636
2001,5th Quintile,Owner,No,0.99796,1457,1457,0.99564,1.00028
2001,5th Quintile,Tenant,No,0.99401,714,714,0.98834,0.99967
2002,1st Quintile,Owner,No,0.96745,365,365,0.94922,0.98568
2002,1st Quintile,Tenant,Yes,0.24440,439,1700,0.22397,0.26484
2002,1st Quintile,Tenant,No,0.75560,1261,1700,0.73516,0.77603
2002,2nd Quintile,Owner,No,0.97740,820,820,0.96723,0.98758
2002,2nd Quintile,Tenant,Yes,0.05773,81,1397,0.04550,0.06997
2002,2nd Quintile,Tenant,No,0.94227,1316,1397,0.93003,0.95450
2002,3rd Quintile,Owner,No,0.98634,1027,1027,0.97924,0.99344
2002,3rd Quintile,Tenant,No,0.98328,1202,1202,0.97603,0.99053
2002,4th Quintile,Owner,No,0.99768,1319,1319,0.99509,1.00028
2002,4th Quintile,Tenant,No,0.98938,1028,1028,0.98312,0.99565
2002,5th Quintile,Owner,No,0.99661,2250,2250,0.99421,0.99901
2002,5th Quintile,Tenant,No,0.99559,967,967,0.99141,0.99977
2003,1st Quintile,Owner,No,0.95389,333,333,0.93134,0.97645
2003,1st Quintile,Tenant,Yes,0.27321,465,1683,0.25192,0.29451
2003,1st Quintile,Tenant,No,0.72679,1218,1683,0.70549,0.74808
2003,2nd Quintile,Owner,No,0.97856,807,807,0.96856,0.98856
2003,2nd Quintile,Tenant,Yes,0.06192,89,1376,0.04918,0.07466
2003,2nd Quintile,Tenant,No,0.93808,1287,1376,0.92534,0.95082
2003,3rd Quintile,Owner,No,0.99462,1041,1041,0.99017,0.99907
2003,3rd Quintile,Tenant,No,0.98069,1150,1150,0.97273,0.98864
2003,4th Quintile,Owner,No,0.99719,1273,1273,0.99428,1.00010
2003,4th Quintile,Tenant,No,0.99762,991,991,0.99458,1.00065
2003,5th Quintile,Owner,No,0.99597,2143,2143,0.99328,0.99865
2003,5th Quintile,Tenant,No,0.99732,877,877,0.99390,1.00075
2004,1st Quintile,Owner,No,0.92919,309,309,0.90054,0.95784
2004,1st Quintile,Tenant,Yes,0.29436,492,1613,0.27211,0.31661
2004,1st Quintile,Tenant,No,0.70564,1121,1613,0.68339,0.72789
2004,2nd Quintile,Owner,No,0.97289,756,756,0.96130,0.98447
2004,2nd Quintile,Tenant,Yes,0.05952,94,1376,0.04701,0.07202
2004,2nd Quintile,Tenant,No,0.94048,1282,1376,0.92798,0.95299
2004,3rd Quintile,Owner,No,0.98893,1027,1027,0.98253,0.99533
2004,3rd Quintile,Tenant,No,0.97720,1121,1121,0.96846,0.98594
2004,4th Quintile,Owner,No,0.99378,1292,1292,0.98950,0.99807
2004,4th Quintile,Tenant,No,0.99120,962,962,0.98529,0.99710
2004,5th Quintile,Owner,No,0.99740,2096,2096,0.99522,0.99958
2004,5th Quintile,Tenant,No,0.99064,845,845,0.98415,0.99714
2005,1st Quintile,Owner,No,0.94490,309,309,0.91942,0.97039
2005,1st Quintile,Tenant,Yes,0.30915,488,1633,0.28673,0.33157
2005,1st Quintile,Tenant,No,0.69085,1145,1633,0.66843,0.71327
2005,2nd Quintile,Owner,No,0.96939,737,737,0.95695,0.98184
2005,2nd Quintile,Tenant,Yes,0.05980,87,1303,0.04692,0.07269
2005,2nd Quintile,Tenant,No,0.94020,1216,1303,0.92731,0.95308
2005,3rd Quintile,Owner,No,0.98642,1005,1005,0.97926,0.99358
2005,3rd Quintile,Tenant,No,0.96976,1045,1045,0.95937,0.98015
2005,4th Quintile,Owner,No,0.99594,1297,1297,0.99247,0.99940
2005,4th Quintile,Tenant,No,0.97999,896,896,0.97081,0.98916
2005,5th Quintile,Owner,No,0.99879,1971,1971,0.99725,1.00032
2006,1st Quintile,Owner,No,0.96491,337,337,0.94523,0.98458
2006,1st Quintile,Tenant,Yes,0.20578,377,1724,0.18670,0.22487
2006,1st Quintile,Tenant,No,0.79422,1347,1724,0.77513,0.81330
2006,2nd Quintile,Owner,No,0.96905,780,780,0.95689,0.98121
2006,2nd Quintile,Tenant,Yes,0.05568,87,1415,0.04373,0.06764
2006,2nd Quintile,Tenant,No,0.94432,1328,1415,0.93236,0.95627
2006,3rd Quintile,Owner,No,0.99463,1182,1182,0.99047,0.99880
2006,3rd Quintile,Tenant,No,0.97447,1167,1167,0.96542,0.98353
2006,4th Quintile,Owner,No,0.99733,1482,1482,0.99470,0.99996
2006,4th Quintile,Tenant,No,0.99353,997,997,0.98855,0.99851
2006,5th Quintile,Owner,No,0.99742,2164,2164,0.99528,0.99956
2006,5th Quintile,Tenant,No,0.99152,887,887,0.98549,0.99756
2007,1st Quintile,Owner,No,0.96486,319,319,0.94462,0.98510
2007,1st Quintile,Tenant,Yes,0.18424,302,1614,0.16532,0.20316
2007,1st Quintile,Tenant,No,0.81576,1312,1614,0.79684,0.83468
2007,2nd Quintile,Owner,No,0.97804,726,726,0.96737,0.98870
2007,2nd Quintile,Tenant,Yes,0.06870,96,1361,0.05526,0.08214
2007,2nd Quintile,Tenant,No,0.93130,1265,1361,0.91786,0.94474
2007,3rd Quintile,Owner,No,0.99627,1116,1116,0.99269,0.99985
2007,3rd Quintile,Tenant,No,0.97872,1066,1066,0.97006,0.98739
2007,4th Quintile,Owner,No,0.99784,1386,1386,0.99539,1.00028
2007,4th Quintile,Tenant,No,0.99091,934,934,0.98482,0.99700
2007,5th Quintile,Tenant,No,0.99666,796,796,0.99265,1.00067
2008,1st Quintile,Owner,No,0.95289,310,310,0.92927,0.97652
2008,1st Quintile,Tenant,Yes,0.16237,263,1543,0.14396,0.18078
2008,1st Quintile,Tenant,No,0.83763,1280,1543,0.81922,0.85604
2008,2nd Quintile,Owner,No,0.98896,724,724,0.98134,0.99657
2008,2nd Quintile,Tenant,Yes,0.05564,68,1236,0.04285,0.06842
2008,2nd Quintile,Tenant,No,0.94436,1168,1236,0.93158,0.95715
2008,3rd Quintile,Owner,No,0.99555,1089,1089,0.99160,0.99951
2008,3rd Quintile,Tenant,No,0.97241,1046,1046,0.96248,0.98234
2008,4th Quintile,Owner,No,0.99877,1268,1268,0.99685,1.00070
2008,4th Quintile,Tenant,No,0.99412,839,839,0.98894,0.99930
2008,5th Quintile,Owner,No,0.99821,1947,1947,0.99633,1.00009
2009,1st Quintile,Owner,No,0.97328,288,288,0.95462,0.99194
2009,1st Quintile,Tenant,Yes,0.16671,256,1462,0.14759,0.18582
2009,1st Quintile,Tenant,No,0.83329,1206,1462,0.81418,0.85241
2009,2nd Quintile,Owner,No,0.99309,678,678,0.98684,0.99933
2009,2nd Quintile,Tenant,Yes,0.04719,59,1172,0.03505,0.05934
2009,2nd Quintile,Tenant,No,0.95281,1113,1172,0.94066,0.96495
2009,3rd Quintile,Owner,No,0.99540,1003,1003,0.99122,0.99959
2009,3rd Quintile,Tenant,No,0.97919,913,913,0.96992,0.98845
2009,4th Quintile,Owner,No,0.99977,1255,1255,0.99892,1.00061
2009,4th Quintile,Tenant,No,0.99563,791,791,0.99103,1.00023
2009,5th Quintile,Owner,No,0.99661,1791,1791,0.99391,0.99930
2009,5th Quintile,Tenant,No,0.99755,682,682,0.99384,1.00126
2010,1st Quintile,Owner,No,0.97083,426,426,0.95483,0.98683
2010,1st Quintile,Tenant,Yes,0.15950,490,2688,0.14566,0.17334
2010,1st Quintile,Tenant,No,0.84050,2198,2688,0.82666,0.85434
2010,2nd Quintile,Owner,Yes,0.01779,43,1117,0.01004,0.02555
2010,2nd Quintile,Owner,No,0.98221,1074,1117,0.97445,0.98996
2010,2nd Quintile,Tenant,Yes,0.04203,140,1803,0.03276,0.05129
2010,2nd Quintile,Tenant,No,0.95797,1663,1803,0.94871,0.96724
2010,3rd Quintile,Owner,No,0.99804,1326,1326,0.99566,1.00042
2010,3rd Quintile,Tenant,Yes,0.01627,33,1225,0.00918,0.02336
2010,3rd Quintile,Tenant,No,0.98373,1192,1225,0.97664,0.99082
2010,4th Quintile,Owner,No,0.99949,1496,1496,0.99835,1.00063
2010,4th Quintile,Tenant,No,0.99616,951,951,0.99222,1.00009
2010,5th Quintile,Owner,No,0.99967,1926,1926,0.99885,1.00048
2010,5th Quintile,Tenant,No,0.98954,781,781,0.98240,0.99668
2011,1st Quintile,Owner,Yes,0.03476,40,579,0.01983,0.04970
2011,1st Quintile,Owner,No,0.96524,539,579,0.95030,0.98017
2011,1st Quintile,Tenant,Yes,0.14673,645,3076,0.13422,0.15923
2011,1st Quintile,Tenant,No,0.85327,2431,3076,0.84077,0.86578
2011,2nd Quintile,Owner,Yes,0.01368,48,1281,0.00732,0.02005
2011,2nd Quintile,Owner,No,0.98632,1233,1281,0.97995,0.99268
2011,2nd Quintile,Tenant,Yes,0.05019,207,2084,0.04081,0.05956
2011,2nd Quintile,Tenant,No,0.94981,1877,2084,0.94044,0.95919
2011,3rd Quintile,Owner,No,0.99926,1619,1619,0.99793,1.00058
2011,3rd Quintile,Tenant,Yes,0.01184,42,1542,0.00644,0.01724
2011,3rd Quintile,Tenant,No,0.98816,1500,1542,0.98276,0.99356
2011,4th Quintile,Owner,No,0.99981,1832,1832,0.99917,1.00044
2011,4th Quintile,Tenant,No,0.99273,1157,1157,0.98783,0.99763
2011,5th Quintile,Owner,No,0.99954,2239,2239,0.99864,1.00043
2011,5th Quintile,Tenant,No,0.99605,879,879,0.99190,1.00020
2012,1st Quintile,Owner,Yes,0.04582,49,525,0.02791,0.06372
2012,1st Quintile,Owner,No,0.95418,476,525,0.93628,0.97209
2012,1st Quintile,Tenant,Yes,0.13525,594,3002,0.12302,0.14749
2012,1st Quintile,Tenant,No,0.86475,2408,3002,0.85251,0.87698
2012,2nd Quintile,Owner,Yes,0.01157,37,1200,0.00552,0.01762
2012,2nd Quintile,Owner,No,0.98843,1163,1200,0.98238,0.99448
2012,2nd Quintile,Tenant,Yes,0.03695,166,2053,0.02878,0.04511
2012,2nd Quintile,Tenant,No,0.96305,1887,2053,0.95489,0.97122
2012,3rd Quintile,Owner,No,0.99875,1604,1604,0.99701,1.00048
2012,3rd Quintile,Tenant,Yes,0.02110,42,1524,0.01388,0.02832
2012,3rd Quintile,Tenant,No,0.97890,1482,1524,0.97168,0.98612
2012,4th Quintile,Owner,No,0.99912,1844,1844,0.99777,1.00047
2012,4th Quintile,Tenant,No,0.99332,1100,1100,0.98850,0.99813
2012,5th Quintile,Owner,No,0.99957,2252,2252,0.99872,1.00043
2012,5th Quintile,Tenant,No,0.99486,840,840,0.99002,0.99970
2013,1st Quintile,Owner,Yes,0.03357,46,570,0.01877,0.04837
2013,1st Quintile,Owner,No,0.96643,524,570,0.95163,0.98123
2013,1st Quintile,Tenant,Yes,0.11751,561,3607,0.10700,0.12802
2013,1st Quintile,Tenant,No,0.88249,3046,3607,0.87198,0.89300
2013,2nd Quintile,Owner,No,0.99092,1220,1220,0.98559,0.99624
2013,2nd Quintile,Tenant,Yes,0.04449,173,2548,0.03648,0.05250
2013,2nd Quintile,Tenant,No,0.95551,2375,2548,0.94750,0.96352
2013,3rd Quintile,Owner,No,0.99884,1670,1670,0.99721,1.00047
2013,3rd Quintile,Tenant,Yes,0.01705,44,1640,0.01078,0.02332
2013,3rd Quintile,Tenant,No,0.98295,1596,1640,0.97668,0.98922
2013,4th Quintile,Tenant,No,0.99620,1256,1256,0.99280,0.99961
2013,5th Quintile,Tenant,No,0.99574,922,922,0.99153,0.99995
2014,1st Quintile,Owner,Yes,0.02806,31,502,0.01360,0.04252
2014,1st Quintile,Owner,No,0.97194,471,502,0.95748,0.98640
2014,1st Quintile,Tenant,Yes,0.11771,438,2930,0.10604,0.12938
2014,1st Quintile,Tenant,No,0.88229,2492,2930,0.87062,0.89396
2014,2nd Quintile,Owner,No,0.99264,1061,1061,0.98750,0.99779
2014,2nd Quintile,Tenant,Yes,0.04273,155,2204,0.03429,0.05118
