"e11102","year","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"erwerbstätig","2006","Bayern","2044","","",""
"erwerbstätig","2006","Saarland","","","",""
"erwerbstätig","2006","Berlin","484","0.59450048920147","0.560284340494825","0.628716637908115"
"erwerbstätig","2006","Brandenburg","535","0.548964232426242","0.517322241291918","0.580606223560567"
"erwerbstätig","2006","Mecklenburg-Vorpommern","325","0.544203807308512","0.50302762598307","0.585379988633954"
"erwerbstätig","2006","Sachsen","928","0.52908135110951","0.504684193015588","0.553478509203432"
"erwerbstätig","2006","Sachsen-Anhalt","525","0.521506870109458","0.489349828005414","0.553663912213502"
"erwerbstätig","2006","Thueringen","546","0.531076887936058","0.499591144339191","0.562562631532926"
"nicht erwerbstätig","2007","Schleswig-Holstein","269","","",""
"nicht erwerbstätig","2007","Hamburg","127","","",""
"nicht erwerbstätig","2007","Niedersachsen","733","0.42005940469925","0.397604758512174","0.442514050886326"
"nicht erwerbstätig","2007","Bremen","65","0.521023479870341","0.4405406954327","0.601506264307981"
"nicht erwerbstätig","2007","Nordrhein-Westfalen","1714","","",""
"nicht erwerbstätig","2007","Hessen","493","0.354618672291664","0.32966584616148","0.379571498421847"
"nicht erwerbstätig","2007","Rheinland-Pfalz,Saarland","485","0.402307224038964","0.374481543928415","0.430132904149512"
"nicht erwerbstätig","2007","Baden-Wuerttemberg","978","0.401214476528351","0.382126739656262","0.420302213400441"
"nicht erwerbstätig","2007","Bayern","1096","","",""
"nicht erwerbstätig","2007","Saarland","","","",""
"nicht erwerbstätig","2007","Berlin","282","","",""
"nicht erwerbstätig","2007","Brandenburg","393","0.470382708001998","0.437311442286605","0.503453973717391"
"nicht erwerbstätig","2007","Mecklenburg-Vorpommern","209","","",""
"nicht erwerbstätig","2007","Sachsen","629","0.452811691257741","0.427918549989325","0.477704832526158"
"nicht erwerbstätig","2007","Sachsen-Anhalt","388","0.485538078201942","0.452647269904691","0.518428886499193"
"nicht erwerbstätig","2007","Thueringen","411","0.462627883540848","0.430513760715982","0.494742006365715"
"erwerbstätig","2007","Schleswig-Holstein","359","0.560717162570689","0.521901025593515","0.599533299547863"
"erwerbstätig","2007","Hamburg","169","","",""
"erwerbstätig","2007","Niedersachsen","1123","","",""
"erwerbstätig","2007","Bremen","83","0.478976520129659","0.398493735692019","0.5594593045673"
"erwerbstätig","2007","Nordrhein-Westfalen","2561","","",""
"erwerbstätig","2007","Hessen","919","0.645381327708336","0.620428501578153","0.67033415383852"
"erwerbstätig","2007","Rheinland-Pfalz,Saarland","708","0.597692775961036","0.569867095850488","0.625518456071585"
"erwerbstätig","2007","Baden-Wuerttemberg","1555","","",""
"erwerbstätig","2007","Bayern","1910","","",""
"erwerbstätig","2007","Saarland","","","",""
"erwerbstätig","2007","Berlin","480","0.615392326888604","0.580849679767413","0.649934974009796"
"erwerbstätig","2007","Brandenburg","482","0.529617291998002","0.496546026282609","0.562688557713395"
"erwerbstätig","2007","Mecklenburg-Vorpommern","308","0.556895675457555","0.514076062592941","0.599715288322169"
"erwerbstätig","2007","Sachsen","907","0.547188308742259","0.522295167473842","0.572081450010675"
"erwerbstätig","2007","Sachsen-Anhalt","499","0.514461921798058","0.481571113500807","0.547352730095309"
"erwerbstätig","2007","Thueringen","515","0.537372116459152","0.505257993634285","0.569486239284018"
"nicht erwerbstätig","2008","Schleswig-Holstein","249","","",""
"nicht erwerbstätig","2008","Hamburg","118","","",""
"nicht erwerbstätig","2008","Niedersachsen","702","0.410164874541388","0.387237648673065","0.433092100409711"
"nicht erwerbstätig","2008","Bremen","59","0.505907856378722","0.422792671173269","0.589023041584175"
"nicht erwerbstätig","2008","Nordrhein-Westfalen","1578","","",""
"nicht erwerbstätig","2008","Hessen","468","0.362242223739933","0.336459139049858","0.388025308430008"
"nicht erwerbstätig","2008","Rheinland-Pfalz,Saarland","457","0.420340259173314","0.39139292548456","0.449287592862069"
"nicht erwerbstätig","2008","Baden-Wuerttemberg","904","0.379802233206798","0.360344466294376","0.399260000119221"
"nicht erwerbstätig","2008","Bayern","1003","","",""
"nicht erwerbstätig","2008","Saarland","","","",""
"nicht erwerbstätig","2008","Berlin","263","","",""
"nicht erwerbstätig","2008","Brandenburg","383","0.465172150590116","0.431239099993255","0.499105201186977"
"nicht erwerbstätig","2008","Mecklenburg-Vorpommern","205","","",""
"nicht erwerbstätig","2008","Sachsen","569","0.416977495652018","0.391564087460677","0.442390903843358"
"nicht erwerbstätig","2008","Sachsen-Anhalt","335","0.47353646916889","0.439403580507648","0.507669357830131"
"nicht erwerbstätig","2008","Thueringen","383","0.445100594301776","0.412265144352898","0.477936044250655"
"erwerbstätig","2008","Schleswig-Holstein","315","0.569690826766603","0.528828936381228","0.610552717151978"
"erwerbstätig","2008","Hamburg","166","","",""
"erwerbstätig","2008","Niedersachsen","1066","","",""
"erwerbstätig","2008","Bremen","80","0.494092143621278","0.410976958415825","0.577207328826731"
"erwerbstätig","2008","Nordrhein-Westfalen","2402","","",""
"erwerbstätig","2008","Hessen","867","0.637757776260067","0.611974691569992","0.663540860950142"
"erwerbstätig","2008","Rheinland-Pfalz,Saarland","660","0.579659740826686","0.550712407137931","0.60860707451544"
"erwerbstätig","2008","Baden-Wuerttemberg","1486","","",""
"erwerbstätig","2008","Bayern","1792","","",""
"erwerbstätig","2008","Saarland","","","",""
"erwerbstätig","2008","Berlin","464","0.625761627727836","0.590584570321442","0.66093868513423"
"erwerbstätig","2008","Brandenburg","447","0.534827849409884","0.500894798813023","0.568760900006745"
"erwerbstätig","2008","Mecklenburg-Vorpommern","289","","",""
"erwerbstätig","2008","Sachsen","877","0.583022504347982","0.557609096156642","0.608435912539323"
"erwerbstätig","2008","Sachsen-Anhalt","487","0.52646353083111","0.492330642169868","0.560596419492352"
"erwerbstätig","2008","Thueringen","497","0.554899405698224","0.522063955749345","0.587734855647102"
"nicht erwerbstätig","2009","Schleswig-Holstein","222","","",""
"nicht erwerbstätig","2009","Hamburg","105","","",""
"nicht erwerbstätig","2009","Niedersachsen","648","0.399580904274586","0.375946985987337","0.423214822561836"
"nicht erwerbstätig","2009","Bremen","53","0.544206038551217","0.45509665694534","0.633315420157094"
"nicht erwerbstätig","2009","Nordrhein-Westfalen","1448","","",""
"nicht erwerbstätig","2009","Hessen","426","0.346303939367297","0.319735907290278","0.372871971444315"
"nicht erwerbstätig","2009","Rheinland-Pfalz,Saarland","422","0.400790861684154","0.371120996764524","0.430460726603783"
"nicht erwerbstätig","2009","Baden-Wuerttemberg","763","0.359423265504544","0.339088865046375","0.379757665962714"
"nicht erwerbstätig","2009","Bayern","945","0.353394729264193","0.335194585932581","0.371594872595805"
"nicht erwerbstätig","2009","Saarland","","","",""
"nicht erwerbstätig","2009","Berlin","256","","",""
"nicht erwerbstätig","2009","Brandenburg","355","0.448173412428092","0.413625969168086","0.482720855688099"
"nicht erwerbstätig","2009","Mecklenburg-Vorpommern","193","","",""
"nicht erwerbstätig","2009","Sachsen","531","0.404943899094698","0.378997736926839","0.430890061262557"
"nicht erwerbstätig","2009","Sachsen-Anhalt","304","0.460470864886455","0.425333687323484","0.495608042449426"
"nicht erwerbstätig","2009","Thueringen","365","0.422683335359944","0.389036243607111","0.456330427112777"
"erwerbstätig","2009","Schleswig-Holstein","297","","",""
"erwerbstätig","2009","Hamburg","164","","",""
"erwerbstätig","2009","Niedersachsen","1002","","",""
"erwerbstätig","2009","Bremen","67","0.455793961448783","0.366684579842906","0.54490334305466"
"erwerbstätig","2009","Nordrhein-Westfalen","2240","","",""
"erwerbstätig","2009","Hessen","806","0.653696060632703","0.627128028555685","0.680264092709722"
"erwerbstätig","2009","Rheinland-Pfalz,Saarland","626","0.599209138315847","0.569539273396217","0.628879003235476"
"erwerbstätig","2009","Baden-Wuerttemberg","1376","","",""
"erwerbstätig","2009","Bayern","1705","","",""
"erwerbstätig","2009","Saarland","","","",""
"erwerbstätig","2009","Berlin","438","0.638161241187896","0.60241000113489","0.673912481240901"
"erwerbstätig","2009","Brandenburg","441","0.551826587571908","0.517279144311901","0.586374030831914"
"erwerbstätig","2009","Mecklenburg-Vorpommern","280","","",""
"erwerbstätig","2009","Sachsen","844","0.595056100905302","0.569109938737443","0.621002263073161"
"erwerbstätig","2009","Sachsen-Anhalt","469","0.539529135113545","0.504391957550574","0.574666312676516"
"erwerbstätig","2009","Thueringen","463","0.577316664640056","0.543669572887223","0.610963756392889"
"nicht erwerbstätig","2010","Schleswig-Holstein","294","","",""
"nicht erwerbstätig","2010","Hamburg","139","","",""
"nicht erwerbstätig","2010","Niedersachsen","819","0.402299836812512","0.381933890343487","0.422665783281538"
"nicht erwerbstätig","2010","Bremen","69","0.495217915655779","0.420929070504404","0.569506760807154"
"nicht erwerbstätig","2010","Nordrhein-Westfalen","1908","","",""
"nicht erwerbstätig","2010","Hessen","557","0.351583298302588","0.32889982641632","0.374266770188855"
"nicht erwerbstätig","2010","Rheinland-Pfalz,Saarland","483","0.376695840735335","0.350943064055667","0.402448617415004"
"nicht erwerbstätig","2010","Baden-Wuerttemberg","976","0.360027068470867","0.34270556988077","0.377348567060964"
"nicht erwerbstätig","2010","Bayern","1200","","",""
"nicht erwerbstätig","2010","Saarland","","","",""
"nicht erwerbstätig","2010","Berlin","344","0.373842994332597","0.342781211421847","0.404904777243347"
"nicht erwerbstätig","2010","Brandenburg","415","0.447975576241035","0.416681038648232","0.479270113833839"
"nicht erwerbstätig","2010","Mecklenburg-Vorpommern","222","","",""
"nicht erwerbstätig","2010","Sachsen","601","0.383506463520119","0.360337931389864","0.406674995650374"
"nicht erwerbstätig","2010","Sachsen-Anhalt","353","0.424635317786188","0.392573188688077","0.456697446884299"
"nicht erwerbstätig","2010","Thueringen","366","0.406936088983682","0.375860002132943","0.438012175834421"
"erwerbstätig","2010","Schleswig-Holstein","452","0.564106774652264","0.528523214718245","0.599690334586284"
"erwerbstätig","2010","Hamburg","253","","",""
"erwerbstätig","2010","Niedersachsen","1408","","",""
"erwerbstätig","2010","Bremen","105","","",""
"erwerbstätig","2010","Nordrhein-Westfalen","3159","0.596911514138064","0.583405480923254","0.610417547352874"
"erwerbstätig","2010","Hessen","1145","","",""
"erwerbstätig","2010","Rheinland-Pfalz,Saarland","877","0.623304159264665","0.597551382584996","0.649056935944333"
"erwerbstätig","2010","Baden-Wuerttemberg","1974","","",""
"erwerbstätig","2010","Bayern","2443","","",""
"erwerbstätig","2010","Saarland","","","",""
"erwerbstätig","2010","Berlin","588","0.626157005667403","0.595095222756653","0.657218788578153"
"erwerbstätig","2010","Brandenburg","555","0.552024423758965","0.520729886166161","0.583318961351768"
"erwerbstätig","2010","Mecklenburg-Vorpommern","378","0.60494542652192","0.565829005524127","0.644061847519712"
"erwerbstätig","2010","Sachsen","1091","","",""
"erwerbstätig","2010","Sachsen-Anhalt","560","0.575364682213812","0.543302553115701","0.607426811311923"
"erwerbstätig","2010","Thueringen","594","0.593063911016318","0.561987824165579","0.624139997867057"
"nicht erwerbstätig","2011","Schleswig-Holstein","381","0.408063374183644","0.377738156827591","0.438388591539696"
"nicht erwerbstätig","2011","Hamburg","164","","",""
"nicht erwerbstätig","2011","Niedersachsen","1004","","",""
"nicht erwerbstätig","2011","Bremen","77","0.484974455234451","0.414647625047747","0.555301285421155"
"nicht erwerbstätig","2011","Nordrhein-Westfalen","2231","","",""
"nicht erwerbstätig","2011","Hessen","683","0.34012412329493","0.319423475010929","0.36082477157893"
"nicht erwerbstätig","2011","Rheinland-Pfalz,Saarland","598","0.379762948832357","0.356231036947598","0.403294860717117"
"nicht erwerbstätig","2011","Baden-Wuerttemberg","1229","","",""
"nicht erwerbstätig","2011","Bayern","1553","","",""
"nicht erwerbstätig","2011","Saarland","","","",""
"nicht erwerbstätig","2011","Berlin","391","0.399279025650398","0.369369871914623","0.429188179386173"
"nicht erwerbstätig","2011","Brandenburg","475","0.435033740327184","0.406455077761817","0.463612402892551"
"nicht erwerbstätig","2011","Mecklenburg-Vorpommern","270","","",""
"nicht erwerbstätig","2011","Sachsen","682","0.378468957155553","0.356433531275644","0.400504383035463"
"nicht erwerbstätig","2011","Sachsen-Anhalt","452","0.41123314611376","0.382389980638236","0.440076311589283"
"nicht erwerbstätig","2011","Thueringen","418","0.400440280410139","0.371679824933648","0.429200735886629"
"erwerbstätig","2011","Schleswig-Holstein","628","0.591936625816357","0.561611408460304","0.622261843172409"
"erwerbstätig","2011","Hamburg","272","","",""
"erwerbstätig","2011","Niedersachsen","1685","","",""
"erwerbstätig","2011","Bremen","117","","",""
"erwerbstätig","2011","Nordrhein-Westfalen","3607","0.606141276245068","0.593607751873006","0.618674800617131"
"erwerbstätig","2011","Hessen","1329","","",""
"erwerbstätig","2011","Rheinland-Pfalz,Saarland","1036","","",""
"erwerbstätig","2011","Baden-Wuerttemberg","2386","","",""
"erwerbstätig","2011","Bayern","2970","","",""
"erwerbstätig","2011","Saarland","","","",""
"erwerbstätig","2011","Berlin","639","0.600720974349602","0.570811820613827","0.630630128085377"
"erwerbstätig","2011","Brandenburg","681","0.564966259672816","0.536387597107449","0.593544922238183"
"erwerbstätig","2011","Mecklenburg-Vorpommern","398","0.572128843264805","0.534608803776131","0.609648882753479"
"erwerbstätig","2011","Sachsen","1179","","",""
"erwerbstätig","2011","Sachsen-Anhalt","666","0.58876685388624","0.559923688410717","0.617610019361764"
"erwerbstätig","2011","Thueringen","697","0.599559719589861","0.570799264113371","0.628320175066352"
"nicht erwerbstätig","2012","Schleswig-Holstein","365","0.421356772411997","0.39082897389185","0.451884570932144"
"nicht erwerbstätig","2012","Hamburg","167","","",""
"nicht erwerbstätig","2012","Niedersachsen","1000","","",""
"nicht erwerbstätig","2012","Bremen","77","0.465718432187938","0.396412826705516","0.53502403767036"
"nicht erwerbstätig","2012","Nordrhein-Westfalen","2111","","",""
"nicht erwerbstätig","2012","Hessen","670","0.364394357498367","0.342989951900534","0.3857987630962"
"nicht erwerbstätig","2012","Rheinland-Pfalz,Saarland","586","0.375097956928746","0.351397339968378","0.398798573889114"
"nicht erwerbstätig","2012","Baden-Wuerttemberg","1138","","",""
"nicht erwerbstätig","2012","Bayern","1497","","",""
"nicht erwerbstätig","2012","Saarland","","","",""
"nicht erwerbstätig","2012","Berlin","395","0.38643433191949","0.357079542148256","0.415789121690724"
"nicht erwerbstätig","2012","Brandenburg","460","0.425989552303318","0.39687315858779","0.455105946018847"
"nicht erwerbstätig","2012","Mecklenburg-Vorpommern","262","","",""
"nicht erwerbstätig","2012","Sachsen","710","0.408698501760943","0.386429477862278","0.430967525659607"
"nicht erwerbstätig","2012","Sachsen-Anhalt","422","0.432848241521981","0.402865052880776","0.462831430163186"
"nicht erwerbstätig","2012","Thueringen","425","0.408860046407324","0.379727937597258","0.437992155217391"
"erwerbstätig","2012","Schleswig-Holstein","640","0.578643227588003","0.548115429067856","0.60917102610815"
"erwerbstätig","2012","Hamburg","276","","",""
"erwerbstätig","2012","Niedersachsen","1625","","",""
"erwerbstätig","2012","Bremen","122","","",""
"erwerbstätig","2012","Nordrhein-Westfalen","3550","0.621285875845135","0.608650068226908","0.633921683463361"
"erwerbstätig","2012","Hessen","1272","","",""
"erwerbstätig","2012","Rheinland-Pfalz,Saarland","1017","","",""
"erwerbstätig","2012","Baden-Wuerttemberg","2271","","",""
"erwerbstätig","2012","Bayern","2957","","",""
"erwerbstätig","2012","Saarland","","","",""
"erwerbstätig","2012","Berlin","662","0.61356566808051","0.584210878309276","0.642920457851744"
"erwerbstätig","2012","Brandenburg","648","0.574010447696682","0.544894053981153","0.60312684141221"
"erwerbstätig","2012","Mecklenburg-Vorpommern","383","0.568782361152162","0.530562460642314","0.607002261662009"
"erwerbstätig","2012","Sachsen","1162","","",""
"erwerbstätig","2012","Sachsen-Anhalt","627","0.567151758478019","0.537168569836814","0.597134947119224"
"erwerbstätig","2012","Thueringen","669","0.591139953592676","0.562007844782609","0.620272062402743"
"nicht erwerbstätig","2013","Schleswig-Holstein","486","0.460421809272971","0.430913253718288","0.489930364827654"
"nicht erwerbstätig","2013","Hamburg","309","0.501173871557944","0.460198878934064","0.542148864181825"
"nicht erwerbstätig","2013","Niedersachsen","1371","","",""
"nicht erwerbstätig","2013","Bremen","125","","",""
"nicht erwerbstätig","2013","Nordrhein-Westfalen","3176","0.440323910106853","0.428275986502333","0.452371833711373"
"nicht erwerbstätig","2013","Hessen","1044","","",""
"nicht erwerbstätig","2013","Rheinland-Pfalz,Saarland","882","0.439733076433496","0.416822169210491","0.4626439836565"
"nicht erwerbstätig","2013","Baden-Wuerttemberg","1748","","",""
"nicht erwerbstätig","2013","Bayern","2200","","",""
"nicht erwerbstätig","2013","Saarland","","","",""
"nicht erwerbstätig","2013","Berlin","543","0.446506249852113","0.418201517823456","0.474810981880771"
"nicht erwerbstätig","2013","Brandenburg","542","0.459062269991377","0.430185772466798","0.487938767515955"
"nicht erwerbstätig","2013","Mecklenburg-Vorpommern","258","","",""
"nicht erwerbstätig","2013","Sachsen","714","0.393342697821377","0.370838369025568","0.415847026617186"
"nicht erwerbstätig","2013","Sachsen-Anhalt","478","0.446527233963982","0.417001122487635","0.47605334544033"
"nicht erwerbstätig","2013","Thueringen","427","0.396978979522888","0.36749709516671","0.426460863879067"
"erwerbstätig","2013","Schleswig-Holstein","610","0.539578190727029","0.510069635172346","0.569086746281712"
"erwerbstätig","2013","Hamburg","263","","",""
"erwerbstätig","2013","Niedersachsen","1596","","",""
"erwerbstätig","2013","Bremen","120","","",""
"erwerbstätig","2013","Nordrhein-Westfalen","3346","0.559676089893147","0.547628166288627","0.571724013497667"
"erwerbstätig","2013","Hessen","1203","","",""
"erwerbstätig","2013","Rheinland-Pfalz,Saarland","921","0.560266923566504","0.537356016343499","0.583177830789509"
"erwerbstätig","2013","Baden-Wuerttemberg","2094","","",""
"erwerbstätig","2013","Bayern","2783","","",""
"erwerbstätig","2013","Saarland","","","",""
"erwerbstätig","2013","Berlin","642","0.553493750147887","0.525189018119229","0.581798482176545"
"erwerbstätig","2013","Brandenburg","602","0.540937730008623","0.512061232484045","0.569814227533202"
"erwerbstätig","2013","Mecklenburg-Vorpommern","356","0.557052390278764","0.517761840324603","0.596342940232925"
"erwerbstätig","2013","Sachsen","1096","","",""
"erwerbstätig","2013","Sachsen-Anhalt","611","0.553472766036018","0.52394665455967","0.582998877512365"
"erwerbstätig","2013","Thueringen","631","0.603021020477112","0.573539136120933","0.63250290483329"
"nicht erwerbstätig","2014","Schleswig-Holstein","361","0.444789245243072","0.413222072217953","0.47635641826819"
"nicht erwerbstätig","2014","Hamburg","159","","",""
"nicht erwerbstätig","2014","Niedersachsen","1008","","",""
"nicht erwerbstätig","2014","Bremen","92","0.454826471471517","0.388725157755569","0.520927785187465"
"nicht erwerbstätig","2014","Nordrhein-Westfalen","2068","","",""
"nicht erwerbstätig","2014","Hessen","650","0.362822197501932","0.34140450603102","0.384239888972845"
"nicht erwerbstätig","2014","Rheinland-Pfalz,Saarland","609","0.405488468139218","0.381594291964947","0.429382644313488"
"nicht erwerbstätig","2014","Baden-Wuerttemberg","1059","","",""
"nicht erwerbstätig","2014","Bayern","1451","","",""
"nicht erwerbstätig","2014","Saarland","","","",""
"nicht erwerbstätig","2014","Berlin","368","0.36931641563595","0.339552334915751","0.399080496356149"
"nicht erwerbstätig","2014","Brandenburg","455","0.432896142667958","0.402826442652441","0.462965842683474"
"nicht erwerbstätig","2014","Mecklenburg-Vorpommern","225","","",""
"nicht erwerbstätig","2014","Sachsen","602","0.370532824624793","0.347123488361538","0.393942160888049"
"nicht erwerbstätig","2014","Sachsen-Anhalt","385","0.440014005764322","0.408919863743653","0.471108147784992"
"nicht erwerbstätig","2014","Thueringen","395","0.401948119873267","0.371800316933843","0.432095922812691"
"erwerbstätig","2014","Schleswig-Holstein","591","0.555210754756928","0.52364358173181","0.586777927782047"
"erwerbstätig","2014","Hamburg","295","","",""
"erwerbstätig","2014","Niedersachsen","1657","","",""
"erwerbstätig","2014","Bremen","126","","",""
"erwerbstätig","2014","Nordrhein-Westfalen","3702","0.619111295542046","0.606581511231679","0.631641079852414"
"erwerbstätig","2014","Hessen","1286","","",""
"erwerbstätig","2014","Rheinland-Pfalz,Saarland","1013","","",""
"erwerbstätig","2014","Baden-Wuerttemberg","2238","","",""
"erwerbstätig","2014","Bayern","3039","0.650739230773066","0.636794718835822","0.66468374271031"
"erwerbstätig","2014","Saarland","","","",""
"erwerbstätig","2014","Berlin","642","0.63068358436405","0.600919503643851","0.660447665084249"
"erwerbstätig","2014","Brandenburg","588","0.567103857332042","0.537034157316526","0.597173557347559"
"erwerbstätig","2014","Mecklenburg-Vorpommern","342","0.584919310786005","0.544361845422992","0.625476776149018"
"erwerbstätig","2014","Sachsen","1033","","",""
"erwerbstätig","2014","Sachsen-Anhalt","594","0.559985994235678","0.528891852215008","0.591080136256347"
"erwerbstätig","2014","Thueringen","621","0.598051880126733","0.56790407718731","0.628199683066157"
"nicht erwerbstätig","2015","Schleswig-Holstein","351","0.404990946885381","0.373183999654075","0.436797894116687"
"nicht erwerbstätig","2015","Hamburg","181","","",""
"nicht erwerbstätig","2015","Niedersachsen","1100","","",""
"nicht erwerbstätig","2015","Bremen","91","0.510199497523811","0.439673528354112","0.580725466693509"
"nicht erwerbstätig","2015","Nordrhein-Westfalen","2303","","",""
"nicht erwerbstätig","2015","Hessen","730","0.361640743131619","0.340132333885312","0.383149152377927"
"nicht erwerbstätig","2015","Rheinland-Pfalz,Saarland","684","0.420696657007418","0.396862102705496","0.44453121130934"
"nicht erwerbstätig","2015","Baden-Wuerttemberg","1175","","",""
"nicht erwerbstätig","2015","Bayern","1614","","",""
"nicht erwerbstätig","2015","Saarland","","","",""
"nicht erwerbstätig","2015","Berlin","417","0.39860050907917","0.368330293584347","0.428870724573993"
"nicht erwerbstätig","2015","Brandenburg","468","0.462151862022524","0.431719129658811","0.492584594386236"
"nicht erwerbstätig","2015","Mecklenburg-Vorpommern","221","","",""
"nicht erwerbstätig","2015","Sachsen","575","0.352245990239403","0.328572744804688","0.375919235674118"
"nicht erwerbstätig","2015","Sachsen-Anhalt","393","0.479032566205983","0.446592875104457","0.511472257307509"
"nicht erwerbstätig","2015","Thueringen","414","0.400883779257615","0.370309636033312","0.431457922481919"
"erwerbstätig","2015","Schleswig-Holstein","564","0.595009053114619","0.563202105883313","0.626816000345925"
"erwerbstätig","2015","Hamburg","289","","",""
"erwerbstätig","2015","Niedersachsen","1571","","",""
"erwerbstätig","2015","Bremen","102","","",""
"erwerbstätig","2015","Nordrhein-Westfalen","3413","0.604159053444092","0.591481426056765","0.616836680831418"
"erwerbstätig","2015","Hessen","1187","","",""
"erwerbstätig","2015","Rheinland-Pfalz,Saarland","964","0.579303342992582","0.55546878869066","0.603137897294504"
"erwerbstätig","2015","Baden-Wuerttemberg","2098","","",""
"erwerbstätig","2015","Bayern","2864","","",""
"erwerbstätig","2015","Saarland","","","",""
"erwerbstätig","2015","Berlin","588","0.60139949092083","0.571129275426007","0.631669706415653"
"erwerbstätig","2015","Brandenburg","563","0.537848137977477","0.507415405613764","0.568280870341189"
"erwerbstätig","2015","Mecklenburg-Vorpommern","342","0.618281447400265","0.578152419878245","0.658410474922285"
"erwerbstätig","2015","Sachsen","989","0.647754009760597","0.624080764325882","0.671427255195312"
"erwerbstätig","2015","Sachsen-Anhalt","518","0.520967433794017","0.488527742692491","0.553407124895543"
"erwerbstätig","2015","Thueringen","573","0.599116220742385","0.568542077518081","0.629690363966688"
"nicht erwerbstätig","2016","Schleswig-Holstein","474","0.396167970091145","0.366093430308546","0.426242509873745"
"nicht erwerbstätig","2016","Hamburg","185","","",""
"nicht erwerbstätig","2016","Niedersachsen","1240","","",""
"nicht erwerbstätig","2016","Bremen","134","","",""
"nicht erwerbstätig","2016","Nordrhein-Westfalen","2549","","",""
"nicht erwerbstätig","2016","Hessen","783","0.367654478846314","0.345893701729714","0.389415255962915"
"nicht erwerbstätig","2016","Rheinland-Pfalz,Saarland","810","0.393580219420611","0.370839875193278","0.416320563647945"
"nicht erwerbstätig","2016","Baden-Wuerttemberg","1210","","",""
"nicht erwerbstätig","2016","Bayern","1541","","",""
"nicht erwerbstätig","2016","Saarland","","","",""
"nicht erwerbstätig","2016","Berlin","439","0.376814321332547","0.347090293976607","0.406538348688486"
"nicht erwerbstätig","2016","Brandenburg","520","0.409069736104755","0.379569012213551","0.438570459995959"
"nicht erwerbstätig","2016","Mecklenburg-Vorpommern","283","","",""
"nicht erwerbstätig","2016","Sachsen","679","0.344050601918334","0.320888725358425","0.367212478478243"
"nicht erwerbstätig","2016","Sachsen-Anhalt","425","0.433559039853868","0.401760387317774","0.465357692389962"
"nicht erwerbstätig","2016","Thueringen","411","0.362944974801074","0.333007157718763","0.392882791883386"
"erwerbstätig","2016","Schleswig-Holstein","542","0.603832029908855","0.573757490126255","0.633906569691454"
"erwerbstätig","2016","Hamburg","283","","",""
"erwerbstätig","2016","Niedersachsen","1538","","",""
"erwerbstätig","2016","Bremen","100","","",""
"erwerbstätig","2016","Nordrhein-Westfalen","3308","0.615311066314991","0.602851219915049","0.627770912714933"
"erwerbstätig","2016","Hessen","1103","","",""
"erwerbstätig","2016","Rheinland-Pfalz,Saarland","963","0.606419780579389","0.583679436352055","0.629160124806722"
"erwerbstätig","2016","Baden-Wuerttemberg","2043","","",""
"erwerbstätig","2016","Bayern","2762","","",""
"erwerbstätig","2016","Saarland","","","",""
"erwerbstätig","2016","Berlin","582","0.623185678667453","0.593461651311514","0.652909706023393"
"erwerbstätig","2016","Brandenburg","547","0.590930263895245","0.561429540004042","0.620430987786449"
"erwerbstätig","2016","Mecklenburg-Vorpommern","319","0.640624731534486","0.602295881543176","0.678953581525795"
"erwerbstätig","2016","Sachsen","937","0.655949398081666","0.632787521521757","0.679111274641575"
"erwerbstätig","2016","Sachsen-Anhalt","508","0.566440960146132","0.534642307610038","0.598239612682226"
"erwerbstätig","2016","Thueringen","580","0.637055025198926","0.607117208116614","0.666992842281237"
"nicht erwerbstätig","2017","Schleswig-Holstein","558","0.389238508152581","0.36177729350685","0.416699722798313"
"nicht erwerbstätig","2017","Hamburg","226","","",""
"nicht erwerbstätig","2017","Niedersachsen","1449","","",""
"nicht erwerbstätig","2017","Bremen","150","","",""
"nicht erwerbstätig","2017","Nordrhein-Westfalen","2940","","",""
"nicht erwerbstätig","2017","Hessen","928","0.347042355577089","0.327209231418334","0.366875479735844"
"nicht erwerbstätig","2017","Rheinland-Pfalz,Saarland","798","0.385890916312728","0.36349520736476","0.408286625260696"
"nicht erwerbstätig","2017","Baden-Wuerttemberg","1322","","",""
"nicht erwerbstätig","2017","Bayern","1660","","",""
"nicht erwerbstätig","2017","Saarland","","","",""
"nicht erwerbstätig","2017","Berlin","431","0.373891849833399","0.34533843778646","0.402445261880337"
"nicht erwerbstätig","2017","Brandenburg","566","0.437706562775327","0.409448311909152","0.465964813641501"
"nicht erwerbstätig","2017","Mecklenburg-Vorpommern","271","","",""
"nicht erwerbstätig","2017","Sachsen","731","0.350465376306128","0.328629423954246","0.372301328658009"
"nicht erwerbstätig","2017","Sachsen-Anhalt","466","0.431774261472565","0.401728261149703","0.461820261795426"
"nicht erwerbstätig","2017","Thueringen","439","0.349773736933021","0.32148831745409","0.378059156411952"
"erwerbstätig","2017","Schleswig-Holstein","653","0.610761491847419","0.583300277201687","0.63822270649315"
"erwerbstätig","2017","Hamburg","319","0.599006418530555","0.557859786908965","0.640153050152144"
"erwerbstätig","2017","Niedersachsen","1835","","",""
"erwerbstätig","2017","Bremen","139","","",""
"erwerbstätig","2017","Nordrhein-Westfalen","3706","0.622327567114873","0.610671955028378","0.633983179201369"
"erwerbstätig","2017","Hessen","1285","","",""
