"e11102","year","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"erwerbstätig","1988","Rheinland-Pfalz,Saarland","435","0.539664990590851","0.503680656333251","0.57564932484845"
"erwerbstätig","1988","Baden-Wuerttemberg","1298","","",""
"erwerbstätig","1988","Bayern","1148","","",""
"erwerbstätig","1988","Saarland","","","",""
"erwerbstätig","1988","Berlin","229","","",""
"erwerbstätig","1988","Brandenburg","","","",""
"erwerbstätig","1988","Mecklenburg-Vorpommern","","","",""
"erwerbstätig","1988","Sachsen","","","",""
"erwerbstätig","1988","Sachsen-Anhalt","","","",""
"erwerbstätig","1988","Thueringen","","","",""
"nicht erwerbstätig","1989","Schleswig-Holstein","109","","",""
"nicht erwerbstätig","1989","Hamburg","71","0.405866991354313","0.33711998960176","0.474613993106867"
"nicht erwerbstätig","1989","Niedersachsen","382","0.435299906828682","0.404509059623853","0.466090754033511"
"nicht erwerbstätig","1989","Bremen","50","0.552005340177825","0.457780749317","0.646229931038649"
"nicht erwerbstätig","1989","Nordrhein-Westfalen","1018","","",""
"nicht erwerbstätig","1989","Hessen","353","0.434560511395217","0.403775691366587","0.465345331423847"
"nicht erwerbstätig","1989","Rheinland-Pfalz,Saarland","273","","",""
"nicht erwerbstätig","1989","Baden-Wuerttemberg","540","0.355960251377764","0.333920521000236","0.377999981755293"
"nicht erwerbstätig","1989","Bayern","514","0.381571932707413","0.357872981183748","0.405270884231078"
"nicht erwerbstätig","1989","Saarland","","","",""
"nicht erwerbstätig","1989","Berlin","105","","",""
"nicht erwerbstätig","1989","Brandenburg","","","",""
"nicht erwerbstätig","1989","Mecklenburg-Vorpommern","","","",""
"nicht erwerbstätig","1989","Sachsen","","","",""
"nicht erwerbstätig","1989","Sachsen-Anhalt","","","",""
"nicht erwerbstätig","1989","Thueringen","","","",""
"erwerbstätig","1989","Schleswig-Holstein","194","","",""
"erwerbstätig","1989","Hamburg","125","","",""
"erwerbstätig","1989","Niedersachsen","614","0.564700093171318","0.533909245966489","0.595490940376147"
"erwerbstätig","1989","Bremen","57","0.447994659822175","0.353770068961351","0.542219250683"
"erwerbstätig","1989","Nordrhein-Westfalen","1596","","",""
"erwerbstätig","1989","Hessen","643","0.565439488604783","0.534654668576153","0.596224308633413"
"erwerbstätig","1989","Rheinland-Pfalz,Saarland","421","0.565059406833234","0.528176054978936","0.601942758687531"
"erwerbstätig","1989","Baden-Wuerttemberg","1273","","",""
"erwerbstätig","1989","Bayern","1100","","",""
"erwerbstätig","1989","Saarland","","","",""
"erwerbstätig","1989","Berlin","224","","",""
"erwerbstätig","1989","Brandenburg","","","",""
"erwerbstätig","1989","Mecklenburg-Vorpommern","","","",""
"erwerbstätig","1989","Sachsen","","","",""
"erwerbstätig","1989","Sachsen-Anhalt","","","",""
"erwerbstätig","1989","Thueringen","","","",""
"nicht erwerbstätig","1990","Schleswig-Holstein","103","","",""
"nicht erwerbstätig","1990","Hamburg","62","0.409860860303151","0.335270056240823","0.484451664365479"
"nicht erwerbstätig","1990","Niedersachsen","371","0.41671915845558","0.38582052636677","0.447617790544389"
"nicht erwerbstätig","1990","Bremen","55","0.618799120259252","0.525003778625358","0.712594461893145"
"nicht erwerbstätig","1990","Nordrhein-Westfalen","989","0.410620606480529","0.391549077592157","0.4296921353689"
"nicht erwerbstätig","1990","Hessen","336","0.416761132186451","0.385972045280278","0.447550219092625"
"nicht erwerbstätig","1990","Rheinland-Pfalz,Saarland","269","","",""
"nicht erwerbstätig","1990","Baden-Wuerttemberg","531","0.342377055868194","0.320401437564182","0.364352674172205"
"nicht erwerbstätig","1990","Bayern","493","0.363544207326456","0.33996731308221","0.387121101570701"
"nicht erwerbstätig","1990","Saarland","","","",""
"nicht erwerbstätig","1990","Berlin","103","","",""
"nicht erwerbstätig","1990","Brandenburg","","","",""
"nicht erwerbstätig","1990","Mecklenburg-Vorpommern","","","",""
"nicht erwerbstätig","1990","Sachsen","","","",""
"nicht erwerbstätig","1990","Sachsen-Anhalt","","","",""
"nicht erwerbstätig","1990","Thueringen","","","",""
"erwerbstätig","1990","Schleswig-Holstein","180","","",""
"erwerbstätig","1990","Hamburg","105","","",""
"erwerbstätig","1990","Niedersachsen","607","0.58328084154442","0.552382209455611","0.614179473633229"
"erwerbstätig","1990","Bremen","48","0.381200879740748","0.287405538106855","0.474996221374642"
"erwerbstätig","1990","Nordrhein-Westfalen","1567","","",""
"erwerbstätig","1990","Hessen","649","0.583238867813548","0.552449780907375","0.614027954719722"
"erwerbstätig","1990","Rheinland-Pfalz,Saarland","404","0.570019495602392","0.53261620632791","0.607422784876874"
"erwerbstätig","1990","Baden-Wuerttemberg","1260","","",""
"erwerbstätig","1990","Bayern","1106","","",""
"erwerbstätig","1990","Saarland","","","",""
"erwerbstätig","1990","Berlin","223","","",""
"erwerbstätig","1990","Brandenburg","","","",""
"erwerbstätig","1990","Mecklenburg-Vorpommern","","","",""
"erwerbstätig","1990","Sachsen","","","",""
"erwerbstätig","1990","Sachsen-Anhalt","","","",""
"erwerbstätig","1990","Thueringen","","","",""
"nicht erwerbstätig","1991","Schleswig-Holstein","96","0.346968185238199","0.292741353283678","0.40119501719272"
"nicht erwerbstätig","1991","Hamburg","61","0.409295679047751","0.333343750334681","0.485247607760821"
"nicht erwerbstätig","1991","Niedersachsen","368","0.41859760566166","0.387584037423118","0.449611173900202"
"nicht erwerbstätig","1991","Bremen","53","0.6391659598438","0.543595694187051","0.734736225500548"
"nicht erwerbstätig","1991","Nordrhein-Westfalen","942","0.402922628709015","0.383844188031942","0.422001069386088"
"nicht erwerbstätig","1991","Hessen","326","0.427608815534253","0.396345837301665","0.45887179376684"
"nicht erwerbstätig","1991","Rheinland-Pfalz,Saarland","263","","",""
"nicht erwerbstätig","1991","Baden-Wuerttemberg","528","0.340719061800494","0.318750693092572","0.362687430508416"
"nicht erwerbstätig","1991","Bayern","499","0.375640490752276","0.351873657879801","0.399407323624752"
"nicht erwerbstätig","1991","Saarland","","","",""
"nicht erwerbstätig","1991","Berlin","104","","",""
"nicht erwerbstätig","1991","Brandenburg","","","",""
"nicht erwerbstätig","1991","Mecklenburg-Vorpommern","","","",""
"nicht erwerbstätig","1991","Sachsen","","","",""
"nicht erwerbstätig","1991","Sachsen-Anhalt","","","",""
"nicht erwerbstätig","1991","Thueringen","","","",""
"erwerbstätig","1991","Schleswig-Holstein","200","","",""
"erwerbstätig","1991","Hamburg","100","","",""
"erwerbstätig","1991","Niedersachsen","604","0.58140239433834","0.550388826099798","0.612415962576882"
"erwerbstätig","1991","Bremen","44","0.3608340401562","0.265263774499452","0.456404305812949"
"erwerbstätig","1991","Nordrhein-Westfalen","1597","","",""
"erwerbstätig","1991","Hessen","636","0.572391184465747","0.54112820623316","0.603654162698335"
"erwerbstätig","1991","Rheinland-Pfalz,Saarland","403","0.57301120450311","0.53544470117891","0.61057770782731"
"erwerbstätig","1991","Baden-Wuerttemberg","1260","","",""
"erwerbstätig","1991","Bayern","1096","","",""
"erwerbstätig","1991","Saarland","","","",""
"erwerbstätig","1991","Berlin","228","","",""
"erwerbstätig","1991","Brandenburg","","","",""
"erwerbstätig","1991","Mecklenburg-Vorpommern","","","",""
"erwerbstätig","1991","Sachsen","","","",""
"erwerbstätig","1991","Sachsen-Anhalt","","","",""
"erwerbstätig","1991","Thueringen","","","",""
"nicht erwerbstätig","1992","Schleswig-Holstein","97","0.386889636318732","0.32900990374958","0.444769368887884"
"nicht erwerbstätig","1992","Hamburg","62","0.447048997100652","0.368008951059667","0.526089043141636"
"nicht erwerbstätig","1992","Niedersachsen","364","0.413475634415507","0.382485018028297","0.444466250802717"
"nicht erwerbstätig","1992","Bremen","47","0.605319349367335","0.50597988527432","0.70465881346035"
"nicht erwerbstätig","1992","Nordrhein-Westfalen","912","0.399874534941881","0.380755830842452","0.41899323904131"
"nicht erwerbstätig","1992","Hessen","319","0.419925282692896","0.388590288333845","0.451260277051947"
"nicht erwerbstätig","1992","Rheinland-Pfalz,Saarland","251","","",""
"nicht erwerbstätig","1992","Baden-Wuerttemberg","523","0.339097061818596","0.316980245465072","0.361213878172119"
"nicht erwerbstätig","1992","Bayern","514","0.376016898423298","0.352573732430843","0.399460064415754"
"nicht erwerbstätig","1992","Saarland","","","",""
"nicht erwerbstätig","1992","Berlin","171","","",""
"nicht erwerbstätig","1992","Brandenburg","176","","",""
"nicht erwerbstätig","1992","Mecklenburg-Vorpommern","101","","",""
"nicht erwerbstätig","1992","Sachsen","308","0.332241905190886","0.30515983795617","0.359323972425601"
"nicht erwerbstätig","1992","Sachsen-Anhalt","207","","",""
"nicht erwerbstätig","1992","Thueringen","183","","",""
"erwerbstätig","1992","Schleswig-Holstein","175","","",""
"erwerbstätig","1992","Hamburg","90","0.552951002899348","0.473910956858364","0.631991048940333"
"erwerbstätig","1992","Niedersachsen","606","0.586524365584493","0.555533749197283","0.617514981971703"
"erwerbstätig","1992","Bremen","46","0.394680650632665","0.29534118653965","0.49402011472568"
"erwerbstätig","1992","Nordrhein-Westfalen","1610","","",""
"erwerbstätig","1992","Hessen","634","0.580074717307104","0.548739722948053","0.611409711666155"
"erwerbstätig","1992","Rheinland-Pfalz,Saarland","409","0.588101625958225","0.550552714433595","0.625650537482856"
"erwerbstätig","1992","Baden-Wuerttemberg","1237","","",""
"erwerbstätig","1992","Bayern","1126","","",""
"erwerbstätig","1992","Saarland","","","",""
"erwerbstätig","1992","Berlin","427","0.671015716121533","0.633358221667867","0.708673210575198"
"erwerbstätig","1992","Brandenburg","485","0.681013866387478","0.645482554648146","0.716545178126809"
"erwerbstätig","1992","Mecklenburg-Vorpommern","317","0.713162370820514","0.669804073184964","0.756520668456064"
"erwerbstätig","1992","Sachsen","854","0.667758094809114","0.640676027574399","0.69484016204383"
"erwerbstätig","1992","Sachsen-Anhalt","565","0.662704307503092","0.629353624298361","0.696054990707823"
"erwerbstätig","1992","Thueringen","500","0.659781794747241","0.624250038202059","0.695313551292422"
"nicht erwerbstätig","1993","Schleswig-Holstein","101","","",""
"nicht erwerbstätig","1993","Hamburg","58","0.436159006119292","0.354879544452725","0.517438467785859"
"nicht erwerbstätig","1993","Niedersachsen","360","0.40424779833112","0.373507122955739","0.434988473706501"
"nicht erwerbstätig","1993","Bremen","45","0.571257081456087","0.470129771317397","0.672384391594777"
"nicht erwerbstätig","1993","Nordrhein-Westfalen","910","0.403828963378516","0.384595289173942","0.42306263758309"
"nicht erwerbstätig","1993","Hessen","297","","",""
"nicht erwerbstätig","1993","Rheinland-Pfalz,Saarland","252","","",""
"nicht erwerbstätig","1993","Baden-Wuerttemberg","537","0.341072428127755","0.319043048674753","0.363101807580756"
"nicht erwerbstätig","1993","Bayern","497","0.376897350571751","0.353291698164454","0.400503002979047"
"nicht erwerbstätig","1993","Saarland","","","",""
"nicht erwerbstätig","1993","Berlin","169","","",""
"nicht erwerbstätig","1993","Brandenburg","211","","",""
"nicht erwerbstätig","1993","Mecklenburg-Vorpommern","133","","",""
"nicht erwerbstätig","1993","Sachsen","381","0.410988560944501","0.382147985528902","0.439829136360099"
"nicht erwerbstätig","1993","Sachsen-Anhalt","231","","",""
"nicht erwerbstätig","1993","Thueringen","220","","",""
"erwerbstätig","1993","Schleswig-Holstein","186","","",""
"erwerbstätig","1993","Hamburg","85","0.563840993880708","0.482561532214141","0.645120455547275"
"erwerbstätig","1993","Niedersachsen","619","0.59575220166888","0.565011526293499","0.626492877044261"
"erwerbstätig","1993","Bremen","47","0.428742918543913","0.327615608405223","0.529870228682603"
"erwerbstätig","1993","Nordrhein-Westfalen","1590","","",""
"erwerbstätig","1993","Hessen","635","0.614395422907148","0.583146488616198","0.645644357198098"
"erwerbstätig","1993","Rheinland-Pfalz,Saarland","388","0.570453325651121","0.532102621472012","0.608804029830229"
"erwerbstätig","1993","Baden-Wuerttemberg","1242","","",""
"erwerbstätig","1993","Bayern","1122","","",""
"erwerbstätig","1993","Saarland","","","",""
"erwerbstätig","1993","Berlin","406","0.668015012598119","0.629523364868543","0.706506660327696"
"erwerbstätig","1993","Brandenburg","418","0.62291112755494","0.585035688900712","0.660786566209168"
"erwerbstätig","1993","Mecklenburg-Vorpommern","273","","",""
"erwerbstätig","1993","Sachsen","737","0.589011439055499","0.560170863639901","0.617852014471098"
"erwerbstätig","1993","Sachsen-Anhalt","508","0.612548054673743","0.577423981181479","0.647672128166008"
"erwerbstätig","1993","Thueringen","443","0.594006518688104","0.556625901940064","0.631387135436144"
"nicht erwerbstätig","1994","Schleswig-Holstein","102","","",""
"nicht erwerbstätig","1994","Hamburg","61","0.444638900788393","0.363192569190822","0.526085232385963"
"nicht erwerbstätig","1994","Niedersachsen","357","0.410631309632966","0.379624690519462","0.44163792874647"
"nicht erwerbstätig","1994","Bremen","47","0.613734853003076","0.512006992670875","0.715462713335277"
"nicht erwerbstätig","1994","Nordrhein-Westfalen","892","0.398401433005282","0.379007931565006","0.417794934445559"
"nicht erwerbstätig","1994","Hessen","326","0.431294805854653","0.399292233459183","0.463297378250124"
"nicht erwerbstätig","1994","Rheinland-Pfalz,Saarland","263","","",""
"nicht erwerbstätig","1994","Baden-Wuerttemberg","565","0.377386064512032","0.354557610812833","0.400214518211231"
"nicht erwerbstätig","1994","Bayern","508","0.381554678500339","0.35765518630211","0.405454170698569"
"nicht erwerbstätig","1994","Saarland","","","",""
"nicht erwerbstätig","1994","Berlin","173","","",""
"nicht erwerbstätig","1994","Brandenburg","210","","",""
"nicht erwerbstätig","1994","Mecklenburg-Vorpommern","147","","",""
"nicht erwerbstätig","1994","Sachsen","417","0.443206342141238","0.414216645931881","0.472196038350595"
"nicht erwerbstätig","1994","Sachsen-Anhalt","240","","",""
"nicht erwerbstätig","1994","Thueringen","237","","",""
"erwerbstätig","1994","Schleswig-Holstein","185","","",""
"erwerbstätig","1994","Hamburg","82","0.555361099211607","0.473914767614037","0.636807430809177"
"erwerbstätig","1994","Niedersachsen","610","0.589368690367034","0.55836207125353","0.620375309480538"
"erwerbstätig","1994","Bremen","41","0.386265146996924","0.284537286664723","0.487993007329125"
"erwerbstätig","1994","Nordrhein-Westfalen","1556","","",""
"erwerbstätig","1994","Hessen","594","0.568705194145347","0.536702621749876","0.600707766540817"
"erwerbstätig","1994","Rheinland-Pfalz,Saarland","372","0.552245841108633","0.513569331890833","0.590922350326433"
"erwerbstätig","1994","Baden-Wuerttemberg","1167","","",""
"erwerbstätig","1994","Bayern","1079","","",""
"erwerbstätig","1994","Saarland","","","",""
"erwerbstätig","1994","Berlin","379","0.6422051324625","0.602216873913548","0.682193391011451"
"erwerbstätig","1994","Brandenburg","396","0.602653095039946","0.563692068431381","0.641614121648512"
"erwerbstätig","1994","Mecklenburg-Vorpommern","266","","",""
"erwerbstätig","1994","Sachsen","711","0.556793657858762","0.527803961649405","0.585783354068119"
"erwerbstätig","1994","Sachsen-Anhalt","463","0.577355012798502","0.540839301891772","0.613870723705231"
"erwerbstätig","1994","Thueringen","427","0.560410146237775","0.522658066983956","0.598162225491594"
"nicht erwerbstätig","1995","Schleswig-Holstein","102","","",""
"nicht erwerbstätig","1995","Hamburg","52","0.404310288639142","0.320905743796795","0.48771483348149"
"nicht erwerbstätig","1995","Niedersachsen","395","0.426802901722135","0.396785602799037","0.456820200645232"
"nicht erwerbstätig","1995","Bremen","48","0.617002394231428","0.518204412929017","0.715800375533839"
"nicht erwerbstätig","1995","Nordrhein-Westfalen","948","0.406643906947057","0.387697153228978","0.425590660665135"
"nicht erwerbstätig","1995","Hessen","344","0.445241925450052","0.413538080452188","0.476945770447916"
"nicht erwerbstätig","1995","Rheinland-Pfalz,Saarland","297","","",""
"nicht erwerbstätig","1995","Baden-Wuerttemberg","617","0.390826489208564","0.368222552823985","0.413430425593143"
"nicht erwerbstätig","1995","Bayern","562","0.395419917939719","0.372102016909556","0.418737818969882"
"nicht erwerbstätig","1995","Saarland","","","",""
"nicht erwerbstätig","1995","Berlin","199","","",""
"nicht erwerbstätig","1995","Brandenburg","214","","",""
"nicht erwerbstätig","1995","Mecklenburg-Vorpommern","143","","",""
"nicht erwerbstätig","1995","Sachsen","412","0.445992337407605","0.416604283407457","0.475380391407753"
"nicht erwerbstätig","1995","Sachsen-Anhalt","233","","",""
"nicht erwerbstätig","1995","Thueringen","223","","",""
"erwerbstätig","1995","Schleswig-Holstein","182","","",""
"erwerbstätig","1995","Hamburg","81","0.595689711360858","0.51228516651851","0.679094256203205"
"erwerbstätig","1995","Niedersachsen","648","0.573197098277865","0.543179799354768","0.603214397200963"
"erwerbstätig","1995","Bremen","45","0.382997605768572","0.284199624466161","0.481795587070983"
"erwerbstätig","1995","Nordrhein-Westfalen","1634","","",""
"erwerbstätig","1995","Hessen","600","0.554758074549948","0.523054229552084","0.586461919547812"
"erwerbstätig","1995","Rheinland-Pfalz,Saarland","415","0.549402974414559","0.512856308967096","0.585949639862021"
"erwerbstätig","1995","Baden-Wuerttemberg","1173","","",""
"erwerbstätig","1995","Bayern","1127","","",""
"erwerbstätig","1995","Saarland","","","",""
"erwerbstätig","1995","Berlin","370","0.59998165389037","0.559728408743137","0.640234899037603"
"erwerbstätig","1995","Brandenburg","374","0.583241371791613","0.543391595354523","0.623091148228703"
