"e11102","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"nicht erwerbstätig","1987","AkademikerIn","Ostdeutschland","","","",""
"erwerbstätig","1987","(noch) kein Abschluss","Westdeutschland","518","0.394398828229997","0.36415346629627","0.424644190163724"
"erwerbstätig","1987","(noch) kein Abschluss","Ostdeutschland","","","",""
"erwerbstätig","1987","Hauptschule","Westdeutschland","3758","0.547086080633437","0.53450755196637","0.559664609300505"
"erwerbstätig","1987","Hauptschule","Ostdeutschland","","","",""
"erwerbstätig","1987","Realschule","Westdeutschland","1205","","",""
"erwerbstätig","1987","Realschule","Ostdeutschland","","","",""
"erwerbstätig","1987","(Fach-)Abitur","Westdeutschland","495","0.608912228952915","0.574665802859325","0.643158655046506"
"erwerbstätig","1987","(Fach-)Abitur","Ostdeutschland","","","",""
"erwerbstätig","1987","AkademikerIn","Westdeutschland","599","0.767204266362738","0.736796175700668","0.797612357024808"
"erwerbstätig","1987","AkademikerIn","Ostdeutschland","","","",""
"nicht erwerbstätig","1988","(noch) kein Abschluss","Westdeutschland","462","0.671244279890885","0.640689291387143","0.701799268394626"
"nicht erwerbstätig","1988","(noch) kein Abschluss","Ostdeutschland","","","",""
"nicht erwerbstätig","1988","Hauptschule","Westdeutschland","2113","","",""
"nicht erwerbstätig","1988","Hauptschule","Ostdeutschland","","","",""
"nicht erwerbstätig","1988","Realschule","Westdeutschland","511","0.331646138053904","0.309272498491418","0.354019777616391"
"nicht erwerbstätig","1988","Realschule","Ostdeutschland","","","",""
"nicht erwerbstätig","1988","(Fach-)Abitur","Westdeutschland","277","","",""
"nicht erwerbstätig","1988","(Fach-)Abitur","Ostdeutschland","","","",""
"nicht erwerbstätig","1988","AkademikerIn","Westdeutschland","130","","",""
"nicht erwerbstätig","1988","AkademikerIn","Ostdeutschland","","","",""
"erwerbstätig","1988","(noch) kein Abschluss","Westdeutschland","446","0.328755720109115","0.298200731605374","0.359310708612857"
"erwerbstätig","1988","(noch) kein Abschluss","Ostdeutschland","","","",""
"erwerbstätig","1988","Hauptschule","Westdeutschland","3631","0.550769855928741","0.537906318867645","0.563633392989837"
"erwerbstätig","1988","Hauptschule","Ostdeutschland","","","",""
"erwerbstätig","1988","Realschule","Westdeutschland","1190","","",""
"erwerbstätig","1988","Realschule","Ostdeutschland","","","",""
"erwerbstätig","1988","(Fach-)Abitur","Westdeutschland","460","0.5999013469992","0.564531122995252","0.635271571003148"
"erwerbstätig","1988","(Fach-)Abitur","Ostdeutschland","","","",""
"erwerbstätig","1988","AkademikerIn","Westdeutschland","572","0.789392645082669","0.75923045728463","0.819554832880708"
"erwerbstätig","1988","AkademikerIn","Ostdeutschland","","","",""
"nicht erwerbstätig","1989","(noch) kein Abschluss","Westdeutschland","451","0.649783921912106","0.618408170981173","0.681159672843039"
"nicht erwerbstätig","1989","(noch) kein Abschluss","Ostdeutschland","","","",""
"nicht erwerbstätig","1989","Hauptschule","Westdeutschland","2018","","",""
"nicht erwerbstätig","1989","Hauptschule","Ostdeutschland","","","",""
"nicht erwerbstätig","1989","Realschule","Westdeutschland","482","0.330172235210355","0.307487881944019","0.352856588476692"
"nicht erwerbstätig","1989","Realschule","Ostdeutschland","","","",""
"nicht erwerbstätig","1989","(Fach-)Abitur","Westdeutschland","281","","",""
"nicht erwerbstätig","1989","(Fach-)Abitur","Ostdeutschland","","","",""
"nicht erwerbstätig","1989","AkademikerIn","Westdeutschland","125","","",""
"nicht erwerbstätig","1989","AkademikerIn","Ostdeutschland","","","",""
"erwerbstätig","1989","(noch) kein Abschluss","Westdeutschland","437","0.350216078087894","0.318840327156961","0.381591829018827"
"erwerbstätig","1989","(noch) kein Abschluss","Ostdeutschland","","","",""
"erwerbstätig","1989","Hauptschule","Westdeutschland","3476","0.550230804042004","0.53707640332235","0.563385204761658"
"erwerbstätig","1989","Hauptschule","Ostdeutschland","","","",""
"erwerbstätig","1989","Realschule","Westdeutschland","1169","","",""
"erwerbstätig","1989","Realschule","Ostdeutschland","","","",""
"erwerbstätig","1989","(Fach-)Abitur","Westdeutschland","473","0.611748321410925","0.576962242140537","0.646534400681313"
"erwerbstätig","1989","(Fach-)Abitur","Ostdeutschland","","","",""
"erwerbstätig","1989","AkademikerIn","Westdeutschland","573","0.78313153191512","0.752558680832141","0.813704382998099"
"erwerbstätig","1989","AkademikerIn","Ostdeutschland","","","",""
"nicht erwerbstätig","1990","(noch) kein Abschluss","Westdeutschland","433","0.638991277795612","0.606607609004923","0.671374946586302"
"nicht erwerbstätig","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"nicht erwerbstätig","1990","Hauptschule","Westdeutschland","1983","","",""
"nicht erwerbstätig","1990","Hauptschule","Ostdeutschland","","","",""
"nicht erwerbstätig","1990","Realschule","Westdeutschland","444","0.306439045080477","0.284024198200351","0.328853891960604"
"nicht erwerbstätig","1990","Realschule","Ostdeutschland","","","",""
"nicht erwerbstätig","1990","(Fach-)Abitur","Westdeutschland","256","","",""
"nicht erwerbstätig","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"nicht erwerbstätig","1990","AkademikerIn","Westdeutschland","132","","",""
"nicht erwerbstätig","1990","AkademikerIn","Ostdeutschland","","","",""
"erwerbstätig","1990","(noch) kein Abschluss","Westdeutschland","412","0.361008722204388","0.328625053413698","0.393392390995077"
"erwerbstätig","1990","(noch) kein Abschluss","Ostdeutschland","","","",""
"erwerbstätig","1990","Hauptschule","Westdeutschland","3365","0.556653966426236","0.54333972402885","0.569968208823623"
"erwerbstätig","1990","Hauptschule","Ostdeutschland","","","",""
"erwerbstätig","1990","Realschule","Westdeutschland","1181","","",""
"erwerbstätig","1990","Realschule","Ostdeutschland","","","",""
"erwerbstätig","1990","(Fach-)Abitur","Westdeutschland","492","0.656043720117186","0.622001701494375","0.690085738739998"
"erwerbstätig","1990","(Fach-)Abitur","Ostdeutschland","","","",""
"erwerbstätig","1990","AkademikerIn","Westdeutschland","567","0.785986809208942","0.755582341614923","0.816391276802962"
"erwerbstätig","1990","AkademikerIn","Ostdeutschland","","","",""
"nicht erwerbstätig","1991","(noch) kein Abschluss","Westdeutschland","408","0.599387708660096","0.565949949289121","0.632825468031071"
"nicht erwerbstätig","1991","(noch) kein Abschluss","Ostdeutschland","","","",""
"nicht erwerbstätig","1991","Hauptschule","Westdeutschland","1914","","",""
"nicht erwerbstätig","1991","Hauptschule","Ostdeutschland","","","",""
"nicht erwerbstätig","1991","Realschule","Westdeutschland","458","0.317885930065165","0.295314796566165","0.340457063564165"
"nicht erwerbstätig","1991","Realschule","Ostdeutschland","","","",""
"nicht erwerbstätig","1991","(Fach-)Abitur","Westdeutschland","257","","",""
"nicht erwerbstätig","1991","(Fach-)Abitur","Ostdeutschland","","","",""
"nicht erwerbstätig","1991","AkademikerIn","Westdeutschland","141","","",""
"nicht erwerbstätig","1991","AkademikerIn","Ostdeutschland","","","",""
"erwerbstätig","1991","(noch) kein Abschluss","Westdeutschland","417","0.400612291339904","0.367174531968929","0.434050050710879"
"erwerbstätig","1991","(noch) kein Abschluss","Ostdeutschland","","","",""
"erwerbstätig","1991","Hauptschule","Westdeutschland","3339","0.557906534905725","0.544476344728536","0.571336725082915"
"erwerbstätig","1991","Hauptschule","Ostdeutschland","","","",""
"erwerbstätig","1991","Realschule","Westdeutschland","1177","","",""
"erwerbstätig","1991","Realschule","Ostdeutschland","","","",""
"erwerbstätig","1991","(Fach-)Abitur","Westdeutschland","510","0.669544134537191","0.636255441353463","0.702832827720918"
"erwerbstätig","1991","(Fach-)Abitur","Ostdeutschland","","","",""
"erwerbstätig","1991","AkademikerIn","Westdeutschland","578","0.777061266911664","0.746638126548558","0.807484407274769"
"erwerbstätig","1991","AkademikerIn","Ostdeutschland","","","",""
"nicht erwerbstätig","1992","(noch) kein Abschluss","Westdeutschland","399","0.574340745594585","0.540121001243973","0.608560489945198"
"nicht erwerbstätig","1992","(noch) kein Abschluss","Ostdeutschland","50","0.70712373748937","0.600515965747304","0.813731509231435"
"nicht erwerbstätig","1992","Hauptschule","Westdeutschland","1857","","",""
"nicht erwerbstätig","1992","Hauptschule","Ostdeutschland","608","0.510860659957054","0.484842444709346","0.536878875204762"
"nicht erwerbstätig","1992","Realschule","Westdeutschland","473","0.328459006554945","0.305954112516961","0.35096390059293"
"nicht erwerbstätig","1992","Realschule","Ostdeutschland","194","","",""
"nicht erwerbstätig","1992","(Fach-)Abitur","Westdeutschland","268","","",""
"nicht erwerbstätig","1992","(Fach-)Abitur","Ostdeutschland","39","0.330478347246411","0.244878514741107","0.416078179751714"
"nicht erwerbstätig","1992","AkademikerIn","Westdeutschland","136","","",""
"nicht erwerbstätig","1992","AkademikerIn","Ostdeutschland","135","","",""
"erwerbstätig","1992","(noch) kein Abschluss","Westdeutschland","403","0.425659254405415","0.391439510054802","0.459878998756027"
"erwerbstätig","1992","(noch) kein Abschluss","Ostdeutschland","20","","",""
"erwerbstätig","1992","Hauptschule","Westdeutschland","3264","0.55714956209787","0.543544982088949","0.570754142106791"
"erwerbstätig","1992","Hauptschule","Ostdeutschland","810","0.489139340042946","0.463121124795238","0.515157555290654"
"erwerbstätig","1992","Realschule","Westdeutschland","1200","","",""
"erwerbstätig","1992","Realschule","Ostdeutschland","1237","","",""
"erwerbstätig","1992","(Fach-)Abitur","Westdeutschland","513","0.665490666346001","0.632400596903872","0.698580735788129"
"erwerbstätig","1992","(Fach-)Abitur","Ostdeutschland","77","0.669521652753589","0.583921820248286","0.755121485258893"
"erwerbstätig","1992","AkademikerIn","Westdeutschland","602","0.788129272373479","0.758647464052992","0.817611080693965"
"erwerbstätig","1992","AkademikerIn","Ostdeutschland","782","0.82080695274418","0.795984510212724","0.845629395275635"
"nicht erwerbstätig","1993","(noch) kein Abschluss","Westdeutschland","408","0.612573727938682","0.578142014248946","0.647005441628418"
"nicht erwerbstätig","1993","(noch) kein Abschluss","Ostdeutschland","62","0.71422333661889","0.615836730348473","0.812609942889308"
"nicht erwerbstätig","1993","Hauptschule","Westdeutschland","1811","","",""
"nicht erwerbstätig","1993","Hauptschule","Ostdeutschland","707","0.608301731966977","0.582078004946613","0.634525458987341"
"nicht erwerbstätig","1993","Realschule","Westdeutschland","481","0.332159543590936","0.309770612484348","0.354548474697524"
"nicht erwerbstätig","1993","Realschule","Ostdeutschland","253","","",""
"nicht erwerbstätig","1993","(Fach-)Abitur","Westdeutschland","240","","",""
"nicht erwerbstätig","1993","(Fach-)Abitur","Ostdeutschland","39","0.318621109801053","0.236610723288301","0.400631496313806"
"nicht erwerbstätig","1993","AkademikerIn","Westdeutschland","147","","",""
"nicht erwerbstätig","1993","AkademikerIn","Ostdeutschland","176","","",""
"erwerbstätig","1993","(noch) kein Abschluss","Westdeutschland","361","0.387426272061318","0.352994558371582","0.421857985751054"
"erwerbstätig","1993","(noch) kein Abschluss","Ostdeutschland","19","","",""
"erwerbstätig","1993","Hauptschule","Westdeutschland","3205","0.560068629276331","0.546331929177199","0.573805329375462"
"erwerbstätig","1993","Hauptschule","Ostdeutschland","624","0.391698268033023","0.365474541012659","0.417921995053387"
"erwerbstätig","1993","Realschule","Westdeutschland","1219","","",""
"erwerbstätig","1993","Realschule","Ostdeutschland","1143","","",""
"erwerbstätig","1993","(Fach-)Abitur","Westdeutschland","546","0.703809075506909","0.671890013311212","0.735728137702607"
"erwerbstätig","1993","(Fach-)Abitur","Ostdeutschland","85","0.681378890198947","0.599368503686194","0.763389276711699"
"erwerbstätig","1993","AkademikerIn","Westdeutschland","616","0.777915650359961","0.748423186640024","0.807408114079898"
"erwerbstätig","1993","AkademikerIn","Ostdeutschland","697","0.753312387406161","0.724716591112494","0.781908183699828"
"nicht erwerbstätig","1994","(noch) kein Abschluss","Westdeutschland","415","0.65091268031261","0.616752064196687","0.685073296428534"
"nicht erwerbstätig","1994","(noch) kein Abschluss","Ostdeutschland","79","0.749054509509404","0.664078858515027","0.834030160503781"
"nicht erwerbstätig","1994","Hauptschule","Westdeutschland","1838","","",""
"nicht erwerbstätig","1994","Hauptschule","Ostdeutschland","740","0.655088212907605","0.629027483023772","0.681148942791439"
"nicht erwerbstätig","1994","Realschule","Westdeutschland","450","0.321343709665777","0.298966292331788","0.343721126999766"
"nicht erwerbstätig","1994","Realschule","Ostdeutschland","259","","",""
"nicht erwerbstätig","1994","(Fach-)Abitur","Westdeutschland","286","","",""
"nicht erwerbstätig","1994","(Fach-)Abitur","Ostdeutschland","49","0.405647012995228","0.323724189150639","0.487569836839817"
"nicht erwerbstätig","1994","AkademikerIn","Westdeutschland","155","","",""
"nicht erwerbstätig","1994","AkademikerIn","Ostdeutschland","188","","",""
"erwerbstätig","1994","(noch) kein Abschluss","Westdeutschland","333","0.34908731968739","0.314926703571466","0.383247935803313"
"erwerbstätig","1994","(noch) kein Abschluss","Ostdeutschland","21","","",""
"erwerbstätig","1994","Hauptschule","Westdeutschland","2987","","",""
"erwerbstätig","1994","Hauptschule","Ostdeutschland","538","0.344911787092395","0.318851057208561","0.370972516976228"
"erwerbstätig","1994","Realschule","Westdeutschland","1223","","",""
"erwerbstätig","1994","Realschule","Ostdeutschland","1116","","",""
"erwerbstätig","1994","(Fach-)Abitur","Westdeutschland","497","0.639454867144657","0.605822922676893","0.673086811612422"
"erwerbstätig","1994","(Fach-)Abitur","Ostdeutschland","89","0.594352987004772","0.512430163160183","0.676275810849361"
"erwerbstätig","1994","AkademikerIn","Westdeutschland","640","0.781497898391451","0.75277314934562","0.810222647437282"
"erwerbstätig","1994","AkademikerIn","Ostdeutschland","670","0.73321149966473","0.70361757023146","0.762805429098"
"nicht erwerbstätig","1995","(noch) kein Abschluss","Westdeutschland","460","0.681287138509469","0.648309823029985","0.714264453988954"
"nicht erwerbstätig","1995","(noch) kein Abschluss","Ostdeutschland","96","0.823047790590907","0.752993266537083","0.89310231464473"
"nicht erwerbstätig","1995","Hauptschule","Westdeutschland","1953","","",""
"nicht erwerbstätig","1995","Hauptschule","Ostdeutschland","691","0.648800306931955","0.622025715882343","0.675574897981567"
"nicht erwerbstätig","1995","Realschule","Westdeutschland","463","0.32081760467576","0.299102035424361","0.342533173927158"
"nicht erwerbstätig","1995","Realschule","Ostdeutschland","272","","",""
"nicht erwerbstätig","1995","(Fach-)Abitur","Westdeutschland","321","0.346817573395695","0.315859568804887","0.377775577986503"
"nicht erwerbstätig","1995","(Fach-)Abitur","Ostdeutschland","54","0.369949160240239","0.293449202383207","0.446449118097271"
"nicht erwerbstätig","1995","AkademikerIn","Westdeutschland","184","","",""
"nicht erwerbstätig","1995","AkademikerIn","Ostdeutschland","179","","",""
"erwerbstätig","1995","(noch) kein Abschluss","Westdeutschland","307","0.318712861490531","0.285735546011046","0.351690176970015"
"erwerbstätig","1995","(noch) kein Abschluss","Ostdeutschland","18","","",""
"erwerbstätig","1995","Hauptschule","Westdeutschland","2951","","",""
"erwerbstätig","1995","Hauptschule","Ostdeutschland","530","0.351199693068045","0.324425102018433","0.377974284117657"
"erwerbstätig","1995","Realschule","Westdeutschland","1312","","",""
"erwerbstätig","1995","Realschule","Ostdeutschland","1069","","",""
"erwerbstätig","1995","(Fach-)Abitur","Westdeutschland","587","0.653182426604305","0.622224422013497","0.684140431195113"
"erwerbstätig","1995","(Fach-)Abitur","Ostdeutschland","99","0.630050839759761","0.553550881902729","0.706550797616792"
"erwerbstätig","1995","AkademikerIn","Westdeutschland","735","0.775314493363963","0.748329841707458","0.802299145020467"
"erwerbstätig","1995","AkademikerIn","Ostdeutschland","655","0.729588616914512","0.699443527583434","0.759733706245591"
"nicht erwerbstätig","1996","(noch) kein Abschluss","Westdeutschland","442","0.691066687333128","0.657433235812275","0.72470013885398"
"nicht erwerbstätig","1996","(noch) kein Abschluss","Ostdeutschland","96","0.798981687442368","0.726051837390029","0.871911537494708"
"nicht erwerbstätig","1996","Hauptschule","Westdeutschland","1896","","",""
"nicht erwerbstätig","1996","Hauptschule","Ostdeutschland","689","0.659510623238279","0.6325980706626","0.686423175813959"
"nicht erwerbstätig","1996","Realschule","Westdeutschland","465","0.318488443489315","0.296845240066255","0.340131646912376"
"nicht erwerbstätig","1996","Realschule","Ostdeutschland","238","","",""
"nicht erwerbstätig","1996","(Fach-)Abitur","Westdeutschland","273","","",""
"nicht erwerbstätig","1996","(Fach-)Abitur","Ostdeutschland","59","0.361774379259311","0.288007687060133","0.435541071458489"
"nicht erwerbstätig","1996","AkademikerIn","Westdeutschland","163","","",""
"nicht erwerbstätig","1996","AkademikerIn","Ostdeutschland","188","","",""
"erwerbstätig","1996","(noch) kein Abschluss","Westdeutschland","283","","",""
"erwerbstätig","1996","(noch) kein Abschluss","Ostdeutschland","20","","",""
"erwerbstätig","1996","Hauptschule","Westdeutschland","2859","","",""
"erwerbstätig","1996","Hauptschule","Ostdeutschland","502","0.340489376761721","0.313576824186041","0.3674019293374"
"erwerbstätig","1996","Realschule","Westdeutschland","1315","","",""
"erwerbstätig","1996","Realschule","Ostdeutschland","1098","","",""
"erwerbstätig","1996","(Fach-)Abitur","Westdeutschland","593","0.688478870252561","0.657634336654225","0.719323403850898"
"erwerbstätig","1996","(Fach-)Abitur","Ostdeutschland","104","","",""
"erwerbstätig","1996","AkademikerIn","Westdeutschland","762","0.785064642804676","0.758592818875292","0.811536466734061"
"erwerbstätig","1996","AkademikerIn","Ostdeutschland","651","0.713322932449559","0.682723971425372","0.743921893473746"
"nicht erwerbstätig","1997","(noch) kein Abschluss","Westdeutschland","448","0.685823207177816","0.651485390760314","0.720161023595318"
"nicht erwerbstätig","1997","(noch) kein Abschluss","Ostdeutschland","113","","",""
"nicht erwerbstätig","1997","Hauptschule","Westdeutschland","1896","","",""
"nicht erwerbstätig","1997","Hauptschule","Ostdeutschland","684","0.674465752964499","0.647395723866346","0.701535782062651"
"nicht erwerbstätig","1997","Realschule","Westdeutschland","499","0.336149339370848","0.314210307541764","0.358088371199931"
"nicht erwerbstätig","1997","Realschule","Ostdeutschland","245","","",""
"nicht erwerbstätig","1997","(Fach-)Abitur","Westdeutschland","273","","",""
"nicht erwerbstätig","1997","(Fach-)Abitur","Ostdeutschland","64","0.374123310674833","0.301382957882888","0.446863663466779"
"nicht erwerbstätig","1997","AkademikerIn","Westdeutschland","160","","",""
"nicht erwerbstätig","1997","AkademikerIn","Ostdeutschland","200","","",""
"erwerbstätig","1997","(noch) kein Abschluss","Westdeutschland","254","","",""
"erwerbstätig","1997","(noch) kein Abschluss","Ostdeutschland","17","","",""
"erwerbstätig","1997","Hauptschule","Westdeutschland","2725","","",""
"erwerbstätig","1997","Hauptschule","Ostdeutschland","467","0.325534247035501","0.298464217937349","0.352604276133654"
"erwerbstätig","1997","Realschule","Westdeutschland","1282","","",""
"erwerbstätig","1997","Realschule","Ostdeutschland","1054","","",""
"erwerbstätig","1997","(Fach-)Abitur","Westdeutschland","576","0.695894102848306","0.664949975124446","0.726838230572167"
"erwerbstätig","1997","(Fach-)Abitur","Ostdeutschland","106","","",""
"erwerbstätig","1997","AkademikerIn","Westdeutschland","770","0.797090381817451","0.771243288075772","0.822937475559131"
"erwerbstätig","1997","AkademikerIn","Ostdeutschland","637","0.701648484248676","0.670652225187444","0.732644743309908"
"nicht erwerbstätig","1998","(noch) kein Abschluss","Westdeutschland","453","0.679657702646731","0.644917388749305","0.714398016544157"
"nicht erwerbstätig","1998","(noch) kein Abschluss","Ostdeutschland","109","","",""
"nicht erwerbstätig","1998","Hauptschule","Westdeutschland","2195","","",""
"nicht erwerbstätig","1998","Hauptschule","Ostdeutschland","723","0.687538966799705","0.66111573445737","0.71396219914204"
"nicht erwerbstätig","1998","Realschule","Westdeutschland","559","0.330077698801473","0.309432705286597","0.350722692316348"
"nicht erwerbstätig","1998","Realschule","Ostdeutschland","263","","",""
"nicht erwerbstätig","1998","(Fach-)Abitur","Westdeutschland","327","0.34417455553808","0.314383607746322","0.373965503329839"
"nicht erwerbstätig","1998","(Fach-)Abitur","Ostdeutschland","60","0.413542939022486","0.339513911372442","0.48757196667253"
"nicht erwerbstätig","1998","AkademikerIn","Westdeutschland","210","","",""
"nicht erwerbstätig","1998","AkademikerIn","Ostdeutschland","216","","",""
"erwerbstätig","1998","(noch) kein Abschluss","Westdeutschland","240","","",""
"erwerbstätig","1998","(noch) kein Abschluss","Ostdeutschland","22","","",""
"erwerbstätig","1998","Hauptschule","Westdeutschland","2819","","",""
"erwerbstätig","1998","Hauptschule","Ostdeutschland","459","0.312461033200295","0.28603780085796","0.33888426554263"
"erwerbstätig","1998","Realschule","Westdeutschland","1434","","",""
"erwerbstätig","1998","Realschule","Ostdeutschland","1139","","",""
"erwerbstätig","1998","(Fach-)Abitur","Westdeutschland","650","0.65582544446192","0.626034496670162","0.685616392253678"
"erwerbstätig","1998","(Fach-)Abitur","Ostdeutschland","110","","",""
"erwerbstätig","1998","AkademikerIn","Westdeutschland","891","0.774675270857086","0.749996773830107","0.799353767884065"
"erwerbstätig","1998","AkademikerIn","Ostdeutschland","652","0.687829214534191","0.657002682760175","0.718655746308207"
"nicht erwerbstätig","1999","(noch) kein Abschluss","Westdeutschland","409","0.610033886818096","0.572963451714696","0.647104321921497"
"nicht erwerbstätig","1999","(noch) kein Abschluss","Ostdeutschland","105","","",""
"nicht erwerbstätig","1999","Hauptschule","Westdeutschland","2065","","",""
"nicht erwerbstätig","1999","Hauptschule","Ostdeutschland","708","0.692272090011677","0.665642342937384","0.71890183708597"
"nicht erwerbstätig","1999","Realschule","Westdeutschland","497","0.303923817975229","0.283689964979751","0.324157670970706"
"nicht erwerbstätig","1999","Realschule","Ostdeutschland","253","","",""
"nicht erwerbstätig","1999","(Fach-)Abitur","Westdeutschland","268","","",""
