"e11102","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"nicht erwerbstätig","2014","Hauptschule","Westdeutschland","3127","0.50633931670491","0.494627233025999","0.518051400383821"
"nicht erwerbstätig","2014","Hauptschule","Ostdeutschland","872","0.737489173949133","0.7132039573246","0.761774390573666"
"nicht erwerbstätig","2014","Realschule","Westdeutschland","1326","","",""
"nicht erwerbstätig","2014","Realschule","Ostdeutschland","550","0.25130478213178","0.232870881073744","0.269738683189817"
"nicht erwerbstätig","2014","(Fach-)Abitur","Westdeutschland","914","0.272049782719307","0.257156992821082","0.286942572617531"
"nicht erwerbstätig","2014","(Fach-)Abitur","Ostdeutschland","127","","",""
"nicht erwerbstätig","2014","AkademikerIn","Westdeutschland","1097","","",""
"nicht erwerbstätig","2014","AkademikerIn","Ostdeutschland","475","0.356408840725136","0.331680477596838","0.381137203853434"
"erwerbstätig","2014","(noch) kein Abschluss","Westdeutschland","319","0.247503447843088","0.223702771445514","0.271304124240663"
"erwerbstätig","2014","(noch) kein Abschluss","Ostdeutschland","25","","",""
"erwerbstätig","2014","Hauptschule","Westdeutschland","3873","0.49366068329509","0.481948599616179","0.505372766974001"
"erwerbstätig","2014","Hauptschule","Ostdeutschland","389","0.262510826050867","0.238225609426334","0.2867960426754"
"erwerbstätig","2014","Realschule","Westdeutschland","3496","0.696491401652557","0.683514295200338","0.709468508104776"
"erwerbstätig","2014","Realschule","Ostdeutschland","1577","","",""
"erwerbstätig","2014","(Fach-)Abitur","Westdeutschland","2516","","",""
"erwerbstätig","2014","(Fach-)Abitur","Ostdeutschland","397","0.787821195483372","0.752814809502093","0.822827581464651"
"erwerbstätig","2014","AkademikerIn","Westdeutschland","3689","0.757156202448653","0.74500783291747","0.769304571979837"
"erwerbstätig","2014","AkademikerIn","Ostdeutschland","966","0.643591159274864","0.618862796146566","0.668319522403162"
"nicht erwerbstätig","2015","(noch) kein Abschluss","Westdeutschland","921","0.733149601469103","0.707944645216009","0.758354557722197"
"nicht erwerbstätig","2015","(noch) kein Abschluss","Ostdeutschland","157","","",""
"nicht erwerbstätig","2015","Hauptschule","Westdeutschland","3205","0.516228526271391","0.504224765726644","0.528232286816139"
"nicht erwerbstätig","2015","Hauptschule","Ostdeutschland","863","0.742250189697859","0.717625480134869","0.766874899260848"
"nicht erwerbstätig","2015","Realschule","Westdeutschland","1268","","",""
"nicht erwerbstätig","2015","Realschule","Ostdeutschland","531","0.24735653843494","0.228559077937426","0.266153998932455"
"nicht erwerbstätig","2015","(Fach-)Abitur","Westdeutschland","1263","","",""
"nicht erwerbstätig","2015","(Fach-)Abitur","Ostdeutschland","157","","",""
"nicht erwerbstätig","2015","AkademikerIn","Westdeutschland","1513","","",""
"nicht erwerbstätig","2015","AkademikerIn","Ostdeutschland","504","0.368171483448596","0.343067961215529","0.393275005681664"
"erwerbstätig","2015","(noch) kein Abschluss","Westdeutschland","262","","",""
"erwerbstätig","2015","(noch) kein Abschluss","Ostdeutschland","25","","",""
"erwerbstätig","2015","Hauptschule","Westdeutschland","3453","0.483771473728609","0.471767713183861","0.495775234273356"
"erwerbstätig","2015","Hauptschule","Ostdeutschland","349","0.257749810302141","0.233125100739152","0.282374519865131"
"erwerbstätig","2015","Realschule","Westdeutschland","3356","0.697488123916858","0.684248403888956","0.710727843944761"
"erwerbstätig","2015","Realschule","Ostdeutschland","1493","","",""
"erwerbstätig","2015","(Fach-)Abitur","Westdeutschland","2381","","",""
"erwerbstätig","2015","(Fach-)Abitur","Ostdeutschland","370","0.755946709001395","0.719275037304426","0.792618380698364"
"erwerbstätig","2015","AkademikerIn","Westdeutschland","3491","0.729051460514444","0.716737097844343","0.741365823184546"
"erwerbstätig","2015","AkademikerIn","Ostdeutschland","914","0.631828516551404","0.606724994318336","0.656932038784471"
"nicht erwerbstätig","2016","(noch) kein Abschluss","Westdeutschland","1632","","",""
"nicht erwerbstätig","2016","(noch) kein Abschluss","Ostdeutschland","330","0.845654285846273","0.808125301909473","0.883183269783074"
"nicht erwerbstätig","2016","Hauptschule","Westdeutschland","3174","0.488088619241185","0.475923780620305","0.500253457862065"
"nicht erwerbstätig","2016","Hauptschule","Ostdeutschland","838","0.689584777865445","0.663220185749036","0.715949369981855"
"nicht erwerbstätig","2016","Realschule","Westdeutschland","1183","","",""
"nicht erwerbstätig","2016","Realschule","Ostdeutschland","503","0.241207899784543","0.222021717274103","0.260394082294983"
"nicht erwerbstätig","2016","(Fach-)Abitur","Westdeutschland","1229","","",""
"nicht erwerbstätig","2016","(Fach-)Abitur","Ostdeutschland","201","","",""
"nicht erwerbstätig","2016","AkademikerIn","Westdeutschland","1553","","",""
"nicht erwerbstätig","2016","AkademikerIn","Ostdeutschland","539","0.331846296198038","0.307525738899467","0.35616685349661"
"erwerbstätig","2016","(noch) kein Abschluss","Westdeutschland","281","","",""
"erwerbstätig","2016","(noch) kein Abschluss","Ostdeutschland","26","","",""
"erwerbstätig","2016","Hauptschule","Westdeutschland","3312","0.511911380758815","0.499746542137935","0.524076219379695"
"erwerbstätig","2016","Hauptschule","Ostdeutschland","345","0.310415222134555","0.284050630018145","0.336779814250965"
"erwerbstätig","2016","Realschule","Westdeutschland","3034","0.689208241800853","0.675239532858365","0.703176950743341"
"erwerbstätig","2016","Realschule","Ostdeutschland","1407","","",""
"erwerbstätig","2016","(Fach-)Abitur","Westdeutschland","2413","","",""
"erwerbstätig","2016","(Fach-)Abitur","Ostdeutschland","379","0.810299305277359","0.778391914725621","0.842206695829098"
"erwerbstätig","2016","AkademikerIn","Westdeutschland","3495","0.740391256949787","0.728297013234924","0.752485500664649"
"erwerbstätig","2016","AkademikerIn","Ostdeutschland","901","0.668153703801962","0.64383314650339","0.692474261100533"
"nicht erwerbstätig","2017","(noch) kein Abschluss","Westdeutschland","2064","","",""
"nicht erwerbstätig","2017","(noch) kein Abschluss","Ostdeutschland","395","0.773388952176137","0.733911806974935","0.812866097377339"
"nicht erwerbstätig","2017","Hauptschule","Westdeutschland","3363","0.493067997849566","0.481246666816357","0.504889328882774"
"nicht erwerbstätig","2017","Hauptschule","Ostdeutschland","840","0.693531051416158","0.667870650180995","0.719191452651321"
"nicht erwerbstätig","2017","Realschule","Westdeutschland","1278","","",""
"nicht erwerbstätig","2017","Realschule","Ostdeutschland","573","0.250968187803885","0.232850773344387","0.269085602263382"
"nicht erwerbstätig","2017","(Fach-)Abitur","Westdeutschland","1404","","",""
"nicht erwerbstätig","2017","(Fach-)Abitur","Ostdeutschland","237","","",""
"nicht erwerbstätig","2017","AkademikerIn","Westdeutschland","1722","","",""
"nicht erwerbstätig","2017","AkademikerIn","Ostdeutschland","528","0.335725949283144","0.312070750897405","0.359381147668882"
"erwerbstätig","2017","(noch) kein Abschluss","Westdeutschland","346","0.266967618932162","0.249306002707971","0.284629235156352"
"erwerbstätig","2017","(noch) kein Abschluss","Ostdeutschland","37","0.226611047823863","0.187133902622661","0.266088193025065"
"erwerbstätig","2017","Hauptschule","Westdeutschland","3508","0.506932002150434","0.495110671117226","0.518753333183643"
"erwerbstätig","2017","Hauptschule","Ostdeutschland","400","0.306468948583842","0.280808547348678","0.332129349819005"
"erwerbstätig","2017","Realschule","Westdeutschland","3543","0.705017528664603","0.69214459333101","0.717890463998195"
"erwerbstätig","2017","Realschule","Ostdeutschland","1627","","",""
"erwerbstätig","2017","(Fach-)Abitur","Westdeutschland","2742","","",""
"erwerbstätig","2017","(Fach-)Abitur","Ostdeutschland","458","0.762044944506653","0.730386217358379","0.793703671654927"
"erwerbstätig","2017","AkademikerIn","Westdeutschland","3998","0.753142307236093","0.741968223240007","0.764316391232178"
"erwerbstätig","2017","AkademikerIn","Ostdeutschland","1003","","",""
"nicht erwerbstätig","2018","(noch) kein Abschluss","Westdeutschland","1834","","",""
"nicht erwerbstätig","2018","(noch) kein Abschluss","Ostdeutschland","350","0.833001678169325","0.796405086967598","0.869598269371052"
"nicht erwerbstätig","2018","Hauptschule","Westdeutschland","3112","0.492758786882158","0.480549342625598","0.504968231138719"
"nicht erwerbstätig","2018","Hauptschule","Ostdeutschland","800","0.679776816443032","0.653301727419451","0.706251905466613"
"nicht erwerbstätig","2018","Realschule","Westdeutschland","1195","","",""
"nicht erwerbstätig","2018","Realschule","Ostdeutschland","592","0.257465141872839","0.239140253329036","0.275790030416641"
"nicht erwerbstätig","2018","(Fach-)Abitur","Westdeutschland","1268","","",""
"nicht erwerbstätig","2018","(Fach-)Abitur","Ostdeutschland","210","","",""
"nicht erwerbstätig","2018","AkademikerIn","Westdeutschland","1548","","",""
"nicht erwerbstätig","2018","AkademikerIn","Ostdeutschland","516","0.323806179775281","0.300030946292921","0.347581413257641"
"erwerbstätig","2018","(noch) kein Abschluss","Westdeutschland","386","0.275554860890632","0.256969183541937","0.294140538239328"
"erwerbstätig","2018","(noch) kein Abschluss","Ostdeutschland","49","0.166998321830675","0.130401730628948","0.203594913032402"
"erwerbstätig","2018","Hauptschule","Westdeutschland","3329","0.507241213117842","0.495031768861282","0.519450657374402"
"erwerbstätig","2018","Hauptschule","Ostdeutschland","393","0.320223183556968","0.293748094533387","0.346698272580549"
"erwerbstätig","2018","Realschule","Westdeutschland","3376","0.717224660368476","0.704169240200279","0.730280080536672"
"erwerbstätig","2018","Realschule","Ostdeutschland","1595","","",""
"erwerbstätig","2018","(Fach-)Abitur","Westdeutschland","2708","","",""
"erwerbstätig","2018","(Fach-)Abitur","Ostdeutschland","462","0.803685578727017","0.773653690130782","0.833717467323253"
"erwerbstätig","2018","AkademikerIn","Westdeutschland","3942","0.758475576270181","0.747153834467643","0.769797318072718"
"erwerbstätig","2018","AkademikerIn","Ostdeutschland","972","0.676193820224719","0.652418586742359","0.699969053707079"
"nicht erwerbstätig","2019","(noch) kein Abschluss","Westdeutschland","1625","","",""
"nicht erwerbstätig","2019","(noch) kein Abschluss","Ostdeutschland","280","","",""
"nicht erwerbstätig","2019","Hauptschule","Westdeutschland","2846","","",""
"nicht erwerbstätig","2019","Hauptschule","Ostdeutschland","707","0.702384944561972","0.674756574359112","0.730013314764831"
"nicht erwerbstätig","2019","Realschule","Westdeutschland","1223","","",""
"nicht erwerbstätig","2019","Realschule","Ostdeutschland","625","0.30644287831304","0.287085998206361","0.325799758419718"
"nicht erwerbstätig","2019","(Fach-)Abitur","Westdeutschland","1171","","",""
"nicht erwerbstätig","2019","(Fach-)Abitur","Ostdeutschland","192","","",""
"nicht erwerbstätig","2019","AkademikerIn","Westdeutschland","1477","","",""
"nicht erwerbstätig","2019","AkademikerIn","Ostdeutschland","525","0.337331937050763","0.314676269102889","0.359987604998636"
"erwerbstätig","2019","(noch) kein Abschluss","Westdeutschland","454","0.319172079204243","0.299134189965046","0.339209968443439"
"erwerbstätig","2019","(noch) kein Abschluss","Ostdeutschland","54","0.156787991501991","0.117793824493091","0.195782158510891"
"erwerbstätig","2019","Hauptschule","Westdeutschland","3074","0.506421609850342","0.49368595088693","0.519157268813754"
"erwerbstätig","2019","Hauptschule","Ostdeutschland","345","0.297615055438028","0.269986685235169","0.325243425640888"
"erwerbstätig","2019","Realschule","Westdeutschland","3440","0.720073144470614","0.707186911666041","0.732959377275187"
"erwerbstätig","2019","Realschule","Ostdeutschland","1554","","",""
"erwerbstätig","2019","(Fach-)Abitur","Westdeutschland","2838","","",""
"erwerbstätig","2019","(Fach-)Abitur","Ostdeutschland","478","0.779200422885832","0.747792848423218","0.810607997348445"
"erwerbstätig","2019","AkademikerIn","Westdeutschland","4426","0.747742976128939","0.736663748014352","0.758822204243527"
"erwerbstätig","2019","AkademikerIn","Ostdeutschland","1148","","",""
"nicht erwerbstätig","2020","(noch) kein Abschluss","Westdeutschland","1608","","",""
"nicht erwerbstätig","2020","(noch) kein Abschluss","Ostdeutschland","318","0.804914395158291","0.765072154707033","0.844756635609549"
"nicht erwerbstätig","2020","Hauptschule","Westdeutschland","2777","","",""
"nicht erwerbstätig","2020","Hauptschule","Ostdeutschland","651","0.679243752491262","0.650371436449809","0.708116068532714"
"nicht erwerbstätig","2020","Realschule","Westdeutschland","1191","","",""
"nicht erwerbstätig","2020","Realschule","Ostdeutschland","624","0.320960971714885","0.300506040284035","0.341415903145735"
"nicht erwerbstätig","2020","(Fach-)Abitur","Westdeutschland","1208","","",""
"nicht erwerbstätig","2020","(Fach-)Abitur","Ostdeutschland","181","","",""
"nicht erwerbstätig","2020","AkademikerIn","Westdeutschland","1449","","",""
"nicht erwerbstätig","2020","AkademikerIn","Ostdeutschland","517","0.336669350052611","0.313929284059123","0.359409416046098"
"erwerbstätig","2020","(noch) kein Abschluss","Westdeutschland","638","0.297601419726788","0.278693117866477","0.316509721587099"
"erwerbstätig","2020","(noch) kein Abschluss","Ostdeutschland","62","0.195085604841709","0.155243364390451","0.234927845292967"
"erwerbstätig","2020","Hauptschule","Westdeutschland","3007","0.485666214131072","0.472785930640603","0.498546497621541"
"erwerbstätig","2020","Hauptschule","Ostdeutschland","353","0.320756247508738","0.291883931467286","0.349628563550191"
"erwerbstätig","2020","Realschule","Westdeutschland","3138","0.711687014533595","0.698193318567541","0.725180710499648"
"erwerbstätig","2020","Realschule","Ostdeutschland","1377","","",""
"erwerbstätig","2020","(Fach-)Abitur","Westdeutschland","3173","0.752021803865379","0.739234369165683","0.764809238565075"
"erwerbstätig","2020","(Fach-)Abitur","Ostdeutschland","521","0.820123898353114","0.791711623842425","0.848536172863803"
"erwerbstätig","2020","AkademikerIn","Westdeutschland","4689","0.752478908100137","0.741682285501214","0.763275530699059"
"erwerbstätig","2020","AkademikerIn","Ostdeutschland","1142","","",""
