"e11102","year","age_gr","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"nicht erwerbstätig","1984","46-65","Hessen","142","0.400969243110054","0.352820312469827","0.44911817375028"
"nicht erwerbstätig","1984","46-65","Rheinland-Pfalz,Saarland","125","0.471488900223334","0.413534227998047","0.529443572448621"
"nicht erwerbstätig","1984","46-65","Baden-Württemberg","198","0.334262846789825","0.297913935984433","0.370611757595217"
"nicht erwerbstätig","1984","46-65","Bayern","209","0.365624769293385","0.327530923543355","0.403718615043416"
"nicht erwerbstätig","1984","46-65","Saarland","","","",""
"nicht erwerbstätig","1984","46-65","Berlin","36","0.327085887580256","0.244841966816794","0.409329808343718"
"nicht erwerbstätig","1984","46-65","Brandenburg","","","",""
"nicht erwerbstätig","1984","46-65","Mecklenburg-Vorpommern","","","",""
"nicht erwerbstätig","1984","46-65","Sachsen","","","",""
"nicht erwerbstätig","1984","46-65","Sachsen-Anhalt","","","",""
"nicht erwerbstätig","1984","46-65","Thüringen","","","",""
"nicht erwerbstätig","1984","66","Schleswig-Holstein","","","",""
"nicht erwerbstätig","1984","66","Hamburg","","","",""
"nicht erwerbstätig","1984","66","Niedersachsen","","","",""
"nicht erwerbstätig","1984","66","Bremen","","","",""
"nicht erwerbstätig","1984","66","Nordrhein-Westfalen","","","",""
"nicht erwerbstätig","1984","66","Hessen","","","",""
"nicht erwerbstätig","1984","66","Rheinland-Pfalz,Saarland","","","",""
"nicht erwerbstätig","1984","66","Baden-Württemberg","","","",""
"nicht erwerbstätig","1984","66","Bayern","","","",""
"nicht erwerbstätig","1984","66","Saarland","","","",""
"nicht erwerbstätig","1984","66","Berlin","","","",""
"nicht erwerbstätig","1984","66","Brandenburg","","","",""
"nicht erwerbstätig","1984","66","Mecklenburg-Vorpommern","","","",""
"nicht erwerbstätig","1984","66","Sachsen","","","",""
"nicht erwerbstätig","1984","66","Sachsen-Anhalt","","","",""
"nicht erwerbstätig","1984","66","Thüringen","","","",""
"erwerbstätig","1984","17-29","Schleswig-Holstein","65","0.684510141474965","0.591550354546595","0.777469928403336"
"erwerbstätig","1984","17-29","Hamburg","40","0.548406282665965","0.430124246773099","0.666688318558831"
"erwerbstätig","1984","17-29","Niedersachsen","185","0.555085265815343","0.501869057019007","0.608301474611679"
"erwerbstätig","1984","17-29","Bremen","15","","",""
"erwerbstätig","1984","17-29","Nordrhein-Westfalen","586","0.621425134357253","0.590886015771095","0.651964252943411"
"erwerbstätig","1984","17-29","Hessen","245","0.672665944402832","0.625361983482388","0.719969905323276"
"erwerbstätig","1984","17-29","Rheinland-Pfalz,Saarland","172","0.714328569315262","0.657878698506865","0.770778440123658"
"erwerbstätig","1984","17-29","Baden-Württemberg","443","0.68664686414366","0.650987371829103","0.722306356458218"
"erwerbstätig","1984","17-29","Bayern","408","0.739049003839613","0.702965553769172","0.775132453910053"
"erwerbstätig","1984","17-29","Saarland","","","",""
"erwerbstätig","1984","17-29","Berlin","73","0.76944407229429","0.686892610795994","0.851995533792585"
"erwerbstätig","1984","17-29","Brandenburg","","","",""
"erwerbstätig","1984","17-29","Mecklenburg-Vorpommern","","","",""
"erwerbstätig","1984","17-29","Sachsen","","","",""
"erwerbstätig","1984","17-29","Sachsen-Anhalt","","","",""
"erwerbstätig","1984","17-29","Thüringen","","","",""
"erwerbstätig","1984","30-45","Schleswig-Holstein","104","0.737816056662189","0.665729020666873","0.809903092657506"
"erwerbstätig","1984","30-45","Hamburg","99","0.802783945280719","0.732178426527705","0.873389464033733"
"erwerbstätig","1984","30-45","Niedersachsen","298","0.781819782111543","0.740829887605679","0.822809676617407"
"erwerbstätig","1984","30-45","Bremen","24","","",""
"erwerbstätig","1984","30-45","Nordrhein-Westfalen","786","0.726054427624739","0.699602732791328","0.752506122458149"
"erwerbstätig","1984","30-45","Hessen","282","0.798533576058398","0.757609127360511","0.839458024756285"
"erwerbstätig","1984","30-45","Rheinland-Pfalz,Saarland","151","0.715091742976439","0.653750888253164","0.776432597699714"
"erwerbstätig","1984","30-45","Baden-Württemberg","585","0.78169580216766","0.751952518000115","0.811439086335206"
"erwerbstätig","1984","30-45","Bayern","533","0.785683173245865","0.754703987118541","0.816662359373189"
"erwerbstätig","1984","30-45","Saarland","","","",""
"erwerbstätig","1984","30-45","Berlin","114","0.835645036416998","0.773360395067127","0.897929677766868"
"erwerbstätig","1984","30-45","Brandenburg","","","",""
"erwerbstätig","1984","30-45","Mecklenburg-Vorpommern","","","",""
"erwerbstätig","1984","30-45","Sachsen","","","",""
"erwerbstätig","1984","30-45","Sachsen-Anhalt","","","",""
"erwerbstätig","1984","30-45","Thüringen","","","",""
"erwerbstätig","1984","46-65","Schleswig-Holstein","63","0.635549310295752","0.542604853671994","0.728493766919511"
"erwerbstätig","1984","46-65","Hamburg","46","0.603212997295912","0.49098512606737","0.715440868524454"
"erwerbstätig","1984","46-65","Niedersachsen","211","0.573893166876739","0.522524550476975","0.625261783276503"
"erwerbstätig","1984","46-65","Bremen","21","","",""
"erwerbstätig","1984","46-65","Nordrhein-Westfalen","545","0.553760070570618","0.521480040151956","0.586040100989281"
"erwerbstätig","1984","46-65","Hessen","256","0.599030756889946","0.55088182624972","0.647179687530173"
"erwerbstätig","1984","46-65","Rheinland-Pfalz,Saarland","160","0.528511099776666","0.470556427551379","0.586465772001953"
"erwerbstätig","1984","46-65","Baden-Württemberg","449","0.665737153210175","0.629388242404783","0.702086064015567"
"erwerbstätig","1984","46-65","Bayern","405","0.634375230706615","0.596281384956584","0.672469076456645"
"erwerbstätig","1984","46-65","Saarland","","","",""
"erwerbstätig","1984","46-65","Berlin","89","0.672914112419744","0.590670191656282","0.755158033183206"
"erwerbstätig","1984","46-65","Brandenburg","","","",""
"erwerbstätig","1984","46-65","Mecklenburg-Vorpommern","","","",""
"erwerbstätig","1984","46-65","Sachsen","","","",""
"erwerbstätig","1984","46-65","Sachsen-Anhalt","","","",""
"erwerbstätig","1984","46-65","Thüringen","","","",""
"erwerbstätig","1984","66","Schleswig-Holstein","","","",""
"erwerbstätig","1984","66","Hamburg","","","",""
"erwerbstätig","1984","66","Niedersachsen","","","",""
"erwerbstätig","1984","66","Bremen","","","",""
"erwerbstätig","1984","66","Nordrhein-Westfalen","","","",""
"erwerbstätig","1984","66","Hessen","","","",""
"erwerbstätig","1984","66","Rheinland-Pfalz,Saarland","","","",""
"erwerbstätig","1984","66","Baden-Württemberg","","","",""
"erwerbstätig","1984","66","Bayern","","","",""
"erwerbstätig","1984","66","Saarland","","","",""
"erwerbstätig","1984","66","Berlin","","","",""
"erwerbstätig","1984","66","Brandenburg","","","",""
"erwerbstätig","1984","66","Mecklenburg-Vorpommern","","","",""
"erwerbstätig","1984","66","Sachsen","","","",""
"erwerbstätig","1984","66","Sachsen-Anhalt","","","",""
"erwerbstätig","1984","66","Thüringen","","","",""
"nicht erwerbstätig","1985","17-29","Schleswig-Holstein","30","0.360961896391091","0.259455613969872","0.46246817881231"
"nicht erwerbstätig","1985","17-29","Hamburg","21","","",""
"nicht erwerbstätig","1985","17-29","Niedersachsen","141","0.431892989481965","0.376026964514429","0.487759014449501"
"nicht erwerbstätig","1985","17-29","Bremen","4","","",""
"nicht erwerbstätig","1985","17-29","Nordrhein-Westfalen","345","0.37815176685333","0.345798513215234","0.410505020491426"
"nicht erwerbstätig","1985","17-29","Hessen","123","0.348869552239732","0.29775549045932","0.399983614020144"
"nicht erwerbstätig","1985","17-29","Rheinland-Pfalz,Saarland","74","0.29840436139198","0.24063659267366","0.356172130110301"
"nicht erwerbstätig","1985","17-29","Baden-Württemberg","192","0.290486164270069","0.254576853807244","0.326395474732894"
"nicht erwerbstätig","1985","17-29","Bayern","144","0.253204280698197","0.215936487375676","0.290472074020718"
"nicht erwerbstätig","1985","17-29","Saarland","","","",""
"nicht erwerbstätig","1985","17-29","Berlin","31","0.260524803790109","0.172263033743212","0.348786573837007"
"nicht erwerbstätig","1985","17-29","Brandenburg","","","",""
"nicht erwerbstätig","1985","17-29","Mecklenburg-Vorpommern","","","",""
"nicht erwerbstätig","1985","17-29","Sachsen","","","",""
"nicht erwerbstätig","1985","17-29","Sachsen-Anhalt","","","",""
"nicht erwerbstätig","1985","17-29","Thüringen","","","",""
"nicht erwerbstätig","1985","30-45","Schleswig-Holstein","31","0.225983979281231","0.153812262417706","0.298155696144756"
"nicht erwerbstätig","1985","30-45","Hamburg","18","","",""
"nicht erwerbstätig","1985","30-45","Niedersachsen","85","0.226356725043924","0.182578151054332","0.270135299033516"
"nicht erwerbstätig","1985","30-45","Bremen","10","","",""
"nicht erwerbstätig","1985","30-45","Nordrhein-Westfalen","277","0.258943131212531","0.231669734482026","0.286216527943036"
"nicht erwerbstätig","1985","30-45","Hessen","70","0.179864193230469","0.138858100986692","0.220870285474247"
"nicht erwerbstätig","1985","30-45","Rheinland-Pfalz,Saarland","43","0.243155389077176","0.178478361885597","0.307832416268755"
"nicht erwerbstätig","1985","30-45","Baden-Württemberg","143","0.214148510927009","0.182465027271047","0.245831994582971"
"nicht erwerbstätig","1985","30-45","Bayern","126","0.205854302135954","0.173662755218952","0.238045849052956"
"nicht erwerbstätig","1985","30-45","Saarland","","","",""
"nicht erwerbstätig","1985","30-45","Berlin","16","","",""
"nicht erwerbstätig","1985","30-45","Brandenburg","","","",""
"nicht erwerbstätig","1985","30-45","Mecklenburg-Vorpommern","","","",""
"nicht erwerbstätig","1985","30-45","Sachsen","","","",""
"nicht erwerbstätig","1985","30-45","Sachsen-Anhalt","","","",""
"nicht erwerbstätig","1985","30-45","Thüringen","","","",""
"nicht erwerbstätig","1985","46-65","Schleswig-Holstein","38","0.388117945649203","0.292123475955858","0.484112415342547"
"nicht erwerbstätig","1985","46-65","Hamburg","27","","",""
"nicht erwerbstätig","1985","46-65","Niedersachsen","131","0.424505847182209","0.370934013640844","0.478077680723575"
"nicht erwerbstätig","1985","46-65","Bremen","19","","",""
"nicht erwerbstätig","1985","46-65","Nordrhein-Westfalen","345","0.445441649109253","0.412224075895096","0.47865922232341"
"nicht erwerbstätig","1985","46-65","Hessen","139","0.419268563803171","0.368922128518698","0.469614999087644"
"nicht erwerbstätig","1985","46-65","Rheinland-Pfalz,Saarland","123","0.488332173977829","0.428148751950858","0.548515596004801"
"nicht erwerbstätig","1985","46-65","Baden-Württemberg","174","0.305553013076471","0.268755990461944","0.342350035690999"
"nicht erwerbstätig","1985","46-65","Bayern","197","0.383830943224307","0.343588291101622","0.424073595346992"
"nicht erwerbstätig","1985","46-65","Saarland","","","",""
"nicht erwerbstätig","1985","46-65","Berlin","39","0.386609667238047","0.296422676118088","0.476796658358006"
"nicht erwerbstätig","1985","46-65","Brandenburg","","","",""
"nicht erwerbstätig","1985","46-65","Mecklenburg-Vorpommern","","","",""
"nicht erwerbstätig","1985","46-65","Sachsen","","","",""
"nicht erwerbstätig","1985","46-65","Sachsen-Anhalt","","","",""
"nicht erwerbstätig","1985","46-65","Thüringen","","","",""
"nicht erwerbstätig","1985","66","Schleswig-Holstein","","","",""
"nicht erwerbstätig","1985","66","Hamburg","","","",""
"nicht erwerbstätig","1985","66","Niedersachsen","","","",""
"nicht erwerbstätig","1985","66","Bremen","","","",""
"nicht erwerbstätig","1985","66","Nordrhein-Westfalen","","","",""
"nicht erwerbstätig","1985","66","Hessen","","","",""
"nicht erwerbstätig","1985","66","Rheinland-Pfalz,Saarland","","","",""
"nicht erwerbstätig","1985","66","Baden-Württemberg","","","",""
"nicht erwerbstätig","1985","66","Bayern","","","",""
"nicht erwerbstätig","1985","66","Saarland","","","",""
"nicht erwerbstätig","1985","66","Berlin","","","",""
"nicht erwerbstätig","1985","66","Brandenburg","","","",""
"nicht erwerbstätig","1985","66","Mecklenburg-Vorpommern","","","",""
"nicht erwerbstätig","1985","66","Sachsen","","","",""
"nicht erwerbstätig","1985","66","Sachsen-Anhalt","","","",""
"nicht erwerbstätig","1985","66","Thüringen","","","",""
"erwerbstätig","1985","17-29","Schleswig-Holstein","56","0.639038103608909","0.53753182118769","0.740544386030128"
"erwerbstätig","1985","17-29","Hamburg","40","0.686863757224903","0.570481937823012","0.803245576626794"
"erwerbstätig","1985","17-29","Niedersachsen","161","0.568107010518035","0.512240985550499","0.623973035485571"
"erwerbstätig","1985","17-29","Bremen","17","","",""
"erwerbstätig","1985","17-29","Nordrhein-Westfalen","518","0.62184823314667","0.589494979508574","0.654201486784767"
"erwerbstätig","1985","17-29","Hessen","211","0.651130447760268","0.600016385979856","0.70224450954068"
"erwerbstätig","1985","17-29","Rheinland-Pfalz,Saarland","167","0.70159563860802","0.6438278698897","0.75936340732634"
"erwerbstätig","1985","17-29","Baden-Württemberg","422","0.709513835729931","0.673604525267106","0.745423146192756"
"erwerbstätig","1985","17-29","Bayern","379","0.746795719301803","0.709527925979282","0.784063512624324"
"erwerbstätig","1985","17-29","Saarland","","","",""
"erwerbstätig","1985","17-29","Berlin","64","0.739475196209891","0.651213426162993","0.827736966256788"
"erwerbstätig","1985","17-29","Brandenburg","","","",""
"erwerbstätig","1985","17-29","Mecklenburg-Vorpommern","","","",""
"erwerbstätig","1985","17-29","Sachsen","","","",""
"erwerbstätig","1985","17-29","Sachsen-Anhalt","","","",""
"erwerbstätig","1985","17-29","Thüringen","","","",""
"erwerbstätig","1985","30-45","Schleswig-Holstein","98","0.774016020718769","0.701844303855244","0.846187737582293"
"erwerbstätig","1985","30-45","Hamburg","82","0.819515261713141","0.74413687192604","0.894893651500242"
"erwerbstätig","1985","30-45","Niedersachsen","266","0.773643274956076","0.729864700966484","0.817421848945668"
"erwerbstätig","1985","30-45","Bremen","18","","",""
"erwerbstätig","1985","30-45","Nordrhein-Westfalen","714","0.741056868787469","0.713783472056964","0.768330265517974"
"erwerbstätig","1985","30-45","Hessen","267","0.820135806769531","0.779129714525753","0.861141899013308"
"erwerbstätig","1985","30-45","Rheinland-Pfalz,Saarland","126","0.756844610922824","0.692167583731245","0.821521638114403"
"erwerbstätig","1985","30-45","Baden-Württemberg","501","0.785851489072991","0.754168005417029","0.817534972728953"
"erwerbstätig","1985","30-45","Bayern","480","0.794145697864046","0.761954150947044","0.826337244781048"
"erwerbstätig","1985","30-45","Saarland","","","",""
"erwerbstätig","1985","30-45","Berlin","104","0.877586826809513","0.818943770867327","0.9362298827517"
"erwerbstätig","1985","30-45","Brandenburg","","","",""
"erwerbstätig","1985","30-45","Mecklenburg-Vorpommern","","","",""
"erwerbstätig","1985","30-45","Sachsen","","","",""
"erwerbstätig","1985","30-45","Sachsen-Anhalt","","","",""
"erwerbstätig","1985","30-45","Thüringen","","","",""
"erwerbstätig","1985","46-65","Schleswig-Holstein","61","0.611882054350797","0.515887584657452","0.707876524044142"
"erwerbstätig","1985","46-65","Hamburg","48","0.625005921560481","0.515440950022566","0.734570893098395"
"erwerbstätig","1985","46-65","Niedersachsen","196","0.575494152817791","0.521922319276426","0.629065986359156"
"erwerbstätig","1985","46-65","Bremen","15","","",""
"erwerbstätig","1985","46-65","Nordrhein-Westfalen","515","0.554558350890747","0.52134077767659","0.587775924104904"
"erwerbstätig","1985","46-65","Hessen","230","0.580731436196829","0.530385000912356","0.631077871481302"
"erwerbstätig","1985","46-65","Rheinland-Pfalz,Saarland","142","0.511667826022171","0.451484403995199","0.571851248049142"
"erwerbstätig","1985","46-65","Baden-Württemberg","428","0.694446986923529","0.657649964309001","0.731244009538056"
"erwerbstätig","1985","46-65","Bayern","364","0.616169056775693","0.575926404653008","0.656411708898378"
"erwerbstätig","1985","46-65","Saarland","","","",""
"erwerbstätig","1985","46-65","Berlin","73","0.613390332761953","0.523203341641994","0.703577323881912"
"erwerbstätig","1985","46-65","Brandenburg","","","",""
"erwerbstätig","1985","46-65","Mecklenburg-Vorpommern","","","",""
"erwerbstätig","1985","46-65","Sachsen","","","",""
"erwerbstätig","1985","46-65","Sachsen-Anhalt","","","",""
"erwerbstätig","1985","46-65","Thüringen","","","",""
"erwerbstätig","1985","66","Schleswig-Holstein","","","",""
"erwerbstätig","1985","66","Hamburg","","","",""
"erwerbstätig","1985","66","Niedersachsen","","","",""
"erwerbstätig","1985","66","Bremen","","","",""
"erwerbstätig","1985","66","Nordrhein-Westfalen","","","",""
"erwerbstätig","1985","66","Hessen","","","",""
"erwerbstätig","1985","66","Rheinland-Pfalz,Saarland","","","",""
"erwerbstätig","1985","66","Baden-Württemberg","","","",""
"erwerbstätig","1985","66","Bayern","","","",""
"erwerbstätig","1985","66","Saarland","","","",""
"erwerbstätig","1985","66","Berlin","","","",""
"erwerbstätig","1985","66","Brandenburg","","","",""
"erwerbstätig","1985","66","Mecklenburg-Vorpommern","","","",""
"erwerbstätig","1985","66","Sachsen","","","",""
"erwerbstätig","1985","66","Sachsen-Anhalt","","","",""
"erwerbstätig","1985","66","Thüringen","","","",""
"nicht erwerbstätig","1986","17-29","Schleswig-Holstein","17","","",""
"nicht erwerbstätig","1986","17-29","Hamburg","23","","",""
"nicht erwerbstätig","1986","17-29","Niedersachsen","133","0.364173905564774","0.311938751906303","0.416409059223246"
"nicht erwerbstätig","1986","17-29","Bremen","2","","",""
"nicht erwerbstätig","1986","17-29","Nordrhein-Westfalen","327","0.374554093333202","0.341626408524995","0.407481778141409"
"nicht erwerbstätig","1986","17-29","Hessen","106","0.31957199818395","0.267662994639076","0.371481001728823"
"nicht erwerbstätig","1986","17-29","Rheinland-Pfalz,Saarland","61","0.253876483818701","0.197992580584883","0.309760387052518"
"nicht erwerbstätig","1986","17-29","Baden-Württemberg","179","0.266670294622158","0.231720269498235","0.301620319746081"
"nicht erwerbstätig","1986","17-29","Bayern","131","0.245672453659575","0.20751741684924","0.283827490469909"
"nicht erwerbstätig","1986","17-29","Saarland","","","",""
"nicht erwerbstätig","1986","17-29","Berlin","24","","",""
"nicht erwerbstätig","1986","17-29","Brandenburg","","","",""
"nicht erwerbstätig","1986","17-29","Mecklenburg-Vorpommern","","","",""
"nicht erwerbstätig","1986","17-29","Sachsen","","","",""
"nicht erwerbstätig","1986","17-29","Sachsen-Anhalt","","","",""
"nicht erwerbstätig","1986","17-29","Thüringen","","","",""
"nicht erwerbstätig","1986","30-45","Schleswig-Holstein","29","","",""
"nicht erwerbstätig","1986","30-45","Hamburg","15","","",""
"nicht erwerbstätig","1986","30-45","Niedersachsen","77","0.224534859816718","0.179028734571022","0.270040985062414"
"nicht erwerbstätig","1986","30-45","Bremen","10","","",""
"nicht erwerbstätig","1986","30-45","Nordrhein-Westfalen","255","0.255999735530125","0.22802612082216","0.28397335023809"
"nicht erwerbstätig","1986","30-45","Hessen","70","0.196034741116613","0.152605650282135","0.239463831951091"
"nicht erwerbstätig","1986","30-45","Rheinland-Pfalz,Saarland","46","0.249851213063786","0.186429785653779","0.313272640473794"
"nicht erwerbstätig","1986","30-45","Baden-Württemberg","135","0.2146626205183","0.181891161065625","0.247434079970975"
"nicht erwerbstätig","1986","30-45","Bayern","107","0.184359827294244","0.152497726431646","0.216221928156843"
"nicht erwerbstätig","1986","30-45","Saarland","","","",""
"nicht erwerbstätig","1986","30-45","Berlin","12","","",""
"nicht erwerbstätig","1986","30-45","Brandenburg","","","",""
"nicht erwerbstätig","1986","30-45","Mecklenburg-Vorpommern","","","",""
"nicht erwerbstätig","1986","30-45","Sachsen","","","",""
"nicht erwerbstätig","1986","30-45","Sachsen-Anhalt","","","",""
"nicht erwerbstätig","1986","30-45","Thüringen","","","",""
"nicht erwerbstätig","1986","46-65","Schleswig-Holstein","33","0.360011688907505","0.261390163246841","0.45863321456817"
"nicht erwerbstätig","1986","46-65","Hamburg","26","","",""
"nicht erwerbstätig","1986","46-65","Niedersachsen","130","0.414110235751486","0.361598584037311","0.46662188746566"
"nicht erwerbstätig","1986","46-65","Bremen","15","","",""
"nicht erwerbstätig","1986","46-65","Nordrhein-Westfalen","350","0.461495649352247","0.428119510475859","0.494871788228635"
"nicht erwerbstätig","1986","46-65","Hessen","117","0.412915360640443","0.359550535217513","0.466280186063374"
"nicht erwerbstätig","1986","46-65","Rheinland-Pfalz,Saarland","116","0.471749808003976","0.411187344151667","0.532312271856284"
"nicht erwerbstätig","1986","46-65","Baden-Württemberg","176","0.306916035709838","0.270315630893277","0.343516440526399"
"nicht erwerbstätig","1986","46-65","Bayern","173","0.367925043373768","0.326791597197689","0.409058489549848"
"nicht erwerbstätig","1986","46-65","Saarland","","","",""
"nicht erwerbstätig","1986","46-65","Berlin","41","0.347445472562916","0.261894225929787","0.432996719196045"
"nicht erwerbstätig","1986","46-65","Brandenburg","","","",""
"nicht erwerbstätig","1986","46-65","Mecklenburg-Vorpommern","","","",""
"nicht erwerbstätig","1986","46-65","Sachsen","","","",""
"nicht erwerbstätig","1986","46-65","Sachsen-Anhalt","","","",""
"nicht erwerbstätig","1986","46-65","Thüringen","","","",""
"nicht erwerbstätig","1986","66","Schleswig-Holstein","","","",""
"nicht erwerbstätig","1986","66","Hamburg","","","",""
"nicht erwerbstätig","1986","66","Niedersachsen","","","",""
"nicht erwerbstätig","1986","66","Bremen","","","",""
"nicht erwerbstätig","1986","66","Nordrhein-Westfalen","","","",""
"nicht erwerbstätig","1986","66","Hessen","","","",""
"nicht erwerbstätig","1986","66","Rheinland-Pfalz,Saarland","","","",""
"nicht erwerbstätig","1986","66","Baden-Württemberg","","","",""
"nicht erwerbstätig","1986","66","Bayern","","","",""
"nicht erwerbstätig","1986","66","Saarland","","","",""
"nicht erwerbstätig","1986","66","Berlin","","","",""
"nicht erwerbstätig","1986","66","Brandenburg","","","",""
"nicht erwerbstätig","1986","66","Mecklenburg-Vorpommern","","","",""
"nicht erwerbstätig","1986","66","Sachsen","","","",""
"nicht erwerbstätig","1986","66","Sachsen-Anhalt","","","",""
"nicht erwerbstätig","1986","66","Thüringen","","","",""
"erwerbstätig","1986","17-29","Schleswig-Holstein","67","0.840843042596099","0.762612069999002","0.919074015193196"
"erwerbstätig","1986","17-29","Hamburg","35","0.682921346856836","0.56316378635607","0.802678907357603"
"erwerbstätig","1986","17-29","Niedersachsen","193","0.635826094435226","0.583590940776754","0.688061248093697"
"erwerbstätig","1986","17-29","Bremen","18","","",""
"erwerbstätig","1986","17-29","Nordrhein-Westfalen","503","0.625445906666798","0.592518221858591","0.658373591475005"
"erwerbstätig","1986","17-29","Hessen","204","0.680428001816051","0.628518998271177","0.732337005360924"
"erwerbstätig","1986","17-29","Rheinland-Pfalz,Saarland","172","0.746123516181299","0.690239612947482","0.802007419415117"
"erwerbstätig","1986","17-29","Baden-Württemberg","436","0.733329705377842","0.698379680253919","0.768279730501765"
"erwerbstätig","1986","17-29","Bayern","358","0.754327546340425","0.716172509530091","0.79248258315076"
"erwerbstätig","1986","17-29","Saarland","","","",""
"erwerbstätig","1986","17-29","Berlin","66","0.77343457159859","0.686950635459027","0.859918507738152"
"erwerbstätig","1986","17-29","Brandenburg","","","",""
"erwerbstätig","1986","17-29","Mecklenburg-Vorpommern","","","",""
"erwerbstätig","1986","17-29","Sachsen","","","",""
"erwerbstätig","1986","17-29","Sachsen-Anhalt","","","",""
"erwerbstätig","1986","17-29","Thüringen","","","",""
"erwerbstätig","1986","30-45","Schleswig-Holstein","87","0.764733338433083","0.687544535972907","0.841922140893258"
"erwerbstätig","1986","30-45","Hamburg","74","0.857119096379632","0.784414684221395","0.92982350853787"
"erwerbstätig","1986","30-45","Niedersachsen","246","0.775465140183282","0.729959014937587","0.820971265428978"
"erwerbstätig","1986","30-45","Bremen","17","","",""
"erwerbstätig","1986","30-45","Nordrhein-Westfalen","680","0.744000264469875","0.71602664976191","0.77197387917784"
"erwerbstätig","1986","30-45","Hessen","251","0.803965258883387","0.760536168048909","0.847394349717864"
"erwerbstätig","1986","30-45","Rheinland-Pfalz,Saarland","133","0.750148786936214","0.686727359526206","0.813570214346221"
"erwerbstätig","1986","30-45","Baden-Württemberg","468","0.7853373794817","0.752565920029025","0.818108838934375"
"erwerbstätig","1986","30-45","Bayern","462","0.815640172705756","0.783778071843157","0.847502273568354"
"erwerbstätig","1986","30-45","Saarland","","","",""
"erwerbstätig","1986","30-45","Berlin","95","0.906688622826552","0.851575808993425","0.961801436659679"
"erwerbstätig","1986","30-45","Brandenburg","","","",""
"erwerbstätig","1986","30-45","Mecklenburg-Vorpommern","","","",""
"erwerbstätig","1986","30-45","Sachsen","","","",""
"erwerbstätig","1986","30-45","Sachsen-Anhalt","","","",""
"erwerbstätig","1986","30-45","Thüringen","","","",""
"erwerbstätig","1986","46-65","Schleswig-Holstein","58","0.639988311092495","0.54136678543183","0.738609836753159"
