"e11102","year","age_gr","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"erwerbstätig","2010","30-45","Bayern","1198","0.911936271203839","0.89727394354339","0.926598598864289"
"erwerbstätig","2010","30-45","Saarland","","","",""
"erwerbstätig","2010","30-45","Berlin","249","0.845599496157383","0.805246159824917","0.88595283248985"
"erwerbstätig","2010","30-45","Brandenburg","244","0.880295641471763","0.843864948779712","0.916726334163813"
"erwerbstätig","2010","30-45","Mecklenburg-Vorpommern","152","0.899532979844942","0.85609601358513","0.942969946104754"
"erwerbstätig","2010","30-45","Sachsen","487","0.898057805061413","0.873433542673827","0.922682067448999"
"erwerbstätig","2010","30-45","Sachsen-Anhalt","247","0.885321856487102","0.849325730508143","0.921317982466062"
"erwerbstätig","2010","30-45","Thüringen","271","0.893412268110214","0.859170958991947","0.92765357722848"
"erwerbstätig","2010","46-65","Schleswig-Holstein","138","0.687248179823035","0.620441644549437","0.754054715096632"
"erwerbstätig","2010","46-65","Hamburg","76","0.702277744789663","0.613101843565911","0.791453646013416"
"erwerbstätig","2010","46-65","Niedersachsen","469","0.778885118335604","0.745455383857967","0.81231485281324"
"erwerbstätig","2010","46-65","Bremen","31","0.72201017474526","0.58140480827468","0.862615541215841"
"erwerbstätig","2010","46-65","Nordrhein-Westfalen","1068","0.735419819756195","0.712205488382794","0.758634151129597"
"erwerbstätig","2010","46-65","Hessen","413","0.771659053319875","0.735854706416595","0.807463400223155"
"erwerbstätig","2010","46-65","Rheinland-Pfalz,Saarland","331","0.741423175123256","0.699941710296034","0.782904639950479"
"erwerbstätig","2010","46-65","Baden-Württemberg","626","0.797660307310971","0.769538735356295","0.825781879265648"
"erwerbstätig","2010","46-65","Bayern","821","0.768012734489901","0.742420616504381","0.793604852475421"
"erwerbstätig","2010","46-65","Saarland","","","",""
"erwerbstätig","2010","46-65","Berlin","226","0.762118270459694","0.713113222068979","0.811123318850409"
"erwerbstätig","2010","46-65","Brandenburg","225","0.770289129098898","0.722847206774043","0.817731051423752"
"erwerbstätig","2010","46-65","Mecklenburg-Vorpommern","148","0.764559506829152","0.705162264640914","0.82395674901739"
"erwerbstätig","2010","46-65","Sachsen","407","0.805559403662768","0.770834577821625","0.840284229503911"
"erwerbstätig","2010","46-65","Sachsen-Anhalt","214","0.751108774831194","0.700644998417749","0.801572551244639"
"erwerbstätig","2010","46-65","Thüringen","219","0.756171563839745","0.707089052772198","0.805254074907292"
"erwerbstätig","2010","66","Schleswig-Holstein","","","",""
"erwerbstätig","2010","66","Hamburg","","","",""
"erwerbstätig","2010","66","Niedersachsen","","","",""
"erwerbstätig","2010","66","Bremen","","","",""
"erwerbstätig","2010","66","Nordrhein-Westfalen","","","",""
"erwerbstätig","2010","66","Hessen","","","",""
"erwerbstätig","2010","66","Rheinland-Pfalz,Saarland","","","",""
"erwerbstätig","2010","66","Baden-Württemberg","","","",""
"erwerbstätig","2010","66","Bayern","","","",""
"erwerbstätig","2010","66","Saarland","","","",""
"erwerbstätig","2010","66","Berlin","","","",""
"erwerbstätig","2010","66","Brandenburg","","","",""
"erwerbstätig","2010","66","Mecklenburg-Vorpommern","","","",""
"erwerbstätig","2010","66","Sachsen","","","",""
"erwerbstätig","2010","66","Sachsen-Anhalt","","","",""
"erwerbstätig","2010","66","Thüringen","","","",""
"nicht erwerbstätig","2011","17-29","Schleswig-Holstein","82","0.318444079032319","0.253878592224104","0.383009565840534"
"nicht erwerbstätig","2011","17-29","Hamburg","34","0.382795397303712","0.273515764629567","0.492075029977857"
"nicht erwerbstätig","2011","17-29","Niedersachsen","203","0.387393102311629","0.341186819006958","0.4335993856163"
"nicht erwerbstätig","2011","17-29","Bremen","22","","",""
"nicht erwerbstätig","2011","17-29","Nordrhein-Westfalen","454","0.371189609725303","0.340864418837158","0.401514800613448"
"nicht erwerbstätig","2011","17-29","Hessen","142","0.27331211322552","0.223621740791134","0.323002485659907"
"nicht erwerbstätig","2011","17-29","Rheinland-Pfalz,Saarland","101","0.29396341070833","0.238904139350085","0.349022682066575"
"nicht erwerbstätig","2011","17-29","Baden-Württemberg","267","0.319452150827626","0.282450984430422","0.356453317224831"
"nicht erwerbstätig","2011","17-29","Bayern","273","0.270194906933779","0.237462314098756","0.302927499768803"
"nicht erwerbstätig","2011","17-29","Saarland","","","",""
"nicht erwerbstätig","2011","17-29","Berlin","76","0.375522410608643","0.299773808324892","0.451271012892394"
"nicht erwerbstätig","2011","17-29","Brandenburg","58","0.356419163106915","0.282207839968923","0.430630486244907"
"nicht erwerbstätig","2011","17-29","Mecklenburg-Vorpommern","52","0.499345542328821","0.405046811935002","0.593644272722639"
"nicht erwerbstätig","2011","17-29","Sachsen","133","0.374190910495472","0.320147806745619","0.428234014245325"
"nicht erwerbstätig","2011","17-29","Sachsen-Anhalt","78","0.257038712652349","0.1924771373901","0.321600287914597"
"nicht erwerbstätig","2011","17-29","Thüringen","65","0.284595468480477","0.219398258186407","0.349792678774546"
"nicht erwerbstätig","2011","30-45","Schleswig-Holstein","73","0.11139935537747","0.0790333255994415","0.143765385155498"
"nicht erwerbstätig","2011","30-45","Hamburg","24","","",""
"nicht erwerbstätig","2011","30-45","Niedersachsen","156","0.102859289925501","0.0832405857313645","0.122477994119638"
"nicht erwerbstätig","2011","30-45","Bremen","16","","",""
"nicht erwerbstätig","2011","30-45","Nordrhein-Westfalen","446","0.131670431886825","0.116993816847436","0.146347046926215"
"nicht erwerbstätig","2011","30-45","Hessen","146","0.118789218488403","0.0953831498292504","0.142195287147555"
"nicht erwerbstätig","2011","30-45","Rheinland-Pfalz,Saarland","102","0.14924595994696","0.11902343362939","0.179468486264529"
"nicht erwerbstätig","2011","30-45","Baden-Württemberg","222","0.0963316078346464","0.0805577687093322","0.112105446959961"
"nicht erwerbstätig","2011","30-45","Bayern","246","0.0946576840506609","0.0802640489121906","0.109051319189131"
"nicht erwerbstätig","2011","30-45","Saarland","","","",""
"nicht erwerbstätig","2011","30-45","Berlin","59","0.169780100639197","0.128515799547458","0.211044401730936"
"nicht erwerbstätig","2011","30-45","Brandenburg","61","0.115506327036125","0.0808626112512589","0.150150042820991"
"nicht erwerbstätig","2011","30-45","Mecklenburg-Vorpommern","39","0.141500300180116","0.0931964389965044","0.189804161363727"
"nicht erwerbstätig","2011","30-45","Sachsen","101","0.101575016624673","0.0778727348168847","0.125277298432461"
"nicht erwerbstätig","2011","30-45","Sachsen-Anhalt","70","0.113481190339148","0.0808524207494133","0.146109959928882"
"nicht erwerbstätig","2011","30-45","Thüringen","36","0.0740160341872737","0.046310554737409","0.101721513637138"
"nicht erwerbstätig","2011","46-65","Schleswig-Holstein","72","0.282196398625427","0.229290482017944","0.335102315232909"
"nicht erwerbstätig","2011","46-65","Hamburg","22","","",""
"nicht erwerbstätig","2011","46-65","Niedersachsen","174","0.194528538169766","0.167582956303344","0.221474120036187"
"nicht erwerbstätig","2011","46-65","Bremen","9","","",""
"nicht erwerbstätig","2011","46-65","Nordrhein-Westfalen","418","0.251356463067032","0.231405092408535","0.271307833725529"
"nicht erwerbstätig","2011","46-65","Hessen","138","0.203568110680807","0.173392974856515","0.233743246505099"
"nicht erwerbstätig","2011","46-65","Rheinland-Pfalz,Saarland","117","0.235116384046272","0.199348739805386","0.270884028287157"
"nicht erwerbstätig","2011","46-65","Baden-Württemberg","216","0.193674047337163","0.170192610029535","0.21715548464479"
"nicht erwerbstätig","2011","46-65","Bayern","315","0.235993841398442","0.214008978566488","0.257978704230396"
"nicht erwerbstätig","2011","46-65","Saarland","","","",""
"nicht erwerbstätig","2011","46-65","Berlin","60","0.196873629844143","0.154482454488534","0.239264805199752"
"nicht erwerbstätig","2011","46-65","Brandenburg","114","0.247713618350715","0.206526784564938","0.288900452136492"
"nicht erwerbstätig","2011","46-65","Mecklenburg-Vorpommern","63","0.252859537358796","0.19728767416774","0.308431400549851"
"nicht erwerbstätig","2011","46-65","Sachsen","108","0.189356664592266","0.157360932243796","0.221352396940735"
"nicht erwerbstätig","2011","46-65","Sachsen-Anhalt","87","0.247981091039099","0.203122383602649","0.292839798475549"
"nicht erwerbstätig","2011","46-65","Thüringen","102","0.288861229551215","0.242554299757268","0.335168159345163"
"nicht erwerbstätig","2011","66","Schleswig-Holstein","","","",""
"nicht erwerbstätig","2011","66","Hamburg","","","",""
"nicht erwerbstätig","2011","66","Niedersachsen","","","",""
"nicht erwerbstätig","2011","66","Bremen","","","",""
"nicht erwerbstätig","2011","66","Nordrhein-Westfalen","","","",""
"nicht erwerbstätig","2011","66","Hessen","","","",""
"nicht erwerbstätig","2011","66","Rheinland-Pfalz,Saarland","","","",""
"nicht erwerbstätig","2011","66","Baden-Württemberg","","","",""
"nicht erwerbstätig","2011","66","Bayern","","","",""
"nicht erwerbstätig","2011","66","Saarland","","","",""
"nicht erwerbstätig","2011","66","Berlin","","","",""
"nicht erwerbstätig","2011","66","Brandenburg","","","",""
"nicht erwerbstätig","2011","66","Mecklenburg-Vorpommern","","","",""
"nicht erwerbstätig","2011","66","Sachsen","","","",""
"nicht erwerbstätig","2011","66","Sachsen-Anhalt","","","",""
"nicht erwerbstätig","2011","66","Thüringen","","","",""
"erwerbstätig","2011","17-29","Schleswig-Holstein","118","0.681555920967681","0.616990434159466","0.746121407775896"
"erwerbstätig","2011","17-29","Hamburg","42","0.617204602696288","0.507924970022143","0.726484235370433"
"erwerbstätig","2011","17-29","Niedersachsen","224","0.612606897688371","0.5664006143837","0.658813180993042"
"erwerbstätig","2011","17-29","Bremen","17","","",""
"erwerbstätig","2011","17-29","Nordrhein-Westfalen","521","0.628810390274697","0.598485199386552","0.659135581162842"
"erwerbstätig","2011","17-29","Hessen","167","0.72668788677448","0.676997514340093","0.776378259208866"
"erwerbstätig","2011","17-29","Rheinland-Pfalz,Saarland","162","0.70603658929167","0.650977317933425","0.761095860649915"
"erwerbstätig","2011","17-29","Baden-Württemberg","343","0.680547849172374","0.643546682775169","0.717549015569578"
"erwerbstätig","2011","17-29","Bayern","434","0.729805093066221","0.697072500231197","0.762537685901244"
"erwerbstätig","2011","17-29","Saarland","","","",""
"erwerbstätig","2011","17-29","Berlin","81","0.624477589391357","0.548728987107606","0.700226191675108"
"erwerbstätig","2011","17-29","Brandenburg","102","0.643580836893085","0.569369513755092","0.717792160031077"
"erwerbstätig","2011","17-29","Mecklenburg-Vorpommern","56","0.500654457671179","0.406355727277361","0.594953188064998"
"erwerbstätig","2011","17-29","Sachsen","175","0.625809089504528","0.571765985754675","0.679852193254381"
"erwerbstätig","2011","17-29","Sachsen-Anhalt","98","0.742961287347651","0.678399712085403","0.8075228626099"
"erwerbstätig","2011","17-29","Thüringen","119","0.715404531519523","0.650207321225454","0.780601741813592"
"erwerbstätig","2011","30-45","Schleswig-Holstein","290","0.88860064462253","0.856234614844502","0.920966674400558"
"erwerbstätig","2011","30-45","Hamburg","134","0.953594119064154","0.920793061959177","0.986395176169131"
"erwerbstätig","2011","30-45","Niedersachsen","765","0.897140710074499","0.877522005880362","0.916759414268635"
"erwerbstätig","2011","30-45","Bremen","58","0.803864413553313","0.713394988164828","0.894333838941797"
"erwerbstätig","2011","30-45","Nordrhein-Westfalen","1593","0.868329568113175","0.853652953073786","0.883006183152564"
"erwerbstätig","2011","30-45","Hessen","588","0.881210781511597","0.857804712852445","0.904616850170749"
"erwerbstätig","2011","30-45","Rheinland-Pfalz,Saarland","432","0.85075404005304","0.820531513735471","0.88097656637061"
"erwerbstätig","2011","30-45","Baden-Württemberg","1122","0.903668392165353","0.887894553040039","0.919442231290668"
"erwerbstätig","2011","30-45","Bayern","1343","0.905342315949339","0.890948680810869","0.919735951087809"
"erwerbstätig","2011","30-45","Saarland","","","",""
"erwerbstätig","2011","30-45","Berlin","259","0.830219899360803","0.788955598269064","0.871484200452542"
"erwerbstätig","2011","30-45","Brandenburg","266","0.884493672963875","0.849849957179009","0.919137388748741"
"erwerbstätig","2011","30-45","Mecklenburg-Vorpommern","161","0.858499699819884","0.810195838636273","0.906803561003496"
"erwerbstätig","2011","30-45","Sachsen","523","0.898424983375327","0.874722701567539","0.922127265183115"
"erwerbstätig","2011","30-45","Sachsen-Anhalt","293","0.886518809660852","0.853890040071118","0.919147579250587"
"erwerbstätig","2011","30-45","Thüringen","307","0.925983965812726","0.898278486362862","0.953689445262591"
"erwerbstätig","2011","46-65","Schleswig-Holstein","206","0.717803601374573","0.664897684767091","0.770709517982056"
"erwerbstätig","2011","46-65","Hamburg","89","0.771348835123728","0.693222271076662","0.849475399170795"
"erwerbstätig","2011","46-65","Niedersachsen","655","0.805471461830234","0.778525879963813","0.832417043696656"
"erwerbstätig","2011","46-65","Bremen","42","0.738113163016529","0.617448164105467","0.858778161927591"
"erwerbstätig","2011","46-65","Nordrhein-Westfalen","1398","0.748643536932968","0.728692166274471","0.768594907591465"
"erwerbstätig","2011","46-65","Hessen","546","0.796431889319193","0.766256753494901","0.826607025143485"
"erwerbstätig","2011","46-65","Rheinland-Pfalz,Saarland","423","0.764883615953728","0.729115971712843","0.800651260194614"
"erwerbstätig","2011","46-65","Baden-Württemberg","872","0.806325952662838","0.78284451535521","0.829807389970465"
"erwerbstätig","2011","46-65","Bayern","1118","0.764006158601558","0.742021295769604","0.785991021433512"
"erwerbstätig","2011","46-65","Saarland","","","",""
"erwerbstätig","2011","46-65","Berlin","278","0.803126370155857","0.760735194800248","0.845517545511466"
"erwerbstätig","2011","46-65","Brandenburg","308","0.752286381649285","0.711099547863508","0.793473215435062"
"erwerbstätig","2011","46-65","Mecklenburg-Vorpommern","172","0.747140462641204","0.691568599450149","0.80271232583226"
"erwerbstätig","2011","46-65","Sachsen","468","0.810643335407734","0.778647603059265","0.842639067756204"
"erwerbstätig","2011","46-65","Sachsen-Anhalt","269","0.752018908960901","0.707160201524451","0.796877616397351"
"erwerbstätig","2011","46-65","Thüringen","266","0.711138770448785","0.664831840654837","0.757445700242732"
"erwerbstätig","2011","66","Schleswig-Holstein","","","",""
"erwerbstätig","2011","66","Hamburg","","","",""
"erwerbstätig","2011","66","Niedersachsen","","","",""
"erwerbstätig","2011","66","Bremen","","","",""
"erwerbstätig","2011","66","Nordrhein-Westfalen","","","",""
"erwerbstätig","2011","66","Hessen","","","",""
"erwerbstätig","2011","66","Rheinland-Pfalz,Saarland","","","",""
"erwerbstätig","2011","66","Baden-Württemberg","","","",""
"erwerbstätig","2011","66","Bayern","","","",""
"erwerbstätig","2011","66","Saarland","","","",""
"erwerbstätig","2011","66","Berlin","","","",""
"erwerbstätig","2011","66","Brandenburg","","","",""
"erwerbstätig","2011","66","Mecklenburg-Vorpommern","","","",""
"erwerbstätig","2011","66","Sachsen","","","",""
"erwerbstätig","2011","66","Sachsen-Anhalt","","","",""
"erwerbstätig","2011","66","Thüringen","","","",""
"nicht erwerbstätig","2012","17-29","Schleswig-Holstein","84","0.317929962496355","0.252570119436342","0.383289805556369"
"nicht erwerbstätig","2012","17-29","Hamburg","27","","",""
"nicht erwerbstätig","2012","17-29","Niedersachsen","187","0.355279025916843","0.309009200135381","0.401548851698304"
"nicht erwerbstätig","2012","17-29","Bremen","27","","",""
"nicht erwerbstätig","2012","17-29","Nordrhein-Westfalen","456","0.332437402838194","0.302684051839672","0.362190753836717"
"nicht erwerbstätig","2012","17-29","Hessen","134","0.322270217091072","0.26848196105609","0.376058473126053"
"nicht erwerbstätig","2012","17-29","Rheinland-Pfalz,Saarland","101","0.244789861277192","0.193504097469982","0.296075625084402"
"nicht erwerbstätig","2012","17-29","Baden-Württemberg","225","0.291991856282439","0.254500740722307","0.329482971842571"
"nicht erwerbstätig","2012","17-29","Bayern","257","0.260419881304941","0.228093198305605","0.292746564304276"
"nicht erwerbstätig","2012","17-29","Saarland","","","",""
"nicht erwerbstätig","2012","17-29","Berlin","78","0.333449956119528","0.262160522698459","0.404739389540598"
"nicht erwerbstätig","2012","17-29","Brandenburg","48","0.314915348883276","0.235376101693057","0.394454596073496"
"nicht erwerbstätig","2012","17-29","Mecklenburg-Vorpommern","33","0.251826600584921","0.1626441651787","0.341009035991142"
"nicht erwerbstätig","2012","17-29","Sachsen","123","0.382516913153812","0.327151303051887","0.437882523255736"
"nicht erwerbstätig","2012","17-29","Sachsen-Anhalt","68","0.400985981044798","0.321488246797099","0.480483715292497"
"nicht erwerbstätig","2012","17-29","Thüringen","70","0.387672388872134","0.313997785427264","0.461346992317003"
"nicht erwerbstätig","2012","30-45","Schleswig-Holstein","56","0.0996757037488481","0.067880248914586","0.13147115858311"
"nicht erwerbstätig","2012","30-45","Hamburg","26","","",""
"nicht erwerbstätig","2012","30-45","Niedersachsen","154","0.143963474679984","0.120473813365849","0.167453135994119"
"nicht erwerbstätig","2012","30-45","Bremen","9","","",""
"nicht erwerbstätig","2012","30-45","Nordrhein-Westfalen","364","0.132428288640059","0.117036654263979","0.147819923016139"
"nicht erwerbstätig","2012","30-45","Hessen","117","0.138631344102612","0.111921715223818","0.165340972981406"
"nicht erwerbstätig","2012","30-45","Rheinland-Pfalz,Saarland","85","0.181387416242882","0.146697623457611","0.216077209028153"
"nicht erwerbstätig","2012","30-45","Baden-Württemberg","183","0.0965083036848746","0.0795374903164259","0.113479117053323"
"nicht erwerbstätig","2012","30-45","Bayern","206","0.100119426483489","0.0848272659630272","0.115411587003951"
"nicht erwerbstätig","2012","30-45","Saarland","","","",""
"nicht erwerbstätig","2012","30-45","Berlin","49","0.137175756528629","0.0995404526946638","0.174811060362594"
"nicht erwerbstätig","2012","30-45","Brandenburg","57","0.107258630140555","0.0724737707218895","0.14204348955922"
"nicht erwerbstätig","2012","30-45","Mecklenburg-Vorpommern","36","0.176127978367469","0.120633106113858","0.231622850621079"
"nicht erwerbstätig","2012","30-45","Sachsen","87","0.129092231595412","0.10173347718864","0.156450986002183"
"nicht erwerbstätig","2012","30-45","Sachsen-Anhalt","58","0.097810237788664","0.0655143286048503","0.130106146972478"
"nicht erwerbstätig","2012","30-45","Thüringen","34","0.075818444972216","0.0469506963693724","0.10468619357506"
"nicht erwerbstätig","2012","46-65","Schleswig-Holstein","53","0.242587421409025","0.192289923051606","0.292884919766445"
"nicht erwerbstätig","2012","46-65","Hamburg","25","","",""
"nicht erwerbstätig","2012","46-65","Niedersachsen","186","0.197648467958261","0.170718395789715","0.224578540126806"
"nicht erwerbstätig","2012","46-65","Bremen","11","","",""
"nicht erwerbstätig","2012","46-65","Nordrhein-Westfalen","404","0.240792760698565","0.221283006893156","0.260302514503975"
"nicht erwerbstätig","2012","46-65","Hessen","137","0.209830404955532","0.17975190816543","0.239908901745635"
"nicht erwerbstätig","2012","46-65","Rheinland-Pfalz,Saarland","128","0.23471470989006","0.199829736299689","0.269599683480432"
"nicht erwerbstätig","2012","46-65","Baden-Württemberg","204","0.172398097061901","0.150045821059578","0.194750373064223"
"nicht erwerbstätig","2012","46-65","Bayern","314","0.23154856998774","0.209948331718061","0.253148808257418"
"nicht erwerbstätig","2012","46-65","Saarland","","","",""
"nicht erwerbstätig","2012","46-65","Berlin","73","0.220185036357055","0.17689714388347","0.26347292883064"
"nicht erwerbstätig","2012","46-65","Brandenburg","114","0.242239857443517","0.201507241146687","0.282972473740346"
"nicht erwerbstätig","2012","46-65","Mecklenburg-Vorpommern","66","0.268795364596579","0.212706993747415","0.324883735445743"
"nicht erwerbstätig","2012","46-65","Sachsen","146","0.224924022787708","0.192346093911814","0.257501951663601"
"nicht erwerbstätig","2012","46-65","Sachsen-Anhalt","93","0.264263956553735","0.219395501178004","0.309132411929466"
"nicht erwerbstätig","2012","46-65","Thüringen","104","0.27632781081173","0.231366441184705","0.321289180438755"
"nicht erwerbstätig","2012","66","Schleswig-Holstein","","","",""
"nicht erwerbstätig","2012","66","Hamburg","","","",""
"nicht erwerbstätig","2012","66","Niedersachsen","","","",""
"nicht erwerbstätig","2012","66","Bremen","","","",""
"nicht erwerbstätig","2012","66","Nordrhein-Westfalen","","","",""
"nicht erwerbstätig","2012","66","Hessen","","","",""
"nicht erwerbstätig","2012","66","Rheinland-Pfalz,Saarland","","","",""
"nicht erwerbstätig","2012","66","Baden-Württemberg","","","",""
"nicht erwerbstätig","2012","66","Bayern","","","",""
"nicht erwerbstätig","2012","66","Saarland","","","",""
"nicht erwerbstätig","2012","66","Berlin","","","",""
"nicht erwerbstätig","2012","66","Brandenburg","","","",""
"nicht erwerbstätig","2012","66","Mecklenburg-Vorpommern","","","",""
"nicht erwerbstätig","2012","66","Sachsen","","","",""
"nicht erwerbstätig","2012","66","Sachsen-Anhalt","","","",""
"nicht erwerbstätig","2012","66","Thüringen","","","",""
"erwerbstätig","2012","17-29","Schleswig-Holstein","111","0.682070037503645","0.616710194443631","0.747429880563658"
"erwerbstätig","2012","17-29","Hamburg","43","0.709056251657337","0.602655687392607","0.815456815922067"
"erwerbstätig","2012","17-29","Niedersachsen","224","0.644720974083157","0.598451148301696","0.690990799864619"
"erwerbstätig","2012","17-29","Bremen","13","","",""
"erwerbstätig","2012","17-29","Nordrhein-Westfalen","507","0.667562597161806","0.637809246163283","0.697315948160328"
"erwerbstätig","2012","17-29","Hessen","156","0.677729782908928","0.623941526873947","0.73151803894391"
"erwerbstätig","2012","17-29","Rheinland-Pfalz,Saarland","169","0.755210138722808","0.703924374915598","0.806495902530018"
"erwerbstätig","2012","17-29","Baden-Württemberg","340","0.708008143717561","0.670517028157429","0.745499259277693"
"erwerbstätig","2012","17-29","Bayern","451","0.739580118695059","0.707253435695724","0.771906801694395"
"erwerbstätig","2012","17-29","Saarland","","","",""
"erwerbstätig","2012","17-29","Berlin","90","0.666550043880471","0.595260610459402","0.737839477301541"
"erwerbstätig","2012","17-29","Brandenburg","83","0.685084651116724","0.605545403926504","0.764623898306943"
"erwerbstätig","2012","17-29","Mecklenburg-Vorpommern","58","0.748173399415079","0.658990964008858","0.8373558348213"
"erwerbstätig","2012","17-29","Sachsen","173","0.617483086846188","0.562117476744264","0.672848696948113"
"erwerbstätig","2012","17-29","Sachsen-Anhalt","78","0.599014018955202","0.519516284707503","0.678511753202901"
"erwerbstätig","2012","17-29","Thüringen","98","0.612327611127866","0.538653007682997","0.686002214572736"
"erwerbstätig","2012","30-45","Schleswig-Holstein","285","0.900324296251152","0.86852884141689","0.932119751085414"
"erwerbstätig","2012","30-45","Hamburg","122","0.898645230418902","0.85002315804178","0.947267302796025"
"erwerbstätig","2012","30-45","Niedersachsen","704","0.856036525320016","0.832546864005881","0.879526186634151"
"erwerbstätig","2012","30-45","Bremen","64","0.897276265145963","0.827632033478237","0.966920496813689"
"erwerbstätig","2012","30-45","Nordrhein-Westfalen","1499","0.867571711359941","0.852180076983861","0.882963345736021"
"erwerbstätig","2012","30-45","Hessen","526","0.861368655897388","0.834659027018593","0.888078284776182"
"erwerbstätig","2012","30-45","Rheinland-Pfalz,Saarland","389","0.818612583757118","0.783922790971847","0.853302376542389"
"erwerbstätig","2012","30-45","Baden-Württemberg","980","0.903491696315125","0.886520882946677","0.920462509683574"
"erwerbstätig","2012","30-45","Bayern","1274","0.899880573516511","0.884588412996049","0.915172734036973"
"erwerbstätig","2012","30-45","Saarland","","","",""
"erwerbstätig","2012","30-45","Berlin","272","0.862824243471371","0.825188939637406","0.900459547305336"
"erwerbstätig","2012","30-45","Brandenburg","247","0.892741369859446","0.85795651044078","0.927526229278111"
"erwerbstätig","2012","30-45","Mecklenburg-Vorpommern","145","0.823872021632531","0.768377149378921","0.879366893886142"
"erwerbstätig","2012","30-45","Sachsen","490","0.870907768404589","0.843549013997817","0.89826652281136"
"erwerbstätig","2012","30-45","Sachsen-Anhalt","267","0.902189762211336","0.869893853027522","0.93448567139515"
"erwerbstätig","2012","30-45","Thüringen","289","0.924181555027784","0.89531380642494","0.953049303630628"
"erwerbstätig","2012","46-65","Schleswig-Holstein","226","0.757412578590975","0.707115080233555","0.807710076948394"
"erwerbstätig","2012","46-65","Hamburg","101","0.782896100455161","0.710909992148591","0.854882208761731"
"erwerbstätig","2012","46-65","Niedersachsen","654","0.802351532041739","0.775421459873194","0.829281604210285"
"erwerbstätig","2012","46-65","Bremen","42","0.729987761870538","0.610462509259025","0.849513014482051"
"erwerbstätig","2012","46-65","Nordrhein-Westfalen","1441","0.759207239301435","0.739697485496025","0.778716993106844"
"erwerbstätig","2012","46-65","Hessen","567","0.790169595044467","0.760091098254365","0.82024809183457"
"erwerbstätig","2012","46-65","Rheinland-Pfalz,Saarland","439","0.76528529010994","0.730400316519569","0.800170263700311"
"erwerbstätig","2012","46-65","Baden-Württemberg","893","0.827601902938099","0.805249626935777","0.849954178940422"
"erwerbstätig","2012","46-65","Bayern","1151","0.76845143001226","0.746851191742582","0.790051668281939"
"erwerbstätig","2012","46-65","Saarland","","","",""
"erwerbstätig","2012","46-65","Berlin","279","0.779814963642944","0.736527071169359","0.823102856116529"
"erwerbstätig","2012","46-65","Brandenburg","311","0.757760142556483","0.717027526259653","0.798492758853313"
"erwerbstätig","2012","46-65","Mecklenburg-Vorpommern","174","0.731204635403421","0.675116264554257","0.787293006252585"
"erwerbstätig","2012","46-65","Sachsen","485","0.775075977212292","0.742498048336399","0.807653906088186"
"erwerbstätig","2012","46-65","Sachsen-Anhalt","278","0.735736043446265","0.690867588070534","0.780604498821996"
"erwerbstätig","2012","46-65","Thüringen","276","0.72367218918827","0.678710819561244","0.768633558815295"
"erwerbstätig","2012","66","Schleswig-Holstein","","","",""
"erwerbstätig","2012","66","Hamburg","","","",""
"erwerbstätig","2012","66","Niedersachsen","","","",""
"erwerbstätig","2012","66","Bremen","","","",""
"erwerbstätig","2012","66","Nordrhein-Westfalen","","","",""
"erwerbstätig","2012","66","Hessen","","","",""
"erwerbstätig","2012","66","Rheinland-Pfalz,Saarland","","","",""
"erwerbstätig","2012","66","Baden-Württemberg","","","",""
"erwerbstätig","2012","66","Bayern","","","",""
"erwerbstätig","2012","66","Saarland","","","",""
"erwerbstätig","2012","66","Berlin","","","",""
"erwerbstätig","2012","66","Brandenburg","","","",""
"erwerbstätig","2012","66","Mecklenburg-Vorpommern","","","",""
"erwerbstätig","2012","66","Sachsen","","","",""
"erwerbstätig","2012","66","Sachsen-Anhalt","","","",""
"erwerbstätig","2012","66","Thüringen","","","",""
"nicht erwerbstätig","2013","17-29","Schleswig-Holstein","124","0.423661342374951","0.358066734753823","0.489255949996079"
"nicht erwerbstätig","2013","17-29","Hamburg","64","0.525122220117402","0.42821210101311","0.622032339221694"
"nicht erwerbstätig","2013","17-29","Niedersachsen","331","0.369495744770641","0.330180811690302","0.408810677850981"
"nicht erwerbstätig","2013","17-29","Bremen","42","0.794466536533145","0.690471366546458","0.898461706519831"
"nicht erwerbstätig","2013","17-29","Nordrhein-Westfalen","767","0.439929208842717","0.41230116673595","0.467557250949485"
"nicht erwerbstätig","2013","17-29","Hessen","255","0.486897184834283","0.437730189569953","0.536064180098613"
"nicht erwerbstätig","2013","17-29","Rheinland-Pfalz,Saarland","203","0.403623905166158","0.352002252180279","0.455245558152038"
"nicht erwerbstätig","2013","17-29","Baden-Württemberg","400","0.442127552624056","0.405389106685092","0.47886599856302"
"nicht erwerbstätig","2013","17-29","Bayern","489","0.413441684871654","0.381516183821324","0.445367185921983"
"nicht erwerbstätig","2013","17-29","Saarland","","","",""
"nicht erwerbstätig","2013","17-29","Berlin","110","0.458993093026259","0.390103353557508","0.52788283249501"
"nicht erwerbstätig","2013","17-29","Brandenburg","75","0.378369119624483","0.301772101507377","0.454966137741589"
"nicht erwerbstätig","2013","17-29","Mecklenburg-Vorpommern","46","0.487350693878556","0.381710340156719","0.592991047600394"
"nicht erwerbstätig","2013","17-29","Sachsen","109","0.320643298563798","0.264660774423337","0.376625822704259"
"nicht erwerbstätig","2013","17-29","Sachsen-Anhalt","86","0.388141366501749","0.313557193518956","0.462725539484542"
