"e11102","year","age_gr","n","percent","lower_confidence_percent","upper_confidence_percent"
"nicht erwerbstätig","1999","17-29","910","0.30672013211706","0.290144272034586","0.323295992199535"
"nicht erwerbstätig","1999","30-45","714","0.145954320674517","0.135874602279784","0.15603403906925"
"nicht erwerbstätig","1999","46-65","1560","0.369535501435811","0.354918734813534","0.384152268058088"
"nicht erwerbstätig","1999","66","","","",""
"erwerbstätig","1999","17-29","2063","0.69327986788294","0.676704007800465","0.709855727965414"
"erwerbstätig","1999","30-45","3999","0.854045679325483","0.84396596093075","0.864125397720216"
"erwerbstätig","1999","46-65","2629","0.630464498564189","0.615847731941912","0.645081265186466"
"erwerbstätig","1999","66","","","",""
"nicht erwerbstätig","2000","17-29","1379","0.284653382126916","0.271581845773199","0.297724918480634"
"nicht erwerbstätig","2000","30-45","1276","0.145417766272696","0.137771390079068","0.153064142466325"
"nicht erwerbstätig","2000","46-65","2883","0.359984987687866","0.349310213079791","0.37065976229594"
"nicht erwerbstätig","2000","66","","","",""
"erwerbstätig","2000","17-29","3199","0.715346617873084","0.702275081519366","0.728418154226801"
"erwerbstätig","2000","30-45","6889","0.854582233727304","0.846935857533675","0.862228609920932"
"erwerbstätig","2000","46-65","4884","0.640015012312134","0.62934023770406","0.650689786920209"
"erwerbstätig","2000","66","","","",""
"nicht erwerbstätig","2001","17-29","1215","0.277256333002075","0.263552501287557","0.290960164716593"
"nicht erwerbstätig","2001","30-45","1068","0.131266689715786","0.123534974227779","0.138998405203792"
"nicht erwerbstätig","2001","46-65","2536","0.349308932796301","0.338215545910611","0.360402319681992"
"nicht erwerbstätig","2001","66","","","",""
"erwerbstätig","2001","17-29","2884","0.722743666997925","0.709039835283407","0.736447498712443"
"erwerbstätig","2001","30-45","6260","0.868733310284214","0.861001594796208","0.876465025772221"
"erwerbstätig","2001","46-65","4559","0.650691067203699","0.639597680318008","0.661784454089389"
"erwerbstätig","2001","66","","","",""
"nicht erwerbstätig","2002","17-29","1315","0.29500866784202","0.281118587662121","0.308898748021919"
"nicht erwerbstätig","2002","30-45","1048","0.141842051719102","0.133914341989848","0.149769761448357"
"nicht erwerbstätig","2002","46-65","2490","0.343210151256335","0.332709991161441","0.353710311351229"
"nicht erwerbstätig","2002","66","","","",""
"erwerbstätig","2002","17-29","2826","0.70499133215798","0.69110125197808","0.718881412337879"
"erwerbstätig","2002","30-45","6392","0.858157948280898","0.850230238551643","0.866085658010152"
"erwerbstätig","2002","46-65","5364","0.656789848743665","0.646289688648771","0.667290008838559"
"erwerbstätig","2002","66","","","",""
"nicht erwerbstätig","2003","17-29","1348","0.320721360257003","0.306269413879263","0.335173306634744"
"nicht erwerbstätig","2003","30-45","986","0.144650292010233","0.136372895552517","0.152927688467948"
"nicht erwerbstätig","2003","46-65","2363","0.339748687974341","0.329080852258492","0.350416523690191"
"nicht erwerbstätig","2003","66","","","",""
"erwerbstätig","2003","17-29","2659","0.679278639742997","0.664826693365256","0.693730586120737"
"erwerbstätig","2003","30-45","5951","0.855349707989767","0.847072311532052","0.863627104447483"
"erwerbstätig","2003","46-65","5209","0.660251312025659","0.649583476309809","0.670919147741509"
"erwerbstätig","2003","66","","","",""
"nicht erwerbstätig","2004","17-29","1404","0.332452226981829","0.317775946771531","0.347128507192128"
"nicht erwerbstätig","2004","30-45","936","0.144117109630088","0.135598088395538","0.152636130864637"
"nicht erwerbstätig","2004","46-65","2271","0.335771959501902","0.324986403684281","0.346557515319523"
"nicht erwerbstätig","2004","66","","","",""
"erwerbstätig","2004","17-29","2554","0.667547773018171","0.652871492807872","0.682224053228469"
"erwerbstätig","2004","30-45","5593","0.855882890369912","0.847363869135363","0.864401911604461"
"erwerbstätig","2004","46-65","5094","0.664228040498098","0.653442484680477","0.675013596315719"
"erwerbstätig","2004","66","","","",""
"nicht erwerbstätig","2005","17-29","1378","0.327583579790025","0.312715929274959","0.342451230305091"
"nicht erwerbstätig","2005","30-45","854","0.141174280577527","0.132427644005666","0.149920917149387"
"nicht erwerbstätig","2005","46-65","2083","0.315986317379088","0.305107796886454","0.326864837871721"
"nicht erwerbstätig","2005","66","","","",""
"erwerbstätig","2005","17-29","2450","0.672416420209975","0.657548769694909","0.68728407072504"
"erwerbstätig","2005","30-45","5234","0.858825719422473","0.850079082850613","0.867572355994334"
"erwerbstätig","2005","46-65","4933","0.684013682620912","0.673135162128279","0.694892203113546"
"erwerbstätig","2005","66","","","",""
"nicht erwerbstätig","2006","17-29","1528","0.343669809009266","0.328918541291101","0.358421076727431"
"nicht erwerbstätig","2006","30-45","955","0.155656316405308","0.146690057546886","0.16462257526373"
"nicht erwerbstätig","2006","46-65","2197","0.307838633005341","0.297445064424448","0.318232201586235"
"nicht erwerbstätig","2006","66","","","",""
"erwerbstätig","2006","17-29","2454","0.656330190990734","0.641578923272569","0.671081458708899"
"erwerbstätig","2006","30-45","5325","0.844343683594692","0.83537742473627","0.853309942453114"
"erwerbstätig","2006","46-65","5380","0.692161366994658","0.681767798413765","0.702554935575552"
"erwerbstätig","2006","66","","","",""
"nicht erwerbstätig","2007","17-29","1483","0.358026803089046","0.342659892059301","0.373393714118791"
"nicht erwerbstätig","2007","30-45","770","0.140281918842047","0.131273533635279","0.149290304048816"
"nicht erwerbstätig","2007","46-65","1950","0.296111209768294","0.28546180855528","0.306760610981308"
"nicht erwerbstätig","2007","66","","","",""
"erwerbstätig","2007","17-29","2256","0.641973196910954","0.62660628588121","0.657340107940699"
"erwerbstätig","2007","30-45","4939","0.859718081157953","0.850709695951184","0.868726466364721"
"erwerbstätig","2007","46-65","5110","0.703888790231706","0.693239389018692","0.71453819144472"
"erwerbstätig","2007","66","","","",""
"nicht erwerbstätig","2008","17-29","1297","0.348116177279774","0.33213198171345","0.364100372846097"
"nicht erwerbstätig","2008","30-45","630","0.123476456856234","0.114507979887203","0.132444933825265"
"nicht erwerbstätig","2008","46-65","1741","0.276938149410755","0.26621840689027","0.287657891931239"
"nicht erwerbstätig","2008","66","","","",""
"erwerbstätig","2008","17-29","2115","0.651883822720226","0.635899627153903","0.66786801828655"
"erwerbstätig","2008","30-45","4539","0.876523543143766","0.867555066174735","0.885492020112797"
"erwerbstätig","2008","46-65","4953","0.723061850589246","0.712342108068761","0.73378159310973"
"erwerbstätig","2008","66","","","",""
"nicht erwerbstätig","2009","17-29","1130","0.330446358966527","0.313864173739899","0.347028544193156"
"nicht erwerbstätig","2009","30-45","516","0.10631765592915","0.0974817401275031","0.115153571730797"
"nicht erwerbstätig","2009","46-65","1542","0.258511765945421","0.247722047418458","0.269301484472385"
"nicht erwerbstätig","2009","66","","","",""
"erwerbstätig","2009","17-29","1961","0.669553641033473","0.652971455806844","0.686135826260101"
"erwerbstätig","2009","30-45","4159","0.89368234407085","0.884846428269203","0.902518259872497"
"erwerbstätig","2009","46-65","4783","0.741488234054579","0.730698515527615","0.752277952581542"
"erwerbstätig","2009","66","","","",""
"nicht erwerbstätig","2010","17-29","1815","0.336227587526642","0.322076111220621","0.350379063832663"
"nicht erwerbstätig","2010","30-45","1673","0.113731956847671","0.107198120564898","0.120265793130443"
"nicht erwerbstätig","2010","46-65","1540","0.238797641211641","0.228775551445952","0.24881973097733"
"nicht erwerbstätig","2010","66","","","",""
"erwerbstätig","2010","17-29","2466","0.663772412473358","0.649620936167337","0.677923888779379"
"erwerbstätig","2010","30-45","7397","0.88626804315233","0.879734206869557","0.892801879435102"
"erwerbstätig","2010","46-65","5412","0.761202358788359","0.75118026902267","0.771224448554048"
"erwerbstätig","2010","66","","","",""
"nicht erwerbstätig","2011","17-29","2040","0.334870043327962","0.321376165559495","0.34836392109643"
"nicht erwerbstätig","2011","30-45","1797","0.113693450597634","0.107450192298947","0.119936708896321"
"nicht erwerbstätig","2011","46-65","2015","0.227974850216378","0.219367076370857","0.236582624061899"
"nicht erwerbstätig","2011","66","","","",""
"erwerbstätig","2011","17-29","2659","0.665129956672037","0.65163607890357","0.678623834440505"
"erwerbstätig","2011","30-45","8134","0.886306549402366","0.880063291103679","0.892549807701053"
"erwerbstätig","2011","46-65","7110","0.772025149783622","0.763417375938101","0.780632923629143"
"erwerbstätig","2011","66","","","",""
"nicht erwerbstätig","2012","17-29","1918","0.318324127045239","0.304732004375845","0.331916249714633"
"nicht erwerbstätig","2012","30-45","1521","0.122378228054958","0.115635207583188","0.129121248526727"
"nicht erwerbstätig","2012","46-65","2058","0.224580737954182","0.216133455858624","0.23302802004974"
"nicht erwerbstätig","2012","66","","","",""
"erwerbstätig","2012","17-29","2594","0.681675872954761","0.668083750285367","0.695267995624155"
"erwerbstätig","2012","30-45","7553","0.877621771945042","0.870878751473273","0.884364792416812"
"erwerbstätig","2012","46-65","7317","0.775419262045818","0.76697197995026","0.783866544141376"
"erwerbstätig","2012","66","","","",""
"nicht erwerbstätig","2013","17-29","3159","0.421933014125001","0.408973737871581","0.434892290378421"
"nicht erwerbstätig","2013","30-45","3522","0.243316700182506","0.235055400522679","0.251577999842332"
"nicht erwerbstätig","2013","46-65","3010","0.252377981888374","0.243943681135843","0.260812282640906"
"nicht erwerbstätig","2013","66","","","",""
"erwerbstätig","2013","17-29","2420","0.578066985874999","0.565107709621579","0.591026262128419"
"erwerbstätig","2013","30-45","6841","0.756683299817494","0.748422000157668","0.764944599477321"
"erwerbstätig","2013","46-65","7179","0.747622018111626","0.739187717359094","0.756056318864157"
"erwerbstätig","2013","66","","","",""
"nicht erwerbstätig","2014","17-29","2087","0.320826074723106","0.307715886062541","0.333936263383672"
"nicht erwerbstätig","2014","30-45","1388","0.133985581436872","0.126752557744783","0.141218605128961"
"nicht erwerbstätig","2014","46-65","1938","0.215965094834085","0.207606959309571","0.224323230358599"
"nicht erwerbstätig","2014","66","","","",""
"erwerbstätig","2014","17-29","2783","0.679173925276893","0.666063736616328","0.692284113937459"
"erwerbstätig","2014","30-45","7132","0.866014418563128","0.858781394871039","0.873247442255217"
"erwerbstätig","2014","46-65","7373","0.784034905165915","0.775676769641401","0.792393040690429"
"erwerbstätig","2014","66","","","",""
"nicht erwerbstätig","2015","17-29","2386","0.349547694331358","0.336353375018228","0.362742013644488"
"nicht erwerbstätig","2015","30-45","1996","0.159502977569092","0.15161978911941","0.167386166018775"
"nicht erwerbstätig","2015","46-65","1948","0.204698503974156","0.196424927612766","0.212972080335545"
"nicht erwerbstätig","2015","66","","","",""
"erwerbstätig","2015","17-29","2631","0.650452305668642","0.637257986355512","0.663646624981772"
"erwerbstätig","2015","30-45","6291","0.840497022430908","0.832613833981225","0.84838021088059"
"erwerbstätig","2015","46-65","7188","0.795301496025844","0.787027919664455","0.803575072387234"
"erwerbstätig","2015","66","","","",""
"nicht erwerbstätig","2016","17-29","2806","0.339506004866583","0.326873490007701","0.352138519725465"
"nicht erwerbstätig","2016","30-45","2638","0.141202547125213","0.133854707612678","0.148550386637748"
"nicht erwerbstätig","2016","46-65","2003","0.186433497654725","0.178402109995367","0.194464885314082"
"nicht erwerbstätig","2016","66","","","",""
"erwerbstätig","2016","17-29","2592","0.660493995133417","0.647861480274535","0.673126509992299"
"erwerbstätig","2016","30-45","5990","0.858797452874787","0.851449613362252","0.866145292387322"
"erwerbstätig","2016","46-65","7030","0.813566502345275","0.805535114685918","0.821597890004633"
"erwerbstätig","2016","66","","","",""
"nicht erwerbstätig","2017","17-29","3422","0.33709110475511","0.325543101278003","0.348639108232217"
"nicht erwerbstätig","2017","30-45","2806","0.13104631168285","0.124125957790309","0.137966665575391"
"nicht erwerbstätig","2017","46-65","2314","0.183448381268411","0.176073517178561","0.190823245358262"
"nicht erwerbstätig","2017","66","","","",""
"erwerbstätig","2017","17-29","3015","0.66290889524489","0.651360891767783","0.674456898721997"
"erwerbstätig","2017","30-45","6328","0.86895368831715","0.862033334424609","0.875874042209691"
"erwerbstätig","2017","46-65","8266","0.816551618731589","0.809176754641738","0.823926482821439"
"erwerbstätig","2017","66","","","",""
"nicht erwerbstätig","2018","17-29","2906","0.311376712284072","0.299715244379641","0.323038180188502"
"nicht erwerbstätig","2018","30-45","2436","0.118142081710432","0.111257938711659","0.125026224709204"
"nicht erwerbstätig","2018","46-65","2191","0.170002446060232","0.162733311051892","0.177271581068571"
"nicht erwerbstätig","2018","66","","","",""
"erwerbstätig","2018","17-29","3151","0.688623287715929","0.676961819811498","0.700284755620359"
"erwerbstätig","2018","30-45","6009","0.881857918289568","0.874973775290796","0.88874206128834"
"erwerbstätig","2018","46-65","8067","0.829997553939768","0.822728418931429","0.837266688948108"
"erwerbstätig","2018","66","","","",""
"nicht erwerbstätig","2019","17-29","2415","0.311873183556566","0.299466632561866","0.324279734551266"
"nicht erwerbstätig","2019","30-45","2093","0.119385856747631","0.112269593366148","0.126502120129114"
"nicht erwerbstätig","2019","46-65","2253","0.188848070685496","0.181557820520805","0.196138320850187"
"nicht erwerbstätig","2019","66","","","",""
"erwerbstätig","2019","17-29","2941","0.688126816443434","0.675720265448734","0.700533367438134"
"erwerbstätig","2019","30-45","5882","0.880614143252369","0.873497879870886","0.887730406633852"
"erwerbstätig","2019","46-65","8819","0.811151929314504","0.803861679149813","0.818442179479195"
"erwerbstätig","2019","66","","","",""
"nicht erwerbstätig","2020","17-29","2520","0.315513354813722","0.303732915171582","0.327293794455862"
"nicht erwerbstätig","2020","30-45","2206","0.1264918587395","0.119430772104603","0.133552945374397"
"nicht erwerbstätig","2020","46-65","2184","0.186238887109887","0.178805378305308","0.193672395914466"
"nicht erwerbstätig","2020","66","","","",""
"erwerbstätig","2020","17-29","3458","0.684486645186278","0.672706205544138","0.696267084828418"
"erwerbstätig","2020","30-45","6307","0.8735081412605","0.866447054625603","0.880569227895397"
"erwerbstätig","2020","46-65","8352","0.813761112890113","0.806327604085534","0.821194621694692"
"erwerbstätig","2020","66","","","",""
