"e11102","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence"
"nicht erwerbstätig","1995","Staedtischer Raum","Westdeutschland","2749","0.414820141282322","0.403660768756998","0.425979513807646"
"nicht erwerbstätig","1995","Staedtischer Raum","Ostdeutschland","425","0.409148093904924","0.381524359578727","0.43677182823112"
"nicht erwerbstätig","1995","Laendlicher Raum","Westdeutschland","739","0.413564918032902","0.392516945333441","0.434612890732363"
"nicht erwerbstätig","1995","Laendlicher Raum","Ostdeutschland","876","0.430533915467603","0.411030512799777","0.450037318135429"
"erwerbstätig","1995","Staedtischer Raum","Westdeutschland","4739","0.585179858717678","0.574020486192354","0.596339231243002"
"erwerbstätig","1995","Staedtischer Raum","Ostdeutschland","792","0.590851906095076","0.56322817176888","0.618475640421273"
"erwerbstätig","1995","Laendlicher Raum","Westdeutschland","1364","0.586435081967098","0.565387109267637","0.607483054666559"
"erwerbstätig","1995","Laendlicher Raum","Ostdeutschland","1600","0.569466084532397","0.549962681864571","0.588969487200223"
"nicht erwerbstätig","1996","Staedtischer Raum","Westdeutschland","2625","0.410926237815728","0.399618182308952","0.422234293322504"
"nicht erwerbstätig","1996","Staedtischer Raum","Ostdeutschland","432","0.405328963814674","0.37799172477624","0.432666202853108"
"nicht erwerbstätig","1996","Laendlicher Raum","Westdeutschland","715","0.410215442377037","0.389137900923811","0.431292983830264"
"nicht erwerbstätig","1996","Laendlicher Raum","Ostdeutschland","853","0.428938763028269","0.409321082958554","0.448556443097984"
"erwerbstätig","1996","Staedtischer Raum","Westdeutschland","4647","0.589073762184272","0.577765706677496","0.600381817691048"
"erwerbstätig","1996","Staedtischer Raum","Ostdeutschland","807","0.594671036185326","0.567333797146892","0.62200827522376"
"erwerbstätig","1996","Laendlicher Raum","Westdeutschland","1377","0.589784557622962","0.568707016169736","0.610862099076189"
"erwerbstätig","1996","Laendlicher Raum","Ostdeutschland","1592","0.571061236971731","0.551443556902016","0.590678917041446"
"nicht erwerbstätig","1997","Staedtischer Raum","Westdeutschland","2662","0.418852171026242","0.407415512932861","0.430288829119624"
"nicht erwerbstätig","1997","Staedtischer Raum","Ostdeutschland","434","0.412906781629183","0.385164961875462","0.440648601382904"
"nicht erwerbstätig","1997","Laendlicher Raum","Westdeutschland","716","0.413487108119046","0.392138114209677","0.434836102028415"
"nicht erwerbstätig","1997","Laendlicher Raum","Ostdeutschland","888","0.441166827203447","0.421400576614065","0.460933077792828"
"erwerbstätig","1997","Staedtischer Raum","Westdeutschland","4487","0.581147828973758","0.569711170880376","0.592584487067139"
"erwerbstätig","1997","Staedtischer Raum","Ostdeutschland","776","0.587093218370817","0.559351398617096","0.614835038124538"
"erwerbstätig","1997","Laendlicher Raum","Westdeutschland","1328","0.586512891880954","0.565163897971585","0.607861885790323"
"erwerbstätig","1997","Laendlicher Raum","Ostdeutschland","1536","0.558833172796553","0.539066922207172","0.578599423385935"
"nicht erwerbstätig","1998","Staedtischer Raum","Westdeutschland","3063","0.421696039240307","0.410878081831745","0.432513996648869"
"nicht erwerbstätig","1998","Staedtischer Raum","Ostdeutschland","469","0.429922463084366","0.402532700926647","0.457312225242085"
"nicht erwerbstätig","1998","Laendlicher Raum","Westdeutschland","905","0.445521392972033","0.425502782880448","0.465540003063617"
"nicht erwerbstätig","1998","Laendlicher Raum","Ostdeutschland","946","0.433328465428436","0.414317588712531","0.452339342144341"
"erwerbstätig","1998","Staedtischer Raum","Westdeutschland","4942","0.578303960759693","0.567486003351131","0.589121918168255"
"erwerbstätig","1998","Staedtischer Raum","Ostdeutschland","786","0.570077536915634","0.542687774757915","0.597467299073353"
"erwerbstätig","1998","Laendlicher Raum","Westdeutschland","1463","0.554478607027967","0.534459996936382","0.574497217119552"
"erwerbstätig","1998","Laendlicher Raum","Ostdeutschland","1664","0.566671534571564","0.547660657855659","0.585682411287469"
"nicht erwerbstätig","1999","Staedtischer Raum","Westdeutschland","2746","0.39735685058488","0.386373871539866","0.408339829629895"
"nicht erwerbstätig","1999","Staedtischer Raum","Ostdeutschland","445","0.416489026489846","0.389028170905867","0.443949882073826"
"nicht erwerbstätig","1999","Laendlicher Raum","Westdeutschland","795","0.4140270505345","0.393742418675714","0.434311682393285"
"nicht erwerbstätig","1999","Laendlicher Raum","Ostdeutschland","923","0.434435547641244","0.415177691988212","0.453693403294277"
"erwerbstätig","1999","Staedtischer Raum","Westdeutschland","4880","0.60264314941512","0.591660170370106","0.613626128460134"
"erwerbstätig","1999","Staedtischer Raum","Ostdeutschland","793","0.583510973510154","0.556050117926174","0.610971829094133"
"erwerbstätig","1999","Laendlicher Raum","Westdeutschland","1470","0.5859729494655","0.565688317606715","0.606257581324286"
"erwerbstätig","1999","Laendlicher Raum","Ostdeutschland","1622","0.565564452358756","0.546306596705723","0.584822308011788"
"nicht erwerbstätig","2000","Staedtischer Raum","Westdeutschland","5180","0.395348586567425","0.387198281591451","0.4034988915434"
"nicht erwerbstätig","2000","Staedtischer Raum","Ostdeutschland","690","0.416677154837027","0.394223763919495","0.43913054575456"
"nicht erwerbstätig","2000","Laendlicher Raum","Westdeutschland","1593","0.387620414442903","0.373281543629383","0.401959285256423"
"nicht erwerbstätig","2000","Laendlicher Raum","Ostdeutschland","1530","0.431692479594935","0.416335199887934","0.447049759301936"
"erwerbstätig","2000","Staedtischer Raum","Westdeutschland","8644","0.604651413432575","0.596501108456601","0.612801718408549"
"erwerbstätig","2000","Staedtischer Raum","Ostdeutschland","1162","0.583322845162973","0.56086945424544","0.605776236080505"
"erwerbstätig","2000","Laendlicher Raum","Westdeutschland","2842","0.612379585557097","0.598040714743577","0.626718456370617"
"erwerbstätig","2000","Laendlicher Raum","Ostdeutschland","2466","0.568307520405065","0.552950240698064","0.583664800112066"
"nicht erwerbstätig","2001","Staedtischer Raum","Westdeutschland","4561","0.385407091861674","0.376882671368115","0.393931512355232"
"nicht erwerbstätig","2001","Staedtischer Raum","Ostdeutschland","652","0.400290085640712","0.377334567609805","0.423245603671618"
"nicht erwerbstätig","2001","Laendlicher Raum","Westdeutschland","1403","0.381357292939947","0.366236754905776","0.396477830974118"
"nicht erwerbstätig","2001","Laendlicher Raum","Ostdeutschland","1450","0.442664382250909","0.426627311923871","0.458701452577947"
"erwerbstätig","2001","Staedtischer Raum","Westdeutschland","7961","0.614592908138326","0.606068487644768","0.623117328631885"
"erwerbstätig","2001","Staedtischer Raum","Ostdeutschland","1098","0.599709914359288","0.576754396328382","0.622665432390195"
"erwerbstätig","2001","Laendlicher Raum","Westdeutschland","2561","0.618642707060053","0.603522169025882","0.633763245094224"
"erwerbstätig","2001","Laendlicher Raum","Ostdeutschland","2235","0.557335617749091","0.541298547422053","0.573372688076129"
"nicht erwerbstätig","2002","Staedtischer Raum","Westdeutschland","4724","0.394373167985812","0.386119083789923","0.402627252181701"
"nicht erwerbstätig","2002","Staedtischer Raum","Ostdeutschland","658","0.429796245335018","0.406740182057892","0.452852308612144"
"nicht erwerbstätig","2002","Laendlicher Raum","Westdeutschland","1418","0.382324390196116","0.367503670492399","0.397145109899833"
"nicht erwerbstätig","2002","Laendlicher Raum","Ostdeutschland","1440","0.447291927732649","0.431179177522071","0.463404677943227"
"erwerbstätig","2002","Staedtischer Raum","Westdeutschland","8743","0.605626832014188","0.597372747818299","0.613880916210077"
"erwerbstätig","2002","Staedtischer Raum","Ostdeutschland","1113","0.570203754664982","0.547147691387856","0.593259817942108"
"erwerbstätig","2002","Laendlicher Raum","Westdeutschland","2712","0.617675609803884","0.602854890100167","0.632496329507601"
"erwerbstätig","2002","Laendlicher Raum","Ostdeutschland","2218","0.552708072267351","0.536595322056774","0.568820822477929"
"nicht erwerbstätig","2003","Staedtischer Raum","Westdeutschland","4671","0.402576666799815","0.394125562186457","0.411027771413173"
"nicht erwerbstätig","2003","Staedtischer Raum","Ostdeutschland","664","0.43580731742458","0.412667507661653","0.458947127187506"
"nicht erwerbstätig","2003","Laendlicher Raum","Westdeutschland","1351","0.388387360428264","0.373063525577735","0.403711195278793"
"nicht erwerbstätig","2003","Laendlicher Raum","Ostdeutschland","1453","0.458165673055892","0.441844509787279","0.474486836324505"
"erwerbstätig","2003","Staedtischer Raum","Westdeutschland","8265","0.597423333200185","0.588972228586827","0.605874437813543"
"erwerbstätig","2003","Staedtischer Raum","Ostdeutschland","1100","0.56419268257542","0.541052872812494","0.587332492338347"
"erwerbstätig","2003","Laendlicher Raum","Westdeutschland","2535","0.611612639571736","0.596288804721207","0.626936474422265"
"erwerbstätig","2003","Laendlicher Raum","Ostdeutschland","2127","0.541834326944108","0.525513163675495","0.558155490212721"
"nicht erwerbstätig","2004","Staedtischer Raum","Westdeutschland","4657","0.408160024956256","0.39956350797047","0.416756541942041"
"nicht erwerbstätig","2004","Staedtischer Raum","Ostdeutschland","701","0.450480972759901","0.427262780986398","0.473699164533404"
"nicht erwerbstätig","2004","Laendlicher Raum","Westdeutschland","1341","0.386633370307733","0.371214765378596","0.402051975236871"
"nicht erwerbstätig","2004","Laendlicher Raum","Ostdeutschland","1446","0.473765772932451","0.457126122553357","0.490405423311545"
"erwerbstätig","2004","Staedtischer Raum","Westdeutschland","7900","0.591839975043744","0.583243458057959","0.60043649202953"
"erwerbstätig","2004","Staedtischer Raum","Ostdeutschland","1063","0.549519027240099","0.526300835466595","0.572737219013602"
"erwerbstätig","2004","Laendlicher Raum","Westdeutschland","2491","0.613366629692267","0.597948024763129","0.628785234621404"
"erwerbstätig","2004","Laendlicher Raum","Ostdeutschland","2013","0.526234227067549","0.509594576688455","0.542873877446643"
"nicht erwerbstätig","2005","Staedtischer Raum","Westdeutschland","4477","0.396506819872553","0.38776186905562","0.405251770689485"
"nicht erwerbstätig","2005","Staedtischer Raum","Ostdeutschland","677","0.441566329974706","0.417995782371891","0.465136877577521"
"nicht erwerbstätig","2005","Laendlicher Raum","Westdeutschland","1285","0.376595062996864","0.360856677404951","0.392333448588776"
"nicht erwerbstätig","2005","Laendlicher Raum","Ostdeutschland","1415","0.463135029132955","0.446204055094482","0.480066003171429"
"erwerbstätig","2005","Staedtischer Raum","Westdeutschland","7543","0.603493180127447","0.594748229310515","0.61223813094438"
"erwerbstätig","2005","Staedtischer Raum","Ostdeutschland","1028","0.558433670025294","0.534863122422479","0.582004217628109"
"erwerbstätig","2005","Laendlicher Raum","Westdeutschland","2356","0.623404937003136","0.607666551411224","0.639143322595049"
"erwerbstätig","2005","Laendlicher Raum","Ostdeutschland","1917","0.536864970867045","0.519933996828571","0.553795944905518"
"nicht erwerbstätig","2006","Staedtischer Raum","Westdeutschland","4984","0.406034342319207","0.397533749918735","0.414534934719679"
"nicht erwerbstätig","2006","Staedtischer Raum","Ostdeutschland","733","0.449635585413794","0.426493397127899","0.472777773699688"
"nicht erwerbstätig","2006","Laendlicher Raum","Westdeutschland","1533","0.390092092470641","0.375128795465605","0.405055389475677"
"nicht erwerbstätig","2006","Laendlicher Raum","Ostdeutschland","1569","0.46825136134719","0.451930874637067","0.484571848057313"
"erwerbstätig","2006","Staedtischer Raum","Westdeutschland","7837","0.593965657680793","0.585465065280321","0.602466250081265"
"erwerbstätig","2006","Staedtischer Raum","Ostdeutschland","1042","0.550364414586206","0.527222226300312","0.573506602872101"
"erwerbstätig","2006","Laendlicher Raum","Westdeutschland","2549","0.609907907529359","0.594944610524323","0.624871204534395"
"erwerbstätig","2006","Laendlicher Raum","Ostdeutschland","2022","0.53174863865281","0.515428151942687","0.548069125362933"
"nicht erwerbstätig","2007","Staedtischer Raum","Westdeutschland","4654","0.404415970380277","0.395608156030336","0.413223784730218"
"nicht erwerbstätig","2007","Staedtischer Raum","Ostdeutschland","710","0.453889434955163","0.430187785757595","0.477591084152731"
"nicht erwerbstätig","2007","Laendlicher Raum","Westdeutschland","1448","0.392653352765067","0.377193631634749","0.408113073895384"
"nicht erwerbstätig","2007","Laendlicher Raum","Ostdeutschland","1460","0.45574441541805","0.438991502673647","0.472497328162453"
"erwerbstätig","2007","Staedtischer Raum","Westdeutschland","7273","0.595584029619723","0.586776215269782","0.604391843969664"
"erwerbstätig","2007","Staedtischer Raum","Ostdeutschland","985","0.546110565044837","0.522408915847269","0.569812214242405"
"erwerbstätig","2007","Laendlicher Raum","Westdeutschland","2385","0.607346647234933","0.591886926104616","0.622806368365251"
"erwerbstätig","2007","Laendlicher Raum","Ostdeutschland","1935","0.54425558458195","0.527502671837547","0.561008497326353"
"nicht erwerbstätig","2008","Staedtischer Raum","Westdeutschland","4323","0.395457550057638","0.386391730013491","0.404523370101785"
"nicht erwerbstätig","2008","Staedtischer Raum","Ostdeutschland","661","0.434579963497499","0.410515580249237","0.458644346745762"
"nicht erwerbstätig","2008","Laendlicher Raum","Westdeutschland","1347","0.383722984762328","0.367813421638958","0.399632547885698"
"nicht erwerbstätig","2008","Laendlicher Raum","Ostdeutschland","1345","0.440005291966063","0.422747228730998","0.457263355201128"
"erwerbstätig","2008","Staedtischer Raum","Westdeutschland","6851","0.604542449942362","0.595476629898215","0.613608269986509"
"erwerbstätig","2008","Staedtischer Raum","Ostdeutschland","969","0.565420036502501","0.541355653254238","0.589484419750763"
"erwerbstätig","2008","Laendlicher Raum","Westdeutschland","2242","0.616277015237672","0.600367452114302","0.632186578361042"
"erwerbstätig","2008","Laendlicher Raum","Ostdeutschland","1833","0.559994708033937","0.542736644798872","0.577252771269002"
"nicht erwerbstätig","2009","Staedtischer Raum","Westdeutschland","3911","0.382398313758923","0.373004485148605","0.39179214236924"
"nicht erwerbstätig","2009","Staedtischer Raum","Ostdeutschland","634","0.418724094810339","0.394083972041203","0.443364217579474"
"nicht erwerbstätig","2009","Laendlicher Raum","Westdeutschland","1248","0.370921833724013","0.354692128884567","0.387151538563459"
"nicht erwerbstätig","2009","Laendlicher Raum","Ostdeutschland","1243","0.422822349643859","0.405232566011325","0.440412133276393"
"erwerbstätig","2009","Staedtischer Raum","Westdeutschland","6370","0.617601686241077","0.608207857630759","0.626995514851395"
"erwerbstätig","2009","Staedtischer Raum","Ostdeutschland","906","0.581275905189661","0.556635782420526","0.605916027958797"
"erwerbstätig","2009","Laendlicher Raum","Westdeutschland","2155","0.629078166275987","0.612848461436541","0.645307871115433"
"erwerbstätig","2009","Laendlicher Raum","Ostdeutschland","1787","0.577177650356141","0.559587866723607","0.594767433988675"
"nicht erwerbstätig","2010","Staedtischer Raum","Westdeutschland","4980","0.386213479973422","0.378125008453695","0.394301951493148"
"nicht erwerbstätig","2010","Staedtischer Raum","Ostdeutschland","716","0.401781463008739","0.379766118693516","0.423796807323962"
"nicht erwerbstätig","2010","Laendlicher Raum","Westdeutschland","1667","0.369722437638824","0.356195213252633","0.383249662025014"
"nicht erwerbstätig","2010","Laendlicher Raum","Ostdeutschland","1383","0.408936321525235","0.392903158836319","0.424969484214151"
"erwerbstätig","2010","Staedtischer Raum","Westdeutschland","8939","0.613786520026578","0.605698048506852","0.621874991546305"
"erwerbstätig","2010","Staedtischer Raum","Ostdeutschland","1189","0.598218536991261","0.576203192676038","0.620233881306484"
"erwerbstätig","2010","Laendlicher Raum","Westdeutschland","3225","0.630277562361176","0.616750337974986","0.643804786747366"
"erwerbstätig","2010","Laendlicher Raum","Ostdeutschland","2229","0.591063678474765","0.575030515785849","0.607096841163681"
"nicht erwerbstätig","2011","Staedtischer Raum","Westdeutschland","5954","0.38415614196563","0.376680698561552","0.391631585369709"
"nicht erwerbstätig","2011","Staedtischer Raum","Ostdeutschland","842","0.395894904313979","0.37544091010814","0.416348898519817"
"nicht erwerbstätig","2011","Laendlicher Raum","Westdeutschland","2183","0.365699726147297","0.353760309482601","0.377639142811992"
"nicht erwerbstätig","2011","Laendlicher Raum","Ostdeutschland","1629","0.406202269458767","0.391328015440647","0.421076523476888"
"erwerbstätig","2011","Staedtischer Raum","Westdeutschland","10309","0.615843858034369","0.608368414630291","0.623319301438448"
"erwerbstätig","2011","Staedtischer Raum","Ostdeutschland","1354","0.604105095686021","0.583651101480183","0.62455908989186"
"erwerbstätig","2011","Laendlicher Raum","Westdeutschland","4068","0.634300273852703","0.622360857188008","0.646239690517398"
"erwerbstätig","2011","Laendlicher Raum","Ostdeutschland","2559","0.593797730541233","0.578923476523112","0.608671984559353"
"nicht erwerbstätig","2012","Staedtischer Raum","Westdeutschland","5652","0.377291616059267","0.369710903066579","0.384872329051955"
"nicht erwerbstätig","2012","Staedtischer Raum","Ostdeutschland","824","0.400644339015606","0.379789849286856","0.421498828744356"
"nicht erwerbstätig","2012","Laendlicher Raum","Westdeutschland","2181","0.369714348462188","0.357714948747885","0.381713748176491"
"nicht erwerbstätig","2012","Laendlicher Raum","Ostdeutschland","1628","0.420507306081023","0.405439425174555","0.435575186987492"
"erwerbstätig","2012","Staedtischer Raum","Westdeutschland","10053","0.622708383940733","0.615127670948045","0.630289096933421"
"erwerbstätig","2012","Staedtischer Raum","Ostdeutschland","1297","0.599355660984394","0.578501171255644","0.620210150713144"
"erwerbstätig","2012","Laendlicher Raum","Westdeutschland","4036","0.630285651537812","0.618286251823509","0.642285051252115"
"erwerbstätig","2012","Laendlicher Raum","Ostdeutschland","2495","0.579492693918977","0.564424813012508","0.594560574825445"
"nicht erwerbstätig","2013","Staedtischer Raum","Westdeutschland","8820","0.45068308409853","0.443472202681871","0.45789396551519"
"nicht erwerbstätig","2013","Staedtischer Raum","Ostdeutschland","915","0.424089549649807","0.403199709052194","0.44497939024742"
"nicht erwerbstätig","2013","Laendlicher Raum","Westdeutschland","2863","0.415303747252122","0.403491148142387","0.427116346361858"
"nicht erwerbstätig","2013","Laendlicher Raum","Ostdeutschland","1705","0.422619733819392","0.40741008358695","0.437829384051835"
"erwerbstätig","2013","Staedtischer Raum","Westdeutschland","9470","0.54931691590147","0.542106034484811","0.55652779731813"
"erwerbstätig","2013","Staedtischer Raum","Ostdeutschland","1235","0.575910450350194","0.55502060975258","0.596800290947807"
"erwerbstätig","2013","Laendlicher Raum","Westdeutschland","3822","0.584696252747878","0.572883653638142","0.596508851857613"
"erwerbstätig","2013","Laendlicher Raum","Ostdeutschland","2347","0.577380266180608","0.562170615948165","0.59258991641305"
"nicht erwerbstätig","2014","Staedtischer Raum","Westdeutschland","5592","0.377492488558113","0.369985653983298","0.384999323132928"
"nicht erwerbstätig","2014","Staedtischer Raum","Ostdeutschland","767","0.392328537975749","0.370734357844582","0.413922718106917"
"nicht erwerbstätig","2014","Laendlicher Raum","Westdeutschland","2074","0.379408086142941","0.367096148147835","0.391720024138047"
"nicht erwerbstätig","2014","Laendlicher Raum","Ostdeutschland","1454","0.409263874383864","0.393429129425663","0.425098619342064"
"erwerbstätig","2014","Staedtischer Raum","Westdeutschland","10427","0.622507511441887","0.615000676867071","0.630014346016702"
"erwerbstätig","2014","Staedtischer Raum","Ostdeutschland","1197","0.607671462024251","0.586077281893083","0.629265642155418"
"erwerbstätig","2014","Laendlicher Raum","Westdeutschland","3893","0.620591913857059","0.608279975861953","0.632903851852164"
"erwerbstätig","2014","Laendlicher Raum","Ostdeutschland","2250","0.590736125616136","0.574901380657936","0.606570870574337"
"nicht erwerbstätig","2015","Staedtischer Raum","Westdeutschland","6238","0.39060662977029","0.383013120071936","0.398200139468645"
"nicht erwerbstätig","2015","Staedtischer Raum","Ostdeutschland","797","0.391131304771474","0.36949371301966","0.412768896523288"
"nicht erwerbstätig","2015","Laendlicher Raum","Westdeutschland","2224","0.369145390719534","0.356922594801696","0.381368186637372"
