"e11102","year","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"erwerbstätig","1993","männlich","4905","0.727518444158901","0.716580405694356","0.738456482623447"
"erwerbstätig","1993","weiblich","3794","0.501589224885716","0.489648935229281","0.51352951454215"
"nicht erwerbstätig","1993","männlich","1460","0.272481555841099","0.261543517376553","0.283419594305644"
"nicht erwerbstätig","1993","weiblich","2942","0.498410775114284","0.48647048545785","0.510351064770719"
"erwerbstätig","1994","männlich","4686","0.710610297858437","0.699336121882538","0.721884473834336"
"erwerbstätig","1994","weiblich","3642","0.487578508404597","0.475572126845549","0.499584889963645"
"nicht erwerbstätig","1994","männlich","1529","0.289389702141563","0.278115526165664","0.300663878117462"
"nicht erwerbstätig","1994","weiblich","3016","0.512421491595403","0.500415110036355","0.524427873154451"
"erwerbstätig","1995","männlich","4782","0.69989921638117","0.688679796679773","0.711118636082567"
"erwerbstätig","1995","weiblich","3713","0.476258583713797","0.464452028720731","0.488065138706862"
"nicht erwerbstätig","1995","männlich","1628","0.30010078361883","0.288881363917433","0.311320203320227"
"nicht erwerbstätig","1995","weiblich","3161","0.523741416286203","0.511934861293138","0.535547971279269"
"erwerbstätig","1996","männlich","4715","0.702147986839403","0.690849147781236","0.713446825897569"
"erwerbstätig","1996","weiblich","3708","0.480955608622718","0.469040715188272","0.492870502057164"
"nicht erwerbstätig","1996","männlich","1578","0.297852013160597","0.286553174102431","0.309150852218764"
"nicht erwerbstätig","1996","weiblich","3047","0.519044391377282","0.507129497942836","0.530959284811728"
"erwerbstätig","1997","männlich","4572","0.694306730938205","0.682846566141881","0.70576689573453"
"erwerbstätig","1997","weiblich","3555","0.473067071916219","0.461040049360318","0.485094094472119"
"nicht erwerbstätig","1997","männlich","1636","0.305693269061795","0.29423310426547","0.317153433858119"
"nicht erwerbstätig","1997","weiblich","3065","0.526932928083781","0.514905905527881","0.538959950639682"
"erwerbstätig","1998","männlich","4968","0.681017038125267","0.6700101575676","0.692023918682933"
"erwerbstätig","1998","weiblich","3887","0.469737792825615","0.458328006522246","0.481147579128985"
"nicht erwerbstätig","1998","männlich","1920","0.318982961874733","0.307976081317067","0.3299898424324"
"nicht erwerbstätig","1998","weiblich","3463","0.530262207174385","0.518852420871015","0.541671993477754"
"erwerbstätig","1999","männlich","4874","0.6990383489276","0.687980101672272","0.710096596182928"
"erwerbstätig","1999","weiblich","3891","0.494584254127008","0.482925919012627","0.506242589241389"
"nicht erwerbstätig","1999","männlich","1735","0.3009616510724","0.289903403817072","0.312019898327728"
"nicht erwerbstätig","1999","weiblich","3174","0.505415745872992","0.493757410758611","0.517074080987373"
"erwerbstätig","2000","männlich","8316","0.700659716083545","0.692319568796417","0.708999863370673"
"erwerbstätig","2000","weiblich","6798","0.505929222055746","0.497173014894349","0.514685429217144"
"nicht erwerbstätig","2000","männlich","3267","0.299340283916455","0.291000136629327","0.307680431203583"
"nicht erwerbstätig","2000","weiblich","5726","0.494070777944254","0.485314570782856","0.502826985105651"
"erwerbstätig","2001","männlich","7496","0.697318172483394","0.688541180450274","0.706095164516513"
"erwerbstätig","2001","weiblich","6359","0.522290330779552","0.513119474667766","0.531461186891339"
"nicht erwerbstätig","2001","männlich","3029","0.302681827516606","0.293904835483487","0.311458819549726"
"nicht erwerbstätig","2001","weiblich","5037","0.477709669220448","0.468538813108662","0.486880525332234"
"erwerbstätig","2002","männlich","7961","0.683523369617542","0.674881523001375","0.69216521623371"
"erwerbstätig","2002","weiblich","6825","0.519460502245767","0.510483451723561","0.528437552767972"
"nicht erwerbstätig","2002","männlich","3166","0.316476630382458","0.30783478376629","0.325118476998625"
"nicht erwerbstätig","2002","weiblich","5074","0.480539497754233","0.471562447232028","0.489516548276439"
"erwerbstätig","2003","männlich","7497","0.672154581809252","0.663250428875652","0.681058734742852"
"erwerbstätig","2003","weiblich","6530","0.51439149073884","0.505252525861305","0.523530455616375"
"nicht erwerbstätig","2003","männlich","3180","0.327845418190748","0.318941265257148","0.336749571124348"
"nicht erwerbstätig","2003","weiblich","4959","0.48560850926116","0.476469544383625","0.494747474138695"
"erwerbstätig","2004","männlich","7139","0.658133491509226","0.649008453365647","0.667258529652806"
"erwerbstätig","2004","weiblich","6328","0.51627698468764","0.507035126465788","0.525518842909491"
"nicht erwerbstätig","2004","männlich","3241","0.341866508490773","0.332741470347194","0.350991546634353"
"nicht erwerbstätig","2004","weiblich","4904","0.48372301531236","0.474481157090509","0.492964873534212"
"erwerbstätig","2005","männlich","6733","0.668751121806362","0.659479367839935","0.67802287577279"
"erwerbstätig","2005","weiblich","6111","0.527983718801805","0.518568182216675","0.537399255386935"
"nicht erwerbstätig","2005","männlich","3166","0.331248878193638","0.32197712422721","0.340520632160065"
"nicht erwerbstätig","2005","weiblich","4688","0.472016281198195","0.462600744613065","0.481431817783325"
"erwerbstätig","2006","männlich","7021","0.659769754085311","0.650762663134261","0.668776845036361"
"erwerbstätig","2006","weiblich","6429","0.517200838329157","0.508122957763299","0.526278718895015"
"nicht erwerbstätig","2006","männlich","3608","0.340230245914689","0.331223154963639","0.349237336865739"
"nicht erwerbstätig","2006","weiblich","5211","0.482799161670843","0.473721281104985","0.491877042236701"
"erwerbstätig","2007","männlich","6524","0.658446772822716","0.649129636698068","0.667763908947364"
"erwerbstätig","2007","weiblich","6054","0.521939946554439","0.51256160197707","0.531318291131807"
"nicht erwerbstätig","2007","männlich","3428","0.341553227177284","0.332236091052636","0.350870363301932"
"nicht erwerbstätig","2007","weiblich","4844","0.478060053445561","0.468681708868193","0.48743839802293"
"erwerbstätig","2008","männlich","6157","0.668175850003488","0.658624449584154","0.677727250422822"
"erwerbstätig","2008","weiblich","5738","0.533537876329711","0.523873029224715","0.543202723434707"
"nicht erwerbstätig","2008","männlich","3179","0.331824149996512","0.322272749577178","0.341375550415846"
"nicht erwerbstätig","2008","weiblich","4497","0.466462123670289","0.456797276565293","0.476126970775285"
"erwerbstätig","2009","männlich","5751","0.670610591774916","0.660750504899089","0.680470678650744"
"erwerbstätig","2009","weiblich","5467","0.55750977721015","0.547535742252914","0.567483812167386"
"nicht erwerbstätig","2009","männlich","2977","0.329389408225083","0.319529321349256","0.339249495100911"
"nicht erwerbstätig","2009","weiblich","4059","0.44249022278985","0.432516187832614","0.452464257747086"
"erwerbstätig","2010","männlich","7882","0.669615555557216","0.66086040477727","0.678370706337161"
"erwerbstätig","2010","weiblich","7700","0.559953995515379","0.551499009118534","0.568408981912225"
"nicht erwerbstätig","2010","männlich","3205","0.330384444442785","0.321629293662839","0.33913959522273"
"nicht erwerbstätig","2010","weiblich","5541","0.440046004484621","0.431591018087775","0.448500990881466"
"erwerbstätig","2011","männlich","9118","0.676220774801604","0.668216581815014","0.684224967788195"
"erwerbstätig","2011","weiblich","9172","0.559902064199079","0.552154539945694","0.567649588452464"
"nicht erwerbstätig","2011","männlich","4010","0.323779225198396","0.315775032211806","0.331783418184986"
"nicht erwerbstätig","2011","weiblich","6598","0.440097935800921","0.432350411547536","0.447845460054306"
"erwerbstätig","2012","männlich","8735","0.672388976323183","0.664262313827544","0.680515638818822"
"erwerbstätig","2012","weiblich","9146","0.566358410276787","0.558519375213294","0.57419744534028"
"nicht erwerbstätig","2012","männlich","4078","0.327611023676817","0.319484361181178","0.335737686172456"
"nicht erwerbstätig","2012","weiblich","6207","0.433641589723213","0.42580255465972","0.441480624786706"
"erwerbstätig","2013","männlich","8108","0.601301963151489","0.593263397858147","0.609340528444831"
"erwerbstätig","2013","weiblich","8766","0.524231168424893","0.516707265816841","0.531755071032944"
"nicht erwerbstätig","2013","männlich","6144","0.398698036848511","0.390659471555169","0.406736602141853"
"nicht erwerbstätig","2013","weiblich","8159","0.475768831575107","0.468244928967056","0.483292734183159"
"erwerbstätig","2014","männlich","8646","0.664056460549154","0.655849374680737","0.672263546417572"
"erwerbstätig","2014","weiblich","9121","0.573077893004501","0.565144028247334","0.581011757761668"
"nicht erwerbstätig","2014","männlich","4077","0.335943539450846","0.327736453582428","0.344150625319263"
"nicht erwerbstätig","2014","weiblich","5810","0.426922106995499","0.418988242238332","0.434855971752666"
"erwerbstätig","2015","männlich","8054","0.654426627636777","0.646118467786913","0.662734787486642"
"erwerbstätig","2015","weiblich","8571","0.569704805968459","0.561716182404148","0.577693429532769"
"nicht erwerbstätig","2015","männlich","4532","0.345573372363222","0.337265212513358","0.353881532213087"
"nicht erwerbstätig","2015","weiblich","6185","0.430295194031542","0.422306570467231","0.438283817595852"
"erwerbstätig","2016","männlich","7760","0.670685319939655","0.66264946884813","0.67872117103118"
"erwerbstätig","2016","weiblich","8355","0.587410397392058","0.579440992849468","0.595379801934648"
"nicht erwerbstätig","2016","männlich","5379","0.329314680060345","0.32127882896882","0.33735053115187"
"nicht erwerbstätig","2016","weiblich","6304","0.412589602607942","0.404620198065352","0.420559007150532"
"erwerbstätig","2017","männlich","8869","0.677021578985522","0.669494033350742","0.684549124620303"
"erwerbstätig","2017","weiblich","9342","0.591430809626556","0.583889510220312","0.598972109032799"
"nicht erwerbstätig","2017","männlich","5955","0.322978421014478","0.315450875379697","0.330505966649258"
"nicht erwerbstätig","2017","weiblich","6980","0.408569190373444","0.401027890967201","0.416110489779688"
"erwerbstätig","2018","männlich","8724","0.687111281622394","0.679480976363207","0.69474158688158"
"erwerbstätig","2018","weiblich","9120","0.604001996546555","0.596326241855035","0.611677751238075"
"nicht erwerbstätig","2018","männlich","5461","0.312888718377606","0.30525841311842","0.320519023636793"
"nicht erwerbstätig","2018","weiblich","6475","0.395998003453445","0.388322248761925","0.403673758144965"
"erwerbstätig","2019","männlich","9478","0.680126784328062","0.672545378146023","0.687708190510101"
"erwerbstätig","2019","weiblich","9001","0.602971495888829","0.595173146139018","0.61076984563864"
"nicht erwerbstätig","2019","männlich","5062","0.319873215671938","0.312291809489899","0.327454621853977"
"nicht erwerbstätig","2019","weiblich","6121","0.397028504111171","0.38923015436136","0.404826853860982"
"erwerbstätig","2020","männlich","9815","0.680903979267394","0.673421811119071","0.688386147415717"
"erwerbstätig","2020","weiblich","9046","0.593326743593342","0.585491138637655","0.60116234854903"
"nicht erwerbstätig","2020","männlich","5094","0.319096020732606","0.311613852584283","0.326578188880929"
"nicht erwerbstätig","2020","weiblich","6051","0.406673256406658","0.398837651450971","0.414508861362345"
