year,sampreg,sex,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence,n
2007,Ostdeutschland,maennlich,0.8069011478014683,0.7880067758314072,0.8257955197715293,0.0,1.0,1.0,0.0,2.5,1.0,1.0,1.0,2416.0
2007,Ostdeutschland,weiblich,1.8138720885800155,1.7849662385871319,1.842777938572899,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,2595.0
2008,Westdeutschland,maennlich,,,,,,,,,,,,
2008,Westdeutschland,weiblich,,,,,,,,,,,,
2008,Ostdeutschland,maennlich,,,,,,,,,,,,
2008,Ostdeutschland,weiblich,,,,,,,,,,,,
2009,Westdeutschland,maennlich,0.6806498514142606,0.669932569932696,0.6913671328958252,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0,6410.0
2009,Westdeutschland,weiblich,1.5312952359887364,1.5151633220999123,1.5474271498775605,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0,7065.0
2009,Ostdeutschland,maennlich,0.8691480940073979,0.8481214440664291,0.8901747439483667,0.0,1.0,1.0,0.0,2.5,1.0,1.0,1.0,2185.0
2009,Ostdeutschland,weiblich,1.7599572632825304,1.7313361495475688,1.7885783770174921,1.0,2.0,3.0,0.0,6.0,2.0,2.0,2.0,2352.0
2010,Westdeutschland,maennlich,,,,,,,,,,,,
2010,Westdeutschland,weiblich,,,,,,,,,,,,
2010,Ostdeutschland,maennlich,,,,,,,,,,,,
2010,Ostdeutschland,weiblich,,,,,,,,,,,,
2011,Westdeutschland,-3,,,,,,,,,,,,
2011,Westdeutschland,-1,,,,,,,,,,,,
2011,Westdeutschland,maennlich,0.6478476922447121,0.639047437236952,0.6566479472524721,0.0,0.0,1.0,0.0,2.5,0.0,0.0,0.0,9970.0
2011,Westdeutschland,weiblich,1.415680595650591,1.4038463204355376,1.4275148708656442,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0,12089.0
2011,Ostdeutschland,maennlich,0.7935049117614362,0.7766213600839416,0.8103884634389309,0.0,1.0,1.0,0.0,2.5,1.0,1.0,1.0,2877.0
2011,Ostdeutschland,weiblich,1.6190321634358558,1.596262831764211,1.6418014951075006,1.0,1.0,2.0,0.0,3.5,1.0,0.0,1.0,3430.0
2012,Westdeutschland,-3,,,,,,,,,,,,
2012,Westdeutschland,maennlich,0.7741313723854061,0.7559319109636646,0.7923308338071475,0.0,1.0,1.0,0.0,2.5,1.0,1.0,2.0,2373.0
2012,Westdeutschland,weiblich,1.7968413034772028,1.7713120323715437,1.822370574582862,1.0,2.0,2.0,0.0,3.5,2.0,2.0,3.0,3437.0
2012,Ostdeutschland,maennlich,0.9419447193791054,0.9018907379735223,0.9819987007846885,0.0,1.0,1.0,0.0,2.5,1.0,1.0,1.0,526.0
2012,Ostdeutschland,weiblich,1.757087101292473,1.7095180980569082,1.8046561045280376,1.0,2.0,2.0,0.0,3.5,2.0,2.0,2.0,806.0
2013,Westdeutschland,-3,,,,,,,,,,,,
2013,Westdeutschland,maennlich,0.6920571713022958,0.6832047271242019,0.7009096154803898,0.0,0.0,1.0,0.0,2.5,0.0,-1.0,0.0,9007.0
2013,Westdeutschland,weiblich,1.3779115833846287,1.366055843839214,1.3897673229300433,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0,10937.0
2013,Ostdeutschland,maennlich,0.8344864470462264,0.8152335298701359,0.853739364222317,0.0,1.0,1.0,0.0,2.5,1.0,1.0,1.0,2614.0
2013,Ostdeutschland,weiblich,1.5784483164560754,1.556559998121002,1.6003366347911487,1.0,1.0,2.0,0.0,3.5,1.0,0.0,1.0,3119.0
2014,Westdeutschland,-3,,,,,,,,,,,,
2014,Westdeutschland,-1,,,,,,,,,,,,
2014,Westdeutschland,maennlich,,,,,,,,,,,,
2014,Westdeutschland,weiblich,,,,,,,,,,,,
2014,Ostdeutschland,maennlich,,,,,,,,,,,,
2014,Ostdeutschland,weiblich,,,,,,,,,,,,
2015,Westdeutschland,-3,,,,,,,,,,,,
2015,Westdeutschland,-1,,,,,,,,,,,,
2015,Westdeutschland,maennlich,0.7013637646749452,0.6924156208492217,0.7103119085006687,0.0,0.0,1.0,0.0,2.5,0.0,-1.0,0.0,9060.0
2015,Westdeutschland,weiblich,1.3864622669194397,1.3746713319789468,1.3982532018599327,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0,10723.0
2015,Ostdeutschland,maennlich,0.8237045656352207,0.8052712601952331,0.8421378710752082,0.0,1.0,1.0,0.0,2.5,1.0,1.0,1.0,2398.0
2015,Ostdeutschland,weiblich,1.5646256066492326,1.5409006604068616,1.5883505528916035,1.0,1.0,2.0,0.0,3.5,1.0,1.0,1.0,2854.0
2016,Westdeutschland,-3,,,,,,,,,,,,
2016,Westdeutschland,-1,,,,,,,,,,,,
2016,Westdeutschland,maennlich,,,,,,,,,,,,
2016,Westdeutschland,weiblich,,,,,,,,,,,,
2016,Ostdeutschland,-1,,,,,,,,,,,,
2016,Ostdeutschland,maennlich,,,,,,,,,,,,
2016,Ostdeutschland,weiblich,,,,,,,,,,,,
2017,Westdeutschland,-3,,,,,,,,,,,,
2017,Westdeutschland,-1,,,,,,,,,,,,
2017,Westdeutschland,maennlich,0.7533685474192435,0.7444580934221496,0.7622790014163374,0.0,1.0,1.0,0.0,2.5,1.0,1.0,1.0,9639.0
2017,Westdeutschland,weiblich,1.4338991621485648,1.4222165161525688,1.4455818081445608,1.0,1.0,2.0,0.0,3.5,1.0,1.0,1.0,11198.0
2017,Ostdeutschland,maennlich,0.9302012475334206,0.9115094013075086,0.9488930937593326,0.0,1.0,1.0,0.0,2.5,1.0,1.0,1.0,2571.0
2017,Ostdeutschland,weiblich,1.6141463650173833,1.591145412779875,1.6371473172548916,1.0,1.0,2.0,0.0,3.5,1.0,0.0,1.0,3011.0
2018,Westdeutschland,-3,,,,,,,,,,,,
2018,Westdeutschland,-1,,,,,,,,,,,,
2018,Westdeutschland,maennlich,,,,,,,,,,,,
2018,Westdeutschland,weiblich,,,,,,,,,,,,
2018,Ostdeutschland,-1,,,,,,,,,,,,
2018,Ostdeutschland,maennlich,,,,,,,,,,,,
2018,Ostdeutschland,weiblich,,,,,,,,,,,,
2019,-2,-3,,,,,,,,,,,,
2019,-2,maennlich,1.096444503246087,0.9172612442960897,1.2756277621960843,0.0,1.0,1.0,0.0,2.5,1.0,1.0,1.0249999999999995,36.0
2019,-2,weiblich,1.0752748006434278,0.9345690564749268,1.2159805448119287,0.7557194250641986,1.0,1.0,0.3892985626604966,1.366420862403702,1.0,1.0,1.0,37.0
2019,Westdeutschland,-3,,,,,,,,,,,,
2019,Westdeutschland,-1,,,,,,,,,,,,
2019,Westdeutschland,maennlich,0.7662961685307478,0.7574254777609275,0.7751668593005681,0.0,1.0,1.0,0.0,2.5,1.0,1.0,1.0,9600.0
2019,Westdeutschland,weiblich,1.3532236910727908,1.3417514475223533,1.3646959346232284,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0,10498.0
2019,Ostdeutschland,-3,,,,,,,,,,,,
2019,Ostdeutschland,-1,,,,,,,,,,,,
2019,Ostdeutschland,maennlich,0.8875780292267881,0.8706069282598443,0.9045491301937318,0.0,1.0,1.0,0.0,2.5,1.0,1.0,1.0,2641.0
2019,Ostdeutschland,weiblich,1.5180109782611282,1.4960104503093843,1.540011506212872,1.0,1.0,2.0,0.0,3.5,1.0,1.0,1.0,2902.0
2020,Westdeutschland,-3,,,,,,,,,,,,
2020,Westdeutschland,-1,,,,,,,,,,,,
2020,Westdeutschland,maennlich,,,,,,,,,,,,
2020,Westdeutschland,weiblich,,,,,,,,,,,,
2020,Ostdeutschland,-3,,,,,,,,,,,,
2020,Ostdeutschland,-1,,,,,,,,,,,,
2020,Ostdeutschland,maennlich,,,,,,,,,,,,
2020,Ostdeutschland,weiblich,,,,,,,,,,,,
2021,Westdeutschland,-3,,,,,,,,,,,,
2021,Westdeutschland,-1,,,,,,,,,,,,
2021,Westdeutschland,maennlich,0.7591966384070845,0.7495551002045634,0.7688381766096056,0.0,1.0,1.0,0.0,2.5,1.0,1.0,1.0,7355.0
2021,Westdeutschland,weiblich,1.3194039501993198,1.3059986802891081,1.3328092201095314,0.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0,7797.0
2021,Ostdeutschland,-3,,,,,,,,,,,,
2021,Ostdeutschland,maennlich,0.9203504707316323,0.8996789062907345,0.9410220351725301,0.0,1.0,1.0,0.0,2.5,1.0,1.0,1.0,1803.0
2021,Ostdeutschland,weiblich,1.5002432687882703,1.4744543514901456,1.526032186086395,1.0,1.0,2.0,0.0,3.5,1.0,1.0,1.0,1988.0
