year,age_gr,bula_h,plb0417_v2,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2010,30-45 y.,Thuringa,"Yes, definitely",0.09128,39,39,-0.00029,0.18285
2010,46-65 y.,Schleswig-Holstein,"No, definitely not",0.27110,33,33,0.11708,0.42512
2010,46-65 y.,Lower Saxony,"No, definitely not",0.19621,99,99,0.11758,0.27484
2010,46-65 y.,North Rhine-Westphalia,"No, definitely not",0.20279,241,298,0.15706,0.24852
2010,46-65 y.,North Rhine-Westphalia,"Yes, definitely",0.04763,57,298,0.02341,0.07186
2010,46-65 y.,Hesse,"No, definitely not",0.16635,81,81,0.08474,0.24795
2010,46-65 y.,"Rhineland-Palatinate, Saarland","No, definitely not",0.21206,80,80,0.12192,0.30220
2010,46-65 y.,Baden-Wuerttemberg,"No, definitely not",0.15546,120,120,0.09036,0.22056
2010,46-65 y.,Bavaria,"No, definitely not",0.19050,180,221,0.13861,0.24239
2010,46-65 y.,Bavaria,"Yes, definitely",0.03643,41,221,0.01167,0.06119
2010,46-65 y.,Berlin,"No, definitely not",0.12998,32,32,0.01160,0.24836
2010,46-65 y.,Brandenburg,"No, definitely not",0.13807,55,55,0.04605,0.23008
2010,46-65 y.,Mecklenburg-Western Pomerania,"No, definitely not",0.19851,38,38,0.06998,0.32703
2010,46-65 y.,Saxony,"No, definitely not",0.11025,57,90,0.04518,0.17532
2010,46-65 y.,Saxony,"Yes, definitely",0.08027,33,90,0.02382,0.13672
2010,46-65 y.,Saxony-Anhalt,"No, definitely not",0.18028,50,50,0.07264,0.28792
2010,46-65 y.,Thuringa,"No, definitely not",0.17514,60,60,0.07815,0.27212
2010,66 and older,Schleswig-Holstein,"No, definitely not",0.90202,123,123,0.84927,0.95477
2010,66 and older,Hamburg,"No, definitely not",0.94008,58,58,0.87847,1.00170
2010,66 and older,Lower Saxony,"No, definitely not",0.87903,367,367,0.84562,0.91244
2010,66 and older,North Rhine-Westphalia,"No, definitely not",0.87655,721,721,0.85252,0.90057
2010,66 and older,Hesse,"No, definitely not",0.91692,210,210,0.87950,0.95434
2010,66 and older,"Rhineland-Palatinate, Saarland","No, definitely not",0.96602,209,209,0.94139,0.99064
2010,66 and older,Baden-Wuerttemberg,"No, definitely not",0.91412,394,394,0.88642,0.94183
2010,66 and older,Bavaria,"No, definitely not",0.90570,497,497,0.87998,0.93142
2010,66 and older,Berlin,"No, definitely not",0.86709,142,142,0.81106,0.92312
2010,66 and older,Brandenburg,"No, definitely not",0.94223,198,198,0.90965,0.97481
2010,66 and older,Mecklenburg-Western Pomerania,"No, definitely not",0.93871,99,99,0.89122,0.98620
2010,66 and older,Saxony,"No, definitely not",0.88756,282,282,0.85062,0.92450
2010,66 and older,Saxony-Anhalt,"No, definitely not",0.92315,159,159,0.88162,0.96468
2010,66 and older,Thuringa,"No, definitely not",0.96720,186,186,0.94153,0.99287
2011,17-29 y.,Schleswig-Holstein,"Yes, definitely",0.28901,69,69,0.18127,0.39676
2011,17-29 y.,Lower Saxony,"Yes, definitely",0.27650,128,128,0.19871,0.35429
2011,17-29 y.,North Rhine-Westphalia,Probably,0.03048,47,354,0.01255,0.04841
2011,17-29 y.,North Rhine-Westphalia,"Yes, definitely",0.26519,307,354,0.21914,0.31124
2011,17-29 y.,Hesse,"Yes, definitely",0.28274,98,98,0.19312,0.37236
2011,17-29 y.,"Rhineland-Palatinate, Saarland","Yes, definitely",0.26532,69,69,0.16038,0.37025
2011,17-29 y.,Baden-Wuerttemberg,"Yes, definitely",0.25279,189,189,0.19067,0.31492
2011,17-29 y.,Bavaria,"Yes, definitely",0.16943,174,174,0.11353,0.22534
2011,17-29 y.,Berlin,"Yes, definitely",0.31010,62,62,0.19402,0.42617
2011,17-29 y.,Brandenburg,"Yes, definitely",0.22132,45,45,0.09866,0.34399
2011,17-29 y.,Mecklenburg-Western Pomerania,"Yes, definitely",0.26351,32,32,0.10843,0.41859
2011,17-29 y.,Saxony,"Yes, definitely",0.29853,107,107,0.21142,0.38565
2011,17-29 y.,Saxony-Anhalt,"Yes, definitely",0.14307,46,46,0.04076,0.24537
2011,17-29 y.,Thuringa,"Yes, definitely",0.26107,54,54,0.14282,0.37932
2011,30-45 y.,Schleswig-Holstein,"Yes, definitely",0.14311,62,62,0.05523,0.23099
2011,30-45 y.,Lower Saxony,Probably,0.01972,47,145,-0.00299,0.04243
2011,30-45 y.,Lower Saxony,"Yes, definitely",0.07457,98,145,0.03167,0.11748
2011,30-45 y.,North Rhine-Westphalia,"No, definitely not",0.02793,74,493,0.01337,0.04249
2011,30-45 y.,North Rhine-Westphalia,Probably not,0.01254,43,493,0.00271,0.02237
2011,30-45 y.,North Rhine-Westphalia,Probably,0.03281,116,493,0.01707,0.04856
2011,30-45 y.,North Rhine-Westphalia,"Yes, definitely",0.08615,260,493,0.06136,0.11095
2011,30-45 y.,Hesse,Probably,0.04584,47,135,0.01043,0.08124
2011,30-45 y.,Hesse,"Yes, definitely",0.11962,88,135,0.06467,0.17457
2011,30-45 y.,"Rhineland-Palatinate, Saarland",Probably,0.07954,41,94,0.02455,0.13453
2011,30-45 y.,"Rhineland-Palatinate, Saarland","Yes, definitely",0.09620,53,94,0.03627,0.15613
2011,30-45 y.,Baden-Wuerttemberg,Probably,0.03039,68,213,0.00728,0.05350
2011,30-45 y.,Baden-Wuerttemberg,"Yes, definitely",0.07766,145,213,0.04163,0.11369
2011,30-45 y.,Bavaria,Probably not,0.01328,38,263,-0.00058,0.02713
2011,30-45 y.,Bavaria,Probably,0.02816,72,263,0.00813,0.04819
2011,30-45 y.,Bavaria,"Yes, definitely",0.06276,153,263,0.03339,0.09213
2011,30-45 y.,Berlin,"Yes, definitely",0.15953,50,50,0.05700,0.26206
2011,30-45 y.,Brandenburg,"Yes, definitely",0.08267,51,51,0.00634,0.15901
2011,30-45 y.,Mecklenburg-Western Pomerania,"Yes, definitely",0.11489,35,35,0.00770,0.22208
2011,30-45 y.,Saxony,"Yes, definitely",0.10436,84,84,0.03858,0.17013
2011,30-45 y.,Saxony-Anhalt,"Yes, definitely",0.09031,58,58,0.01590,0.16472
2011,30-45 y.,Thuringa,"Yes, definitely",0.09800,34,34,-0.00344,0.19944
2011,46-65 y.,Schleswig-Holstein,"No, definitely not",0.24870,49,49,0.12641,0.37098
2011,46-65 y.,Lower Saxony,"No, definitely not",0.18771,155,155,0.12604,0.24939
2011,46-65 y.,North Rhine-Westphalia,"No, definitely not",0.20652,345,482,0.17034,0.24269
2011,46-65 y.,North Rhine-Westphalia,Probably not,0.02153,34,482,0.00856,0.03451
2011,46-65 y.,North Rhine-Westphalia,Probably,0.03005,48,482,0.01479,0.04531
2011,46-65 y.,North Rhine-Westphalia,"Yes, definitely",0.03164,55,482,0.01600,0.04729
2011,46-65 y.,Hesse,"No, definitely not",0.15084,107,107,0.08271,0.21897
2011,46-65 y.,"Rhineland-Palatinate, Saarland","No, definitely not",0.19584,101,101,0.11805,0.27362
2011,46-65 y.,Baden-Wuerttemberg,"No, definitely not",0.16180,177,210,0.11187,0.21172
2011,46-65 y.,Baden-Wuerttemberg,"Yes, definitely",0.01868,33,210,0.00032,0.03703
2011,46-65 y.,Bavaria,"No, definitely not",0.19925,258,326,0.15582,0.24268
2011,46-65 y.,Bavaria,Probably not,0.02534,35,326,0.00825,0.04242
2011,46-65 y.,Bavaria,Probably,0.01786,33,326,0.00346,0.03225
2011,46-65 y.,Berlin,"No, definitely not",0.14026,40,40,0.03127,0.24924
2011,46-65 y.,Brandenburg,"No, definitely not",0.13113,72,72,0.05262,0.20965
2011,46-65 y.,Mecklenburg-Western Pomerania,"No, definitely not",0.20478,51,51,0.09293,0.31664
2011,46-65 y.,Saxony,"No, definitely not",0.14319,81,119,0.07999,0.20639
2011,46-65 y.,Saxony,"Yes, definitely",0.06061,38,119,0.01755,0.10366
2011,46-65 y.,Saxony-Anhalt,"No, definitely not",0.20110,65,65,0.10290,0.29930
2011,46-65 y.,Thuringa,"No, definitely not",0.22906,75,75,0.13332,0.32481
2011,66 and older,Schleswig-Holstein,"No, definitely not",0.85892,152,152,0.80340,0.91444
2011,66 and older,Hamburg,"No, definitely not",0.89447,81,81,0.82715,0.96180
2011,66 and older,Lower Saxony,"No, definitely not",0.91077,472,472,0.88503,0.93652
2011,66 and older,North Rhine-Westphalia,"No, definitely not",0.91875,923,923,0.90111,0.93638
2011,66 and older,Hesse,"No, definitely not",0.91113,258,258,0.87634,0.94592
2011,66 and older,"Rhineland-Palatinate, Saarland","No, definitely not",0.93784,278,278,0.90941,0.96627
2011,66 and older,Baden-Wuerttemberg,"No, definitely not",0.92203,529,529,0.89915,0.94490
2011,66 and older,Bavaria,"No, definitely not",0.88548,723,723,0.86226,0.90871
2011,66 and older,Berlin,"No, definitely not",0.88022,198,198,0.83487,0.92556
2011,66 and older,Brandenburg,"No, definitely not",0.94908,237,237,0.92103,0.97713
2011,66 and older,Mecklenburg-Western Pomerania,"No, definitely not",0.92832,119,119,0.88178,0.97486
2011,66 and older,Saxony,"No, definitely not",0.92579,335,335,0.89768,0.95390
2011,66 and older,Saxony-Anhalt,"No, definitely not",0.96828,216,216,0.94485,0.99171
2011,66 and older,Thuringa,"No, definitely not",0.98822,217,217,0.97383,1.00261
2012,17-29 y.,Schleswig-Holstein,"Yes, definitely",0.31799,71,71,0.20889,0.42709
2012,17-29 y.,Lower Saxony,"Yes, definitely",0.23160,111,111,0.15276,0.31043
2012,17-29 y.,North Rhine-Westphalia,"No, definitely not",0.04320,39,370,0.02246,0.06395
2012,17-29 y.,North Rhine-Westphalia,Probably,0.02930,38,370,0.01209,0.04650
2012,17-29 y.,North Rhine-Westphalia,"Yes, definitely",0.25546,293,370,0.21096,0.29996
2012,17-29 y.,Hesse,"Yes, definitely",0.20168,81,81,0.11375,0.28961
2012,17-29 y.,"Rhineland-Palatinate, Saarland","Yes, definitely",0.20746,65,65,0.10811,0.30680
2012,17-29 y.,Baden-Wuerttemberg,"Yes, definitely",0.24571,154,154,0.17749,0.31392
2012,17-29 y.,Bavaria,"Yes, definitely",0.16167,148,148,0.10216,0.22119
2012,17-29 y.,Berlin,"Yes, definitely",0.38071,69,69,0.26530,0.49612
2012,17-29 y.,Brandenburg,"Yes, definitely",0.29362,41,41,0.15248,0.43475
2012,17-29 y.,Saxony,"Yes, definitely",0.30555,98,98,0.21388,0.39722
2012,17-29 y.,Saxony-Anhalt,"Yes, definitely",0.26387,47,47,0.13650,0.39123
2012,17-29 y.,Thuringa,"Yes, definitely",0.33563,53,53,0.20728,0.46398
2012,30-45 y.,Schleswig-Holstein,"Yes, definitely",0.08484,36,36,-0.00747,0.17716
2012,30-45 y.,Lower Saxony,Probably,0.02414,36,111,-0.00454,0.05283
2012,30-45 y.,Lower Saxony,"Yes, definitely",0.06972,75,111,0.02213,0.11731
2012,30-45 y.,North Rhine-Westphalia,"No, definitely not",0.03165,65,421,0.01491,0.04840
2012,30-45 y.,North Rhine-Westphalia,Probably not,0.01426,45,421,0.00292,0.02560
2012,30-45 y.,North Rhine-Westphalia,Probably,0.03411,94,421,0.01675,0.05147
2012,30-45 y.,North Rhine-Westphalia,"Yes, definitely",0.09188,217,421,0.06426,0.11951
2012,30-45 y.,Hesse,Probably,0.04568,45,123,0.00863,0.08273
2012,30-45 y.,Hesse,"Yes, definitely",0.10291,78,123,0.04899,0.15683
2012,30-45 y.,"Rhineland-Palatinate, Saarland",Probably,0.04796,33,82,0.00142,0.09449
2012,30-45 y.,"Rhineland-Palatinate, Saarland","Yes, definitely",0.10667,49,82,0.03945,0.17390
2012,30-45 y.,Baden-Wuerttemberg,Probably,0.02558,50,160,0.00104,0.05012
2012,30-45 y.,Baden-Wuerttemberg,"Yes, definitely",0.06994,110,160,0.03030,0.10959
2012,30-45 y.,Bavaria,Probably,0.04094,72,203,0.01362,0.06827
2012,30-45 y.,Bavaria,"Yes, definitely",0.07064,131,203,0.03530,0.10597
2012,30-45 y.,Berlin,"Yes, definitely",0.11139,41,41,0.01389,0.20889
2012,30-45 y.,Brandenburg,"Yes, definitely",0.07961,48,48,0.00222,0.15700
2012,30-45 y.,Mecklenburg-Western Pomerania,"Yes, definitely",0.12160,32,32,0.00655,0.23666
2012,30-45 y.,Saxony,"Yes, definitely",0.12292,72,72,0.04654,0.19930
2012,30-45 y.,Saxony-Anhalt,"Yes, definitely",0.09267,45,45,0.00699,0.17834
2012,30-45 y.,Thuringa,"Yes, definitely",0.13964,39,39,0.02943,0.24985
2012,46-65 y.,Schleswig-Holstein,"No, definitely not",0.24001,44,44,0.11235,0.36766
2012,46-65 y.,Lower Saxony,"No, definitely not",0.16672,147,184,0.11272,0.22072
2012,46-65 y.,Lower Saxony,"Yes, definitely",0.03768,37,184,0.01009,0.06527
2012,46-65 y.,North Rhine-Westphalia,"No, definitely not",0.17950,291,448,0.14392,0.21508
2012,46-65 y.,North Rhine-Westphalia,Probably not,0.01671,40,448,0.00483,0.02859
2012,46-65 y.,North Rhine-Westphalia,Probably,0.03171,52,448,0.01547,0.04796
2012,46-65 y.,North Rhine-Westphalia,"Yes, definitely",0.03859,65,448,0.02073,0.05644
2012,46-65 y.,Hesse,"No, definitely not",0.16135,105,105,0.09065,0.23205
2012,46-65 y.,"Rhineland-Palatinate, Saarland","No, definitely not",0.19733,103,103,0.12010,0.27457
2012,46-65 y.,Baden-Wuerttemberg,"No, definitely not",0.15839,164,204,0.10817,0.20862
2012,46-65 y.,Baden-Wuerttemberg,"Yes, definitely",0.03246,40,204,0.00808,0.05684
2012,46-65 y.,Bavaria,"No, definitely not",0.18538,245,317,0.14254,0.22823
2012,46-65 y.,Bavaria,Probably not,0.02298,36,317,0.00646,0.03950
2012,46-65 y.,Bavaria,"Yes, definitely",0.01858,36,317,0.00369,0.03347
2012,46-65 y.,Berlin,"No, definitely not",0.13276,42,42,0.02889,0.23662
2012,46-65 y.,Brandenburg,"No, definitely not",0.14114,70,105,0.07422,0.20805
2012,46-65 y.,Brandenburg,"Yes, definitely",0.11131,35,105,0.05086,0.17176
2012,46-65 y.,Mecklenburg-Western Pomerania,"No, definitely not",0.16871,42,42,0.05408,0.28334
2012,46-65 y.,Saxony,"No, definitely not",0.14657,96,129,0.08530,0.20785
2012,46-65 y.,Saxony,"Yes, definitely",0.04642,33,129,0.00997,0.08287
2012,46-65 y.,Saxony-Anhalt,"No, definitely not",0.19925,63,63,0.09982,0.29867
2012,46-65 y.,Thuringa,"No, definitely not",0.21902,81,81,0.12839,0.30966
2012,66 and older,Schleswig-Holstein,"No, definitely not",0.85608,168,168,0.80284,0.90932
2012,66 and older,Hamburg,"No, definitely not",0.97221,93,93,0.93862,1.00580
2012,66 and older,Lower Saxony,"No, definitely not",0.90857,472,472,0.88254,0.93460
2012,66 and older,Bremen,"No, definitely not",0.96999,31,31,0.90893,1.03104
2012,66 and older,North Rhine-Westphalia,"No, definitely not",0.90149,889,889,0.88189,0.92109
2012,66 and older,Hesse,"No, definitely not",0.92570,277,277,0.89477,0.95664
2012,66 and older,"Rhineland-Palatinate, Saarland","No, definitely not",0.93143,277,277,0.90161,0.96125
2012,66 and older,Baden-Wuerttemberg,"No, definitely not",0.92213,538,538,0.89947,0.94480
2012,66 and older,Bavaria,"No, definitely not",0.89284,721,721,0.87024,0.91543
2012,66 and older,Berlin,"No, definitely not",0.92037,200,200,0.88275,0.95798
2012,66 and older,Brandenburg,"No, definitely not",0.91009,235,235,0.87344,0.94674
2012,66 and older,Mecklenburg-Western Pomerania,"No, definitely not",0.93869,126,126,0.89664,0.98075
2012,66 and older,Saxony,"No, definitely not",0.95397,351,351,0.93202,0.97592
2012,66 and older,Saxony-Anhalt,"No, definitely not",0.96151,197,197,0.93458,0.98844
2012,66 and older,Thuringa,"No, definitely not",0.96938,215,215,0.94630,0.99246
2013,17-29 y.,Schleswig-Holstein,"Yes, definitely",0.34167,91,91,0.24368,0.43965
2013,17-29 y.,Lower Saxony,"Yes, definitely",0.22497,172,172,0.16239,0.28756
2013,17-29 y.,North Rhine-Westphalia,"No, definitely not",0.02674,31,496,0.01253,0.04096
2013,17-29 y.,North Rhine-Westphalia,Probably,0.03013,65,496,0.01507,0.04519
2013,17-29 y.,North Rhine-Westphalia,"Yes, definitely",0.27183,400,496,0.23263,0.31102
2013,17-29 y.,Hesse,"Yes, definitely",0.26958,124,124,0.19116,0.34801
2013,17-29 y.,"Rhineland-Palatinate, Saarland","Yes, definitely",0.22001,83,83,0.13034,0.30967
2013,17-29 y.,Baden-Wuerttemberg,"Yes, definitely",0.25426,201,201,0.19391,0.31461
2013,17-29 y.,Bavaria,Probably,0.02296,31,264,0.00486,0.04106
2013,17-29 y.,Bavaria,"Yes, definitely",0.24125,233,264,0.18954,0.29295
2013,17-29 y.,Berlin,"Yes, definitely",0.31012,77,77,0.20613,0.41411
2013,17-29 y.,Brandenburg,"Yes, definitely",0.27359,42,42,0.13713,0.41005
2013,17-29 y.,Saxony,"Yes, definitely",0.21098,72,72,0.11607,0.30589
2013,17-29 y.,Saxony-Anhalt,"Yes, definitely",0.21402,49,49,0.09799,0.33005
2013,17-29 y.,Thuringa,"Yes, definitely",0.19106,39,39,0.06606,0.31606
2013,30-45 y.,Schleswig-Holstein,"Yes, definitely",0.16040,62,62,0.06831,0.25249
2013,30-45 y.,Lower Saxony,Probably,0.04853,58,156,0.01470,0.08237
2013,30-45 y.,Lower Saxony,"Yes, definitely",0.09880,98,156,0.05183,0.14578
2013,30-45 y.,North Rhine-Westphalia,"No, definitely not",0.02286,63,534,0.01017,0.03555
2013,30-45 y.,North Rhine-Westphalia,Probably not,0.02045,52,534,0.00843,0.03246
2013,30-45 y.,North Rhine-Westphalia,Probably,0.03609,131,534,0.02026,0.05193
2013,30-45 y.,North Rhine-Westphalia,"Yes, definitely",0.10922,288,534,0.08274,0.13571
2013,30-45 y.,Hesse,Probably,0.03771,36,130,0.00484,0.07059
2013,30-45 y.,Hesse,"Yes, definitely",0.09913,94,130,0.04756,0.15070
2013,30-45 y.,"Rhineland-Palatinate, Saarland",Probably,0.03472,35,92,-0.00289,0.07234
2013,30-45 y.,"Rhineland-Palatinate, Saarland","Yes, definitely",0.10670,57,92,0.04326,0.17013
2013,30-45 y.,Baden-Wuerttemberg,Probably,0.02944,58,225,0.00730,0.05157
2013,30-45 y.,Baden-Wuerttemberg,"Yes, definitely",0.10548,167,225,0.06525,0.14570
2013,30-45 y.,Bavaria,"No, definitely not",0.01344,31,258,-0.00064,0.02752
2013,30-45 y.,Bavaria,Probably,0.02524,61,258,0.00606,0.04442
2013,30-45 y.,Bavaria,"Yes, definitely",0.09585,166,258,0.05986,0.13185
2013,30-45 y.,Berlin,"Yes, definitely",0.12907,68,68,0.04879,0.20935
2013,30-45 y.,Brandenburg,"Yes, definitely",0.08482,42,42,-0.00046,0.17011
2013,30-45 y.,Saxony,"Yes, definitely",0.10009,75,75,0.03171,0.16848
2013,30-45 y.,Saxony-Anhalt,"Yes, definitely",0.06813,50,50,-0.00242,0.13869
2013,30-45 y.,Thuringa,"Yes, definitely",0.08319,33,33,-0.01250,0.17887
2013,46-65 y.,Schleswig-Holstein,"No, definitely not",0.20922,47,47,0.09168,0.32677
2013,46-65 y.,Lower Saxony,"No, definitely not",0.17475,161,198,0.12172,0.22778
2013,46-65 y.,Lower Saxony,"Yes, definitely",0.03337,37,198,0.00829,0.05845
2013,46-65 y.,North Rhine-Westphalia,"No, definitely not",0.18067,343,512,0.14731,0.21403
2013,46-65 y.,North Rhine-Westphalia,Probably not,0.01977,43,512,0.00770,0.03184
2013,46-65 y.,North Rhine-Westphalia,Probably,0.01321,36,512,0.00331,0.02310
2013,46-65 y.,North Rhine-Westphalia,"Yes, definitely",0.03631,90,512,0.02009,0.05253
2013,46-65 y.,Hesse,"No, definitely not",0.12992,107,107,0.06591,0.19392
2013,46-65 y.,"Rhineland-Palatinate, Saarland","No, definitely not",0.15635,86,86,0.07914,0.23356
2013,46-65 y.,Baden-Wuerttemberg,"No, definitely not",0.15811,161,202,0.10767,0.20855
2013,46-65 y.,Baden-Wuerttemberg,"Yes, definitely",0.01737,41,202,-0.00069,0.03543
2013,46-65 y.,Bavaria,"No, definitely not",0.16746,233,329,0.12705,0.20787
2013,46-65 y.,Bavaria,Probably not,0.02178,42,329,0.00598,0.03758
2013,46-65 y.,Bavaria,"Yes, definitely",0.03242,54,329,0.01325,0.05158
2013,46-65 y.,Berlin,"No, definitely not",0.11122,40,40,0.01254,0.20990
2013,46-65 y.,Brandenburg,"No, definitely not",0.16044,86,86,0.08241,0.23846
2013,46-65 y.,Mecklenburg-Western Pomerania,"No, definitely not",0.19015,47,47,0.07674,0.30355
2013,46-65 y.,Saxony,"No, definitely not",0.15104,85,85,0.07446,0.22762
2013,46-65 y.,Saxony-Anhalt,"No, definitely not",0.18126,61,61,0.08379,0.27874
2013,46-65 y.,Thuringa,"No, definitely not",0.19953,72,72,0.10657,0.29249
2013,66 and older,Schleswig-Holstein,"No, definitely not",0.86522,159,159,0.81197,0.91847
2013,66 and older,Hamburg,"No, definitely not",0.96481,98,98,0.92813,1.00148
2013,66 and older,Lower Saxony,"No, definitely not",0.91528,462,462,0.88986,0.94070
2013,66 and older,North Rhine-Westphalia,"No, definitely not",0.89635,855,855,0.87591,0.91680
2013,66 and older,Hesse,"No, definitely not",0.91425,275,275,0.88110,0.94741
2013,66 and older,"Rhineland-Palatinate, Saarland","No, definitely not",0.94708,273,273,0.92048,0.97369
2013,66 and older,Baden-Wuerttemberg,"No, definitely not",0.91320,507,507,0.88867,0.93773
2013,66 and older,Bavaria,"No, definitely not",0.89808,706,706,0.87574,0.92041
2013,66 and older,Berlin,"No, definitely not",0.92312,190,190,0.88514,0.96110
2013,66 and older,Brandenburg,"No, definitely not",0.95363,237,237,0.92680,0.98046
2013,66 and older,Mecklenburg-Western Pomerania,"No, definitely not",0.93665,112,112,0.89134,0.98197
2013,66 and older,Saxony,"No, definitely not",0.96642,332,332,0.94701,0.98582
2013,66 and older,Saxony-Anhalt,"No, definitely not",0.99040,198,198,0.97678,1.00402
2013,66 and older,Thuringa,"No, definitely not",0.97941,207,207,0.96002,0.99880
2014,17-29 y.,Schleswig-Holstein,"Yes, definitely",0.21919,57,57,0.11084,0.32754
2014,17-29 y.,Lower Saxony,"Yes, definitely",0.27081,151,151,0.19969,0.34192
2014,17-29 y.,North Rhine-Westphalia,Probably,0.03482,45,362,0.01591,0.05374
2014,17-29 y.,North Rhine-Westphalia,"Yes, definitely",0.24862,317,362,0.20403,0.29320
2014,17-29 y.,Hesse,"Yes, definitely",0.25408,90,90,0.16364,0.34453
2014,17-29 y.,"Rhineland-Palatinate, Saarland","Yes, definitely",0.24040,76,76,0.14369,0.33712
2014,17-29 y.,Baden-Wuerttemberg,"Yes, definitely",0.24229,166,166,0.17692,0.30767
2014,17-29 y.,Bavaria,"Yes, definitely",0.17357,178,178,0.11777,0.22936
2014,17-29 y.,Berlin,"Yes, definitely",0.22231,58,58,0.11436,0.33025
2014,17-29 y.,Brandenburg,"Yes, definitely",0.32044,39,39,0.17207,0.46881
2014,17-29 y.,Mecklenburg-Western Pomerania,"Yes, definitely",0.36737,31,31,0.19486,0.53989
2014,17-29 y.,Saxony,"Yes, definitely",0.18284,57,57,0.08160,0.28409
2014,17-29 y.,Saxony-Anhalt,"Yes, definitely",0.33126,52,52,0.20209,0.46044
2014,17-29 y.,Thuringa,"Yes, definitely",0.19366,39,39,0.06802,0.31931
2014,30-45 y.,Schleswig-Holstein,"Yes, definitely",0.09580,32,32,-0.00781,0.19941
2014,30-45 y.,Lower Saxony,Probably,0.03680,44,130,0.00431,0.06929
2014,30-45 y.,Lower Saxony,"Yes, definitely",0.09636,86,130,0.04544,0.14729
2014,30-45 y.,North Rhine-Westphalia,"No, definitely not",0.01667,50,419,0.00440,0.02895
2014,30-45 y.,North Rhine-Westphalia,Probably not,0.01587,39,419,0.00389,0.02785
2014,30-45 y.,North Rhine-Westphalia,Probably,0.04393,99,419,0.02428,0.06357
2014,30-45 y.,North Rhine-Westphalia,"Yes, definitely",0.09935,231,419,0.07068,0.12803
2014,30-45 y.,Hesse,"Yes, definitely",0.11693,71,71,0.04165,0.19220
2014,30-45 y.,"Rhineland-Palatinate, Saarland","Yes, definitely",0.14541,53,53,0.04960,0.24123
2014,30-45 y.,Baden-Wuerttemberg,Probably,0.02378,40,167,0.00060,0.04695
2014,30-45 y.,Baden-Wuerttemberg,"Yes, definitely",0.09925,127,167,0.05376,0.14473
2014,30-45 y.,Bavaria,Probably,0.03156,49,193,0.00683,0.05629
2014,30-45 y.,Bavaria,"Yes, definitely",0.10525,144,193,0.06184,0.14866
2014,30-45 y.,Berlin,"Yes, definitely",0.15393,45,45,0.04730,0.26056
2014,30-45 y.,Brandenburg,"Yes, definitely",0.16596,38,38,0.04608,0.28584
2014,30-45 y.,Saxony,"Yes, definitely",0.09813,45,45,0.01023,0.18603
2014,30-45 y.,Saxony-Anhalt,"Yes, definitely",0.15089,47,47,0.04745,0.25433
2014,30-45 y.,Thuringa,"Yes, definitely",0.11298,33,33,0.00329,0.22266
2014,46-65 y.,Schleswig-Holstein,"No, definitely not",0.11850,31,31,0.00284,0.23415
2014,46-65 y.,Lower Saxony,"No, definitely not",0.15195,139,171,0.09799,0.20592
2014,46-65 y.,Lower Saxony,"Yes, definitely",0.03558,32,171,0.00773,0.06343
2014,46-65 y.,North Rhine-Westphalia,"No, definitely not",0.15877,271,438,0.12451,0.19304
2014,46-65 y.,North Rhine-Westphalia,Probably not,0.02781,52,438,0.01239,0.04322
2014,46-65 y.,North Rhine-Westphalia,Probably,0.02024,39,438,0.00704,0.03344
2014,46-65 y.,North Rhine-Westphalia,"Yes, definitely",0.03192,76,438,0.01544,0.04840
2014,46-65 y.,Hesse,"No, definitely not",0.14123,100,100,0.07262,0.20983
2014,46-65 y.,"Rhineland-Palatinate, Saarland","No, definitely not",0.16918,79,79,0.08598,0.25239
2014,46-65 y.,Baden-Wuerttemberg,"No, definitely not",0.14382,125,188,0.09353,0.19412
2014,46-65 y.,Baden-Wuerttemberg,Probably,0.02653,31,188,0.00350,0.04957
2014,46-65 y.,Baden-Wuerttemberg,"Yes, definitely",0.02243,32,188,0.00121,0.04366
2014,46-65 y.,Bavaria,"No, definitely not",0.15249,208,259,0.10862,0.19636
2014,46-65 y.,Bavaria,"Yes, definitely",0.02953,51,259,0.00887,0.05019
2014,46-65 y.,Berlin,"No, definitely not",0.11357,34,34,0.00532,0.22183
2014,46-65 y.,Brandenburg,"No, definitely not",0.15359,85,117,0.08798,0.21921
2014,46-65 y.,Brandenburg,"Yes, definitely",0.10675,32,117,0.05055,0.16294
2014,46-65 y.,Mecklenburg-Western Pomerania,"No, definitely not",0.18491,41,41,0.06460,0.30522
2014,46-65 y.,Saxony,"No, definitely not",0.12682,77,77,0.05200,0.20163
2014,46-65 y.,Saxony-Anhalt,"No, definitely not",0.15603,52,52,0.05644,0.25563
2014,46-65 y.,Thuringa,"No, definitely not",0.22028,72,72,0.12388,0.31668
2014,66 and older,Schleswig-Holstein,"No, definitely not",0.86053,159,159,0.80651,0.91455
2014,66 and older,Hamburg,"No, definitely not",0.91498,88,88,0.85637,0.97359
2014,66 and older,Lower Saxony,"No, definitely not",0.92200,441,441,0.89694,0.94706
2014,66 and older,Bremen,"No, definitely not",0.97487,34,34,0.92148,1.02827
2014,66 and older,North Rhine-Westphalia,"No, definitely not",0.91231,837,837,0.89313,0.93148
2014,66 and older,Hesse,"No, definitely not",0.90947,254,254,0.87412,0.94483
2014,66 and older,"Rhineland-Palatinate, Saarland","No, definitely not",0.93328,267,267,0.90329,0.96326
2014,66 and older,Baden-Wuerttemberg,"No, definitely not",0.90332,489,489,0.87710,0.92954
