year,pgisced97,sex,n,mean,mean_lower_confidence,mean_upper_confidence,lower_quartile,boxplot_median,upper_quartile,lower_whisker,upper_whisker,median,median_lower_confidence,median_upper_confidence
1989,Pre-primary Level,female,82,1.06079,0.89931,1.22226,1.00000,1.00000,1.00000,1.00000,1.00000,1.0,1.00000,1.00000
1989,Primary Level,male,251,1.00875,0.87427,1.14323,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
1989,Primary Level,female,393,4.24883,3.99537,4.50229,3.00000,4.00000,6.00000,0.0,10.50000,4.0,3.00000,4.00000
1989,Lower Secondary Level,male,872,1.14725,1.05722,1.23728,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
1989,Lower Secondary Level,female,1648,4.16021,4.04027,4.28014,2.00000,4.00000,6.00000,0.0,12.00000,4.0,4.00000,4.00000
1989,Upper Secondary Level,male,2433,1.25930,1.20653,1.31207,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
1989,Upper Secondary Level,female,2089,3.92075,3.81902,4.02249,2.00000,4.00000,5.00000,0.0,9.50000,4.0,3.00000,4.00000
1989,Post-secondary Non-tertiary Level,male,150,1.18372,1.00196,1.36547,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
1989,Post-secondary Non-tertiary Level,female,130,2.51824,2.17214,2.86434,1.00000,2.00000,4.00000,0.0,8.50000,2.0,1.00000,2.00000
1989,First Stage of Tertiary Education,male,280,1.29925,1.08549,1.51301,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
1989,First Stage of Tertiary Education,female,218,3.92958,3.59948,4.25968,2.00000,3.00000,5.00000,0.0,9.50000,3.0,3.00000,4.00000
1989,Second Stage of Tertiary Education,male,458,1.03936,0.92524,1.15349,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
1989,Second Stage of Tertiary Education,female,225,2.99239,2.72728,3.25749,2.00000,3.00000,4.00000,0.0,7.00000,3.0,2.00000,3.00000
1990,Pre-primary Level,male,112,1.06070,0.82621,1.29519,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
1990,Pre-primary Level,female,82,1.39602,0.83668,1.95535,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
1990,Primary Level,male,261,1.12378,0.96909,1.27846,0.00000,1.00000,2.00000,0.0,5.00000,1.0,0.00000,1.00000
1990,Primary Level,female,381,4.61834,4.28738,4.94929,2.00000,4.00000,6.00000,0.0,12.00000,4.0,3.00000,5.00000
1990,Lower Secondary Level,male,1000,1.27856,1.14445,1.41267,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
1990,Lower Secondary Level,female,1961,4.17033,4.02392,4.31674,2.00000,4.00000,5.00000,0.0,9.50000,4.0,3.00000,4.00000
1990,Upper Secondary Level,male,3667,1.33487,1.27596,1.39377,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
1990,Upper Secondary Level,female,3353,3.84160,3.74133,3.94188,2.00000,3.00000,5.00000,0.0,9.50000,3.0,3.00000,3.00000
1990,Post-secondary Non-tertiary Level,male,211,1.35628,1.10473,1.60782,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
1990,Post-secondary Non-tertiary Level,female,161,2.43757,2.11942,2.75573,1.00000,2.00000,3.00000,0.0,6.00000,2.0,1.00000,2.00000
1990,First Stage of Tertiary Education,male,498,1.43702,1.26298,1.61105,0.00000,1.00000,2.00000,0.0,5.00000,1.0,1.00000,1.00000
1990,First Stage of Tertiary Education,female,267,3.67416,3.33827,4.01006,2.00000,3.00000,5.00000,0.0,9.50000,3.0,2.00000,3.00000
1990,Second Stage of Tertiary Education,male,921,1.01586,0.93136,1.10036,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
1990,Second Stage of Tertiary Education,female,757,3.06233,2.86863,3.25602,2.00000,2.00000,4.00000,0.0,7.00000,2.0,2.00000,2.00000
1991,Pre-primary Level,male,91,0.21891,0.13279,0.30502,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1991,Pre-primary Level,female,71,0.73661,0.53660,0.93662,0.00000,1.00000,1.00000,0.0,2.50000,1.0,0.00000,1.00000
1991,Primary Level,male,263,0.64190,0.52732,0.75648,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1991,Primary Level,female,395,3.45237,3.21860,3.68614,2.00000,3.00000,5.00000,0.0,9.50000,3.0,3.00000,4.00000
1991,Lower Secondary Level,male,982,0.73971,0.66755,0.81188,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1991,Lower Secondary Level,female,1868,3.32666,3.23075,3.42257,2.00000,3.00000,5.00000,0.0,9.50000,3.0,3.00000,3.00000
1991,Upper Secondary Level,male,3579,0.72920,0.69507,0.76334,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1991,Upper Secondary Level,female,3326,3.00913,2.94525,3.07301,2.00000,3.00000,4.00000,0.0,7.00000,3.0,3.00000,3.00000
1991,Post-secondary Non-tertiary Level,male,214,0.73295,0.62607,0.83983,0.00000,1.00000,1.00000,0.0,2.50000,1.0,0.00000,1.00000
1991,Post-secondary Non-tertiary Level,female,164,2.12328,1.88677,2.35978,1.00000,2.00000,3.00000,0.0,6.00000,2.0,1.00000,2.00000
1991,First Stage of Tertiary Education,male,492,0.73830,0.63262,0.84397,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,1.00000
1991,First Stage of Tertiary Education,female,261,3.01102,2.77800,3.24405,2.00000,3.00000,4.00000,0.0,7.00000,3.0,2.00000,3.00000
1991,Second Stage of Tertiary Education,male,924,0.61790,0.56713,0.66866,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,1.00000
1991,Second Stage of Tertiary Education,female,752,2.42646,2.31549,2.53743,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
1992,Pre-primary Level,male,93,0.24635,0.15377,0.33893,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1992,Pre-primary Level,female,94,0.82678,0.66707,0.98649,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
1992,Primary Level,male,251,0.69587,0.55495,0.83679,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,1.00000
1992,Primary Level,female,376,3.56384,3.33417,3.79350,2.00000,3.00000,5.00000,0.0,9.50000,3.0,3.00000,4.00000
1992,Lower Secondary Level,male,973,0.73943,0.66038,0.81849,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1992,Lower Secondary Level,female,1798,3.42204,3.32250,3.52157,2.00000,3.00000,5.00000,0.0,9.50000,3.0,3.00000,3.00000
1992,Upper Secondary Level,male,3427,0.77605,0.74276,0.80934,0.00000,1.00000,1.00000,0.0,2.50000,1.0,0.00000,1.00000
1992,Upper Secondary Level,female,3275,2.97323,2.90986,3.03661,2.00000,3.00000,4.00000,0.0,7.00000,3.0,3.00000,3.00000
1992,Post-secondary Non-tertiary Level,male,217,0.81429,0.70111,0.92748,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
1992,Post-secondary Non-tertiary Level,female,165,2.40639,2.15079,2.66198,1.00000,2.00000,3.00000,0.0,6.00000,2.0,1.00000,2.00000
1992,First Stage of Tertiary Education,male,492,0.68160,0.59539,0.76781,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,1.00000
1992,First Stage of Tertiary Education,female,272,3.07521,2.83143,3.31900,2.00000,3.00000,4.00000,0.0,7.00000,3.0,2.00000,3.00000
1992,Second Stage of Tertiary Education,male,911,0.70781,0.64680,0.76881,0.00000,1.00000,1.00000,0.0,2.50000,1.0,0.00000,1.00000
1992,Second Stage of Tertiary Education,female,744,2.30164,2.19362,2.40965,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
1993,Pre-primary Level,male,87,0.26128,0.16387,0.35868,0.00000,0.00000,0.62675,0.0,1.56689,0.0,0.00000,0.00000
1993,Pre-primary Level,female,98,0.66040,0.51937,0.80144,0.00000,1.00000,1.00000,0.0,2.50000,1.0,0.00000,1.00000
1993,Primary Level,male,250,0.62833,0.51163,0.74503,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,1.00000
1993,Primary Level,female,360,3.65108,3.41700,3.88516,2.00000,3.00000,5.00000,0.0,9.50000,3.0,3.00000,4.00000
1993,Lower Secondary Level,male,942,0.70690,0.63458,0.77922,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1993,Lower Secondary Level,female,1729,3.21406,3.11266,3.31546,2.00000,3.00000,4.00000,0.0,7.00000,3.0,3.00000,3.00000
1993,Upper Secondary Level,male,3389,0.76503,0.72686,0.80320,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,1.00000
1993,Upper Secondary Level,female,3261,2.99665,2.93175,3.06154,2.00000,3.00000,4.00000,0.0,7.00000,3.0,3.00000,3.00000
1993,Post-secondary Non-tertiary Level,male,218,0.70882,0.60234,0.81530,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
1993,Post-secondary Non-tertiary Level,female,165,2.04775,1.80522,2.29027,1.00000,2.00000,3.00000,0.0,6.00000,2.0,1.00000,2.00000
1993,First Stage of Tertiary Education,male,473,0.68875,0.59875,0.77876,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,1.00000
1993,First Stage of Tertiary Education,female,268,3.14870,2.88426,3.41313,2.00000,3.00000,4.00000,0.0,7.00000,3.0,2.00000,3.00000
1993,Second Stage of Tertiary Education,male,909,0.65931,0.60108,0.71754,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,1.00000
1993,Second Stage of Tertiary Education,female,727,2.43699,2.31623,2.55774,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
1994,Pre-primary Level,male,107,0.26904,0.17979,0.35829,0.00000,0.00000,0.94337,0.0,2.0,0.0,0.00000,0.00000
1994,Pre-primary Level,female,132,0.74199,0.62028,0.86371,0.00000,1.00000,1.00000,0.0,2.50000,1.0,0.00000,1.00000
1994,Primary Level,male,226,0.69189,0.55830,0.82547,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,1.00000
1994,Primary Level,female,330,3.57830,3.36130,3.79530,2.00000,3.00000,5.00000,0.0,9.50000,3.0,3.00000,3.02500
1994,Lower Secondary Level,male,855,0.80725,0.73152,0.88298,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,1.00000
1994,Lower Secondary Level,female,1634,3.30996,3.21232,3.40760,2.00000,3.00000,4.00000,0.0,7.00000,3.0,3.00000,3.00000
1994,Upper Secondary Level,male,3321,0.77833,0.74616,0.81049,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
1994,Upper Secondary Level,female,3234,3.04553,2.98065,3.11042,2.00000,3.00000,4.00000,0.0,7.00000,3.0,3.00000,3.00000
1994,Post-secondary Non-tertiary Level,male,215,0.76438,0.67067,0.85808,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
1994,Post-secondary Non-tertiary Level,female,175,2.11869,1.90100,2.33638,1.00000,2.00000,3.00000,0.0,6.00000,2.0,1.00000,2.00000
1994,First Stage of Tertiary Education,male,475,0.75970,0.66837,0.85103,0.00000,1.00000,1.00000,0.0,2.50000,1.0,0.00000,1.00000
1994,First Stage of Tertiary Education,female,273,2.85376,2.62981,3.07771,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,3.00000
1994,Second Stage of Tertiary Education,male,913,0.77177,0.70438,0.83917,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
1994,Second Stage of Tertiary Education,female,739,2.33672,2.22055,2.45289,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
1995,Pre-primary Level,male,143,0.28716,0.19721,0.37711,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1995,Pre-primary Level,female,144,0.78265,0.64460,0.92070,0.00000,1.00000,1.00000,0.0,2.50000,1.0,0.00000,1.00000
1995,Primary Level,male,212,0.55191,0.44355,0.66028,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1995,Primary Level,female,321,3.69211,3.40545,3.97878,2.00000,3.00000,5.00000,0.0,9.50000,3.0,3.00000,4.00000
1995,Lower Secondary Level,male,869,0.80055,0.71362,0.88748,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1995,Lower Secondary Level,female,1618,3.23435,3.12892,3.33978,2.00000,3.00000,4.00000,0.0,7.00000,3.0,3.00000,3.00000
1995,Upper Secondary Level,male,3388,0.77019,0.73529,0.80510,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,1.00000
1995,Upper Secondary Level,female,3331,2.94101,2.87470,3.00731,2.00000,3.00000,4.00000,0.0,7.00000,3.0,2.97500,3.00000
1995,Post-secondary Non-tertiary Level,male,249,0.80396,0.66645,0.94148,0.00000,1.00000,1.00000,0.0,2.50000,1.0,0.00000,1.00000
1995,Post-secondary Non-tertiary Level,female,221,2.35908,2.11688,2.60128,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
1995,First Stage of Tertiary Education,male,474,0.68032,0.58599,0.77464,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,1.00000
1995,First Stage of Tertiary Education,female,280,2.65912,2.42842,2.88982,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,2.00000
1995,Second Stage of Tertiary Education,male,955,0.70279,0.64501,0.76057,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,1.00000
1995,Second Stage of Tertiary Education,female,798,2.27468,2.15714,2.39222,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
1996,Pre-primary Level,male,138,0.37643,0.27856,0.47430,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1996,Pre-primary Level,female,156,0.72199,0.59632,0.84766,0.00000,1.00000,1.00000,0.0,2.50000,1.0,0.00000,1.00000
1996,Primary Level,male,201,0.68643,0.52552,0.84734,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,1.00000
1996,Primary Level,female,291,3.65918,3.40068,3.91768,2.00000,3.00000,5.00000,0.0,9.50000,3.0,3.00000,4.00000
1996,Lower Secondary Level,male,822,0.82994,0.75492,0.90496,0.00000,1.00000,1.00000,0.0,2.50000,1.0,0.00000,1.00000
1996,Lower Secondary Level,female,1560,3.26598,3.16557,3.36639,2.00000,3.00000,4.00000,0.0,7.00000,3.0,3.00000,3.00000
1996,Upper Secondary Level,male,3334,0.86214,0.82686,0.89742,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
1996,Upper Secondary Level,female,3273,2.91879,2.85836,2.97921,2.00000,3.00000,4.00000,0.0,7.00000,3.0,3.00000,3.00000
1996,Post-secondary Non-tertiary Level,male,239,0.85438,0.74703,0.96173,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
1996,Post-secondary Non-tertiary Level,female,232,2.28054,2.07500,2.48608,1.00000,2.00000,3.00000,0.0,6.00000,2.0,1.00000,2.00000
1996,First Stage of Tertiary Education,male,472,0.78741,0.69329,0.88154,0.00000,1.00000,1.00000,0.0,2.50000,1.0,0.00000,1.00000
1996,First Stage of Tertiary Education,female,287,2.80604,2.57295,3.03914,1.00000,2.00000,4.00000,0.0,8.50000,2.0,2.00000,3.00000
1996,Second Stage of Tertiary Education,male,964,0.77381,0.71529,0.83234,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
1996,Second Stage of Tertiary Education,female,797,2.39200,2.28163,2.50236,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
1997,Pre-primary Level,male,156,0.29727,0.20294,0.39160,0.00000,0.00000,0.00000,0.00000,0.00000,0.0,0.00000,0.00000
1997,Pre-primary Level,female,159,0.61236,0.49814,0.72658,0.00000,0.26594,1.00000,0.0,2.50000,0.0,0.00000,1.00000
1997,Primary Level,male,192,0.74868,0.57017,0.92718,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.00000
1997,Primary Level,female,270,3.50080,3.21614,3.78546,2.00000,3.00000,5.00000,0.0,9.50000,3.0,3.00000,4.00000
1997,Lower Secondary Level,male,826,0.78494,0.69279,0.87708,0.00000,0.00000,1.00000,0.0,2.50000,0.0,0.00000,0.02500
1997,Lower Secondary Level,female,1496,3.14455,3.04299,3.24612,2.00000,3.00000,4.00000,0.0,7.00000,3.0,3.00000,3.00000
1997,Upper Secondary Level,male,3236,0.85339,0.81537,0.89141,0.00000,1.00000,1.00000,0.0,2.50000,1.0,1.00000,1.00000
1997,Upper Secondary Level,female,3234,2.93078,2.86458,2.99697,2.00000,3.00000,4.00000,0.0,7.00000,3.0,2.00000,3.00000
1997,Post-secondary Non-tertiary Level,male,232,0.68583,0.59649,0.77517,0.00000,1.00000,1.00000,0.0,2.50000,1.0,0.00000,1.00000
1997,Post-secondary Non-tertiary Level,female,219,2.16183,1.96176,2.36190,1.00000,2.00000,3.00000,0.0,6.00000,2.0,2.00000,2.00000
1997,First Stage of Tertiary Education,male,473,0.84434,0.75229,0.93640,0.00000,1.00000,1.00000,0.0,2.50000,1.0,0.00000,1.00000
