year,migback,pli0092_h,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1988,Indirect migration background,At least once per week,0.04881,85,199,0.01880,0.07882
1988,Indirect migration background,Seldom,0.02277,38,199,0.00199,0.04355
1988,Indirect migration background,Never,0.08437,76,199,0.04566,0.12309
1990,No migration background,At least once per week,0.21820,2620,10758,0.21039,0.22600
1990,No migration background,At least once per month,0.06440,756,10758,0.05976,0.06904
1990,No migration background,Seldom,0.15592,2014,10758,0.14906,0.16278
1990,No migration background,Never,0.38768,5368,10758,0.37847,0.39689
1990,Direct migration background,At least once per week,0.18700,433,2636,0.17211,0.20189
1990,Direct migration background,At least once per month,0.05534,151,2636,0.04661,0.06408
1990,Direct migration background,Seldom,0.14560,354,2636,0.13213,0.15906
1990,Direct migration background,Never,0.55378,1698,2636,0.53480,0.57276
1990,Indirect migration background,At least once per week,0.06479,113,293,0.03655,0.09302
1990,Indirect migration background,At least once per month,0.02467,42,293,0.00688,0.04246
1990,Indirect migration background,Seldom,0.03857,49,293,0.01648,0.06065
1990,Indirect migration background,Never,0.06043,89,293,0.03310,0.08776
1992,No migration background,At least once per week,0.19153,2266,10188,0.18389,0.19917
1992,No migration background,At least once per month,0.05149,611,10188,0.04720,0.05579
1992,No migration background,Seldom,0.13201,1791,10188,0.12544,0.13858
1992,No migration background,Never,0.44166,5520,10188,0.43202,0.45130
1992,Direct migration background,At least once per week,0.15833,358,2488,0.14398,0.17268
1992,Direct migration background,At least once per month,0.04043,104,2488,0.03269,0.04817
1992,Direct migration background,Seldom,0.12702,309,2488,0.11393,0.14011
1992,Direct migration background,Never,0.62311,1717,2488,0.60406,0.64215
1992,Indirect migration background,At least once per week,0.09580,162,394,0.06671,0.12490
1992,Indirect migration background,At least once per month,0.02332,47,394,0.00840,0.03824
1992,Indirect migration background,Seldom,0.05209,82,394,0.03012,0.07406
1992,Indirect migration background,Never,0.07703,103,394,0.05067,0.10339
1994,No migration background,At least once per week,0.18880,2172,9853,0.18107,0.19652
1994,No migration background,At least once per month,0.04927,604,9853,0.04499,0.05354
1994,No migration background,Seldom,0.14115,1806,9853,0.13428,0.14803
1994,No migration background,Never,0.43301,5271,9853,0.42322,0.44279
1994,Direct migration background,At least once per week,0.16263,302,2327,0.14763,0.17763
1994,Direct migration background,At least once per month,0.04401,107,2327,0.03568,0.05235
1994,Direct migration background,Seldom,0.14399,351,2327,0.12973,0.15826
1994,Direct migration background,Never,0.61993,1567,2327,0.60020,0.63966
1994,Indirect migration background,At least once per week,0.11264,177,482,0.08439,0.14090
1994,Indirect migration background,At least once per month,0.03514,63,482,0.01869,0.05160
1994,Indirect migration background,Seldom,0.09213,117,482,0.06629,0.11798
1994,Indirect migration background,Never,0.08036,125,482,0.05607,0.10466
1995,No migration background,At least once per week,0.23698,2807,9926,0.22862,0.24535
1995,No migration background,At least once per month,0.06210,759,9926,0.05735,0.06685
1995,No migration background,Seldom,0.17924,2377,9926,0.17169,0.18678
1995,No migration background,Never,0.34603,3983,9926,0.33667,0.35539
1995,Direct migration background,At least once per week,0.20099,449,2757,0.18603,0.21595
1995,Direct migration background,At least once per month,0.04577,136,2757,0.03797,0.05358
1995,Direct migration background,Seldom,0.15888,445,2757,0.14524,0.17253
1995,Direct migration background,Never,0.51965,1727,2757,0.50100,0.53830
1995,Indirect migration background,At least once per week,0.13659,213,500,0.10646,0.16672
1995,Indirect migration background,At least once per month,0.03420,60,500,0.01825,0.05014
1995,Indirect migration background,Seldom,0.06959,106,500,0.04726,0.09191
1995,Indirect migration background,Never,0.07790,121,500,0.05438,0.10141
1996,No migration background,At least once per week,0.20907,2382,9824,0.20103,0.21711
1996,No migration background,At least once per month,0.05687,701,9824,0.05229,0.06145
1996,No migration background,Seldom,0.16581,2125,9824,0.15846,0.17316
1996,No migration background,Never,0.39251,4616,9824,0.38285,0.40216
1996,Direct migration background,At least once per week,0.15035,321,2582,0.13656,0.16414
1996,Direct migration background,At least once per month,0.06055,144,2582,0.05135,0.06975
1996,Direct migration background,Seldom,0.15877,424,2582,0.14467,0.17287
1996,Direct migration background,Never,0.56601,1693,2582,0.54689,0.58513
1996,Indirect migration background,At least once per week,0.11729,174,538,0.09008,0.14451
1996,Indirect migration background,At least once per month,0.04126,72,538,0.02444,0.05808
1996,Indirect migration background,Seldom,0.07834,144,538,0.05561,0.10107
1996,Indirect migration background,Never,0.08525,148,538,0.06163,0.10887
1997,No migration background,At least once per week,0.21364,2414,9681,0.20548,0.22181
1997,No migration background,At least once per month,0.04715,591,9681,0.04293,0.05137
1997,No migration background,Seldom,0.15497,1969,9681,0.14776,0.16218
1997,No migration background,Never,0.40431,4707,9681,0.39453,0.41408
1997,Direct migration background,At least once per week,0.15735,320,2448,0.14292,0.17177
1997,Direct migration background,At least once per month,0.04430,102,2448,0.03615,0.05246
1997,Direct migration background,Seldom,0.13763,359,2448,0.12398,0.15128
1997,Direct migration background,Never,0.59601,1667,2448,0.57657,0.61545
1997,Indirect migration background,At least once per week,0.14302,224,560,0.11400,0.17204
1997,Indirect migration background,At least once per month,0.03769,64,560,0.02190,0.05347
1997,Indirect migration background,Seldom,0.09169,145,560,0.06776,0.11561
1997,Indirect migration background,Never,0.08081,127,560,0.05822,0.10341
1998,No migration background,At least once per week,0.25722,3363,11141,0.24910,0.26534
1998,No migration background,At least once per month,0.06533,903,11141,0.06074,0.06992
1998,No migration background,Seldom,0.17878,2633,11141,0.17166,0.18590
1998,No migration background,Never,0.32811,4242,11141,0.31939,0.33683
1998,Direct migration background,At least once per week,0.17584,349,2378,0.16053,0.19114
1998,Direct migration background,At least once per month,0.05167,123,2378,0.04278,0.06057
1998,Direct migration background,Seldom,0.16559,408,2378,0.15064,0.18053
1998,Direct migration background,Never,0.54555,1498,2378,0.52553,0.56556
1998,Indirect migration background,At least once per week,0.16195,222,592,0.13225,0.19165
1998,Indirect migration background,At least once per month,0.05240,76,592,0.03444,0.07037
1998,Indirect migration background,Seldom,0.08635,150,592,0.06371,0.10900
1998,Indirect migration background,Never,0.08544,144,592,0.06290,0.10798
1999,No migration background,At least once per week,0.22028,2762,10756,0.21245,0.22811
1999,No migration background,At least once per month,0.05289,733,10756,0.04866,0.05712
1999,No migration background,Seldom,0.16232,2283,10756,0.15536,0.16929
1999,No migration background,Never,0.39526,4978,10756,0.38602,0.40450
1999,Direct migration background,At least once per week,0.16616,299,2178,0.15052,0.18179
1999,Direct migration background,At least once per month,0.05521,111,2178,0.04561,0.06480
1999,Direct migration background,Seldom,0.13341,322,2178,0.11913,0.14769
1999,Direct migration background,Never,0.58228,1446,2178,0.56157,0.60300
1999,Indirect migration background,At least once per week,0.14834,209,602,0.11992,0.17675
1999,Indirect migration background,At least once per month,0.04792,75,602,0.03084,0.06499
1999,Indirect migration background,Seldom,0.10528,170,602,0.08074,0.12982
1999,Indirect migration background,Never,0.09361,148,602,0.07032,0.11689
2001,No migration background,At least once per week,0.23611,5105,18070,0.22992,0.24230
2001,No migration background,At least once per month,0.05187,1156,18070,0.04864,0.05511
2001,No migration background,Seldom,0.13661,3141,18070,0.13160,0.14161
2001,No migration background,Never,0.41379,8668,18070,0.40661,0.42097
2001,Direct migration background,At least once per week,0.16593,470,2894,0.15237,0.17948
2001,Direct migration background,At least once per month,0.05517,142,2894,0.04685,0.06349
2001,Direct migration background,Seldom,0.11786,369,2894,0.10611,0.12960
2001,Direct migration background,Never,0.58886,1913,2894,0.57093,0.60679
2001,Indirect migration background,At least once per week,0.14555,278,758,0.12043,0.17067
2001,Indirect migration background,At least once per month,0.02688,64,758,0.01536,0.03840
2001,Indirect migration background,Seldom,0.08312,165,758,0.06345,0.10278
2001,Indirect migration background,Never,0.11453,251,758,0.09185,0.13722
2003,No migration background,At least once per week,0.29471,6991,18662,0.28817,0.30125
2003,No migration background,At least once per month,0.06530,1505,18662,0.06176,0.06885
2003,No migration background,Seldom,0.16248,3712,18662,0.15719,0.16777
2003,No migration background,Never,0.32299,6454,18662,0.31628,0.32970
2003,Direct migration background,At least once per week,0.19519,520,2595,0.17994,0.21044
2003,Direct migration background,At least once per month,0.05483,147,2595,0.04607,0.06359
2003,Direct migration background,Seldom,0.15446,404,2595,0.14055,0.16837
2003,Direct migration background,Never,0.53519,1524,2595,0.51600,0.55438
2003,Indirect migration background,At least once per week,0.16034,317,772,0.13444,0.18624
2003,Indirect migration background,At least once per month,0.03495,73,772,0.02199,0.04791
2003,Indirect migration background,Seldom,0.08119,151,772,0.06191,0.10047
2003,Indirect migration background,Never,0.11416,231,772,0.09171,0.13661
2005,No migration background,At least once per week,0.27061,5983,17395,0.26401,0.27721
2005,No migration background,At least once per month,0.06766,1388,17395,0.06392,0.07139
2005,No migration background,Seldom,0.15592,3305,17395,0.15053,0.16131
2005,No migration background,Never,0.35516,6719,17395,0.34805,0.36227
2005,Direct migration background,At least once per week,0.19957,461,2352,0.18342,0.21573
2005,Direct migration background,At least once per month,0.06246,142,2352,0.05268,0.07224
2005,Direct migration background,Seldom,0.15773,371,2352,0.14300,0.17247
2005,Direct migration background,Never,0.53874,1378,2352,0.51859,0.55889
2005,Indirect migration background,At least once per week,0.16165,307,812,0.13632,0.18699
2005,Indirect migration background,At least once per month,0.05634,88,812,0.04047,0.07221
2005,Indirect migration background,Seldom,0.11467,190,812,0.09274,0.13660
2005,Indirect migration background,Never,0.12200,227,812,0.09947,0.14453
2007,No migration background,At least once per week,0.29427,6365,17511,0.28752,0.30102
2007,No migration background,At least once per month,0.05956,1294,17511,0.05606,0.06307
2007,No migration background,Seldom,0.15048,3141,17511,0.14519,0.15578
2007,No migration background,Never,0.34068,6711,17511,0.33366,0.34770
2007,Direct migration background,At least once per week,0.20958,454,2106,0.19219,0.22697
2007,Direct migration background,At least once per month,0.05453,109,2106,0.04483,0.06423
2007,Direct migration background,Seldom,0.15923,334,2106,0.14360,0.17486
2007,Direct migration background,Never,0.53127,1209,2106,0.50995,0.55258
2007,Indirect migration background,At least once per week,0.17895,297,773,0.15191,0.20599
2007,Indirect migration background,At least once per month,0.05610,95,773,0.03986,0.07233
2007,Indirect migration background,Seldom,0.09960,154,773,0.07847,0.12072
2007,Indirect migration background,Never,0.13135,227,773,0.10752,0.15517
2008,No migration background,At least once per week,0.34421,6954,16561,0.33698,0.35145
2008,No migration background,At least once per month,0.06432,1266,16561,0.06059,0.06806
2008,No migration background,Seldom,0.16466,3198,16561,0.15901,0.17031
2008,No migration background,Never,0.27610,5143,16561,0.26929,0.28291
2008,Direct migration background,At least once per week,0.25632,497,1893,0.23665,0.27600
2008,Direct migration background,At least once per month,0.05915,119,1893,0.04852,0.06978
2008,Direct migration background,Seldom,0.15661,296,1893,0.14023,0.17298
2008,Direct migration background,Never,0.49693,981,1893,0.47440,0.51946
2008,Indirect migration background,At least once per week,0.21156,316,756,0.18243,0.24070
2008,Indirect migration background,At least once per month,0.07214,94,756,0.05368,0.09059
2008,Indirect migration background,Seldom,0.09311,151,756,0.07238,0.11384
2008,Indirect migration background,Never,0.11181,195,756,0.08933,0.13429
2009,No migration background,At least once per week,0.31191,5839,15566,0.30463,0.31919
2009,No migration background,At least once per month,0.06271,1130,15566,0.05890,0.06651
2009,No migration background,Seldom,0.15156,2792,15566,0.14593,0.15720
2009,No migration background,Never,0.32422,5805,15566,0.31687,0.33157
2009,Direct migration background,At least once per week,0.25099,396,1652,0.23008,0.27191
2009,Direct migration background,At least once per month,0.06904,118,1652,0.05681,0.08127
2009,Direct migration background,Seldom,0.15392,257,1652,0.13651,0.17133
2009,Direct migration background,Never,0.49703,881,1652,0.47291,0.52115
2009,Indirect migration background,At least once per week,0.21464,280,701,0.18423,0.24506
2009,Indirect migration background,At least once per month,0.07387,82,701,0.05450,0.09325
2009,Indirect migration background,Seldom,0.12188,160,701,0.09765,0.14612
2009,Indirect migration background,Never,0.11398,179,701,0.09044,0.13752
2011,No migration background,At least once per week,0.32187,9009,23717,0.31592,0.32782
2011,No migration background,At least once per month,0.05698,1558,23717,0.05403,0.05993
2011,No migration background,Seldom,0.13476,3837,23717,0.13041,0.13910
2011,No migration background,Never,0.33412,9313,23717,0.32812,0.34012
2011,Direct migration background,At least once per week,0.25633,845,3291,0.24141,0.27125
2011,Direct migration background,At least once per month,0.04221,149,3291,0.03534,0.04909
2011,Direct migration background,Seldom,0.15265,497,3291,0.14036,0.16494
2011,Direct migration background,Never,0.51373,1800,3291,0.49665,0.53081
2011,Indirect migration background,At least once per week,0.18779,493,1250,0.16613,0.20945
2011,Indirect migration background,At least once per month,0.03789,99,1250,0.02730,0.04847
2011,Indirect migration background,Seldom,0.10645,249,1250,0.08934,0.12355
2011,Indirect migration background,Never,0.12503,409,1250,0.10669,0.14337
2013,No migration background,At least once per week,0.41462,10538,21509,0.40803,0.42120
2013,No migration background,At least once per month,0.04286,1058,21509,0.04016,0.04557
2013,No migration background,Seldom,0.12082,3117,21509,0.11646,0.12517
2013,No migration background,Never,0.26403,6796,21509,0.25814,0.26992
2013,Direct migration background,At least once per week,0.19079,932,2749,0.17610,0.20548
2013,Direct migration background,At least once per month,0.02740,114,2749,0.02130,0.03351
2013,Direct migration background,Seldom,0.07848,367,2749,0.06843,0.08854
2013,Direct migration background,Never,0.24610,1336,2749,0.22999,0.26220
2013,Indirect migration background,At least once per week,0.14641,584,1126,0.12575,0.16707
2013,Indirect migration background,At least once per month,0.02303,76,1126,0.01426,0.03179
2013,Indirect migration background,Seldom,0.03754,170,1126,0.02644,0.04865
2013,Indirect migration background,Never,0.06693,296,1126,0.05233,0.08154
2015,No migration background,At least once per week,0.37833,8454,19095,0.37145,0.38521
2015,No migration background,At least once per month,0.04884,1087,19095,0.04579,0.05190
2015,No migration background,Seldom,0.11771,2621,19095,0.11314,0.12228
2015,No migration background,Never,0.31310,6933,19095,0.30653,0.31968
2015,Direct migration background,At least once per week,0.33114,1983,5980,0.31921,0.34307
2015,Direct migration background,At least once per month,0.04784,259,5980,0.04243,0.05325
2015,Direct migration background,Seldom,0.11833,795,5980,0.11014,0.12652
2015,Direct migration background,Never,0.45884,2943,5980,0.44621,0.47147
2015,Indirect migration background,At least once per week,0.26364,795,1615,0.24214,0.28514
2015,Indirect migration background,At least once per month,0.03098,93,1615,0.02253,0.03943
2015,Indirect migration background,Seldom,0.06891,257,1615,0.05655,0.08127
2015,Indirect migration background,Never,0.12877,470,1615,0.11242,0.14511
2017,No migration background,At least once per week,0.39831,9384,20082,0.39154,0.40508
2017,No migration background,At least once per month,0.04602,1092,20082,0.04312,0.04892
2017,No migration background,Seldom,0.11287,2715,20082,0.10849,0.11724
2017,No migration background,Never,0.29815,6891,20082,0.29182,0.30447
2017,Direct migration background,At least once per week,0.35495,2913,8706,0.34489,0.36500
2017,Direct migration background,At least once per month,0.03748,380,8706,0.03349,0.04147
2017,Direct migration background,Seldom,0.11127,1132,8706,0.10466,0.11787
2017,Direct migration background,Never,0.44101,4281,8706,0.43058,0.45144
2017,Indirect migration background,At least once per week,0.27027,804,1636,0.24874,0.29180
2017,Indirect migration background,At least once per month,0.02919,91,1636,0.02103,0.03734
2017,Indirect migration background,Seldom,0.07647,234,1636,0.06359,0.08935
2017,Indirect migration background,Never,0.13130,507,1636,0.11493,0.14767
2019,No migration background,At least once per week,0.47278,11398,20121,0.46588,0.47967
2019,No migration background,At least once per month,0.04157,932,20121,0.03882,0.04433
2019,No migration background,Seldom,0.11515,2647,20121,0.11074,0.11956
2019,No migration background,Never,0.22589,5144,20121,0.22011,0.23166
2019,Direct migration background,At least once per week,0.41977,2940,7053,0.40825,0.43129
2019,Direct migration background,At least once per month,0.04020,336,7053,0.03561,0.04478
2019,Direct migration background,Seldom,0.11866,917,7053,0.11112,0.12621
2019,Direct migration background,Never,0.36428,2860,7053,0.35305,0.37552
2019,Indirect migration background,At least once per week,0.31957,930,1576,0.29654,0.34260
2019,Indirect migration background,At least once per month,0.02081,67,1576,0.01376,0.02786
2019,Indirect migration background,Seldom,0.05955,205,1576,0.04787,0.07124
2019,Indirect migration background,Never,0.11164,374,1576,0.09609,0.12720
2021,No migration background,At least once per week,0.48552,7746,13211,0.47700,0.49405
2021,No migration background,At least once per month,0.07394,1100,13211,0.06948,0.07841
2021,No migration background,Seldom,0.12465,1800,13211,0.11902,0.13028
2021,No migration background,Never,0.17259,2565,13211,0.16614,0.17903
2021,Direct migration background,At least once per week,0.42327,1571,3042,0.40571,0.44083
2021,Direct migration background,At least once per month,0.06790,244,3042,0.05896,0.07684
2021,Direct migration background,Seldom,0.13426,501,3042,0.12214,0.14638
2021,Direct migration background,Never,0.24396,726,3042,0.22869,0.25922
2021,Indirect migration background,At least once per week,0.27010,553,936,0.24164,0.29856
2021,Indirect migration background,At least once per month,0.04878,96,936,0.03497,0.06259
2021,Indirect migration background,Seldom,0.07243,129,936,0.05581,0.08904
2021,Indirect migration background,Never,0.08201,158,936,0.06442,0.09960
