year,bula_h,quintil_oecd_hh,hgeqpnrj,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Bavaria,4th Quintile,No,0.96019,305,305,0.93821,0.98217
2009,Bavaria,5th Quintile,No,0.91839,394,394,0.89132,0.94545
2009,Berlin,1st Quintile,No,0.98133,90,90,0.95320,1.00945
2009,Berlin,2nd Quintile,No,0.99047,86,86,0.96982,1.01112
2009,Berlin,3rd Quintile,No,0.94947,81,81,0.90147,0.99747
2009,Berlin,4th Quintile,No,0.91026,69,69,0.84233,0.97820
2009,Berlin,5th Quintile,No,0.92798,96,96,0.87599,0.97996
2009,Brandenburg,1st Quintile,No,0.98011,102,102,0.95287,1.00734
2009,Brandenburg,2nd Quintile,No,0.96671,92,92,0.92985,1.00357
2009,Brandenburg,3rd Quintile,No,0.97090,112,112,0.93964,1.00217
2009,Brandenburg,4th Quintile,No,0.96144,69,69,0.91567,1.00720
2009,Brandenburg,5th Quintile,No,0.78094,53,53,0.66852,0.89336
2009,Mecklenburg-Western Pomerania,1st Quintile,No,0.98172,69,69,0.94987,1.01356
2009,Mecklenburg-Western Pomerania,2nd Quintile,No,0.92729,64,64,0.86317,0.99141
2009,Mecklenburg-Western Pomerania,3rd Quintile,No,0.92050,46,46,0.84146,0.99954
2009,Mecklenburg-Western Pomerania,4th Quintile,No,0.95721,41,41,0.89448,1.01993
2009,Mecklenburg-Western Pomerania,5th Quintile,No,0.93954,36,36,0.86057,1.01850
2009,Saxony,1st Quintile,No,0.94249,153,153,0.90548,0.97950
2009,Saxony,2nd Quintile,No,0.96329,196,196,0.93689,0.98968
2009,Saxony,3rd Quintile,No,0.95616,165,165,0.92483,0.98750
2009,Saxony,4th Quintile,No,0.89465,121,121,0.83972,0.94958
2009,Saxony,5th Quintile,No,0.89165,83,83,0.82437,0.95892
2009,Saxony-Anhalt,1st Quintile,No,0.97343,91,91,0.94021,1.00666
2009,Saxony-Anhalt,2nd Quintile,No,0.94198,90,90,0.89342,0.99055
2009,Saxony-Anhalt,3rd Quintile,No,0.96333,99,99,0.92612,1.00054
2009,Saxony-Anhalt,4th Quintile,No,0.97373,74,74,0.93704,1.01042
2009,Saxony-Anhalt,5th Quintile,No,0.97131,53,53,0.92594,1.01668
2009,Thuringa,1st Quintile,No,0.97992,107,107,0.95321,1.00662
2009,Thuringa,2nd Quintile,No,0.93538,115,115,0.89025,0.98051
2009,Thuringa,3rd Quintile,No,0.93153,108,108,0.88367,0.97938
2009,Thuringa,4th Quintile,No,0.84637,62,62,0.75588,0.93686
2009,Thuringa,5th Quintile,No,0.92015,44,44,0.83912,1.00117
2010,Schleswig-Holstein,1st Quintile,No,0.95020,114,114,0.91009,0.99031
2010,Schleswig-Holstein,2nd Quintile,No,0.99580,100,100,0.98305,1.00854
2010,Schleswig-Holstein,3rd Quintile,No,0.97136,72,72,0.93257,1.01016
2010,Schleswig-Holstein,4th Quintile,No,0.98363,83,83,0.95616,1.01110
2010,Schleswig-Holstein,5th Quintile,No,0.90659,70,70,0.83792,0.97525
2010,Hamburg,1st Quintile,No,0.99354,60,60,0.97310,1.01398
2010,Hamburg,3rd Quintile,No,0.99839,46,46,0.98669,1.01010
2010,Hamburg,4th Quintile,No,0.93763,38,38,0.85971,1.01555
2010,Hamburg,5th Quintile,No,0.96713,57,57,0.92042,1.01383
2010,Lower Saxony,1st Quintile,No,0.97158,279,279,0.95204,0.99111
2010,Lower Saxony,2nd Quintile,No,0.98411,245,245,0.96842,0.99980
2010,Lower Saxony,3rd Quintile,No,0.99431,228,228,0.98452,1.00409
2010,Lower Saxony,4th Quintile,No,0.95899,236,236,0.93364,0.98435
2010,Lower Saxony,5th Quintile,No,0.93212,235,235,0.89989,0.96435
2010,North Rhine-Westphalia,1st Quintile,No,0.98020,683,683,0.96975,0.99066
2010,North Rhine-Westphalia,2nd Quintile,No,0.98602,514,514,0.97587,0.99618
2010,North Rhine-Westphalia,3rd Quintile,No,0.96664,439,439,0.94983,0.98346
2010,North Rhine-Westphalia,4th Quintile,No,0.96599,502,502,0.95011,0.98186
2010,North Rhine-Westphalia,5th Quintile,No,0.95622,588,588,0.93967,0.97277
2010,Hesse,1st Quintile,No,0.94603,188,188,0.91364,0.97842
2010,Hesse,2nd Quintile,No,0.95704,169,169,0.92638,0.98770
2010,Hesse,3rd Quintile,No,0.98085,145,145,0.95846,1.00323
2010,Hesse,4th Quintile,No,0.94095,170,170,0.90541,0.97649
2010,Hesse,5th Quintile,No,0.95816,257,257,0.93363,0.98269
2010,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.98739,153,153,0.96965,1.00513
2010,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.98785,160,160,0.97082,1.00488
2010,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.98056,157,157,0.95890,1.00223
2010,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.96293,137,137,0.93117,0.99468
2010,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.91741,137,137,0.87115,0.96367
2010,Baden-Wuerttemberg,1st Quintile,No,0.98374,277,277,0.96882,0.99866
2010,Baden-Wuerttemberg,2nd Quintile,No,0.99660,287,287,0.98985,1.00335
2010,Baden-Wuerttemberg,3rd Quintile,No,0.96982,305,305,0.95059,0.98905
2010,Baden-Wuerttemberg,4th Quintile,No,0.94947,295,295,0.92443,0.97451
2010,Baden-Wuerttemberg,5th Quintile,No,0.93076,396,396,0.90572,0.95579
2010,Bavaria,1st Quintile,No,0.98724,356,356,0.97557,0.99892
2010,Bavaria,2nd Quintile,No,0.96975,420,420,0.95335,0.98615
2010,Bavaria,3rd Quintile,No,0.98143,364,364,0.96754,0.99532
2010,Bavaria,4th Quintile,No,0.94681,356,356,0.92346,0.97015
2010,Bavaria,5th Quintile,No,0.92607,437,437,0.90151,0.95063
2010,Berlin,3rd Quintile,No,0.95939,104,104,0.92126,0.99751
2010,Berlin,4th Quintile,No,0.95789,101,101,0.91853,0.99726
2010,Berlin,5th Quintile,No,0.98444,101,101,0.96018,1.00870
2010,Brandenburg,2nd Quintile,No,0.99146,155,155,0.97693,1.00599
2010,Brandenburg,3rd Quintile,No,0.99214,114,114,0.97586,1.00842
2010,Brandenburg,4th Quintile,No,0.98893,76,76,0.96526,1.01261
2010,Brandenburg,5th Quintile,No,0.81216,52,52,0.70496,0.91936
2010,Mecklenburg-Western Pomerania,1st Quintile,No,0.94943,109,109,0.90811,0.99076
2010,Mecklenburg-Western Pomerania,3rd Quintile,No,0.97091,74,74,0.93236,1.00946
2010,Mecklenburg-Western Pomerania,4th Quintile,No,0.91839,36,36,0.82769,1.00909
2010,Mecklenburg-Western Pomerania,5th Quintile,No,0.88650,38,38,0.78429,0.98871
2010,Saxony,1st Quintile,No,0.97314,245,245,0.95286,0.99343
2010,Saxony,2nd Quintile,No,0.92815,258,258,0.89657,0.95972
2010,Saxony,3rd Quintile,No,0.99375,192,192,0.98256,1.00493
2010,Saxony,4th Quintile,No,0.88007,125,125,0.82289,0.93725
2010,Saxony,5th Quintile,No,0.92917,77,77,0.87149,0.98685
2010,Saxony-Anhalt,1st Quintile,No,0.97570,157,157,0.95154,0.99986
2010,Saxony-Anhalt,2nd Quintile,No,0.95580,140,140,0.92163,0.98997
2010,Saxony-Anhalt,3rd Quintile,No,0.96229,93,93,0.92336,1.00122
2010,Saxony-Anhalt,4th Quintile,No,0.92583,77,77,0.86692,0.98475
2010,Saxony-Anhalt,5th Quintile,No,0.98845,50,50,0.95853,1.01837
2010,Thuringa,1st Quintile,No,0.98475,134,134,0.96392,1.00558
2010,Thuringa,2nd Quintile,No,0.99515,146,146,0.98385,1.00646
2010,Thuringa,3rd Quintile,No,0.93798,115,115,0.89371,0.98226
2010,Thuringa,4th Quintile,No,0.99286,86,86,0.97497,1.01076
2010,Thuringa,5th Quintile,No,0.99590,42,42,0.97633,1.01546
2011,Schleswig-Holstein,2nd Quintile,No,0.99265,134,134,0.97814,1.00717
2011,Schleswig-Holstein,3rd Quintile,No,0.98279,106,106,0.95792,1.00767
2011,Schleswig-Holstein,4th Quintile,No,0.94989,102,102,0.90733,0.99244
2011,Schleswig-Holstein,5th Quintile,No,0.93711,90,90,0.88667,0.98755
2011,Hamburg,4th Quintile,No,0.99462,39,39,0.97136,1.01788
2011,Hamburg,5th Quintile,No,0.94594,66,66,0.89097,1.00092
2011,Lower Saxony,1st Quintile,No,0.98137,310,310,0.96629,0.99645
2011,Lower Saxony,2nd Quintile,No,0.97614,279,279,0.95820,0.99408
2011,Lower Saxony,3rd Quintile,No,0.97799,293,293,0.96116,0.99482
2011,Lower Saxony,4th Quintile,No,0.96137,283,283,0.93888,0.98386
2011,Lower Saxony,5th Quintile,No,0.93100,292,292,0.90187,0.96012
2011,Bremen,1st Quintile,No,0.97695,41,41,0.93045,1.02345
2011,North Rhine-Westphalia,1st Quintile,No,0.99111,752,752,0.98439,0.99782
2011,North Rhine-Westphalia,2nd Quintile,No,0.98793,607,607,0.97923,0.99662
2011,North Rhine-Westphalia,3rd Quintile,No,0.97869,566,566,0.96679,0.99060
2011,North Rhine-Westphalia,4th Quintile,No,0.96764,593,593,0.95339,0.98190
2011,North Rhine-Westphalia,5th Quintile,Yes,0.04944,31,705,0.03342,0.06545
2011,North Rhine-Westphalia,5th Quintile,No,0.94658,674,705,0.92997,0.96319
2011,Hesse,1st Quintile,No,0.97798,204,204,0.95780,0.99817
2011,Hesse,2nd Quintile,No,0.99580,200,200,0.98681,1.00479
2011,Hesse,3rd Quintile,No,0.98152,212,212,0.96334,0.99969
2011,Hesse,4th Quintile,No,0.97380,222,222,0.95274,0.99486
2011,Hesse,5th Quintile,No,0.94482,284,284,0.91822,0.97142
2011,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.98864,201,201,0.97395,1.00333
2011,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.98271,203,203,0.96473,1.00069
2011,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.96939,175,175,0.94379,0.99499
2011,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.92461,168,168,0.88456,0.96465
2011,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.98470,158,158,0.96550,1.00390
2011,Baden-Wuerttemberg,1st Quintile,No,0.98219,312,312,0.96749,0.99689
2011,Baden-Wuerttemberg,2nd Quintile,No,0.96422,343,343,0.94453,0.98391
2011,Baden-Wuerttemberg,3rd Quintile,No,0.96962,372,372,0.95216,0.98709
2011,Baden-Wuerttemberg,4th Quintile,No,0.96098,414,414,0.94231,0.97966
2011,Baden-Wuerttemberg,5th Quintile,Yes,0.04400,31,489,0.02580,0.06219
2011,Baden-Wuerttemberg,5th Quintile,No,0.94255,458,489,0.92190,0.96319
2011,Bavaria,1st Quintile,No,0.96458,428,428,0.94704,0.98211
2011,Bavaria,2nd Quintile,No,0.99505,498,498,0.98888,1.00122
2011,Bavaria,3rd Quintile,No,0.97036,490,490,0.95533,0.98539
2011,Bavaria,4th Quintile,Yes,0.04402,41,513,0.02625,0.06179
2011,Bavaria,4th Quintile,No,0.95598,472,513,0.93821,0.97375
2011,Bavaria,5th Quintile,Yes,0.06039,46,596,0.04125,0.07953
2011,Bavaria,5th Quintile,No,0.92773,550,596,0.90692,0.94854
2011,Berlin,3rd Quintile,No,0.98413,122,122,0.96187,1.00640
2011,Berlin,4th Quintile,No,0.99495,132,132,0.98281,1.00709
2011,Berlin,5th Quintile,No,0.98742,114,114,0.96687,1.00797
2011,Brandenburg,1st Quintile,No,0.99656,198,198,0.98839,1.00474
2011,Brandenburg,2nd Quintile,No,0.99907,164,164,0.99440,1.00375
2011,Brandenburg,3rd Quintile,No,0.98429,139,139,0.96354,1.00504
2011,Brandenburg,4th Quintile,No,0.96773,95,95,0.93200,1.00345
2011,Brandenburg,5th Quintile,No,0.94964,68,68,0.89728,1.00201
2011,Mecklenburg-Western Pomerania,1st Quintile,No,0.94805,131,131,0.90989,0.98620
2011,Mecklenburg-Western Pomerania,2nd Quintile,No,0.97689,98,98,0.94699,1.00679
2011,Mecklenburg-Western Pomerania,3rd Quintile,No,0.95818,72,72,0.91162,1.00474
2011,Mecklenburg-Western Pomerania,4th Quintile,No,0.99590,55,55,0.97887,1.01294
2011,Mecklenburg-Western Pomerania,5th Quintile,No,0.92862,38,38,0.84565,1.01158
2011,Saxony,1st Quintile,No,0.97043,297,297,0.95113,0.98973
2011,Saxony,2nd Quintile,No,0.95417,277,277,0.92950,0.97884
2011,Saxony,3rd Quintile,No,0.97401,231,231,0.95345,0.99458
2011,Saxony,4th Quintile,No,0.89640,133,133,0.84441,0.94839
2011,Saxony,5th Quintile,No,0.94715,82,82,0.89843,0.99588
2011,Saxony-Anhalt,1st Quintile,No,0.99516,203,203,0.98560,1.00473
2011,Saxony-Anhalt,2nd Quintile,No,0.99078,166,166,0.97619,1.00536
2011,Saxony-Anhalt,3rd Quintile,No,0.97169,126,126,0.94262,1.00077
2011,Saxony-Anhalt,4th Quintile,No,0.98353,82,82,0.95582,1.01125
2011,Saxony-Anhalt,5th Quintile,No,0.90987,63,63,0.83859,0.98116
2011,Thuringa,1st Quintile,No,0.96145,182,182,0.93340,0.98950
2011,Thuringa,2nd Quintile,No,0.98786,173,173,0.97149,1.00423
2011,Thuringa,3rd Quintile,No,0.99953,140,140,0.99594,1.00312
2011,Thuringa,4th Quintile,No,0.99434,92,92,0.97893,1.00975
2011,Thuringa,5th Quintile,No,0.98986,51,51,0.96209,1.01763
2012,Schleswig-Holstein,1st Quintile,No,0.98869,162,162,0.97236,1.00502
2012,Schleswig-Holstein,2nd Quintile,No,0.98750,137,137,0.96883,1.00617
2012,Schleswig-Holstein,3rd Quintile,No,0.98493,89,89,0.95947,1.01038
2012,Schleswig-Holstein,4th Quintile,No,0.97803,116,116,0.95125,1.00482
2012,Schleswig-Holstein,5th Quintile,No,0.89480,83,83,0.82839,0.96121
2012,Hamburg,4th Quintile,No,0.98363,52,52,0.94879,1.01846
2012,Hamburg,5th Quintile,No,0.99620,60,60,0.98049,1.01190
2012,Lower Saxony,1st Quintile,No,0.97561,297,297,0.95804,0.99319
2012,Lower Saxony,2nd Quintile,No,0.99255,304,304,0.98287,1.00223
2012,Lower Saxony,3rd Quintile,No,0.97346,282,282,0.95466,0.99225
2012,Lower Saxony,4th Quintile,No,0.94875,269,269,0.92235,0.97515
2012,Lower Saxony,5th Quintile,No,0.94738,275,275,0.92095,0.97382
2012,Bremen,1st Quintile,No,0.99332,34,34,0.96553,1.02111
2012,North Rhine-Westphalia,1st Quintile,No,0.99265,734,734,0.98647,0.99883
2012,North Rhine-Westphalia,2nd Quintile,No,0.99627,597,597,0.99137,1.00116
2012,North Rhine-Westphalia,3rd Quintile,No,0.97785,563,563,0.96568,0.99002
2012,North Rhine-Westphalia,4th Quintile,No,0.96474,561,561,0.94946,0.98001
2012,North Rhine-Westphalia,5th Quintile,Yes,0.05473,34,691,0.03775,0.07170
2012,North Rhine-Westphalia,5th Quintile,No,0.94527,657,691,0.92830,0.96225
2012,Hesse,1st Quintile,No,0.97325,202,202,0.95094,0.99556
2012,Hesse,2nd Quintile,No,0.99862,221,221,0.99372,1.00352
2012,Hesse,3rd Quintile,No,0.98944,206,206,0.97544,1.00343
2012,Hesse,4th Quintile,No,0.97806,203,203,0.95786,0.99826
2012,Hesse,5th Quintile,No,0.98683,278,278,0.97341,1.00026
2012,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.99830,193,193,0.99248,1.00412
2012,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.94687,191,191,0.91498,0.97877
2012,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.93576,180,180,0.89985,0.97168
2012,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.94892,163,163,0.91502,0.98282
2012,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.96131,163,163,0.93161,0.99101
2012,Baden-Wuerttemberg,1st Quintile,No,0.96799,282,282,0.94740,0.98857
2012,Baden-Wuerttemberg,2nd Quintile,No,0.96633,345,345,0.94727,0.98539
2012,Baden-Wuerttemberg,3rd Quintile,No,0.97416,359,359,0.95772,0.99059
2012,Baden-Wuerttemberg,4th Quintile,Yes,0.05143,32,408,0.02997,0.07289
2012,Baden-Wuerttemberg,4th Quintile,No,0.94857,376,408,0.92711,0.97003
2012,Baden-Wuerttemberg,5th Quintile,No,0.92958,433,433,0.90546,0.95371
2012,Bavaria,1st Quintile,No,0.96963,441,441,0.95360,0.98567
2012,Bavaria,2nd Quintile,No,0.96458,479,479,0.94801,0.98115
2012,Bavaria,3rd Quintile,No,0.96979,482,482,0.95450,0.98509
2012,Bavaria,4th Quintile,Yes,0.04315,34,523,0.02572,0.06058
2012,Bavaria,4th Quintile,No,0.95295,489,523,0.93478,0.97111
2012,Bavaria,5th Quintile,No,0.94652,522,522,0.92720,0.96584
2012,Berlin,1st Quintile,No,0.99023,174,174,0.97558,1.00489
2012,Berlin,2nd Quintile,No,0.98759,149,149,0.96976,1.00543
2012,Berlin,3rd Quintile,No,0.99604,124,124,0.98495,1.00714
2012,Berlin,4th Quintile,No,0.99930,120,120,0.99454,1.00406
2012,Berlin,5th Quintile,No,0.97337,124,124,0.94492,1.00182
2012,Brandenburg,2nd Quintile,No,0.99861,142,142,0.99246,1.00476
2012,Brandenburg,3rd Quintile,No,0.96540,132,132,0.93410,0.99670
2012,Brandenburg,4th Quintile,No,0.96811,112,112,0.93542,1.00080
2012,Brandenburg,5th Quintile,No,0.93980,81,81,0.88768,0.99192
2012,Mecklenburg-Western Pomerania,3rd Quintile,No,0.95639,78,78,0.91077,1.00201
2012,Mecklenburg-Western Pomerania,4th Quintile,No,0.95575,52,52,0.89930,1.01219
2012,Mecklenburg-Western Pomerania,5th Quintile,No,0.97333,43,43,0.92460,1.02206
2012,Saxony,1st Quintile,No,0.98323,295,295,0.96856,0.99791
2012,Saxony,2nd Quintile,No,0.99730,247,247,0.99083,1.00378
2012,Saxony,3rd Quintile,No,0.97430,259,259,0.95499,0.99361
2012,Saxony,4th Quintile,No,0.95178,148,148,0.91715,0.98642
2012,Saxony,5th Quintile,No,0.85003,87,87,0.77457,0.92549
2012,Saxony-Anhalt,2nd Quintile,No,0.99391,128,128,0.98038,1.00744
2012,Saxony-Anhalt,3rd Quintile,No,0.99442,114,114,0.98069,1.00815
2012,Saxony-Anhalt,4th Quintile,No,0.94563,104,104,0.90184,0.98942
2012,Saxony-Anhalt,5th Quintile,No,0.92678,69,69,0.86486,0.98869
2012,Thuringa,1st Quintile,No,0.96125,173,173,0.93241,0.99009
2012,Thuringa,2nd Quintile,No,0.99919,123,123,0.99412,1.00425
2012,Thuringa,3rd Quintile,No,0.96836,158,158,0.94098,0.99574
2012,Thuringa,4th Quintile,No,0.99964,97,97,0.99584,1.00344
2012,Thuringa,5th Quintile,No,0.88577,77,77,0.81425,0.95728
2013,Schleswig-Holstein,1st Quintile,No,0.99912,195,195,0.99496,1.00329
2013,Schleswig-Holstein,2nd Quintile,No,0.93684,129,129,0.89470,0.97898
2013,Schleswig-Holstein,3rd Quintile,No,0.99547,117,117,0.98325,1.00769
2013,Schleswig-Holstein,4th Quintile,No,0.98938,112,112,0.97031,1.00845
2013,Schleswig-Holstein,5th Quintile,No,0.92856,81,81,0.87212,0.98500
2013,Lower Saxony,1st Quintile,No,0.97308,371,371,0.95659,0.98957
2013,Lower Saxony,2nd Quintile,No,0.98241,329,329,0.96818,0.99663
2013,Lower Saxony,3rd Quintile,No,0.98827,279,279,0.97562,1.00093
2013,Lower Saxony,4th Quintile,No,0.97114,300,300,0.95216,0.99012
2013,Lower Saxony,5th Quintile,No,0.94965,296,296,0.92470,0.97460
2013,North Rhine-Westphalia,1st Quintile,No,0.99142,935,935,0.98550,0.99733
2013,North Rhine-Westphalia,2nd Quintile,No,0.99097,723,723,0.98408,0.99787
2013,North Rhine-Westphalia,3rd Quintile,No,0.97157,608,608,0.95835,0.98479
2013,North Rhine-Westphalia,4th Quintile,No,0.96107,586,586,0.94539,0.97674
2013,North Rhine-Westphalia,5th Quintile,Yes,0.04134,39,744,0.02702,0.05565
2013,North Rhine-Westphalia,5th Quintile,No,0.95866,705,744,0.94435,0.97298
2013,Hesse,1st Quintile,No,0.98932,278,278,0.97721,1.00142
2013,Hesse,2nd Quintile,No,0.98936,241,241,0.97639,1.00234
2013,Hesse,3rd Quintile,No,0.98614,240,240,0.97132,1.00096
2013,Hesse,4th Quintile,No,0.97208,195,195,0.94890,0.99526
2013,Hesse,5th Quintile,No,0.96462,318,318,0.94428,0.98496
2013,"Rhineland-Palatinate, Saarland",1st Quintile,No,0.99793,240,240,0.99217,1.00369
2013,"Rhineland-Palatinate, Saarland",2nd Quintile,No,0.93000,194,194,0.89401,0.96600
2013,"Rhineland-Palatinate, Saarland",3rd Quintile,No,0.98085,199,199,0.96175,0.99994
2013,"Rhineland-Palatinate, Saarland",4th Quintile,No,0.93603,165,165,0.89858,0.97348
2013,"Rhineland-Palatinate, Saarland",5th Quintile,No,0.94528,183,183,0.91224,0.97832
2013,Baden-Wuerttemberg,1st Quintile,No,0.98987,351,351,0.97938,1.00036
2013,Baden-Wuerttemberg,2nd Quintile,No,0.97123,404,404,0.95491,0.98755
2013,Baden-Wuerttemberg,3rd Quintile,Yes,0.04692,37,432,0.02696,0.06688
2013,Baden-Wuerttemberg,3rd Quintile,No,0.95308,395,432,0.93312,0.97304
2013,Baden-Wuerttemberg,4th Quintile,Yes,0.06098,32,456,0.03899,0.08296
2013,Baden-Wuerttemberg,4th Quintile,No,0.93902,424,456,0.91704,0.96101
2013,Baden-Wuerttemberg,5th Quintile,Yes,0.04380,32,471,0.02530,0.06231
2013,Baden-Wuerttemberg,5th Quintile,No,0.95324,439,471,0.93416,0.97233
2013,Bavaria,1st Quintile,No,0.97642,501,501,0.96312,0.98972
2013,Bavaria,2nd Quintile,No,0.98545,601,601,0.97587,0.99503
2013,Bavaria,3rd Quintile,No,0.98168,552,552,0.97048,0.99288
2013,Bavaria,4th Quintile,No,0.96091,525,525,0.94432,0.97751
2013,Bavaria,5th Quintile,Yes,0.06539,37,597,0.04554,0.08524
2013,Bavaria,5th Quintile,No,0.93461,560,597,0.91476,0.95446
2013,Berlin,4th Quintile,No,0.99943,137,137,0.99543,1.00343
2013,Berlin,5th Quintile,No,0.99514,113,113,0.98226,1.00802
2013,Brandenburg,1st Quintile,No,0.99834,202,202,0.99271,1.00397
2013,Brandenburg,2nd Quintile,No,0.99678,165,165,0.98811,1.00545
2013,Brandenburg,3rd Quintile,No,0.98483,133,133,0.96397,1.00568
2013,Brandenburg,4th Quintile,No,0.97808,85,85,0.94676,1.00939
2013,Brandenburg,5th Quintile,No,0.94500,73,73,0.89234,0.99766
2013,Mecklenburg-Western Pomerania,1st Quintile,No,0.99308,133,133,0.97894,1.00722
2013,Mecklenburg-Western Pomerania,3rd Quintile,No,0.99180,68,68,0.97019,1.01340
2013,Mecklenburg-Western Pomerania,4th Quintile,No,0.94501,46,46,0.87840,1.01162
2013,Mecklenburg-Western Pomerania,5th Quintile,No,0.94292,37,37,0.86713,1.01871
2013,Saxony,1st Quintile,No,0.99966,274,274,0.99746,1.00185
2013,Saxony,2nd Quintile,No,0.99085,301,301,0.98008,1.00163
2013,Saxony,3rd Quintile,No,0.94903,214,214,0.91949,0.97856
2013,Saxony,4th Quintile,No,0.92961,140,140,0.88708,0.97214
2013,Saxony,5th Quintile,No,0.86544,84,84,0.79202,0.93885
2013,Saxony-Anhalt,1st Quintile,No,0.99601,211,211,0.98749,1.00454
2013,Saxony-Anhalt,2nd Quintile,No,0.99132,157,157,0.97676,1.00588
2013,Saxony-Anhalt,3rd Quintile,No,0.99598,117,117,0.98445,1.00750
2013,Saxony-Anhalt,4th Quintile,No,0.91043,80,80,0.84746,0.97340
2013,Saxony-Anhalt,5th Quintile,No,0.93791,53,53,0.87232,1.00350
2013,Thuringa,2nd Quintile,No,0.95313,167,167,0.92098,0.98528
2013,Thuringa,3rd Quintile,No,0.99893,125,125,0.99319,1.00468
2013,Thuringa,4th Quintile,No,0.99767,94,94,0.98786,1.00747
2013,Thuringa,5th Quintile,No,0.86305,49,49,0.76579,0.96031
2014,Schleswig-Holstein,1st Quintile,No,0.99474,146,146,0.98297,1.00651
2014,Schleswig-Holstein,2nd Quintile,No,0.99818,117,117,0.99041,1.00594
2014,Schleswig-Holstein,4th Quintile,No,0.97877,108,108,0.95145,1.00608
2014,Schleswig-Holstein,5th Quintile,No,0.99407,86,86,0.97775,1.01039
2014,Hamburg,2nd Quintile,No,0.95754,64,64,0.90775,1.00733
2014,Hamburg,5th Quintile,No,0.92180,54,54,0.84952,0.99409
