year,quintil_oecd_hh,sampreg,hgeqpnrj,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,2nd Quintile,East,No,0.98801,945,945,0.98106,0.99495
2013,3rd Quintile,West,Yes,0.02070,98,2649,0.01527,0.02612
2013,3rd Quintile,West,No,0.97782,2551,2649,0.97221,0.98343
2013,3rd Quintile,East,No,0.97940,716,716,0.96899,0.98981
2013,4th Quintile,West,Yes,0.03725,123,2587,0.02995,0.04455
2013,4th Quintile,West,No,0.96151,2464,2587,0.95409,0.96892
2013,4th Quintile,East,No,0.95641,504,504,0.93857,0.97425
2013,5th Quintile,West,Yes,0.04638,157,2893,0.03872,0.05405
2013,5th Quintile,West,No,0.95313,2736,2893,0.94542,0.96083
2013,5th Quintile,East,No,0.91899,339,339,0.88991,0.94808
2014,1st Quintile,West,Yes,0.01433,33,2557,0.00972,0.01894
2014,1st Quintile,West,No,0.98217,2524,2557,0.97704,0.98730
2014,1st Quintile,East,No,0.99238,887,887,0.98666,0.99811
2014,2nd Quintile,West,Yes,0.02018,74,2452,0.01461,0.02575
2014,2nd Quintile,West,No,0.97853,2378,2452,0.97279,0.98426
2014,2nd Quintile,East,No,0.98863,852,852,0.98150,0.99575
2014,3rd Quintile,West,Yes,0.03520,100,2376,0.02779,0.04261
2014,3rd Quintile,West,No,0.96330,2276,2376,0.95574,0.97086
2014,3rd Quintile,East,No,0.98978,712,712,0.98239,0.99717
2014,4th Quintile,West,Yes,0.04710,142,2397,0.03862,0.05558
2014,4th Quintile,West,No,0.95290,2255,2397,0.94442,0.96138
2014,4th Quintile,East,No,0.93797,501,501,0.91682,0.95911
2014,5th Quintile,West,Yes,0.05392,161,2650,0.04532,0.06252
2014,5th Quintile,West,No,0.94428,2489,2650,0.93554,0.95301
2014,5th Quintile,East,Yes,0.08934,34,368,0.06016,0.11852
2014,5th Quintile,East,No,0.91066,334,368,0.88148,0.93984
2015,1st Quintile,West,No,0.98374,2635,2635,0.97891,0.98857
2015,1st Quintile,East,No,0.99395,870,870,0.98880,0.99911
2015,2nd Quintile,West,Yes,0.01781,62,2457,0.01258,0.02304
2015,2nd Quintile,West,No,0.98108,2395,2457,0.97569,0.98647
2015,2nd Quintile,East,No,0.97547,897,897,0.96534,0.98560
2015,3rd Quintile,West,Yes,0.03312,101,2370,0.02591,0.04032
2015,3rd Quintile,West,No,0.96461,2269,2370,0.95717,0.97205
2015,3rd Quintile,East,No,0.96751,626,626,0.95360,0.98141
2015,4th Quintile,West,Yes,0.04113,128,2339,0.03308,0.04918
2015,4th Quintile,West,No,0.95754,2211,2339,0.94937,0.96572
2015,4th Quintile,East,No,0.96124,469,469,0.94375,0.97873
2015,5th Quintile,West,Yes,0.04641,148,2626,0.03836,0.05446
2015,5th Quintile,West,No,0.95175,2478,2626,0.94355,0.95995
2015,5th Quintile,East,Yes,0.08394,33,346,0.05468,0.11320
2015,5th Quintile,East,No,0.91606,313,346,0.88680,0.94532
2016,1st Quintile,West,Yes,0.01558,32,2272,0.01049,0.02068
2016,1st Quintile,West,No,0.95209,2240,2272,0.94330,0.96087
2016,1st Quintile,East,No,0.97283,813,813,0.96164,0.98401
2016,2nd Quintile,West,Yes,0.01796,66,2239,0.01245,0.02346
2016,2nd Quintile,West,No,0.98167,2173,2239,0.97612,0.98723
2016,2nd Quintile,East,No,0.99037,788,788,0.98355,0.99719
2016,3rd Quintile,West,Yes,0.03017,90,2069,0.02280,0.03755
2016,3rd Quintile,West,No,0.96521,1979,2069,0.95731,0.97311
2016,3rd Quintile,East,No,0.96265,653,653,0.94810,0.97721
2016,4th Quintile,West,Yes,0.04352,124,2204,0.03500,0.05204
2016,4th Quintile,West,No,0.95613,2080,2204,0.94758,0.96468
2016,4th Quintile,East,No,0.93096,430,430,0.90697,0.95495
2016,5th Quintile,West,Yes,0.05480,132,2428,0.04574,0.06385
2016,5th Quintile,West,No,0.94500,2296,2428,0.93593,0.95407
2016,5th Quintile,East,No,0.90041,298,298,0.86636,0.93447
2017,1st Quintile,West,Yes,0.01785,32,2316,0.01246,0.02324
2017,1st Quintile,West,No,0.94436,2284,2316,0.93503,0.95370
2017,1st Quintile,East,No,0.97458,872,872,0.96412,0.98503
2017,2nd Quintile,West,Yes,0.02251,67,2327,0.01648,0.02854
2017,2nd Quintile,West,No,0.97263,2260,2327,0.96600,0.97926
2017,2nd Quintile,East,No,0.97538,888,888,0.96519,0.98558
2017,3rd Quintile,West,Yes,0.04009,117,2364,0.03218,0.04800
2017,3rd Quintile,West,No,0.95977,2247,2364,0.95185,0.96769
2017,3rd Quintile,East,No,0.96102,700,700,0.94667,0.97537
2017,4th Quintile,West,Yes,0.04385,140,2512,0.03584,0.05186
2017,4th Quintile,West,No,0.95513,2372,2512,0.94703,0.96322
2017,4th Quintile,East,Yes,0.05952,39,529,0.03934,0.07970
2017,4th Quintile,East,No,0.93605,490,529,0.91518,0.95692
2017,5th Quintile,West,Yes,0.06478,201,2713,0.05551,0.07404
2017,5th Quintile,West,No,0.93455,2512,2713,0.92524,0.94386
2017,5th Quintile,East,No,0.93883,357,357,0.91393,0.96372
2018,1st Quintile,West,Yes,0.01888,37,2362,0.01339,0.02437
2018,1st Quintile,West,No,0.94536,2325,2362,0.93619,0.95453
2018,1st Quintile,East,No,0.96658,935,935,0.95505,0.97811
2018,2nd Quintile,West,Yes,0.02199,62,2351,0.01606,0.02792
2018,2nd Quintile,West,No,0.97515,2289,2351,0.96886,0.98145
2018,2nd Quintile,East,No,0.97442,922,922,0.96422,0.98462
2018,3rd Quintile,West,Yes,0.03563,102,2259,0.02798,0.04328
2018,3rd Quintile,West,No,0.96069,2157,2259,0.95268,0.96871
2018,3rd Quintile,East,No,0.94638,654,654,0.92910,0.96366
2018,4th Quintile,West,Yes,0.04597,129,2377,0.03755,0.05439
2018,4th Quintile,West,No,0.94831,2248,2377,0.93941,0.95722
2018,4th Quintile,East,Yes,0.05853,33,497,0.03787,0.07919
2018,4th Quintile,East,No,0.93600,464,497,0.91446,0.95754
2018,5th Quintile,West,Yes,0.07222,205,2642,0.06235,0.08209
2018,5th Quintile,West,No,0.92509,2437,2642,0.91504,0.93513
2018,5th Quintile,East,No,0.93977,338,338,0.91437,0.96517
2019,1st Quintile,West,No,0.80598,1684,1684,0.78709,0.82488
2019,1st Quintile,East,No,0.86354,708,708,0.83824,0.88885
2019,2nd Quintile,West,Yes,0.03056,70,1889,0.02280,0.03833
2019,2nd Quintile,West,No,0.87475,1819,1889,0.85982,0.88968
2019,2nd Quintile,East,No,0.89652,714,714,0.87416,0.91888
2019,3rd Quintile,West,Yes,0.02049,70,1898,0.01411,0.02686
2019,3rd Quintile,West,No,0.89501,1828,1898,0.88121,0.90880
2019,3rd Quintile,East,No,0.88027,589,589,0.85403,0.90651
2019,4th Quintile,West,Yes,0.04502,122,2013,0.03596,0.05408
2019,4th Quintile,West,No,0.87450,1891,2013,0.86002,0.88898
2019,4th Quintile,East,No,0.86279,421,421,0.82988,0.89570
2019,5th Quintile,West,Yes,0.05562,175,2250,0.04615,0.06509
2019,5th Quintile,West,No,0.82487,2075,2250,0.80916,0.84058
2019,5th Quintile,East,No,0.78363,312,312,0.73786,0.82939
2020,1st Quintile,West,Yes,0.01763,42,2603,0.01257,0.02268
2020,1st Quintile,West,No,0.93236,2561,2603,0.92271,0.94201
2020,1st Quintile,East,No,0.94567,803,803,0.92998,0.96136
2020,2nd Quintile,West,Yes,0.03419,67,2464,0.02701,0.04137
2020,2nd Quintile,West,No,0.95820,2397,2464,0.95029,0.96610
2020,2nd Quintile,East,No,0.98246,841,841,0.97358,0.99133
2020,3rd Quintile,West,Yes,0.02960,76,2213,0.02254,0.03666
2020,3rd Quintile,West,No,0.96565,2137,2213,0.95806,0.97324
2020,3rd Quintile,East,No,0.95348,634,634,0.93707,0.96988
2020,4th Quintile,West,Yes,0.03874,123,2335,0.03091,0.04657
2020,4th Quintile,West,No,0.95441,2212,2335,0.94595,0.96288
2020,4th Quintile,East,Yes,0.09045,41,517,0.06570,0.11520
2020,4th Quintile,East,No,0.90746,476,517,0.88245,0.93246
2020,5th Quintile,West,Yes,0.04865,227,3142,0.04113,0.05618
2020,5th Quintile,West,No,0.94632,2915,3142,0.93844,0.95420
2020,5th Quintile,East,Yes,0.05199,57,573,0.03380,0.07019
2020,5th Quintile,East,No,0.94455,516,573,0.92579,0.96330
2021,1st Quintile,West,No,0.81291,1273,1273,0.79148,0.83434
2021,1st Quintile,East,No,0.83844,470,470,0.80513,0.87175
2021,2nd Quintile,West,Yes,0.03643,50,1450,0.02679,0.04608
2021,2nd Quintile,West,No,0.85499,1400,1450,0.83686,0.87312
2021,2nd Quintile,East,No,0.88413,515,515,0.85646,0.91180
2021,3rd Quintile,West,Yes,0.03501,60,1407,0.02540,0.04462
2021,3rd Quintile,West,No,0.87151,1347,1407,0.85402,0.88900
2021,3rd Quintile,East,No,0.87768,423,423,0.84642,0.90894
2021,4th Quintile,West,Yes,0.03696,87,1530,0.02750,0.04641
2021,4th Quintile,West,No,0.85428,1443,1530,0.83659,0.87196
2021,4th Quintile,East,No,0.82431,332,332,0.78332,0.86531
2021,5th Quintile,West,Yes,0.03816,135,2054,0.02987,0.04645
2021,5th Quintile,West,No,0.86680,1919,2054,0.85210,0.88150
2021,5th Quintile,East,Yes,0.09147,33,372,0.06214,0.12081
2021,5th Quintile,East,No,0.77908,339,372,0.73686,0.82129
2022,1st Quintile,West,Yes,0.03397,153,3375,0.02786,0.04008
2022,1st Quintile,West,No,0.93390,3222,3375,0.92551,0.94228
2022,1st Quintile,East,Yes,0.02438,41,1121,0.01534,0.03341
2022,1st Quintile,East,No,0.95097,1080,1121,0.93832,0.96362
2022,2nd Quintile,West,Yes,0.02977,129,2860,0.02354,0.03600
2022,2nd Quintile,West,No,0.95039,2731,2860,0.94243,0.95835
2022,2nd Quintile,East,Yes,0.03087,37,988,0.02008,0.04166
2022,2nd Quintile,East,No,0.94791,951,988,0.93404,0.96177
2022,3rd Quintile,West,Yes,0.04530,174,2570,0.03726,0.05334
2022,3rd Quintile,West,No,0.94769,2396,2570,0.93907,0.95630
2022,3rd Quintile,East,Yes,0.04394,49,815,0.02986,0.05803
2022,3rd Quintile,East,No,0.95032,766,815,0.93539,0.96525
2022,4th Quintile,West,Yes,0.06386,192,2771,0.05476,0.07297
2022,4th Quintile,West,No,0.93083,2579,2771,0.92138,0.94028
2022,4th Quintile,East,Yes,0.05996,37,638,0.04153,0.07840
2022,4th Quintile,East,No,0.93631,601,638,0.91734,0.95527
2022,5th Quintile,West,Yes,0.08488,345,3241,0.07528,0.09448
2022,5th Quintile,West,No,0.91221,2896,3241,0.90247,0.92195
2022,5th Quintile,East,Yes,0.08753,64,582,0.06455,0.11051
2022,5th Quintile,East,No,0.91025,518,582,0.88701,0.93349
