year,age_gr,bula_h,plb0240,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1989,30-45 y.,North Rhine-Westphalia,Part-time,0.08240,69,69,0.01704,0.14776
1989,30-45 y.,Baden-Wuerttemberg,Part-time,0.08381,44,44,0.00099,0.16664
1989,30-45 y.,Bavaria,Part-time,0.07306,34,34,-0.01573,0.16185
1991,17-29 y.,Lower Saxony,Full-time,0.15577,46,46,0.04982,0.26173
1991,17-29 y.,North Rhine-Westphalia,Full-time,0.17557,133,174,0.11888,0.23227
1991,17-29 y.,North Rhine-Westphalia,Part-time,0.05733,41,174,0.02269,0.09197
1991,17-29 y.,Hesse,Full-time,0.17999,44,44,0.06516,0.29482
1991,17-29 y.,Baden-Wuerttemberg,Full-time,0.14442,75,75,0.06433,0.22451
1991,17-29 y.,Bavaria,Full-time,0.13375,61,61,0.04762,0.21988
1991,17-29 y.,Saxony,Full-time,0.14950,46,46,0.04531,0.25368
1991,17-29 y.,Thuringa,Full-time,0.21102,35,35,0.07386,0.34817
1991,30-45 y.,North Rhine-Westphalia,Part-time,0.07290,62,62,0.00766,0.13815
1991,30-45 y.,Baden-Wuerttemberg,Part-time,0.08317,43,43,-0.00034,0.16669
1991,30-45 y.,Bavaria,Part-time,0.08501,39,39,-0.00367,0.17368
1992,17-29 y.,Lower Saxony,Full-time,0.17657,51,51,0.07088,0.28226
1992,17-29 y.,North Rhine-Westphalia,Full-time,0.20951,139,177,0.14939,0.26964
1992,17-29 y.,North Rhine-Westphalia,Part-time,0.04845,38,177,0.01673,0.08017
1992,17-29 y.,Hesse,Full-time,0.16594,47,47,0.05843,0.27345
1992,17-29 y.,"Rhineland-Palatinate, Saarland",Full-time,0.18193,31,31,0.04388,0.31999
1992,17-29 y.,Baden-Wuerttemberg,Full-time,0.17405,91,91,0.09571,0.25238
1992,17-29 y.,Bavaria,Full-time,0.13186,55,86,0.05993,0.20379
1992,17-29 y.,Bavaria,Part-time,0.06015,31,86,0.00960,0.11070
1992,17-29 y.,Berlin,Full-time,0.18459,31,31,0.04576,0.32342
1992,17-29 y.,Brandenburg,Full-time,0.23345,36,36,0.09330,0.37360
1992,17-29 y.,Saxony,Full-time,0.18801,48,48,0.07630,0.29971
1992,17-29 y.,Saxony-Anhalt,Full-time,0.20334,40,40,0.07702,0.32966
1992,17-29 y.,Thuringa,Full-time,0.23784,40,40,0.10421,0.37146
1992,30-45 y.,North Rhine-Westphalia,Part-time,0.08285,73,73,0.01917,0.14652
1992,30-45 y.,Baden-Wuerttemberg,Part-time,0.07356,40,40,-0.00837,0.15549
1992,30-45 y.,Bavaria,Part-time,0.08458,42,42,-0.00059,0.16976
1992,30-45 y.,Saxony,Full-time,0.11119,41,41,0.01377,0.20861
1992,46-65 y.,Saxony,Full-time,0.09064,34,34,-0.00732,0.18859
1993,17-29 y.,Lower Saxony,Full-time,0.20434,58,58,0.09966,0.30902
1993,17-29 y.,North Rhine-Westphalia,Full-time,0.20539,140,194,0.14840,0.26239
1993,17-29 y.,North Rhine-Westphalia,Part-time,0.06016,54,194,0.02661,0.09370
1993,17-29 y.,Hesse,Full-time,0.16276,35,35,0.03868,0.28684
1993,17-29 y.,Baden-Wuerttemberg,Full-time,0.16071,94,94,0.08607,0.23536
1993,17-29 y.,Bavaria,Full-time,0.14932,61,94,0.07688,0.22175
1993,17-29 y.,Bavaria,Part-time,0.05929,33,94,0.01129,0.10729
1993,17-29 y.,Brandenburg,Full-time,0.18546,31,31,0.04638,0.32455
1993,17-29 y.,Saxony,Full-time,0.16277,40,40,0.04691,0.27863
1993,17-29 y.,Saxony-Anhalt,Full-time,0.17317,31,31,0.03777,0.30858
1993,17-29 y.,Thuringa,Full-time,0.24496,41,41,0.11168,0.37823
1993,30-45 y.,North Rhine-Westphalia,Part-time,0.08025,63,63,0.01262,0.14788
1993,30-45 y.,Baden-Wuerttemberg,Part-time,0.10368,44,44,0.01256,0.19480
1993,30-45 y.,Bavaria,Part-time,0.06350,35,35,-0.01847,0.14547
1993,30-45 y.,Saxony,Full-time,0.12975,45,45,0.03046,0.22905
1994,17-29 y.,Lower Saxony,Full-time,0.16371,46,46,0.05560,0.27182
1994,17-29 y.,North Rhine-Westphalia,Full-time,0.22373,144,182,0.16302,0.28444
1994,17-29 y.,North Rhine-Westphalia,Part-time,0.04496,38,182,0.01477,0.07515
1994,17-29 y.,Hesse,Full-time,0.17715,40,40,0.05733,0.29698
1994,17-29 y.,Baden-Wuerttemberg,Full-time,0.20291,98,132,0.13404,0.27177
1994,17-29 y.,Baden-Wuerttemberg,Part-time,0.05480,34,132,0.01583,0.09378
1994,17-29 y.,Bavaria,Full-time,0.17647,59,59,0.07836,0.27458
1994,17-29 y.,Saxony,Full-time,0.21690,53,53,0.10488,0.32892
1994,17-29 y.,Thuringa,Full-time,0.27419,38,38,0.13044,0.41793
1994,30-45 y.,North Rhine-Westphalia,Full-time,0.03545,32,113,0.00120,0.06970
1994,30-45 y.,North Rhine-Westphalia,Part-time,0.09419,81,113,0.04009,0.14829
1994,30-45 y.,Baden-Wuerttemberg,Part-time,0.06766,35,35,-0.01677,0.15208
1994,30-45 y.,Bavaria,Part-time,0.08409,42,42,-0.00086,0.16904
1994,30-45 y.,Saxony,Full-time,0.09524,34,34,-0.00492,0.19540
1994,46-65 y.,Saxony,Full-time,0.09046,31,31,-0.01218,0.19311
1995,17-29 y.,Lower Saxony,Full-time,0.20086,58,58,0.09685,0.30487
1995,17-29 y.,North Rhine-Westphalia,Full-time,0.20662,137,175,0.14646,0.26678
1995,17-29 y.,North Rhine-Westphalia,Part-time,0.04474,38,175,0.01402,0.07546
1995,17-29 y.,Hesse,Full-time,0.16747,36,36,0.04377,0.29118
1995,17-29 y.,"Rhineland-Palatinate, Saarland",Full-time,0.23994,34,34,0.09424,0.38565
1995,17-29 y.,Baden-Wuerttemberg,Full-time,0.18703,98,129,0.11948,0.25459
1995,17-29 y.,Baden-Wuerttemberg,Part-time,0.06313,31,129,0.02100,0.10526
1995,17-29 y.,Bavaria,Full-time,0.18145,70,70,0.09051,0.27238
1995,17-29 y.,Berlin,Full-time,0.27093,38,38,0.12772,0.41413
1995,17-29 y.,Saxony,Full-time,0.16820,47,47,0.06011,0.27629
1995,30-45 y.,North Rhine-Westphalia,Full-time,0.03763,42,134,0.00529,0.06997
1995,30-45 y.,North Rhine-Westphalia,Part-time,0.09872,92,134,0.04802,0.14941
1995,30-45 y.,Baden-Wuerttemberg,Part-time,0.08529,42,42,-0.00021,0.17079
1995,30-45 y.,Bavaria,Part-time,0.09170,50,50,0.01089,0.17250
1996,17-29 y.,Lower Saxony,Full-time,0.20307,51,51,0.09156,0.31457
1996,17-29 y.,North Rhine-Westphalia,Full-time,0.21441,139,175,0.15342,0.27539
1996,17-29 y.,North Rhine-Westphalia,Part-time,0.05765,36,175,0.02302,0.09228
1996,17-29 y.,Hesse,Full-time,0.19662,42,42,0.07497,0.31828
1996,17-29 y.,Baden-Wuerttemberg,Full-time,0.18945,89,89,0.10758,0.27133
1996,17-29 y.,Bavaria,Full-time,0.21749,78,78,0.12535,0.30964
1996,17-29 y.,Saxony,Full-time,0.13606,39,39,0.02705,0.24507
1996,17-29 y.,Saxony-Anhalt,Full-time,0.21654,37,37,0.08199,0.35109
1996,17-29 y.,Thuringa,Full-time,0.24812,33,33,0.09847,0.39778
1996,30-45 y.,Lower Saxony,Part-time,0.07523,32,32,-0.01762,0.16807
1996,30-45 y.,North Rhine-Westphalia,Full-time,0.02750,31,116,-0.00239,0.05739
1996,30-45 y.,North Rhine-Westphalia,Part-time,0.08404,85,116,0.03333,0.13475
1996,30-45 y.,Baden-Wuerttemberg,Part-time,0.09323,48,48,0.01010,0.17635
1996,30-45 y.,Bavaria,Part-time,0.07909,48,48,0.00193,0.15624
1997,17-29 y.,Lower Saxony,Full-time,0.16937,41,41,0.05313,0.28561
1997,17-29 y.,North Rhine-Westphalia,Full-time,0.18871,116,191,0.13307,0.24435
1997,17-29 y.,North Rhine-Westphalia,Part-time,0.07580,44,191,0.03816,0.11343
1997,17-29 y.,North Rhine-Westphalia,Either,0.05714,31,191,0.02414,0.09015
1997,17-29 y.,Hesse,Full-time,0.15917,31,31,0.02826,0.29009
1997,17-29 y.,Baden-Wuerttemberg,Full-time,0.18905,81,81,0.10325,0.27485
1997,17-29 y.,Bavaria,Full-time,0.20939,69,69,0.11269,0.30610
1997,17-29 y.,Saxony,Full-time,0.20430,49,49,0.09024,0.31836
1997,17-29 y.,Thuringa,Full-time,0.20245,34,34,0.06535,0.33956
1997,30-45 y.,Lower Saxony,Part-time,0.07992,31,31,-0.01712,0.17696
1997,30-45 y.,North Rhine-Westphalia,Full-time,0.04433,49,119,0.00719,0.08146
1997,30-45 y.,North Rhine-Westphalia,Part-time,0.07053,70,119,0.02433,0.11673
1997,30-45 y.,Hesse,Part-time,0.11637,39,39,0.01441,0.21832
1997,30-45 y.,Baden-Wuerttemberg,Part-time,0.08189,51,51,0.00589,0.15790
1997,30-45 y.,Bavaria,Part-time,0.11012,60,60,0.03024,0.18999
1998,17-29 y.,Lower Saxony,Full-time,0.18348,45,45,0.06911,0.29785
1998,17-29 y.,North Rhine-Westphalia,Full-time,0.23133,143,184,0.17023,0.29242
1998,17-29 y.,North Rhine-Westphalia,Part-time,0.06580,41,184,0.02988,0.10172
1998,17-29 y.,Hesse,Full-time,0.15026,32,32,0.02447,0.27604
1998,17-29 y.,Baden-Wuerttemberg,Full-time,0.18167,85,85,0.09921,0.26412
1998,17-29 y.,Bavaria,Full-time,0.22184,73,73,0.12587,0.31781
1998,17-29 y.,Brandenburg,Full-time,0.19660,33,33,0.05890,0.33431
1998,17-29 y.,Saxony,Full-time,0.17495,52,52,0.07068,0.27922
1998,17-29 y.,Thuringa,Full-time,0.20415,35,35,0.06866,0.33964
1998,30-45 y.,North Rhine-Westphalia,Full-time,0.03727,37,115,0.00250,0.07204
1998,30-45 y.,North Rhine-Westphalia,Part-time,0.07560,78,115,0.02707,0.12413
1998,30-45 y.,Hesse,Part-time,0.11803,37,37,0.01263,0.22342
1998,30-45 y.,"Rhineland-Palatinate, Saarland",Part-time,0.09110,31,31,-0.01187,0.19408
1998,30-45 y.,Baden-Wuerttemberg,Part-time,0.08938,66,66,0.02003,0.15874
1998,30-45 y.,Bavaria,Part-time,0.11240,73,73,0.03944,0.18536
1998,30-45 y.,Saxony,Full-time,0.08709,32,32,-0.01217,0.18635
1998,30-45 y.,Thuringa,Full-time,0.14453,31,31,0.01870,0.27036
1999,17-29 y.,Lower Saxony,Full-time,0.21047,49,49,0.09515,0.32580
1999,17-29 y.,North Rhine-Westphalia,Full-time,0.17684,109,152,0.11598,0.23769
1999,17-29 y.,North Rhine-Westphalia,Part-time,0.07195,43,152,0.03074,0.11317
1999,17-29 y.,Hesse,Full-time,0.20249,35,35,0.06741,0.33757
1999,17-29 y.,Baden-Wuerttemberg,Full-time,0.19204,74,74,0.10168,0.28241
1999,17-29 y.,Bavaria,Full-time,0.15973,52,52,0.05918,0.26027
1999,17-29 y.,Brandenburg,Full-time,0.22519,31,31,0.07571,0.37466
1999,17-29 y.,Saxony,Full-time,0.17062,45,45,0.05947,0.28177
1999,17-29 y.,Saxony-Anhalt,Full-time,0.19099,36,36,0.06076,0.32121
1999,30-45 y.,North Rhine-Westphalia,Full-time,0.02890,32,93,-0.00533,0.06313
1999,30-45 y.,North Rhine-Westphalia,Part-time,0.05814,61,93,0.01032,0.10596
1999,30-45 y.,Baden-Wuerttemberg,Part-time,0.10157,57,57,0.02245,0.18069
1999,30-45 y.,Bavaria,Part-time,0.08325,52,52,0.00743,0.15907
1999,30-45 y.,Saxony,Full-time,0.08427,33,33,-0.01198,0.18053
1999,46-65 y.,Saxony,Full-time,0.08140,32,32,-0.01486,0.17766
2000,17-29 y.,Lower Saxony,Full-time,0.18353,74,74,0.09473,0.27233
2000,17-29 y.,North Rhine-Westphalia,Full-time,0.19077,193,282,0.14483,0.23670
2000,17-29 y.,North Rhine-Westphalia,Part-time,0.04395,52,282,0.01998,0.06792
2000,17-29 y.,North Rhine-Westphalia,Either,0.03919,37,282,0.01650,0.06188
2000,17-29 y.,Hesse,Full-time,0.19837,63,63,0.09911,0.29763
2000,17-29 y.,"Rhineland-Palatinate, Saarland",Full-time,0.20180,46,46,0.08454,0.31907
2000,17-29 y.,Baden-Wuerttemberg,Full-time,0.18685,134,168,0.12773,0.24597
2000,17-29 y.,Baden-Wuerttemberg,Part-time,0.05089,34,168,0.01755,0.08422
2000,17-29 y.,Bavaria,Full-time,0.15652,100,133,0.09453,0.21851
2000,17-29 y.,Bavaria,Part-time,0.04394,33,133,0.00898,0.07891
2000,17-29 y.,Berlin,Full-time,0.25158,38,38,0.11176,0.39140
2000,17-29 y.,Brandenburg,Full-time,0.24949,51,51,0.12955,0.36943
2000,17-29 y.,Mecklenburg-Western Pomerania,Full-time,0.25490,32,32,0.10148,0.40831
2000,17-29 y.,Saxony,Full-time,0.24322,85,85,0.15147,0.33497
2000,17-29 y.,Saxony-Anhalt,Full-time,0.22571,57,57,0.11622,0.33521
2000,17-29 y.,Thuringa,Full-time,0.23649,51,51,0.11870,0.35427
2000,30-45 y.,Lower Saxony,Part-time,0.06425,58,58,0.00059,0.12790
2000,30-45 y.,North Rhine-Westphalia,Full-time,0.02566,60,240,0.00562,0.04571
2000,30-45 y.,North Rhine-Westphalia,Part-time,0.07979,149,240,0.04544,0.11414
2000,30-45 y.,North Rhine-Westphalia,Either,0.01994,31,240,0.00222,0.03766
2000,30-45 y.,Hesse,Full-time,0.05643,31,100,0.01097,0.10188
2000,30-45 y.,Hesse,Part-time,0.10838,69,100,0.04714,0.16961
2000,30-45 y.,"Rhineland-Palatinate, Saarland",Part-time,0.08233,48,48,0.00375,0.16091
2000,30-45 y.,Baden-Wuerttemberg,Full-time,0.03070,38,137,0.00171,0.05969
2000,30-45 y.,Baden-Wuerttemberg,Part-time,0.08571,99,137,0.03866,0.13276
2000,30-45 y.,Bavaria,Part-time,0.07197,102,102,0.02157,0.12237
2000,30-45 y.,Saxony,Full-time,0.07688,49,49,0.00152,0.15225
2000,30-45 y.,Saxony-Anhalt,Full-time,0.13306,33,33,0.01538,0.25074
2000,46-65 y.,North Rhine-Westphalia,Full-time,0.02172,38,75,-0.01149,0.05494
2000,46-65 y.,North Rhine-Westphalia,Part-time,0.01956,37,75,-0.01199,0.05111
2000,46-65 y.,Saxony,Full-time,0.06327,41,41,-0.01217,0.13872
2001,17-29 y.,Lower Saxony,Full-time,0.22755,80,80,0.13509,0.32000
2001,17-29 y.,North Rhine-Westphalia,Full-time,0.19281,165,249,0.14371,0.24191
2001,17-29 y.,North Rhine-Westphalia,Part-time,0.05091,44,249,0.02355,0.07827
2001,17-29 y.,North Rhine-Westphalia,I'm not sure yet,0.04272,40,249,0.01755,0.06790
2001,17-29 y.,Hesse,Full-time,0.22652,57,57,0.11689,0.33615
2001,17-29 y.,"Rhineland-Palatinate, Saarland",Full-time,0.25327,53,53,0.13506,0.37147
2001,17-29 y.,Baden-Wuerttemberg,Full-time,0.17433,111,111,0.10343,0.24523
2001,17-29 y.,Bavaria,Full-time,0.18712,103,103,0.11143,0.26281
2001,17-29 y.,Berlin,Full-time,0.25766,43,43,0.12539,0.38993
2001,17-29 y.,Brandenburg,Full-time,0.17191,33,33,0.04118,0.30264
2001,17-29 y.,Saxony,Full-time,0.23055,76,76,0.13522,0.32587
2001,17-29 y.,Saxony-Anhalt,Full-time,0.28767,64,64,0.17589,0.39946
2001,17-29 y.,Thuringa,Full-time,0.30955,60,60,0.19158,0.42751
2001,30-45 y.,Lower Saxony,Part-time,0.06719,57,57,0.00162,0.13277
2001,30-45 y.,North Rhine-Westphalia,Full-time,0.03208,57,188,0.00682,0.05734
2001,30-45 y.,North Rhine-Westphalia,Part-time,0.07732,131,188,0.03904,0.11560
2001,30-45 y.,Hesse,Part-time,0.10635,56,56,0.02488,0.18783
2001,30-45 y.,"Rhineland-Palatinate, Saarland",Part-time,0.10434,56,56,0.02355,0.18514
2001,30-45 y.,Baden-Wuerttemberg,Part-time,0.07606,72,72,0.01440,0.13773
2001,30-45 y.,Bavaria,Full-time,0.02746,31,121,-0.00178,0.05670
2001,30-45 y.,Bavaria,Part-time,0.08066,90,121,0.03193,0.12938
2001,30-45 y.,Brandenburg,Full-time,0.14030,33,33,0.01997,0.26063
2001,30-45 y.,Saxony,Full-time,0.07944,43,43,-0.00235,0.16122
2001,46-65 y.,North Rhine-Westphalia,Full-time,0.02998,34,34,-0.02820,0.08816
2001,46-65 y.,Saxony,Full-time,0.08888,48,48,0.00752,0.17023
2002,17-29 y.,Lower Saxony,Full-time,0.21666,75,75,0.12280,0.31053
2002,17-29 y.,North Rhine-Westphalia,Full-time,0.23894,206,287,0.18952,0.28837
2002,17-29 y.,North Rhine-Westphalia,Part-time,0.05974,49,287,0.03227,0.08721
2002,17-29 y.,North Rhine-Westphalia,Either,0.04167,32,287,0.01851,0.06483
2002,17-29 y.,Hesse,Full-time,0.17276,63,63,0.07866,0.26686
2002,17-29 y.,"Rhineland-Palatinate, Saarland",Full-time,0.19535,44,44,0.07684,0.31385
2002,17-29 y.,Baden-Wuerttemberg,Full-time,0.21933,127,127,0.14708,0.29158
2002,17-29 y.,Bavaria,Full-time,0.16972,111,143,0.10798,0.23147
2002,17-29 y.,Bavaria,Part-time,0.06100,32,143,0.02163,0.10036
2002,17-29 y.,Berlin,Full-time,0.17069,33,33,0.04033,0.30105
2002,17-29 y.,Brandenburg,Full-time,0.25933,52,52,0.13905,0.37962
2002,17-29 y.,Saxony,Full-time,0.25485,81,81,0.15936,0.35035
2002,17-29 y.,Saxony-Anhalt,Full-time,0.27843,54,54,0.15775,0.39910
2002,17-29 y.,Thuringa,Full-time,0.26277,50,50,0.13953,0.38601
2002,30-45 y.,Lower Saxony,Full-time,0.05310,31,102,0.00937,0.09683
2002,30-45 y.,Lower Saxony,Part-time,0.08717,71,102,0.03216,0.14219
2002,30-45 y.,North Rhine-Westphalia,Full-time,0.03658,54,193,0.01003,0.06314
2002,30-45 y.,North Rhine-Westphalia,Part-time,0.08778,139,193,0.04776,0.12781
2002,30-45 y.,Hesse,Part-time,0.07923,41,41,-0.00448,0.16293
2002,30-45 y.,"Rhineland-Palatinate, Saarland",Part-time,0.09919,41,41,0.00656,0.19183
2002,30-45 y.,Baden-Wuerttemberg,Part-time,0.09365,83,83,0.03059,0.15672
2002,30-45 y.,Bavaria,Full-time,0.04855,42,143,0.01320,0.08389
2002,30-45 y.,Bavaria,Part-time,0.08848,101,143,0.04177,0.13519
2002,30-45 y.,Saxony,Full-time,0.09612,38,38,0.00114,0.19109
2002,30-45 y.,Thuringa,Full-time,0.15933,35,35,0.03631,0.28236
2002,46-65 y.,North Rhine-Westphalia,Full-time,0.02923,37,72,-0.00995,0.06841
2002,46-65 y.,North Rhine-Westphalia,Part-time,0.02611,35,72,-0.01098,0.06320
2002,46-65 y.,Brandenburg,Full-time,0.10206,31,31,-0.00627,0.21038
2002,46-65 y.,Saxony,Full-time,0.07894,38,38,-0.00795,0.16582
2003,17-29 y.,Lower Saxony,Full-time,0.17965,64,64,0.08485,0.27445
2003,17-29 y.,North Rhine-Westphalia,Full-time,0.21063,164,248,0.15978,0.26148
2003,17-29 y.,North Rhine-Westphalia,Part-time,0.05561,51,248,0.02703,0.08419
2003,17-29 y.,North Rhine-Westphalia,Either,0.04359,33,248,0.01813,0.06906
2003,17-29 y.,Hesse,Full-time,0.18795,55,55,0.08375,0.29215
2003,17-29 y.,"Rhineland-Palatinate, Saarland",Full-time,0.32048,66,66,0.20703,0.43393
2003,17-29 y.,Baden-Wuerttemberg,Full-time,0.19708,118,118,0.12500,0.26916
2003,17-29 y.,Bavaria,Full-time,0.17705,115,115,0.10698,0.24712
2003,17-29 y.,Berlin,Full-time,0.27303,46,46,0.14286,0.40321
2003,17-29 y.,Brandenburg,Full-time,0.23165,42,42,0.10251,0.36079
2003,17-29 y.,Saxony,Full-time,0.25643,80,80,0.16014,0.35272
2003,17-29 y.,Saxony-Anhalt,Full-time,0.34101,55,55,0.21457,0.46744
2003,17-29 y.,Thuringa,Full-time,0.15945,41,41,0.04600,0.27291
2003,30-45 y.,Lower Saxony,Part-time,0.08938,56,56,0.01398,0.16477
2003,30-45 y.,North Rhine-Westphalia,Full-time,0.04652,64,181,0.01576,0.07729
2003,30-45 y.,North Rhine-Westphalia,Part-time,0.07597,117,181,0.03727,0.11468
2003,30-45 y.,Hesse,Part-time,0.08655,37,37,-0.00530,0.17840
2003,30-45 y.,"Rhineland-Palatinate, Saarland",Part-time,0.07359,38,38,-0.01054,0.15773
2003,30-45 y.,Baden-Wuerttemberg,Part-time,0.08796,76,76,0.02386,0.15207
2003,30-45 y.,Bavaria,Full-time,0.05457,42,111,0.01212,0.09701
2003,30-45 y.,Bavaria,Part-time,0.06424,69,111,0.01842,0.11007
2003,30-45 y.,Saxony,Full-time,0.10774,53,53,0.02347,0.19201
2003,46-65 y.,North Rhine-Westphalia,Full-time,0.03394,40,71,-0.00848,0.07636
2003,46-65 y.,North Rhine-Westphalia,Part-time,0.01995,31,71,-0.01281,0.05271
